dates,cars_sold,y_lag_7,y_lag_14,y_lag_21,y_lag_28,y_lag_49,y_lag_70,y_lag_84,y_lag_357,y_lag_665,y_lag_643,cars_online,avg_buyprice,bookmarks,opportunity,contracts,year,quarter,month,week,day,no_sales
2023-02-26,27,36,23,37,43,38,32,33,28,10,4,1265,16607,2180,2205,137,2023,1,2,9,26,0
2023-02-27,56,49,74,60,83,85,63,76,48,24,34,1174,16746,1834,3231,345,2023,1,2,9,27,0
2023-02-28,63,60,67,73,74,90,61,77,34,27,32,1160,16847,1971,3248,414,2023,1,2,9,28,0
2023-03-01,62,63,60,68,75,76,61,53,51,29,24,1192,16761,2162,3020,389,2023,1,3,9,1,0
2023-03-02,65,63,71,72,85,60,49,66,45,28,38,1212,16777,1978,2988,368,2023,1,3,9,2,0
2023-03-03,55,60,43,68,58,67,53,64,38,20,16,1233,16764,2147,2861,304,2023,1,3,9,3,0
2023-03-04,38,44,51,51,51,50,26,38,34,11,10,1273,16599,2081,2489,242,2023,1,3,9,4,0
2023-03-05,36,27,36,23,37,35,25,39,21,6,29,1261,16648,2229,2260,143,2023,1,3,10,5,0
2023-03-06,66,56,49,74,60,91,25,78,50,23,35,1181,16779,1944,3012,306,2023,1,3,10,6,0
2023-03-07,55,63,60,67,73,81,64,74,62,25,33,1187,16610,2056,2944,398,2023,1,3,10,7,0
2023-03-08,47,62,63,60,68,84,74,60,46,28,19,1213,16460,1894,2852,402,2023,1,3,10,8,0
2023-03-09,18,65,63,71,72,71,80,63,48,12,25,1249,16383,1864,2950,453,2023,1,3,10,9,0
2023-03-10,30,55,60,43,68,75,85,68,47,29,14,1334,16363,1948,2676,441,2023,1,3,10,10,0
2023-03-11,17,38,44,51,51,71,31,49,35,13,11,1443,16286,2002,2562,314,2023,1,3,10,11,0
2023-03-12,1,36,27,36,23,29,34,32,21,17,27,1476,16256,2212,2075,215,2023,1,3,11,12,1
2023-03-13,46,66,56,49,74,90,91,63,41,30,28,1429,16283,2090,3054,487,2023,1,3,11,13,0
2023-03-14,53,55,63,60,67,99,87,61,46,38,33,1463,16300,2234,2999,468,2023,1,3,11,14,0
2023-03-15,54,47,62,63,60,68,88,61,52,34,19,1483,16273,2206,2850,443,2023,1,3,11,15,0
2023-03-16,50,18,65,63,71,65,70,49,59,25,22,1504,16224,2114,2874,420,2023,1,3,11,16,0
2023-03-17,48,30,55,60,43,60,86,53,46,26,16,1523,16138,1985,2766,455,2023,1,3,11,17,0
2023-03-18,16,17,38,44,51,50,60,26,46,14,12,1583,16037,1985,2438,350,2023,1,3,11,18,0
2023-03-19,0,1,36,27,36,43,38,25,20,12,30,1596,16042,2325,2135,261,2023,1,3,12,19,1
2023-03-20,77,46,66,56,49,83,85,25,52,4,27,1515,16141,2683,2986,457,2023,1,3,12,20,0
2023-03-21,80,53,55,63,60,74,90,64,53,34,25,1483,16202,2118,3050,481,2023,1,3,12,21,0
2023-03-22,60,54,47,62,63,75,76,74,49,32,26,1494,16174,2093,2900,479,2023,1,3,12,22,0
2023-03-23,55,50,18,65,63,85,60,80,47,24,23,1487,16030,2118,2728,408,2023,1,3,12,23,0
2023-03-24,41,48,30,55,60,58,67,85,38,38,17,1573,15899,2029,2495,374,2023,1,3,12,24,0
2023-03-25,10,16,17,38,44,51,50,31,41,16,7,1635,15736,2226,2273,328,2023,1,3,12,25,0
2023-03-26,1,0,1,36,27,37,35,34,18,10,29,1657,15748,2004,2037,223,2023,1,3,13,26,1
2023-03-27,76,77,46,66,56,60,91,91,73,29,36,1572,15791,2213,2876,482,2023,1,3,13,27,0
2023-03-28,46,80,53,55,63,73,81,87,52,35,27,1586,15800,2160,2966,433,2023,1,3,13,28,0
2023-03-29,67,60,54,47,62,68,84,88,48,33,24,1587,15839,2310,2791,449,2023,1,3,13,29,0
2023-03-30,61,55,50,18,65,72,71,70,67,19,26,1581,15789,2238,2772,416,2023,1,3,13,30,0
2023-03-31,52,41,48,30,55,68,75,86,55,25,20,1628,15660,1986,2682,418,2023,1,3,13,31,0
2023-04-01,16,10,16,17,38,51,71,60,46,14,6,1703,15571,1907,2229,319,2023,2,4,13,1,0
2023-04-02,0,1,0,1,36,23,29,38,25,11,30,1734,15564,2104,1963,222,2023,2,4,14,2,1
2023-04-03,61,76,77,46,66,74,90,85,58,27,31,1672,15593,1857,2748,422,2023,2,4,14,3,0
2023-04-04,57,46,80,53,55,67,99,90,52,28,24,1666,15506,1839,2603,450,2023,2,4,14,4,0
2023-04-05,58,67,60,54,47,60,68,76,48,33,33,1668,15551,1920,2479,427,2023,2,4,14,5,0
2023-04-06,47,61,55,50,18,71,65,60,53,19,33,1687,15488,1716,2228,329,2023,2,4,14,6,0
2023-04-07,0,52,41,48,30,43,60,67,25,22,18,1755,15408,2510,2256,374,2023,2,4,14,7,0
2023-04-08,24,16,10,16,17,51,50,50,38,16,6,1730,15434,1800,2000,293,2023,2,4,14,8,0
2023-04-09,0,0,1,0,1,36,43,35,20,12,36,1751,15523,1546,1569,178,2023,2,4,15,9,1
2023-04-10,0,61,76,77,46,49,83,91,27,30,30,1751,15523,2031,2053,264,2023,2,4,15,10,0
2023-04-11,73,57,46,80,53,60,74,81,49,27,32,1676,15542,2092,2876,471,2023,2,4,15,11,0
2023-04-12,74,58,67,60,54,63,75,84,46,25,25,1682,15375,2490,2857,548,2023,2,4,15,12,0
2023-04-13,68,47,61,55,50,63,85,71,58,26,26,1699,15463,2269,2871,544,2023,2,4,15,13,0
2023-04-14,60,0,52,41,48,60,58,75,51,23,16,1702,15493,2371,2571,456,2023,2,4,15,14,0
2023-04-15,26,24,16,10,16,44,51,71,42,17,11,1752,15464,1919,2261,340,2023,2,4,15,15,0
2023-04-16,0,0,0,1,0,27,37,29,27,7,31,1767,15504,2263,1994,255,2023,2,4,16,16,1
2023-04-17,72,0,61,76,77,56,60,90,76,29,35,1702,15533,2241,2932,527,2023,2,4,16,17,0
2023-04-18,63,73,57,46,80,63,73,99,74,36,36,1688,15407,2339,2771,523,2023,2,4,16,18,0
2023-04-19,65,74,58,67,60,62,68,68,61,27,31,1676,15391,1885,2676,507,2023,2,4,16,19,0
2023-04-20,78,68,47,61,55,65,72,65,47,24,31,1668,15323,1875,2631,446,2023,2,4,16,20,0
2023-04-21,74,60,0,52,41,55,68,60,56,26,22,1733,15326,2149,2467,466,2023,2,4,16,21,0
2023-04-22,21,26,24,16,10,38,51,50,44,20,11,1834,15206,1803,2141,337,2023,2,4,16,22,0
2023-04-23,0,0,0,0,1,36,23,43,21,6,30,1872,15255,2171,1998,258,2023,2,4,17,23,1
2023-04-24,78,72,0,61,76,66,74,83,57,30,34,1800,15292,2630,2921,521,2023,2,4,17,24,0
2023-04-25,79,63,73,57,46,55,67,74,54,31,27,1789,15230,2855,2770,480,2023,2,4,17,25,0
2023-04-26,73,65,74,58,67,47,60,75,64,24,30,1797,15197,2397,2784,512,2023,2,4,17,26,0
2023-04-27,51,78,68,47,61,18,71,85,55,33,25,1842,15167,2375,2711,509,2023,2,4,17,27,0
2023-04-28,66,74,60,0,52,30,43,58,60,33,21,1916,15305,2616,2696,411,2023,2,4,17,28,0
2023-04-29,16,21,26,24,16,17,51,51,45,18,11,1985,15252,2279,2238,358,2023,2,4,17,29,0
2023-04-30,0,0,0,0,0,1,36,37,33,6,27,1985,15248,2217,1841,242,2023,2,4,18,30,1
2023-05-01,0,78,72,0,61,46,49,60,70,36,24,1985,15248,2289,2018,240,2023,2,5,18,1,0
2023-05-02,75,79,63,73,57,53,60,73,72,30,31,1926,15284,2341,2772,484,2023,2,5,18,2,0
2023-05-03,83,73,65,74,58,54,63,68,62,32,23,1885,15320,2520,2768,510,2023,2,5,18,3,0
2023-05-04,53,51,78,68,47,50,63,72,67,25,34,1900,15266,2094,2681,487,2023,2,5,18,4,0
2023-05-05,67,66,74,60,0,48,60,68,60,26,19,1899,15263,2223,2507,465,2023,2,5,18,5,0
2023-05-06,20,16,21,26,24,16,44,51,36,16,11,1960,15231,2071,2153,364,2023,2,5,18,6,0
2023-05-07,0,0,0,0,0,0,27,23,41,11,29,1988,15261,2303,1942,226,2023,2,5,19,7,1
2023-05-08,93,0,78,72,0,77,56,74,65,31,39,1899,15265,2252,2848,555,2023,2,5,19,8,0
2023-05-09,64,75,79,63,73,80,63,67,63,35,38,1870,15198,2279,2776,537,2023,2,5,19,9,0
2023-05-10,54,83,73,65,74,60,62,60,59,36,30,1878,15125,2548,2821,479,2023,2,5,19,10,0
2023-05-11,61,53,51,78,68,55,65,71,61,31,32,1883,15047,2068,2731,452,2023,2,5,19,11,0
2023-05-12,59,67,66,74,60,41,55,43,54,31,28,1895,15014,2203,2604,455,2023,2,5,19,12,0
2023-05-13,14,20,16,21,26,10,38,51,36,22,11,1966,14929,1758,2229,340,2023,2,5,19,13,0
2023-05-14,0,0,0,0,0,1,36,36,19,11,32,2020,14966,2130,1933,207,2023,2,5,20,14,1
2023-05-15,88,93,0,78,72,76,66,49,69,30,35,1939,14999,2277,2897,546,2023,2,5,20,15,0
2023-05-16,52,64,75,79,63,46,55,60,60,34,32,1997,14861,2339,2879,495,2023,2,5,20,16,0
2023-05-17,54,54,83,73,65,67,47,63,40,27,22,2026,14852,2082,2687,435,2023,2,5,20,17,0
2023-05-18,0,61,53,51,78,61,18,63,33,30,30,2105,14814,2037,2553,374,2023,2,5,20,18,0
2023-05-19,77,59,67,66,74,52,30,60,71,25,30,2024,14796,2036,2628,456,2023,2,5,20,19,0
2023-05-20,8,14,20,16,21,16,17,44,37,21,11,2072,14774,1986,2251,327,2023,2,5,20,20,0
2023-05-21,0,0,0,0,0,0,1,27,35,11,39,2081,14791,1844,1945,217,2023,2,5,21,21,1
2023-05-22,73,88,93,0,78,61,46,56,64,27,33,2021,14744,2109,2924,522,2023,2,5,21,22,0
2023-05-23,79,52,64,75,79,57,53,63,64,24,29,1987,14677,2282,2850,475,2023,2,5,21,23,0
2023-05-24,52,54,54,83,73,58,54,62,61,31,23,1998,14567,2606,2781,502,2023,2,5,21,24,0
2023-05-25,51,0,61,53,51,47,50,65,58,23,28,2032,14462,2129,2718,447,2023,2,5,21,25,0
2023-05-26,46,77,59,67,66,0,48,55,46,34,14,2058,14444,1827,2432,440,2023,2,5,21,26,0
2023-05-27,12,8,14,20,16,24,16,38,32,19,17,2102,14465,1718,2128,316,2023,2,5,21,27,0
2023-05-28,0,0,0,0,0,0,0,36,23,11,38,2118,14460,1813,1708,187,2023,2,5,22,28,1
2023-05-29,0,73,88,93,0,0,77,66,19,29,32,2118,14460,2108,2409,376,2023,2,5,22,29,0
2023-05-30,91,79,52,64,75,73,80,55,80,39,27,2029,14420,2220,2723,455,2023,2,5,22,30,0
2023-05-31,59,52,54,54,83,74,60,47,66,38,41,2057,14403,2038,2748,504,2023,2,5,22,31,0
2023-06-01,52,51,0,61,53,68,55,18,80,30,29,2042,14357,1858,2429,425,2023,2,6,22,1,0
2023-06-02,44,46,77,59,67,60,41,30,47,32,18,2066,14319,1809,2270,422,2023,2,6,22,2,0
2023-06-03,17,12,8,14,20,26,10,17,48,28,5,2109,14283,1655,1979,341,2023,2,6,22,3,0
2023-06-04,0,0,0,0,0,0,1,1,27,11,39,2142,14297,1872,1746,219,2023,2,6,23,4,1
2023-06-05,67,0,73,88,93,72,76,46,76,32,36,2088,14246,2016,2647,451,2023,2,6,23,5,0
2023-06-06,57,91,79,52,64,63,46,53,66,35,39,2104,14162,1761,2610,481,2023,2,6,23,6,0
2023-06-07,68,59,52,54,54,65,67,54,64,32,26,2103,14141,1928,2433,460,2023,2,6,23,7,0
2023-06-08,60,52,51,0,61,78,61,50,48,22,38,2130,14175,2194,2435,451,2023,2,6,23,8,0
2023-06-09,44,44,46,77,59,74,52,48,62,30,19,2140,14229,1796,2396,390,2023,2,6,23,9,0
2023-06-10,15,17,12,8,14,21,16,16,39,30,15,2216,14190,1327,1909,305,2023,2,6,23,10,0
2023-06-11,0,0,0,0,0,0,0,0,35,11,46,2253,14199,1714,1876,224,2023,2,6,24,11,1
2023-06-12,77,67,0,73,88,78,61,77,77,39,47,2188,14145,1838,2761,461,2023,2,6,24,12,0
2023-06-13,70,57,91,79,52,79,57,80,70,33,37,2209,14199,1625,2676,470,2023,2,6,24,13,0
2023-06-14,48,68,59,52,54,73,58,60,64,29,40,2233,14196,1680,2521,441,2023,2,6,24,14,0
2023-06-15,56,60,52,51,0,51,47,55,63,23,53,2246,14152,1672,2410,428,2023,2,6,24,15,0
2023-06-16,50,44,44,46,77,66,0,41,57,28,29,2291,14095,1732,2256,354,2023,2,6,24,16,0
2023-06-17,20,15,17,12,8,16,24,10,47,14,12,2369,14043,1734,1937,300,2023,2,6,24,17,0
2023-06-18,0,0,0,0,0,0,0,1,32,17,53,2415,14063,1878,1855,216,2023,2,6,25,18,1
2023-06-19,48,77,67,0,73,0,0,76,75,38,38,2379,14097,1835,2605,476,2023,2,6,25,19,0
2023-06-20,72,70,57,91,79,75,73,46,72,32,36,2382,14180,2019,2506,422,2023,2,6,25,20,0
2023-06-21,41,48,68,59,52,83,74,67,85,27,37,2421,14122,1983,2485,462,2023,2,6,25,21,0
2023-06-22,57,56,60,52,51,53,68,61,59,41,47,2449,14132,1794,2423,401,2023,2,6,25,22,0
2023-06-23,53,50,44,44,46,67,60,52,66,29,31,2474,14180,1991,2215,387,2023,2,6,25,23,0
2023-06-24,23,20,15,17,12,20,26,16,47,18,15,2534,14181,1935,1854,299,2023,2,6,25,24,0
2023-06-25,0,0,0,0,0,0,0,0,36,5,51,2582,14189,1931,1709,208,2023,2,6,26,25,1
2023-06-26,65,48,77,67,0,93,72,61,89,39,40,2528,14195,1813,2632,460,2023,2,6,26,26,0
2023-06-27,62,72,70,57,91,64,63,57,68,36,42,2521,14160,2032,2471,431,2023,2,6,26,27,0
2023-06-28,46,41,48,68,59,54,65,58,59,39,36,2544,14153,1765,2449,425,2023,2,6,26,28,0
2023-06-29,46,57,56,60,52,61,78,47,73,26,47,2567,14237,2355,2410,395,2023,2,6,26,29,0
2023-06-30,45,53,50,44,44,59,74,0,65,38,31,2583,14259,2197,2215,402,2023,2,6,26,30,0
2023-07-01,34,23,20,15,17,14,21,24,51,19,21,2649,14266,2088,1923,300,2023,3,7,26,1,0
2023-07-02,0,0,0,0,0,0,0,0,39,15,40,2680,14271,1959,1755,232,2023,3,7,27,2,1
2023-07-03,63,65,48,77,67,88,78,0,80,46,51,2607,14280,1986,2641,458,2023,3,7,27,3,0
2023-07-04,96,62,72,70,57,52,79,73,52,47,41,2599,14328,2096,2595,475,2023,3,7,27,4,0
2023-07-05,47,46,41,48,68,54,73,74,84,37,36,2626,14373,2000,2739,462,2023,3,7,27,5,0
2023-07-06,54,46,57,56,60,0,51,68,60,40,37,2615,14318,1794,2391,468,2023,3,7,27,6,0
2023-07-07,70,45,53,50,44,77,66,60,51,53,34,2641,14331,1745,2334,426,2023,3,7,27,7,0
2023-07-08,19,34,23,20,15,8,16,26,50,29,31,2725,14351,1716,1927,258,2023,3,7,27,8,0
2023-07-09,0,0,0,0,0,0,0,0,34,12,46,2758,14352,1888,1675,194,2023,3,7,28,9,1
2023-07-10,60,63,65,48,77,73,0,72,66,53,64,2706,14361,2151,2576,434,2023,3,7,28,10,0
2023-07-11,64,96,62,72,70,79,75,63,61,38,47,2701,14357,1816,2426,439,2023,3,7,28,11,0
2023-07-12,59,47,46,41,48,52,83,65,54,36,49,2716,14330,2080,2570,478,2023,3,7,28,12,0
2023-07-13,61,54,46,57,56,51,53,78,65,37,52,2742,14326,2267,2541,444,2023,3,7,28,13,0
2023-07-14,54,70,45,53,50,46,67,74,57,47,40,2754,14376,1930,2286,387,2023,3,7,28,14,0
2023-07-15,24,19,34,23,20,12,20,21,44,31,29,2799,14407,1773,1946,322,2023,3,7,28,15,0
2023-07-16,1,0,0,0,0,0,0,0,33,15,58,2831,14406,1743,1748,198,2023,3,7,29,16,1
2023-07-17,78,60,63,65,48,0,93,78,79,51,59,2749,14465,2148,2695,505,2023,3,7,29,17,0
2023-07-18,78,64,96,62,72,91,64,79,71,40,55,2726,14474,2347,2535,440,2023,3,7,29,18,0
2023-07-19,67,59,47,46,41,59,54,73,74,42,75,2753,14456,2060,2616,438,2023,3,7,29,19,0
2023-07-20,57,61,54,46,57,52,61,51,69,36,45,2780,14464,2068,2523,456,2023,3,7,29,20,0
2023-07-21,59,54,70,45,53,44,59,66,76,47,41,2817,14446,2237,2326,401,2023,3,7,29,21,0
2023-07-22,15,24,19,34,23,17,14,16,45,31,21,2885,14488,2381,2021,280,2023,3,7,29,22,0
2023-07-23,0,1,0,0,0,0,0,0,40,21,43,2902,14500,1999,1732,206,2023,3,7,30,23,1
2023-07-24,74,78,60,63,65,67,88,0,76,40,57,2823,14523,2128,2640,473,2023,3,7,30,24,0
2023-07-25,93,78,64,96,62,57,52,75,80,51,56,2777,14584,2414,2690,444,2023,3,7,30,25,0
2023-07-26,70,67,59,47,46,68,54,83,81,41,56,2776,14647,2148,2554,436,2023,3,7,30,26,0
2023-07-27,51,57,61,54,46,60,0,53,86,36,54,2808,14618,2206,2530,409,2023,3,7,30,27,0
2023-07-28,40,59,54,70,45,44,77,67,86,37,47,2861,14631,1926,2311,374,2023,3,7,30,28,0
2023-07-29,12,15,24,19,34,15,8,20,43,34,10,3007,14631,2056,2083,312,2023,3,7,30,29,0
2023-07-30,0,0,1,0,0,0,0,0,40,31,67,3050,14662,2145,1826,213,2023,3,7,31,30,1
2023-07-31,80,74,78,60,63,77,73,93,89,46,63,2966,14686,2067,2492,454,2023,3,7,31,31,0
2023-08-01,72,93,78,64,96,70,79,64,82,64,68,2948,14696,2055,2564,428,2023,3,8,31,1,0
2023-08-02,63,70,67,59,47,48,52,54,78,47,51,2947,14730,2089,2637,410,2023,3,8,31,2,0
2023-08-03,62,51,57,61,54,56,51,61,71,49,60,2956,14767,2127,2533,443,2023,3,8,31,3,0
2023-08-04,41,40,59,54,70,50,46,59,73,52,43,2989,14805,2090,2323,360,2023,3,8,31,4,0
2023-08-05,19,12,15,24,19,20,12,14,46,40,27,3053,14848,1808,2113,286,2023,3,8,31,5,0
2023-08-06,0,0,0,1,0,0,0,0,28,29,65,3083,14857,2058,1810,232,2023,3,8,32,6,1
2023-08-07,84,80,74,78,60,48,0,88,98,58,75,3000,14923,2450,2656,457,2023,3,8,32,7,0
2023-08-08,74,72,93,78,64,72,91,52,84,59,60,3000,14912,2233,2614,422,2023,3,8,32,8,0
2023-08-09,68,63,70,67,59,41,59,54,78,55,65,3011,14940,2205,2568,437,2023,3,8,32,9,0
2023-08-10,47,62,51,57,61,57,52,0,76,75,59,3045,14921,2031,2436,422,2023,3,8,32,10,0
2023-08-11,52,41,40,59,54,53,44,77,67,45,47,3068,14954,2069,2392,391,2023,3,8,32,11,0
2023-08-12,32,19,12,15,24,23,17,8,46,41,28,3118,14954,2087,2017,273,2023,3,8,32,12,0
2023-08-13,0,0,0,0,1,0,0,0,33,21,68,3156,14960,2175,1709,201,2023,3,8,33,13,1
2023-08-14,87,84,80,74,78,65,67,73,84,43,62,3068,14999,2705,2486,426,2023,3,8,33,14,0
2023-08-15,70,74,72,93,78,62,57,79,66,57,70,3097,15058,2490,2090,295,2023,3,8,33,15,0
2023-08-16,79,68,63,70,67,46,68,52,85,56,50,3045,15084,2896,2572,414,2023,3,8,33,16,0
2023-08-17,63,47,62,51,57,46,60,51,69,56,56,3039,15103,2414,2720,433,2023,3,8,33,17,0
2023-08-18,78,52,41,40,59,45,44,46,70,54,53,3057,15168,2420,2548,404,2023,3,8,33,18,0
2023-08-19,11,32,19,12,15,34,15,12,47,47,25,3131,15184,2660,2192,313,2023,3,8,33,19,0
2023-08-20,0,0,0,0,0,0,0,0,35,10,74,3176,15220,2378,1943,232,2023,3,8,34,20,1
2023-08-21,101,87,84,80,74,63,77,0,69,67,65,3077,15236,2521,2945,492,2023,3,8,34,21,0
2023-08-22,88,70,74,72,93,96,70,91,78,63,62,3078,15289,2740,2917,458,2023,3,8,34,22,0
2023-08-23,74,79,68,63,70,47,48,59,71,68,64,3087,15295,2845,2976,492,2023,3,8,34,23,0
2023-08-24,59,63,47,62,51,54,56,52,66,51,46,3103,15255,2635,2894,422,2023,3,8,34,24,0
2023-08-25,60,78,52,41,40,70,50,44,77,60,34,3108,15341,2924,2863,462,2023,3,8,34,25,0
2023-08-26,18,11,32,19,12,19,20,17,48,43,26,3184,15367,2549,2329,350,2023,3,8,34,26,0
2023-08-27,0,0,0,0,0,0,0,0,39,27,67,3221,15367,2484,2161,222,2023,3,8,35,27,1
2023-08-28,105,101,87,84,80,60,48,67,85,65,70,3124,15440,2718,3187,540,2023,3,8,35,28,0
2023-08-29,81,88,70,74,72,64,72,57,75,75,64,3113,15492,2664,3238,552,2023,3,8,35,29,0
2023-08-30,92,74,79,68,63,59,41,68,81,60,56,3098,15531,2956,3225,520,2023,3,8,35,30,0
2023-08-31,70,59,63,47,62,61,57,60,67,65,44,3128,15565,2754,2907,500,2023,3,8,35,31,0
2023-09-01,74,60,78,52,41,54,53,44,66,59,54,3146,15606,2598,2687,483,2023,3,9,35,1,0
2023-09-02,16,18,11,32,19,24,23,15,51,47,21,3201,15614,2410,2327,319,2023,3,9,35,2,0
2023-09-03,0,0,0,0,0,1,0,0,31,28,68,3249,15634,2637,1907,248,2023,3,9,36,3,1
2023-09-04,138,105,101,87,84,78,65,77,91,68,66,3111,15698,2478,2912,510,2023,3,9,36,4,0
2023-09-05,85,81,88,70,74,78,62,70,78,62,48,3074,15684,2664,2891,521,2023,3,9,36,5,0
2023-09-06,69,92,74,79,68,67,46,48,86,70,58,3090,15694,2599,2999,508,2023,3,9,36,6,0
2023-09-07,75,70,59,63,47,57,46,56,62,50,46,3082,15724,2796,2948,511,2023,3,9,36,7,0
2023-09-08,77,74,60,78,52,59,45,50,75,56,40,3078,15729,2635,2816,471,2023,3,9,36,8,0
2023-09-09,27,16,18,11,32,15,34,20,47,53,30,3163,15697,2404,2212,348,2023,3,9,36,9,0
2023-09-10,0,0,0,0,0,0,0,0,34,25,57,3223,15706,2789,2097,231,2023,3,9,37,10,1
2023-09-11,106,138,105,101,87,74,63,48,95,74,59,3104,15758,2725,3080,531,2023,3,9,37,11,0
2023-09-12,89,85,81,88,70,93,96,72,86,65,61,3081,15778,2952,3123,460,2023,3,9,37,12,0
2023-09-13,64,69,92,74,79,70,47,41,66,62,44,3098,15817,2967,2978,501,2023,3,9,37,13,0
2023-09-14,92,75,70,59,63,51,54,57,85,64,60,3097,15809,2521,3092,491,2023,3,9,37,14,0
2023-09-15,81,77,74,60,78,40,70,53,66,46,41,3154,15829,2810,2814,509,2023,3,9,37,15,0
2023-09-16,28,27,16,18,11,12,19,23,69,34,26,3227,15832,2636,2281,354,2023,3,9,37,16,0
2023-09-17,4,0,0,0,0,0,0,0,36,26,64,3258,15862,2823,2149,245,2023,3,9,38,17,1
2023-09-18,81,106,138,105,101,80,60,65,97,67,49,3165,15910,2700,3119,531,2023,3,9,38,18,0
2023-09-19,83,89,85,81,88,72,64,62,76,70,61,3152,15867,2677,2982,502,2023,3,9,38,19,0
2023-09-20,72,64,69,92,74,63,59,46,88,64,58,3203,15835,2884,3031,513,2023,3,9,38,20,0
2023-09-21,59,92,75,70,59,62,61,46,65,56,34,3240,15861,2797,2986,492,2023,3,9,38,21,0
2023-09-22,81,81,77,74,60,41,54,45,100,44,36,3285,15880,2522,2654,429,2023,3,9,38,22,0
2023-09-23,29,28,27,16,18,19,24,34,52,54,20,3346,15891,2432,2248,381,2023,3,9,38,23,0
2023-09-24,0,4,0,0,0,0,1,0,30,21,52,3385,15898,2863,2056,251,2023,3,9,39,24,1
2023-09-25,87,81,106,138,105,84,78,63,36,68,51,3300,15937,2802,2877,509,2023,3,9,39,25,0
2023-09-26,73,83,89,85,81,74,78,96,58,66,33,3297,15977,2519,2745,499,2023,3,9,39,26,0
2023-09-27,84,72,64,69,92,68,67,47,63,48,31,3309,15966,2557,2888,478,2023,3,9,39,27,0
2023-09-28,72,59,92,75,70,47,57,54,91,58,26,3331,15981,2767,2711,468,2023,3,9,39,28,0
2023-09-29,70,81,81,77,74,52,59,70,64,46,13,3367,15949,2459,2413,450,2023,3,9,39,29,0
2023-09-30,39,29,28,27,16,32,15,19,43,40,18,3450,15872,2306,2180,328,2023,3,9,39,30,0
2023-10-01,0,0,4,0,0,0,0,0,29,30,47,3496,15844,2354,1853,245,2023,4,10,40,1,1
2023-10-02,77,87,81,106,138,87,74,60,70,57,62,3409,15862,2623,2773,453,2023,4,10,40,2,0
2023-10-03,1,73,83,89,85,70,93,64,81,59,59,3489,15850,2990,2573,405,2023,4,10,40,3,0
2023-10-04,138,84,72,64,69,79,70,59,62,61,63,3371,15892,2751,2663,496,2023,4,10,40,4,0
2023-10-05,68,72,59,92,75,63,51,61,72,44,24,3389,15934,2709,2583,426,2023,4,10,40,5,0
2023-10-06,61,70,81,81,77,78,40,54,69,60,17,3425,15880,2466,2439,404,2023,4,10,40,6,0
2023-10-07,15,39,29,28,27,11,12,24,47,41,19,3498,15828,2525,2113,342,2023,4,10,40,7,0
2023-10-08,0,0,0,4,0,0,0,1,32,26,64,3530,15819,2556,1974,238,2023,4,10,41,8,1
2023-10-09,108,77,87,81,106,101,80,78,75,64,52,3427,15856,2503,2696,434,2023,4,10,41,9,0
2023-10-10,86,1,73,83,89,88,72,78,78,49,89,3419,15807,2207,2774,497,2023,4,10,41,10,0
2023-10-11,64,138,84,72,64,74,63,67,68,61,49,3442,15769,2568,2632,458,2023,4,10,41,11,0
2023-10-12,71,68,72,59,92,59,62,57,69,58,75,3457,15754,2508,2491,425,2023,4,10,41,12,0
2023-10-13,72,61,70,81,81,60,41,59,81,34,61,3501,15723,2459,2476,409,2023,4,10,41,13,0
2023-10-14,29,15,39,29,28,18,19,15,53,36,21,3603,15670,2379,2221,345,2023,4,10,41,14,0
2023-10-15,0,0,0,0,4,0,0,0,33,20,68,3659,15654,2179,2052,230,2023,4,10,42,15,1
2023-10-16,77,108,77,87,81,105,84,74,71,52,82,3584,15664,2634,2839,490,2023,4,10,42,16,0
2023-10-17,72,86,1,73,83,81,74,93,62,51,69,3612,15686,2549,2766,485,2023,4,10,42,17,0
2023-10-18,65,64,138,84,72,92,68,70,63,33,54,3654,15683,2633,2678,436,2023,4,10,42,18,0
2023-10-19,69,71,68,72,59,70,47,51,59,31,71,3694,15688,2716,2902,477,2023,4,10,42,19,0
2023-10-20,58,72,61,70,81,74,52,40,76,26,53,3738,15691,2679,2788,458,2023,4,10,42,20,0
2023-10-21,35,29,15,39,29,16,32,12,53,13,34,3810,15658,2537,2421,337,2023,4,10,42,21,0
2023-10-22,0,0,0,0,0,0,0,0,29,18,78,3836,15660,3354,2166,240,2023,4,10,43,22,1
2023-10-23,91,77,108,77,87,138,87,80,66,47,71,3774,15742,2783,3058,525,2023,4,10,43,23,0
2023-10-24,79,72,86,1,73,85,70,72,66,62,56,3807,15666,2845,2968,505,2023,4,10,43,24,0
2023-10-25,91,65,64,138,84,69,79,63,67,59,41,3805,15672,2862,2963,470,2023,4,10,43,25,0
2023-10-26,70,69,71,68,72,75,63,62,69,63,59,3832,15672,2607,2802,479,2023,4,10,43,26,0
2023-10-27,58,58,72,61,70,77,78,41,71,24,53,3849,15629,2622,2656,409,2023,4,10,43,27,0
2023-10-28,13,35,29,15,39,27,11,19,55,17,20,3933,15600,2765,2320,341,2023,4,10,43,28,0
2023-10-29,0,0,0,0,0,0,0,0,30,19,76,3954,15598,3341,2212,260,2023,4,10,44,29,1
2023-10-30,85,91,77,108,77,106,101,84,82,64,69,3873,15608,2880,2865,504,2023,4,10,44,30,0
