dates,cars_sold,y_lag_7,y_lag_14,y_lag_21,y_lag_28,y_lag_49,y_lag_70,y_lag_84,y_lag_357,y_lag_665,y_lag_643,cars_online,avg_buyprice,bookmarks,opportunity,contracts,year,quarter,month,week,day,no_sales
2021-10-20,56,55,47,41,42,39,32,31,13,0,15,2588,17753,1322,2230,271,2021,4,10,42,20,0
2021-10-21,56,75,49,36,36,26,22,23,15,0,20,2731,17715,1466,2425,276,2021,4,10,42,21,0
2021-10-22,54,45,52,37,47,38,30,34,4,9,9,2839,17699,1357,2277,274,2021,4,10,43,22,0
2021-10-23,47,41,40,34,31,19,30,19,5,4,1,2793,17737,1378,1918,179,2021,4,10,43,23,0
2021-10-24,10,21,29,31,21,15,11,11,3,1,16,2763,17753,1475,1682,78,2021,4,10,43,24,0
2021-10-25,67,43,58,46,40,46,39,29,14,7,19,2761,17763,1330,2502,298,2021,4,10,43,25,0
2021-10-26,63,57,59,64,51,47,33,39,21,1,14,2763,17747,1694,2403,255,2021,4,10,43,26,0
2021-10-27,68,56,55,47,41,37,29,38,17,1,13,2764,17798,1521,2451,280,2021,4,10,43,27,0
2021-10-28,51,56,75,49,36,40,23,30,13,7,21,2755,17800,1535,2355,289,2021,4,10,43,28,0
2021-10-29,60,54,45,52,37,53,28,32,17,6,9,2748,17784,1423,2167,246,2021,4,10,44,29,0
2021-10-30,43,47,41,40,34,29,14,28,11,5,0,2698,17817,1935,2048,193,2021,4,10,44,30,0
2021-10-31,27,10,21,29,31,12,17,11,1,0,28,2652,17832,1730,1796,109,2021,4,10,44,31,0
2021-11-01,65,67,43,58,46,53,38,32,16,13,17,2658,17903,2209,2042,202,2021,4,11,44,1,0
2021-11-02,75,63,57,59,64,38,32,35,14,14,17,2668,17973,1739,2636,303,2021,4,11,44,2,0
2021-11-03,60,68,56,55,47,36,27,32,16,27,18,2733,17913,1754,2530,299,2021,4,11,44,3,0
2021-11-04,65,51,56,75,49,37,41,22,15,24,8,2774,17920,1533,2631,319,2021,4,11,44,4,0
2021-11-05,59,60,54,45,52,47,29,30,14,24,10,2827,17917,1526,2216,257,2021,4,11,45,5,0
2021-11-06,47,43,47,41,40,31,18,30,7,6,0,2846,17991,1712,2035,223,2021,4,11,45,6,0
2021-11-07,28,27,10,21,29,15,5,11,2,0,16,2800,18018,1771,1819,110,2021,4,11,45,7,0
2021-11-08,68,65,67,43,58,51,39,39,18,24,16,2807,18031,1491,2521,298,2021,4,11,45,8,0
2021-11-09,62,75,63,57,59,40,36,33,15,19,19,2823,18065,1523,2429,292,2021,4,11,45,9,0
2021-11-10,70,60,68,56,55,42,39,29,10,16,15,2838,18013,1245,2422,288,2021,4,11,45,10,0
2021-11-11,50,65,51,56,75,36,26,23,11,15,22,2869,18022,1361,2250,188,2021,4,11,45,11,0
2021-11-12,56,59,60,54,45,47,38,28,8,20,12,2899,17951,1511,2324,242,2021,4,11,46,12,0
2021-11-13,53,47,43,47,41,31,19,14,7,9,0,2871,18025,1912,2122,197,2021,4,11,46,13,0
2021-11-14,25,28,27,10,21,21,15,17,2,1,7,2830,18077,2059,1830,109,2021,4,11,46,14,0
2021-11-15,74,68,65,67,43,40,46,38,26,16,18,2799,18158,1559,2533,291,2021,4,11,46,15,0
2021-11-16,65,62,75,63,57,51,47,32,16,19,22,2795,18198,1759,2425,288,2021,4,11,46,16,0
2021-11-17,62,70,60,68,56,41,37,27,23,14,6,2830,18181,1414,2418,269,2021,4,11,46,17,0
2021-11-18,64,50,65,51,56,36,40,41,21,13,15,2830,18209,1145,2312,289,2021,4,11,46,18,0
2021-11-19,46,56,59,60,54,37,53,29,13,21,6,2871,18241,1536,2206,265,2021,4,11,47,19,0
2021-11-20,34,53,47,43,47,34,29,18,10,9,1,2892,18280,1519,1974,180,2021,4,11,47,20,0
2021-11-21,26,25,28,27,10,31,12,5,7,0,18,2855,18344,1779,1839,99,2021,4,11,47,21,0
2021-11-22,67,74,68,65,67,46,53,39,22,28,21,2881,18403,1915,2578,275,2021,4,11,47,22,0
2021-11-23,70,65,62,75,63,64,38,36,13,17,13,2913,18420,1546,2342,286,2021,4,11,47,23,0
2021-11-24,64,62,70,60,68,47,36,39,17,17,14,2952,18412,1561,2379,281,2021,4,11,47,24,0
2021-11-25,56,64,50,65,51,49,37,26,13,18,17,2984,18386,1834,2487,278,2021,4,11,47,25,0
2021-11-26,44,46,56,59,60,52,47,38,16,8,4,3036,18411,1357,2204,243,2021,4,11,48,26,0
2021-11-27,54,34,53,47,43,40,31,19,10,10,0,3008,18483,1530,2047,216,2021,4,11,48,27,0
2021-11-28,21,26,25,28,27,29,15,15,5,0,10,2974,18533,1696,1892,120,2021,4,11,48,28,0
2021-11-29,68,67,74,68,65,58,51,46,26,16,9,2979,18517,1559,2649,285,2021,4,11,48,29,0
2021-11-30,66,70,65,62,75,59,40,47,24,16,19,3025,18549,1492,2660,264,2021,4,11,48,30,0
2021-12-01,48,64,62,70,60,55,42,37,16,19,14,3031,18560,1410,2575,273,2021,4,12,48,1,0
2021-12-02,58,56,64,50,65,75,36,40,11,15,14,3076,18621,1417,2477,273,2021,4,12,48,2,0
2021-12-03,46,44,46,56,59,45,47,53,17,22,9,3103,18624,1303,2273,251,2021,4,12,49,3,0
2021-12-04,40,54,34,53,47,41,31,29,14,12,0,3105,18668,1837,2041,186,2021,4,12,49,4,0
2021-12-05,30,21,26,25,28,21,21,12,6,0,9,3069,18715,1929,2023,124,2021,4,12,49,5,0
2021-12-06,57,68,67,74,68,43,40,53,17,7,13,3033,18751,1593,2494,282,2021,4,12,49,6,0
2021-12-07,59,66,70,65,62,57,51,38,11,18,19,3032,18771,1856,2403,244,2021,4,12,49,7,0
2021-12-08,61,48,64,62,70,56,41,36,17,22,7,3034,18806,1815,2429,267,2021,4,12,49,8,0
2021-12-09,44,58,56,64,50,56,36,37,13,6,14,3125,18669,2019,2444,269,2021,4,12,49,9,0
2021-12-10,60,46,44,46,56,54,37,47,11,15,4,3158,18639,1486,2181,228,2021,4,12,50,10,0
2021-12-11,41,40,54,34,53,47,34,31,9,6,0,3161,18692,1996,2185,201,2021,4,12,50,11,0
2021-12-12,26,30,21,26,25,10,31,15,6,1,10,3129,18719,1966,1949,124,2021,4,12,50,12,0
2021-12-13,64,57,68,67,74,67,46,51,19,18,13,3063,18798,1606,2717,316,2021,4,12,50,13,0
2021-12-14,49,59,66,70,65,63,64,40,7,21,7,3108,18838,1612,2613,258,2021,4,12,50,14,0
2021-12-15,61,61,48,64,62,68,47,42,14,13,5,3209,18884,1584,2415,234,2021,4,12,50,15,0
2021-12-16,58,44,58,56,64,51,49,36,5,14,3,3242,18914,1450,2416,252,2021,4,12,50,16,0
2021-12-17,34,60,46,44,46,60,52,47,4,17,3,3309,18886,1633,2147,220,2021,4,12,51,17,0
2021-12-18,36,41,40,54,34,43,40,31,4,4,0,3315,18906,1547,2000,168,2021,4,12,51,18,0
2021-12-19,20,26,30,21,26,27,29,21,3,0,3,3306,18953,1878,1803,114,2021,4,12,51,19,0
2021-12-20,52,64,57,68,67,65,58,40,25,10,4,3287,19024,1188,2300,226,2021,4,12,51,20,0
2021-12-21,51,49,59,66,70,75,59,51,17,9,1,3320,18977,1434,2112,207,2021,4,12,51,21,0
2021-12-22,33,61,61,48,64,60,55,41,29,19,2,3394,18960,1621,2227,219,2021,4,12,51,22,0
2021-12-23,31,58,44,58,56,65,75,36,6,14,2,3414,18967,1385,2037,200,2021,4,12,51,23,0
2021-12-24,26,34,60,46,44,59,45,37,6,14,0,3393,18970,1012,1370,122,2021,4,12,52,24,0
2021-12-25,13,36,41,40,54,47,41,34,14,9,0,3374,18990,1693,1475,53,2021,4,12,52,25,0
2021-12-26,18,20,26,30,21,28,21,31,5,0,0,3346,19009,1813,1797,92,2021,4,12,52,26,0
2021-12-27,47,52,64,57,68,68,43,46,26,9,0,3318,19049,1982,3007,267,2021,4,12,52,27,0
2021-12-28,62,51,49,59,66,62,57,64,26,13,1,3354,19095,2158,2953,266,2021,4,12,52,28,0
2021-12-29,59,33,61,61,48,70,56,47,20,19,8,3324,19132,2403,2948,282,2021,4,12,52,29,0
2021-12-30,63,31,58,44,58,50,56,49,20,7,13,3363,19216,1926,2691,253,2021,4,12,52,30,0
2021-12-31,24,26,34,60,46,56,54,52,26,14,2,3333,19202,1360,1845,137,2021,4,12,53,31,0
2022-01-01,17,13,36,41,40,53,47,40,15,4,0,3312,19223,1857,1637,71,2022,1,1,1,1,0
2022-01-02,19,18,20,26,30,25,10,29,5,0,12,3284,19274,2662,2291,111,2022,1,1,1,2,0
2022-01-03,64,47,52,64,57,74,67,58,28,10,16,3205,19268,2477,3346,315,2022,1,1,1,3,0
2022-01-04,52,62,51,49,59,65,63,59,23,13,10,3298,19265,2531,3254,280,2022,1,1,1,4,0
2022-01-05,89,59,33,61,61,62,68,55,29,7,3,3277,19353,2449,3068,307,2022,1,1,1,5,0
2022-01-06,49,63,31,58,44,64,51,75,22,5,5,3308,19384,2143,2681,232,2022,1,1,1,6,0
2022-01-07,75,24,26,34,60,46,60,45,24,3,0,3261,19385,2319,3183,311,2022,1,1,1,7,0
2022-01-08,61,17,13,36,41,34,43,41,13,3,0,3222,19408,2171,2733,224,2022,1,1,2,8,0
2022-01-09,21,19,18,20,26,26,27,21,6,0,7,3202,19437,2548,2412,118,2022,1,1,2,9,0
2022-01-10,68,64,47,52,64,67,65,43,29,3,7,3202,19432,2338,3151,271,2022,1,1,2,10,0
2022-01-11,82,52,62,51,49,70,75,57,27,4,9,3198,19465,2181,2970,282,2022,1,1,2,11,0
2022-01-12,69,89,59,33,61,64,60,56,26,1,5,3226,19413,2090,3159,274,2022,1,1,2,12,0
2022-01-13,54,49,63,31,58,56,65,56,21,2,1,3249,19512,2234,3083,270,2022,1,1,2,13,0
2022-01-14,71,75,24,26,34,44,59,54,13,2,1,3277,19466,2153,3099,290,2022,1,1,2,14,0
2022-01-15,53,61,17,13,36,54,47,47,17,0,2,3246,19523,2089,2796,239,2022,1,1,3,15,0
2022-01-16,34,21,19,18,20,21,28,10,8,0,0,3217,19551,2751,2621,131,2022,1,1,3,16,0
2022-01-17,78,68,64,47,52,68,68,67,21,0,7,3139,19589,2166,3361,323,2022,1,1,3,17,0
2022-01-18,71,82,52,62,51,66,62,63,14,0,4,3115,19622,2083,3197,298,2022,1,1,3,18,0
2022-01-19,56,69,89,59,33,48,70,68,22,1,4,3096,19677,2181,3048,274,2022,1,1,3,19,0
2022-01-20,41,54,49,63,31,58,50,51,27,8,2,3081,19717,1773,3046,281,2022,1,1,3,20,0
2022-01-21,59,71,75,24,26,46,56,60,39,13,2,3011,19706,1895,2966,257,2022,1,1,3,21,0
2022-01-22,53,53,61,17,13,40,53,43,13,2,0,3029,19698,2346,2714,214,2022,1,1,4,22,0
2022-01-23,20,34,21,19,18,30,25,27,15,0,4,3008,19748,2783,2492,110,2022,1,1,4,23,0
2022-01-24,76,78,68,64,47,57,74,65,31,12,2,2941,19765,2191,3274,317,2022,1,1,4,24,0
2022-01-25,69,71,82,52,62,59,65,75,28,16,2,2880,19817,2140,3147,297,2022,1,1,4,25,0
2022-01-26,54,56,69,89,59,61,62,60,25,10,4,2944,19776,2310,3202,273,2022,1,1,4,26,0
2022-01-27,48,41,54,49,63,44,64,65,28,3,3,2953,19801,2072,3020,256,2022,1,1,4,27,0
2022-01-28,52,59,71,75,24,60,46,59,30,5,2,2761,20059,2034,2915,269,2022,1,1,4,28,0
2022-01-29,56,53,53,61,17,41,34,47,16,0,1,2737,20156,2128,2643,251,2022,1,1,5,29,0
2022-01-30,30,20,34,21,19,26,26,28,6,0,1,2708,20241,2388,2358,137,2022,1,1,5,30,0
2022-01-31,77,76,78,68,64,64,67,68,34,7,9,2686,20247,1951,3275,318,2022,1,1,5,31,0
2022-02-01,56,69,71,82,52,49,70,62,30,7,7,2701,20192,1811,2918,302,2022,1,2,5,1,0
2022-02-02,54,54,56,69,89,61,64,70,21,9,6,2712,20184,2009,2999,319,2022,1,2,5,2,0
2022-02-03,50,48,41,54,49,58,56,50,22,5,0,2721,20193,1595,2945,277,2022,1,2,5,3,0
2022-02-04,64,52,59,71,75,34,44,56,21,1,1,2742,20104,1782,2745,296,2022,1,2,5,4,0
2022-02-05,43,56,53,53,61,36,54,53,23,1,1,2709,20145,2438,2482,215,2022,1,2,6,5,0
2022-02-06,21,30,20,34,21,20,21,25,10,2,8,2681,20193,2221,2308,122,2022,1,2,6,6,0
2022-02-07,74,77,76,78,68,52,68,74,26,0,8,2630,20256,1980,3029,340,2022,1,2,6,7,0
2022-02-08,64,56,69,71,82,51,66,65,17,7,14,2652,20320,1904,2939,284,2022,1,2,6,8,0
2022-02-09,58,54,54,56,69,33,48,62,23,4,17,2667,20273,2103,3001,298,2022,1,2,6,9,0
2022-02-10,72,50,48,41,54,31,58,64,20,4,3,2667,20301,1770,2894,278,2022,1,2,6,10,0
2022-02-11,54,64,52,59,71,26,46,46,42,2,2,2697,20275,1809,2691,273,2022,1,2,6,11,0
2022-02-12,48,43,56,53,53,13,40,34,14,2,1,2662,20366,2174,2320,193,2022,1,2,7,12,0
2022-02-13,31,21,30,20,34,18,30,26,12,0,5,2617,20453,2033,2182,129,2022,1,2,7,13,0
2022-02-14,58,74,77,76,78,47,57,67,30,4,3,2594,20534,1764,2773,302,2022,1,2,7,14,0
2022-02-15,47,64,56,69,71,62,59,70,21,2,9,2654,20482,1779,2874,273,2022,1,2,7,15,0
2022-02-16,58,58,54,54,56,59,61,64,34,2,7,2665,20502,1880,3015,322,2022,1,2,7,16,0
2022-02-17,55,72,50,48,41,63,44,56,27,4,8,2664,20546,1886,2817,266,2022,1,2,7,17,0
2022-02-18,69,54,64,52,59,24,60,44,35,3,5,2660,20623,2159,2811,273,2022,1,2,7,18,0
2022-02-19,54,48,43,56,53,17,41,54,20,2,0,2633,20703,1889,2556,220,2022,1,2,8,19,0
2022-02-20,34,31,21,30,20,19,26,21,17,1,3,2582,20782,2323,2556,135,2022,1,2,8,20,0
2022-02-21,67,58,74,77,76,64,64,68,37,1,8,2567,20818,2060,3280,292,2022,1,2,8,21,0
2022-02-22,63,47,64,56,69,52,49,66,30,9,8,2690,20761,2113,3010,293,2022,1,2,8,22,0
2022-02-23,61,58,58,54,54,89,61,48,32,7,1,2675,20842,2071,2678,296,2022,1,2,8,23,0
2022-02-24,54,55,72,50,48,49,58,58,33,6,3,2738,20826,1621,2478,234,2022,1,2,8,24,0
2022-02-25,52,69,54,64,52,75,34,46,22,0,2,2783,20814,1668,2230,224,2022,1,2,8,25,0
2022-02-26,42,54,48,43,56,61,36,40,23,1,1,2771,20771,1931,2225,179,2022,1,2,9,26,0
2022-02-27,26,34,31,21,30,21,20,30,9,1,9,2732,20847,1991,1964,103,2022,1,2,9,27,0
2022-02-28,63,67,58,74,77,68,52,57,30,8,6,2700,20941,1556,2642,284,2022,1,2,9,28,0
2022-03-01,70,63,47,64,56,82,51,59,28,8,8,2688,20921,1350,2471,288,2022,1,3,9,1,0
2022-03-02,48,61,58,58,54,69,33,61,22,14,11,2758,20830,1643,2672,240,2022,1,3,9,2,0
2022-03-03,59,54,55,72,50,54,31,44,26,17,6,2758,20810,1661,2544,271,2022,1,3,9,3,0
2022-03-04,55,52,69,54,64,71,26,60,22,3,0,2783,20806,1594,2425,256,2022,1,3,9,4,0
2022-03-05,39,42,54,48,43,53,13,41,19,2,0,2754,20828,1862,2195,191,2022,1,3,10,5,0
2022-03-06,28,26,34,31,21,34,18,26,10,1,0,2710,20921,1546,2008,136,2022,1,3,10,6,0
2022-03-07,48,63,67,58,74,78,47,64,25,5,6,2717,20962,1838,2689,270,2022,1,3,10,7,0
2022-03-08,34,70,63,47,64,71,62,49,18,3,3,2711,21015,1732,2558,233,2022,1,3,10,8,0
2022-03-09,51,48,61,58,58,56,59,61,36,9,7,2708,21037,1650,2621,253,2022,1,3,10,9,0
2022-03-10,45,59,54,55,72,41,63,58,23,7,8,2712,21098,1549,2544,261,2022,1,3,10,10,0
2022-03-11,38,55,52,69,54,59,24,34,24,8,5,2764,21090,1549,2401,217,2022,1,3,10,11,0
2022-03-12,34,39,42,54,48,53,17,36,14,5,1,2786,21085,1798,2058,163,2022,1,3,11,12,0
2022-03-13,21,28,26,34,31,20,19,20,8,0,11,2770,21109,1743,1951,122,2022,1,3,11,13,0
2022-03-14,50,48,63,67,58,76,64,52,32,3,11,2754,21153,1671,2689,280,2022,1,3,11,14,0
2022-03-15,62,34,70,63,47,69,52,51,20,8,6,2773,21150,2053,2587,251,2022,1,3,11,15,0
2022-03-16,46,51,48,61,58,54,89,33,23,8,4,2776,21123,1680,2723,241,2022,1,3,11,16,0
2022-03-17,48,45,59,54,55,48,49,31,17,1,7,2867,21075,1531,2669,263,2022,1,3,11,17,0
2022-03-18,47,38,55,52,69,52,75,26,23,3,3,2979,20979,1652,2495,260,2022,1,3,11,18,0
2022-03-19,35,34,39,42,54,56,61,13,13,2,0,2969,20986,1533,2252,170,2022,1,3,12,19,0
2022-03-20,21,21,28,26,34,30,21,18,8,1,3,2955,20980,1549,2190,96,2022,1,3,12,20,0
2022-03-21,41,50,48,63,67,77,68,47,18,9,8,2962,20978,1424,2890,278,2022,1,3,12,21,0
2022-03-22,46,62,34,70,63,56,82,62,17,6,9,3025,20909,1531,2788,258,2022,1,3,12,22,0
2022-03-23,52,46,51,48,61,54,69,59,29,8,6,3049,20840,1602,2773,253,2022,1,3,12,23,0
2022-03-24,59,48,45,59,54,50,54,63,16,11,5,3085,20816,1794,2612,250,2022,1,3,12,24,0
2022-03-25,46,47,38,55,52,64,71,24,3,6,7,3119,20755,1465,2513,254,2022,1,3,12,25,0
2022-03-26,46,35,34,39,42,43,53,17,15,0,0,3123,20743,1375,2230,180,2022,1,3,13,26,0
2022-03-27,20,21,21,28,26,21,34,19,5,0,7,3115,20759,1795,2033,112,2022,1,3,13,27,0
2022-03-28,52,41,50,48,63,74,78,64,8,0,6,3050,20867,1598,3023,278,2022,1,3,13,28,0
2022-03-29,53,46,62,34,70,64,71,52,28,6,10,3124,20832,1585,3010,261,2022,1,3,13,29,0
2022-03-30,49,52,46,51,48,58,56,89,24,3,6,3171,20766,2061,3089,260,2022,1,3,13,30,0
2022-03-31,47,59,48,45,59,72,41,49,22,7,12,3208,20685,1581,3008,293,2022,1,3,13,31,0
2022-04-01,38,46,47,38,55,54,59,75,30,8,2,3219,20644,1757,2741,274,2022,2,4,13,1,0
2022-04-02,41,46,35,34,39,48,53,61,19,5,1,3239,20593,1517,2453,199,2022,2,4,14,2,0
2022-04-03,18,20,21,21,28,31,20,21,9,1,7,3216,20628,2029,2436,125,2022,2,4,14,3,0
2022-04-04,73,52,41,50,48,58,76,68,17,11,9,3210,20704,1603,3180,350,2022,2,4,14,4,0
2022-04-05,52,53,46,62,34,47,69,82,17,11,12,3259,20662,1731,2990,298,2022,2,4,14,5,0
2022-04-06,48,49,52,46,51,58,54,69,20,6,8,3286,20600,1859,3027,284,2022,2,4,14,6,0
2022-04-07,67,47,59,48,45,55,48,54,22,4,16,3286,20556,1724,2933,351,2022,2,4,14,7,0
2022-04-08,55,38,46,47,38,69,52,71,25,7,3,3324,20548,1717,2793,273,2022,2,4,14,8,0
2022-04-09,46,41,46,35,34,54,56,53,11,3,1,3342,20504,1835,2696,202,2022,2,4,15,9,0
2022-04-10,25,18,20,21,21,34,30,34,13,0,14,3328,20542,1864,2296,129,2022,2,4,15,10,0
2022-04-11,58,73,52,41,50,67,77,78,25,3,13,3313,20515,1592,3068,331,2022,2,4,15,11,0
2022-04-12,52,52,53,46,62,63,56,71,16,8,16,3365,20452,1507,2964,306,2022,2,4,15,12,0
2022-04-13,48,48,49,52,46,61,54,56,31,9,13,3440,20411,1553,2653,271,2022,2,4,15,13,0
2022-04-14,53,67,47,59,48,54,50,41,19,6,11,3506,20319,1496,2430,244,2022,2,4,15,14,0
2022-04-15,25,55,38,46,47,52,64,59,18,5,5,3513,20256,2010,2333,200,2022,2,4,15,15,0
2022-04-16,38,46,41,46,35,42,43,53,10,7,1,3452,20296,1400,2114,179,2022,2,4,16,16,0
2022-04-17,20,25,18,20,21,26,21,20,6,0,14,3427,20331,1724,2013,90,2022,2,4,16,17,0
2022-04-18,27,58,73,52,41,63,74,76,33,7,11,3362,20366,2014,2469,167,2022,2,4,16,18,0
2022-04-19,49,52,52,53,46,70,64,69,34,6,8,3403,20414,1831,3215,328,2022,2,4,16,19,0
2022-04-20,46,48,48,49,52,48,58,54,23,10,5,3478,20248,1819,3216,252,2022,2,4,16,20,0
2022-04-21,58,53,67,47,59,59,72,48,21,6,7,3547,20113,1829,3119,350,2022,2,4,16,21,0
2022-04-22,51,25,55,38,46,55,54,52,23,12,5,3597,20043,1999,2939,291,2022,2,4,16,22,0
2022-04-23,42,38,46,41,46,39,48,56,7,2,3,3597,19996,1812,2630,207,2022,2,4,17,23,0
2022-04-24,27,20,25,18,20,28,31,30,10,1,10,3569,20012,2080,2485,138,2022,2,4,17,24,0
2022-04-25,76,27,58,73,52,48,58,77,24,7,11,3490,20046,1910,2996,312,2022,2,4,17,25,0
2022-04-26,74,49,52,52,53,34,47,56,27,9,13,3579,20027,1773,3140,332,2022,2,4,17,26,0
2022-04-27,61,46,48,48,49,51,58,54,29,12,9,3599,20010,1447,3092,332,2022,2,4,17,27,0
2022-04-28,47,58,53,67,47,45,55,50,28,8,5,3647,19948,1566,3079,282,2022,2,4,17,28,0
2022-04-29,56,51,25,55,38,38,69,64,20,16,7,3696,19889,1525,2809,340,2022,2,4,17,29,0
2022-04-30,44,42,38,46,41,34,54,43,11,3,2,3702,19800,1530,2514,211,2022,2,4,18,30,0
2022-05-01,21,27,20,25,18,21,34,21,6,1,15,3690,19803,2223,2294,126,2022,2,5,18,1,0
2022-05-02,57,76,27,58,73,50,67,74,23,14,11,3648,19811,1708,3156,318,2022,2,5,18,2,0
2022-05-03,54,74,49,52,52,62,63,64,25,13,16,3663,19753,1709,3068,291,2022,2,5,18,3,0
2022-05-04,64,61,46,48,48,46,61,58,28,16,11,3748,19645,2089,3091,361,2022,2,5,18,4,0
2022-05-05,55,47,58,53,67,48,54,72,12,13,8,3804,19556,1950,3027,328,2022,2,5,18,5,0
2022-05-06,60,56,51,25,55,47,52,54,29,11,5,3846,19456,1504,2689,314,2022,2,5,18,6,0
2022-05-07,45,44,42,38,46,35,42,48,13,5,1,3835,19446,1573,2455,189,2022,2,5,19,7,0
2022-05-08,33,21,27,20,25,21,26,31,17,1,10,3783,19495,2180,2400,173,2022,2,5,19,8,0
2022-05-09,70,57,76,27,58,41,63,58,30,14,6,3773,19471,1822,3169,355,2022,2,5,19,9,0
2022-05-10,72,54,74,49,52,46,70,47,38,11,12,3801,19405,1594,3026,347,2022,2,5,19,10,0
2022-05-11,62,64,61,46,48,52,48,58,34,8,13,3832,19350,1786,2829,311,2022,2,5,19,11,0
2022-05-12,67,55,47,58,53,59,59,55,25,5,10,3876,19275,1814,2890,328,2022,2,5,19,12,0
2022-05-13,60,60,56,51,25,46,55,69,26,7,5,3926,19173,1600,2740,318,2022,2,5,19,13,0
2022-05-14,36,45,44,42,38,46,39,54,14,5,0,3936,19112,1546,2425,231,2022,2,5,20,14,0
2022-05-15,41,33,21,27,20,20,28,34,12,3,8,3896,19093,1688,2259,148,2022,2,5,20,15,0
2022-05-16,65,70,57,76,27,52,48,67,4,10,11,3850,19049,1864,3322,357,2022,2,5,20,16,0
2022-05-17,63,72,54,74,49,53,34,63,34,11,10,3879,19015,1893,2513,359,2022,2,5,20,17,0
2022-05-18,59,62,64,61,46,49,51,61,32,13,4,3880,18976,1788,3437,334,2022,2,5,20,18,0
2022-05-19,61,67,55,47,58,47,45,54,24,9,12,3941,18800,1907,2905,300,2022,2,5,20,19,0
2022-05-20,54,60,60,56,51,38,38,52,38,5,2,4054,18718,1659,2715,343,2022,2,5,20,20,0
2022-05-21,36,36,45,44,42,41,34,42,16,7,1,4026,18612,1621,2391,218,2022,2,5,21,21,0
2022-05-22,19,41,33,21,27,18,21,26,10,2,6,4029,18602,2146,2093,112,2022,2,5,21,22,0
2022-05-23,69,65,70,57,76,73,50,63,29,15,10,4004,18597,1554,3114,367,2022,2,5,21,23,0
2022-05-24,60,63,72,54,74,52,62,70,35,11,11,4061,18542,2114,3300,405,2022,2,5,21,24,0
2022-05-25,40,59,62,64,61,48,46,48,33,16,10,4104,18437,1567,3128,507,2022,2,5,21,25,0
2022-05-26,33,61,67,55,47,67,48,59,19,11,9,4021,18291,1671,2838,253,2022,2,5,21,26,0
2022-05-27,71,54,60,60,56,55,47,55,25,8,5,4035,18323,1659,2898,345,2022,2,5,21,27,0
2022-05-28,37,36,36,45,44,46,35,39,14,5,1,4020,18251,1823,2403,210,2022,2,5,22,28,0
2022-05-29,35,19,41,33,21,25,21,28,11,1,12,3980,18271,1907,2288,172,2022,2,5,22,29,0
2022-05-30,64,69,65,70,57,58,41,48,27,10,19,3914,18258,1826,3198,376,2022,2,5,22,30,0
2022-05-31,64,60,63,72,54,52,46,34,28,6,24,3905,18208,2040,3070,373,2022,2,5,22,31,0
2022-06-01,61,40,59,62,64,48,52,51,33,12,13,3925,18090,1819,2901,365,2022,2,6,22,1,0
2022-06-02,58,33,61,67,55,53,59,45,19,13,13,3912,18022,1864,2626,313,2022,2,6,22,2,0
2022-06-03,46,71,54,60,60,25,46,38,22,10,4,3994,17961,1906,2646,284,2022,2,6,22,3,0
2022-06-04,32,37,36,36,45,38,46,34,16,5,0,4021,17885,1682,2334,188,2022,2,6,23,4,0
2022-06-05,23,35,19,41,33,20,20,21,12,0,10,4015,17851,1828,2268,143,2022,2,6,23,5,0
2022-06-06,19,64,69,65,70,27,52,50,30,8,14,3983,17882,2196,3083,255,2022,2,6,23,6,0
2022-06-07,80,64,60,63,72,49,53,62,27,11,7,3924,17893,1621,3365,411,2022,2,6,23,7,0
2022-06-08,66,61,40,59,62,46,49,46,25,10,8,3914,17749,2017,3247,383,2022,2,6,23,8,0
2022-06-09,80,58,33,61,67,58,47,48,26,4,6,4028,17656,2000,3186,435,2022,2,6,23,9,0
2022-06-10,47,46,71,54,60,51,38,47,23,12,5,4186,17600,1686,2822,355,2022,2,6,23,10,0
2022-06-11,48,32,37,36,36,42,41,35,17,2,1,4169,17569,1515,2408,236,2022,2,6,24,11,0
2022-06-12,27,23,35,19,41,27,18,21,7,1,16,4136,17577,1967,2184,170,2022,2,6,24,12,0
2022-06-13,76,19,64,69,65,76,73,41,29,6,14,4182,17565,2037,3086,383,2022,2,6,24,13,0
2022-06-14,66,80,64,60,63,74,52,46,36,10,11,4146,17503,1519,2987,352,2022,2,6,24,14,0
2022-06-15,64,66,61,40,59,61,48,52,27,11,11,4225,17408,1615,3110,368,2022,2,6,24,15,0
2022-06-16,48,80,58,33,61,47,67,59,24,10,10,4238,17334,2032,2987,325,2022,2,6,24,16,0
2022-06-17,62,47,46,71,54,56,55,46,26,9,3,4263,17266,1672,2826,351,2022,2,6,24,17,0
2022-06-18,39,48,32,37,36,44,46,46,20,5,4,4235,17292,1587,2347,215,2022,2,6,25,18,0
2022-06-19,35,27,23,35,19,21,25,20,6,1,21,4203,17317,1907,2451,170,2022,2,6,25,19,0
2022-06-20,77,76,19,64,69,57,58,52,30,12,9,4177,17346,1871,3448,388,2022,2,6,25,20,0
2022-06-21,70,66,80,64,60,54,52,53,31,19,12,4230,17295,2294,3317,362,2022,2,6,25,21,0
2022-06-22,64,64,66,61,40,64,48,49,24,24,15,4243,17287,2046,3261,370,2022,2,6,25,22,0
2022-06-23,63,48,80,58,33,55,53,47,33,13,10,4290,17247,1711,3175,345,2022,2,6,25,23,0
