price_cluster,make,model,subtype,outside_color,mileage_cluster,hp_cluster,built_year,fueltype,geartype,body_type,upholstery,fuel_cluster,time_sell
15-20k,Ford,C-Max,1.5 EcoBoost,Black,20-30k,100-150hp,2019,Benzin,Gear type manual,Van,Stoff,+6.5f,65-80d
20-25k,Volvo,XC 60,2.0 D4,Brown,80-90k,150-200hp,2015,Diesel,Gear type automatic,SUV,Leder,0-4.5f,65-80d
0-10k,Volkswagen,Polo,1.2 TSI,Black,100k+,0-100hp,2013,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,65-80d
15-20k,Volkswagen,Golf VII Sportsvan,1.5 TSI,Gray,50-60k,100-150hp,2018,Benzin,Gear type automatic,Van,Alcantara,4.5-5.5f,35-50d
25-30k,Audi,A4,2.0 TFSI,Gray,60-70k,+250hp,2017,Benzin,Gear type automatic,Kombi,Alcantara,5.5-6.5f,100+
10-15k,Skoda,Fabia,1.2 TSI,Blue,50-60k,0-100hp,2016,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,15-25d
10-15k,Fiat,500,1.2,Black,10-20k,0-100hp,2018,Benzin,Gear type manual,Limousine,Teilleder,4.5-5.5f,25-35d
15-20k,Volkswagen,Golf VII,1.0 TSI,Gray,20-30k,0-100hp,2019,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,50-65d
15-20k,Volvo,V 40,1.5,Gray,70-80k,150-200hp,2017,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,15-25d
20-25k,Seat,Ateca,2.0 TDI,Silver,90-100k,150-200hp,2016,Diesel,Gear type automatic,SUV,Alcantara,4.5-5.5f,35-50d
10-15k,Skoda,Rapid,1.0 TSI,Gray,30-40k,100-150hp,2018,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,25-35d
15-20k,BMW,2er,218d Active Tourer,Gray,100k+,100-150hp,2015,Diesel,Gear type automatic,Van,Stoff,0-4.5f,0-7d
20-25k,Ford,Focus,1.0 EcoBoost,White,10-20k,100-150hp,2020,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,100+
10-15k,Opel,Corsa,1.2,Silver,10-20k,0-100hp,2019,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,25-35d
10-15k,Nissan,Pulsar,1.6 Turbo,Brown,90-100k,150-200hp,2016,Benzin,Gear type manual,Limousine,Teilleder,5.5-6.5f,35-50d
10-15k,Audi,A1,1.4 TFSI,Gray,100k+,100-150hp,2015,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,7-15d
10-15k,Hyundai,i30,1.0 TGDI,Blue,60-70k,100-150hp,2017,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,25-35d
15-20k,BMW,5er,520d,Black,100k+,150-200hp,2015,Diesel,Gear type automatic,Kombi,Stoff,4.5-5.5f,0-7d
15-20k,Hyundai,Tucson,1.6,Gray,50-60k,100-150hp,2016,Benzin,Gear type manual,SUV,Stoff,+6.5f,15-25d
25-30k,Toyota,RAV 4,2.0,White,10-20k,150-200hp,2020,Benzin,Gear type manual,SUV,Stoff,4.5-5.5f,15-25d
10-15k,Audi,A1,1.4 TFSI,White,50-60k,100-150hp,2015,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,65-80d
15-20k,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 200,White,90-100k,150-200hp,2016,Benzin,Gear type manual,Kombi,Teilleder,5.5-6.5f,15-25d
10-15k,Skoda,Fabia,1.2 TSI,Black,40-50k,100-150hp,2015,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,35-50d
10-15k,Dacia,Dokker,1.2 TCe,Gray,50-60k,100-150hp,2018,Benzin,Gear type manual,Van,Stoff,5.5-6.5f,15-25d
20-25k,Hyundai,IONIQ,1.6,Black,10-20k,100-150hp,2019,Hybrid,Gear type automatic,Limousine,Leder,0-4.5f,0-7d
0-10k,Fiat,500L,0.9,Red,50-60k,100-150hp,2013,Benzin,Gear type manual,Van,Stoff,4.5-5.5f,80-100d
15-20k,Volkswagen,Polo,1.0 TSI,Blue,10-20k,0-100hp,2018,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,35-50d
25-30k,Seat,Ateca,1.5 TSI,Gray,90-100k,100-150hp,2019,Benzin,Gear type automatic,SUV,Alcantara,5.5-6.5f,25-35d
25-30k,Ford,Kuga,1.5 EcoBoost,Black,20-30k,100-150hp,2020,Benzin,Gear type manual,SUV,Teilleder,4.5-5.5f,35-50d
25-30k,Renault,Megane,1.8 TCe,Black,0-10k,150-200hp,2022,Benzin,Gear type automatic,Limousine,Alcantara,4.5-5.5f,25-35d
15-20k,Toyota,Yaris,1.5 Hybrid,Blue,10-20k,0-100hp,2020,Hybrid,Gear type automatic,Limousine,Stoff,0-4.5f,25-35d
20-25k,Volkswagen,Tiguan,2.0 TDI,White,100k+,100-150hp,2016,Diesel,Gear type automatic,SUV,Stoff,5.5-6.5f,35-50d
20-25k,Ford,Focus,1.5 EcoBoost,Black,20-30k,100-150hp,2019,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,0-7d
+30k,Audi,S5,3.0 V6 TFSI,Blue,30-40k,+250hp,2017,Benzin,Gear type automatic,Coupe,Leder,+6.5f,25-35d
0-10k,Dacia,Dokker,1.6 SCe,White,100k+,100-150hp,2018,Benzin,Gear type manual,Kombi,Stoff,5.5-6.5f,15-25d
20-25k,BMW,1er,125i,Blue,60-70k,200-250hp,2018,Benzin,Gear type automatic,Limousine,Alcantara,5.5-6.5f,35-50d
+30k,Mercedes-Benz,E-Klasse,E 350 d,Gray,80-90k,+250hp,2017,Diesel,Gear type automatic,Kombi,Leder,4.5-5.5f,25-35d
15-20k,BMW,3er,320d,Gray,70-80k,150-200hp,2015,Diesel,Gear type manual,Kombi,Stoff,0-4.5f,35-50d
10-15k,Opel,Adam,1.4,Black,30-40k,0-100hp,2019,Benzin,Gear type manual,Limousine,Teilleder,5.5-6.5f,7-15d
10-15k,Skoda,Rapid,1.0 TSI,White,30-40k,100-150hp,2018,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,7-15d
10-15k,Renault,Captur,1.2 TCe,Red,10-20k,100-150hp,2014,Benzin,Gear type automatic,SUV,Teilleder,4.5-5.5f,0-7d
0-10k,Skoda,Fabia,1.2,White,90-100k,0-100hp,2014,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,0-7d
15-20k,Volkswagen,Golf VII,1.6 TDI,Black,100k+,100-150hp,2017,Diesel,Gear type automatic,Kombi,Stoff,0-4.5f,15-25d
15-20k,Ford,EcoSport,1.0 EcoBoost,White,30-40k,100-150hp,2018,Benzin,Gear type manual,SUV,Teilleder,4.5-5.5f,35-50d
0-10k,Dacia,Sandero II,1.0,Blue,90-100k,0-100hp,2017,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,7-15d
10-15k,Opel,Astra K,1.6 CDTI DPF,Gray,90-100k,100-150hp,2016,Diesel,Gear type automatic,Kombi,Stoff,0-4.5f,0-7d
10-15k,Peugeot,208,1.2 PureTech,Gray,10-20k,0-100hp,2017,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,100+
20-25k,Kia,Sorento,2.2 CRDi,Gray,100k+,150-200hp,2014,Diesel,Gear type automatic,SUV,Leder,+6.5f,35-50d
10-15k,Seat,Ibiza,1.6 TDI,Black,70-80k,0-100hp,2019,Diesel,Gear type manual,Limousine,Stoff,0-4.5f,80-100d
15-20k,Kia,Stonic,1.0 TGDI,Red,10-20k,100-150hp,2019,Benzin,Gear type manual,SUV,Teilleder,4.5-5.5f,35-50d
15-20k,Audi,A4,2.0 TDI,Black,100k+,100-150hp,2017,Diesel,Gear type manual,Kombi,Stoff,0-4.5f,50-65d
20-25k,Honda,Civic,1.0 VTEC,Blue,40-50k,100-150hp,2019,Benzin,Gear type automatic,Limousine,Leder,4.5-5.5f,35-50d
+30k,Ford,Galaxy,2.0 EcoBlue,Gray,30-40k,150-200hp,2020,Diesel,Gear type automatic,Van,Stoff,5.5-6.5f,35-50d
10-15k,Volkswagen,Polo,1.2 TSI,Orange,0-10k,100-150hp,2014,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,0-7d
10-15k,Skoda,Rapid,1.0 TSI,White,40-50k,0-100hp,2018,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,7-15d
10-15k,Seat,Leon,1.2 TSI,White,90-100k,100-150hp,2015,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,35-50d
0-10k,Skoda,Citigo,1.0 MPI,Gray,30-40k,0-100hp,2018,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,15-25d
10-15k,Hyundai,i20 Active,1.0 TDGI,White,10-20k,100-150hp,2018,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,15-25d
15-20k,BMW,3er,316d,White,70-80k,100-150hp,2017,Diesel,Gear type manual,Kombi,Stoff,0-4.5f,100+
10-15k,Opel,Corsa,1.4,Gray,20-30k,0-100hp,2016,Benzin,Gear type automatic,Limousine,Stoff,5.5-6.5f,0-7d
20-25k,Volkswagen,Touran,1.4 TSI,Black,100k+,100-150hp,2016,Benzin,Gear type automatic,Van,Stoff,4.5-5.5f,35-50d
10-15k,Opel,Zafira Tourer,1.4 Turbo,Black,90-100k,100-150hp,2015,Benzin,Gear type automatic,Van,Stoff,5.5-6.5f,0-7d
20-25k,Smart,fortwo,0.9 Turbo,Blue,10-20k,100-150hp,2017,Benzin,Gear type automatic,Coupe,Leder,0-4.5f,0-7d
10-15k,Peugeot,2008,1.2 e-THP,Red,50-60k,100-150hp,2016,Benzin,Gear type automatic,SUV,Teilleder,4.5-5.5f,0-7d
10-15k,Volkswagen,Golf VII,1.6 TDI,Black,100k+,100-150hp,2014,Diesel,Gear type manual,Kombi,Stoff,0-4.5f,35-50d
10-15k,Smart,fortwo,1.0,Black,40-50k,0-100hp,2017,Benzin,Gear type manual,Coupe,Stoff,0-4.5f,35-50d
10-15k,Fiat,500,1.2,Black,10-20k,0-100hp,2019,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,0-7d
15-20k,Mercedes-Benz,C-Klasse,C 180 CGI,Black,100k+,150-200hp,2016,Benzin,Gear type automatic,Kombi,Teilleder,4.5-5.5f,7-15d
25-30k,Ford,S-Max,2.0 EcoBlue,Black,30-40k,100-150hp,2019,Diesel,Gear type manual,Van,Alcantara,4.5-5.5f,25-35d
15-20k,BMW,1er,118i,White,60-70k,100-150hp,2016,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,7-15d
15-20k,BMW,1er,118i,Gray,70-80k,100-150hp,2015,Benzin,Gear type automatic,Limousine,Stoff,5.5-6.5f,7-15d
20-25k,Skoda,Octavia,2.0 TSI,White,70-80k,200-250hp,2018,Benzin,Gear type automatic,Kombi,Stoff,+6.5f,50-65d
10-15k,Skoda,Octavia,1.6 TDI,Gray,60-70k,100-150hp,2016,Diesel,Gear type automatic,Kombi,Stoff,0-4.5f,0-7d
15-20k,Volkswagen,Golf VII,1.4 TSI,Black,40-50k,100-150hp,2017,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,25-35d
10-15k,Hyundai,i30,1.4,Gray,60-70k,0-100hp,2015,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,7-15d
20-25k,Volvo,XC 60,2.0 D3,White,50-60k,100-150hp,2016,Diesel,Gear type automatic,SUV,Leder,0-4.5f,15-25d
10-15k,Opel,Astra K,1.6 CDTI DPF,Black,70-80k,100-150hp,2016,Diesel,Gear type manual,Limousine,Stoff,0-4.5f,0-7d
15-20k,Nissan,Qashqai,1.2,Black,40-50k,100-150hp,2016,Benzin,Gear type manual,SUV,Stoff,5.5-6.5f,80-100d
20-25k,Ford,Mondeo,2.0 TDCi,Black,50-60k,150-200hp,2017,Diesel,Gear type automatic,Kombi,Teilleder,4.5-5.5f,15-25d
10-15k,Nissan,Pulsar,1.5 Turbodiesel,Red,50-60k,100-150hp,2016,Diesel,Gear type manual,Limousine,Teilleder,0-4.5f,25-35d
10-15k,Mercedes-Benz,A-Klasse,A 180 CDI,Black,100k+,100-150hp,2014,Diesel,Gear type manual,Limousine,Teilleder,0-4.5f,0-7d
10-15k,Volkswagen,Golf Plus,1.4 TSI,Black,60-70k,100-150hp,2013,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,15-25d
10-15k,Smart,fortwo,0.9 Turbo,Black,10-20k,0-100hp,2017,Benzin,Gear type automatic,Coupe,Stoff,0-4.5f,7-15d
0-10k,Renault,Twingo,1.2,Red,30-40k,0-100hp,2014,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,0-7d
15-20k,Dacia,Dokker,1.5 Blue dCi,Blue,30-40k,0-100hp,2020,Diesel,Gear type manual,Van,Stoff,0-4.5f,0-7d
15-20k,Ford,EcoSport,1.0 EcoBoost,Black,10-20k,100-150hp,2019,Benzin,Gear type manual,SUV,Teilleder,4.5-5.5f,35-50d
15-20k,Toyota,Yaris,1.5 Hybrid,Blue,20-30k,100-150hp,2019,Hybrid,Gear type automatic,Limousine,Stoff,0-4.5f,35-50d
20-25k,Skoda,Octavia,1.5 TSI,White,80-90k,100-150hp,2018,Benzin,Gear type automatic,Kombi,Stoff,4.5-5.5f,7-15d
15-20k,Mazda,3,2.0,White,80-90k,100-150hp,2016,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,50-65d
+30k,Audi,A4 Allroad,45 TDI,White,40-50k,200-250hp,2019,Diesel,Gear type automatic,Kombi,Leder,5.5-6.5f,25-35d
25-30k,Land Rover,Evoque,2.0 Sd4,Gray,70-80k,150-200hp,2016,Diesel,Gear type automatic,SUV,Leder,4.5-5.5f,15-25d
15-20k,Audi,A3,1.4 TFSI,Black,90-100k,100-150hp,2015,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,15-25d
15-20k,Seat,Leon,1.8 TSI,Gray,90-100k,150-200hp,2016,Benzin,Gear type automatic,Kombi,Alcantara,5.5-6.5f,35-50d
20-25k,Volkswagen,Golf VII,1.4 TSI,Gray,10-20k,100-150hp,2017,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,65-80d
20-25k,Toyota,C-HR,1.8 Hybrid,Gray,30-40k,100-150hp,2018,Hybrid,Gear type automatic,SUV,Stoff,0-4.5f,35-50d
20-25k,Ford,Focus,2.0 EcoBlue,Gray,40-50k,100-150hp,2019,Diesel,Gear type manual,Kombi,Stoff,0-4.5f,35-50d
10-15k,Peugeot,108,1.0 VTi,Purple,20-30k,0-100hp,2018,Benzin,Gear type automatic,Limousine,Stoff,0-4.5f,0-7d
15-20k,Mercedes-Benz,B-Klasse,B 180,Gray,30-40k,100-150hp,2016,Benzin,Gear type automatic,Van,Stoff,5.5-6.5f,50-65d
20-25k,Ford,Kuga,1.5 EcoBoost,Gray,50-60k,100-150hp,2019,Benzin,Gear type automatic,SUV,Teilleder,+6.5f,0-7d
25-30k,BMW,X3,xDrive 20d,Gray,80-90k,150-200hp,2017,Diesel,Gear type automatic,SUV,Leder,4.5-5.5f,50-65d
15-20k,BMW,2er,218d Active Tourer,Gray,90-100k,100-150hp,2015,Diesel,Gear type automatic,Van,Leder,0-4.5f,0-7d
10-15k,Renault,Clio,1.2,Gray,10-20k,0-100hp,2017,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,35-50d
20-25k,Peugeot,5008,1.2 e-THP,Gray,50-60k,100-150hp,2018,Benzin,Gear type manual,SUV,Stoff,4.5-5.5f,0-7d
20-25k,BMW,1er,118i,Blue,30-40k,100-150hp,2018,Benzin,Gear type automatic,Limousine,Stoff,5.5-6.5f,50-65d
20-25k,Volkswagen,Touran,2.0 TDI,Black,50-60k,100-150hp,2016,Diesel,Gear type manual,Van,Stoff,0-4.5f,50-65d
+30k,Audi,A7,3.0 V6 TDI,Black,100k+,150-200hp,2016,Diesel,Gear type automatic,Kombi,Leder,4.5-5.5f,50-65d
10-15k,Smart,fortwo,1.0,White,30-40k,0-100hp,2016,Benzin,Gear type automatic,Coupe,Stoff,0-4.5f,25-35d
15-20k,Ford,Grand C-Max,1.0 EcoBoost,Black,70-80k,100-150hp,2018,Benzin,Gear type manual,Van,Stoff,5.5-6.5f,15-25d
20-25k,Volkswagen,Golf VII,1.4 TSI,Gray,40-50k,100-150hp,2017,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,15-25d
20-25k,Volkswagen,Golf VII,2.0 TDI,Gray,80-90k,100-150hp,2019,Diesel,Gear type automatic,Kombi,Stoff,0-4.5f,15-25d
20-25k,Mitsubishi,Eclipse Cross,1.5 T-MIVEC,Gray,40-50k,150-200hp,2017,Benzin,Gear type automatic,SUV,Stoff,+6.5f,80-100d
15-20k,Mazda,3,2.0,Blue,50-60k,100-150hp,2018,Benzin,Gear type automatic,Limousine,Stoff,5.5-6.5f,0-7d
+30k,Mercedes-Benz,GLC-Klasse,GLC 250,Black,40-50k,200-250hp,2018,Benzin,Gear type automatic,SUV,Leder,+6.5f,35-50d
10-15k,Volkswagen,Golf VII,1.2 TSI,Black,30-40k,100-150hp,2015,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,0-7d
15-20k,Ford,Focus,1.5 EcoBoost,Black,60-70k,100-150hp,2016,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,7-15d
25-30k,Opel,Vivaro,1.6 Biturbo CDTI,Black,90-100k,100-150hp,2017,Diesel,Gear type manual,Kombi,Stoff,5.5-6.5f,0-7d
15-20k,Nissan,Qashqai,1.2,Black,30-40k,100-150hp,2017,Benzin,Gear type manual,SUV,Stoff,5.5-6.5f,35-50d
0-10k,Skoda,Roomster,1.2 TSI,Blue,80-90k,0-100hp,2012,Benzin,Gear type manual,Van,Stoff,5.5-6.5f,7-15d
10-15k,Smart,fortwo,0.9 Turbo,Gray,70-80k,0-100hp,2016,Benzin,Gear type automatic,Coupe,Leder,0-4.5f,0-7d
10-15k,Ford,Focus,1.5 TDCi,Black,70-80k,100-150hp,2018,Diesel,Gear type manual,Kombi,Stoff,0-4.5f,0-7d
0-10k,Skoda,Citigo,1.0 MPI,Black,30-40k,0-100hp,2015,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,0-7d
20-25k,Ford,Focus,1.5 EcoBoost,Blue,30-40k,100-150hp,2019,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,65-80d
20-25k,Peugeot,208,1.2 e-THP,Black,20-30k,100-150hp,2019,Benzin,Gear type automatic,Limousine,Leder,0-4.5f,15-25d
20-25k,Kia,cee'd,1.6 TGDI,White,20-30k,200-250hp,2019,Benzin,Gear type automatic,Kombi,Leder,5.5-6.5f,25-35d
10-15k,Peugeot,208,1.6 Turbo,Black,60-70k,150-200hp,2013,Benzin,Gear type manual,Limousine,Teilleder,5.5-6.5f,0-7d
15-20k,Mazda,3,2.0,Black,20-30k,150-200hp,2017,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,100+
20-25k,Skoda,Karoq,2.0 TDI,Red,80-90k,100-150hp,2019,Diesel,Gear type manual,SUV,Stoff,4.5-5.5f,65-80d
15-20k,Seat,Leon,2.0 TDI,Gray,70-80k,100-150hp,2016,Diesel,Gear type automatic,Kombi,Teilleder,0-4.5f,50-65d
25-30k,Volkswagen,Touareg,3.0 V6 TDI,Gray,80-90k,200-250hp,2013,Diesel,Gear type automatic,SUV,Leder,+6.5f,25-35d
20-25k,Volkswagen,T-Roc,1.5 TSI,Black,50-60k,100-150hp,2018,Benzin,Gear type manual,SUV,Teilleder,4.5-5.5f,65-80d
25-30k,BMW,1er,120i,Orange,10-20k,150-200hp,2018,Benzin,Gear type automatic,Limousine,Leder,5.5-6.5f,0-7d
15-20k,Renault,Clio,1.3 TCe,Red,30-40k,100-150hp,2019,Benzin,Gear type automatic,Limousine,Teilleder,4.5-5.5f,7-15d
10-15k,Smart,fortwo,0.9 Turbo,White,40-50k,0-100hp,2018,Benzin,Gear type automatic,Cabrio,Stoff,0-4.5f,7-15d
25-30k,Volkswagen,Tiguan,1.5 TSI,Blue,50-60k,100-150hp,2018,Benzin,Gear type automatic,SUV,Stoff,5.5-6.5f,35-50d
+30k,Audi,A4 Allroad,3.0 V6 TDI,Black,50-60k,200-250hp,2017,Diesel,Gear type automatic,Kombi,Stoff,4.5-5.5f,7-15d
10-15k,Ford,Fiesta,1.0 EcoBoost,Red,30-40k,0-100hp,2017,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,65-80d
15-20k,Volkswagen,Polo,1.8 TSI,White,100k+,150-200hp,2016,Benzin,Gear type automatic,Limousine,Alcantara,5.5-6.5f,25-35d
10-15k,Toyota,Yaris,1.5 Hybrid,Gray,100k+,0-100hp,2016,Hybrid,Gear type automatic,Limousine,Stoff,0-4.5f,0-7d
10-15k,Kia,cee'd,1.6 GDI,White,70-80k,100-150hp,2015,Benzin,Gear type manual,Limousine,Teilleder,5.5-6.5f,0-7d
15-20k,BMW,X1,xDrive 20d,Black,80-90k,150-200hp,2015,Diesel,Gear type manual,SUV,Stoff,4.5-5.5f,65-80d
+30k,Volvo,XC 60,2.0 B5,White,20-30k,200-250hp,2019,Benzin,Gear type automatic,SUV,Teilleder,+6.5f,80-100d
15-20k,Volkswagen,Golf VII,1.4 TSI,Gray,70-80k,100-150hp,2017,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,7-15d
15-20k,Volkswagen,Tiguan,2.0 TDI,White,60-70k,100-150hp,2015,Diesel,Gear type automatic,SUV,Stoff,5.5-6.5f,7-15d
10-15k,Ford,Tourneo Courier,1.5 TDCi,Black,90-100k,0-100hp,2018,Diesel,Gear type manual,Kombi,Stoff,0-4.5f,50-65d
10-15k,Ford,Focus,1.0 EcoBoost,Black,70-80k,100-150hp,2015,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,25-35d
10-15k,Opel,Insignia,1.4 Turbo,Silver,30-40k,100-150hp,2015,Benzin,Gear type manual,Kombi,Stoff,5.5-6.5f,0-7d
15-20k,Smart,fortwo,0.9 Turbo,Red,20-30k,0-100hp,2018,Benzin,Gear type automatic,Coupe,Leder,0-4.5f,50-65d
10-15k,Mazda,CX-3,1.5 Diesel,Black,90-100k,100-150hp,2015,Diesel,Gear type manual,SUV,Stoff,0-4.5f,35-50d
15-20k,Skoda,Octavia,1.4 TSI,Blue,20-30k,100-150hp,2016,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,7-15d
0-10k,Volkswagen,up!,1.0,Gray,30-40k,0-100hp,2013,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,80-100d
20-25k,Volkswagen,Golf VII,2.0 TDI,Black,80-90k,150-200hp,2016,Diesel,Gear type automatic,Limousine,Teilleder,0-4.5f,0-7d
20-25k,Volkswagen,T-Cross,1.0 TSI,Black,10-20k,100-150hp,2019,Benzin,Gear type manual,SUV,Stoff,4.5-5.5f,100+
0-10k,Mitsubishi,Space Star,1.0,White,20-30k,0-100hp,2015,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,7-15d
10-15k,Hyundai,i20,1.2,Gray,10-20k,0-100hp,2020,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,0-7d
0-10k,Dacia,Sandero II,0.9 TCe,Red,20-30k,0-100hp,2015,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,25-35d
10-15k,Ford,Fiesta,1.1,White,30-40k,0-100hp,2019,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,0-7d
15-20k,Volkswagen,Golf VII,1.6 TDI,Gray,80-90k,100-150hp,2018,Diesel,Gear type manual,Kombi,Stoff,0-4.5f,15-25d
10-15k,Renault,Twingo,0.9 Energy,Black,20-30k,0-100hp,2018,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,0-7d
20-25k,Seat,Ateca,1.4 TSI ACT,Black,40-50k,100-150hp,2017,Benzin,Gear type automatic,SUV,Alcantara,5.5-6.5f,7-15d
15-20k,Volkswagen,Golf VII Sportsvan,1.2 TSI,Blue,30-40k,100-150hp,2015,Benzin,Gear type automatic,Van,Stoff,4.5-5.5f,0-7d
10-15k,Volkswagen,Golf VII,1.4 TSI,Blue,100k+,100-150hp,2016,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,7-15d
20-25k,Seat,Leon,1.8 TSI,Gray,40-50k,150-200hp,2018,Benzin,Gear type manual,Kombi,Leder,5.5-6.5f,0-7d
10-15k,Renault,Captur,0.9 Energy,Gray,50-60k,0-100hp,2016,Benzin,Gear type manual,SUV,Stoff,4.5-5.5f,0-7d
15-20k,BMW,2er,218i Active Tourer,Black,80-90k,100-150hp,2016,Benzin,Gear type automatic,Van,Alcantara,4.5-5.5f,25-35d
10-15k,Seat,Toledo,1.4 TSI,Blue,30-40k,100-150hp,2016,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,25-35d
15-20k,BMW,1er,118d,Gray,100k+,100-150hp,2014,Diesel,Gear type automatic,Limousine,Leder,0-4.5f,65-80d
15-20k,Ford,Mondeo,2.0 TDCi Bi-Turbo,Black,100k+,200-250hp,2015,Diesel,Gear type automatic,Kombi,Alcantara,4.5-5.5f,0-7d
+30k,BMW,5er,540i,Black,20-30k,+250hp,2020,Benzin,Gear type automatic,Limousine,Leder,+6.5f,15-25d
25-30k,Hyundai,Tucson,1.6 TGDI,Gray,30-40k,150-200hp,2018,Benzin,Gear type manual,SUV,Stoff,+6.5f,65-80d
15-20k,BMW,2er,218d Active Tourer,Gray,70-80k,100-150hp,2016,Diesel,Gear type automatic,Van,Stoff,0-4.5f,7-15d
15-20k,MINI,MINI,One,Gray,30-40k,100-150hp,2019,Benzin,Gear type manual,Kombi,Teilleder,4.5-5.5f,25-35d
15-20k,BMW,1er,118i,Blue,50-60k,100-150hp,2016,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,0-7d
10-15k,Volkswagen,Polo,1.0,Gray,50-60k,0-100hp,2015,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,35-50d
20-25k,Seat,Leon,1.5 TSI,White,60-70k,100-150hp,2018,Benzin,Gear type automatic,Kombi,Leder,4.5-5.5f,25-35d
+30k,Audi,Q3,35 TFSI,Black,10-20k,100-150hp,2019,Benzin,Gear type automatic,SUV,Alcantara,5.5-6.5f,0-7d
15-20k,Renault,Twingo,0.9 TCe,Red,10-20k,0-100hp,2020,Benzin,Gear type automatic,Limousine,Teilleder,4.5-5.5f,25-35d
20-25k,Audi,A5 Sportback,2.0 TDI,Black,100k+,150-200hp,2015,Diesel,Gear type automatic,Kombi,Alcantara,4.5-5.5f,7-15d
15-20k,Seat,Leon,1.5 TSI,Black,50-60k,100-150hp,2019,Benzin,Gear type manual,Limousine,Teilleder,4.5-5.5f,35-50d
+30k,Mercedes-Benz,V-Klasse,V 220 d,Gray,80-90k,150-200hp,2016,Diesel,Gear type automatic,Bus,Stoff,5.5-6.5f,25-35d
20-25k,BMW,3er,320d,Blue,80-90k,150-200hp,2014,Diesel,Gear type automatic,Limousine,Alcantara,0-4.5f,0-7d
20-25k,Volkswagen,T-Cross,1.0 TSI,Orange,10-20k,100-150hp,2020,Benzin,Gear type automatic,SUV,Stoff,4.5-5.5f,35-50d
15-20k,Hyundai,i30,1.4 MPI,White,50-60k,0-100hp,2018,Benzin,Gear type manual,Kombi,Stoff,5.5-6.5f,25-35d
25-30k,Mercedes-Benz,E-Klasse,E 200,White,50-60k,150-200hp,2016,Benzin,Gear type automatic,Kombi,Teilleder,5.5-6.5f,25-35d
0-10k,Seat,Ibiza,1.2 TSI,Green,100k+,100-150hp,2013,Benzin,Gear type manual,Limousine,Alcantara,4.5-5.5f,0-7d
15-20k,Opel,Adam,1.4,Gray,20-30k,0-100hp,2018,Benzin,Gear type automatic,Limousine,Teilleder,4.5-5.5f,0-7d
