company,cars_bought,type_buyer,frequency,recency,monetary,hp,age,mileage,sell_price,share_gear_type_1140_1141,share_gear_type_1139,share_gear_type_1138,share_fuel_type_1140,share_fuel_type_1139,share_fuel_type_other,profit_per_car
ÁD-OSZ Technology Kft.,1,Small_buyer,1,3,3,130,2011,248267,5750,0,0,100,100,0,0,709
DSU ARKADIUSZ KIONA,1,Small_buyer,1,10,3,163,2011,190775,5111,0,100,0,100,0,0,703
WILCZEK Sylwia Wilczyńska,1,Small_buyer,1,7,2,102,2002,151506,1174,0,0,100,0,100,0,286
AUTO SCIACCA DI LICARI GIOVANNA,1,Small_buyer,1,7,2,70,2009,192912,2624,0,0,100,0,100,0,995
Ludvík Kutzler,2,Small_buyer,1,7,5,252,2013,138908,11599,0,0,100,0,100,0,917
EDUARDO SILVA CAR UNIPESSOAL LDA,2,Small_buyer,1,10,2,77,2005,163630,738,100,0,0,0,100,0,321
"Concept-Automobile, Inh. Elmar Plaschka",1,Small_buyer,1,7,3,240,2013,129341,6496,100,0,0,0,100,0,338
LLC Galycka shebeneva company,4,Small_buyer,2,9,6,140,2011,199962,10625,0,50,50,25,25,50,924
Sternpark GmbH & Co. KG,11,Small_buyer,4,8,11,291,2018,48663,47248,27,72,0,36,36,27,2065
CCC Car Center Colonia Vertriebs GmbH,28,Medium_buyer,6,6,10,81,2016,27832,11694,78,7,14,0,92,7,891
"Ergün Tekin Automobile, Inh. Ergün Tekin",1,Small_buyer,1,10,3,177,2010,157405,8887,0,0,100,100,0,0,387
"AUTOFIT Kirmeier, Inh. Johannes Kirmeier",1,Small_buyer,1,9,3,100,2015,45147,9270,0,0,100,0,100,0,270
Carzone Autópark Kft,1,Small_buyer,1,3,2,250,2004,259131,2875,0,100,0,100,0,0,752
ZIELIŃSKI PAWEŁ Auto-Luna,3,Small_buyer,2,10,4,116,2010,169155,4315,0,33,66,33,33,33,601
AMATO PAOLO,4,Small_buyer,2,10,4,115,2010,75150,4527,0,0,100,0,100,0,-731
Autohaus Honig GmbH,2,Small_buyer,1,6,4,77,2018,35002,8280,0,0,100,0,100,0,892
Carz Unlimited UG,10,Small_buyer,4,8,7,129,2009,110245,5711,0,70,30,60,40,0,898
Autocroos68,1,Small_buyer,1,10,2,143,2009,180575,3353,0,0,100,0,100,0,408
DEALER AUTOXWZ S.R.L.,4,Small_buyer,2,2,6,135,2015,173704,8986,100,0,0,100,0,0,713
Automobile Hansen Langballig e.K.,3,Small_buyer,2,8,3,123,1997,300104,2400,0,0,100,66,33,0,-264
L'AUTOMOBILE S.R.L.,1,Small_buyer,1,9,6,370,2018,44208,47078,100,0,0,0,100,0,2768
FABI STORE SRL,11,Small_buyer,4,1,9,89,2017,33931,13933,0,0,100,9,90,0,944
"EB Automobile, Inh. Emre Basar",7,Small_buyer,3,9,6,95,2006,140677,5182,42,14,42,14,85,0,374
REFLEK Aleksandra Sipta,1,Small_buyer,1,9,2,177,2006,270186,1467,0,0,100,100,0,0,300
VERTU AUTO,17,Medium_buyer,5,2,7,116,2008,99625,4244,0,5,94,5,94,0,407
"AUTOKOMIS ""MIX"" KASIŃSKI MARIUSZ",19,Medium_buyer,5,2,6,106,2008,182352,2096,0,5,94,15,84,0,389
SK Automobile UG,1,Small_buyer,1,8,3,115,2010,147625,6528,0,0,100,100,0,0,338
"Schmidt Automobile, Inh. Eugen Schmidt",5,Small_buyer,3,3,5,106,2010,138040,4441,0,0,100,80,20,0,784
AUTO - P VIEIRA LOPES UNIPESSOAL LDA,2,Small_buyer,1,9,4,109,2010,114110,6091,0,0,100,50,50,0,691
GIANNOS GEORG EUSTATHIOS,3,Small_buyer,2,8,4,82,2013,160838,5377,0,0,100,33,66,0,793
"Breitenbach, Inh. Boris Breitenbach",1,Small_buyer,1,9,2,102,2001,219077,4206,0,0,100,100,0,0,272
Auto Eder GmbH,18,Medium_buyer,5,7,10,180,2017,54990,23213,16,22,61,77,22,0,1439
VP AUTOSELECTION SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,22,Medium_buyer,6,1,7,111,2006,227898,2727,9,22,68,22,72,4,503
Shuliar Yurii,9,Small_buyer,3,8,3,115,2004,218675,1046,0,11,88,22,77,0,245
Memo Automotive,4,Small_buyer,2,7,7,158,2016,88013,16113,50,0,50,0,100,0,1173
MONTES AUTOMOBILES,1,Small_buyer,1,10,4,150,2017,82384,17500,0,0,100,100,0,0,442
MB Lunasta,1,Small_buyer,1,10,1,143,2006,337932,510,0,0,100,100,0,0,203
"Lahn Automobile, Inh. Ali Jizzini",3,Small_buyer,2,8,5,183,2009,122179,10141,0,66,33,66,33,0,1162
Linkerbaan,3,Small_buyer,2,8,7,192,2017,46179,24360,33,66,0,0,100,0,1478
"Autowelt Geesthacht, Inh. Amal Khaoam",8,Small_buyer,3,6,6,156,2009,223166,5244,62,0,37,100,0,0,537
INTERNATIONAL MOTORS GROUP S.R.L.,18,Medium_buyer,5,3,9,135,2015,114406,12310,5,44,50,72,27,0,945
Arben Roci,2,Small_buyer,1,10,2,110,2006,234876,1925,50,0,50,100,0,0,362
"""MARKET-CAR"" KERESKEDELMI ÉS SZOLGÁLTATÓ Kft.",8,Small_buyer,3,6,4,105,2005,174956,1694,0,0,100,0,100,0,448
AUTOMOBIELBEDRIJF G.C. VORSTENBOSCH V.O.F.,1,Small_buyer,1,10,3,122,2011,133630,5791,0,0,100,0,100,0,1116
MIH-IMPORTAUTO S.R.L.,24,Medium_buyer,6,4,9,119,2009,229941,4263,4,4,91,66,29,4,524
GS MOBIL d.o.o.,1,Small_buyer,1,10,4,180,2014,142564,11999,100,0,0,100,0,0,1702
LIOLIOS GEORGIOS KONSTANTINOS,2,Small_buyer,1,8,3,65,2015,106641,4867,0,0,100,0,100,0,659
QUIQ SPEDITION S.R.L.,1,Small_buyer,1,9,2,75,2008,173577,1127,0,0,100,0,100,0,223
SC SARAH AUTO PREMIUM SRL,3,Small_buyer,2,8,5,165,2010,254549,7203,33,33,33,66,33,0,719
JAVIER MINAYA TOLEDO,2,Small_buyer,1,8,3,181,2009,171433,4815,0,50,50,100,0,0,510
Essepi Societa' A Responsabilita' Limitata Semplificata,1,Small_buyer,1,10,3,120,2015,177425,8121,0,0,100,100,0,0,371
"Amazing Cars, Inh. Said Hashimi",16,Medium_buyer,5,4,10,237,2013,136120,16710,37,50,12,81,18,0,698
"Stern Automobile Mannheim, Inh. Hakanay Yildiz",10,Small_buyer,4,4,8,130,2009,56699,7528,40,50,10,20,70,10,829
"MABO Trade, s.r.o.",1,Small_buyer,1,10,3,125,2012,181716,7387,0,0,100,100,0,0,-1942
SARL garage Sabri auto,2,Small_buyer,1,7,2,97,2004,176449,2050,0,0,100,0,100,0,-164
Autohaus Volkmann GmbH,4,Small_buyer,2,7,6,128,2006,73395,10973,0,50,50,0,75,25,393
"Didi Stoll Automobile, Inh. Dietrich Stoll",4,Small_buyer,2,10,4,158,2006,190357,3946,50,25,25,100,0,0,249
MOBIL - STEF DOOEL Skopje,16,Medium_buyer,5,3,5,83,2008,212571,1661,0,0,100,37,62,0,444
"Automobile Varcakovic, Inh. Sinisa Varcakovic",11,Small_buyer,4,6,9,157,2014,97875,14143,18,27,54,81,18,0,-460
AUTO FIGARO ARKADIUSZ FIGURA,1,Small_buyer,1,4,2,143,2012,305939,3400,0,100,0,100,0,0,588
CHRISTOPHE HASTIR,1,Small_buyer,1,8,3,85,2010,142527,6678,0,0,100,0,100,0,723
DENI AUTO d.o.o. Tuzla,3,Small_buyer,2,8,3,90,2010,277752,2308,0,0,100,100,0,0,586
"M&E Automobile, Inh. Davoud Kia",3,Small_buyer,2,10,5,220,2009,179962,8542,0,100,0,100,0,0,1071
Petr Bezděčík,4,Small_buyer,2,9,4,210,2004,169572,4863,0,50,50,25,75,0,-255
"SportiveCars Tiepelmann, Inh. Rene Tiepelmann",11,Small_buyer,4,6,10,284,2008,66455,32099,18,54,27,18,81,0,847
Szepi Mobil Korlátolt Felelősségű Társaság,6,Small_buyer,3,10,7,127,2015,104588,8552,0,0,100,0,100,0,716
Jakub Nycz,4,Small_buyer,2,7,4,100,2006,131497,2687,25,50,25,0,100,0,538
"""S E G E R"" - AUTO SERWIS Zagdański Zbigniew",3,Small_buyer,2,8,3,169,2005,359814,1794,0,66,33,33,66,0,398
"K INVEST group, spol. s r.o.",2,Small_buyer,1,10,3,145,2010,181344,4895,0,0,100,0,100,0,738
"Automobile Kohler, Inh. Luca Jeremy Kohler",5,Small_buyer,3,1,4,121,2007,226176,3507,0,20,80,60,40,0,136
MATAFOR OÜ,1,Small_buyer,1,10,4,150,2017,175601,13738,0,0,100,100,0,0,397
CAICO D'AIUTO VINCENZO,2,Small_buyer,1,10,2,60,2005,177292,974,0,0,100,0,100,0,306
"CONSTRUCTIVE CORPORATION, Inh. David Gebhard",1,Small_buyer,1,8,2,105,2010,131007,3271,0,0,100,0,100,0,271
MOTO-WIX Piotr Dłubała,1,Small_buyer,1,8,4,150,2018,62127,12617,0,0,100,0,100,0,1046
Nation Auto,1,Small_buyer,1,10,2,103,2012,93587,3726,0,0,100,0,100,0,910
K&B Fahrzeughandel GbR,4,Small_buyer,2,6,5,121,2008,103551,6221,25,25,50,25,50,25,508
LR GROUP S.R.L.,1,Small_buyer,1,10,2,75,2013,160059,2041,0,0,100,0,100,0,330
FRANCE PREFABRICATE S.R.L.,1,Small_buyer,1,10,2,115,2006,236992,1592,0,0,100,0,100,0,325
STAVCENTRUM TV s.r.o.,2,Small_buyer,1,5,6,190,2018,111389,22088,100,0,0,50,50,0,341
B.R.C,2,Small_buyer,1,10,4,141,2011,116560,7278,0,0,100,0,100,0,1055
Autogalerij Brabant,23,Medium_buyer,6,2,9,108,2011,118700,6758,17,0,82,0,100,0,834
Tarkin OÜ,1,Small_buyer,1,9,4,160,2016,98591,12986,100,0,0,100,0,0,-1021
AUTOMOBILE RULATE S.R.L.,4,Small_buyer,2,10,5,115,2015,159570,8420,0,0,100,100,0,0,947
GARAGE LEBOEUF,1,Small_buyer,1,10,5,150,2019,23143,29556,0,100,0,100,0,0,556
SARL R.D.B.,1,Small_buyer,1,9,3,82,2013,48601,6663,0,0,100,0,100,0,756
Auto Schrader Gmbh - Bochum,1,Small_buyer,1,10,4,110,2018,51282,14195,0,0,100,0,100,0,1233
SHC AUTOHAUS SRL,6,Small_buyer,3,3,4,126,2008,225525,2103,0,0,100,0,100,0,190
JFN Invest OÜ,2,Small_buyer,1,9,4,174,2014,243304,9432,0,100,0,100,0,0,1218
MINNITI AUTO DI MINNITI SALVATORE,1,Small_buyer,1,8,4,185,2017,148125,18000,0,0,100,100,0,0,2691
Ralf Phieler,2,Small_buyer,1,10,2,160,2000,195417,595,0,100,0,0,100,0,-271
Autohaus Sybille Wuttig GmbH,36,Medium_buyer,7,3,11,182,2017,78971,23091,36,41,22,75,25,0,877
V&S Handelsonderneming,7,Small_buyer,3,3,9,147,2017,63444,18062,14,28,57,0,100,0,1113
"ZAKŁAD HANDLOWO-USŁUGOWY ""AUTO-SPEC"" PAWEŁ DUDEK",2,Small_buyer,1,10,3,140,2011,152199,3747,0,0,100,0,100,0,247
Horváth Lajos E.V.,1,Small_buyer,1,10,2,145,2008,106429,2285,0,0,100,0,100,0,346
ANA-MAR LOGISTIK S.R.L.,1,Small_buyer,1,1,3,140,2012,246806,5900,0,0,100,100,0,0,749
"ENCO, s.r.o.",13,Small_buyer,4,4,9,147,2013,149670,10256,15,23,61,46,53,0,846
AUTOHAUS KNOTH - AUTOREPARATUR U. HANDELS GMBH,4,Small_buyer,2,5,8,127,2018,39304,20388,0,25,75,100,0,0,996
Suzuki Jonker Zaanstad,3,Small_buyer,2,3,6,120,2017,43648,14749,0,33,66,0,100,0,1127
Paulsen & Thoms GmbH,1,Small_buyer,1,8,3,70,2018,33049,7850,0,0,100,0,100,0,776
Szulaczki Szabolcs EV,7,Small_buyer,3,5,3,115,2003,243271,917,0,0,100,0,100,0,302
Jag & Friends UG (haftungsbeschränkt),10,Small_buyer,4,6,6,128,2005,85289,4467,0,60,40,10,90,0,543
Dkeszi Autó Kft.,1,Small_buyer,1,9,3,140,2014,88972,5194,0,0,100,0,100,0,-452
Brice David,2,Small_buyer,1,8,2,112,2005,237356,1334,0,0,100,50,50,0,349
"Firma Handlowa ""SAWA"" Sacha Bogdan",3,Small_buyer,2,9,4,128,2010,232137,3844,0,0,100,66,33,0,573
Automobielbedrijf Kooijman Vianen B.V.,20,Medium_buyer,6,6,11,167,2018,52305,26114,15,65,20,10,30,60,1374
GIELLECAR DI LO PO' GIUSEPPE,1,Small_buyer,1,9,2,70,2014,113246,3992,100,0,0,0,100,0,717
Auto Skalický s.r.o.,14,Small_buyer,4,2,8,138,2013,181177,7093,7,7,85,78,21,0,609
Auto Weber,1,Small_buyer,1,10,4,163,2019,68095,19697,0,0,100,0,100,0,590
DL AUTO LUX LTD,3,Small_buyer,2,5,4,156,2011,236684,4617,0,0,100,100,0,0,965
Rudi Valerij,62,Top_buyer,8,2,8,107,2001,138738,1242,0,20,79,14,85,0,301
FRAV S.R.L.,1,Small_buyer,1,10,9,450,2021,19755,172967,100,0,0,0,100,0,3026
Oto-cars Edessa,2,Small_buyer,1,8,4,100,2013,112986,6363,0,0,100,50,50,0,830
Automobile AHF GmbH,6,Small_buyer,3,10,9,134,2017,49401,29044,16,0,83,66,33,0,1692
Harnisch Kraftfahrzeuge oHG,4,Small_buyer,2,7,9,358,2006,86626,46326,0,75,25,0,100,0,645
MATRIZBINÁRIA - UNIPESSOAL LDA,3,Small_buyer,2,10,5,86,2017,84896,9159,0,0,100,66,33,0,132
AGORITSAS POLYXR GEORGIOS,1,Small_buyer,1,7,2,75,2011,162613,2087,0,0,100,100,0,0,247
AUTO TIME IMPORT S.R.L.,2,Small_buyer,1,6,3,163,2007,224632,3115,0,0,100,100,0,0,311
SuperX s.r.o.,1,Small_buyer,1,9,2,135,2007,146577,4596,0,0,100,100,0,0,468
Briljant Car Center,3,Small_buyer,2,10,6,216,2004,82335,15568,0,100,0,0,100,0,1239
Swisscars39,2,Small_buyer,1,2,6,336,2014,113929,22435,50,50,0,0,100,0,559
"Niklas Schäfer Fahrzeughandel, Inh. Niklas Schäfer",8,Small_buyer,3,8,5,135,2006,148171,4200,12,62,25,37,62,0,601
"Liefting Schermer Auto's, R A J GROOT",4,Small_buyer,2,10,7,123,2017,21213,16828,0,100,0,0,0,100,174
"Edwins Autorecycling, Inh. Edwin Dembeck",8,Small_buyer,3,6,2,87,1999,232819,150,0,0,100,12,87,0,-43
AFOI MINTZA OE  AUTO MINTZAS SINCE 1998,2,Small_buyer,1,9,4,110,2013,142955,7079,0,0,100,50,50,0,836
Top Autópark Kft.,8,Small_buyer,3,9,7,129,2013,117723,8891,0,25,75,37,37,25,639
"acciona, Inh. Mohamed Ahmed",2,Small_buyer,1,4,2,100,2007,250123,2119,50,0,50,50,50,0,360
"Doruk Automobile, Inh. Yasar Doruk",1,Small_buyer,1,10,4,122,2015,113378,13587,100,0,0,0,100,0,0
P&O Autocenter GbR,2,Small_buyer,1,9,5,192,2011,138920,10840,0,100,0,0,100,0,1007
PABLO FERRER MARTIN,1,Small_buyer,1,10,4,185,2011,98049,11500,0,0,100,0,100,0,440
Autohaus Stefan GmbH,1,Small_buyer,1,10,5,150,2020,28749,20920,0,0,100,100,0,0,478
DÜRKOP GmbH - Filiale Hildesheim,22,Medium_buyer,6,8,10,116,2016,46081,14199,0,22,77,13,81,4,978
Autowelt Ostermaier GmbH & Co KG,42,Medium_buyer,7,5,11,171,2017,59225,20883,50,9,40,33,66,0,560
Ing. Katarína Horáčková,5,Small_buyer,3,8,6,181,2012,195874,9350,60,40,0,20,80,0,395
AUTOSERVICE IANCULUI SRL,2,Small_buyer,1,1,3,127,2012,205337,4182,50,0,50,100,0,0,616
Brekizsozsó Autó-Matic Kft,4,Small_buyer,2,7,5,144,2013,187970,6666,50,0,50,50,0,50,698
GbR Walkowiak und Walkowiak,2,Small_buyer,1,7,3,225,2000,217871,2593,0,0,100,0,100,0,510
Autohaus Schweiger Allgäu GmbH,9,Small_buyer,3,1,9,148,2016,48562,22736,33,0,66,22,77,0,1388
BRAUN D.O.O.,6,Small_buyer,3,8,5,105,2011,241133,3706,16,0,83,33,33,33,376
BORO CAR'S & HELP S.R.L.,2,Small_buyer,1,7,3,140,2009,159016,4750,50,50,0,50,50,0,469
GARAGE DECLERCK,1,Small_buyer,1,10,5,325,2015,117988,28750,0,100,0,100,0,0,2336
ROMILANT Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,6,Small_buyer,3,10,5,90,2010,127056,4433,0,0,100,0,100,0,428
Next Automotive srl,5,Small_buyer,3,10,7,222,2013,151044,14938,0,80,20,40,60,0,126
Salon Samochodów Używanych NA TAMIE Andrzej Łączkowski,5,Small_buyer,3,9,4,98,2008,156168,3524,20,60,20,20,80,0,412
Jaroslav Randuch,1,Small_buyer,1,5,4,45,2021,2787,15950,0,100,0,0,0,100,1159
SARL CAREVA 33,4,Small_buyer,2,8,9,346,2014,44266,32748,0,50,50,0,75,25,1379
AUGUSTO GOMES & EVA CRISTINA LDA,1,Small_buyer,1,4,2,70,2016,24010,4508,0,0,100,0,100,0,297
"Ruediger Maertens, Inh. Rüdiger Märtens",2,Small_buyer,1,2,4,130,1997,191165,5683,0,0,100,0,100,0,581
NEXT NEJC TORIĆ s.p.,7,Small_buyer,3,10,8,174,2013,166382,13087,42,14,42,85,14,0,1280
Knook Select,8,Small_buyer,3,9,10,258,2019,44528,35288,50,50,0,0,100,0,1065
"V.H Automobile, Inh. Visar Etemi",2,Small_buyer,1,7,2,87,2004,208915,624,0,0,100,50,50,0,281
UAB LADIS,11,Small_buyer,4,6,9,178,2016,182288,18065,54,27,18,100,0,0,801
PYENTAK ROMAN,3,Small_buyer,2,8,3,102,2004,212610,1699,0,0,100,0,100,0,529
"Sternekontor, Inh. Markus Peter",1,Small_buyer,1,10,3,230,2006,146580,5556,0,100,0,0,100,0,667
HERMANOS VICEIRA CARS SL.,8,Small_buyer,3,5,9,195,2012,143957,14076,37,50,12,100,0,0,1180
HERCEG AUTO J.D.O.O.,1,Small_buyer,1,10,4,245,2011,180296,14100,100,0,0,100,0,0,508
YATSYUK HALYNA VOLODYMYRIVNA,1,Small_buyer,1,10,2,140,2007,158383,3184,0,0,100,0,100,0,464
Roaltassib Tours GmbH,1,Small_buyer,1,8,4,150,2018,43360,16600,0,0,100,100,0,0,-2123
NESAUTO AUTOMOCION SL,3,Small_buyer,2,8,4,103,2010,149570,5179,0,0,100,100,0,0,502
AUTO BEERDA B.V.,2,Small_buyer,1,7,6,69,2019,29756,20597,0,100,0,0,0,100,1674
"Saxonia Automobile, Inh. Hartwig Köhler",1,Small_buyer,1,7,2,70,2010,84979,4004,0,0,100,0,100,0,286
ROOT AUTO TRADE S.R.L.,5,Small_buyer,3,6,5,111,2011,150191,4238,40,0,60,20,80,0,581
Certified Cars Tomasz Ziółkowski,2,Small_buyer,1,5,3,120,2010,131612,4347,0,0,100,0,100,0,537
MARTINEK RÓBERT E.V.,1,Small_buyer,1,10,1,150,2006,229344,974,0,0,100,100,0,0,310
Synapse Automotive,1,Small_buyer,1,10,5,313,2014,119189,25588,0,100,0,100,0,0,2310
BASHKIM PEQINI,10,Small_buyer,4,8,5,142,2008,270778,2963,40,30,30,90,10,0,389
SPRL YS BELGIUM,3,Small_buyer,2,10,6,126,2012,94098,14937,33,33,33,33,66,0,891
Autohaus Mothor GmbH Skoda-Vertragshändler,14,Small_buyer,4,6,10,148,2016,63318,19920,21,50,28,64,35,0,1117
"AVTO POSTAJA, PRODAJA RABLJENIH VOZIL, MATIC JERMANČIČ S.P.",10,Small_buyer,4,6,7,225,2011,173346,7316,0,0,100,20,80,0,231
PAPARDO AUTOMOBILI S.R.L.,1,Small_buyer,1,9,5,135,2017,93822,20096,100,0,0,100,0,0,1344
"SXMotoring, Inh. Nico Seestädt",4,Small_buyer,2,3,2,91,2003,179091,1190,0,0,100,0,100,0,325
MB Exclusive Cars,2,Small_buyer,1,9,7,225,2018,45074,30333,100,0,0,50,50,0,2365
KOLTZIS VASILIOS NIKOLAOS,3,Small_buyer,2,7,4,71,2013,121888,4206,0,0,100,0,100,0,749
PLUS VITA AVTO DOO,7,Small_buyer,3,7,9,166,2016,104574,19911,0,71,28,85,0,14,1134
"ALEXANDER AUTOMOBIL, Inh. Masoud Yeussufzay",8,Small_buyer,3,3,7,96,2014,163803,6880,0,12,87,75,25,0,438
SANTIAGO CARVALHO LDA,3,Small_buyer,2,9,5,175,2012,233004,10305,0,33,66,66,33,0,-71
MOTORPAL AUTOMOCION SLU,4,Small_buyer,2,7,7,180,2011,198091,14005,75,0,25,100,0,0,700
DelCars.pl Krzysztof Delekta,14,Small_buyer,4,5,8,125,2012,167366,6916,0,0,100,57,42,0,582
AUTO CLASSIC AVANTAJ SRL,7,Small_buyer,3,6,5,107,2012,151497,4332,0,0,100,28,71,0,679
JEAN-WILFRID MICHEL,1,Small_buyer,1,7,3,140,2014,222381,9665,0,0,100,100,0,0,930
"Kaisers Automobile, Inh. Taner Turgut",3,Small_buyer,2,3,4,171,2007,200473,3354,0,66,33,33,66,0,276
"Abschlepp Peter, Inh. Yüksel Demir",1,Small_buyer,1,10,4,305,2007,81333,11343,0,100,0,0,100,0,-597
AMAZING TRUST UNIPESSOAL LDA,1,Small_buyer,1,7,3,163,2012,147430,7508,0,0,100,100,0,0,578
"Automobile Nord, Inh. Klaus Freundorfer",221,Top_buyer,9,1,12,79,2013,53570,6330,0,0,100,0,100,0,801
G XRYSOS R KAYMAKANOVA PANAGIOTAKI O E||AUTO GROUP GEORGE,3,Small_buyer,2,1,4,83,2013,98569,5933,33,33,33,0,66,33,-256
MIA FRENCH KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,3,Small_buyer,2,9,3,123,2008,193155,2190,0,0,100,0,100,0,449
CRS AUTO'S,19,Medium_buyer,5,4,10,140,2016,64062,15113,0,5,94,0,100,0,1080
PRIJEVOZ TEODOSIĆ,8,Small_buyer,3,7,5,109,2007,225043,2898,0,0,100,87,12,0,501
"Automobile WILD, Inh. Ovid Wild",1,Small_buyer,1,3,4,122,2021,646,18300,0,0,100,100,0,0,630
Martin Pír - CITYWAX.SK,1,Small_buyer,1,5,1,75,2002,156471,558,0,0,100,0,100,0,243
DREAM AUTO,38,Medium_buyer,7,1,11,196,2012,98552,15054,44,21,34,52,47,0,1041
Ernst Automobile e.K.,26,Medium_buyer,6,3,9,98,2015,92475,7886,11,7,80,30,61,7,309
Autokuća Baotić d.o.o.,1,Small_buyer,1,10,5,120,2020,39083,22100,0,0,100,100,0,0,489
SPRL GP Cars Associes,1,Small_buyer,1,10,6,163,2019,44936,36467,0,100,0,100,0,0,1062
Auto Knobben B.V.,59,Top_buyer,8,3,11,154,2012,135307,8997,18,15,66,0,98,1,467
GARAGE FCA,2,Small_buyer,1,7,7,254,2016,48730,26698,50,0,50,0,100,0,1147
LRC MEDIA BUSINESS SRL,5,Small_buyer,3,5,7,178,2012,162732,10395,20,40,40,40,60,0,595
AUTOBEDRIJF WIM MULDER B.V.,9,Small_buyer,3,3,9,126,2017,48570,16972,33,0,66,0,100,0,1025
sarl derrien Peugeot,5,Small_buyer,3,7,4,75,2009,71385,3817,0,0,100,40,60,0,909
"ANNA ŁOŃ ''AN - CAR""",14,Small_buyer,4,4,5,94,2005,166044,1649,0,0,100,7,92,0,396
DR Motors Renata Grobelna,1,Small_buyer,1,8,1,140,2001,185470,296,0,0,100,0,100,0,225
"Autohandel Bernd Kosciankowsky, Inh. Bernd Kosciankowsky",6,Small_buyer,3,7,3,86,2003,127937,881,0,0,100,0,100,0,326
DÜRKOP GmbH - Filiale Kassel - Waldau,26,Medium_buyer,6,10,10,93,2018,30451,12949,19,7,73,0,100,0,1000
KLOOTWIJK AUTO'S B.V.,14,Small_buyer,4,3,9,130,2015,86468,11136,0,50,50,7,92,0,767
John van Loveren Auto's,5,Small_buyer,3,7,5,92,2012,104343,5978,0,0,100,0,100,0,1015
Better Planet s.r.o.,1,Small_buyer,1,5,3,140,2013,144232,9205,100,0,0,100,0,0,549
RUTE PATRICIA FERREIRA DE MATOS,1,Small_buyer,1,10,2,110,2007,200013,3250,0,0,100,100,0,0,260
Aptus Leasing ApS,7,Small_buyer,3,10,10,261,2020,9798,47195,0,100,0,0,0,100,2036
SWD CARS Tomasz Płonka,3,Small_buyer,2,9,4,105,2008,166517,3335,0,0,100,0,100,0,444
Automobile Wolfgang Goergen GmbH,1,Small_buyer,1,10,3,120,2015,41309,9499,0,0,100,0,100,0,451
A.R.T. AUTOMOBILES,1,Small_buyer,1,10,5,230,2017,44687,20524,100,0,0,0,100,0,978
Silesia Trucks Krystian Wrzesień,4,Small_buyer,2,5,3,81,2012,208784,2493,0,0,100,0,100,0,253
jv cars company,1,Small_buyer,1,8,2,163,2003,182360,2079,0,0,100,0,100,0,364
Roman Dvořák,1,Small_buyer,1,10,4,130,2017,49185,11300,0,0,100,0,100,0,436
Hammer-Høyer Biler A/S,1,Small_buyer,1,8,5,195,2016,113634,25986,0,100,0,100,0,0,1437
KEVIN INTERNATIONAL SRL,2,Small_buyer,1,10,5,152,2014,151310,15762,0,100,0,50,50,0,1236
Mahmoud Ali El-Noumeiri,3,Small_buyer,2,10,5,135,2015,233002,6942,0,0,100,100,0,0,641
Autohaus Coester GmbH,1,Small_buyer,1,7,4,160,2020,5312,19932,0,0,100,0,100,0,1279
"Ralph Höhn Car Service, Inh. Ralph Höhn",2,Small_buyer,1,9,3,62,2011,92717,3002,0,0,100,0,100,0,254
CENTRO Business s. r. o.,11,Small_buyer,4,6,9,215,2016,104085,22435,9,90,0,90,9,0,612
1234CAR UNIPESSOAL LDA,2,Small_buyer,1,10,4,80,2017,48857,9278,0,0,100,0,100,0,495
Master Car GmbH,5,Small_buyer,3,8,9,128,2020,15186,24435,40,60,0,20,40,40,942
Autos und Service Riedel GmbH,2,Small_buyer,1,10,6,150,2018,43718,23141,100,0,0,0,100,0,746
RESPECT ZALA Kft.,7,Small_buyer,3,7,7,124,2012,109046,8671,0,14,85,14,71,14,291
DIRK KRAMER LOPIK B.V.,14,Small_buyer,4,5,9,103,2017,37756,11777,7,7,85,0,100,0,677
"Autohandel & Service Philipp Böhme, Inh. Philipp Böhme",1,Small_buyer,1,9,2,150,2001,140331,1445,0,0,100,0,100,0,174
Top Car-Go Használtautó Kft.,16,Medium_buyer,5,4,8,127,2012,143153,5660,37,6,56,31,62,6,573
AutoMussalo Oy,4,Small_buyer,2,7,9,280,2017,92250,30793,0,100,0,25,0,75,1498
Autohaus Jacobi GmbH & Co. KG,4,Small_buyer,2,5,9,157,2017,49489,26281,0,25,75,0,75,25,-585
"Cars Halberstadt, Inh. Andreas Kowalewski",1,Small_buyer,1,5,4,240,2003,193363,15598,0,0,100,0,100,0,1485
MODELLINK,1,Small_buyer,1,10,4,340,2006,140516,13621,0,100,0,0,100,0,396
GAFROM COMPANY SRL,3,Small_buyer,2,7,5,154,2014,200407,8996,33,66,0,66,33,0,294
KISS AUTOMOBIL KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,1,Small_buyer,1,10,2,105,2009,144638,1703,0,0,100,0,100,0,306
AUTO PLAZA D.O.O.,5,Small_buyer,3,9,6,155,2012,146518,7205,20,0,80,40,60,0,934
AVICARS,5,Small_buyer,3,9,8,131,2018,28469,17028,0,40,60,20,80,0,1383
Biodo s.r.o.,5,Small_buyer,3,6,7,136,2016,176815,12343,0,20,80,80,20,0,162
Auto Palace Délpest KFT,3,Small_buyer,2,9,7,154,2018,19465,21986,66,33,0,0,100,0,567
