stock_number,esp,make,model,subtype,fueltype,age,age_bin,esp_cluster,builtyear,hp,mileage,geartype,body_type
LL36461,8360,Renault,Twingo,1.0 SCe,Benzin,8,8-9,0_10,2016,70,56092,Gear type manual,8111
KS69357,21841,Jeep,Renegade,1.3 TGDi,Benzin,5,4-5,20_25,2019,150,38316,Gear type automatic,1035
ER72125,22250,Mercedes-Benz,GLA-Klasse,GLA 200,Benzin,8,8-9,20_25,2016,155,85989,Gear type automatic,1035
HK15593,20490,Seat,Leon,1.5 TSI,Benzin,5,4-5,20_25,2019,150,63552,Gear type automatic,1025
DC48009,23703,Skoda,Superb,2.0 TDI,Diesel,7,6-7,20_25,2017,190,109724,Gear type automatic,1023
NM40479,18120,Mercedes-Benz,C-Klasse,C 200 d,Diesel,7,6-7,15_20,2017,135,119646,Gear type manual,1023
NZ13846,9060,Fiat,500L,0.9,Benzin,10,10-11,0_10,2013,105,56161,Gear type manual,1038
AU52205,8390,Renault,Scenic,1.2,Benzin,9,8-9,0_10,2015,115,75280,Gear type manual,1038
YH63864,18400,Ford,Kuga,1.5 EcoBoost,Benzin,5,4-5,15_20,2019,150,48167,Gear type manual,1035
LJ76543,34804,BMW,5er,520i,Benzin,4,4-5,30+,2020,184,14698,Gear type automatic,1025
XV90237,31050,Mercedes-Benz,CLA-Klasse,CLA 200 Shooting Brake,Benzin,4,4-5,30+,2019,163,57568,Gear type automatic,1023
XA30400,23591,Nissan,Qashqai,1.3 DIG-T,Benzin,5,4-5,20_25,2019,159,18603,Gear type automatic,1035
PE07002,8450,Fiat,Punto,1.2,Benzin,8,8-9,0_10,2016,70,38871,Gear type manual,8111
ZJ41134,19710,Audi,A3 Limousine,1.0 TFSI,Benzin,6,6-7,15_20,2018,115,55405,Gear type automatic,1025
PM40663,18870,Renault,Kadjar,1.2 TCe Energy,Benzin,6,6-7,15_20,2018,130,50466,Gear type automatic,1035
NF75954,19250,Mercedes-Benz,E-Klasse,E 200 CDI,Diesel,8,8-9,15_20,2016,135,97761,Gear type automatic,1023
PG50808,11840,Mitsubishi,Space Star,1.2,Benzin,3,2-3,10_15,2021,71,18535,Gear type manual,8111
PV81629,27890,Skoda,Karoq,2.0 TDI,Diesel,5,4-5,25_30,2019,190,79712,Gear type automatic,1035
JK95733,23990,Skoda,Octavia,2.0 TSI,Benzin,6,6-7,20_25,2018,230,59019,Gear type automatic,1023
DX68642,23533,Jeep,Compass,1.4 M-Air,Benzin,5,4-5,20_25,2018,170,40420,Gear type automatic,1035
ZC79885,12980,Citroen,C4 Cactus,1.6 Blue-HDi,Diesel,7,6-7,10_15,2017,100,55035,Gear type manual,1035
WN36932,14958,MINI,MINI,One,Benzin,7,6-7,10_15,2017,75,6640,Gear type manual,8111
NJ57274,19110,Audi,A4,1.4 TFSI,Benzin,7,6-7,15_20,2017,150,92529,Gear type automatic,1023
LZ97441,35337,Volkswagen,Caddy,1.5 TSI,Benzin,1,0-1,30+,2023,114,3232,Gear type automatic,1038
WM84823,24450,Skoda,Octavia,2.0 TDI,Diesel,4,4-5,20_25,2020,150,91327,Gear type automatic,1025
TX37067,8990,Hyundai,i10,1.0,Benzin,7,6-7,0_10,2017,67,39255,Gear type manual,8111
GJ85087,35095,Opel,Insignia Sports Tourer,2.0 Turbo,Benzin,3,2-3,30+,2021,230,22875,Gear type automatic,1023
KM77744,21790,Mercedes-Benz,B-Klasse,B 180,Benzin,6,6-7,20_25,2018,122,23949,Gear type automatic,1038
LL33337,16190,Citroen,Berlingo,1.6 Blue-HDi,Diesel,6,6-7,15_20,2018,120,69250,Gear type manual,1038
DR96287,30890,Volkswagen,Touran,1.5 TSI ACT,Benzin,4,4-5,30+,2020,150,13425,Gear type automatic,1038
XG76033,12630,Peugeot,2008,1.2 PureTech,Benzin,8,8-9,10_15,2016,110,28747,Gear type manual,1035
WC46602,12799,Volkswagen,Polo,1.2 TSI,Benzin,7,6-7,10_15,2017,90,64791,Gear type manual,1025
MA52939,14430,Ford,B-Max,1.6 Ti-VCT,Benzin,7,6-7,10_15,2017,105,35902,Gear type automatic,1038
AA50490,29790,Volkswagen,Arteon,2.0 TSI,Benzin,7,6-7,25_30,2017,280,51975,Gear type automatic,1025
FF42581,31230,Skoda,Karoq,1.5 TSI,Benzin,3,2-3,30+,2021,150,31216,Gear type automatic,1035
VD66668,25460,Skoda,Octavia,2.0 TSI,Benzin,6,6-7,25_30,2018,245,84535,Gear type automatic,1023
KF67233,24990,Mercedes-Benz,C-Klasse,C 180 CGI,Benzin,7,6-7,20_25,2017,155,32220,Gear type automatic,1025
KK71817,14683,Smart,fortwo,0.9 Turbo,Benzin,7,6-7,10_15,2017,90,45653,Gear type automatic,1008
VV76815,18290,Fiat,Tipo,1.0,Benzin,2,2-3,15_20,2022,101,33171,Gear type manual,1025
GJ43281,13600,Volkswagen,Golf VII,1.6 TDI,Diesel,9,8-9,10_15,2015,110,84767,Gear type manual,1025
HR55255,30551,BMW,5er,520d,Diesel,7,6-7,30+,2017,190,99355,Gear type automatic,1025
FR12119,29490,BMW,4er,430i,Benzin,7,6-7,25_30,2017,252,96009,Gear type automatic,1009
NH20620,27518,Volkswagen,T-Roc,1.5 TSI,Benzin,3,2-3,25_30,2021,150,15169,duplex,1035
WG63522,17290,Ford,Fiesta,1.0 EcoBoost,Benzin,5,4-5,15_20,2019,101,39303,Gear type automatic,8111
KR27543,10999,Renault,Twingo,1.0 SCe,Benzin,5,4-5,10_15,2019,73,20847,Gear type manual,8111
XJ99906,21036,Volkswagen,Polo,2.0 TSI,Benzin,4,4-5,20_25,2020,200,76892,Gear type automatic,8111
NN20071,39914,BMW,X2,M35i,Benzin,2,2-3,30+,2022,306,21043,Gear type automatic,1035
VC48544,16724,Volkswagen,Tiguan,2.0 TDI,Diesel,10,10-11,15_20,2014,140,79558,Gear type automatic,1035
DR32280,14865,Seat,Leon,1.4 TSI,Benzin,9,8-9,10_15,2015,125,46466,Gear type manual,1025
ZJ87129,25848,Hyundai,i30 Fastback,1.5 T-GDI Mild-Hybrid,Benzin,3,2-3,25_30,2020,159,19988,Gear type automatic,1025
ZF44500,20318,Volkswagen,Polo,1.0 TSI,Benzin,3,2-3,20_25,2020,95,17227,Gear type automatic,8111
MK12878,12420,Hyundai,i10,1.0,Benzin,7,6-7,10_15,2017,67,8190,Gear type automatic,8111
FF75067,18375,Ford,Mondeo,2.0 EcoBlue,Diesel,5,4-5,15_20,2019,120,67274,Gear type manual,1023
FY87674,10990,Ford,Ka+,1.2 Ti-VCT,Benzin,6,6-7,10_15,2017,85,23492,Gear type manual,8111
XH03425,15236,Toyota,Aygo X,1.0,Benzin,2,2-3,15_20,2022,72,22650,Gear type manual,8111
SU70737,15990,Volkswagen,Golf VII,1.4 TSI,Benzin,6,6-7,15_20,2017,125,67520,Gear type manual,1023
HT44628,15990,Skoda,Octavia,1.4 TSI,Benzin,7,6-7,15_20,2017,150,77012,Gear type manual,1023
TW67041,14290,Volkswagen,Golf VII,1.6 TDI,Diesel,7,6-7,10_15,2017,115,115308,Gear type manual,1023
GK97521,18090,Ford,Mondeo,1.5 EcoBoost,Benzin,6,6-7,15_20,2018,165,85495,Gear type manual,1023
TD59249,8640,Ford,EcoSport,1.0 EcoBoost,Benzin,9,8-9,0_10,2014,125,103632,Gear type manual,1035
CA70070,16210,Kia,Stonic,1.4,Benzin,6,6-7,15_20,2018,100,29862,Gear type manual,1035
SP37225,26250,Skoda,Octavia,2.0 TSI,Benzin,5,4-5,25_30,2019,245,79606,Gear type automatic,1023
TL53634,13290,Opel,Corsa,1.4,Benzin,6,6-7,10_15,2018,90,4742,Gear type manual,8111
GH43891,40645,Volkswagen,T6 Multivan,2.0 TDI,Diesel,6,6-7,30+,2018,205,99996,Gear type automatic,1006
RL59846,25290,Skoda,Karoq,1.5 TSI,Benzin,5,4-5,25_30,2019,150,64932,Gear type automatic,1035
GZ51469,25242,Mercedes-Benz,A-Klasse,A 200,Benzin,3,2-3,25_30,2021,163,19826,Gear type manual,1025
TP96766,24872,Seat,Alhambra,2.0 TDI,Diesel,8,8-9,20_25,2016,185,79572,Gear type manual,1038
MY04093,21990,Renault,Captur,1.3 TCe,Benzin,3,2-3,20_25,2020,140,27668,Gear type automatic,1035
UF72894,14806,Renault,Clio,1.0 TCe,Benzin,5,4-5,10_15,2019,101,18296,Gear type manual,1025
XS01514,13990,Opel,Crossland X,1.2,Benzin,6,6-7,10_15,2018,110,114631,Gear type automatic,1035
HE22433,13290,Kia,Rio,1.0 TGDI,Benzin,5,4-5,10_15,2018,100,63976,Gear type manual,8111
DE56328,20456,Skoda,Scala,1.5 TSI ACT,Benzin,2,2-3,20_25,2021,150,32966,Gear type manual,1025
UP38125,19490,Volkswagen,Golf VII,1.5 TSI,Benzin,6,6-7,15_20,2018,150,97029,Gear type automatic,1023
VZ80530,22790,BMW,1er,118i,Benzin,4,4-5,20_25,2020,140,79473,Gear type automatic,1025
BJ10791,8230,Renault,Twingo,1.0 SCe,Benzin,8,8-9,0_10,2016,70,44418,Gear type manual,8111
ZG46050,13907,Volkswagen,Golf VII Sportsvan,1.2 TSI,Benzin,9,8-9,10_15,2015,110,55108,Gear type manual,1038
WJ04805,21550,Peugeot,3008,1.6 Turbo,Benzin,7,6-7,20_25,2017,165,61325,Gear type automatic,1035
JU37668,15690,Mazda,2,1.5,Benzin,7,6-7,15_20,2016,90,17080,Gear type automatic,8111
KF57821,27590,Mercedes-Benz,A-Klasse,A 250,Benzin,6,6-7,25_30,2018,225,53163,Gear type automatic,1025
RA37098,15606,Volkswagen,Polo,1.2 TSI,Benzin,7,6-7,15_20,2017,90,64712,Gear type automatic,8111
TG57669,20300,Skoda,Octavia,2.0 TSI,Benzin,9,8-9,20_25,2015,220,90566,Gear type automatic,1023
JX14262,26390,BMW,3er,330d,Diesel,6,6-7,25_30,2018,258,81073,Gear type automatic,1023
YM29319,22490,BMW,4er,420d Gran Coupé,Diesel,8,8-9,20_25,2016,190,89721,Gear type automatic,1008
PU77646,14999,Audi,A1,1.0 TFSI,Benzin,7,6-7,10_15,2017,95,57700,Gear type manual,8111
LS12896,11200,Renault,Clio,0.9 Energy,Benzin,6,6-7,10_15,2018,90,47112,Gear type manual,1025
CF25798,22790,Mazda,CX-30,2.0,Benzin,4,4-5,20_25,2019,122,14237,Gear type manual,1035
YB62664,15990,Volkswagen,Golf VII,1.5 TSI,Benzin,6,6-7,15_20,2018,130,94491,Gear type manual,1025
LL00544,21042,Volkswagen,Golf VIII,1.5 TSI ACT,Benzin,4,4-5,20_25,2020,131,51730,Gear type manual,1025
KB83711,20806,Citroen,C5 Aircross,1.6 PureTech,Benzin,5,4-5,20_25,2019,181,86752,Gear type automatic,1035
FE43537,9390,Ford,Fiesta,1.5 TDCi,Diesel,8,8-9,0_10,2016,95,101261,Gear type manual,8111
BT27993,27190,Peugeot,Rifter,1.2 e-THP,Benzin,4,4-5,25_30,2019,131,10918,Gear type automatic,1038
NW50631,25410,Volkswagen,T-Roc,1.5 TSI,Benzin,3,2-3,25_30,2021,150,34935,Gear type manual,1035
BH63568,24690,BMW,X3,xDrive 20d,Diesel,9,8-9,20_25,2015,190,49147,Gear type automatic,1035
AS64464,10890,Opel,Adam,1.4,Benzin,9,8-9,10_15,2015,87,35849,Gear type manual,8111
KM95243,8880,Ford,Fiesta,1.0,Benzin,8,8-9,0_10,2016,80,106961,Gear type manual,8111
FM34324,10710,Renault,Megane,1.2 TCe Energy,Benzin,8,8-9,10_15,2016,132,100518,Gear type manual,1025
VK91487,11350,Volkswagen,up!,1.0 TSI,Benzin,6,6-7,10_15,2018,90,69489,Gear type manual,8111
TA08573,16526,Volkswagen,Tiguan,1.4 TSI,Benzin,9,8-9,15_20,2015,150,45779,Gear type manual,1035
UE09998,30555,Opel,Zafira Life,1.5 CDTI,Diesel,5,4-5,30+,2019,120,49592,Gear type manual,1038
ZZ60449,35490,Volkswagen,T6 Multivan,2.0 TDI,Diesel,8,8-9,30+,2016,150,95738,duplex,1006
YJ57990,16890,Opel,Crossland X,1.2 Turbo,Benzin,4,4-5,15_20,2020,131,39633,Gear type automatic,1035
XW70671,17990,Suzuki,Vitara,1.4,Benzin,6,6-7,15_20,2015,140,44213,Gear type automatic,1035
PM43840,10820,Renault,Twingo,1.0 SCe,Benzin,5,4-5,10_15,2019,73,12766,Gear type manual,8111
KE87180,12794,Peugeot,2008,1.6 Blue-HDi,Diesel,7,6-7,10_15,2017,100,76620,Gear type manual,1035
ZX64624,31699,Mercedes-Benz,CLA-Klasse,CLA 200,Benzin,4,4-5,30+,2019,163,37825,duplex,1025
RV76811,19999,Volkswagen,Caddy,2.0 TDI,Diesel,7,6-7,15_20,2017,150,118132,Gear type manual,1038
VR97571,24311,Seat,Ibiza,1.0 TSI,Benzin,1,0-1,20_25,2023,110,1466,Gear type automatic,8111
NT10200,20250,BMW,3er,318d,Diesel,7,6-7,20_25,2017,150,60408,Gear type manual,1025
DR30196,24141,Audi,A4,2.0 TFSI,Benzin,7,6-7,20_25,2016,190,96334,Gear type automatic,1023
MH54616,14690,Nissan,Qashqai,1.2,Benzin,8,8-9,10_15,2015,115,65845,Gear type manual,1035
EG31568,11820,Skoda,Fabia,1.4 TDI,Diesel,7,6-7,10_15,2017,105,114503,Gear type manual,1025
HX30149,16377,MINI,Clubman,One,Benzin,7,6-7,15_20,2017,102,46270,Gear type manual,1023
RM64731,25320,Volkswagen,T-Roc,1.5 TSI,Benzin,5,4-5,25_30,2019,150,24497,Gear type automatic,1035
YN47317,13389,Skoda,Fabia,1.0 TSI,Benzin,5,4-5,10_15,2019,95,43965,Gear type manual,8111
BS14898,19090,Peugeot,308,2.0 Blue-HDi,Diesel,5,4-5,15_20,2019,180,82102,Gear type automatic,1023
RM24394,11590,Toyota,Verso-S,1.33 Dual VVT-i,Benzin,9,8-9,10_15,2014,100,97310,Gear type automatic,1038
GH41891,12831,Citroen,C3,1.2 e-THP,Benzin,6,6-7,10_15,2018,110,81251,Gear type manual,1023
JJ37204,39160,BMW,X6,xDrive 30d,Diesel,7,6-7,30+,2017,258,92420,Gear type automatic,1035
DA82699,32440,Hyundai,Kona,2.0 T-GDI,Benzin,2,2-3,30+,2022,280,22998,Gear type automatic,1035
ZN04319,25649,Volkswagen,Tiguan,1.5 TSI,Benzin,5,4-5,25_30,2019,150,26708,Gear type manual,1035
LK95683,15268,BMW,2er,218i Gran Tourer,Benzin,8,8-9,15_20,2015,135,89675,Gear type manual,1038
BL21429,10350,Ford,Focus,1.0 EcoBoost,Benzin,9,8-9,10_15,2015,125,97273,Gear type manual,1023
CX63138,7990,Dacia,Logan MCV,1.2,Benzin,9,8-9,0_10,2014,75,38776,Gear type manual,1023
AB62659,18990,Honda,CR-V,2.0 i-VTEC,Benzin,9,8-9,15_20,2015,155,105479,Gear type automatic,1035
AL67751,11518,Volkswagen,up!,1.0,Benzin,6,6-7,10_15,2018,75,51568,Gear type manual,8111
YD78823,14750,Opel,Corsa,1.6 Turbo,Benzin,8,8-9,10_15,2016,207,59454,Gear type manual,8111
RC78138,8990,Ford,Focus,1.0 EcoBoost,Benzin,8,8-9,0_10,2015,100,94397,Gear type manual,1023
FX59725,11999,Opel,Corsa,1.4,Benzin,8,8-9,10_15,2016,90,48298,Gear type automatic,8111
LS07346,12340,Citroen,C3,1.2 e-THP,Benzin,7,6-7,10_15,2017,110,37051,Gear type manual,1025
CP91428,18999,Ford,Mondeo,1.5 EcoBoost,Benzin,5,4-5,15_20,2018,165,68535,Gear type automatic,1023
PH57831,8890,Ford,Fiesta,1.25,Benzin,8,8-9,0_10,2016,60,44663,Gear type manual,8111
WR39326,23490,Mercedes-Benz,C-Klasse,C 220 d,Diesel,6,6-7,20_25,2018,170,101047,Gear type automatic,1023
GE29460,43859,Mercedes-Benz,V-Klasse,V 250 d,Diesel,5,4-5,30+,2019,190,106411,Gear type automatic,1038
PP03473,26090,Volkswagen,Golf VII,2.0 TSI,Benzin,5,4-5,25_30,2018,245,68731,Gear type automatic,1025
PG96309,40590,Kia,Sportage,1.6 Plug-in Hybrid,Hybrid,1,0-1,30+,2023,265,7192,Gear type automatic,1035
UK00177,34940,Mercedes-Benz,E-Klasse All-Terrain,E 220 d All-Terrain,Diesel,5,4-5,30+,2019,195,75195,Gear type automatic,1023
ZA22732,13545,Renault,Clio,1.0 TCe,Benzin,5,4-5,10_15,2019,101,52046,Gear type manual,8111
AA17497,23990,Opel,Grandland X,1.6 Turbo,Benzin,5,4-5,20_25,2019,181,63125,Gear type automatic,1035
AB41727,13714,Renault,Clio,1.6 Turbo,Benzin,10,10-11,10_15,2013,200,82784,Gear type automatic,8111
UR23466,14590,Mazda,2,1.5,Benzin,8,8-9,10_15,2015,90,5359,Gear type automatic,8111
CG60804,14490,Dacia,Duster,1.2 TCe,Benzin,7,6-7,10_15,2017,125,51182,Gear type manual,1035
CJ09485,10526,Opel,Corsa,1.4,Benzin,9,8-9,10_15,2015,90,39479,Gear type automatic,8111
UF38082,20710,Volkswagen,Tiguan,2.0 TDI,Diesel,9,8-9,20_25,2015,185,94571,duplex,1035
PV81729,10899,Ford,Focus,1.0 EcoBoost,Benzin,7,6-7,10_15,2017,125,117772,Gear type manual,1023
DP62175,11872,Smart,fortwo,0.9 Turbo,Benzin,8,8-9,10_15,2016,90,38032,Gear type manual,1008
DR28591,17960,Renault,Talisman,1.6 TCe Energy,Benzin,8,8-9,15_20,2016,200,71537,Gear type automatic,1023
HU61817,37745,Volkswagen,Arteon Shooting Brake,2.0 TDI,Diesel,1,0-1,30+,2022,150,10228,Gear type automatic,1023
GT11608,18544,Volkswagen,Golf VII,1.4 TSI,Benzin,6,6-7,15_20,2018,125,33833,Gear type manual,1025
UT41646,17060,Ford,Focus,1.0 EcoBoost,Benzin,5,4-5,15_20,2018,125,31203,Gear type manual,1023
BH23362,13380,BMW,1er,116i,Benzin,7,6-7,10_15,2017,110,69852,Gear type manual,1025
VA49301,15990,Volkswagen,Golf VII,1.0 TSI,Benzin,6,6-7,15_20,2018,110,85484,Gear type manual,1023
JH34151,33410,BMW,5er,530d,Diesel,7,6-7,30+,2017,265,112170,Gear type automatic,1025
YR08212,16054,Volkswagen,Tiguan,2.0 TDI,Diesel,10,10-11,15_20,2014,140,113353,Gear type automatic,1035
UT72598,21518,Suzuki,Vitara,1.4,Benzin,6,6-7,20_25,2018,140,35683,Gear type automatic,1035
TD39571,12860,Volkswagen,Polo,1.2 TSI,Benzin,7,6-7,10_15,2017,90,33941,Gear type manual,8111
ZD60468,11590,Skoda,Fabia,1.0 MPI,Benzin,7,6-7,10_15,2017,75,47523,Gear type manual,8111
LD88780,12690,Renault,Clio,1.0 SCe,Benzin,4,4-5,10_15,2020,72,34169,Gear type manual,8111
RB58921,11590,MINI,Clubman,One,Benzin,7,6-7,10_15,2017,102,95833,Gear type manual,1023
CW50886,10090,Opel,Corsa,1.4 Turbo,Benzin,7,6-7,10_15,2017,100,73695,Gear type manual,1025
DF86324,14990,Volkswagen,Golf VII,1.2 TSI,Benzin,9,8-9,10_15,2015,110,50834,Gear type manual,1025
FG95518,26794,Nissan,Qashqai,1.3 DIG-T,Benzin,3,2-3,25_30,2021,158,6763,Gear type automatic,1035
UJ73117,12450,Opel,Corsa,1.4,Benzin,5,4-5,10_15,2019,90,37708,Gear type manual,8111
RP73814,11990,Dacia,Sandero,0.9 TCe,Benzin,5,4-5,10_15,2018,90,38806,Gear type manual,1025
XN09448,18800,Mercedes-Benz,CLA-Klasse,CLA 200,Benzin,10,10-11,15_20,2014,155,104648,Gear type manual,1025
SP46377,11952,Opel,Corsa,1.4,Benzin,8,8-9,10_15,2015,90,30636,Gear type automatic,8111
HJ06573,15663,Renault,Grand Scenic,1.2 TCe Energy,Benzin,7,6-7,15_20,2017,132,69843,Gear type manual,1038
YJ60342,8044,Seat,Mii,1.0,Benzin,10,10-11,0_10,2014,60,26375,Gear type manual,8111
VF71504,15331,Audi,A3,2.0 TDI,Diesel,9,8-9,15_20,2015,150,98286,Gear type manual,1025
AN13997,12220,Hyundai,i10,1.2,Benzin,8,8-9,10_15,2016,87,28520,Gear type automatic,8111
EV43717,14552,Audi,A3,1.6 TDI,Diesel,9,8-9,10_15,2015,110,112879,Gear type automatic,1025
FK30007,17854,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 180,Benzin,9,8-9,15_20,2015,122,76399,Gear type manual,1023
WZ44147,15524,Land Rover,Evoque,2.0 Td4,Diesel,8,8-9,15_20,2016,150,100882,Gear type manual,1035
TH63076,11590,Fiat,Qubo,1.4,Benzin,7,6-7,10_15,2016,77,18310,Gear type manual,1038
MM56941,12843,Seat,Ibiza,1.0 TSI,Benzin,6,6-7,10_15,2017,95,76435,Gear type manual,8111
WL42135,21220,Ford,Kuga,2.0 TDCi,Diesel,5,4-5,20_25,2019,180,76881,Gear type automatic,1035
KF16996,20659,BMW,2er,225xe Active Tourer,Hybrid,5,4-5,20_25,2019,136,27994,Gear type automatic,1038
PJ91207,20890,Audi,A3,35 TFSI,Benzin,6,6-7,20_25,2018,150,17464,Gear type manual,1023
AY14092,10549,Hyundai,i20,1.2,Benzin,8,8-9,10_15,2015,85,61966,Gear type manual,8111
UV97308,29490,Skoda,Kodiaq,2.0 TDI,Diesel,6,6-7,25_30,2018,190,50804,duplex,1035
EN34516,13750,BMW,1er,116i,Benzin,10,10-11,10_15,2014,135,87422,Gear type automatic,1025
VK60291,17955,Mercedes-Benz,CLA-Klasse,CLA 200,Benzin,9,8-9,15_20,2015,155,117437,Gear type automatic,1025
JH67930,16730,BMW,2er,220i Active Tourer,Benzin,9,8-9,15_20,2015,192,77042,Gear type automatic,1038
HY94001,37390,Mercedes-Benz,GLA-Klasse,GLA 45 AMG,Benzin,6,6-7,30+,2018,380,38184,Gear type automatic,1035
UP64834,11280,Hyundai,i20,1.2,Benzin,5,4-5,10_15,2018,85,65450,Gear type manual,8111
ZN91382,18290,Mercedes-Benz,B-Klasse,B 180,Benzin,8,8-9,15_20,2016,122,45464,Gear type automatic,1038
ZP63322,26790,Volkswagen,Tiguan,1.5 TSI,Benzin,5,4-5,25_30,2019,150,30034,Gear type automatic,1035
VH12438,16803,Opel,Astra K,1.5 CDTI,Diesel,4,4-5,15_20,2019,122,49822,Gear type automatic,1023
SL03204,13670,Citroen,C3 Aircross,1.2 e-THP,Benzin,6,6-7,10_15,2018,110,66980,Gear type manual,1035
FW28406,14637,Ford,B-Max,1.6 Ti-VCT,Benzin,8,8-9,10_15,2016,105,16707,Gear type automatic,1038
ZK59704,12909,Renault,Clio,0.9,Benzin,5,4-5,10_15,2019,90,31897,Gear type manual,1025
MA11315,19988,Mitsubishi,Outlander,2.0,Benzin,6,6-7,15_20,2018,150,79158,Gear type automatic,1035
UN16485,26999,Volkswagen,Touran,1.8 TSI,Benzin,6,6-7,25_30,2018,180,61446,Gear type automatic,1038
SV11271,12081,Opel,Adam,1.0,Benzin,6,6-7,10_15,2018,115,54367,Gear type manual,8111
XA09394,29907,Audi,A4,2.0 TFSI,Benzin,7,6-7,25_30,2017,252,59685,Gear type automatic,1023
GE56028,34890,Audi,Q3,40 TDI,Diesel,5,4-5,30+,2019,190,79777,Gear type automatic,1035
YF18777,11490,Hyundai,i20,1.0 TDGI,Benzin,6,6-7,10_15,2018,101,95312,Gear type manual,1025
JT26479,16474,Peugeot,508,2.0 Blue-HDi,Diesel,7,6-7,15_20,2017,180,64802,Gear type automatic,1023
VA48427,20050,Volkswagen,Golf VII,2.0 TDI,Diesel,5,4-5,20_25,2019,150,100537,Gear type automatic,1025
PG72400,15222,MINI,MINI,One,Benzin,5,4-5,15_20,2019,102,72126,Gear type manual,8111
ZF04905,8300,Ford,Fiesta,1.0,Benzin,8,8-9,0_10,2016,65,81263,Gear type manual,8111
GL10635,9856,Volkswagen,Polo,1.4 TDI,Diesel,9,8-9,0_10,2015,90,116381,Gear type manual,8111
HM02302,8190,Opel,Corsa,1.2,Benzin,9,8-9,0_10,2015,70,53620,Gear type manual,8111
JL82524,34880,Mercedes-Benz,CLA-Klasse,CLA 250e Shooting Brake,Hybrid,3,2-3,30+,2021,160,37457,Gear type automatic,1023
SM57018,11290,Hyundai,i20,1.1 CRDi,Diesel,7,6-7,10_15,2016,75,67923,Gear type manual,1025
SN31187,9190,Dacia,Logan MCV,0.9 TCe,Benzin,9,8-9,0_10,2015,90,62084,Gear type manual,1023
VA26076,32394,Kia,cee'd,1.6 TGDI,Benzin,1,0-1,30+,2023,204,14777,Gear type automatic,1025
JW03210,15428,Mazda,3,2.0,Benzin,8,8-9,15_20,2016,165,95356,Gear type manual,1025
UK40683,16950,Peugeot,5008,1.2 e-THP,Benzin,7,6-7,15_20,2017,130,99960,Gear type manual,1035
RD36362,29830,Mercedes-Benz,C-Klasse,C 250,Benzin,6,6-7,25_30,2018,210,57083,Gear type automatic,1025
ST09381,9464,Volkswagen,up!,1.0,Benzin,7,6-7,0_10,2017,60,55307,Gear type manual,8111
DS99889,19052,Volkswagen,Golf VII,2.0 TDI,Diesel,9,8-9,15_20,2015,185,77685,Gear type automatic,1023
XR58309,19811,MINI,Clubman,Cooper,Benzin,5,4-5,15_20,2019,136,58783,Gear type automatic,1023
LU22105,15450,Smart,forfour,0.9 Turbo,Benzin,5,4-5,15_20,2019,90,42211,Gear type automatic,8111
CU89785,30290,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 220,Benzin,5,4-5,30+,2019,190,61287,Gear type automatic,1023
FW79730,11420,Hyundai,i10,1.0,Benzin,5,4-5,10_15,2018,67,7371,Gear type manual,1025
KV79290,18349,Mazda,CX-3,2.0 Skyactiv-G,Benzin,5,4-5,15_20,2019,121,50223,Gear type manual,1035
AS20542,14351,Opel,Mokka X,1.6 CDTI DPF,Diesel,8,8-9,10_15,2016,135,61914,Gear type manual,1035
KN64064,12033,Fiat,500,1.2,Benzin,5,4-5,10_15,2019,70,9967,Gear type manual,8111
FU11249,11887,Opel,Corsa,1.4,Benzin,5,4-5,10_15,2019,90,28732,Gear type manual,8111
YC67068,19640,Fiat,500X,1.4,Benzin,5,4-5,15_20,2019,151,43210,Gear type automatic,1035
ZD33089,26290,Jeep,Cherokee,2.2 M-Jet,Diesel,4,4-5,25_30,2019,194,50827,Gear type automatic,1035
KR98093,17390,Ford,Kuga,1.5 EcoBoost,Benzin,6,6-7,15_20,2018,150,65717,Gear type manual,1035
ZC73934,8180,Skoda,Fabia,1.2 TSI,Benzin,10,10-11,0_10,2014,85,98069,Gear type manual,8111
US52253,24810,Audi,A6,2.0 TDI,Diesel,6,6-7,20_25,2018,190,99758,Gear type automatic,1023
NW70191,15563,Ford,C-Max,1.0 EcoBoost,Benzin,5,4-5,15_20,2019,125,53511,Gear type manual,1038
PJ75087,16160,Volkswagen,Polo,1.0 TSI,Benzin,5,4-5,15_20,2019,95,22337,Gear type manual,8111
UV92589,17281,Fiat,500X,1.0 Turbo,Benzin,5,4-5,15_20,2019,120,8971,Gear type manual,1035
HC82490,8890,Ford,Fiesta,1.0,Benzin,8,8-9,0_10,2016,80,96306,Gear type manual,8111
NR41283,17576,Hyundai,i30,1.4 TGDI,Benzin,6,6-7,15_20,2017,140,52132,Gear type automatic,1025
FP78599,16597,BMW,1er,118i,Benzin,6,6-7,15_20,2017,135,51293,Gear type manual,1025
VJ91539,7990,Volkswagen,up!,1.0,Benzin,8,8-9,0_10,2016,60,80904,Gear type manual,8111
JE28770,22240,Volkswagen,Tiguan,2.0 TSI,Benzin,7,6-7,20_25,2017,180,101610,Gear type automatic,1035
BN78519,24999,Mazda,CX-5,2.5,Benzin,5,4-5,20_25,2018,195,62120,Gear type automatic,1035
LT62186,19890,BMW,3er,320d,Diesel,5,4-5,15_20,2019,190,112807,Gear type automatic,1023
