id,first_price,eligible_month,countryoforigin,tax_deductible,make,model,subtype,outside_color,built_year,body_type,upholstery,fuelconsumption_combined,mileage,horsepower,fueltype,geartype,time_online_to_reserve_
JD31250,13590.0,November,DE,0,Ford,EcoSport,1.0 EcoBoost,Gray,2017,SUV,Stoff,5.4,13813,125,Benzin,manual,15
WN68777,14160.0,February,DE,0,Ford,Kuga,2.0 TDCi,Black,2012,SUV,Leder,6.0,84106,163,Diesel,automatic,13
GZ37613,15600.0,November,DE,0,Mercedes-Benz,B-Klasse,B 200 CDI,Gray,2015,Van,Teilleder,4.3,103597,135,Diesel,manual,27
ND45818,11200.0,March,DE,0,Smart,fortwo,0.9 Turbo,Black,2013,Cabrio,Leder,5.4,95306,102,Benzin,automatic,49
HF11892,14390.0,June,DE,0,Ford,Fiesta,1.0 EcoBoost,Gray,2016,Limousine,Stoff,4.9,5019,100,Benzin,automatic,12
WE93725,14670.0,January,DE,0,Ford,EcoSport,1.0 EcoBoost,Red,2019,SUV,Stoff,5.3,17106,101,Benzin,manual,14
MG73957,32280.0,April,DE,0,Audi,A4,40 TDI,White,2018,Kombi,Leder,4.4,76677,190,Diesel,automatic,127
FP43908,17690.0,June,DE,0,Dacia,Duster II,1.2 TCe,Black,2018,SUV,Stoff,6.4,32534,125,Benzin,manual,29
EW75738,29490.0,February,DE,0,Audi,S5,3.0 V6 TFSI,Black,2016,Coupe,Leder,7.7,104052,333,Benzin,automatic,42
JN52582,22340.0,February,DE,0,BMW,2er,220i Active Tourer,Black,2016,Van,Stoff,5.6,37339,192,Benzin,automatic,13
YX52505,31890.0,September,DE,0,Jeep,Grand Cherokee,3.0 CRD,Black,2017,SUV,Leder,7.0,99402,250,Diesel,automatic,15
TU79487,18490.0,August,DE,0,Volkswagen,Passat,2.0 TDI,Black,2017,Kombi,Stoff,4.5,115015,150,Diesel,automatic,8
PF89428,32150.0,December,DE,0,Mercedes-Benz,A-Klasse,A 45 AMG,Red,2014,Limousine,Leder,6.9,80633,360,Benzin,automatic,46
SW42152,12820.0,April,DE,0,Suzuki,Ignis,1.2 DualJet,Black,2018,Limousine,Stoff,4.6,29608,90,Benzin,manual,30
CE27845,36680.0,November,DE,0,Mercedes-Benz,GLC-Klasse,GLC 250,Gray,2017,SUV,Leder,6.5,23293,210,Benzin,automatic,15
MU60708,30990.0,October,DE,0,Mercedes-Benz,C-Klasse,C 220 d,White,2019,Kombi,Teilleder,4.7,91564,194,Diesel,automatic,74
SA57498,28990.0,August,DE,0,Ford,Focus,2.3 EcoBoost,Red,2020,Kombi,Teilleder,8.2,23867,280,Benzin,automatic,5
GV87965,15990.0,February,DE,0,Opel,Grandland X,1.6 CDTI DPF,Gray,2017,SUV,Teilleder,4.3,100761,120,Diesel,manual,2
KL93365,17290.0,February,DE,0,Mercedes-Benz,A-Klasse,A 180,Black,2017,Limousine,Leder,5.5,59838,122,Benzin,manual,40
LT24695,18590.0,March,DE,0,Ford,Focus,2.0 EcoBoost,White,2015,Limousine,Leder,6.8,57833,250,Benzin,manual,16
BU09732,15390.0,December,DE,0,Opel,Insignia,2.0 CDTI,Gray,2016,Kombi,Stoff,5.5,89336,170,Diesel,automatic,7
SD46756,7120.0,November,HU,0,Fiat,Punto,1.4,White,2013,Limousine,Stoff,5.9,67414,77,Benzin,manual,19
PE51136,7720.0,February,DE,0,Kia,Picanto,1.0,Red,2015,Limousine,Stoff,4.5,70453,65,Benzin,manual,32
RH47702,34200.0,June,DE,0,BMW,X1,xDrive 20d,White,2019,SUV,Alcantara,4.8,12336,190,Diesel,automatic,81
GU39110,11000.0,July,DE,0,Hyundai,i10,1.0,Blue,2018,Limousine,Stoff,5.8,22615,67,Benzin,automatic,10
WD13625,25080.0,May,DE,0,Toyota,C-HR,1.8 Hybrid,Black,2018,SUV,Stoff,3.8,32714,122,Hybrid,automatic,50
ZJ00902,20000.0,June,DE,0,Volkswagen,Touran,1.2 TSI,Gray,2018,Van,Stoff,5.5,61475,110,Benzin,manual,91
NE39992,23890.0,April,DE,0,Volkswagen,Touran,1.8 TSI,Gray,2017,Van,Stoff,6.1,108129,180,Benzin,automatic,4
ZF31633,18510.0,January,DE,0,Peugeot,308,1.5 Blue-HDi,Black,2018,Kombi,Teilleder,3.8,62978,130,Diesel,manual,59
CR74128,22480.0,November,DE,0,Nissan,Qashqai,1.3 DIG-T,Black,2018,SUV,Stoff,5.4,39342,159,Benzin,automatic,9
DX06691,29490.0,August,DE,0,Kia,pro_cee'd,1.6 TGDI,White,2020,Coupe,Teilleder,6.2,15473,205,Benzin,automatic,16
ER76963,25590.0,September,DE,0,Audi,A3 Limousine,35 TDI,White,2020,Limousine,Stoff,4.2,23692,150,Diesel,manual,20
FM09246,10000.0,August,DE,0,Skoda,Rapid,1.2 TSI,Red,2016,Limousine,Stoff,4.7,39838,90,Benzin,manual,15
KD64541,14860.0,April,DE,0,Skoda,Octavia,2.0 TDI,White,2015,Kombi,Stoff,4.1,103348,150,Diesel,manual,1
AV02020,8470.0,March,DE,1,Smart,fortwo,1.0,Black,2014,Coupe,Stoff,4.2,72210,70,Benzin,automatic,83
UM80788,9800.0,November,DE,0,Renault,Captur,0.9 Energy,Black,2013,SUV,Stoff,5.0,64000,90,Benzin,manual,43
RF90799,20540.0,March,DE,0,MINI,MINI,One,Green,2019,Limousine,Leder,5.4,5028,102,Benzin,manual,40
FF22146,15990.0,September,DE,0,Ford,Fiesta,1.0 EcoBoost,Silver,2020,Limousine,Stoff,4.1,1805,95,Benzin,manual,62
HA91420,16440.0,March,DE,0,Opel,Astra K,1.4 SIDI Turbo,Black,2019,Limousine,Stoff,5.8,38948,125,Benzin,manual,39
GP74867,8230.0,June,DE,0,Peugeot,208,1.0 VTi,Gray,2015,Limousine,Stoff,4.3,61506,68,Benzin,manual,97
LX04513,26850.0,January,DE,0,Jaguar,XF,20d,Black,2018,Kombi,Teilleder,5.7,44227,180,Diesel,automatic,35
XX52551,21830.0,May,DE,1,Mazda,CX-5,2.2 Turbodiesel,Black,2018,SUV,Stoff,5.4,98306,175,Diesel,manual,27
LE48217,26900.0,November,DE,0,Toyota,Corolla,2.0 Hybrid,Gray,2019,Limousine,Leder,3.7,12045,179,Hybrid,automatic,98
WA40345,17600.0,May,DE,0,Opel,Zafira Tourer,2.0 CDTI,White,2016,Van,Stoff,5.8,62090,170,Diesel,automatic,106
CG07275,9860.0,January,DE,0,Fiat,500,1.2,Blue,2017,Limousine,Stoff,4.9,36160,70,Benzin,manual,9
PA98636,11990.0,August,DE,0,Toyota,Yaris,1.5 Hybrid,White,2013,Limousine,Stoff,3.7,44262,75,Hybrid,automatic,15
LY26184,14900.0,October,DE,0,Volkswagen,Beetle,2.0 TSI,Black,2012,Limousine,Leder,7.7,95281,200,Benzin,automatic,101
FP19810,11410.0,January,DE,0,Opel,Astra K,1.0,Black,2017,Limousine,Stoff,4.5,89668,105,Benzin,manual,24
JK11756,45490.0,December,DE,1,Volkswagen,T6 Multivan,2.0 TDI,Gray,2018,Bus,Alcantara,5.9,73713,150,Diesel,automatic,6
JD27691,7490.0,January,DE,0,Ford,Focus,1.0 EcoBoost,Blue,2013,Kombi,Stoff,4.8,103013,100,Benzin,manual,15
CY10374,9340.0,May,BE,0,Peugeot,108,1.0 VTi,Silver,2015,Limousine,Stoff,4.1,49038,70,Benzin,manual,50
UL86064,9250.0,December,DE,0,Volkswagen,Polo,1.0,White,2014,Limousine,Stoff,5.0,68293,60,Benzin,manual,18
XU12088,24730.0,April,DE,0,Jeep,Compass,1.4 M-Air,Black,2020,SUV,Teilleder,8.3,54281,170,Benzin,automatic,29
FF30813,13990.0,April,DE,0,Fiat,500,1.2,Gray,2019,Limousine,Teilleder,5.3,19491,69,Benzin,manual,47
HY08720,13010.0,November,DE,0,Volkswagen,Golf VII,1.4 TSI,Silver,2013,Limousine,Stoff,5.0,80355,122,Benzin,automatic,8
TH14646,8510.0,December,PL,0,Dacia,Sandero II,0.9 TCe,Black,2014,Limousine,Stoff,5.4,60712,90,Benzin,manual,4
KU50313,7990.0,December,DE,0,Citroen,DS3,1.6 VTi,White,2013,Limousine,Stoff,6.0,80857,120,Benzin,manual,3
TK15658,14080.0,February,SK,0,Skoda,Rapid,1.2 TSI,Blue,2017,Limousine,Stoff,4.8,57749,110,Benzin,manual,4
MJ12308,22540.0,March,NL,0,Kia,Sportage,1.6 TGDI,White,2019,SUV,Leder,7.6,29396,177,Benzin,manual,2
NC95141,14130.0,May,DE,0,Smart,fortwo,0.9 Turbo,Black,2017,Coupe,Stoff,4.1,36056,90,Benzin,automatic,32
KS32569,11900.0,July,DE,0,Fiat,500,1.2,Gray,2018,Limousine,Stoff,4.9,19492,70,Benzin,manual,46
PL92059,13290.0,October,DE,0,Dacia,Lodgy,1.5 dCi Diesel,White,2017,Van,Stoff,4.0,56876,110,Diesel,manual,89
AY85280,14700.0,September,DE,0,Hyundai,i30,1.4 MPI,White,2018,Limousine,Stoff,5.4,26353,99,Benzin,manual,2
MC00667,13840.0,December,DE,0,Skoda,Octavia,2.0 TDI,Blue,2016,Kombi,Stoff,4.0,104198,150,Diesel,manual,29
ZY57548,17500.0,March,DE,0,Hyundai,Kona,1.0 TGDI,Black,2018,SUV,Stoff,5.2,25854,120,Benzin,manual,159
DC90337,19570.0,March,DE,0,Hyundai,Tucson,2.0 CRDi,Gray,2016,SUV,Leder,6.0,113129,135,Diesel,automatic,6
HD19569,35700.0,October,DE,1,BMW,5er,530d,Gray,2017,Limousine,Leder,5.0,70457,265,Diesel,automatic,34
HV11887,21540.0,December,DE,0,Audi,A1,30 TFSI,Gray,2018,Kombi,Stoff,4.9,53945,116,Benzin,manual,93
PF77896,33600.0,October,DE,1,Land Rover,Evoque,2.0 Turbo,Gray,2016,SUV,Leder,7.8,64717,240,Benzin,automatic,83
NJ75059,19490.0,April,DE,0,Ford,Kuga,1.5 EcoBoost,Black,2018,SUV,Stoff,6.2,17902,120,Benzin,manual,23
AW91610,18900.0,January,DE,0,Seat,Leon,1.4 TSI,Black,2018,Limousine,Alcantara,4.8,35906,150,Benzin,manual,35
YG85662,53000.0,November,DE,0,Volkswagen,Touareg,3.0 V6 TDI,White,2019,SUV,Leder,6.6,59558,286,Diesel,automatic,18
VA77954,10800.0,May,DE,0,Seat,Mii,1.0,White,2017,Limousine,Alcantara,4.5,38200,75,Benzin,manual,99
PM48144,12000.0,July,DE,0,Seat,Leon,1.2 TSI,Gray,2014,Limousine,Stoff,4.9,115256,105,Benzin,automatic,5
VT92843,15590.0,December,DE,0,Volkswagen,Golf VII,1.0 TSI,Gray,2017,Limousine,Stoff,4.8,45672,110,Benzin,manual,3
BZ98618,15490.0,March,DE,0,Ford,Tourneo Courier,1.0 EcoBoost ,White,2017,Kombi,Stoff,5.3,28316,100,Benzin,manual,29
LB08415,21740.0,September,DE,0,Opel,Insignia,2.0 CDTI,Brown,2019,Kombi,Teilleder,5.6,71862,170,Diesel,automatic,31
ZA84443,12900.0,August,DE,0,Seat,Ibiza,1.0 TSI,Black,2017,Limousine,Alcantara,4.2,42739,95,Benzin,manual,65
SZ76121,14620.0,March,DE,0,Mazda,3,2.2 Turbodiesel,Black,2013,Limousine,Leder,4.1,99162,150,Diesel,manual,87
KF63735,8800.0,December,DE,0,Opel,Adam,1.2,White,2016,Limousine,Teilleder,5.3,56872,70,Benzin,manual,21
MY47330,16180.0,February,DE,0,Fiat,500C,1.0 Mild-Hybrid,White,2020,Cabrio,Leder,4.1,6307,70,Benzin,manual,5
SP73624,21000.0,August,DE,0,Volkswagen,T-Cross,1.0 TSI,Blue,2019,SUV,Stoff,5,20557,116,Benzin,automatic,23
JP27521,13230.0,January,DE,0,Dacia,Sandero II,0.9 TCe,Red,2016,Limousine,Stoff,5.1,29577,90,Benzin,automatic,22
XT32548,12910.0,March,DE,0,Opel,Adam,1.0,Blue,2017,Limousine,Teilleder,4.9,19442,115,Benzin,manual,38
KM71500,26280.0,November,DE,0,Ford,Mondeo,1.5 EcoBoost,White,2018,Kombi,Leder,7.5,26754,165,Benzin,automatic,41
MR23646,16840.0,April,DE,1,BMW,1er,118i,Black,2017,Limousine,Stoff,6.5,40553,135,Benzin,manual,21
SX46541,14850.0,November,DE,0,Volkswagen,Polo,1.6 TDI,White,2018,Limousine,Teilleder,3.7,60691,95,Diesel,manual,7
NW39424,9400.0,November,DE,0,Volkswagen,up!,1.0,White,2017,Limousine,Stoff,4.4,15282,60,Benzin,manual,29
RX60543,17490.0,September,DE,0,Renault,Captur,1.2 TCe Energy,Orange,2018,SUV,Stoff,5.5,12291,118,Benzin,automatic,17
RP95660,7210.0,May,DE,0,Renault,Twingo,1.0 SCe,White,2016,Limousine,Stoff,5.0,106048,70,Benzin,manual,11
VV42167,24640.0,March,DE,0,Hyundai,i30,2.0 TGDI,Black,2019,Limousine,Stoff,7.8,45205,275,Benzin,manual,32
SN79377,11690.0,September,DE,0,Peugeot,308,1.6 Blue-HDi,Gray,2015,Limousine,Stoff,3.8,76725,120,Diesel,manual,37
UZ36619,28180.0,December,DE,0,Volkswagen,Tiguan,2.0 TDI,Blue,2017,SUV,Stoff,4.7,34885,150,Diesel,automatic,5
JW87790,20800.0,September,DE,0,Nissan,Qashqai,1.3 DIG-T,White,2018,SUV,Stoff,5.4,33690,159,Benzin,automatic,36
CL91409,36070.0,January,DE,0,Skoda,Kodiaq,2.0 TDI,Black,2019,SUV,Leder,5.7,34852,190,Diesel,automatic,22
PM95716,22290.0,October,DE,0,Skoda,Superb,2.0 TDI,Gray,2016,Limousine,Teilleder,4.5,63637,190,Diesel,automatic,3
HZ44855,43100.0,March,DE,0,Audi,Q7,3.0 V6 TDI,Black,2015,SUV,Alcantara,6.2,113831,272,Diesel,automatic,91
NY90566,12700.0,September,DE,0,Ford,Focus,1.5 TDCi,Brown,2017,Kombi,Stoff,3.8,41993,120,Diesel,manual,13
PJ06745,21360.0,June,DE,0,Volkswagen,T-Roc,1.0 TSI,White,2018,SUV,Stoff,5.1,48028,115,Benzin,manual,113
KK20310,24000.0,April,DE,0,MINI,MINI,Cooper,Black,2020,Limousine,Teilleder,5.2,1237,136,Benzin,automatic,152
ER57702,14030.0,May,DE,0,Ford,Fiesta,1.0 EcoBoost,Black,2016,Limousine,Stoff,5.0,23308,140,Benzin,manual,46
MF96870,17050.0,April,DE,0,Volkswagen,Polo,1.0 TSI,White,2017,Limousine,Stoff,4.6,60138,95,Benzin,automatic,49
BD54252,17160.0,January,DE,0,Hyundai,Kona,1.0 TGDI,Gray,2017,SUV,Stoff,5.2,32700,120,Benzin,manual,66
DB57135,20540.0,April,DE,0,Toyota,C-HR,1.8 Hybrid,Blue,2017,SUV,Leder,3.9,96825,122,Hybrid,automatic,92
SH63104,12770.0,May,DE,0,Opel,Meriva,1.4 Turbo,Brown,2015,Van,Stoff,5.9,73598,120,Benzin,automatic,12
BF82175,12320.0,March,BE,0,Toyota,Yaris,1.0 VVT-i,White,2019,Limousine,Stoff,4.7,22400,70,Benzin,manual,31
CN40251,28900.0,October,DE,0,Peugeot,3008,1.2 e-THP,Red,2019,SUV,Teilleder,5.1,22907,130,Benzin,automatic,148
BE08332,9350.0,June,DE,0,Opel,Adam,1.2,Black,2014,Limousine,Stoff,5.3,49785,70,Benzin,manual,20
RM36982,21000.0,March,DE,0,Audi,Q2,1.6 TDI,Red,2018,SUV,Stoff,4.4,53042,115,Diesel,manual,141
XZ94671,14990.0,October,DE,0,BMW,1er,116d,Brown,2017,Limousine,Stoff,4.0,55183,115,Diesel,manual,46
HV84783,16490.0,January,DE,0,Dacia,Dokker,1.6 SCe,Black,2018,Kombi,Stoff,6.1,21461,102,Benzin,manual,4
CW37563,11410.0,December,DE,0,Smart,forfour,1.0,Black,2019,Limousine,Stoff,5.0,49331,70,Benzin,automatic,11
DL22428,16950.0,October,DE,0,Renault,Kadjar,1.2 TCe Energy,Red,2018,SUV,Teilleder,5.7,16647,130,Benzin,manual,12
GP31976,7900.0,September,DE,0,Toyota,AYGO,1.0,White,2017,Limousine,Stoff,4.1,83781,70,Benzin,manual,26
MK96356,11710.0,February,DE,0,Fiat,500C,1.2,Blue,2016,Cabrio,Teilleder,4.9,9991,70,Benzin,manual,41
AL81468,12990.0,February,DE,0,Volkswagen,Golf VII Sportsvan,1.2 TSI,Gray,2015,Van,Stoff,5.1,95494,110,Benzin,manual,31
PE90094,24290.0,November,DE,0,BMW,5er,530d,White,2015,Kombi,Leder,5.3,105863,258,Diesel,automatic,63
NE15440,15050.0,March,DE,0,Mazda,CX-5,2.0,White,2013,SUV,Stoff,6.0,104758,165,Benzin,manual,90
CU19470,16100.0,November,DE,0,BMW,2er,218d Active Tourer,Black,2014,Van,Leder,4.1,94268,150,Diesel,automatic,53
GM41278,9230.0,June,DE,0,Dacia,Lodgy,1.6,Gray,2014,Van,Stoff,7.1,49229,83,Benzin,manual,1
WW70649,9960.0,April,DE,0,Smart,fortwo,0.9 Turbo,Orange,2015,Coupe,Leder,4.2,43942,90,Benzin,manual,26
SU49613,10400.0,May,DE,0,Citroen,DS3,1.2 e-VTi,White,2014,Limousine,Stoff,4.1,65688,82,Benzin,automatic,93
XL90252,14990.0,August,DE,0,Volkswagen,Golf VII,2.0 TDI,Gray,2013,Limousine,Alcantara,4.4,85500,150,Diesel,automatic,9
JZ16903,14990.0,December,DE,0,BMW,1er,118d,Gray,2015,Limousine,Stoff,4.1,109772,150,Diesel,manual,34
FU33037,17720.0,April,DE,0,Volkswagen,Tiguan,1.4 TSI,White,2015,SUV,Stoff,6.5,10787,122,Benzin,manual,113
SD46233,11290.0,October,DE,0,Volkswagen,Polo,1.2 TSI,Blue,2014,Limousine,Stoff,4.7,53153,90,Benzin,manual,42
HY67271,14960.0,April,DE,0,Citroen,C4 Cactus,1.2 e-THP,Black,2017,SUV,Stoff,4.7,49012,110,Benzin,automatic,8
EV55703,17790.0,August,BE,0,Audi,A3,1.0 TFSI,Black,2016,Limousine,Stoff,4.8,38769,115,Benzin,manual,2
VR66831,46600.0,September,DE,0,Mercedes-Benz,V-Klasse,V 250 d,Gray,2018,Bus,Leder,6.0,51404,190,Diesel,automatic,41
DP89771,32060.0,December,DE,0,Volkswagen,Tiguan Allspace,2.0 TDI,Black,2017,SUV,Alcantara,5.9,65087,190,Diesel,automatic,13
PE31786,10000.0,November,DE,0,Chevrolet,Trax,1.4 TURBO,Black,2013,SUV,Teilleder,5.6,67012,140,Benzin,manual,1
FE79343,34710.0,April,DE,0,Mercedes-Benz,E-Klasse,E 250,White,2016,Kombi,Teilleder,6.2,80259,210,Benzin,automatic,112
AW74837,27100.0,June,DK,0,Audi,A3 Limousine,40 TFSI,White,2019,Limousine,Stoff,6.5,24673,190,Benzin,automatic,100
UW59001,11180.0,April,DE,0,Renault,Clio,0.9 TCe,White,2019,Limousine,Stoff,5.0,34495,76,Benzin,manual,29
PS21930,18490.0,October,DE,1,Mercedes-Benz,E-Klasse,E 220 CDI,Black,2013,Kombi,Teilleder,5.0,109010,170,Diesel,automatic,4
CS94078,10300.0,September,DE,0,Skoda,Citigo,1.0 MPI,Red,2016,Limousine,Stoff,4.4,14156,75,Benzin,manual,35
DJ09840,20500.0,November,DE,0,BMW,2er,218d Gran Tourer,Blue,2016,Van,Leder,4.9,60753,150,Diesel,automatic,74
MF45468,11020.0,March,DE,0,Mitsubishi,Space Star,1.2,White,2020,Limousine,Stoff,4.2,8614,71,Benzin,manual,14
DG08951,13490.0,December,DE,0,Dacia,Duster II,1.2 TCe,Blue,2018,SUV,Stoff,6.2,71524,125,Benzin,manual,38
CD52761,16990.0,July,DE,0,Hyundai,i30,1.6 CRDi,White,2018,Limousine,Stoff,4.1,67097,110,Diesel,automatic,37
HB53079,14360.0,January,PL,0,Nissan,Qashqai,1.2,Gray,2015,SUV,Stoff,5.6,28349,115,Benzin,manual,38
BD52456,31090.0,April,DE,0,Audi,Q3,35 TFSI,Black,2019,SUV,Stoff,6.3,40036,150,Benzin,automatic,2
DV58878,13290.0,May,DE,0,Nissan,Micra,1.2,Purple,2017,Limousine,Stoff,5.4,18244,80,Benzin,automatic,87
YA31576,16690.0,July,DE,0,Ford,Kuga,1.5 EcoBoost,White,2017,SUV,Stoff,6.2,43977,120,Benzin,manual,52
SM55366,23830.0,December,DE,0,Volkswagen,Golf VII,1.5 TSI,Black,2017,Limousine,Stoff,4.9,40239,150,Benzin,automatic,154
NW91661,20990.0,February,DE,0,Audi,A3 Limousine,2.0 TDI,Gray,2017,Limousine,Alcantara,4.7,74734,150,Diesel,automatic,45
RM34435,43490.0,October,DE,1,Mercedes-Benz,V-Klasse,V 220 d,Gray,2017,Bus,Stoff,5.9,114327,163,Diesel,automatic,27
YM34422,17990.0,January,DE,0,Opel,Mokka X,1.4 SIDI Turbo,Red,2018,SUV,Teilleder,6.4,55185,152,Benzin,automatic,31
ZY71686,22900.0,August,DE,0,Mercedes-Benz,C-Klasse,C 200,Black,2016,Limousine,Teilleder,5.3,7970,185,Benzin,manual,16
NU20079,29200.0,July,DE,0,Audi,A6,1.8 TFSI,Blue,2018,Limousine,Stoff,5.7,35393,190,Benzin,automatic,71
UJ69979,15890.0,February,DE,0,Volkswagen,Polo,1.6 TDI,Blue,2018,Limousine,Stoff,3.6,27430,80,Diesel,manual,20
LU04139,15950.0,April,DE,1,Volkswagen,Golf VII,1.6 TDI,White,2018,Kombi,Stoff,4.1,83283,115,Diesel,manual,47
UK54511,30640.0,February,DE,0,Volkswagen,Tiguan,2.0 TSI,White,2017,SUV,Stoff,7.2,53061,180,Benzin,automatic,5
NE04639,34490.0,September,DE,0,Audi,A6 Allroad,3.0 V6 TDI clean diesel,Black,2018,Kombi,Alcantara,5.7,41534,218,Diesel,automatic,25
YK39066,14300.0,March,DE,0,Smart,fortwo,1.0,Gray,2018,Coupe,Stoff,4.1,36389,70,Benzin,automatic,15
MZ54370,17990.0,March,DE,0,Hyundai,Tucson,1.6,Blue,2018,SUV,Stoff,7.2,18332,132,Benzin,manual,9
TU70179,38580.0,October,CZ,0,Skoda,Octavia,2.0 TDI,Gray,2021,Kombi,Stoff,5.0,20811,200,Diesel,automatic,73
TX77906,15240.0,June,DE,0,Citroen,C3,1.2 VTi,Gray,2021,Limousine,Stoff,4.2,18355,82,Benzin,manual,92
YD32698,18400.0,June,DE,0,Nissan,Micra,1.0 IG-T,Red,2020,Limousine,Alcantara,5.9,553,101,Benzin,automatic,69
WA78517,26130.0,April,DE,0,Kia,pro_cee'd,1.6 TGDI,Gray,2019,Coupe,Alcantara,6.2,36591,205,Benzin,automatic,4
SR17869,9900.0,October,DE,0,Skoda,Rapid,1.2 TSI,White,2013,Limousine,Stoff,5.4,66855,105,Benzin,manual,98
ZD69082,26640.0,November,HU,0,Skoda,Karoq,1.5 TSI,Black,2018,SUV,Stoff,7.2,24532,150,Benzin,automatic,115
SP31745,9500.0,August,DE,0,Ford,Fiesta,1.0 EcoBoost,White,2014,Limousine,Stoff,4.5,69910,100,Benzin,manual,23
EW18999,7920.0,April,DE,0,Volkswagen,up!,1.0,White,2014,Limousine,Teilleder,4.7,75126,75,Benzin,manual,16
TF08624,18090.0,April,DE,0,Volkswagen,Polo,1.0 TSI,Black,2018,Limousine,Stoff,4.4,9772,95,Benzin,manual,60
DD94031,17000.0,August,BE,0,Opel,Corsa,1.2,Blue,2020,Limousine,Stoff,4.3,1342,101,Benzin,automatic,44
NL95109,21350.0,October,DE,0,Fiat,124 Spider,1.4 Turbo,White,2017,Cabrio,Leder,6.4,2850,140,Benzin,manual,37
SF46728,23690.0,September,DE,0,Ford,Grand Tourneo Connect,1.5 EcoBlue TDCi,White,2018,Kombi,Stoff,4.7,73472,120,Diesel,manual,13
BP23805,25630.0,February,DE,0,Smart,fortwo,0.9 Turbo,Gray,2018,Cabrio,Leder,4.6,9422,110,Benzin,automatic,3
HL48505,14530.0,March,DE,0,Mercedes-Benz,A-Klasse,A 180,Gray,2012,Limousine,Teilleder,5.5,75643,122,Benzin,manual,42
RN65367,16100.0,November,DE,0,Opel,Corsa,1.2,Black,2019,Limousine,Teilleder,4.2,37930,101,Benzin,manual,5
ZJ75224,25850.0,November,SK,0,Opel,Mokka X,1.2 Turbo,Black,2022,SUV,Teilleder,4.8,1396,131,Benzin,automatic,23
AM74441,15020.0,May,CZ,0,Seat,Ibiza,1.0 TSI,Gray,2017,Limousine,Stoff,4.7,49838,115,Benzin,manual,113
ML62404,14900.0,July,DE,0,BMW,3er,318d,White,2013,Kombi,Stoff,4.5,114649,143,Diesel,manual,15
BH89481,22740.0,January,DE,0,Mercedes-Benz,E-Klasse,E 220 CDI,White,2014,Kombi,Leder,5.0,98577,170,Diesel,automatic,15
PZ67671,8200.0,August,DE,0,Renault,Twingo,1.0 SCe,White,2016,Limousine,Stoff,5.0,20012,70,Benzin,manual,3
YD38591,25370.0,June,DE,0,Nissan,X-Trail,2.0 dCi,Silver,2016,SUV,Leder,6.0,45592,177,Diesel,automatic,3
NT20181,13490.0,November,DE,0,BMW,1er,116i,Black,2012,Limousine,Stoff,5.6,21698,135,Benzin,manual,4
EX89928,37060.0,June,DE,0,BMW,5er,530e,Gray,2017,Limousine,Leder,2.1,50674,185,Benzin,automatic,61
KY67725,17260.0,April,DE,0,Volkswagen,Golf VII Sportsvan,1.2 TSI,Silver,2015,Van,Stoff,5.0,16034,110,Benzin,automatic,68
FZ34278,12830.0,February,DE,0,Toyota,Yaris,1.0,White,2019,Limousine,Stoff,4.7,18188,72,Benzin,manual,48
ZD15206,15990.0,December,DE,0,Ford,Fiesta,1.0 EcoBoost,Black,2020,Limousine,Stoff,4.1,19106,95,Benzin,manual,14
CW36453,12500.0,May,DE,0,Ford,B-Max,1.6 Ti-VCT,Orange,2013,Van,Stoff,6.4,12812,105,Benzin,automatic,24
CU50303,9360.0,December,DE,0,Ford,Fiesta,1.25,Brown,2015,Limousine,Stoff,5.2,54677,82,Benzin,manual,41
VC60898,12990.0,July,DE,0,MINI,Clubman,Cooper,Green,2013,Kombi,Stoff,5.5,64125,122,Benzin,manual,40
XX13171,10930.0,May,DE,0,Toyota,Yaris,1.0 VVT-i,White,2018,Limousine,Stoff,4.3,62752,70,Benzin,manual,62
DX85687,9170.0,August,DE,0,Nissan,Micra,1.2,Purple,2016,Limousine,Stoff,5.0,10961,80,Benzin,manual,24
NL24459,10990.0,August,DE,0,Hyundai,ix35,1.6,Gray,2013,SUV,Stoff,6.8,80162,135,Benzin,manual,39
ZM80644,21300.0,June,DE,0,Ford,Mondeo,1.5 EcoBoost,Gray,2018,Kombi,Stoff,6.5,22648,165,Benzin,automatic,91
YY22820,17620.0,May,DE,0,Volkswagen,Polo,1.0 TSI,Black,2017,Limousine,Teilleder,4.6,33611,115,Benzin,manual,64
NV27013,29710.0,February,DE,0,Mercedes-Benz,E-Klasse,E 200,Silver,2016,Kombi,Teilleder,6.2,53942,185,Benzin,automatic,99
JB40934,26330.0,May,DE,0,Seat,Alhambra,2.0 TDI,Gold,2016,Van,Stoff,5.2,87249,150,Diesel,automatic,33
PH26196,12930.0,April,DE,0,Fiat,500C,1.2,Red,2017,Cabrio,Stoff,4.9,7688,70,Benzin,manual,7
CE42485,11190.0,December,DE,0,Opel,Astra K,1.6 CDTI DPF,White,2017,Limousine,Stoff,3.5,96775,110,Diesel,manual,3
KK35505,7690.0,September,DK,0,Peugeot,108,1.0 VTi,White,2014,Limousine,Stoff,4.1,61013,70,Benzin,manual,84
WT92896,9800.0,July,DE,0,Hyundai,i30,1.4,Black,2013,Limousine,Stoff,6.0,74311,100,Benzin,manual,15
MA35573,14770.0,May,DE,0,Fiat,500X,1.4 Turbo,Black,2016,SUV,Stoff,6.0,67955,140,Benzin,manual,94
