id,first_price,eligible_month,eligible_date,countryoforigin,tax_deductible,make,model,subtype,outside_color,built_year,body_type,upholstery,fuelconsumption_combined,mileage,horsepower,fueltype,geartype,time_online_to_reserve_
SC23299,12130.0,May,2022-05,DE,0,Ford,Fiesta,1.0 EcoBoost,Gray,2017,Limousine,Stoff,4.3,83482,100,Benzin,manual,17
AR64618,31290.0,October,2022-10,DE,0,Seat,Leon,2.0 TSI,Black,2020,Kombi,Teilleder,7.1,16347,300,Benzin,automatic,1
JZ15480,15990.0,September,2022-09,DE,0,Audi,A3,1.4 TFSI,Gray,2014,Limousine,Stoff,5.1,84404,125,Benzin,manual,36
NR62245,30990.0,April,2023-04,DE,0,Skoda,Superb,2.0 TSI,White,2017,Kombi,Teilleder,7.2,66299,280,Benzin,automatic,41
AK82703,13930.0,May,2022-05,DE,0,Volkswagen,Tiguan,1.4 TSI,Black,2012,SUV,Alcantara,6.5,64013,122,Benzin,manual,30
HN95596,25990.0,August,2022-08,DE,0,Seat,Leon,2.0 TSI,Gray,2017,Limousine,Alcantara,6.8,57298,300,Benzin,automatic,4
RJ87522,25280.0,May,2022-05,DE,0,Volkswagen,Polo,2.0 TSI,Black,2019,Limousine,Stoff,6.1,18243,200,Benzin,automatic,34
DU45616,38090.0,April,2022-04,DE,0,Mercedes-Benz,A-Klasse,A 45 AMG,Black,2017,Limousine,Alcantara,6.9,52648,380,Benzin,automatic,85
CT62330,11810.0,February,2022-02,DE,0,Skoda,Fabia,1.2 TSI,Gray,2016,Kombi,Stoff,4.6,60847,90,Benzin,manual,1
KH22900,19990.0,August,2022-08,DE,0,Seat,Alhambra,2.0 TDI,Black,2014,Van,Alcantara,5.8,114102,177,Diesel,manual,12
CU03626,25280.0,June,2022-06,DE,0,Hyundai,Kona,1.6 TGDI,Green,2019,SUV,Leder,7.1,35937,177,Benzin,automatic,63
HP26515,17500.0,February,2023-02,DE,0,Ford,Focus,1.0 EcoBoost,Silver,2018,Limousine,Stoff,4.7,24819,125,Benzin,automatic,20
NL27787,40970.0,January,2022-01,DE,0,Volkswagen,T6 Multivan,2.0 TDI,White,2019,Bus,Stoff,5.4,25757,102,Diesel,manual,112
UN79018,15350.0,December,2021-12,DE,0,Peugeot,2008,1.2 e-THP,White,2016,SUV,Teilleder,4.8,43370,110,Benzin,automatic,42
HD87245,26490.0,September,2022-09,DE,0,Audi,A3,1.4 TFSI e-tron,Gray,2018,Limousine,Stoff,1.5,26174,150,Hybrid,automatic,40
BP73655,16990.0,November,2022-11,DE,0,Mazda,CX-3,2.0,Blue,2017,SUV,Stoff,5.8,84787,120,Benzin,automatic,33
SH03671,13930.0,February,2022-02,DE,0,Citroen,C3,1.2 PureTech,Black,2018,Kombi,Stoff,4.7,31097,82,Benzin,manual,22
JR14235,16390.0,December,2022-12,DE,0,Renault,Talisman,1.6 dCi Energy,Black,2016,Limousine,Leder,4.6,118563,160,Diesel,automatic,1
RY21523,14990.0,December,2022-12,DE,0,Volkswagen,Golf VII,1.4 TSI,Gray,2016,Limousine,Stoff,5.2,83969,125,Benzin,manual,17
UR03566,10000.0,August,2022-08,CZ,0,Hyundai,i10,1.2,Gray,2015,Limousine,Stoff,4.7,12325,87,Benzin,manual,31
TN66240,15490.0,March,2023-03,ES,0,Opel,Mokka X,1.4 Turbo,Blue,2017,SUV,Leder,5.9,67184,140,Benzin,manual,29
PF72784,21000.0,April,2022-04,DE,0,Kia,Stonic,1.0 TGDI,Red,2018,SUV,Leder,5.2,17304,120,Benzin,automatic,36
RH63038,19510.0,February,2022-02,DE,0,Hyundai,Tucson,1.6 TGDI,Gold,2017,SUV,Leder,7.6,90350,177,Benzin,automatic,1
TZ43887,18170.0,March,2022-03,DE,0,Audi,A3,2.0 TDI,White,2014,Limousine,Alcantara,4.7,78712,150,Diesel,manual,9
PW00057,10000.0,January,2023-01,DE,0,Ford,Focus,1.6 Ti-VCT,Brown,2013,Kombi,Stoff,6.3,90033,125,Benzin,automatic,12
NX16028,14000.0,September,2022-09,DE,0,Volkswagen,Golf VII,1.4 TSI,Gray,2014,Kombi,Teilleder,5.1,100132,122,Benzin,automatic,5
YT43633,42300.0,October,2022-10,DE,0,Volkswagen,T6 Multivan,2.0 TDI,White,2017,Bus,Alcantara,5.9,80002,150,Diesel,automatic,8
KB20292,14490.0,February,2023-02,DE,0,Volkswagen,Touran,1.4 TSI,Green,2015,Van,Stoff,6.8,101765,140,Benzin,manual,1
UX32827,36500.0,August,2022-08,DE,0,Mitsubishi,Outlander,2.4 PHEV,Black,2020,SUV,Teilleder,1.8,4212,224,Hybrid,automatic,106
FU63720,12120.0,January,2023-01,DE,0,Skoda,Fabia,1.0 TSI,Gray,2018,Limousine,Stoff,4.3,51899,95,Benzin,manual,17
FE97188,30600.0,October,2021-10,DE,0,Land Rover,Discovery Sport,2.0 Td4,Gray,2018,SUV,Leder,6.5,67357,180,Diesel,automatic,18
CG44427,6290.0,July,2022-07,DE,0,Volkswagen,up!,1.0,White,2013,Limousine,Stoff,4.1,101093,60,Benzin,manual,12
NL37313,16390.0,June,2022-06,DE,0,Dacia,Duster II,1.2 TCe,Blue,2018,SUV,Stoff,6.2,27667,125,Benzin,manual,101
FX39135,12500.0,August,2021-08,DE,0,Peugeot,2008,1.2 e-THP,Gray,2017,SUV,Stoff,4.4,36433,110,Benzin,manual,24
MB29704,21810.0,June,2022-06,DE,0,BMW,3er,320d,Black,2017,Kombi,Leder,4.1,85711,190,Diesel,automatic,22
MG14271,27200.0,July,2021-07,DE,0,Audi,A5,1.8 TFSI,White,2016,Cabrio,Alcantara,6,43952,177,Benzin,automatic,39
WS33493,18830.0,June,2022-06,DE,0,Volkswagen,Golf VII,1.4 TSI,Gray,2017,Limousine,Stoff,5.1,66580,125,Benzin,automatic,52
EH78424,13450.0,June,2022-06,PL,0,Volkswagen,Polo,1.2 TSI,Gray,2017,Limousine,Stoff,6.0,37370,90,Benzin,manual,74
GZ93047,17030.0,June,2022-06,DE,0,Volkswagen,Golf VII,2.0 TSI,Black,2013,Limousine,Stoff,6.0,116889,220,Benzin,manual,49
SR01145,26800.0,May,2022-05,DE,0,Audi,A4,2.0 TFSI,Gray,2015,Kombi,Stoff,5.3,58238,190,Benzin,automatic,54
LP51440,32100.0,August,2021-08,DE,0,Toyota,ProAce Verso,2.0 D-4D,White,2019,Bus,Leder,5.4,25153,177,Diesel,automatic,2
CG73216,16420.0,April,2023-04,DE,0,Renault,Megane,1.3 TCe,White,2018,Limousine,Stoff,5.4,16715,116,Benzin,manual,32
NF39879,15290.0,August,2022-08,DE,0,Skoda,Scala,1.0 TSI,White,2019,Limousine,Stoff,5.0,29347,95,Benzin,manual,23
BY52785,14220.0,November,2021-11,DE,0,Toyota,Auris,1.2 Turbo,Silver,2017,Limousine,Stoff,4.8,35202,115,Benzin,manual,87
RY84259,44780.0,November,2021-11,DE,0,Audi,S4,3.0 V6 TFSI,Gray,2017,Kombi,Teilleder,7.3,55662,355,Benzin,automatic,158
DY61300,10880.0,November,2021-11,DE,0,Smart,forfour,0.9 Turbo,Blue,2016,Limousine,Stoff,5.2,39050,90,Benzin,automatic,9
TC25336,41500.0,July,2021-07,DE,0,Mercedes-Benz,GLC-Klasse,GLC 300,Gray,2018,SUV,Alcantara,7.8,27505,245,Benzin,automatic,52
RC48467,16650.0,February,2023-02,DE,1,Skoda,Scala,1.6 TDI,Black,2019,Limousine,Stoff,4.2,61023,116,Diesel,manual,20
GL82931,12290.0,December,2022-12,DE,0,Renault,Twingo,0.9 Energy,White,2017,Limousine,Stoff,4.8,29740,90,Benzin,automatic,26
MW73832,20990.0,November,2022-11,DE,0,Mercedes-Benz,E-Klasse,E 200 CGI,Gray,2014,Limousine,Stoff,6.1,76151,185,Benzin,automatic,14
AB11210,12590.0,January,2023-01,DE,0,Volkswagen,Golf VII,1.4 TSI,Blue,2016,Limousine,Stoff,5.2,108184,125,Benzin,manual,7
JG06791,16700.0,November,2021-11,DE,0,Ford,Focus,2.0 EcoBoost,White,2014,Kombi,Teilleder,7.2,34565,250,Benzin,manual,33
JR19409,15590.0,July,2022-07,DK,0,Hyundai,i30,1.0 TGDI,Black,2017,Limousine,Stoff,5.0,40539,120,Benzin,manual,16
FH47621,8400.0,September,2021-09,DE,0,Opel,Astra,1.6,White,2013,Limousine,Teilleder,7.6,44851,115,Benzin,manual,2
PG50873,26030.0,April,2022-04,DE,0,Mercedes-Benz,C-Klasse,C 250,Black,2015,Kombi,Teilleder,5.6,67042,210,Benzin,automatic,32
YL68591,20750.0,January,2022-01,DE,0,BMW,5er,520d,Gray,2014,Kombi,Leder,4.6,85918,190,Diesel,automatic,17
XU04614,14290.0,December,2021-12,DE,0,Skoda,Superb,2.0 TDI,White,2013,Kombi,Alcantara,6.1,91988,170,Diesel,automatic,8
UM32642,10650.0,September,2022-09,DE,0,Volkswagen,Golf Plus,1.2 TSI,White,2013,Limousine,Teilleder,5.5,67497,105,Benzin,manual,6
ZB38222,25490.0,August,2022-08,DE,0,Kia,cee'd,1.6 TGDI,Black,2019,Kombi,Teilleder,6.2,22429,204,Benzin,automatic,46
TN71028,33620.0,March,2022-03,AT,0,Volkswagen,T6 Multivan,2.0 TDI,White,2016,Bus,Stoff,6.2,118399,150,Diesel,manual,1
XB76411,13630.0,March,2022-03,DE,0,Ford,Focus,1.5 TDCi,Black,2015,Kombi,Stoff,3.8,84794,120,Diesel,manual,9
EA61064,8400.0,November,2021-11,DE,0,Hyundai,i10,1.2,Black,2015,Limousine,Stoff,4.9,54838,87,Benzin,manual,32
LM10481,8990.0,March,2023-03,DE,0,Renault,Megane,1.5 dCi,Black,2015,Kombi,Stoff,4.4,117170,110,Diesel,manual,26
FJ59812,22050.0,March,2022-03,DE,0,BMW,2er,220i,Silver,2015,Coupe,Teilleder,5.5,84942,185,Benzin,automatic,51
JX16035,13580.0,February,2022-02,DE,0,Ford,B-Max,1.0 EcoBoost,White,2017,Van,Stoff,5.0,63783,140,Benzin,manual,52
RT96423,12050.0,April,2023-04,DE,0,Ford,Fiesta,1.1,White,2017,Limousine,Stoff,4.7,52476,85,Benzin,manual,32
WM42306,20220.0,March,2022-03,DE,0,Opel,Insignia,1.5 SIDI Turbo,Gray,2017,Limousine,Teilleder,6.1,45944,165,Benzin,automatic,47
SC43285,14500.0,August,2021-08,DE,0,Dacia,Duster II,1.6 SCe,Gray,2018,SUV,Stoff,6.5,20792,115,Benzin,manual,16
KL56783,12390.0,November,2022-11,DE,0,Smart,fortwo,0.9 Turbo,Black,2017,Coupe,Stoff,4.1,55029,90,Benzin,automatic,1
VP32405,9140.0,August,2022-08,DE,0,Opel,Corsa,1.4,Brown,2014,Limousine,Stoff,5.2,82230,90,Benzin,manual,16
BH78600,12290.0,December,2022-12,DE,0,Audi,A1,1.2 TFSI,Black,2014,Limousine,Stoff,5.0,67716,85,Benzin,manual,33
ZY78231,18950.0,May,2022-05,DE,0,Volkswagen,Golf VI,2.0 TSI,Blue,2013,Cabrio,Leder,7.6,46247,210,Benzin,manual,10
PG67716,22550.0,March,2022-03,DE,0,Hyundai,Kona,1.6 TGDI,Green,2018,SUV,Teilleder,6.7,32213,177,Benzin,automatic,21
NE81154,14490.0,December,2022-12,DE,0,Toyota,Auris,1.2 Turbo,Red,2017,Limousine,Stoff,5.4,62330,115,Benzin,manual,41
EP54920,22730.0,July,2022-07,DE,0,Volkswagen,Caddy,1.4 TSI,Red,2018,Van,Stoff,5.9,51179,125,Benzin,manual,29
RZ77346,12990.0,April,2023-04,DE,0,Kia,Rio,1.4,Black,2014,Limousine,Leder,5.3,51984,110,Benzin,automatic,28
DG79755,40180.0,March,2022-03,DE,0,BMW,X5,xDrive 30d,Silver,2016,SUV,Leder,6.9,59673,258,Diesel,automatic,138
UK93275,24790.0,April,2023-04,DE,0,Volkswagen,Sharan,2.0 TDI,Black,2016,Van,Teilleder,5.2,83478,150,Diesel,automatic,1
FR92812,10900.0,September,2021-09,DE,0,Seat,Toledo,1.2 TSI,Brown,2013,Limousine,Stoff,5.1,40680,105,Benzin,manual,10
XP73536,16280.0,May,2022-05,DE,0,Ford,Fiesta,1.0 EcoBoost,Black,2018,Limousine,Stoff,5.0,60893,125,Benzin,manual,110
GY43001,19900.0,August,2021-08,DE,0,Toyota,Avensis,1.8,Black,2018,Kombi,Stoff,6,30677,147,Benzin,automatic,80
XZ57258,10690.0,January,2023-01,DE,0,Ford,Focus,1.5 TDCi,Gray,2016,Kombi,Stoff,3.8,102777,120,Diesel,manual,7
FS44149,14790.0,November,2022-11,SI,0,Volkswagen,Golf VII,1.4 TSI,Gray,2014,Limousine,Stoff,5.2,47776,122,Benzin,manual,79
TA72645,21490.0,December,2022-12,DE,0,Seat,Ateca,1.4 TSI ACT,Gray,2017,SUV,Stoff,5.5,74638,150,Benzin,automatic,35
VP56171,19030.0,November,2021-11,DE,0,Volkswagen,Golf VII,2.0 TDI,Black,2015,Kombi,Teilleder,5.0,97837,185,Diesel,automatic,119
YX25387,14600.0,July,2021-07,DE,0,Renault,Clio,1.2 TCe Energy,White,2018,Limousine,Teilleder,5.4,19609,118,Benzin,automatic,29
EJ76630,33260.0,June,2022-06,DE,0,Ford,Mondeo,2.0 Hybrid,Blue,2021,Kombi,Teilleder,4.5,4339,188,Hybrid,automatic,10
KC73031,13000.0,July,2022-07,DE,0,Smart,fortwo,1.0,Gray,2019,Coupe,Stoff,4.1,24093,70,Benzin,manual,62
ZB12472,16200.0,October,2021-10,DE,0,Skoda,Octavia,2.0 TDI,White,2013,Kombi,Teilleder,4.8,93128,185,Diesel,automatic,11
ZS75385,22600.0,September,2021-09,DE,0,Seat,Ateca,2.0 TDI,White,2017,SUV,Leder,5.3,83130,190,Diesel,automatic,8
ZA86996,16590.0,September,2022-09,DE,0,Volkswagen,Golf VII,2.0 TSI,White,2014,Limousine,Stoff,6.0,102855,220,Benzin,manual,15
EV45516,14920.0,April,2023-04,DE,0,Subaru,XV,2.0 Diesel,Black,2016,SUV,Stoff,5.4,97696,147,Diesel,manual,42
SM32840,14890.0,December,2022-12,DE,0,Volkswagen,Touran,1.2 TSI,Red,2014,Van,Stoff,6.4,74426,105,Benzin,manual,2
GZ30004,35680.0,November,2022-11,DE,0,Ford,Tourneo Custom,2.0 TDCi,White,2018,Kombi,Stoff,7.1,72471,170,Diesel,automatic,65
WR91300,14730.0,March,2022-03,DE,0,Volkswagen,Golf VII,1.4 TSI,Black,2016,Limousine,Teilleder,5.2,103432,150,Benzin,manual,1
RN58930,10990.0,March,2023-03,DE,0,BMW,1er,116i,White,2014,Limousine,Stoff,5.6,101554,135,Benzin,manual,20
EH53096,12990.0,October,2022-10,DE,0,Smart,forfour,1.0,Gray,2019,Limousine,Stoff,5.0,30653,70,Benzin,automatic,1
UZ93574,20110.0,January,2023-01,DE,0,Volkswagen,T-Cross,1.0 TSI,Gray,2020,SUV,Stoff,4.8,5072,95,Benzin,manual,3
JZ12839,12190.0,February,2023-02,DE,0,Smart,fortwo,0.9 Turbo,Red,2016,Coupe,Stoff,4.1,47532,90,Benzin,automatic,13
SA77559,21990.0,November,2022-11,DE,0,BMW,1er,118d,White,2018,Limousine,Leder,4.4,42105,150,Diesel,manual,47
TE76038,14650.0,May,2022-05,DE,0,Volkswagen,Tiguan,1.4 TSI,Gray,2016,SUV,Stoff,6.4,101925,125,Benzin,manual,50
MB05458,13090.0,January,2023-01,DE,0,Dacia,Duster II,1.6 SCe,Blue,2019,SUV,Stoff,6.5,54576,115,Benzin,manual,22
XU84566,21490.0,December,2022-12,DE,0,Mercedes-Benz,C-Klasse,C 200,Silver,2014,Limousine,Teilleder,5.3,103558,185,Benzin,automatic,25
SP73213,21590.0,November,2022-11,DE,0,Mercedes-Benz,C-Klasse,C 180 CGI,Gray,2015,Limousine,Leder,5.0,79489,155,Benzin,manual,50
FT42575,18000.0,January,2022-01,DE,0,Volkswagen,Beetle,2.0 TDI,White,2014,Limousine,Stoff,5.1,73800,140,Diesel,automatic,33
FT68180,15950.0,December,2021-12,DE,0,Kia,Sportage,2.0 CRDi,Black,2014,SUV,Leder,5.6,91363,185,Diesel,automatic,21
NE36624,20100.0,June,2021-06,DE,0,Seat,Arona,1.5 TSI ACT,White,2019,SUV,Stoff,4.9,10887,150,Benzin,manual,67
LF31930,13330.0,November,2021-11,DE,0,Opel,Corsa,1.4,Gray,2019,Limousine,Stoff,5.4,9922,90,Benzin,manual,38
TV89975,9500.0,December,2022-12,BE,0,Ford,Fiesta,1.0,Black,2013,Limousine,Stoff,4.6,56915,80,Benzin,manual,31
NY61154,15000.0,July,2021-07,DE,0,Skoda,Yeti,1.4 TSI,Black,2014,SUV,Stoff,6.8,19202,122,Benzin,manual,19
HL99504,20200.0,August,2021-08,DE,0,Mercedes-Benz,GLA-Klasse,GLA 200,Gray,2015,SUV,Teilleder,5.8,65376,155,Benzin,automatic,39
ZK03847,7500.0,September,2022-09,DE,0,Toyota,AYGO,1.0,Red,2013,Limousine,Stoff,4.4,26704,68,Benzin,manual,26
MB36356,23690.0,November,2021-11,DE,0,Mercedes-Benz,C-Klasse,C 250,Gray,2015,Limousine,Teilleder,5.3,76660,210,Benzin,automatic,6
RF91565,12830.0,June,2022-06,DE,0,Kia,Picanto,1.2,Black,2016,Limousine,Stoff,4.7,30753,85,Benzin,automatic,72
JY23692,14600.0,October,2021-10,DE,0,Mazda,2,1.5,Red,2017,Limousine,Stoff,4.8,23271,90,Benzin,automatic,95
WH38594,15640.0,January,2022-01,DE,0,Fiat,500C,1.2,Blue,2019,Cabrio,Stoff,5.3,19305,70,Benzin,manual,56
PW26331,16700.0,September,2021-09,DE,0,Volkswagen,Golf VII Sportsvan,1.2 TSI,Gray,2016,Van,Stoff,5,16783,110,Benzin,automatic,10
BT72756,13870.0,June,2022-06,DE,0,Opel,Crossland X,1.2,Red,2017,SUV,Stoff,5.1,16854,82,Benzin,manual,51
ZM54207,9400.0,February,2023-02,DE,0,Ford,Fiesta,1.0 EcoBoost,Blue,2017,Limousine,Stoff,4.3,109294,100,Benzin,manual,9
RV76273,20140.0,May,2022-05,DE,0,Mercedes-Benz,A-Klasse,A 180,Black,2016,Limousine,Teilleder,5.1,63469,122,Benzin,automatic,14
MK44747,9370.0,March,2022-03,DE,0,Fiat,500,1.2,Gray,2014,Limousine,Leder,5.1,45316,70,Benzin,manual,82
PU39089,19500.0,September,2021-09,DE,0,Citroen,C4 Grand Picasso,1.2 e-THP,Gray,2019,Van,Stoff,5.1,43961,130,Benzin,manual,17
MA36065,20740.0,November,2021-11,DE,0,Mercedes-Benz,A-Klasse,A 200 CDI,Purple,2015,Limousine,Leder,4.1,57337,135,Diesel,manual,15
TB13140,29990.0,July,2022-07,DE,0,Audi,Q2,2.0 TDI,Black,2018,SUV,Teilleder,4.8,52395,150,Diesel,automatic,75
KA55668,19490.0,April,2023-04,DE,0,Audi,A3,1.4 TFSI ACT,Gray,2016,Limousine,Leder,5.0,91456,150,Benzin,manual,62
DF13361,13570.0,May,2022-05,DE,0,Volkswagen,Polo,1.2 TSI,Gray,2015,Limousine,Stoff,4.7,15016,90,Benzin,manual,1
JB65359,23570.0,December,2021-12,DE,0,Volkswagen,Beetle,1.2 TSI,Black,2017,Cabrio,Stoff,6.1,14904,105,Benzin,manual,74
VE75266,14290.0,October,2022-10,DE,0,Kia,Stonic,1.2,Black,2017,SUV,Stoff,5.2,67923,85,Benzin,manual,59
JN17787,17090.0,July,2022-07,DE,0,Mercedes-Benz,B-Klasse,B 200,Gray,2014,Van,Stoff,5.9,59898,155,Benzin,automatic,64
FZ99837,16500.0,June,2022-06,DE,0,Nissan,Qashqai,1.2,Gray,2017,SUV,Stoff,5.6,51851,115,Benzin,manual,103
TZ93951,19830.0,April,2022-04,DE,0,Ford,C-Max,1.5 EcoBoost,Black,2019,Van,Stoff,6.9,24357,150,Benzin,automatic,25
GT82859,14000.0,August,2022-08,DE,0,BMW,1er,116i,Black,2015,Limousine,Stoff,5.4,73557,110,Benzin,manual,9
AV15383,46110.0,January,2022-01,DE,0,Porsche,Macan,2.0,Gray,2017,SUV,Leder,7.2,82087,252,Benzin,automatic,23
NT79515,44030.0,May,2022-05,DE,0,Mercedes-Benz,Vito Tourer,116 CDI,White,2019,Kombi,Stoff,5.7,23817,163,Diesel,automatic,10
ZJ25131,27150.0,March,2022-03,DE,0,BMW,X1,sDrive 18i,Black,2018,SUV,Stoff,5.8,38434,140,Benzin,automatic,63
SD06807,13740.0,January,2022-01,DE,0,Mazda,3,2.0,Gray,2013,Limousine,Stoff,5.1,76305,120,Benzin,manual,46
CS03247,16310.0,January,2023-01,DE,0,Skoda,Fabia,1.0 TSI,Silver,2021,Limousine,Stoff,4.5,9202,95,Benzin,manual,12
HA11554,16180.0,November,2021-11,DE,0,Smart,forfour,0.9 Turbo,Black,2019,Limousine,Leder,5.4,11481,90,Benzin,automatic,22
WR26930,30640.0,November,2021-11,DE,0,Peugeot,3008,1.6,Red,2018,SUV,Teilleder,5.8,10094,181,Benzin,automatic,149
ZF64352,21300.0,October,2021-10,DE,0,Hyundai,Tucson,1.6 TGDI,Gray,2016,SUV,Leder,7.6,36353,177,Benzin,manual,26
KE32542,28190.0,March,2023-03,DE,0,Volkswagen,T-Roc,2.0 TSI,White,2018,SUV,Leder,6.7,36151,190,Benzin,automatic,46
YM75210,12450.0,April,2022-04,DE,0,Volkswagen,Golf VI,1.6 TDI,White,2014,Cabrio,Stoff,4.4,99997,105,Diesel,manual,83
VR70091,21400.0,August,2021-08,DE,0,Hyundai,Kona,1.6 TGDI,Red,2018,SUV,Teilleder,6.7,13528,177,Benzin,automatic,13
MX57622,13940.0,April,2022-04,DE,0,Opel,Astra K,1.6 CDTI DPF,Silver,2018,Kombi,Stoff,4.5,55016,110,Diesel,manual,80
XG68196,24910.0,May,2022-05,DE,0,Volkswagen,Polo,2.0 TSI,Red,2018,Limousine,Stoff,5.9,16399,200,Benzin,automatic,67
JD74081,35310.0,March,2023-03,DE,0,Hyundai,Kona,2.0 T-GDI,White,2021,SUV,Alcantara,8.5,9760,280,Benzin,automatic,44
LP19422,29000.0,May,2021-05,DE,0,Seat,Ateca,2.0 TSI,Red,2018,SUV,Alcantara,7,20045,190,Benzin,automatic,126
HY72845,23760.0,May,2022-05,DE,0,Audi,Q3,2.0 TDI,Black,2014,SUV,Leder,5.6,95700,185,Diesel,automatic,38
EF96170,20390.0,October,2022-10,DE,0,BMW,1er,118i,White,2017,Limousine,Teilleder,5.1,28315,135,Benzin,automatic,43
ES29418,18490.0,March,2023-03,DE,0,Nissan,X-Trail,1.6 dCi,Gray,2015,SUV,Stoff,5.1,37888,130,Diesel,automatic,41
AL16099,35970.0,June,2022-06,DE,0,Skoda,Kodiaq,2.0 TDI,Blue,2017,SUV,Alcantara,5.7,22942,190,Diesel,automatic,76
VV63722,10990.0,February,2023-02,IT,0,Fiat,Tipo,1.4,White,2018,Limousine,Stoff,5.7,58095,95,Benzin,manual,79
BB87796,22990.0,October,2022-10,CZ,0,Volkswagen,Golf VII Sportsvan,1.5 TSI,Gray,2018,Van,Alcantara,5.1,37242,150,Benzin,automatic,3
DZ91497,19280.0,January,2023-01,DE,0,BMW,X1,xDrive 18d,Black,2016,SUV,Leder,4.7,102651,150,Diesel,manual,1
TN21607,14290.0,December,2021-12,DE,0,Toyota,Auris,1.2 Turbo,Red,2017,Limousine,Stoff,4.8,46731,115,Benzin,manual,59
VF91449,16990.0,October,2022-10,DE,0,Volkswagen,Golf VII,1.5 TSI,White,2017,Limousine,Stoff,4.8,60419,130,Benzin,manual,23
VT60372,24990.0,July,2022-07,DE,0,Ford,Focus,1.5 EcoBoost,Gray,2019,Kombi,Stoff,5.4,42932,182,Benzin,automatic,30
JX08190,13290.0,December,2022-12,PL,0,Volkswagen,Golf VII,1.2 TSI,White,2016,Limousine,Stoff,4.9,64976,85,Benzin,manual,44
WY90665,7100.0,October,2021-10,DE,0,Volkswagen,up!,1.0,White,2012,Limousine,Stoff,4.5,56792,60,Benzin,manual,73
TG28171,36820.0,October,2022-10,DE,0,BMW,3er,320d,Black,2020,Limousine,Teilleder,4.7,19146,190,Diesel,automatic,52
JZ20252,23990.0,August,2022-08,DE,0,Skoda,Karoq,1.6 TDI,White,2018,SUV,Stoff,4.6,37624,115,Diesel,automatic,58
YW35950,17260.0,November,2021-11,HU,0,Suzuki,SX4,1.4 BoosterJet,Black,2017,SUV,Stoff,5.9,56492,140,Benzin,manual,67
PW39553,22450.0,February,2022-02,DE,0,BMW,1er,120d,Gray,2018,Limousine,Leder,3.9,76085,190,Diesel,automatic,12
JG13083,21230.0,January,2022-01,DE,0,Renault,Trafic,1.6 dCi Energy,Black,2017,Kombi,Stoff,6.4,75935,145,Diesel,manual,1
VM65759,21000.0,July,2022-07,DE,0,Audi,A4,2.0 TDI,Black,2016,Kombi,Alcantara,4.3,99303,150,Diesel,manual,9
ZG60466,21070.0,February,2023-02,DE,0,Renault,Talisman,1.6 TCe,Black,2019,Limousine,Leder,7.2,100016,224,Benzin,automatic,25
HF26232,25380.0,February,2023-02,DE,0,Renault,Talisman,1.8 TCe,Blue,2018,Kombi,Teilleder,4.2,47465,224,Benzin,automatic,17
NC35731,15990.0,January,2023-01,DE,0,Suzuki,Vitara,1.6 DDiS,Black,2015,SUV,Teilleder,4.0,107060,120,Diesel,manual,24
VW43253,42990.0,September,2022-09,DE,0,Audi,Q7,3.0 V6 TDI,Blue,2016,SUV,Leder,6.2,78208,218,Diesel,automatic,1
WP66850,18800.0,August,2021-08,DE,0,Toyota,C-HR,1.8 Hybrid,Red,2017,SUV,Stoff,3.9,52114,122,Hybrid,automatic,52
ZM18457,18590.0,June,2022-06,DE,0,Skoda,Fabia,1.0 TSI,Black,2020,Kombi,Stoff,5.5,5560,95,Benzin,manual,16
WF35114,12180.0,July,2022-07,DE,0,Renault,Clio,0.9 TCe,Black,2019,Limousine,Stoff,5.2,29295,90,Benzin,manual,15
AK71537,15790.0,October,2022-10,DE,0,BMW,1er,116i,Blue,2016,Limousine,Stoff,5.3,49569,110,Benzin,manual,15
EH88444,18250.0,March,2023-03,DE,0,Hyundai,Kona,1.0 TGDI,Gray,2018,SUV,Stoff,5.2,14780,120,Benzin,manual,43
WZ83656,10200.0,June,2022-06,DE,0,Renault,Clio,1.2,Silver,2016,Limousine,Stoff,5.6,81499,73,Benzin,manual,98
AF30914,19400.0,September,2021-09,DE,0,Hyundai,Tucson,1.6,Black,2018,SUV,Stoff,6.3,22255,132,Benzin,manual,22
TR37031,14660.0,July,2022-07,DE,0,Skoda,Octavia,1.6 TDI,Blue,2016,Kombi,Stoff,3.9,90449,110,Diesel,manual,55
CC46717,19790.0,September,2022-09,DE,0,Skoda,Kamiq,1.0 TSI,Blue,2019,SUV,Stoff,5.0,7611,116,Benzin,manual,36
FF13123,21490.0,December,2022-12,DE,0,Seat,Leon,1.8 TSI,Black,2017,Limousine,Alcantara,5.8,29395,180,Benzin,automatic,6
JN37366,29000.0,October,2021-10,DE,0,BMW,4er,425d Gran Coupé,Red,2016,Limousine,Leder,4.6,39173,225,Diesel,automatic,59
VR48672,10600.0,August,2021-08,DE,0,Fiat,500C,1.2,Green,2017,Cabrio,Stoff,4.9,25023,70,Benzin,manual,22
NZ95217,12470.0,January,2023-01,DE,0,BMW,1er,116i,Black,2014,Limousine,Stoff,5.6,81952,135,Benzin,manual,7
ZY11333,19210.0,November,2022-11,DE,0,Audi,A4,1.8 TFSI,Blue,2015,Kombi,Stoff,6.1,97484,170,Benzin,automatic,42
NJ47197,23800.0,August,2021-08,DE,0,Kia,Niro,1.6,Blue,2018,SUV,Leder,4.4,19923,104,Hybrid,automatic,22
