id,first_price,eligible_month,eligible_date,countryoforigin,tax_deductible,make,model,subtype,outside_color,built_year,body_type,upholstery,fuelconsumption_combined,mileage,horsepower,fueltype,geartype,time_online_to_reserve_
WV38992,12700.0,June,2022-06,AT,0,Opel,Mokka,1.4 Turbo,Brown,2015,SUV,Teilleder,6.0,69428,140,Benzin,manual,97
HM57645,29990.0,September,2022-09,DE,0,Audi,A5 Sportback,35 TFSI,Black,2019,Kombi,Teilleder,6.0,48455,150,Benzin,automatic,6
YJ36657,8750.0,May,2023-05,DE,0,Volkswagen,up!,1.0,Silver,2016,Limousine,Stoff,4.5,56676,60,Benzin,manual,50
FT00128,23400.0,November,2021-11,DE,0,Audi,A4,1.4 TFSI,Green,2016,Kombi,Stoff,5.8,49162,150,Benzin,manual,30
GD42085,25600.0,January,2023-01,DE,0,Mitsubishi,Outlander,2.0,Gray,2016,SUV,Leder,1.8,45655,120,Hybrid,automatic,34
AF48636,10990.0,November,2022-11,DE,0,Peugeot,208,1.6 Turbo,Black,2013,Limousine,Teilleder,5.9,64562,200,Benzin,manual,4
RU35252,16190.0,November,2022-11,DE,0,Mazda,3,2.0,Silver,2015,Limousine,Stoff,5.6,18526,120,Benzin,automatic,5
PH41408,13400.0,October,2021-10,DE,0,Volkswagen,Touran,1.4 TSI,Black,2013,Van,Stoff,6.6,79243,140,Benzin,automatic,27
YL49744,23990.0,October,2022-10,DE,0,Volkswagen,Tiguan,1.4 TSI,White,2017,SUV,Stoff,6.1,40593,150,Benzin,automatic,1
WT64063,23890.0,March,2023-03,DE,0,Mercedes-Benz,E-Klasse,E 220 CDI,Black,2016,Kombi,Teilleder,4.5,96716,170,Diesel,automatic,6
GU67172,35390.0,March,2023-03,DE,0,BMW,X3,xDrive 20i,White,2018,SUV,Teilleder,7.3,70856,185,Benzin,automatic,75
WD38228,18200.0,September,2022-09,DE,0,Toyota,Yaris,1.5 Hybrid,White,2019,Limousine,Stoff,3.6,7761,101,Hybrid,automatic,18
DG95042,20760.0,January,2023-01,DE,0,Volkswagen,Golf VII,2.0 TDI,Black,2016,Kombi,Leder,4.8,89598,185,Diesel,automatic,34
NG07027,27700.0,September,2021-09,DE,0,BMW,3er,318d,Black,2020,Kombi,Teilleder,4.8,21468,150,Diesel,manual,6
ZF60718,10390.0,March,2023-03,DE,0,Citroen,C3,1.2 VTi,Black,2018,Limousine,Stoff,4.7,86681,82,Benzin,manual,57
JK46407,23730.0,July,2022-07,DE,0,Volkswagen,Passat,2.0 TDI,Black,2018,Kombi,Alcantara,4.2,68402,150,Diesel,manual,75
VR68021,15490.0,September,2022-09,DE,0,Opel,Zafira Tourer,2.0 CDTI,Black,2016,Van,Stoff,4.9,105621,170,Diesel,manual,41
FZ64828,17200.0,February,2023-02,DE,0,BMW,1er,118i,White,2017,Limousine,Alcantara,5.3,92766,135,Benzin,manual,22
TM43451,18290.0,September,2022-09,DE,0,Volkswagen,Golf VII,1.4 TSI,White,2017,Kombi,Stoff,5.1,49070,125,Benzin,automatic,21
CW32875,17990.0,March,2023-03,DE,0,Toyota,Auris Touring Sports,1.8 Hybrid,Gray,2017,Kombi,Stoff,4.0,91335,100,Hybrid,automatic,46
SW17599,23300.0,July,2022-07,DE,0,Volkswagen,Touran,1.4 TSI,Gray,2016,Van,Stoff,5.4,69047,150,Benzin,automatic,20
EZ67305,15380.0,December,2022-12,DE,0,Volkswagen,Polo,1.6 TDI,White,2018,Limousine,Stoff,3.6,39117,95,Diesel,manual,32
XZ25896,26610.0,February,2023-02,DE,0,Ford,Galaxy,1.5 EcoBoost,Gray,2019,Van,Stoff,7.5,42214,165,Benzin,manual,47
RG50155,12990.0,February,2023-02,DE,0,Smart,fortwo,0.9 Turbo,Black,2017,Coupe,Leder,4.1,48678,90,Benzin,automatic,33
JW71505,12100.0,March,2023-03,DE,0,Volkswagen,Polo,1.4 TDI,Black,2015,Limousine,Stoff,3.6,65125,105,Diesel,manual,16
BF40303,22870.0,November,2021-11,DE,0,Renault,Kadjar,1.3 TCe,Blue,2019,SUV,Teilleder,6.1,224,140,Benzin,manual,96
LL19864,11170.0,March,2022-03,DE,0,Kia,Picanto,1.0,Gray,2017,Limousine,Stoff,4.2,49980,67,Benzin,manual,102
ZX14276,23650.0,January,2023-01,DE,0,MINI,MINI,Cooper,Red,2020,Limousine,Teilleder,5.3,8228,135,Benzin,automatic,9
UC75156,25400.0,August,2021-08,DE,0,Toyota,RAV 4,2.5 Hybrid,Gray,2017,SUV,Stoff,5.2,35307,197,Hybrid,automatic,19
DD29455,13600.0,August,2021-08,DE,0,Kia,cee'd,1.0 TGDI,Black,2016,Kombi,Stoff,5.1,51729,120,Benzin,manual,60
KW40004,12550.0,January,2022-01,DE,0,Honda,Jazz,1.3 i-VTEC,Orange,2015,Van,Stoff,5.0,60426,102,Benzin,manual,108
KX64116,17990.0,September,2022-09,DE,0,Volkswagen,Passat,2.0 TDI,Gray,2015,Kombi,Stoff,4.5,80943,150,Diesel,automatic,14
RC23198,10790.0,March,2023-03,DE,0,Opel,Meriva,1.4 Turbo,Silver,2013,Van,Teilleder,7.2,43236,120,Benzin,automatic,10
BU51306,19370.0,June,2022-06,DE,0,Audi,Q3,2.0 TDI,Gray,2013,SUV,Alcantara,5.9,106837,177,Diesel,automatic,62
LK97666,24800.0,July,2021-07,DE,0,Audi,Q2,2.0 TDI,Gray,2017,SUV,Leder,4.8,33600,150,Diesel,automatic,41
GY23178,19990.0,January,2023-01,DE,0,Hyundai,Kona,1.6 TGDI,Gray,2017,SUV,Leder,6.7,58961,177,Benzin,automatic,6
VR56004,15100.0,April,2022-04,DE,0,Smart,fortwo,0.9 Turbo,White,2017,Coupe,Leder,4.1,19732,90,Benzin,automatic,55
LM53199,10950.0,April,2022-04,DE,0,Hyundai,i10,1.0,Black,2019,Limousine,Stoff,5.1,41050,67,Benzin,manual,1
YD95672,27700.0,October,2021-10,DE,0,MINI,Countryman,Cooper S,Gray,2019,SUV,Leder,6.2,37971,192,Benzin,automatic,84
PR56553,8600.0,December,2022-12,DE,0,Renault,Clio,1.2,Gray,2014,Limousine,Stoff,5.5,42811,73,Benzin,manual,2
FB47545,17000.0,August,2022-08,DE,0,Volkswagen,Golf VI,2.0 TDI,White,2016,Cabrio,Stoff,4.2,61287,150,Diesel,manual,28
MW58987,7260.0,November,2022-11,SI,0,Skoda,Citigo,1.0 MPI,Green,2015,Limousine,Stoff,4.7,110254,75,Benzin,manual,34
MG11850,11690.0,February,2023-02,DE,0,Toyota,AYGO,1.0,White,2019,Limousine,Stoff,4.1,4171,72,Benzin,manual,7
WM04918,18100.0,October,2021-10,DE,0,Mercedes-Benz,C-Klasse,C 180 CGI,Silver,2014,Limousine,Teilleder,5.0,49778,155,Benzin,manual,103
AP27110,28700.0,June,2021-06,DE,1,Land Rover,Discovery Sport,2.0 Td4,White,2017,SUV,Leder,6.5,85848,180,Diesel,automatic,126
HU96445,15570.0,May,2023-05,DE,0,Citroen,DS3,1.2 PureTech,Red,2017,Limousine,Leder,4.6,15634,110,Benzin,automatic,39
HU91200,9030.0,November,2022-11,DE,0,Citroen,DS3,1.6 THP,Black,2013,Limousine,Teilleder,6.0,95291,155,Benzin,manual,19
XC65685,16500.0,October,2021-10,DE,0,Renault,Kadjar,1.5 dCi Energy,Gray,2015,SUV,Teilleder,3.9,48575,110,Diesel,automatic,59
ZP57567,13800.0,June,2022-06,DE,0,MINI,MINI,One,Black,2016,Limousine,Stoff,4.6,29947,102,Benzin,manual,1
PS16734,10200.0,August,2021-08,DE,0,Opel,Astra,1.4 Turbo,Black,2014,Kombi,Teilleder,5.8,93280,140,Benzin,manual,10
AS83706,20450.0,September,2022-09,DE,0,Audi,Q3,2.0 TDI,Orange,2014,SUV,Leder,5.7,84401,140,Diesel,automatic,102
VP49630,35670.0,September,2022-09,DE,0,Audi,Q3,40 TFSI,Black,2018,SUV,Teilleder,7.5,24848,190,Benzin,automatic,73
ZJ71529,21490.0,December,2021-12,DE,0,Seat,Arona,1.0 TSI,Gray,2020,SUV,Stoff,5.2,795,116,Benzin,manual,120
MD59954,22320.0,October,2022-10,DE,0,BMW,1er,118i,White,2019,Limousine,Stoff,5.9,40426,135,Benzin,manual,46
CU94735,32500.0,March,2021-03,DE,0,Audi,SQ5,3.0 V6 TDI,Black,2015,SUV,Alcantara,6.8,63809,313,Diesel,automatic,121
AL48741,11990.0,November,2022-11,DE,0,Volkswagen,Tiguan,1.4 TSI,Black,2014,SUV,Stoff,6.5,109425,122,Benzin,manual,37
JP77153,15250.0,March,2022-03,DE,0,Audi,A3,1.6 TDI,Gray,2015,Limousine,Teilleder,3.8,79782,110,Diesel,manual,6
SH58206,11700.0,January,2022-01,DE,0,Audi,A1,1.4 TFSI,Red,2012,Limousine,Stoff,5.4,100997,122,Benzin,manual,61
BC32506,11990.0,October,2022-10,DE,0,Seat,Leon,1.4 TSI,Black,2014,Coupe,Teilleder,5.8,93998,150,Benzin,manual,4
EZ04653,11260.0,April,2022-04,DE,0,Peugeot,208,1.2 PureTech,Gray,2017,Limousine,Stoff,4.7,13888,68,Benzin,manual,146
VJ52785,17800.0,April,2022-04,DE,0,Peugeot,208,1.6 THP,White,2016,Limousine,Teilleder,5.4,56293,208,Benzin,manual,113
EU59756,24010.0,February,2022-02,DE,0,Volkswagen,Touran,1.4 TSI,Beige,2018,Van,Stoff,5.4,14744,150,Benzin,manual,6
XD29923,14290.0,October,2022-10,DE,0,Toyota,Auris,1.2 Turbo,Blue,2016,Limousine,Stoff,5.4,39007,115,Benzin,manual,59
WL70850,18000.0,October,2021-10,DE,0,Hyundai,Tucson,1.6 TGDI,White,2017,SUV,Stoff,7.3,57652,177,Benzin,manual,62
DA15702,38990.0,September,2022-09,DE,0,Ford,Kuga,2.5 Plug-In Hybrid,White,2021,SUV,Teilleder,1.2,13916,224,Hybrid,automatic,21
FT19647,8230.0,November,2022-11,DE,0,Smart,fortwo,1.0,White,2014,Coupe,Stoff,4.2,67971,70,Benzin,automatic,48
US98893,11500.0,September,2021-09,DE,0,Smart,forfour,1.0,Blue,2018,Limousine,Stoff,5.0,17200,70,Benzin,automatic,19
PX47646,7270.0,April,2022-04,DE,0,Hyundai,i20,1.2,White,2013,Limousine,Stoff,4.9,81202,85,Benzin,manual,2
YY91983,7500.0,November,2022-11,DE,1,Dacia,Sandero II,0.9 TCe,White,2013,Limousine,Stoff,5.4,85247,90,Benzin,manual,1
KL28089,12730.0,March,2022-03,DE,0,Opel,Corsa,1.4,Silver,2019,Limousine,Stoff,5.5,11503,90,Benzin,manual,64
JL03504,23600.0,October,2021-10,DE,0,BMW,1er,120d,Gray,2017,Limousine,Alcantara,3.9,47525,190,Diesel,automatic,23
JF57471,20490.0,May,2022-05,DE,0,MINI,MINI,Cooper,Black,2018,Limousine,Teilleder,5.4,11622,135,Benzin,manual,55
XN98181,18490.0,May,2023-05,DE,0,Mercedes-Benz,A-Klasse,A 180,Black,2016,Limousine,Teilleder,5.6,81210,122,Benzin,automatic,15
CM03261,9990.0,October,2022-10,DE,0,Mitsubishi,Space Star,1.0,White,2019,Limousine,Stoff,4.0,10070,70,Benzin,manual,37
NU11189,18790.0,October,2022-10,DE,1,BMW,X1,xDrive 25d,Black,2015,SUV,Alcantara,5.9,116544,218,Diesel,automatic,42
GW51111,14490.0,May,2023-05,DE,0,Skoda,Fabia,1.0 MPI,Gray,2018,Limousine,Stoff,4.8,23694,75,Benzin,manual,46
JZ83737,15660.0,December,2021-12,DE,0,Seat,Leon,1.4 TSI,Gray,2017,Limousine,Teilleder,5.2,37252,125,Benzin,manual,35
AL79527,13030.0,November,2021-11,DE,0,Audi,A1,1.6 TDI,Gray,2012,Limousine,Stoff,3.8,54128,105,Diesel,manual,48
VP17658,15490.0,May,2023-05,DE,0,Honda,HR-V,1.5,Silver,2016,SUV,Stoff,5.6,96460,130,Benzin,manual,44
UP81320,7290.0,August,2022-08,DE,0,Citroen,C3,1.2 e-VTi,White,2015,Limousine,Stoff,4.6,110186,82,Benzin,manual,6
RG10827,18150.0,May,2023-05,DE,0,BMW,1er,118d,Black,2016,Limousine,Stoff,4.0,72294,150,Diesel,automatic,15
KF02985,5820.0,March,2022-03,DE,0,Renault,Twingo,1.2,White,2012,Limousine,Stoff,5.1,75074,75,Benzin,manual,2
UP06291,29710.0,April,2022-04,DE,0,BMW,5er,520d,Black,2017,Limousine,Leder,4.5,80859,190,Diesel,automatic,1
XV14999,10500.0,December,2021-12,DE,0,Volkswagen,Polo,1.4 TDI,Black,2015,Limousine,Stoff,3.6,99494,75,Diesel,manual,34
DM69618,25600.0,September,2021-09,DE,0,Kia,pro_cee'd,1.6 TGDI,White,2019,Coupe,Alcantara,6.8,15163,205,Benzin,manual,88
CK95887,19500.0,September,2021-09,DE,0,Jeep,Renegade,1.3 TGDi,Black,2018,SUV,Stoff,6.4,29618,150,Benzin,automatic,11
JY78907,15980.0,June,2022-06,DE,0,Citroen,Berlingo,1.6 Blue-HDi,White,2018,Kombi,Stoff,4.4,89100,120,Diesel,manual,1
VH57458,33990.0,August,2022-08,DE,0,Mitsubishi,Eclipse Cross,2.4 Plug-In-Hybrid,White,2021,SUV,Leder,1.8,3290,188,Hybrid,automatic,1
ZY19200,11800.0,July,2021-07,DE,0,Ford,Focus,1.0 EcoBoost,White,2016,Limousine,Stoff,4.6,52729,100,Benzin,manual,12
UW95224,14200.0,August,2021-08,DE,0,Suzuki,Vitara,1.6 DDiS,Gray,2016,SUV,Teilleder,4.0,110053,120,Diesel,manual,50
ZF98230,25610.0,June,2022-06,DE,0,Audi,A4,1.4 TFSI,Black,2018,Kombi,Stoff,5.2,39376,150,Benzin,manual,96
WJ00634,13790.0,March,2023-03,DE,0,Renault,Kadjar,1.5 dCi Energy,White,2015,SUV,Teilleder,3.9,58730,110,Diesel,manual,13
MG42716,16570.0,February,2022-02,DE,0,Kia,Stonic,1.4,Yellow,2018,SUV,Stoff,5.5,19167,100,Benzin,manual,131
XW25908,9270.0,November,2021-11,DE,0,Opel,Corsa,1.2,Gray,2015,Limousine,Stoff,5.4,9044,70,Benzin,manual,4
ZN90304,17150.0,June,2023-06,DE,0,BMW,1er,120d,White,2015,Limousine,Alcantara,4.1,107784,190,Diesel,manual,13
WT42650,27890.0,September,2022-09,DE,0,Volkswagen,T-Roc,1.5 TSI,Red,2019,SUV,Teilleder,5.6,22422,150,Benzin,automatic,45
TA39236,8190.0,August,2022-08,DE,0,Dacia,Sandero II,0.9 TCe,Blue,2016,Limousine,Stoff,4.9,99685,90,Benzin,manual,6
BT18462,10100.0,August,2021-08,DE,0,Ford,Ka+,1.2 Ti-VCT,Blue,2017,Limousine,Stoff,5,49266,85,Benzin,manual,100
RZ27141,8700.0,October,2021-10,DE,1,Smart,forfour,1.0,White,2015,Limousine,Leder,5.2,55393,70,Benzin,manual,27
VV62224,23830.0,March,2022-03,DE,0,Seat,Leon,1.5 TSI,Black,2019,Kombi,Teilleder,4.9,21061,150,Benzin,automatic,16
UV17141,22050.0,April,2023-04,DK,0,Volkswagen,Passat,1.8 TSI,Red,2016,Kombi,Stoff,5.8,55650,180,Benzin,automatic,20
FH76177,31760.0,February,2022-02,DE,0,Audi,S3,2.0 TFSI,Gray,2015,Limousine,Teilleder,6.9,42943,300,Benzin,automatic,11
MW55037,11190.0,June,2022-06,DE,0,Mitsubishi,Space,1.2,Red,2017,Limousine,Stoff,4.3,15774,80,Benzin,manual,88
UM02480,27900.0,June,2022-06,DE,0,Mercedes-Benz,A-Klasse,A 200,White,2017,Limousine,Teilleder,5.5,35747,155,Benzin,automatic,111
ZE12497,11080.0,November,2022-11,DE,0,Ford,Ka+,1.2 Ti-VCT,Gray,2017,Limousine,Stoff,5.0,10249,85,Benzin,manual,7
TA60343,13490.0,February,2023-02,DE,0,Opel,Corsa,1.4 Turbo,Gray,2017,Limousine,Stoff,5.1,15988,100,Benzin,manual,12
YH40002,12330.0,March,2022-03,DE,0,Opel,Adam,1.0,Brown,2015,Limousine,Teilleder,4.9,62162,115,Benzin,manual,78
PX83262,27190.0,October,2022-10,HR,0,Skoda,Octavia,1.5 TSI ACT,Black,2021,Kombi,Stoff,5.1,3049,150,Benzin,manual,51
VD22638,18660.0,April,2022-04,DE,0,Mercedes-Benz,CLA-Klasse,CLA 200,Black,2013,Limousine,Teilleder,5.7,74183,155,Benzin,manual,5
US02423,14590.0,October,2022-10,DE,0,Fiat,500C,1.2,Gray,2019,Cabrio,Stoff,5.5,13311,69,Benzin,manual,39
SY75759,10970.0,July,2022-07,BE,0,Seat,Ibiza,1.0,Black,2017,Limousine,Stoff,5.2,51914,75,Benzin,manual,87
SZ57086,14400.0,October,2021-10,DE,0,Audi,Q3,2.0 TDI,Gray,2012,SUV,Stoff,5.2,103668,140,Diesel,manual,46
KR13960,32700.0,July,2021-07,DK,0,Volvo,V 90,2.0 D4,Blue,2019,Kombi,Leder,5.3,27697,190,Diesel,automatic,71
LG77935,8000.0,June,2022-06,DE,0,Peugeot,208,1.6,White,2012,Limousine,Teilleder,6.0,99680,120,Benzin,manual,53
RB77639,26700.0,April,2021-04,DE,0,Volkswagen,Golf VII,2.0 TSI,Gray,2018,Limousine,Stoff,6.3,55740,245,Benzin,automatic,87
KM71500,26280.0,November,2022-11,DE,0,Ford,Mondeo,1.5 EcoBoost,White,2018,Kombi,Leder,7.5,26754,165,Benzin,automatic,41
NF48762,19250.0,July,2022-07,DE,0,Kia,Sportage,1.6 GDI,Gray,2018,SUV,Stoff,6.7,18395,132,Benzin,manual,71
RX10349,21990.0,October,2022-10,DE,0,BMW,2er,220d Active Tourer,Gray,2017,Van,Stoff,4.3,51921,190,Diesel,automatic,81
KX15141,44250.0,November,2022-11,DE,0,Mercedes-Benz,C-Klasse,C 43 AMG,White,2018,Kombi,Alcantara,9.3,53592,390,Benzin,automatic,44
KM67994,14890.0,April,2023-04,DE,0,Opel,Mokka X,1.6,Black,2017,SUV,Stoff,6.6,33528,115,Benzin,manual,64
RR74323,24080.0,January,2022-01,DE,0,MINI,MINI,John Cooper Works,White,2017,Limousine,Leder,6.3,52601,230,Benzin,manual,71
FJ55272,19930.0,November,2021-11,DE,0,Mitsubishi,Outlander,2.0 MIVEC,White,2017,SUV,Stoff,6.7,22419,150,Benzin,manual,68
FS29669,22530.0,May,2022-05,DE,0,Mercedes-Benz,GLA-Klasse,GLA 200,Gray,2015,SUV,Alcantara,5.8,70940,155,Benzin,automatic,18
JV85367,13590.0,November,2021-11,DE,0,Volkswagen,Golf VII,1.6 TDI,Gray,2015,Limousine,Stoff,3.8,74198,110,Diesel,manual,59
UR41042,22990.0,October,2022-10,DE,0,Toyota,RAV 4,2.5 Hybrid,White,2016,SUV,Stoff,5.0,73125,197,Hybrid,automatic,13
UY76337,16950.0,November,2021-11,DE,0,Toyota,C-HR,1.2 Turbo,Black,2018,SUV,Stoff,6.0,28165,115,Benzin,manual,21
CK43353,11490.0,September,2022-09,CZ,0,Seat,Ibiza,1.2 TSI,Black,2016,Limousine,Stoff,4.9,30849,90,Benzin,manual,2
JU46015,9900.0,June,2021-06,DE,0,Smart,fortwo,1.0,Gray,2016,Coupe,Stoff,4.1,14356,70,Benzin,automatic,46
YA98888,10490.0,November,2022-11,DE,0,Peugeot,2008,1.6 e-HDi,Gray,2014,SUV,Teilleder,4.0,87639,115,Diesel,manual,6
SC78890,16270.0,April,2022-04,PL,0,Dacia,Dokker,1.2 TCe,Blue,2018,Kombi,Stoff,5.7,48471,115,Benzin,manual,85
EA55358,33810.0,April,2022-04,DE,0,Mercedes-Benz,C-Klasse,C 220 d,Gray,2018,Limousine,Teilleder,4.3,99876,194,Diesel,automatic,43
BF46811,11850.0,August,2022-08,DE,0,Smart,forfour,1.0,Black,2017,Limousine,Stoff,5.0,26010,70,Benzin,automatic,2
PM80386,20490.0,December,2022-12,DE,0,BMW,5er,520i,Gray,2013,Limousine,Leder,6.8,59403,185,Benzin,automatic,4
ES91017,14990.0,October,2022-10,DE,0,Opel,Mokka X,1.4 Turbo,Gray,2016,SUV,Stoff,5.9,45711,140,Benzin,manual,16
EM58015,15950.0,February,2023-02,DE,0,Ford,Focus,1.0 EcoBoost,Red,2017,Kombi,Stoff,5.5,68211,125,Benzin,automatic,21
PH13246,16940.0,June,2022-06,DE,1,Renault,Clio,1.0 TCe,Blue,2019,Limousine,Stoff,4.7,38571,101,Benzin,manual,84
DZ78566,15980.0,March,2023-03,DE,0,MINI,Cabrio,Cooper,Red,2017,Cabrio,Stoff,5.1,95658,135,Benzin,manual,55
RH09536,17700.0,August,2021-08,DE,0,BMW,2er,220d Gran Tourer,Gray,2015,Van,Stoff,4.4,77120,190,Diesel,automatic,18
JW15918,18990.0,January,2023-01,DE,0,Mercedes-Benz,B-Klasse,B 200,White,2016,Van,Teilleder,5.7,70933,155,Benzin,automatic,14
ZZ49035,16230.0,April,2022-04,DE,0,Volkswagen,Golf VII,1.0 TSI,Gray,2017,Limousine,Stoff,4.8,46848,85,Benzin,manual,36
WY66485,11490.0,September,2022-09,DE,0,Nissan,Pulsar,1.2,Black,2015,Limousine,Stoff,5.0,36513,115,Benzin,manual,8
RJ13733,13420.0,November,2021-11,DE,0,Mitsubishi,Space,1.2,Red,2019,Limousine,Stoff,4.1,10890,80,Benzin,automatic,29
XV70592,15460.0,January,2022-01,DE,0,Opel,Corsa,1.2,Black,2020,Limousine,Stoff,4.1,25476,75,Benzin,manual,54
MS04292,39090.0,March,2022-03,DE,0,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 220,White,2019,Kombi,Teilleder,6.2,25203,190,Benzin,automatic,44
VE77239,16890.0,July,2022-07,DE,0,Ford,Tourneo Connect,1.0 EcoBoost,Black,2017,Van,Stoff,5.6,64308,100,Benzin,manual,4
EE56981,17500.0,February,2022-02,DE,0,MINI,Countryman,Cooper S,Brown,2015,SUV,Teilleder,6.0,55469,190,Benzin,manual,83
CY10374,9340.0,May,2022-05,BE,0,Peugeot,108,1.0 VTi,Silver,2015,Limousine,Stoff,4.1,49038,70,Benzin,manual,50
HW69228,10890.0,July,2022-07,DE,0,Ford,Fiesta,1.0 EcoBoost,Blue,2014,Limousine,Stoff,4.9,41166,100,Benzin,automatic,1
FX84143,10950.0,May,2022-05,DE,0,Citroen,C3,1.2 PureTech,Orange,2017,Limousine,Stoff,4.9,20540,68,Benzin,manual,31
VP55829,16800.0,September,2021-09,DE,0,Opel,Crossland X,1.2,White,2018,SUV,Stoff,5.1,15010,130,Benzin,manual,9
JN77301,21720.0,June,2022-06,DE,0,Audi,A1,1.4 TFSI,Gray,2017,Limousine,Alcantara,5.0,31748,150,Benzin,automatic,15
CG56975,28690.0,February,2022-02,DE,0,BMW,1er,118i,Gray,2020,Limousine,Teilleder,5.7,9503,140,Benzin,manual,86
HX38771,16600.0,February,2023-02,DE,0,Citroen,C4 Cactus,1.2 e-THP,Gray,2020,SUV,Stoff,4.6,9507,110,Benzin,manual,45
PH41595,30500.0,July,2022-07,PL,0,Skoda,Karoq,1.5 TSI,Black,2020,SUV,Stoff,5.2,20033,150,Benzin,automatic,99
KB69593,9780.0,May,2022-05,DE,0,Opel,Corsa,1.2,Red,2017,Limousine,Stoff,5.4,32902,70,Benzin,manual,16
BP84919,16950.0,January,2022-01,PL,0,Skoda,Octavia,1.4 TSI,White,2015,Kombi,Stoff,5.0,73330,150,Benzin,automatic,41
VR39938,19220.0,October,2022-10,DE,0,Volkswagen,Golf VII,1.5 TSI,Gray,2018,Limousine,Stoff,5.0,26549,150,Benzin,manual,59
UJ93752,19990.0,June,2022-06,DE,0,Peugeot,308,2.0 Blue-HDi,White,2016,Limousine,Leder,4.0,40572,180,Diesel,automatic,94
LV47814,10610.0,April,2022-04,DE,0,Citroen,C3,1.2 VTi,Gray,2017,Limousine,Stoff,4.7,34308,82,Benzin,manual,5
EW99103,21490.0,August,2022-08,DE,0,Seat,Leon,2.0 TSI,Gray,2016,Coupe,Alcantara,6.6,81791,290,Benzin,automatic,1
XW93507,10480.0,June,2022-06,DE,0,Hyundai,i30,1.6 CRDi,Gray,2016,Kombi,Stoff,4.0,79568,110,Diesel,manual,5
XH86057,13990.0,November,2022-11,DE,0,Ford,Kuga,2.0 TDCi,Gray,2013,SUV,Teilleder,6.2,86871,163,Diesel,automatic,1
MF69820,11400.0,August,2021-08,DE,0,Skoda,Fabia,1.2 TSI,Black,2017,Limousine,Stoff,4.6,30474,90,Benzin,manual,9
JV86722,23900.0,September,2021-09,DE,0,Volkswagen,Golf VII,2.0 TSI,Blue,2014,Limousine,Alcantara,6.9,101009,300,Benzin,automatic,4
PX90583,17190.0,August,2022-08,DE,0,Smart,fortwo,0.9 Turbo,White,2019,Cabrio,Leder,4.2,40579,90,Benzin,automatic,37
SJ01672,23990.0,March,2023-03,DE,0,BMW,5er,525d,White,2016,Limousine,Leder,4.9,100817,218,Diesel,automatic,38
WE38922,19680.0,November,2021-11,DE,0,Ford,Grand C-Max,2.0 TDCi,Blue,2016,Van,Teilleder,5.0,95733,170,Diesel,automatic,46
KU74598,24180.0,March,2022-03,DE,0,Renault,Koleos,2.0 dCi Energy,White,2017,SUV,Teilleder,5.9,63709,177,Diesel,automatic,6
ZC36342,14500.0,July,2022-07,DE,0,Seat,Toledo,1.4 TSI,Blue,2016,Limousine,Stoff,4.8,33451,125,Benzin,automatic,30
GB41655,16640.0,November,2022-11,DE,0,Smart,fortwo,0.9 Turbo,White,2019,Cabrio,Stoff,4.2,23051,90,Benzin,automatic,36
GT46578,27010.0,April,2022-04,DE,0,Volkswagen,Touran,1.4 TSI,White,2017,Van,Stoff,5.4,61529,150,Benzin,automatic,57
HB25226,38690.0,April,2022-04,DE,0,Mercedes-Benz,A-Klasse Limousine,A 250e,Gray,2020,Limousine,Leder,1.4,12939,218,Hybrid,automatic,59
XX14107,10840.0,May,2022-05,DE,0,Fiat,Panda,1.2,Orange,2019,Limousine,Stoff,5.9,7579,70,Benzin,manual,3
BZ80840,13620.0,December,2022-12,DE,0,Audi,A1,1.4 TFSI,Orange,2013,Limousine,Teilleder,5.4,77673,122,Benzin,manual,44
PG80183,24450.0,August,2022-08,HU,0,Skoda,Octavia,1.5 TSI ACT,Blue,2020,Kombi,Stoff,4.8,19102,150,Benzin,manual,8
KN94761,11990.0,October,2022-10,FR,0,Renault,Clio,0.9 TCe,Red,2019,Kombi,Stoff,5.0,27418,90,Benzin,manual,1
UE81928,9380.0,December,2021-12,DE,0,Volkswagen,up!,1.0,White,2017,Limousine,Stoff,4.1,76814,75,Benzin,manual,58
BT16779,17890.0,June,2022-06,AT,0,Opel,Mokka X,1.4 Turbo,Black,2017,SUV,Teilleder,6.2,70428,140,Benzin,automatic,86
NH47495,13900.0,October,2021-10,DE,0,Renault,Megane,1.2 TCe Energy,Gray,2016,Limousine,Teilleder,5.4,42369,132,Benzin,manual,1
JD50106,16400.0,October,2021-10,DE,0,Seat,Alhambra,2.0 TDI,Blue,2012,Van,Stoff,6,77668,140,Diesel,manual,2
GR03621,21520.0,February,2022-02,DE,0,Skoda,Superb,1.4 TSI,Black,2016,Kombi,Stoff,4.9,72799,150,Benzin,automatic,91
YC73611,22190.0,February,2023-02,DE,0,Ford,Kuga,1.5 EcoBoost,Silver,2019,SUV,Teilleder,7.2,27306,150,Benzin,manual,57
NM38176,18790.0,August,2022-08,DE,0,Skoda,Fabia,1.0 TSI,Red,2019,Limousine,Stoff,4.6,19717,110,Benzin,automatic,6
BR26221,16900.0,September,2021-09,DE,0,Mazda,CX-3,2.0 Skyactiv-G,White,2018,SUV,Stoff,6.2,31356,121,Benzin,manual,131
HE83981,20300.0,December,2021-12,DE,0,Ford,Kuga,1.5 EcoBoost,Gray,2017,SUV,Teilleder,6.3,59564,150,Benzin,manual,48
