Days,Gold Price,Oil Price,Unemployement Rate,Gross Domestic Product,Consumer Price Index,Benfica - Stock,Benfica - Probabilidade de Ganhar,Benfica - League,Benfica - Home,Benfica - Opponent,Benfica - Spectators,Benfica - Ranking,Benfica - Points,Benfica - Entry Players,Benfica - Entry Values,Benfica - Exit Players,Benfica - Exit Values,Porto - Stock,Porto - Probabilidade de Ganhar,Porto - League,Porto - Home,Porto - Opponent,Porto - Spectators,Porto - Ranking,Porto - Points,Porto - Entry Players,Porto - Entry Values,Porto - Exit Players,Porto - Exit Values,Sporting - Stock,Sporting - Probabilidade de Ganhar,Sporting - League,Sporting - Home,Sporting - Opponent,Sporting - Spectators,Sporting - Ranking,Sporting - Points,Sporting - Entry Players,Sporting - Entry Values,Sporting - Exit Players,Sporting - Exit Values,Braga - Stock,Braga - Probabilidade de Ganhar,Braga - League,Braga - Home,Braga - Opponent,Braga - Spectators,Braga - Ranking,Braga - Points,Braga - Entry Players,Braga - Entry Values,Braga - Exit Players,Braga - Exit Values
30/06/2023,1921.100,69.860,6.100,1.900,3.390,3.630,,,,,,,,,,,,3.630,,,,,,,,,,,,3.630,,,,,,,,,,,,3.630,,,,,,,,,,,
29/06/2023,1909.200,69.560,6.100,1.900,3.390,3.620,,,,,,,,,,,,3.620,,,,,,,,,,,,3.620,,,,,,,,,,,,3.620,,,,,,,,,,,
28/06/2023,1912.300,67.700,6.100,1.900,3.390,3.620,,,,,,,,,,,,3.620,,,,,,,,,,,,3.620,,,,,,,,,,,,3.620,,,,,,,,,,,
27/06/2023,1914.000,69.370,6.100,1.900,3.390,3.660,,,,,,,,,,,,3.660,,,,,,,,,,,,3.660,,,,,,,,,,,,3.660,,,,,,,,,,,
26/06/2023,1923.700,69.160,6.100,1.900,3.390,3.600,,,,,,,,,,,,3.600,,,,,,,,,,,,3.600,,,,,,,,,,,,3.600,,,,,,,,,,,
25/06/2023,,,6.100,1.900,3.390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/06/2023,,,6.100,1.900,3.390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/06/2023,1919.100,69.510,6.100,1.900,3.390,3.650,,,,,,,,,,,,3.650,,,,,,,,,,,,3.650,,,,,,,,,,,,3.650,,,,,,,,,,,
22/06/2023,1912.700,72.530,6.100,1.900,3.390,3.730,,,,,,,,,,,,3.730,,,,,,,,,,,,3.730,,,,,,,,,,,,3.730,,,,,,,,,,,
21/06/2023,1933.300,70.500,6.100,1.900,3.390,3.720,,,,,,,,,,,,3.720,,,,,,,,,,,,3.720,,,,,,,,,,,,3.720,,,,,,,,,,,
20/06/2023,1935.500,71.780,6.100,1.900,3.390,3.670,,,,,,,,,,,,3.670,,,,,,,,,,,,3.670,,,,,,,,,,,,3.670,,,,,,,,,,,
19/06/2023,,,6.100,1.900,3.390,3.700,,,,,,,,,,,,3.700,,,,,,,,,,,,3.700,,,,,,,,,,,,3.700,,,,,,,,,,,
18/06/2023,,,6.100,1.900,3.390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/06/2023,,,6.100,1.900,3.390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/2023,1958.400,70.620,6.100,1.900,3.390,3.720,,,,,,,,,,,,3.720,,,,,,,,,,,,3.720,,,,,,,,,,,,3.720,,,,,,,,,,,
15/06/2023,1957.800,68.270,6.100,1.900,3.390,3.740,,,,,,,,,,,,3.740,,,,,,,,,,,,3.740,,,,,,,,,,,,3.740,,,,,,,,,,,
14/06/2023,1955.300,69.420,6.100,1.900,3.390,3.740,,,,,,,,,,,,3.740,,,,,,,,,,,,3.740,,,,,,,,,,,,3.740,,,,,,,,,,,
13/06/2023,1944.600,67.120,6.100,1.900,3.390,3.690,,,,,,,,,,,,3.690,,,,,,,,,,,,3.690,,,,,,,,,,,,3.690,,,,,,,,,,,
12/06/2023,1955.300,70.170,6.100,1.900,3.390,3.690,,,,,,,,,,,,3.690,,,,,,,,,,,,3.690,,,,,,,,,,,,3.690,,,,,,,,,,,
11/06/2023,,,6.100,1.900,3.390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/06/2023,,,6.100,1.900,3.390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/06/2023,1962.200,71.290,6.100,1.900,3.390,3.730,,,,,,,,,,,,3.730,,,,,,,,,,,,3.730,,,,,,,,,,,,3.730,,,,,,,,,,,
08/06/2023,1963.600,72.530,6.100,1.900,3.390,3.680,,,,,,,,,,,,3.680,,,,,,,,,,,,3.680,,,,,,,,,,,,3.680,,,,,,,,,,,
07/06/2023,1942.700,71.740,6.100,1.900,3.390,3.670,,,,,,,,,,,,3.670,,,,,,,,,,,,3.670,,,,,,,,,,,,3.670,,,,,,,,,,,
06/06/2023,1965.500,72.150,6.100,1.900,3.390,3.730,,,,,,,,,,,,3.730,,,,,,,,,,,,3.730,,,,,,,,,,,,3.730,,,,,,,,,,,
05/06/2023,1958.000,71.740,6.100,1.900,3.390,3.610,,,,,,,,,,,,3.610,,,,,,,,,,,,3.610,,,,,,,,,,,,3.610,,,,,,,,,,,
04/06/2023,,,6.100,1.900,3.390,,,,,,,,,,,,,,0.537,Final,F,Braga,35000,,3,,,,,,,,,,,,,,,,,,0.206,Final,C,FC Porto,35000,,0,,,,
03/06/2023,,,6.100,1.900,3.390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/06/2023,1952.400,70.100,6.100,1.900,3.390,3.800,,,,,,,,,,,,3.800,,,,,,,,,,,,3.800,,,,,,,,,,,,3.800,,,,,,,,,,,
01/06/2023,1978.000,68.090,6.100,1.900,3.390,3.800,,,,,,,,,,,,3.800,,,,,,,,,,,,3.800,,,,,,,,,,,,3.800,,,,,,,,,,,
31/05/2023,1963.900,69.460,6.100,2.600,3.980,3.800,,,,,,,,,,,,3.800,,,,,,,,,,,,3.800,,,,,,,,,,,,3.800,,,,,,,,,,,
30/05/2023,1958.000,72.670,6.100,2.600,3.980,3.810,,,,,,,,,,,,3.810,,,,,,,,,,,,3.810,,,,,,,,,,,,3.810,,,,,,,,,,,
29/05/2023,,,6.100,2.600,3.980,3.870,,,,,,,,,,,,3.870,,,,,,,,,,,,3.870,,,,,,,,,,,,3.870,,,,,,,,,,,
28/05/2023,,,6.100,2.600,3.980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/05/2023,,,6.100,2.600,3.980,,0.89,34,C,Santa Clara,64012,1,3,,,,,,0.783,34.000,C,Vitória SC,42417,2,3,,,,,,,,,,,,,,,,,,0.778,34.000,C,Paços Ferreira,14481,3,3,,,,
26/05/2023,1944.100,71.830,6.100,2.600,3.980,3.840,,,,,,,,,,,,3.840,,,,,,,,,,,,3.840,0.649,34.000,F,Vizela,3309,4,3,,,,,3.840,,,,,,,,,,,
25/05/2023,1943.100,74.340,6.100,2.600,3.980,3.780,,,,,,,,,,,,3.780,,,,,,,,,,,,3.780,,,,,,,,,,,,3.780,,,,,,,,,,,
24/05/2023,1962.800,72.910,6.100,2.600,3.980,3.800,,,,,,,,,,,,3.800,,,,,,,,,,,,3.800,,,,,,,,,,,,3.800,,,,,,,,,,,
23/05/2023,1972.400,71.990,6.100,2.600,3.980,3.810,,,,,,,,,,,,3.810,,,,,,,,,,,,3.810,,,,,,,,,,,,3.810,,,,,,,,,,,
22/05/2023,1974.800,71.550,6.100,2.600,3.980,3.860,,,,,,,,,,,,3.860,,,,,,,,,,,,3.860,,,,,,,,,,,,3.860,,,,,,,,,,,
21/05/2023,,,6.100,2.600,3.980,,0.37,33,F,Sporting,39348,1,1,,,,,,,,,,,,,,,,,,0.359,33.000,C,Benfica,39348,4,1,,,,,,,,,,,,,,,,
20/05/2023,,,6.100,2.600,3.980,,,,,,,,,,,,,,0.653,33.000,F,Famalicão,4992,2,3,,,,,,,,,,,,,,,,,,0.607,33.000,F,Boavista,9265,3,1,,,,
19/05/2023,1978.700,71.860,6.100,2.600,3.980,3.850,,,,,,,,,,,,3.850,,,,,,,,,,,,3.850,,,,,,,,,,,,3.850,,,,,,,,,,,
18/05/2023,1956.500,72.830,6.100,2.600,3.980,3.780,,,,,,,,,,,,3.780,,,,,,,,,,,,3.780,,,,,,,,,,,,3.780,,,,,,,,,,,
17/05/2023,1980.700,70.860,6.100,2.600,3.980,3.790,,,,,,,,,,,,3.790,,,,,,,,,,,,3.790,,,,,,,,,,,,3.790,,,,,,,,,,,
16/05/2023,1988.400,71.110,6.100,2.600,3.980,3.770,,,,,,,,,,,,3.770,,,,,,,,,,,,3.770,,,,,,,,,,,,3.770,,,,,,,,,,,
15/05/2023,2018.000,70.040,6.100,2.600,3.980,3.950,,,,,,,,,,,,3.950,,,,,,,,,,,,3.950,,,,,,,,,,,,3.950,,,,,,,,,,,
14/05/2023,,,6.100,2.600,3.980,,,,,,,,,,,,,,0.799,32.000,C,Casa Pia,35203,2,3,,,,,,,,,,,,,,,,,,0.793,32.000,C,Santa Clara,16442,3,3,,,,
13/05/2023,,,6.100,2.600,3.980,,0.77,32,F,Portimonense,4404,1,3,,,,,,,,,,,,,,,,,,0.788,32.000,C,Marítimo,27130,4,3,,,,,,,,,,,,,,,,
12/05/2023,2014.500,70.870,6.100,2.600,3.980,3.900,,,,,,,,,,,,3.900,,,,,,,,,,,,3.900,,,,,,,,,,,,3.900,,,,,,,,,,,
11/05/2023,2014.700,72.560,6.100,2.600,3.980,3.860,,,,,,,,,,,,3.860,,,,,,,,,,,,3.860,,,,,,,,,,,,3.860,,,,,,,,,,,
10/05/2023,2030.500,73.710,6.100,2.600,3.980,3.860,,,,,,,,,,,,3.860,,,,,,,,,,,,3.860,,,,,,,,,,,,3.860,,,,,,,,,,,
09/05/2023,2036.200,73.160,6.100,2.600,3.980,3.810,,,,,,,,,,,,3.810,,,,,,,,,,,,3.810,,,,,,,,,,,,3.810,,,,,,,,,,,
08/05/2023,2026.300,71.340,6.100,2.600,3.980,3.910,,,,,,,,,,,,3.910,0.690,31.000,F,Arouca,4092,2,3,,,,,3.910,,,,,,,,,,,,3.910,,,,,,,,,,,
07/05/2023,,,6.100,2.600,3.980,,,,,,,,,,,,,,,,,,,,,,,,,,0.697,31.000,F,Paços Ferreira,4791,4,3,,,,,,,,,,,,,,,,
06/05/2023,,,6.100,2.600,3.980,,0.61,31,C,Braga,60289,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.170,31.000,F,Benfica,60289,3,0,,,,
05/05/2023,2017.400,68.560,6.100,2.600,3.980,3.710,,,,,,,,,,,,3.710,,,,,,,,,,,,3.710,,,,,,,,,,,,3.710,,,,,,,,,,,
04/05/2023,2048.000,68.600,6.100,2.600,3.980,3.800,,,,,,,,,,,,3.800,0.659,Meias-Finais,C,Famalicão,28013,,3,,,,,3.800,,,,,,,,,,,,3.800,,,,,,,,,,,
03/05/2023,2028.600,71.660,6.100,2.600,3.980,3.730,,,,,,,,,,,,3.730,,,,,,,,,,,,3.730,,,,,,,,,,,,3.730,,,,,,,,,,,
02/05/2023,2014.300,75.660,6.100,2.600,3.980,3.730,,,,,,,,,,,,3.730,,,,,,,,,,,,3.730,,,,,,,,,,,,3.730,,,,,,,,,,,
01/05/2023,1983.400,76.780,6.100,2.600,3.980,,,,,,,,,,,1,"€2,000,000",,,,,,,,,,,,,,,,,,,,,1,€0,,,,,,,,,,,,,,
30/04/2023,,,6.100,2.600,5.710,,,,,,,,,,,,,,0.806,30.000,C,Boavista,47925,2,3,,,,,,0.745,30.000,C,Famalicão,29443,4,3,,,,,,,,,,,,,,,,
29/04/2023,,,6.100,2.600,5.710,,0.72,30,F,Gil Vicente,11694,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.758,30.000,C,Portimonense,16005,3,3,,,,
28/04/2023,1990.100,74.760,6.100,2.600,5.710,3.830,,,,,,,,,,,,3.830,,,,,,,,,,,,3.830,,,,,,,,,,,,3.830,,,,,,,,,,,
27/04/2023,1989.900,74.300,6.100,2.600,5.710,3.640,,,,,,,,,,,,3.640,,,,,,,,,,,,3.640,,,,,,,,,,,,3.640,,,,,,,,,,,
26/04/2023,1985.700,77.070,6.100,2.600,5.710,3.680,,,,,,,,,,,,3.680,0.537,Meias-Finais,F,Famalicão,,,3,,,,,3.680,,,,,,,,,,,,3.680,,,,,,,,,,,
25/04/2023,1994.000,78.760,6.100,2.600,5.710,3.640,,,,,,,,,,,,3.640,,,,,,,,,,,,3.640,,,,,,,,,,,,3.640,0.783,Meias-Finais,C,CD Nacional,5603,,1,,,,
24/04/2023,1989.100,77.870,6.100,2.600,5.710,3.660,,,,,,,,,,,,3.660,,,,,,,,,,,,3.660,0.601,29.000,F,Vitória SC,21893,4,3,,,,,3.660,,,,,,,,,,,
23/04/2023,,,6.100,2.600,5.710,,0.86,29,C,Estoril,58062,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/04/2023,,,6.100,2.600,5.710,,,,,,,,,,,,,,0.732,29.000,F,Paços Ferreira,7852,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/04/2023,1979.500,77.290,6.100,2.600,5.710,3.640,,,,,,,,,,,,3.640,,,,,,,,,,,,3.640,,,,,,,,,,,,3.640,0.578,29.000,F,Casa Pia,1016,3,3,,,,
20/04/2023,2007.600,79.160,6.100,2.600,5.710,3.620,,,,,,,,,,,,3.620,,,,,,,,,,,,3.620,0.409,Quartos de final,C,Juventus,45903,,1,,,,,3.620,,,,,,,,,,,
19/04/2023,1995.200,80.860,6.100,2.600,5.710,3.720,0.27,Quartos de final,F,Inter,75380,,1,,,,,3.720,,,,,,,,,,,,3.720,,,,,,,,,,,,3.720,,,,,,,,,,,
18/04/2023,2007.400,80.830,6.100,2.600,5.710,3.750,,,,,,,,,,,,3.750,,,,,,,,,,,,3.750,,,,,,,,,,,,3.750,,,,,,,,,,,
17/04/2023,1994.200,82.520,6.100,2.600,5.710,3.730,,,,,,,,,,,,3.730,,,,,,,,,,,,3.730,,,,,,,,,,,,3.730,,,,,,,,,,,
16/04/2023,,,6.100,2.600,5.710,,,,,,,,,,,,,,,,,,,,,,,,,,0.801,28.000,C,Arouca,25584,4,1,,,,,,0.696,28.000,C,Gil Vicente,18197,3,3,,,,
15/04/2023,,,6.100,2.600,5.710,,0.73,28,F,Chaves,8297,1,0,,,,,,0.856,28.000,C,Santa Clara,40708,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/04/2023,2002.200,82.160,6.100,2.600,5.710,3.800,,,,,,,,,,,,3.800,,,,,,,,,,,,3.800,,,,,,,,,,,,3.800,,,,,,,,,,,
13/04/2023,2041.300,83.260,6.100,2.600,5.710,3.830,,,,,,,,,,,,3.830,,,,,,,,,,,,3.830,0.186,Quartos de final,F,Juventus,38490,,0,,,,,3.830,,,,,,,,,,,
12/04/2023,2010.900,81.530,6.100,2.600,5.710,3.760,,,,,,,,,,,,3.760,,,,,,,,,,,,3.760,,,,,,,,,,,,3.760,0.715,Meias-Finais,F,CD Nacional,556,,3,,,,
11/04/2023,2004.800,79.740,6.100,2.600,5.710,3.900,0.41,Quartos de final,C,Inter,62594,,0,,,,,3.900,,,,,,,,,,,,3.900,,,,,,,,,,,,3.900,,,,,,,,,,,
10/04/2023,1989.100,80.700,6.100,2.600,5.710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/04/2023,,,6.100,2.600,5.710,,,,,,,,,,,,,,,,,,,,,,,,,,0.666,27.000,F,Casa Pia,10509,4,3,,,,,,,,,,,,,,,,
08/04/2023,,,6.100,2.600,5.710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.722,27.000,C,Estoril,15507,3,3,,,,
07/04/2023,,,6.100,2.600,5.710,,0.49,27,C,FC Porto,62028,1,0,,,,,,0.236,27.000,F,Benfica,62028,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2023,2011.900,80.610,6.100,2.600,5.710,3.860,,,,,,,,,,,,3.860,,,,,,,,,,,,3.860,,,,,,,,,,,,3.860,,,,,,,,,,,
05/04/2023,2020.900,80.710,6.100,2.600,5.710,3.800,,,,,,,,,,,,3.800,,,,,,,,,,,,3.800,0.649,25.000,F,Gil Vicente,8076,4,1,,,,,3.800,,,,,,,,,,,
04/04/2023,2022.200,80.420,6.100,2.600,5.710,3.850,,,,,,,,,,,,3.850,,,,,,,,,,,,3.850,,,,,,,,,,,,3.850,,,,,,,,,,,
03/04/2023,1983.900,75.670,6.100,2.600,5.710,3.810,,,,,,,,,,,,3.810,,,,,,,,,,,,3.810,,,,,,,,,,,,3.810,,,,,,,,,,,
02/04/2023,,,6.100,2.600,5.710,,0.70,26,F,Rio Ave,4134,1,3,,,,,,0.822,26.000,C,Portimonense,35802,,3,,,,,,,,,,,,,,,,,,0.558,26.000,F,Chaves,5454,3,3,,,,
01/04/2023,,,6.100,2.600,5.710,,,,,,,,,,,,,,,,,,,,,,,,,,0.834,26.000,C,Santa Clara,31603,4,3,,,,,,,,,,,,,,,,
31/03/2023,1969.000,74.370,6.100,2.600,7.430,3.750,,,,,,,,,,,,3.750,,,,,,,,,,,,3.750,,,,,,,,,,,,3.750,,,,,,,,,,,
30/03/2023,1980.300,72.970,6.100,2.600,7.430,3.750,,,,,,,,,,,,3.750,,,,,,,,,,,,3.750,,,,,,,,,,,,3.750,,,,,,,,,,,
29/03/2023,1966.100,73.200,6.100,2.600,7.430,3.810,,,,,,,,,,,,3.810,,,,,,,,,,,,3.810,,,,,,,,,,,,3.810,,,,,,,,,,,
28/03/2023,1972.400,72.810,6.100,2.600,7.430,3.780,,,,,,,,,,,,3.780,,,,,,,,,,,,3.780,,,,,,,,,,,,3.780,,,,,,,,,,,
27/03/2023,1952.400,69.260,6.100,2.600,7.430,3.810,,,,,,,,,,,,3.810,,,,,,,,,,,,3.810,,,,,,,,,,,,3.810,,,,,,,,,,,
26/03/2023,,,6.100,2.600,7.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2023,,,6.100,2.600,7.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2023,1982.100,69.960,6.100,2.600,7.430,3.850,,,,,,,,,,,,3.850,,,,,,,,,,,,3.850,,,,,,,,,,,,3.850,,,,,,,,,,,
23/03/2023,1993.800,70.900,6.100,2.600,7.430,3.890,,,,,,,,,,,,3.890,,,,,,,,,,,,3.890,,,,,,,,,,,,3.890,,,,,,,,,,,
22/03/2023,1946.800,69.330,6.100,2.600,7.430,3.850,,,,,,,,,,,,3.850,,,,,,,,,,,,3.850,,,,,,,,,,,,3.850,,,,,,,,,,,
21/03/2023,1938.000,67.640,6.100,2.600,7.430,3.900,,,,,,,,,,,,3.900,,,,,,,,,,,,3.900,,,,,,,,,,,,3.900,,,,,,,,,,,
20/03/2023,1979.200,66.740,6.100,2.600,7.430,3.880,,,,,,,,,,,,3.880,,,,,,,,,,,,3.880,,,,,,,,,,,,3.880,,,,,,,,,,,
19/03/2023,,,6.100,2.600,7.430,,,,,,,,,,,,,,0.418,25.000,F,Braga,22256,,1,,,,,,,,,,,,,,,,,,0.302,25.000,C,FC Porto,22256,3,1,,,,
18/03/2023,,,6.100,2.600,7.430,,0.81,25,C,Vitória SC,59374,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2023,1969.800,68.350,6.100,2.600,7.430,3.820,,,,,,,,,,,,3.820,,,,,,,,,,,,3.820,,,,,,,,,,,,3.820,,,,,,,,,,,
16/03/2023,1919.000,67.610,6.100,2.600,7.430,3.790,,,,,,,,,,,,3.790,,,,,,,,,,,,3.790,0.106,Oitavos de final,F,Arsenal,59929,,0,,,,,3.790,,,,,,,,,,,
15/03/2023,1926.600,71.330,6.100,2.600,7.430,3.810,,,,,,,,,,,,3.810,,,,,,,,,,,,3.810,,,,,,,,,,,,3.810,,,,,,,,,,,
14/03/2023,1906.200,74.800,6.100,2.600,7.430,3.810,,,,,,,,,,,,3.810,0.323,Oitavos de final,C,Inter,48015,,1,,,,,3.810,,,,,,,,,,,,3.810,,,,,,,,,,,
13/03/2023,1911.700,76.680,6.100,2.600,7.430,3.850,,,,,,,,,,,,3.850,,,,,,,,,,,,3.850,,,,,,,,,,,,3.850,,,,,,,,,,,
12/03/2023,,,6.100,2.600,7.430,,0.76,24,F,Marítimo,10547,1,3,,,,,,,,,,,,,,,,,,0.763,24.000,C,Boavista,27535,4,3,,,,,,,,,,,,,,,,
11/03/2023,,,6.100,2.600,7.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.483,24.000,F,Vizela,3682,3,3,,,,
10/03/2023,1862.000,75.720,6.100,2.600,7.430,3.870,,,,,,,,,,,,3.870,0.801,24.000,C,Estoril,29116,,3,,,,,3.870,,,,,,,,,,,,3.870,,,,,,,,,,,
09/03/2023,1829.300,76.660,6.100,2.600,7.430,3.890,,,,,,,,,,,,3.890,,,,,,,,,,,,3.890,0.254,Oitavos de final,C,Arsenal,36006,,1,,,,,3.890,,,,,,,,,,,
08/03/2023,1812.700,77.580,6.100,2.600,7.430,3.890,,,,,,,,,,,,3.890,,,,,,,,,,,,3.890,,,,,,,,,,,,3.890,,,,,,,,,,,
07/03/2023,1813.900,80.460,6.100,2.600,7.430,3.900,0.69,Oitavos de final,C,Club Brugge,61018,,3,,,,,3.900,,,,,,,,,,,,3.900,,,,,,,,,,,,3.900,,,,,,,,,,,
06/03/2023,1847.900,79.680,6.100,2.600,7.430,3.870,,,,,,,,,,,,3.870,,,,,,,,,,,,3.870,,,,,,,,,,,,3.870,,,,,,,,,,,
05/03/2023,,,6.100,2.600,7.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.671,23.000,C,Rio Ave,9456,3,3,,,,
04/03/2023,,,6.100,2.600,7.430,,,,,,,,,,,,,,0.740,23.000,F,Chaves,5568,,3,,,,,,0.686,23.000,F,Portimonense,4474,4,3,,,,,,,,,,,,,,,,
03/03/2023,1847.700,78.160,6.100,2.600,7.430,3.860,0.82,23,C,Famalicão,56900,1,3,,,,,3.860,,,,,,,,,,,,3.860,,,,,,,,,,,,3.860,,,,,,,,,,,
02/03/2023,1833.500,77.690,6.100,2.600,7.430,3.890,,,,,,,,,,,,3.890,,,,,,,,,,,,3.890,,,,,,,,,,,,3.890,,,,,,,,,,,
01/03/2023,1837.700,77.050,6.100,2.600,7.430,3.830,,,,,,,,,,,,3.830,,,,,,,,,,,,3.830,,,,,,,,,,,,3.830,,,,,,,,,,,
28/02/2023,1828.900,75.680,7.200,2.500,8.250,3.900,,,,,,,,,,,,3.900,,,,,,,,,,,,3.900,,,,,,,,,,,,3.900,,,,,,,,,,,
27/02/2023,1817.000,76.320,7.200,2.500,8.250,3.860,,,,,,,,,,,,3.860,,,,,,,,,,,,3.860,0.781,22.000,C,Estoril,22313,4,3,,,,,3.860,0.481,22.000,F,Vitória SC,19072,3,0,,,,
26/02/2023,,,7.200,2.500,8.250,,,,,,,,,,,,,,0.789,22.000,C,Gil Vicente,35509,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2023,,,7.200,2.500,8.250,,0.70,22,F,Vizela,5872,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/02/2023,1808.800,75.390,7.200,2.500,8.250,3.850,,,,,,,,,,,,3.850,,,,,,,,,,,,3.850,,,,,,,,,,,,3.850,,,,,,,,,,,
23/02/2023,1818.000,73.950,7.200,2.500,8.250,3.850,,,,,,,,,,,,3.850,,,,,,,,,,,,3.850,0.516,Fase intermédia,F,FC Midtjylland,9576,,3,,,,,3.850,0.168,Fase intermédia,F,Fiorentina,13603,,0,,,,
22/02/2023,1832.000,76.160,7.200,2.500,8.250,3.870,,,,,,,,,,,,3.870,0.192,Oitavos de final,F,Inter,75374,,0,,,,,3.870,,,,,,,,,,,,3.870,,,,,,,,,,,
21/02/2023,1833.000,76.340,7.200,2.500,8.250,3.900,,,,,,,,,,,,3.900,,,,,,,,,,,,3.900,,,,,,,,,,,,3.900,,,,,,,,,,,
20/02/2023,,,7.200,2.500,8.250,3.950,0.80,21,C,Boavista,56413,1,3,,,,,3.950,,,,,,,,,,,,3.950,0.652,21.000,F,Chaves,4981,4,3,,,,,3.950,,,,,,,,,,,
19/02/2023,,,7.200,2.500,8.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.669,21.000,C,Arouca,13407,3,3,,,,
18/02/2023,,,7.200,2.500,8.250,,,,,,,,,,,,,,0.808,21.000,C,Rio Ave,40629,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2023,1840.400,78.490,7.200,2.500,8.250,3.900,,,,,,,,,,,,3.900,,,,,,,,,,,,3.900,,,,,,,,,,,,3.900,,,,,,,,,,,
16/02/2023,1842.000,78.590,7.200,2.500,8.250,3.900,,,,,,,,,,,,3.900,,,,,,,,,,,,3.900,0.737,Fase intermédia,C,FC Midtjylland,23279,,1,,,,,3.900,0.356,Fase intermédia,C,Fiorentina,13041,,0,,,,
15/02/2023,1834.200,79.060,7.200,2.500,8.250,3.920,0.52,Oitavos de final,F,Club Brugge,25643,,3,,,1,"€5,500,000",3.920,,,,,,,,,,,,3.920,,,,,,,,,,,,3.920,,,,,,,,,,,
14/02/2023,1854.000,80.140,7.200,2.500,8.250,3.850,,,,,,,,,,,,3.850,,,,,,,,,,,,3.850,,,,,,,,,,,,3.850,,,,,,,,,,,
13/02/2023,1851.900,79.720,7.200,2.500,8.250,3.880,,,,,,,,,,,,3.880,,,,,,,,,,,,3.880,,,,,,,,,,,,3.880,,,,,,,,,,,
12/02/2023,,,7.200,2.500,8.250,,,,,,,,,,,,,,0.364,20.000,F,Sporting,39528,,3,,,,,,0.352,20.000,C,FC Porto,39528,4,0,,,,,,0.594,20.000,F,Marítimo,9937,3,3,,,,
11/02/2023,,,7.200,2.500,8.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2023,1862.800,78.060,7.200,2.500,8.250,3.840,,,,,,,,,,,,3.840,,,,,,,,,,,,3.840,,,,,,,,,,,,3.840,,,,,,,,,,,
09/02/2023,1866.200,78.470,7.200,2.500,8.250,3.910,0.46,Quartos de final,F,Braga,12491,,0,,,,,3.910,,,,,,,,,,,,3.910,,,,,,,,,,,,3.910,0.268,Quartos de final,C,Benfica,12491,,3,,,,
08/02/2023,1877.400,77.140,7.200,2.500,8.250,3.910,,,,,,,,,,,,3.910,0.708,Quartos de final,F,Académico FC,,,3,,,,,3.910,,,,,,,,,,,,3.910,,,,,,,,,,,
07/02/2023,1871.700,74.110,7.200,2.500,8.250,3.980,,,,,,,,,,,,3.980,,,,,,,,,,,,3.980,,,,,,,,,,,,3.980,,,,,,,,,,,
06/02/2023,1866.200,73.390,7.200,2.500,8.250,4.010,,,,,,,,,,,,4.010,,,,,,,,,,,,4.010,0.641,19.000,F,Rio Ave,4125,4,3,,,,,4.010,,,,,,,,,,,
05/02/2023,,,7.200,2.500,8.250,,,,,,,,,,,,,,0.788,19.000,C,Vizela,41211,,3,,,,,,,,,,,,,,,,,,0.682,19.000,C,Famalicão,14331,3,3,,,,
04/02/2023,,,7.200,2.500,8.250,,0.80,19,C,Casa Pia,58763,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
