ids,price,make,built_year,mileage,upholstery,fuel_consumption,color_ids,model_ids,subtype_ids,geartype_ids,bodytype_ids,fueltype_ids,horsepower_ids,time_online_to_reserve_
FY34681,24990.0,570,2019,54821,1056,5.8,6,30,440,1,5,1,71,55
GC28963,42990.0,285,2020,34545,1057,7.0,2,327,268,2,10,2,84,3
GC36728,10247.0,720,2018,11791,1055,5.6,2,336,21,1,12,1,7,28
GD29225,26880.0,060,2017,88500,1057,5.6,2,253,272,2,8,2,84,53
GF88102,26950.0,060,2017,79431,1057,6.4,6,252,274,2,8,1,87,46
GH44108,17647.0,590,2018,27545,1055,6.6,12,135,117,1,8,1,71,77
GJ36541,8990.0,190,2016,80273,1055,6.4,6,69,184,1,5,1,39,38
GN56182,14995.0,860,2014,51698,1056,4.0,11,60,197,2,4,5,28,15
GR39873,19950.0,425,2021,12296,1055,5.8,12,376,28,1,4,1,29,88
GR47541,19990.0,790,2017,41649,1055,4.9,12,205,93,2,5,1,62,4
GR80723,8413.0,650,2016,59701,1055,5.4,12,111,41,1,12,1,7,46
GT61319,22950.0,905,2016,108903,1055,5.4,12,323,93,2,10,1,62,50
GT63039,9990.0,905,2017,25464,1055,4.1,12,388,8,1,5,1,2,36
GY50499,26990.0,670,2017,65239,1057,4.8,12,18,230,2,8,2,80,41
GZ30471,8290.0,720,2014,74309,1055,5.5,10,105,41,1,5,1,10,34
GZ75370,16990.0,060,2018,42028,1057,4.2,2,32,27,1,5,1,24,41
HA81580,23290.0,570,2017,71050,1056,4.1,2,87,614,1,4,2,53,95
HB63701,15564.0,285,2018,33140,1057,4.6,10,146,13,1,5,1,28,48
HB73194,6890.0,285,2013,72000,1055,5.3,2,189,41,1,5,1,7,53
HF71021,31990.0,060,2017,91101,1058,5.3,4,37,358,2,4,2,106,33
HG29875,19590.0,905,2016,30768,1055,5.0,2,163,93,2,5,1,62,32
HG96200,13790.0,650,2019,31618,1055,5.5,6,111,74,1,5,1,21,62
HH38505,26190.0,285,2018,44206,1058,5.2,12,200,268,2,8,2,80,52
HH69882,26461.0,730,2017,67259,1056,5.1,6,140,279,2,8,2,62,4
HM43211,19490.0,800,2017,67385,1057,4.3,3,230,272,1,4,2,62,74
HR62194,15890.0,905,2015,81797,1055,5.2,12,163,93,1,5,1,62,14
HR79809,45490.0,800,2020,26498,1058,6.2,6,196,228,2,8,2,115,49
HU21147,13599.0,670,2017,79086,1057,4.4,6,6,56,1,8,1,35,42
HU84030,24650.0,905,2019,34846,1055,5.6,2,304,124,2,8,1,62,31
HX02566,9903.0,720,2016,55629,1055,5.6,10,105,41,1,12,1,10,5
HY39306,23490.0,570,2016,66032,1057,4.8,3,87,617,2,4,2,77,32
JC05547,8990.0,190,2015,102961,1055,4.1,6,116,56,1,5,1,35,85
JC92489,11590.0,905,2014,70229,1055,3.8,10,163,177,1,5,2,35,72
FU32205,20250.0,130,2018,74350,1055,3.9,6,4,220,2,5,2,87,36
FU33896,28396.0,905,2017,39477,1055,4.7,4,323,272,2,10,2,87,6
FU72449,20990.0,905,2018,23833,1055,5.0,10,164,30,2,10,1,39,26
FU83699,18590.0,860,2013,68316,1055,7.2,2,260,224,2,8,1,62,110
FV69596,43090.0,905,2016,80625,1057,6.3,12,308,272,2,10,2,98,76
FY39484,15490.0,190,2016,65431,1055,4.2,12,68,141,2,4,2,28,20
GA90804,19520.0,650,2017,66001,1057,5.5,3,171,41,2,8,1,50,10
GC72048,12990.0,905,2016,106295,1055,3.9,12,163,177,1,4,2,35,11
GD74533,20990.0,550,2019,32623,1057,6.1,3,90,258,2,8,1,44,49
GF51268,13096.0,800,2016,48718,1055,4.7,11,268,52,2,5,1,21,18
GJ82670,15990.0,225,2018,61277,1056,6.6,2,187,138,2,8,1,37,2
GN04633,21190.0,285,2018,44621,1055,5.9,6,146,113,2,4,1,62,2
GN27765,35990.0,590,2021,8006,1056,1.7,10,135,311,2,8,5,86,41
GR65774,16300.0,720,2016,31292,1057,5.8,6,289,49,1,10,1,52,25
GS79806,11850.0,550,2014,110611,1055,4.1,6,10,300,1,5,2,62,16
GV05702,13290.0,650,2019,28609,1057,4.9,6,47,74,1,5,1,20,35
GV78600,27790.0,905,2018,88077,1057,5.7,2,317,272,2,8,2,87,17
GW11597,7490.0,790,2015,115868,1055,4.2,10,176,177,1,5,2,21,31
GW34902,8690.0,340,2015,33535,1055,5.3,4,183,41,1,10,1,21,13
GW68062,9850.0,905,2014,40019,1055,4.2,2,388,8,1,5,1,11,35
GX37945,19990.0,905,2019,18103,1055,4.8,6,160,30,2,5,1,40,155
GY81024,11990.0,720,2016,38257,1055,5.4,6,213,49,1,5,1,28,27
GZ81693,14357.0,790,2015,99038,1057,5.2,3,205,93,1,4,1,46,60
HE01016,27990.0,905,2017,101488,1055,5.4,3,323,93,2,10,1,62,75
HE41622,20120.0,905,2016,107706,1055,4.9,9,94,272,1,10,2,62,40
HF54620,43990.0,905,2017,51713,1055,6.0,7,308,272,2,10,2,62,59
HH39255,22490.0,580,2020,4668,1057,5.4,10,210,502,1,5,1,53,12
HJ26016,24590.0,570,2018,16927,1055,6.6,2,87,487,1,5,1,45,37
HJ66884,23412.0,060,2018,36251,1057,5.1,6,34,125,2,5,1,62,9
HK14690,25190.0,570,2017,62573,1056,5.8,12,152,537,2,8,2,53,50
HK55873,10250.0,800,2014,54610,1055,5.1,6,268,52,1,5,1,32,43
HM21119,14990.0,590,2015,104232,1055,5.8,2,44,292,2,8,2,62,29
HN01134,37959.0,905,2022,7579,1057,4.6,7,94,272,2,10,2,45,4
HN57421,10490.0,285,2014,96629,1055,5.4,12,136,13,1,8,1,46,43
HP81329,13990.0,905,2016,105352,1055,3.8,6,163,177,1,5,2,35,64
HR96223,21806.0,650,2019,55159,1057,6.1,6,179,115,2,5,1,72,38
HV11114,26790.0,905,2018,39764,1055,6.1,12,304,278,2,8,1,87,130
HW39741,8190.0,650,2013,89693,1055,7.1,6,55,138,1,5,1,39,9
HX46482,7990.0,905,2013,55885,1055,4.5,2,388,8,1,5,1,2,42
HY44747,9790.0,285,2015,43336,1055,4.6,2,145,8,1,5,1,14,12
HY45585,8490.0,560,2014,57946,1055,5.2,2,377,8,1,5,1,7,100
HY48245,13490.0,345,2017,109851,1055,3.8,12,382,144,1,4,2,35,5
JC55494,17990.0,650,2017,29164,1055,5.4,2,171,41,1,8,1,50,29
JD20118,35990.0,060,2016,73764,1057,6.6,6,282,358,2,8,2,142,39
JF02433,23490.0,130,2015,85657,1055,4.9,11,359,644,2,8,2,87,35
JH34828,24876.0,345,2018,35704,1058,7.1,3,382,276,1,5,1,130,8
JJ19097,16990.0,650,2017,58041,1055,6.4,6,375,99,1,10,1,55,7
JM06600,13890.0,905,2016,46234,1055,4.7,3,243,52,1,12,1,21,35
JP18816,16470.0,905,2015,79181,1055,5.1,6,163,93,2,4,1,46,11
JP45650,36490.0,060,2019,36268,1055,7.2,12,253,398,2,8,1,87,104
JP79083,33990.0,130,2020,38164,1056,4.6,2,15,402,2,3,2,87,54
JP90847,16490.0,550,2015,103068,1056,5.2,2,92,300,1,8,2,76,40
JR16638,20970.0,550,2017,31460,1055,6.4,10,92,224,1,8,1,72,31
JR49389,22990.0,570,2013,79917,1056,6.7,6,156,561,2,8,2,73,31
JT78671,15990.0,345,2015,82949,1056,7.1,2,344,178,2,3,1,84,25
JV50753,8350.0,280,2015,35655,1055,5.2,12,236,41,1,12,1,7,16
DG00757,14490.0,060,2016,57193,1055,4.4,2,32,27,1,12,1,24,38
DG46355,15290.0,790,2018,24152,1055,4.7,10,176,30,1,5,1,39,32
DH20318,9990.0,905,2013,64685,1055,5.3,8,243,52,1,12,1,32,33
DH58385,15390.0,905,2016,21268,1055,4.9,11,243,52,1,5,1,21,83
DJ12921,34990.0,800,2020,34713,1056,1.4,6,230,96,2,4,5,97,37
DJ44948,17690.0,650,2018,40071,1056,7.1,6,220,99,2,8,1,55,71
DL22428,16950.0,720,2018,16647,1057,5.7,10,191,49,1,8,1,50,12
DL37082,19590.0,345,2018,50851,1055,5.5,12,382,86,2,4,1,55,37
DL49644,44350.0,570,2017,63113,1056,8.5,2,155,560,2,8,1,145,40
DM50000,29390.0,130,2017,82239,1058,5.1,6,357,646,2,8,2,111,62
DR36141,17490.0,830,2006,52477,1055,7.1,2,185,59,2,8,1,15,3
DS86417,27150.0,570,2016,47983,1057,6.1,12,132,510,2,5,1,84,42
DT02539,10990.0,720,2019,12408,1055,4.4,12,336,21,1,5,1,10,67
DW15147,14180.0,060,2014,52425,1057,5.1,6,32,51,1,12,1,18,55
DW41604,11490.0,800,2014,73891,1055,5.4,2,268,52,1,5,1,32,7
DW63396,19990.0,570,2014,97992,1056,6.4,2,281,600,1,3,1,84,85
DW74559,11990.0,830,2016,12342,1058,5.0,12,302,41,1,5,1,24,5
DX13544,9990.0,650,2017,17954,1055,4.3,1,194,8,1,12,1,11,21
DX44773,28990.0,285,2020,40661,1055,4.8,11,200,241,2,8,2,87,37
DX78271,18590.0,345,2017,36173,1055,6.3,2,335,138,1,8,1,52,86
DX89869,17988.0,905,2018,41224,1055,5.4,11,163,93,1,4,1,46,33
DZ20426,11100.0,905,2016,115152,1055,4.9,12,163,52,1,5,1,18,39
DZ70962,41690.0,345,2021,13424,1056,5.8,6,335,168,2,8,5,111,65
EA81838,28290.0,570,2019,32524,1057,4.2,11,62,457,2,10,2,62,35
ED36300,9790.0,650,2015,40248,1057,5.3,7,47,41,1,12,1,7,5
ED51484,9440.0,800,2013,30801,1055,4.7,7,103,18,2,5,1,11,4
EG09251,24950.0,905,2021,3442,1055,4.9,2,303,30,2,8,1,35,15
EG29185,20990.0,650,2020,24874,1057,4.7,2,111,54,2,5,1,51,44
EJ29440,19490.0,380,2016,89711,1056,4.2,6,367,325,2,5,2,80,47
ES06971,11120.0,905,2016,93648,1055,4.7,3,243,52,1,12,1,21,2
ES10892,34490.0,060,2018,21833,1055,7.2,10,253,398,2,8,1,87,50
ES11724,21890.0,905,2019,20347,1055,6.1,12,243,278,2,5,1,94,50
ET19657,16190.0,130,2016,84763,1055,4.5,10,9,335,1,10,1,53,3
ET47243,20990.0,790,2016,60804,1055,5.3,2,58,94,1,8,1,62,71
EV87814,13150.0,550,2016,60163,1055,4.5,4,5,103,1,5,1,21,123
EY31046,10990.0,720,2018,11742,1055,5.6,12,105,41,1,12,1,10,10
EY66928,14531.0,905,2014,109625,1055,5.0,2,163,93,2,5,1,46,51
EZ39695,30490.0,130,2019,60620,1055,5.5,2,14,380,2,5,1,84,51
EZ72835,14617.0,905,2016,80781,1055,3.9,2,163,177,2,5,2,35,8
FA85685,22690.0,860,2020,21114,1055,2.8,12,370,114,2,5,5,40,44
FB51210,9990.0,280,2015,46913,1055,5.1,12,19,41,1,2,1,7,40
FC45972,20490.0,194,2020,16720,1055,6.4,6,131,67,1,8,1,62,35
FF03408,19790.0,194,2021,2922,1055,6.1,2,128,67,1,10,1,51,2
FF13109,8190.0,790,2014,25160,1055,4.5,10,217,8,1,5,1,2,90
FF62851,38290.0,570,2018,24931,1058,6.4,2,71,478,2,3,1,123,52
FF66094,19990.0,905,2014,79991,1055,6.3,10,163,278,2,5,1,107,45
FG01241,19386.0,130,2016,102526,1055,4.9,10,9,339,2,10,2,87,75
FG69803,24690.0,345,2018,43114,1055,7.3,6,335,178,2,8,1,77,46
FJ31585,7900.0,790,2015,63837,1055,4.5,10,217,8,1,5,1,2,31
FM31125,24290.0,860,2019,25632,1055,3.3,12,110,246,2,5,5,79,45
FN54014,27320.0,130,2018,67917,1058,4.3,6,14,378,2,5,2,87,29
FN62032,28770.0,800,2017,56771,1055,7.3,4,196,278,2,8,1,80,8
FP19773,37490.0,130,2020,74584,1056,5.2,2,14,385,2,4,2,127,6
FS38666,11190.0,580,2013,116966,1057,4.7,4,112,585,1,8,2,21,62
FS67970,11190.0,194,2018,53145,1055,5.5,12,285,5,1,5,1,21,46
FV45269,16390.0,340,2018,44717,1055,5.6,10,173,103,1,8,1,50,15
HP14676,12450.0,345,2018,38804,1055,5.8,6,380,41,1,5,1,18,16
HP84035,13590.0,285,2019,6876,1055,5.2,3,145,38,1,5,1,18,73
HR31525,8990.0,345,2016,52339,1055,4.7,2,379,8,1,5,1,4,60
HS96170,12090.0,060,2013,49735,1055,3.8,9,32,177,1,5,2,21,46
HT51437,13590.0,790,2016,96895,1057,5.2,12,205,93,1,5,1,46,7
HU32631,23100.0,285,2018,52859,1056,4.7,3,169,112,1,10,2,43,2
HV71339,15490.0,800,2018,39824,1055,4.5,2,268,30,1,5,1,35,59
HY47305,16200.0,190,2018,34547,1055,4.9,3,74,56,2,5,1,35,50
HY52198,23790.0,570,2017,74287,1055,4.3,6,71,473,2,4,2,73,43
JA68295,15860.0,720,2016,55302,1057,4.0,2,213,186,1,5,2,50,27
JA82204,19590.0,130,2015,91210,1057,4.1,2,9,337,2,2,2,87,6
JA87350,26850.0,425,2017,87141,1056,6.7,11,292,289,2,8,2,94,44
JB84653,6590.0,560,2013,45227,1055,4.2,3,378,8,2,5,1,2,7
JC69314,13990.0,720,2019,30481,1055,4.7,8,105,25,1,5,1,29,80
JD43082,16490.0,130,2015,78111,1058,5.6,2,4,216,1,5,1,53,39
JD96471,21890.0,425,2017,45441,1056,7.6,12,296,178,1,8,1,77,61
JF33507,29630.0,570,2018,65191,1057,6.8,6,87,493,2,5,1,106,11
JG85539,7990.0,190,2015,84697,1057,4.6,12,74,57,1,5,1,15,13
JG91317,17100.0,860,2018,4019,1055,3.6,10,370,114,2,5,5,11,31
JH26691,12490.0,345,2021,2152,1055,5.1,2,379,8,1,5,1,4,17
JJ56817,15490.0,280,2016,43497,1055,5.5,12,21,99,2,8,1,55,59
JK98967,14980.0,340,2016,88908,1055,6.4,12,104,204,1,4,1,55,66
JR49322,35190.0,570,2020,41271,1057,5.8,2,31,446,2,5,1,109,5
JS87628,15890.0,905,2018,27880,1055,4.4,2,243,30,1,5,1,24,62
JT19765,13450.0,650,2019,17267,1055,5.9,10,111,74,2,5,1,21,50
JW48369,17150.0,800,2017,30577,1055,5.3,6,230,93,1,4,1,62,45
JW71505,12100.0,905,2015,65125,1055,3.6,2,243,87,1,12,2,32,16
JW77404,10350.0,285,2012,52108,1055,4.9,6,63,13,1,10,1,43,72
JW89823,13990.0,790,2018,50610,1055,4.7,3,176,30,1,5,1,24,59
JX10459,14790.0,570,2015,108501,1055,5.6,2,62,452,1,10,1,45,16
JX75402,15802.0,060,2013,79265,1055,5.8,11,34,201,1,5,1,80,37
JX94076,19175.0,790,2017,54206,1057,4.8,6,205,93,1,4,1,62,25
JY41741,7790.0,670,2015,92366,1055,4.1,12,2,34,1,5,1,7,72
JZ20976,20990.0,550,2019,31408,1055,6.3,2,26,224,1,4,1,59,9
JZ29108,14790.0,285,2016,90876,1055,6.1,1,146,113,2,4,1,62,32
KC99723,14990.0,285,2018,98039,1055,4.4,11,146,268,2,4,2,62,36
KD99750,26980.0,285,2019,51066,1058,7.9,2,146,301,1,5,1,131,119
KH07816,10098.0,720,2017,72167,1055,5.7,2,105,41,1,4,1,10,51
KK68543,31990.0,905,2017,80320,1057,6.4,11,317,272,2,8,2,116,110
KK76523,22090.0,860,2017,42112,1055,3.9,12,70,197,2,8,5,45,42
KM19417,32390.0,060,2015,50601,1057,7.1,2,278,274,2,2,1,135,9
KN75705,10490.0,285,2016,79596,1055,4.6,3,146,13,1,5,1,28,39
KP32236,9861.0,790,2016,45380,1055,6.5,2,176,8,1,5,1,11,50
KP53371,13666.0,194,2018,36936,1055,6.5,12,131,165,1,8,1,39,41
KP84799,40290.0,905,2018,55450,1055,5.9,10,308,272,2,10,2,62,18
KR97747,28490.0,570,2020,65843,1057,4.7,6,71,471,2,5,2,70,12
KT17785,9592.0,560,2016,98993,1055,4.1,12,378,8,2,12,1,7,29
KX61398,8450.0,280,2016,13193,1055,5.4,3,251,41,1,5,1,7,17
KX64637,16890.0,905,2015,110979,1058,5.3,12,317,272,1,8,2,62,53
KX88924,20490.0,285,2018,62058,1057,5.2,12,200,268,1,8,2,62,8
KX93010,8090.0,225,2014,56214,1055,4.7,6,229,41,1,10,1,14,14
KY70063,14490.0,285,2013,102756,1056,7.2,2,146,242,1,4,1,120,2
KZ24997,36190.0,570,2017,57804,1056,6.7,12,71,478,2,3,1,119,106
LB83230,22590.0,570,2016,86665,1057,4.4,2,71,471,2,4,2,53,42
LE04873,16360.0,905,2019,57659,1055,4.1,2,163,177,1,4,2,39,39
LF16464,32900.0,130,2017,36751,1055,6.0,2,25,427,2,5,1,121,85
CX33252,19828.0,345,2018,30591,1057,6.3,6,198,178,2,8,1,77,12
CY85571,9890.0,285,2013,85124,1055,5.0,2,146,13,1,12,1,46,14
DD28917,16390.0,060,2014,56539,1058,4.8,6,34,88,1,5,1,55,6
DD35501,12950.0,905,2014,96462,1055,3.8,12,163,177,1,5,2,35,24
DE62009,18190.0,225,2019,20265,1057,6.5,2,187,138,2,8,1,37,68
DF19404,16649.0,650,2017,78828,1055,6.4,11,375,99,1,10,1,55,22
DG88391,16250.0,130,2017,98605,1055,4.1,2,4,217,1,5,2,62,36
DH13396,21719.0,130,2016,98404,1055,4.7,2,357,643,2,8,2,62,77
DK25724,12390.0,345,2013,65641,1055,6.8,4,386,138,1,8,1,53,68
DL25406,8000.0,190,2016,37605,1055,4.1,3,73,34,1,5,1,7,25
DL92271,20690.0,800,2017,109200,1058,4.9,2,230,272,4,4,2,84,19
DP14142,17290.0,130,2014,109465,1056,4.7,2,14,377,2,4,2,84,38
DT82901,19887.0,285,2017,90597,1057,5.2,12,200,268,2,8,2,62,15
DU44488,8290.0,590,2018,42393,1055,4.2,12,295,8,1,12,1,7,12
DV87175,7390.0,560,2013,64328,1055,4.2,12,378,8,2,12,1,7,27
DX12204,14840.0,790,2017,98644,1057,4.3,12,205,272,1,5,2,62,29
DY18501,6950.0,285,2014,31492,1055,4.9,2,189,41,1,5,1,7,48
EA07066,16999.0,905,2013,118058,1056,5.9,3,317,272,2,8,2,77,39
ED84128,14613.0,590,2019,21570,1055,4.1,10,295,41,2,12,1,14,20
EE03562,26730.0,905,2018,59210,1055,6.3,6,163,278,2,5,1,119,22
EG65151,29300.0,670,2020,14795,1055,5.5,6,270,56,2,10,1,51,65
EH60576,22990.0,905,2017,41874,1055,4.4,2,323,177,2,10,2,39,72
EJ27932,19490.0,060,2018,49699,1057,4.2,11,34,177,1,5,2,39,94
EL78522,12690.0,285,2019,25948,1055,5.2,2,145,38,1,12,1,7,54
EM59200,9990.0,650,2014,46676,1057,5.4,6,214,99,1,10,1,43,24
EN70671,10690.0,860,2018,50297,1055,4.1,11,45,37,1,5,1,9,114
ER21194,23990.0,130,2014,41071,1058,4.0,6,15,401,2,3,2,84,12
ER92709,17490.0,194,2019,23473,1055,6.8,6,128,165,1,4,1,30,3
ET67693,34990.0,590,2020,13782,1056,1.8,2,233,310,2,8,5,109,19
EU08555,35990.0,060,2017,57698,1058,6.6,6,278,274,2,5,1,138,57
EU49410,24690.0,905,2017,105812,1055,6.1,6,323,202,2,10,1,80,30
EU65282,13590.0,670,2017,97012,1055,3.5,2,12,106,1,5,2,50,62
EV59214,21490.0,285,2019,44543,1055,5.9,12,146,113,2,5,1,62,30
EW70282,30490.0,130,2020,16597,1055,5.3,6,358,638,2,8,1,55,125
EX97342,17490.0,570,2014,40631,1057,5.7,12,62,455,2,10,1,66,20
EY66579,10290.0,560,2017,49071,1055,4.1,6,378,8,1,5,1,7,5
FF20909,24980.0,190,2018,60459,1055,4.5,6,68,106,2,10,2,51,42
FH92227,29990.0,060,2015,58943,1058,7.0,6,278,274,2,5,1,135,63
FK26704,9590.0,905,2018,21732,1055,4.2,12,388,8,1,5,1,2,13
FL05907,19250.0,790,2018,86088,1056,5.1,2,205,124,2,5,1,62,24
FN78367,19499.0,720,2017,84758,1056,4.6,2,315,186,4,5,2,70,7
FN86450,17990.0,345,2017,82384,1057,4.3,6,382,144,2,4,2,53,92
FP15639,12890.0,285,2014,74834,1055,5.5,2,146,113,1,5,1,62,56
FR44719,23590.0,225,2018,38079,1056,5.8,2,257,61,2,8,1,69,6
FS80737,12990.0,860,2021,27990,1055,4.1,12,45,8,1,12,1,9,14
FT79874,16290.0,285,2016,26523,1055,6.2,2,200,113,1,8,1,62,38
FU92015,37172.0,905,2019,52892,1055,6.9,2,308,272,1,10,2,62,2
FY43936,15790.0,790,2017,78300,1055,4.0,2,205,177,1,5,2,39,140
FZ00388,27890.0,905,2018,31452,1055,1.6,3,163,79,2,5,5,62,27
GA91021,24890.0,130,2016,35308,1055,6.3,6,357,645,2,8,1,88,36
GC33620,15190.0,905,2015,94144,1055,5.2,2,164,93,2,10,1,46,19
GD41172,14543.0,905,2014,80060,1055,5.4,6,164,93,1,10,1,62,28
GE15239,13695.0,905,2014,75874,1055,5.1,12,163,52,1,4,1,35,34
GE26344,8990.0,425,2013,16895,1055,4.2,10,241,8,1,5,1,7,119
GE36596,27590.0,130,2018,70469,1056,4.3,2,25,421,2,4,2,87,15
GK71057,12790.0,790,2016,19345,1055,4.9,2,176,52,1,5,1,21,106
AC69933,19390.0,905,2017,101343,1055,6.2,6,317,93,1,8,1,46,50
AD72073,11290.0,345,2015,70768,1055,5.8,4,382,154,1,4,1,53,3
AE29571,15541.0,060,2016,100291,1055,4.0,2,35,272,1,5,2,62,43
AE50088,13390.0,060,2013,53929,1055,5.4,10,32,88,1,5,1,45,91
AE62750,12190.0,190,2017,37852,1055,4.7,3,74,55,1,5,1,15,6
AF77814,25990.0,905,2018,89401,1055,4.8,6,317,272,2,8,2,62,73
AJ77575,14290.0,790,2016,59588,1055,5.2,12,205,93,1,5,1,46,45
AM48804,13190.0,650,2015,69356,1056,5.1,10,57,84,1,5,1,62,25
AN84262,27490.0,345,2022,5341,1055,6.3,12,335,167,1,8,1,62,31
AR41007,28990.0,830,2019,44619,1055,7.5,6,185,103,2,8,1,30,46
AT27588,8900.0,345,2015,33770,1055,4.7,4,379,8,1,5,1,4,13
AV63253,17490.0,905,2015,68392,1055,6.7,12,317,93,2,8,1,62,62
AX83646,29990.0,570,2017,64458,1056,3.9,6,132,515,2,5,2,91,52
AY81559,15350.0,800,2016,103980,1055,4.1,6,230,272,1,4,2,62,87
BD20830,23030.0,285,2018,113902,1055,5.8,12,137,269,2,8,2,101,37
BG99310,22428.0,905,2018,69003,1055,5.1,3,238,93,2,4,1,62,12
BJ11258,15190.0,905,2015,74732,1055,5.2,2,163,93,1,5,1,46,36
BJ82683,17590.0,905,2017,60451,1058,5.3,2,163,93,1,5,1,46,144
BK03024,12468.0,650,2016,41122,1055,4.9,6,57,84,1,5,1,46,6
BN83323,10990.0,280,2017,61237,1055,6.9,11,259,74,1,10,1,13,23
BR47202,24290.0,060,2016,83634,1058,6.0,2,38,201,2,2,1,77,59
BT27002,16990.0,580,2014,50569,1056,6.6,3,93,504,2,2,1,84,2
BT95037,14390.0,285,2017,68226,1055,6.4,12,63,181,2,10,1,32,32
BW45224,17790.0,340,2017,46277,1055,5.1,10,104,33,1,5,1,50,23
BY44432,22710.0,800,2019,31182,1055,5.0,3,192,30,2,8,1,40,41
CA95036,12750.0,425,2019,11408,1055,5.0,2,241,41,1,5,1,18,26
CB38039,25990.0,130,2019,74125,1058,4.6,2,9,333,2,10,2,62,8
CD83718,12490.0,650,2015,33878,1057,7.1,2,214,99,1,10,1,55,14
CF08525,26590.0,060,2015,79278,1056,7.0,12,278,274,1,5,1,135,3
CF46469,13904.0,280,2018,23149,1057,4.9,7,17,41,1,12,1,7,43
CG88562,23990.0,905,2018,71441,1058,4.8,10,317,272,1,8,2,62,44
CH54359,19990.0,910,2013,89474,1056,5.3,2,364,238,2,8,2,71,37
CJ10128,21250.0,800,2018,108854,1058,4.9,3,230,272,2,4,2,84,20
CJ45047,22290.0,285,2019,21821,1055,5.1,6,146,13,1,4,1,46,77
CL08914,17490.0,905,2017,95532,1058,5.4,6,164,93,2,10,1,62,58
CM03261,9990.0,590,2019,10070,1055,4.0,12,295,8,1,5,1,7,37
CM59507,13690.0,830,2018,21772,1055,4.6,6,177,42,1,5,1,21,39
CM60487,22550.0,570,2014,77556,1056,6.0,10,30,446,2,5,1,101,40
CM85766,39899.0,060,2018,27774,1056,4.9,2,41,397,2,4,2,97,122
CP67200,23990.0,425,2019,54674,1055,4.7,6,296,144,2,8,2,54,40
CS57016,28890.0,800,2021,16554,1055,4.9,6,192,125,2,8,1,62,4
CS57189,40890.0,570,2018,25189,1056,6.4,6,71,478,2,3,1,123,14
CT86481,14790.0,130,2015,108262,1055,4.0,12,4,215,1,5,2,39,69
CW92210,25650.0,285,2018,43374,1057,8.7,6,200,243,2,8,1,118,53
CX61864,20490.0,060,2018,28431,1055,5.1,10,32,88,2,5,1,46,88
CX83412,14790.0,905,2015,52941,1055,6.5,4,317,93,1,8,1,45,138
DA84132,37990.0,425,2022,9666,1057,6.0,2,296,179,2,8,1,79,26
DA95545,21990.0,570,2018,86771,1057,4.1,12,30,439,2,5,2,39,21
DB69340,16990.0,580,2015,46254,1057,5.8,8,210,504,1,5,1,88,60
DF27529,25997.0,345,2019,37919,1057,7.8,6,382,276,1,5,1,130,24
DF54771,13790.0,905,2014,95178,1055,5.9,12,323,52,1,10,1,32,33
DG03339,29690.0,425,2016,68139,1056,6.7,12,292,289,2,8,2,94,14
DK95521,13650.0,790,2016,62158,1055,5.2,12,205,93,1,5,1,46,3
DL99500,14690.0,905,2013,85807,1055,6.2,2,86,93,2,5,1,70,3
DN75464,12808.0,650,2016,108150,1055,4.9,6,57,84,1,4,1,62,8
DN86166,11388.0,280,2018,37318,1055,4.9,2,17,41,1,5,1,7,62
GX62983,17980.0,425,2016,112966,1056,4.4,12,228,138,2,8,5,31,46
GX86497,14950.0,060,2014,71377,1055,5.1,6,34,88,1,5,1,46,87
HA54913,15690.0,345,2015,70301,1055,6.3,6,335,138,1,8,1,52,80
HC73588,16790.0,225,2016,70155,1055,5.8,2,257,41,2,8,1,39,2
HG49479,16056.0,580,2015,74200,1057,4.1,6,210,506,2,12,2,73,11
HH02661,39290.0,570,2017,51395,1056,6.9,2,154,552,2,3,1,101,25
HK35635,15490.0,285,2014,82014,1057,6.2,6,200,268,2,8,2,55,2
HK76434,25520.0,285,2019,20737,1057,6.0,3,200,268,2,8,2,80,60
HL71118,9190.0,650,2014,44396,1055,6.0,3,214,74,1,10,1,28,14
HM58685,24990.0,790,2019,42045,1058,5.7,12,58,124,2,8,1,62,5
HM80180,10990.0,650,2013,17641,1057,5.5,2,47,74,1,5,1,20,57
HM94115,11490.0,285,2017,48725,1055,4.3,3,145,13,1,5,1,46,75
HN10664,24190.0,790,2018,62145,1055,5.0,6,58,272,1,8,2,62,94
HN37940,8990.0,905,2018,29897,1055,4.4,12,388,8,1,5,1,2,21
HS42752,18990.0,130,2016,87530,1055,4.0,11,14,377,2,5,2,87,12
HU49569,11690.0,194,2018,89383,1055,5.5,6,208,5,2,4,1,21,30
HV76700,45990.0,905,2017,32144,1057,7.8,3,308,272,1,10,2,98,42
HX04490,14990.0,800,2018,52002,1055,4.1,6,144,30,1,4,1,24,97
HX75696,19090.0,580,2018,39310,1055,5.1,2,106,584,2,4,1,30,97
HY05071,11980.0,650,2017,47347,1057,4.9,10,47,8,1,5,1,39,103
HY78742,24390.0,550,2019,3861,1055,4.4,11,10,224,1,5,1,79,109
JA18840,26790.0,670,2019,11133,1055,5.3,12,18,56,1,8,1,50,8
JA27937,14390.0,720,2017,27441,1055,5.1,2,96,4,1,8,1,21,12
JB66193,21790.0,800,2017,66723,1055,6.0,2,196,93,1,8,1,46,22
JB72473,17220.0,720,2017,56379,1057,6.2,2,191,173,1,8,1,71,34
