id,first_price,eligible_month,ext_cpi,ext_dieselprc,ext_newcarprice,ext_intrtrates,countryoforigin,tax_deductible,make,model,subtype,color,builtyear,body_type,upholstery,fuelconsumption,mileage,horsepower,fueltype,geartype,imperfections,co2value,seats,nbrowners,comercialuse_bool,accident_bool,bookmarks,opport,signings,time_offline,time_online_to_reserve_
SD68802,10990.0,September,112.7,2.168,6.2,1.8,BG,0,Volkswagen,Polo,1.2 TSI,Silver,2014,Limousine,Stoff,4,27831,90,Benzin,manual,1,107,5,1,0,0,8.734654422426292,3.4179152569679396,0.5590462381182536,0,18
FV17806,14790.0,April,116.6,1.686,6.9,2.36,DE,0,MINI,Paceman,Cooper S,Black,2015,SUV,Leder,6,80358,190,Benzin,manual,7,153,4,1,0,1,20.16995932597327,4.833527019174898,0.9976757699012202,0,37
TG83351,19260.0,April,116.6,1.686,6.9,2.36,DE,0,Ford,Mondeo,2.0 TDCi,Black,2018,Kombi,Teilleder,4,104425,180,Diesel,automatic,4,165,5,2,1,0,20.16995932597327,4.833527019174898,0.9976757699012202,0,17
UG43038,28490.0,September,112.7,2.168,6.2,1.8,DE,0,Mercedes-Benz,GLA-Klasse,GLA 200,White,2017,SUV,Alcantara,5,27907,155,Benzin,automatic,2,135,5,1,0,1,8.734654422426292,3.4179152569679396,0.5590462381182536,0,32
EB74890,16760.0,April,116.6,1.686,6.9,2.36,DE,0,Dacia,Dokker,1.6 SCe,Blue,2019,Kombi,Stoff,6,24001,102,Benzin,manual,8,175,5,1,0,0,20.16995932597327,4.833527019174898,0.9976757699012202,0,21
HA18952,21890.0,September,112.7,2.168,6.2,1.8,DE,0,Skoda,Octavia,2.0 TSI,Blue,2017,Kombi,Alcantara,6,104243,230,Benzin,manual,9,149,5,1,0,1,8.734654422426292,3.4179152569679396,0.5590462381182536,20,45
SY36491,40790.0,September,112.7,2.168,6.2,1.8,DE,0,Mercedes-Benz,GLC-Klasse,GLC 250,Gray,2018,SUV,Leder,7,18922,210,Benzin,automatic,0,209,5,2,1,0,8.734654422426292,3.4179152569679396,0.5590462381182536,37,35
CM38218,10150.0,September,112.7,2.168,6.2,1.8,DE,0,Citroen,C4 Cactus,1.2 VTi,Yellow,2016,SUV,Stoff,4,68097,82,Benzin,manual,4,107,5,3,0,0,8.734654422426292,3.4179152569679396,0.5590462381182536,0,1
LV46502,13990.0,April,116.6,1.686,6.9,2.36,SI,0,Volkswagen,Polo,1.0 TSI,White,2018,Limousine,Stoff,4,115699,95,Benzin,manual,2,103,5,2,0,0,20.16995932597327,4.833527019174898,0.9976757699012202,0,16
XK02999,7450.0,September,112.7,2.168,6.2,1.8,DE,0,Volkswagen,up!,1.0,Black,2014,Limousine,Stoff,4,41417,60,Benzin,manual,9,105,4,1,0,0,8.734654422426292,3.4179152569679396,0.5590462381182536,3,13
SR89155,9980.0,April,116.6,1.686,6.9,2.36,DE,0,Opel,Adam,1.2,White,2015,Limousine,Teilleder,5,59829,70,Benzin,manual,1,125,4,2,0,0,20.16995932597327,4.833527019174898,0.9976757699012202,0,11
LC87763,25990.0,September,112.7,2.168,6.2,1.8,HU,0,Hyundai,Kona,1.6 Hybrid,Red,2020,SUV,Teilleder,4,22445,141,Hybrid,automatic,10,122,5,1,1,0,8.734654422426292,3.4179152569679396,0.5590462381182536,0,33
LW57170,18910.0,April,116.6,1.686,6.9,2.36,DE,0,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 180,Red,2016,Kombi,Teilleder,5,113457,122,Benzin,automatic,6,128,5,2,0,0,20.16995932597327,4.833527019174898,0.9976757699012202,0,45
FR04055,21510.0,August,110.7,1.928,5.7,1.03,DE,0,Audi,A3,1.4 TFSI e-tron,Black,2014,Limousine,Teilleder,2,60822,150,Hybrid,automatic,6,39,5,2,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,7,28
XU50863,16490.0,August,110.7,1.928,5.7,1.03,DE,0,Mazda,3,2.0,Red,2015,Limousine,Stoff,5,5210,120,Benzin,manual,2,119,5,1,0,1,7.601013758146271,3.2173787110789283,0.499637943519189,90,36
GY15482,22490.0,August,110.7,1.928,5.7,1.03,DE,0,Seat,Leon,2.0 TDI,Blue,2019,Kombi,Teilleder,4,69084,184,Diesel,automatic,4,149,5,3,0,0,7.601013758146271,3.2173787110789283,0.499637943519189,4,28
NW21760,20890.0,August,110.7,1.928,5.7,1.03,DE,0,Ford,Kuga,1.5 EcoBoost,Gray,2018,SUV,Leder,6,44809,150,Benzin,manual,3,145,5,1,0,0,7.601013758146271,3.2173787110789283,0.499637943519189,10,67
KF45812,15500.0,August,110.7,1.928,5.7,1.03,DE,0,Audi,A4,1.8 TFSI,Blue,2013,Kombi,Stoff,6,42535,120,Benzin,manual,6,154,5,3,0,1,7.601013758146271,3.2173787110789283,0.499637943519189,0,55
GH83268,15490.0,August,110.7,1.928,5.7,1.03,DE,0,Kia,cee'd,1.4,Blue,2018,Limousine,Stoff,6,47909,100,Benzin,manual,10,160,5,1,0,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,52
RC55852,21450.0,August,110.7,1.928,5.7,1.03,DE,0,Mercedes-Benz,C-Klasse,C 180 CGI,Black,2014,Kombi,Teilleder,5,58430,155,Benzin,manual,0,126,5,2,0,1,7.601013758146271,3.2173787110789283,0.499637943519189,11,63
GM10373,13990.0,August,110.7,1.928,5.7,1.03,DE,1,Suzuki,Swift,1.0 BoosterJet,Gray,2017,Limousine,Stoff,4,18015,110,Benzin,manual,1,104,5,1,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,8
NE46667,17690.0,August,110.7,1.928,5.7,1.03,DE,0,Skoda,Fabia,1.0 TSI,Beige,2019,Kombi,Stoff,4,27332,110,Benzin,automatic,1,136,5,2,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,6
TB02846,20000.0,July,110.3,1.979,5.3,1.08,DE,0,Hyundai,IONIQ,1.6,Gray,2018,Limousine,Stoff,4,36999,104,Hybrid,automatic,3,103,5,1,0,0,8.313415685147946,2.8681413386957773,0.4336397586900316,0,9
ZC87135,35160.0,August,110.7,1.928,5.7,1.03,DE,0,Ford,Kuga,2.0 EcoBlue,Red,2020,SUV,Teilleder,4,31959,190,Diesel,automatic,3,161,5,1,0,0,7.601013758146271,3.2173787110789283,0.499637943519189,19,55
JX90943,17430.0,August,110.7,1.928,5.7,1.03,HU,0,Audi,A4,2.0 TDI,Black,2014,Kombi,Stoff,4,109422,190,Diesel,manual,3,123,5,2,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,1
AM91367,9880.0,August,110.7,1.928,5.7,1.03,DE,0,Fiat,500,1.2,Black,2016,Limousine,Stoff,4,45102,70,Benzin,manual,9,115,4,2,1,1,7.601013758146271,3.2173787110789283,0.499637943519189,64,69
MV48384,17890.0,August,110.7,1.928,5.7,1.03,DE,0,Toyota,Yaris,1.5 Hybrid,Blue,2019,Limousine,Stoff,3,7110,101,Hybrid,automatic,0,108,5,2,0,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,5
LR19327,10990.0,August,110.7,1.928,5.7,1.03,DE,0,Citroen,C3,1.2 VTi,Black,2017,Limousine,Stoff,4,31485,82,Benzin,manual,5,109,5,2,0,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,11
JV76307,27870.0,July,110.3,1.979,5.3,1.08,DE,0,Toyota,RAV 4,2.5 Hybrid,White,2017,SUV,Stoff,5,43201,197,Hybrid,automatic,6,118,5,1,0,0,8.313415685147946,2.8681413386957773,0.4336397586900316,0,48
YK13665,9690.0,August,110.7,1.928,5.7,1.03,DE,0,Opel,Astra,1.4 Turbo,Blue,2014,Limousine,Stoff,5,115345,140,Benzin,manual,5,137,5,3,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,5
XL75332,30510.0,July,110.3,1.979,5.3,1.08,DE,0,Mercedes-Benz,E-Klasse,E 220 d,Gray,2018,Kombi,Teilleder,4,90262,195,Diesel,automatic,0,109,5,2,1,0,8.313415685147946,2.8681413386957773,0.4336397586900316,21,60
TD93816,18660.0,July,110.3,1.979,5.3,1.08,DE,0,Seat,Arona,1.6 TDI,Gray,2019,SUV,Stoff,4,47195,95,Diesel,automatic,2,145,5,2,1,1,8.313415685147946,2.8681413386957773,0.4336397586900316,0,40
PY25436,24390.0,July,110.3,1.979,5.3,1.08,DE,0,Hyundai,Tucson,2.0 CRDi,Black,2016,SUV,Leder,6,55409,185,Diesel,automatic,3,170,5,1,0,0,8.313415685147946,2.8681413386957773,0.4336397586900316,0,1
FC80949,21100.0,July,110.3,1.979,5.3,1.08,DE,0,BMW,2er,228i,Black,2016,Coupe,Stoff,6,108125,245,Benzin,automatic,4,149,4,2,0,0,8.313415685147946,2.8681413386957773,0.4336397586900316,5,23
HL43266,24990.0,July,110.3,1.979,5.3,1.08,DE,0,Audi,A4,2.0 TDI,Gray,2018,Kombi,Stoff,4,98765,190,Diesel,automatic,8,109,5,2,1,0,8.313415685147946,2.8681413386957773,0.4336397586900316,0,11
ZT81643,22590.0,August,110.7,1.928,5.7,1.03,DE,0,Ford,Mondeo,2.0 TDCi,Black,2018,Kombi,Teilleder,4,74180,180,Diesel,manual,10,166,5,2,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,12
TT18293,16790.0,August,110.7,1.928,5.7,1.03,DE,0,Skoda,Fabia,1.0 TSI,Blue,2019,Kombi,Stoff,4,44475,110,Benzin,manual,5,127,5,2,1,1,7.601013758146271,3.2173787110789283,0.499637943519189,0,43
EE32323,18390.0,August,110.7,1.928,5.7,1.03,DE,0,BMW,3er,316i,Gray,2013,Limousine,Stoff,5,47921,135,Benzin,automatic,8,137,5,2,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,24,3
YP32458,20990.0,August,110.7,1.928,5.7,1.03,DE,0,Audi,A3 Limousine,1.4 TFSI,Gray,2017,Limousine,Stoff,5,53334,150,Benzin,manual,8,109,5,4,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,34
BL57162,6290.0,March,116.1,1.743,7.6,2.38,DE,0,Opel,Corsa,1.2,Yellow,2014,Limousine,Stoff,5,75468,70,Benzin,manual,5,129,5,2,0,1,23.247566515249837,6.190136275146009,1.164828033744322,0,13
NF80781,20990.0,April,116.6,1.686,6.9,2.36,DE,0,Hyundai,Santa Fe,2.2 CRDi,White,2016,SUV,Leder,6,117761,200,Diesel,automatic,3,174,5,1,0,1,20.16995932597327,4.833527019174898,0.9976757699012202,0,32
VC87413,22790.0,March,116.1,1.743,7.6,2.38,DE,0,Seat,Leon,2.0 TSI,Gray,2016,Kombi,Alcantara,6,42502,290,Benzin,automatic,8,154,5,2,0,1,23.247566515249837,6.190136275146009,1.164828033744322,0,50
GZ92735,13790.0,August,110.7,1.928,5.7,1.03,DE,0,Volkswagen,Golf VII Sportsvan,1.2 TSI,White,2015,Van,Stoff,4,48088,85,Benzin,manual,9,117,5,2,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,54
HC09254,33800.0,August,110.7,1.928,5.7,1.03,DE,0,Toyota,C-HR,2.0 Hybrid,Orange,2020,SUV,Alcantara,4,7126,184,Hybrid,automatic,6,120,5,2,0,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,78
AA34044,22580.0,August,110.7,1.928,5.7,1.03,DE,0,Ford,Fiesta,1.5 EcoBoost,Blue,2019,Limousine,Teilleder,6,24131,200,Benzin,manual,2,158,5,2,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,58
GW73308,11950.0,August,110.7,1.928,5.7,1.03,DE,0,Audi,A1,1.4 TDI,White,2016,Limousine,Teilleder,2,115215,90,Diesel,manual,6,89,4,3,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,22
NL72144,7380.0,August,110.7,1.928,5.7,1.03,DE,0,Skoda,Citigo,1.0 MPI,White,2016,Limousine,Stoff,4,71301,60,Benzin,manual,8,101,4,2,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,16
WB71549,7560.0,August,110.7,1.928,5.7,1.03,CZ,0,Peugeot,208,1.2 VTi,Brown,2014,Limousine,Stoff,4,77316,82,Benzin,manual,9,104,5,1,0,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,5
CM77124,19000.0,August,110.7,1.928,5.7,1.03,DE,0,Ford,Kuga,2.0 TDCi,Black,2017,SUV,Teilleder,5,101059,150,Diesel,automatic,1,134,5,3,0,1,7.601013758146271,3.2173787110789283,0.499637943519189,49,62
SD04516,27000.0,August,110.7,1.928,5.7,1.03,DE,0,Audi,A3,2.0 TFSI,Gray,2017,Limousine,Leder,6,72240,190,Benzin,automatic,2,137,5,2,1,1,7.601013758146271,3.2173787110789283,0.499637943519189,0,4
BS57748,12690.0,August,110.7,1.928,5.7,1.03,DE,0,Volkswagen,Golf VII,1.6 TDI,Blue,2012,Limousine,Stoff,3,79812,105,Diesel,manual,13,99,5,2,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,8,83
JA18840,26800.0,August,110.7,1.928,5.7,1.03,DE,0,Peugeot,5008,1.2 e-THP,White,2019,SUV,Stoff,5,11133,130,Benzin,manual,2,148,7,2,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,8
JV40932,18060.0,July,110.3,1.979,5.3,1.08,DE,0,Peugeot,2008,1.2 e-THP,Gray,2018,SUV,Teilleder,4,22312,110,Benzin,automatic,15,110,5,1,0,0,8.313415685147946,2.8681413386957773,0.4336397586900316,14,55
FY82745,42990.0,August,110.7,1.928,5.7,1.03,DE,0,BMW,X3,xDrive 20i,Gray,2020,SUV,Teilleder,7,17102,185,Benzin,automatic,3,180,5,1,0,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,74
BH87998,17490.0,August,110.7,1.928,5.7,1.03,DE,0,Renault,Clio,1.0 TCe,Red,2020,Limousine,Teilleder,4,16883,101,Benzin,manual,2,120,5,2,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,39
EB17546,28290.0,August,110.7,1.928,5.7,1.03,DE,0,Ford,Galaxy,2.0 EcoBlue,Gray,2018,Van,Stoff,5,50155,190,Diesel,automatic,3,174,7,2,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,3
GK83590,16990.0,July,110.3,1.979,5.3,1.08,DE,0,Volkswagen,Golf VII,1.4 TSI,Gray,2015,Kombi,Stoff,4,69798,125,Benzin,automatic,4,118,5,2,0,0,8.313415685147946,2.8681413386957773,0.4336397586900316,0,13
RB60873,23960.0,July,110.3,1.979,5.3,1.08,DE,0,Volkswagen,Tiguan,1.4 TSI,White,2016,SUV,Stoff,6,54919,150,Benzin,automatic,5,140,5,1,0,0,8.313415685147946,2.8681413386957773,0.4336397586900316,0,64
MR93528,25990.0,July,110.3,1.979,5.3,1.08,DE,0,Skoda,Octavia,2.0 TSI,Black,2018,Kombi,Teilleder,6,49632,245,Benzin,automatic,10,171,5,1,0,0,8.313415685147946,2.8681413386957773,0.4336397586900316,0,1
LS19920,12490.0,August,110.7,1.928,5.7,1.03,CZ,0,Skoda,Rapid,1.0 TSI,White,2018,Limousine,Stoff,4,63559,95,Benzin,manual,12,127,5,1,0,1,7.601013758146271,3.2173787110789283,0.499637943519189,0,101
LF57019,14990.0,July,110.3,1.979,5.3,1.08,DE,0,Ford,Fiesta,1.0 EcoBoost,Gray,2017,Limousine,Stoff,4,52857,140,Benzin,manual,3,102,5,2,1,1,8.313415685147946,2.8681413386957773,0.4336397586900316,0,24
PM24140,22290.0,August,110.7,1.928,5.7,1.03,DE,0,BMW,1er,118i,Gray,2018,Limousine,Leder,5,33763,135,Benzin,manual,5,172,5,1,0,1,7.601013758146271,3.2173787110789283,0.499637943519189,0,103
LF30255,14990.0,July,110.3,1.979,5.3,1.08,DE,0,Audi,A1,1.0 TFSI,Black,2016,Limousine,Stoff,4,58439,95,Benzin,manual,9,98,5,2,0,0,8.313415685147946,2.8681413386957773,0.4336397586900316,0,34
XC51043,17100.0,August,110.7,1.928,5.7,1.03,DE,0,Dacia,Duster II,1.3 TCe,Black,2019,SUV,Stoff,5,26975,131,Benzin,manual,5,162,5,2,0,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,5
EZ83334,12800.0,August,110.7,1.928,5.7,1.03,DE,0,Ford,EcoSport,1.0 EcoBoost,Black,2014,SUV,Stoff,5,20908,125,Benzin,manual,16,125,5,2,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,24
FG22023,19850.0,March,116.1,1.743,7.6,2.38,DE,0,BMW,3er,318d,Black,2018,Kombi,Stoff,4,48901,150,Diesel,manual,3,152,5,2,1,0,23.247566515249837,6.190136275146009,1.164828033744322,0,6
TT70816,28190.0,April,116.6,1.686,6.9,2.36,DE,0,Volkswagen,Tiguan,1.5 TSI,Black,2018,SUV,Stoff,6,38634,150,Benzin,automatic,3,172,5,1,0,1,20.16995932597327,4.833527019174898,0.9976757699012202,2,48
YE68609,7290.0,March,116.1,1.743,7.6,2.38,DE,0,Mitsubishi,Space Star,1.0,White,2017,Limousine,Stoff,4,30665,70,Benzin,manual,4,96,5,2,0,1,23.247566515249837,6.190136275146009,1.164828033744322,19,18
BU59754,33150.0,September,112.7,2.168,6.2,1.8,DE,0,Mercedes-Benz,C-Klasse,C 200,Black,2019,Kombi,Leder,5,42875,197,Benzin,automatic,1,158,5,2,0,0,8.734654422426292,3.4179152569679396,0.5590462381182536,0,15
WR68226,19490.0,March,116.1,1.743,7.6,2.38,DE,0,Volkswagen,Tiguan,2.0 TDI,Red,2016,SUV,Stoff,4,53329,150,Diesel,manual,2,125,5,3,0,1,23.247566515249837,6.190136275146009,1.164828033744322,0,54
EZ31320,11950.0,December,113.2,1.905,7.5,2.08,DE,0,Seat,Ibiza,1.0 TSI,Black,2015,Limousine,Stoff,4,83636,110,Benzin,manual,3,99,5,2,1,0,17.023509452254,4.901841977702375,0.7445467765390208,0,4
LM98925,14960.0,April,116.6,1.686,6.9,2.36,DE,0,Nissan,Juke,1.6,Gray,2017,SUV,Stoff,6,53151,117,Benzin,automatic,2,142,5,1,0,0,20.16995932597327,4.833527019174898,0.9976757699012202,0,19
LP38767,22360.0,August,110.7,1.928,5.7,1.03,DE,0,Suzuki,SX4 S-Cross,1.4 BoosterJet Mild-Hybrid,Blue,2021,SUV,Leder,5,12705,129,Benzin,automatic,1,142,5,2,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,1
AY15264,23000.0,August,110.7,1.928,5.7,1.03,DE,0,Seat,Leon,2.0 TDI,Red,2019,Limousine,Alcantara,3,47930,185,Diesel,automatic,1,149,5,2,0,1,7.601013758146271,3.2173787110789283,0.499637943519189,0,41
UV48396,31290.0,August,110.7,1.928,5.7,1.03,DE,0,Mercedes-Benz,E-Klasse,E 200,Black,2018,Limousine,Teilleder,6,47148,185,Benzin,automatic,4,187,5,2,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,34
WT48918,16560.0,August,110.7,1.928,5.7,1.03,DE,0,Abarth,595,1.4 Turbo,Gray,2018,Limousine,Stoff,5,40317,145,Benzin,manual,4,134,4,2,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,54
EU28110,12500.0,August,110.7,1.928,5.7,1.03,DE,0,Fiat,500,1.2,Gray,2018,Limousine,Teilleder,5,20887,70,Benzin,manual,1,146,4,2,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,32
JE88979,37900.0,August,110.7,1.928,5.7,1.03,DE,0,Skoda,Kodiaq,2.0 TSI,Gray,2019,SUV,Alcantara,6,42187,190,Benzin,automatic,0,202,5,1,0,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,35
BB71436,23590.0,August,110.7,1.928,5.7,1.03,DE,0,Mercedes-Benz,C-Klasse,C 180 CGI,Gray,2015,Limousine,Teilleder,5,68301,155,Benzin,automatic,6,126,5,2,0,0,7.601013758146271,3.2173787110789283,0.499637943519189,14,30
FY85424,26490.0,August,110.7,1.928,5.7,1.03,DE,0,Seat,Leon,1.5 eTSI ACT,Gray,2020,Limousine,Stoff,4,22952,150,Benzin,automatic,0,135,5,2,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,15,30
GR47541,19990.0,August,110.7,1.928,5.7,1.03,RO,0,Seat,Leon,1.4 TSI,White,2017,Limousine,Stoff,4,41649,150,Benzin,automatic,0,115,5,1,0,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,4
VR45636,24990.0,August,110.7,1.928,5.7,1.03,DE,0,Volkswagen,Passat,2.0 TDI,Blue,2017,Kombi,Teilleder,4,71700,190,Diesel,automatic,3,120,5,2,0,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,48
GM98008,7750.0,August,110.7,1.928,5.7,1.03,DE,0,Nissan,Micra,1.2,Gray,2013,Limousine,Stoff,4,40479,98,Benzin,manual,10,99,5,2,0,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,25
CD53772,6340.0,August,110.7,1.928,5.7,1.03,BG,0,Skoda,Citigo,1.0 MPI,White,2012,Limousine,Stoff,4,53160,60,Benzin,manual,12,91,4,1,0,0,7.601013758146271,3.2173787110789283,0.499637943519189,88,7
CT29190,17770.0,August,110.7,1.928,5.7,1.03,DE,0,Audi,A3,1.8 TFSI,Gray,2013,Limousine,Teilleder,5,68703,180,Benzin,automatic,0,130,5,1,0,0,7.601013758146271,3.2173787110789283,0.499637943519189,0,13
RZ32527,9040.0,August,110.7,1.928,5.7,1.03,DE,0,Peugeot,208,1.2 e-VTi,Black,2016,Limousine,Stoff,4,86211,82,Benzin,manual,9,104,5,2,1,1,7.601013758146271,3.2173787110789283,0.499637943519189,17,29
KS59440,8820.0,August,110.7,1.928,5.7,1.03,DE,0,Ford,Fiesta,1.25,White,2014,Limousine,Stoff,5,50966,82,Benzin,manual,4,120,5,2,0,0,7.601013758146271,3.2173787110789283,0.499637943519189,32,16
DN44236,21990.0,August,110.7,1.928,5.7,1.03,DE,0,Audi,A1,1.8 TFSI,Black,2017,Limousine,Teilleder,5,35808,192,Benzin,automatic,4,134,5,2,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,44,6
NA21220,13000.0,July,110.3,1.979,5.3,1.08,DE,0,BMW,1er,116i,Silver,2013,Limousine,Stoff,5,78995,135,Benzin,manual,3,125,5,3,0,0,8.313415685147946,2.8681413386957773,0.4336397586900316,7,42
DB69340,16990.0,July,110.3,1.979,5.3,1.08,DE,0,MINI,MINI,Cooper S,Orange,2015,Limousine,Teilleder,5,46254,192,Benzin,manual,10,136,4,1,0,0,8.313415685147946,2.8681413386957773,0.4336397586900316,0,60
WP92063,12690.0,July,110.3,1.979,5.3,1.08,SE,0,Citroen,C3,1.2 VTi,White,2018,Limousine,Stoff,4,38811,82,Benzin,manual,6,109,5,1,1,0,8.313415685147946,2.8681413386957773,0.4336397586900316,0,51
NR76637,15490.0,September,112.7,2.168,6.2,1.8,DE,0,Ford,Kuga,2.0 TDCi,Black,2013,SUV,Teilleder,6,61351,140,Diesel,automatic,16,162,5,1,0,1,8.734654422426292,3.4179152569679396,0.5590462381182536,5,64
JC03751,11290.0,April,116.6,1.686,6.9,2.36,DE,0,Ford,Fiesta,1.0 EcoBoost,Gray,2016,Limousine,Stoff,4,78509,140,Benzin,manual,6,104,5,2,0,0,20.16995932597327,4.833527019174898,0.9976757699012202,0,40
VG10162,18490.0,April,116.6,1.686,6.9,2.36,BG,0,Audi,A3,1.0 TFSI,White,2018,Limousine,Stoff,4,43794,115,Benzin,manual,0,106,5,3,0,0,20.16995932597327,4.833527019174898,0.9976757699012202,0,60
MY77084,10890.0,September,112.7,2.168,6.2,1.8,DE,0,Seat,Leon,1.2 TSI,Gray,2015,Limousine,Stoff,4,97281,110,Benzin,manual,4,114,5,3,1,0,8.734654422426292,3.4179152569679396,0.5590462381182536,0,3
CW02185,23690.0,April,116.6,1.686,6.9,2.36,DE,0,Audi,A4,2.0 TDI,Gray,2018,Limousine,Stoff,4,113148,190,Diesel,automatic,2,103,5,2,1,1,20.16995932597327,4.833527019174898,0.9976757699012202,0,42
BH22385,15590.0,September,112.7,2.168,6.2,1.8,DE,0,Dacia,Lodgy,1.5 Blue dCi,Blue,2018,Van,Stoff,4,96185,116,Diesel,manual,7,141,7,1,0,0,8.734654422426292,3.4179152569679396,0.5590462381182536,8,56
PL76613,17690.0,April,116.6,1.686,6.9,2.36,DE,0,Ford,Kuga,1.5 EcoBoost,Blue,2017,SUV,Teilleder,6,51447,150,Benzin,manual,6,145,5,3,0,0,20.16995932597327,4.833527019174898,0.9976757699012202,0,44
TC17265,14330.0,April,116.6,1.686,6.9,2.36,DE,0,Dacia,Duster II,1.6 SCe,Gray,2018,SUV,Stoff,6,86642,115,Benzin,manual,3,178,5,2,1,0,20.16995932597327,4.833527019174898,0.9976757699012202,0,10
PJ83672,13500.0,September,112.7,2.168,6.2,1.8,DE,0,Opel,Adam,1.4,Gray,2019,Limousine,Teilleder,4,30277,100,Benzin,manual,3,148,4,2,1,0,8.734654422426292,3.4179152569679396,0.5590462381182536,0,49
WU83510,13690.0,April,116.6,1.686,6.9,2.36,DE,0,Opel,Astra K,1.4 SIDI Turbo,Black,2018,Kombi,Stoff,5,81404,125,Benzin,manual,3,130,5,2,1,1,20.16995932597327,4.833527019174898,0.9976757699012202,0,16
KV10675,14990.0,April,116.6,1.686,6.9,2.36,DE,1,Kia,Picanto,1.0 TGDI,White,2019,Limousine,Leder,4,24114,100,Benzin,manual,4,128,5,1,1,0,20.16995932597327,4.833527019174898,0.9976757699012202,0,45
KX14641,44900.0,September,112.7,2.168,6.2,1.8,DE,1,Volkswagen,T6 Multivan,2.0 TDI,Black,2019,Bus,Alcantara,6,68815,150,Diesel,automatic,19,225,7,1,1,1,8.734654422426292,3.4179152569679396,0.5590462381182536,0,2
RB78183,22890.0,September,112.7,2.168,6.2,1.8,DE,0,Audi,A4,2.0 TDI,Black,2016,Kombi,Stoff,4,83459,190,Diesel,manual,17,116,5,3,0,1,8.734654422426292,3.4179152569679396,0.5590462381182536,27,90
TG16975,41990.0,September,112.7,2.168,6.2,1.8,DE,0,Skoda,Kodiaq,2.0 TDI,Gray,2021,SUV,Stoff,5,26847,200,Diesel,automatic,1,173,5,1,0,0,8.734654422426292,3.4179152569679396,0.5590462381182536,0,84
MX93192,14490.0,September,112.7,2.168,6.2,1.8,DE,0,Renault,Kadjar,1.2 TCe Energy,Black,2017,SUV,Stoff,5,41044,130,Benzin,manual,2,127,5,2,1,0,8.734654422426292,3.4179152569679396,0.5590462381182536,2,45
EG54542,29990.0,September,112.7,2.168,6.2,1.8,DE,0,BMW,X5,xDrive 25d,Blue,2014,SUV,Stoff,5,41595,218,Diesel,automatic,4,154,5,1,0,0,8.734654422426292,3.4179152569679396,0.5590462381182536,0,12
YP85186,12990.0,September,112.7,2.168,6.2,1.8,DE,0,Ford,EcoSport,1.5 Ti-VCT,Yellow,2016,SUV,Teilleder,6,94240,110,Benzin,automatic,8,149,5,3,0,0,8.734654422426292,3.4179152569679396,0.5590462381182536,0,4
HU95351,19610.0,September,112.7,2.168,6.2,1.8,DE,0,Toyota,Auris Touring Sports,1.8 Hybrid,White,2018,Kombi,Stoff,3,35108,100,Hybrid,automatic,9,92,5,2,1,0,8.734654422426292,3.4179152569679396,0.5590462381182536,37,26
VA67817,18800.0,April,116.6,1.686,6.9,2.36,DE,0,BMW,1er,118i,Black,2016,Limousine,Stoff,5,16425,135,Benzin,automatic,1,112,5,2,0,0,20.16995932597327,4.833527019174898,0.9976757699012202,0,19
ES58873,13990.0,September,112.7,2.168,6.2,1.8,DE,0,Audi,A3,1.2 TFSI,Gray,2014,Limousine,Stoff,4,104645,110,Benzin,manual,4,114,5,2,1,0,8.734654422426292,3.4179152569679396,0.5590462381182536,0,24
