id,buy_price,make,model,subtype,outside_color,built_year,body_type,upholstery,mileage,horsepower,benzin,diesel,automatic,manual,time_online_to_reserve_
SR43256,15025,Hyundai,Santa Fe,2.2 CRDi,Red,2015,SUV,Leder,111359,197,0,1,0,1,3
RP61682,19493,Jeep,Compass,1.4 M-Air,Black,2018,SUV,Teilleder,30260,170,1,0,1,0,15
JN68839,21449,Volkswagen,Golf VII,2.0 TSI,Black,2015,Limousine,Leder,99515,300,1,0,1,0,122
LB35131,7101,Smart,forfour,1.0,White,2016,Limousine,Leder,44114,70,1,0,0,1,34
LF90569,6868,Ford,Focus,2.0 TDCi,Silver,2014,Kombi,Stoff,108920,140,0,1,1,0,2
MN10526,26788,Audi,A7,3.0 V6 TDI,Black,2016,Kombi,Leder,104733,190,0,1,1,0,55
ZP98266,21023,Skoda,Octavia,2.0 TSI,Gray,2019,Kombi,Stoff,59980,190,1,0,1,0,69
ZA16050,18516,Audi,A4,2.0 TDI,Gray,2018,Kombi,Teilleder,97556,150,0,1,1,0,63
ZU13305,10715,Audi,A1,1.6 TDI,Red,2015,Limousine,Stoff,53698,115,0,1,0,1,9
LX96210,10389,Volkswagen,Golf VII Sportsvan,1.2 TSI,Red,2016,Van,Stoff,102920,110,1,0,0,1,63
WG70236,11300,Seat,Toledo,1.4 TSI,Brown,2017,Limousine,Stoff,57954,125,1,0,1,0,63
YH59715,6202,Fiat,500,1.2,White,2014,Limousine,Stoff,31312,70,1,0,0,1,50
HS79147,4525,Skoda,Citigo,1.0 MPI,White,2014,Limousine,Stoff,55841,60,1,0,0,1,1
LZ78041,18818,Seat,Ateca,1.5 TSI,Gray,2019,SUV,Stoff,34620,150,1,0,1,0,34
UF77673,11845,Suzuki,Ignis,1.2 DualJet,Orange,2017,Limousine,Stoff,19919,90,1,0,0,1,15
WT54957,10818,Audi,A1,1.0 TFSI,Gray,2015,Limousine,Alcantara,51102,95,1,0,0,1,43
XD07576,21044,Audi,A6,2.0 TDI,Gray,2016,Kombi,Alcantara,97376,190,0,1,1,0,5
YP97252,10610,BMW,1er,118i,Brown,2015,Limousine,Stoff,81988,170,1,0,0,1,5
WM35898,7693,Fiat,500,1.2,Gray,2016,Limousine,Stoff,34321,70,1,0,0,1,8
SE66119,13595,Opel,Astra K,1.4 SIDI Turbo,White,2017,Limousine,Leder,55640,150,1,0,0,1,7
GB48395,12305,Suzuki,SX4,S-Cross 1.0 Boosterjet,Silver,2016,SUV,Stoff,36924,110,1,0,0,1,30
YT45221,24073,Volkswagen,Passat,2.0 TDI,Black,2020,Kombi,Stoff,34602,150,0,1,1,0,68
EW80177,12073,Volkswagen,Golf VII,1.6 TDI,Gray,2015,Kombi,Stoff,86246,110,0,1,0,1,38
VS93108,24683,Audi,A4,3.0 V6 TDI,Gray,2017,Kombi,Alcantara,100956,218,0,1,1,0,12
ZF55793,12901,Fiat,500C,1.0 Mild-Hybrid,Black,2021,Cabrio,Teilleder,11108,70,1,0,0,1,10
YJ12078,16944,Ford,Fiesta,1.5 EcoBoost,Gray,2019,Limousine,Stoff,26337,200,1,0,0,1,30
TS94457,14523,Volkswagen,Caddy,2.0 TDI,Brown,2015,Van,Stoff,101828,102,0,1,0,1,2
XH54838,8681,Ford,Focus,1.6 Ti-VCT,White,2016,Limousine,Stoff,65602,105,1,0,0,1,48
YJ78435,16534,BMW,X1,sDrive 18d,White,2016,SUV,Stoff,79705,150,0,1,1,0,4
ZF42119,20702,BMW,3er,320i,White,2017,Limousine,Stoff,70142,185,1,0,1,0,43
HR91842,15439,MINI,MINI,Cooper D,Black,2016,Limousine,Teilleder,58099,115,0,1,1,0,61
YM76413,9700,Skoda,Rapid,1.2 TSI,White,2016,Limousine,Stoff,79098,110,1,0,0,1,26
WV22446,14295,Skoda,Yeti,2.0 TDI,Silver,2015,SUV,Stoff,78485,150,0,1,1,0,13
AG60101,15734,Hyundai,i30,1.4 TDGI,White,2019,Limousine,Stoff,20949,140,1,0,0,1,42
YX75835,6037,Renault,Twingo,1.0 SCe,White,2016,Limousine,Stoff,37902,70,1,0,0,1,31
EG70494,21562,Audi,A7,3.0 V6 TDI,Gray,2014,Kombi,Leder,81481,245,0,1,1,0,39
LJ77586,10515,Volkswagen,Golf VII,1.2 TSI,White,2014,Limousine,Stoff,71435,110,1,0,0,1,72
DL01961,21240,Mazda,CX-5,2.2 Turbodiesel,Red,2018,SUV,Leder,39065,184,0,1,1,0,43
XT48335,16845,Dacia,Dokker,1.3 TCe,Gray,2020,Van,Stoff,8825,131,1,0,0,1,43
WV01001,22611,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 250,Gray,2017,Kombi,Leder,35367,210,1,0,1,0,22
MY85560,10845,Ford,Focus,1.0 EcoBoost,White,2017,Kombi,Stoff,32125,125,1,0,0,1,32
CC40983,4708,Opel,Corsa,1.4,Black,2014,Limousine,Stoff,56994,87,1,0,0,1,3
DV79784,14172,Audi,A4,2.0 TDI clean diesel,Gray,2015,Kombi,Stoff,113468,150,0,1,1,0,1
KC48762,28812,Audi,A6,3.0 V6 TDI clean diesel,White,2015,Limousine,Leder,89504,320,0,1,1,0,3
MT68153,6508,Renault,Twingo,0.9 Energy,White,2015,Limousine,Stoff,64471,90,1,0,0,1,44
FL99515,10511,Nissan,Qashqai,1.5 Turbodiesel,Black,2015,SUV,Stoff,119859,110,0,1,0,1,9
UA05928,10500,Mazda,2,1.5,Red,2015,Limousine,Stoff,52759,115,1,0,0,1,42
MA51128,6591,Opel,Corsa,1.4,Black,2017,Limousine,Stoff,71338,90,1,0,0,1,9
CM21196,15257,Mercedes-Benz,B-Klasse,B 180,White,2015,Van,Stoff,86785,122,1,0,1,0,34
FA01836,11104,Volkswagen,Golf VII,1.0 TSI,Gray,2017,Limousine,Stoff,65805,110,1,0,0,1,19
AK52048,13223,Mercedes-Benz,B-Klasse,B 250,Red,2014,Van,Leder,102751,210,1,0,1,0,10
RA74580,13996,Hyundai,Kona,1.0 TGDI,White,2018,SUV,Teilleder,34555,120,1,0,0,1,3
UN07947,16154,Seat,Ateca,1.4 TSI ACT,Black,2017,SUV,Stoff,53783,150,1,0,0,1,38
RS05583,14139,Renault,Clio,1.3 TCe,Orange,2020,Limousine,Teilleder,24311,131,1,0,1,0,36
MA11572,23920,Land Rover,Evoque,2.0 Sd4,Gray,2016,SUV,Leder,79381,180,0,1,1,0,17
ZP98444,13391,Volkswagen,Golf VII,1.6 TDI,Silver,2017,Limousine,Stoff,26860,115,0,1,0,1,33
JG58543,21165,BMW,3er,330i GT,Blue,2016,Limousine,Leder,76817,252,1,0,1,0,11
RM99748,16226,Ford,Kuga,1.5 EcoBoost,Black,2018,SUV,Teilleder,29562,150,1,0,0,1,27
FU83699,14928,Toyota,RAV 4,2.0,Black,2013,SUV,Stoff,68316,150,1,0,1,0,110
ZD52318,35962,Volkswagen,T6 Multivan,2.0 TDI,Gray,2016,Bus,Alcantara,74532,205,0,1,1,0,30
FE22823,15828,Volkswagen,Golf VII Sportsvan,1.0 TSI,Gray,2018,Van,Stoff,28812,110,1,0,0,1,99
NW48320,16701,Audi,A4,2.0 TDI,Blue,2016,Kombi,Stoff,103158,150,0,1,1,0,12
GX77509,9768,Nissan,Juke,1.2,White,2016,SUV,Stoff,46203,115,1,0,0,1,43
VV41984,12020,Volkswagen,Polo,1.2 TSI,White,2014,Limousine,Alcantara,58947,105,1,0,1,0,80
DY48253,7999,Fiat,Tipo,1.4 Turbo,Blue,2018,Kombi,Stoff,79255,120,1,0,0,1,49
HT51437,10658,Seat,Leon,1.4 TSI,White,2016,Limousine,Teilleder,96895,125,1,0,0,1,7
DY62863,5068,Smart,fortwo,1.0,Black,2013,Coupe,Stoff,65505,70,1,0,1,0,30
UM68680,12232,Renault,Talisman,1.6 TCe Energy,White,2016,Kombi,Teilleder,105978,150,1,0,1,0,5
GY17144,30676,Audi,SQ5,3.0 V6 TDI,Black,2016,SUV,Leder,73457,325,0,1,1,0,55
HA15980,26300,Mercedes-Benz,A-Klasse,A 250,Blue,2019,Limousine,Alcantara,69840,225,1,0,1,0,75
UP43756,7836,Skoda,Fabia,1.2 TSI,Gray,2016,Limousine,Stoff,48685,90,1,0,0,1,100
TF16709,11590,Citroen,Berlingo,1.6 Blue-HDi,Black,2017,Kombi,Stoff,91412,120,0,1,0,1,50
LB35888,6414,Seat,Mii,1.0,White,2014,Limousine,Stoff,26771,60,1,0,1,0,6
XB51657,13612,Audi,A3,1.0 TFSI,Gray,2016,Limousine,Stoff,56146,115,1,0,0,1,139
CT94145,4322,Volkswagen,up!,1.0,Red,2013,Limousine,Stoff,47593,60,1,0,0,1,3
MC08626,17375,Seat,Arona,1.0 TSI,Red,2020,SUV,Stoff,21264,115,1,0,1,0,15
SD14120,8065,Skoda,Citigo,1.0 MPI,White,2019,Limousine,Stoff,28105,60,1,0,0,1,13
UV38997,26109,BMW,5er,520d,Gray,2017,Kombi,Leder,77639,190,0,1,1,0,48
WF74295,11600,Volkswagen,Polo,1.2 TSI,Gray,2015,Limousine,Stoff,8071,90,1,0,1,0,54
YG65898,11021,Opel,Adam,1.4,Black,2018,Limousine,Teilleder,26854,87,1,0,0,1,40
HR89098,9153,Ford,Focus,1.5 TDCi,Gray,2016,Kombi,Stoff,68253,105,0,1,0,1,11
RC97353,13430,Seat,Leon,1.4 TSI,Gray,2016,Limousine,Teilleder,93126,150,1,0,1,0,2
WP99613,24543,Mercedes-Benz,C-Klasse,C 250,Gray,2015,Limousine,Leder,67683,210,1,0,1,0,16
XP69871,5422,Hyundai,i10,1.0,Silver,2014,Limousine,Stoff,27619,67,1,0,0,1,28
EN25358,10272,Toyota,Yaris,1.33 Dual VVT-i,White,2017,Limousine,Stoff,19540,100,1,0,0,1,18
LG92372,5530,Dacia,Sandero II,0.9 TCe,Red,2017,Limousine,Stoff,117246,90,1,0,0,1,2
SF93259,5867,Renault,Clio,1.2,White,2016,Limousine,Stoff,86359,73,1,0,0,1,2
HZ54752,16458,Kia,Sportage,1.6 TGDI,White,2018,SUV,Stoff,61366,177,1,0,1,0,35
SA05248,6000,Peugeot,208,1.0 VTi,Red,2014,Limousine,Stoff,10223,68,1,0,0,1,52
JR11724,14486,Mazda,CX-3,2.0,White,2017,SUV,Leder,99494,150,1,0,1,0,57
HC33025,22800,Audi,A3 Limousine,2.0 TFSI,Blue,2018,Limousine,Stoff,44649,190,1,0,1,0,64
YN93930,11356,Smart,forfour,0.9 Turbo,Gray,2018,Limousine,Teilleder,22330,90,1,0,1,0,45
MH53685,7715,Fiat,500,1.2,Black,2017,Limousine,Teilleder,26708,70,1,0,0,1,54
MD64601,8723,Smart,fortwo,1.0,White,2016,Coupe,Stoff,16271,70,1,0,1,0,1
XT62108,16500,Skoda,Octavia,2.0 TDI,Black,2019,Kombi,Stoff,85892,150,0,1,1,0,51
ET05532,12500,Volkswagen,Golf VII,1.2 TSI,Gray,2016,Limousine,Stoff,42028,110,1,0,0,1,110
HW12305,11812,Audi,A3 Limousine,1.4 TFSI,Silver,2013,Limousine,Teilleder,90618,140,1,0,1,0,3
PL85467,9867,Volkswagen,Passat,1.6 TDI,Red,2013,Kombi,Stoff,75462,105,0,1,0,1,16
BG20417,18118,Ford,Kuga,1.5 EcoBoost,Black,2018,SUV,Alcantara,15543,150,1,0,0,1,19
UK03342,11954,Ford,Fiesta,1.0 EcoBoost,Gray,2018,Limousine,Stoff,23731,100,1,0,1,0,3
BG15239,16636,Hyundai,Tucson,1.6,White,2019,SUV,Stoff,21935,132,1,0,0,1,40
RJ68259,19822,Audi,S3,2.0 TFSI,Black,2013,Limousine,Leder,61022,300,1,0,1,0,3
YA64990,12376,Volkswagen,Golf VII,1.4 TSI,Blue,2016,Limousine,Stoff,63244,125,1,0,0,1,13
XB46772,7835,Opel,Mokka,1.6,White,2015,SUV,Leder,81877,115,1,0,0,1,8
UZ23621,11613,Skoda,Octavia,2.0 TDI,Black,2015,Limousine,Teilleder,119564,150,0,1,0,1,38
LK98200,13234,Audi,A1,1.4 TFSI,Red,2016,Limousine,Teilleder,39736,125,1,0,0,1,8
HU80514,12600,Volkswagen,Golf VII,1.0 TSI,Gray,2017,Limousine,Stoff,31028,85,1,0,0,1,15
DF20730,18300,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 180,Gray,2015,Kombi,Teilleder,66809,122,1,0,1,0,66
JP32409,17407,Nissan,Qashqai,1.3 DIG-T,Gray,2018,SUV,Stoff,20385,159,1,0,0,1,87
ZD15206,12926,Ford,Fiesta,1.0 EcoBoost,Black,2020,Limousine,Stoff,19106,95,1,0,0,1,14
HD69953,15803,Opel,Astra K,1.5 CDTI,White,2019,Limousine,Stoff,16266,122,0,1,1,0,77
CH58377,12280,Skoda,Superb,2.0 TSI,Brown,2014,Limousine,Stoff,76945,200,1,0,1,0,131
GZ16370,21000,Kia,cee'd,1.6 TGDI,White,2019,Kombi,Leder,28462,204,1,0,1,0,34
DJ82504,16014,Ford,Grand C-Max,1.5 EcoBoost,Blue,2018,Van,Stoff,36226,150,1,0,0,1,101
HC73588,13120,Nissan,Qashqai,1.2,Black,2016,SUV,Stoff,70155,115,1,0,1,0,2
YE56799,7145,Renault,Clio,1.2,White,2015,Limousine,Stoff,21600,73,1,0,0,1,1
ZY50299,12464,Seat,Ibiza,1.0 TSI,Black,2019,Limousine,Teilleder,43271,95,1,0,0,1,25
SE00376,5600,Opel,Astra,1.6,Gray,2015,Limousine,Stoff,106402,115,1,0,0,1,7
KH59259,7026,Volkswagen,up!,1.0,White,2017,Limousine,Stoff,20798,60,1,0,0,1,13
XL25052,21063,Audi,A5 Sportback,3.0 V6 TDI,Blue,2016,Kombi,Teilleder,105690,218,0,1,1,0,17
WG79970,22959,Ford,Mondeo,2.0 Hybrid,White,2020,Kombi,Teilleder,52829,188,1,0,1,0,49
ZJ16722,14378,Volkswagen,Golf VII,1.4 TSI,White,2016,Limousine,Stoff,75208,150,1,0,1,0,45
GL33860,12237,Opel,Astra K,1.6 Biturbo CDTI DPF,Gray,2017,Kombi,Stoff,95616,160,0,1,0,1,45
MF62775,5702,Smart,fortwo,1.0,White,2014,Coupe,Stoff,39454,70,1,0,1,0,12
RR07954,11718,Opel,Cascada,1.6 SIDI Turbo,Brown,2015,Cabrio,Leder,100948,170,1,0,1,0,27
PY79842,20245,Volkswagen,Touran,2.0 TDI,Gray,2018,Van,Stoff,82664,150,0,1,1,0,55
FV47617,11525,Opel,Mokka X,1.4 Turbo,Black,2017,SUV,Stoff,102485,140,1,0,1,0,40
DK10640,23736,BMW,X1,sDrive 18d,Gray,2019,SUV,Teilleder,53530,150,0,1,0,1,47
LS56224,3722,Renault,Twingo,1.2,White,2013,Limousine,Stoff,88025,75,1,0,0,1,19
VE84368,43000,Mercedes-Benz,GLE-Klasse,GLE 350 d,White,2016,SUV,Leder,36717,258,0,1,1,0,100
US61936,9741,Volkswagen,up!,1.0,White,2019,Limousine,Stoff,20699,75,1,0,1,0,1
DG88391,12981,BMW,1er,118d,Black,2017,Limousine,Stoff,98605,150,0,1,0,1,36
UZ93558,38920,Mercedes-Benz,GLB-Klasse,GLB 220 d,Blue,2020,SUV,Alcantara,47605,190,0,1,1,0,37
WR28431,7610,Volkswagen,Polo,1.4 TDI,Gray,2016,Limousine,Stoff,98432,90,0,1,0,1,33
UF17362,9972,Volkswagen,Polo,1.4 TSI,White,2013,Limousine,Stoff,109970,180,1,0,1,0,24
RB60873,19033,Volkswagen,Tiguan,1.4 TSI,White,2016,SUV,Stoff,54919,150,1,0,1,0,64
UZ97477,20026,Ford,Focus,2.0 EcoBlue,Gray,2019,Kombi,Leder,66752,150,0,1,1,0,73
NZ29481,39367,Volkswagen,T6 Multivan,2.0 TDI,Gray,2016,Bus,Alcantara,55559,205,0,1,1,0,1
TV75339,5938,Seat,Ibiza,1.4,Green,2013,Limousine,Stoff,76296,85,1,0,0,1,5
FA87363,13273,Seat,Leon,2.0 TDI,White,2017,Limousine,Teilleder,60364,150,0,1,0,1,47
JJ48097,20236,BMW,1er,118i,Blue,2019,Limousine,Stoff,28981,140,1,0,0,1,40
TV44678,10053,Fiat,500,1.2,Red,2018,Limousine,Stoff,10850,70,1,0,1,0,24
ET36806,13810,BMW,1er,118i,Black,2018,Limousine,Stoff,38698,135,1,0,0,1,56
UF53155,11100,BMW,1er,118d,Gray,2015,Limousine,Stoff,116518,150,0,1,0,1,41
FA19414,23312,Audi,A4,2.0 TFSI,Gray,2018,Kombi,Teilleder,81416,252,1,0,1,0,13
EH74921,17975,BMW,2er,218d,Gray,2016,Coupe,Stoff,35862,150,0,1,0,1,72
KL02816,11900,Citroen,C3,1.2 VTi,Green,2019,Limousine,Stoff,10969,82,1,0,0,1,99
XG90849,23768,Hyundai,i30,2.0 TGDI,Gray,2018,Limousine,Teilleder,33681,275,1,0,0,1,15
AH37491,15148,Dacia,Duster II,1.3 TCe,Gray,2021,SUV,Stoff,7115,131,1,0,0,1,68
WM22466,31571,Skoda,Kodiaq,2.0 TDI,Gray,2019,SUV,Leder,35524,190,0,1,1,0,100
MY29229,9810,Opel,Astra K,1.0,Gray,2018,Kombi,Stoff,59984,105,1,0,0,1,18
XB86223,20325,Skoda,Superb,2.0 TDI,Red,2017,Kombi,Leder,77236,150,0,1,1,0,19
XA18107,6962,Seat,Ibiza,1.0,Blue,2016,Limousine,Stoff,14043,75,1,0,0,1,22
LN51338,32067,Volvo,XC 60,2.0 D4,Gray,2017,SUV,Leder,17098,190,0,1,1,0,43
JD64588,10851,Seat,Leon,1.8 TSI,White,2014,Coupe,Teilleder,111934,180,1,0,1,0,4
JF06256,18307,Peugeot,Rifter,1.2 e-THP,Black,2019,Bus,Stoff,28242,110,1,0,0,1,33
MJ20190,19064,Mercedes-Benz,C-Klasse,C 220 d,Black,2016,Kombi,Teilleder,69616,170,0,1,1,0,39
YX61801,14683,Hyundai,i30,1.4 TDGI,Gray,2018,Limousine,Stoff,46481,140,1,0,1,0,15
NY51682,15000,Subaru,Forester,2.0 Diesel,Gold,2016,SUV,Leder,116557,147,0,1,1,0,21
LW27304,25039,Hyundai,i20,1.6 T-GDI,Black,2021,Limousine,Teilleder,7868,204,1,0,0,1,39
PX23584,18500,Mazda,CX-5,2.2 Turbodiesel,Gray,2017,SUV,Stoff,81682,175,0,1,1,0,24
MP78327,20800,Skoda,Superb,2.0 TSI,White,2016,Kombi,Leder,118180,280,1,0,1,0,57
MK80397,18883,Mercedes-Benz,CLA-Klasse,CLA 200,Gray,2016,Limousine,Leder,66594,155,1,0,1,0,15
PC80342,17800,Ford,Kuga,1.5 EcoBoost,Red,2019,SUV,Stoff,22569,150,1,0,0,1,5
KB88239,20632,Mercedes-Benz,C-Klasse,C 180 CGI,White,2017,Kombi,Teilleder,52472,155,1,0,1,0,67
YH37977,15900,Volkswagen,Golf VII Sportsvan,1.5 TSI,Black,2019,Van,Stoff,51455,130,1,0,0,1,55
LX82380,18018,Seat,Ateca,1.4 TSI ACT,Brown,2017,SUV,Alcantara,73736,150,1,0,1,0,4
TU14095,19750,Skoda,Octavia,2.0 TSI,Blue,2018,Kombi,Alcantara,53171,230,1,0,0,1,49
NB57430,10320,Seat,Leon,2.0 TDI,Gray,2015,Limousine,Alcantara,111820,150,0,1,1,0,20
YE94669,15020,Opel,Astra K,1.4 SIDI Turbo,Blue,2019,Kombi,Teilleder,46382,150,1,0,1,0,28
FM95358,13493,Skoda,Octavia,1.4 TSI,Red,2017,Kombi,Stoff,117767,150,1,0,1,0,38
ZS95191,29015,Nissan,Qashqai,1.3 DIG-T Mild-Hybrid,Black,2021,SUV,Teilleder,8505,158,1,0,1,0,40
NR31727,10800,Volkswagen,Golf VII,1.6 TDI,Black,2016,Kombi,Stoff,71277,110,0,1,0,1,18
JD03896,10837,Volkswagen,Polo,1.2 TSI,Silver,2014,Limousine,Stoff,18753,90,1,0,1,0,6
MW74683,8952,Suzuki,Vitara,1.6,Gray,2015,SUV,Stoff,110127,120,1,0,0,1,54
ZB62973,30006,Audi,Q5,2.0 TDI,Black,2017,SUV,Alcantara,40665,163,0,1,1,0,52
ZK61609,13125,Suzuki,Vitara,1.6,White,2017,SUV,Stoff,81785,120,1,0,0,1,61
FA26475,16262,Renault,Clio,1.3 TCe,Blue,2020,Limousine,Teilleder,3041,131,1,0,1,0,3
RC38228,9626,Renault,Clio,0.9 TCe,Silver,2018,Limousine,Stoff,23599,76,1,0,0,1,39
SJ37073,20000,Seat,Ateca,2.0 TDI,Orange,2018,SUV,Leder,94504,190,0,1,1,0,40
SY10757,6251,Renault,Megane,1.5 dCi,Brown,2015,Kombi,Stoff,104512,110,0,1,1,0,1
ZS65942,18943,Seat,Leon,1.5 TSI ACT,White,2020,Kombi,Stoff,6438,131,1,0,0,1,45
RJ33287,12216,Volkswagen,Polo,1.2 TSI,Gray,2017,Limousine,Stoff,29288,90,1,0,1,0,2
NM09256,12510,Seat,Arona,1.0 TSI,Blue,2018,SUV,Stoff,34766,95,1,0,0,1,106
FJ71457,14617,Mercedes-Benz,B-Klasse,B 200,Silver,2015,Van,Teilleder,71282,155,1,0,1,0,49
CY54855,11398,Volkswagen,Golf VII,1.6 TDI,White,2017,Limousine,Stoff,117951,115,0,1,0,1,2
GP41471,13189,Fiat,500X,1.4 Turbo,Blue,2017,SUV,Teilleder,78511,140,1,0,1,0,94
PV97346,6400,Smart,fortwo,1.0,Black,2014,Coupe,Stoff,51001,70,1,0,1,0,61
MN89373,5731,Smart,forfour,1.0,Black,2015,Limousine,Stoff,45907,70,1,0,0,1,28
ML62404,11799,BMW,3er,318d,White,2013,Kombi,Stoff,114649,143,0,1,0,1,15
UK51018,14377,Opel,Insignia,2.0 CDTI,Red,2018,Limousine,Teilleder,75797,170,0,1,0,1,52
RM50260,5736,Renault,Captur,0.9 Energy,Gray,2013,SUV,Stoff,91092,90,1,0,0,1,75
CX92622,19003,Mercedes-Benz,C-Klasse,C 200,Silver,2015,Limousine,Teilleder,116935,185,1,0,1,0,1
WZ62181,9890,Skoda,Octavia,2.0 TDI,Brown,2013,Kombi,Stoff,104454,150,0,1,0,1,40
VX29069,13857,Ford,C-Max,1.5 EcoBoost,Blue,2017,Van,Stoff,49136,150,1,0,1,0,28
RS66854,30170,Mercedes-Benz,E-Klasse,E 220 d,Gray,2018,Kombi,Teilleder,60977,195,0,1,1,0,35
FU33037,14551,Volkswagen,Tiguan,1.4 TSI,White,2015,SUV,Stoff,10787,122,1,0,0,1,113
SD16956,23439,Hyundai,Tucson,1.6 TGDI,Gray,2019,SUV,Alcantara,54426,177,1,0,1,0,32
XC84530,19841,Land Rover,Evoque,2.0 Td4,Black,2015,SUV,Leder,68257,150,0,1,0,1,61
GF17146,5573,Volkswagen,up!,1.0,Red,2013,Limousine,Stoff,28646,75,1,0,0,1,88
SU18339,7868,Opel,Insignia,2.0 CDTI,Green,2014,Limousine,Teilleder,107109,163,0,1,0,1,2
YV52737,11626,Hyundai,i30,1.4 MPI,White,2018,Limousine,Stoff,32308,99,1,0,0,1,91
SF29880,12017,Hyundai,i30,1.4,Black,2019,Kombi,Stoff,80291,99,1,0,0,1,37
KR44570,18520,Audi,A4,2.0 TFSI,Gray,2016,Kombi,Stoff,73102,190,1,0,1,0,40
UT84315,20218,Audi,A5,2.0 TDI,Black,2016,Coupe,Alcantara,79456,190,0,1,1,0,3
TZ13986,15702,Renault,Talisman,1.6 TCe Energy,Black,2016,Kombi,Leder,95662,200,1,0,1,0,66
VS30890,4347,Renault,Twingo,1.0 SCe,White,2015,Limousine,Stoff,78600,70,1,0,0,1,26
TG60161,6561,Ford,Fiesta,1.1,White,2017,Limousine,Stoff,73982,85,1,0,0,1,2
KZ10132,15952,Mazda,CX-3,1.8 Skyactiv-D,White,2018,SUV,Stoff,39006,116,0,1,1,0,36
UN41223,7575,Volkswagen,Polo,1.0,White,2014,Limousine,Stoff,69427,75,1,0,0,1,24
VP78328,14203,Volkswagen,Golf VII,1.4 TSI,Black,2017,Limousine,Stoff,77313,125,1,0,1,0,7
MF07957,25267,Volkswagen,Tiguan,1.4 TSI,Black,2018,SUV,Stoff,49071,150,1,0,1,0,20
KP07570,11775,Ford,Focus,1.0 EcoBoost,Gray,2018,Limousine,Stoff,76790,125,1,0,0,1,97
NW19006,7800,Hyundai,i30,1.4,Gray,2014,Kombi,Stoff,75986,100,1,0,0,1,13
NH19595,18282,BMW,X1,xDrive 20d,Brown,2015,SUV,Leder,115683,190,0,1,1,0,15
PJ90511,22419,Mazda,CX-30,2.0,Gray,2020,SUV,Leder,5248,179,1,0,0,1,115
SH31642,8001,Citroen,Berlingo,1.6,Black,2015,Kombi,Stoff,69478,98,1,0,0,1,11
NN56948,14031,Mercedes-Benz,A-Klasse,A 180,White,2016,Limousine,Teilleder,35067,122,1,0,0,1,5
VW70603,8367,Smart,fortwo,1.0,White,2017,Coupe,Stoff,29299,70,1,0,1,0,11
VD29039,4008,Volkswagen,up!,1.0,Red,2017,Limousine,Stoff,83954,60,1,0,0,1,4
RY77259,23194,Mercedes-Benz,A-Klasse,A 200,Black,2019,Limousine,Teilleder,19741,163,1,0,0,1,15
JH75782,10236,Citroen,C3,1.2 VTi,White,2017,Limousine,Stoff,34874,82,1,0,0,1,79
ZA71001,12055,Ford,Focus,1.0 EcoBoost,White,2018,Kombi,Stoff,51865,125,1,0,0,1,10
RK44632,8223,Opel,Corsa,1.4,Gray,2015,Limousine,Stoff,27277,90,1,0,1,0,6
SB86570,9096,Volkswagen,up!,1.0 TSI,Blue,2018,Limousine,Stoff,21796,90,1,0,0,1,24
LW08382,15989,Seat,Leon,2.0 TSI,Black,2014,Limousine,Teilleder,91059,280,1,0,0,1,42
MB39162,4850,Renault,Twingo,1.0 SCe,White,2015,Limousine,Stoff,53966,70,1,0,0,1,47
XB54260,13577,Ford,EcoSport,1.5 EcoBlue TDCi,Red,2018,SUV,Teilleder,65477,125,0,1,0,1,27
UM58458,14541,Volkswagen,Golf VII,2.0 TDI,Black,2015,Kombi,Stoff,95208,150,0,1,0,1,21
XZ55038,9241,Mercedes-Benz,B-Klasse,B 180,Silver,2013,Van,Stoff,71338,122,1,0,0,1,25
KM26719,13504,Volkswagen,Golf VII,1.0 TSI,White,2018,Kombi,Stoff,90508,110,1,0,1,0,20
MC74162,16550,Mazda,CX-5,2.2 Turbodiesel,Red,2015,SUV,Stoff,50915,175,0,1,1,0,37
UF77312,7800,Renault,Scenic,1.2 TCe Energy,Brown,2015,Van,Stoff,59964,132,1,0,0,1,10
MG03011,14782,Mazda,CX-3,2.0,Gray,2016,SUV,Stoff,43168,120,1,0,1,0,10
VV97363,23756,Volkswagen,T-Roc,1.5 TSI,Black,2019,SUV,Stoff,26145,150,1,0,1,0,46
YV91694,13483,Ford,EcoSport,1.0 EcoBoost,Gray,2018,SUV,Teilleder,40628,140,1,0,0,1,16
ZL17688,10998,Jeep,Cherokee,2.0 M-Jet,Gray,2014,SUV,Stoff,103494,140,0,1,0,1,27
ZA85314,24175,Mercedes-Benz,C-Klasse,C 220 d,Black,2017,Limousine,Leder,50167,170,0,1,1,0,3
RZ64463,16211,Ford,Focus,2.0 EcoBoost,Yellow,2017,Kombi,Teilleder,65276,250,1,0,0,1,120
YK61809,9432,Dacia,Lodgy,1.2 TCe,Silver,2018,Van,Stoff,54967,115,1,0,0,1,23
KB05322,22500,BMW,X3,xDrive 20d,Black,2016,SUV,Teilleder,110323,190,0,1,1,0,86
NP56867,11480,Hyundai,ix35,2.0 GDI,Gray,2014,SUV,Leder,48366,165,1,0,1,0,7
KF09716,15066,Volkswagen,Polo,1.8 TSI,White,2017,Limousine,Stoff,36325,192,1,0,1,0,34
JE35350,15400,Nissan,Qashqai,1.2,Black,2017,SUV,Stoff,46128,115,1,0,0,1,28
