id,buy_price,make,model,subtype,outside_color,built_year,body_type,upholstery,mileage,horsepower,benzin,diesel,automatic,manual,time_online_to_reserve_
FA57476,16435,Volkswagen,T-Roc,1.0 TSI,Blue,2018,SUV,Stoff,60530,115,1,0,0,1,84
FK96530,11438,Skoda,Octavia,1.4 TSI,Silver,2014,Kombi,Teilleder,96107,140,1,0,0,1,32
NF09076,21366,Land Rover,Discovery Sport,2.0 Td4,Black,2017,SUV,Stoff,66033,150,0,1,1,0,10
NJ13557,11204,Mazda,3,2.0,Red,2015,Limousine,Stoff,72668,120,1,0,0,1,28
GT58275,31000,Mercedes-Benz,E-Klasse,E 200,White,2018,Kombi,Teilleder,44575,185,1,0,1,0,61
SA92584,12939,BMW,2er,216d Active Tourer,White,2017,Van,Stoff,99420,115,0,1,1,0,4
AR09074,9642,Audi,A4,2.0 TDI,Black,2012,Kombi,Stoff,116648,143,0,1,0,1,3
RR61238,10707,Skoda,Octavia,2.0 TDI,Black,2016,Kombi,Teilleder,105497,150,0,1,1,0,20
JK49988,19465,Mercedes-Benz,E-Klasse,E 200 CGI,Black,2016,Limousine,Leder,102088,185,1,0,1,0,80
ZH16012,13766,Volkswagen,Passat,2.0 TDI,White,2017,Kombi,Stoff,98276,150,0,1,0,1,44
CE14656,18233,Hyundai,Tucson,1.6 TGDI,White,2016,SUV,Stoff,22329,177,1,0,1,0,95
CE33715,7800,Hyundai,i30,1.6 CRDi,Orange,2015,Limousine,Stoff,87422,110,0,1,0,1,4
CA87750,12312,Audi,A3,1.6 TDI,Black,2016,Limousine,Teilleder,53883,110,0,1,0,1,107
AP98013,8924,Opel,Corsa,1.0,Black,2018,Limousine,Teilleder,35898,115,1,0,0,1,23
FU72552,7300,Hyundai,i10,1.2,Gray,2017,Limousine,Stoff,89574,87,1,0,0,1,49
AC82235,14509,Ford,Fiesta,1.0 EcoBoost,Gray,2019,Kombi,Stoff,28408,101,1,0,1,0,45
DU84951,8278,Smart,fortwo,1.0,Red,2017,Coupe,Stoff,35526,70,1,0,1,0,8
FP21448,5809,Ford,Focus,1.0 EcoBoost,Blue,2014,Kombi,Stoff,74361,100,1,0,0,1,8
DN25854,17008,Mercedes-Benz,C-Klasse,C 180 CGI,Gray,2017,Limousine,Teilleder,74425,155,1,0,0,1,13
DD28440,12669,Hyundai,Tucson,1.6,Gray,2016,SUV,Stoff,64464,132,1,0,0,1,12
EM01506,20702,Hyundai,Tucson,2.0 CRDi,Gray,2017,SUV,Leder,58991,185,0,1,1,0,22
AF64431,10231,Ford,Fiesta,1.0 EcoBoost,White,2017,Limousine,Stoff,53352,100,1,0,0,1,70
EE69114,18650,Peugeot,3008,1.2 e-THP,Gray,2018,SUV,Teilleder,43520,130,1,0,0,1,17
GN79712,30537,Volvo,V 90,2.0 D4,Gray,2018,Kombi,Teilleder,49412,190,0,1,1,0,45
JU83835,9106,Hyundai,i30,1.4,Black,2017,Limousine,Stoff,59426,100,1,0,0,1,10
JF96717,19043,BMW,X1,xDrive 20d,Brown,2016,SUV,Teilleder,105864,190,0,1,1,0,20
FS18916,12191,Volkswagen,Golf VII,1.0 TSI,White,2018,Limousine,Stoff,57791,85,1,0,0,1,39
NB24909,36024,BMW,6er,630d GT,Gray,2018,Limousine,Leder,84705,265,0,1,1,0,41
BZ07484,10683,Fiat,500C,1.2,Green,2018,Cabrio,Stoff,45425,70,1,0,0,1,89
DJ27312,27545,Volkswagen,Tiguan,2.0 TDI,Gray,2017,SUV,Stoff,48173,240,0,1,1,0,16
AW77740,13935,Mazda,CX-3,2.0 Skyactiv-G,Black,2018,SUV,Stoff,55215,121,1,0,0,1,23
KN50101,24459,BMW,3er,340i,Gray,2017,Kombi,Leder,63994,325,1,0,1,0,7
FD85436,11218,Mercedes-Benz,C-Klasse,C 180 CGI,Black,2013,Limousine,Teilleder,90646,155,1,0,0,1,37
HY37514,9162,Seat,Ibiza,1.0 TSI,White,2017,Limousine,Stoff,46900,95,1,0,0,1,10
CV10240,16469,Seat,Leon,1.8 TSI,Gray,2018,Limousine,Leder,39482,180,1,0,0,1,56
FD58544,15522,Audi,A3,1.4 TFSI,Gray,2015,Limousine,Stoff,65015,125,1,0,1,0,29
PG53454,17949,Seat,Leon,1.5 TSI,Gray,2019,Limousine,Teilleder,46374,150,1,0,1,0,108
UT97948,32787,Ford,Tourneo Custom,2.0 TDCi,Black,2019,Bus,Stoff,83327,170,0,1,1,0,72
LB40614,16021,Volkswagen,Passat,2.0 TDI,Black,2016,Kombi,Alcantara,107805,190,0,1,1,0,31
NW84578,14734,Kia,Sportage,2.0 CRDi,Black,2016,SUV,Leder,111706,185,0,1,1,0,31
BS76702,27919,Audi,A4,35 TFSI,Black,2019,Kombi,Stoff,38188,150,1,0,1,0,76
UE31617,25200,BMW,4er,430d Gran Coupé,Black,2017,Coupe,Leder,62128,258,0,1,1,0,48
GJ98925,17769,BMW,X1,xDrive 20d,White,2016,SUV,Teilleder,101364,190,0,1,1,0,42
JP18816,12947,Volkswagen,Golf VII,1.4 TSI,Gray,2015,Kombi,Stoff,79181,125,1,0,1,0,11
WR80388,14242,Volkswagen,Golf VII,2.0 TSI,White,2015,Limousine,Leder,84870,220,1,0,1,0,12
VZ26524,6622,Renault,Twingo,1.0 SCe,Gray,2018,Limousine,Stoff,42242,70,1,0,0,1,13
AV42254,9854,Fiat,Panda,1.0 Mild-Hybrid,White,2020,Limousine,Stoff,15502,70,1,0,0,1,32
ZK77611,21200,Mercedes-Benz,C-Klasse,C 200,Gray,2016,Limousine,Teilleder,76497,185,1,0,1,0,40
DG52011,15796,Kia,Sportage,1.6 GDI,White,2019,SUV,Stoff,19742,132,1,0,0,1,78
CB52773,14409,Honda,CR-V,2.0 i-VTEC,Black,2014,SUV,Leder,47037,155,1,0,1,0,23
MY26676,9440,Smart,fortwo,1.0,Black,2016,Coupe,Stoff,41453,70,1,0,1,0,61
RU56376,13624,Citroen,C4 Cactus,1.2 e-THP,White,2019,SUV,Stoff,49047,110,1,0,1,0,8
HD46030,24607,Hyundai,i30,2.0 TGDI,Black,2019,Limousine,Stoff,24304,275,1,0,0,1,53
DA07887,7266,Renault,Clio,0.9 Energy,White,2016,Limousine,Stoff,30774,90,1,0,0,1,7
UC02586,9450,Dacia,Sandero II,0.9 TCe,Gray,2019,Limousine,Stoff,30146,90,1,0,0,1,10
RV71253,35700,Seat,Alhambra,1.4 TSI,Black,2021,Van,Alcantara,7253,150,1,0,1,0,39
AK30821,26882,Seat,Alhambra,2.0 TDI,Gray,2017,Van,Teilleder,58269,150,0,1,1,0,99
JS38359,12250,Opel,Astra K,1.0,Gray,2018,Kombi,Stoff,80182,105,1,0,1,0,25
JZ12839,8378,Smart,fortwo,0.9 Turbo,Red,2016,Coupe,Stoff,47532,90,1,0,1,0,13
AP92272,19066,Volkswagen,Passat,1.5 TSI,Gray,2018,Kombi,Stoff,54639,150,1,0,1,0,6
CV73743,5361,Hyundai,ix20,1.4,Red,2013,Van,Stoff,54862,90,1,0,0,1,35
LJ83766,21177,Volkswagen,Arteon,2.0 TDI,Black,2017,Limousine,Alcantara,79870,150,0,1,1,0,21
JL35817,10205,Peugeot,208,1.2 e-THP,Blue,2016,Limousine,Stoff,24354,110,1,0,1,0,51
ES24532,5273,Volkswagen,up!,1.0,White,2017,Limousine,Stoff,77683,60,1,0,0,1,30
FT19647,4806,Smart,fortwo,1.0,White,2014,Coupe,Stoff,67971,70,1,0,1,0,48
CS99327,12202,Dacia,Dokker,1.3 TCe,Black,2020,Van,Stoff,67574,131,1,0,0,1,6
DA52378,14400,Mercedes-Benz,B-Klasse,B 200,Black,2015,Van,Teilleder,45580,155,1,0,1,0,28
NW48972,19526,Ford,Tourneo Connect,1.5 EcoBlue TDCi,White,2019,Kombi,Stoff,26832,120,0,1,0,1,31
AJ36149,12342,BMW,1er,118i,White,2016,Limousine,Stoff,63268,135,1,0,1,0,14
BF06908,7002,Citroen,C1,1.0 VTi,Red,2019,Kombi,Stoff,16700,72,1,0,0,1,2
FU92015,33174,Volkswagen,T6 Multivan,2.0 TDI,Black,2019,Bus,Stoff,52892,150,0,1,0,1,2
GL82931,9590,Renault,Twingo,0.9 Energy,White,2017,Limousine,Stoff,29740,90,1,0,1,0,26
HM76552,15569,BMW,1er,118i,White,2016,Limousine,Teilleder,57312,135,1,0,1,0,11
AY17096,18026,Opel,Astra K,1.4 SIDI Turbo,White,2019,Kombi,Leder,33132,150,1,0,0,1,45
BP71937,27510,Volkswagen,Tiguan Allspace,2.0 TDI,Gray,2018,SUV,Teilleder,68716,150,0,1,1,0,9
BH94917,10914,Dacia,Duster II,1.6 SCe,Gray,2019,SUV,Stoff,29748,115,1,0,0,1,28
RY80492,16745,Volkswagen,Polo,2.0 TSI,Red,2018,Limousine,Stoff,42698,200,1,0,1,0,22
GA24799,11737,Seat,Leon,1.4 TSI,Black,2017,Limousine,Teilleder,99568,125,1,0,0,1,13
MA68952,14000,Volkswagen,Golf VII,1.4 TSI,Blue,2016,Limousine,Stoff,50564,125,1,0,1,0,42
KX08679,9998,Ford,Ka+,1.2 Ti-VCT,Black,2019,Kombi,Stoff,14557,86,1,0,0,1,13
TU79487,15153,Volkswagen,Passat,2.0 TDI,Black,2017,Kombi,Stoff,115015,150,0,1,1,0,8
FZ52511,9500,Toyota,AYGO,1.0-VVT-i,Black,2018,Kombi,Stoff,23532,72,1,0,0,1,111
KF13616,19919,BMW,1er,120d,White,2017,Limousine,Leder,74821,190,0,1,1,0,26
BR14806,17369,Mercedes-Benz,CLA-Klasse,CLA 180,Gray,2018,Limousine,Teilleder,57522,122,1,0,0,1,37
BU51317,6501,Renault,Twingo,1.0 SCe,White,2016,Limousine,Stoff,10509,70,1,0,0,1,44
UY75764,20828,Seat,Arona,1.5 TSI ACT,Red,2021,SUV,Stoff,10846,150,1,0,1,0,44
JP19726,14496,Seat,Ibiza,1.0 TSI,Gray,2018,Limousine,Stoff,34758,115,1,0,1,0,11
TL17813,15299,Audi,A1,30 TFSI,Red,2019,Kombi,Stoff,65638,116,1,0,0,1,44
MF41452,37710,Audi,A4,45 TFSI,Gray,2020,Limousine,Teilleder,28778,245,1,0,1,0,53
GC26082,10014,Volkswagen,Golf VII,1.2 TSI,Blue,2014,Limousine,Stoff,60203,105,1,0,0,1,62
VF27024,11500,Smart,fortwo,1.0,Gray,2018,Coupe,Stoff,8010,70,1,0,1,0,25
RH77530,15200,Ford,EcoSport,1.0 EcoBoost,Black,2019,SUV,Teilleder,12328,140,1,0,0,1,20
XM96836,11662,BMW,2er,218i Active Tourer,Gray,2015,Van,Stoff,65493,135,1,0,0,1,21
NM02669,10268,Fiat,500C,0.9,Red,2016,Cabrio,Stoff,33137,85,1,0,1,0,2
KP96726,16199,Volkswagen,Passat,2.0 TDI,White,2015,Kombi,Alcantara,93793,190,0,1,1,0,111
BY33682,9725,Smart,forfour,1.0,White,2019,Limousine,Stoff,19762,70,1,0,0,1,28
AZ01105,16936,Seat,Leon,1.5 TSI,Gray,2018,Kombi,Stoff,54443,150,1,0,1,0,6
DV87175,4579,Smart,fortwo,1.0,White,2013,Coupe,Stoff,64328,70,1,0,1,0,27
RY65611,21610,Ford,Focus,1.5 EcoBoost,Blue,2019,Kombi,Teilleder,19246,182,1,0,1,0,108
SZ82141,5850,Kia,Rio,1.2,White,2016,Limousine,Stoff,58397,85,1,0,0,1,36
AM82120,13541,Seat,Arona,1.0 TSI,Gold,2019,SUV,Stoff,41311,115,1,0,0,1,32
NT63248,12846,Audi,A3,1.4 TFSI,Blue,2015,Limousine,Stoff,93534,125,1,0,0,1,42
GH81785,9492,Skoda,Fabia,1.0 TSI,White,2018,Limousine,Stoff,49699,95,1,0,0,1,81
TK78437,14432,Hyundai,i30,1.4 TDGI,Gray,2018,Limousine,Stoff,35109,140,1,0,0,1,3
UT08853,16000,Ford,Focus,2.0 EcoBlue,Black,2018,Kombi,Stoff,77961,150,0,1,0,1,68
SK00159,8516,Renault,Megane,1.5 dCi,Black,2016,Kombi,Stoff,104897,110,0,1,1,0,8
BE43552,10500,Mercedes-Benz,Citan,111 CDI,Gray,2016,Kombi,Stoff,74261,110,0,1,0,1,2
AC77504,20500,Mercedes-Benz,CLA-Klasse,CLA 180,White,2017,Limousine,Alcantara,55820,122,1,0,1,0,11
PY66772,8332,Dacia,Sandero II,0.9 TCe,White,2019,Limousine,Stoff,61909,90,1,0,0,1,47
NH90162,9732,Seat,Leon,1.2 TSI,Black,2016,Limousine,Stoff,30256,110,1,0,0,1,8
HT57223,21009,Nissan,Qashqai,1.3 DIG-T,Black,2020,SUV,Stoff,30376,159,1,0,0,1,47
SE06809,8261,Hyundai,i20,1.2,Black,2017,Limousine,Stoff,51803,85,1,0,0,1,12
NN56137,11320,Opel,Corsa,1.2,Gray,2019,Limousine,Teilleder,12390,75,1,0,0,1,17
AT19521,8333,Nissan,Pulsar,1.2,Red,2015,Limousine,Stoff,35624,115,1,0,0,1,12
BT70475,14421,MINI,MINI,Cooper S,Gray,2015,Limousine,Teilleder,48856,192,1,0,1,0,17
CF04360,12553,Mercedes-Benz,A-Klasse,A 180,Black,2016,Limousine,Teilleder,100402,122,1,0,0,1,55
TA75245,12821,Kia,Sportage,2.0 CRDi,Black,2014,SUV,Teilleder,85727,185,0,1,1,0,51
WV84804,14923,Skoda,Octavia,2.0 TDI,Gray,2015,Kombi,Teilleder,114740,185,0,1,1,0,8
ZU96005,5501,Nissan,Note,1.2,Blue,2014,Van,Stoff,41513,80,1,0,0,1,23
DA75005,12873,Skoda,Fabia,1.0 TSI,Black,2018,Kombi,Stoff,61821,110,1,0,1,0,30
NG63368,4793,Citroen,C1,1.0 VTi,Gray,2015,Limousine,Stoff,17556,70,1,0,0,1,5
GB62983,17054,Mitsubishi,Eclipse Cross,1.5 T-MIVEC,Brown,2018,SUV,Leder,56825,163,1,0,1,0,43
SD45528,9588,Volkswagen,Golf VII Sportsvan,1.2 TSI,White,2015,Van,Stoff,95358,110,1,0,0,1,19
TY25186,12812,Ford,Kuga,2.0 TDCi,Black,2016,SUV,Teilleder,110888,150,0,1,1,0,74
BU29856,20814,Volkswagen,Golf VII,2.0 TSI,Black,2018,Limousine,Stoff,85670,245,1,0,0,1,43
HX82805,8323,Citroen,C3,1.2 VTi,Green,2017,Limousine,Stoff,62990,82,1,0,0,1,27
KP60740,10896,Opel,Corsa,1.2,White,2019,Limousine,Stoff,30860,75,1,0,0,1,21
HM61297,24469,Mercedes-Benz,GLA-Klasse,GLA 220,Gray,2018,SUV,Teilleder,40288,185,1,0,1,0,41
TP95166,13714,BMW,1er,118i,White,2018,Limousine,Stoff,57939,135,1,0,0,1,1
CW73901,11725,Renault,Clio,1.6 Turbo,Yellow,2014,Limousine,Leder,46747,200,1,0,1,0,19
BX47974,10609,Audi,A1,1.0 TFSI,White,2016,Limousine,Stoff,111756,95,1,0,1,0,6
MC16550,16030,BMW,3er,320i GT,White,2015,Limousine,Stoff,73895,185,1,0,1,0,18
MZ31572,12615,BMW,2er,218i Active Tourer,Blue,2015,Van,Stoff,50021,135,1,0,1,0,17
LJ70693,5031,Ford,B-Max,1.4,Gray,2013,Van,Stoff,95397,90,1,0,0,1,17
VE60604,9900,Renault,Captur,0.9 Energy,Black,2018,SUV,Stoff,25853,90,1,0,0,1,21
GM98008,4145,Nissan,Micra,1.2,Gray,2013,Limousine,Stoff,40479,98,1,0,0,1,25
NW73704,13641,Kia,Sportage,1.6 GDI,Black,2016,SUV,Stoff,30449,132,1,0,0,1,57
ET60944,7323,Opel,Karl,1.0,Red,2016,Limousine,Stoff,27482,75,1,0,0,1,69
BP24854,21900,Volkswagen,Tiguan,1.4 TSI,Green,2017,SUV,Leder,89448,150,1,0,1,0,37
GR16316,22349,Suzuki,Jimny,1.5,Green,2018,SUV,Stoff,24722,102,1,0,0,1,39
MX69195,5974,Hyundai,i20,1.2,Blue,2015,Limousine,Stoff,110070,85,1,0,0,1,5
NZ32883,7434,Seat,Ibiza,1.2 TSI,Black,2015,Limousine,Stoff,18330,105,1,0,0,1,21
NC19830,10255,BMW,1er,116i,White,2015,Limousine,Stoff,60221,110,1,0,0,1,7
NJ05938,18341,Jeep,Compass,1.4 M-Air,Green,2017,SUV,Teilleder,82013,170,1,0,1,0,62
RH53687,19305,Volkswagen,Sharan,2.0 TDI,Silver,2016,Van,Stoff,52819,150,0,1,0,1,10
NS90180,14689,Volkswagen,Tiguan,2.0 TDI,Blue,2013,SUV,Stoff,51021,140,0,1,1,0,21
PD32152,12365,Opel,Corsa,1.2,Orange,2020,Limousine,Teilleder,26455,101,1,0,0,1,43
FD89373,10312,Renault,Clio,1.2 TCe Energy,Black,2018,Limousine,Teilleder,31137,118,1,0,0,1,11
RF48412,22879,Opel,Insignia CT,2.0 CDTI,Gray,2020,Kombi,Teilleder,37049,170,0,1,0,1,50
DM61344,9217,Volkswagen,Golf VII,1.4 TSI,Black,2013,Limousine,Stoff,52639,122,1,0,0,1,35
SZ44951,13565,Volkswagen,Golf VII Sportsvan,1.4 TSI,White,2017,Van,Stoff,27176,150,1,0,0,1,32
LE43340,6690,Ford,B-Max,1.0 EcoBoost,Red,2013,Van,Stoff,87888,125,1,0,0,1,29
VW90000,10000,Opel,Corsa,1.4 Turbo,Red,2018,Limousine,Stoff,45970,100,1,0,0,1,60
LT22009,8271,Volkswagen,Polo,1.2 TSI,Red,2015,Limousine,Stoff,54347,90,1,0,0,1,32
YR96181,19017,Ford,Puma,1.0 EcoBoost,Gray,2020,SUV,Stoff,24943,155,1,0,0,1,47
NR73099,6443,Volkswagen,up!,1.0,White,2016,Limousine,Stoff,31440,60,1,0,0,1,18
HX07179,5056,Smart,fortwo,1.0,Black,2015,Coupe,Stoff,80081,70,1,0,0,1,33
YF28619,17187,Hyundai,Tucson,1.6,White,2019,SUV,Stoff,39858,132,1,0,0,1,30
ZP04835,9000,Peugeot,3008,1.6 Blue-HDi,White,2015,SUV,Teilleder,103526,120,0,1,0,1,5
ER92709,14085,Dacia,Dokker,1.6 SCe,Gray,2019,Kombi,Stoff,23473,102,1,0,0,1,3
NP98829,10600,Smart,fortwo,0.9 Turbo,Black,2016,Coupe,Teilleder,35614,90,1,0,1,0,11
RA44607,17846,Volvo,XC 60,2.0 D3,Gray,2016,SUV,Leder,105277,150,0,1,1,0,14
AG31437,11651,Citroen,C4 Cactus,1.2 e-THP,White,2017,SUV,Stoff,28619,110,1,0,1,0,34
CP12293,12591,Hyundai,i10,1.2,White,2020,Limousine,Stoff,12133,84,1,0,1,0,66
BN21965,18360,Hyundai,Tucson,1.6 TGDI,Gray,2018,SUV,Stoff,62645,177,1,0,1,0,109
AA75971,8150,Volkswagen,Golf Plus,1.4 TSI,Black,2013,Limousine,Stoff,68263,122,1,0,0,1,23
AB62947,23403,Mercedes-Benz,C-Klasse,C 250 d,White,2017,Kombi,Leder,80040,205,0,1,1,0,100
EH33985,23461,Mercedes-Benz,C-Klasse,C 200 d,Black,2019,Limousine,Alcantara,91414,160,0,1,1,0,13
BN61102,25223,Mercedes-Benz,E-Klasse,E 200 d,Blue,2018,Kombi,Teilleder,80073,150,0,1,1,0,78
EU96546,18292,Honda,Civic,1.5 VTEC,Blue,2017,Limousine,Stoff,28740,182,1,0,0,1,24
CS71742,17845,Opel,Crossland X,1.2 Turbo,White,2020,SUV,Teilleder,21482,131,1,0,1,0,47
DG08951,9655,Dacia,Duster II,1.2 TCe,Blue,2018,SUV,Stoff,71524,125,1,0,0,1,38
AV24920,4048,Peugeot,108,1.0 VTi,White,2015,Limousine,Stoff,78210,70,1,0,0,1,26
GE86189,13066,Audi,A1,1.4 TFSI,Gray,2015,Limousine,Stoff,77946,150,1,0,0,1,104
DC37995,14619,Audi,A3,1.8 TFSI,White,2013,Limousine,Teilleder,116510,180,1,0,1,0,15
EJ05557,14223,Renault,Megane,1.5 Blue dCi,Black,2019,Kombi,Stoff,44422,116,0,1,1,0,32
FB68141,22219,Kia,pro_cee'd,1.6 TGDI,Gray,2019,Coupe,Teilleder,50203,205,1,0,0,1,47
BG52376,5833,Kia,cee'd,1.4,Brown,2013,Limousine,Stoff,118406,100,1,0,0,1,42
AJ29692,10000,Renault,Megane,1.5 dCi Energy,White,2017,Limousine,Stoff,44847,110,0,1,0,1,37
BT57229,16800,Mazda,CX-3,2.0 Skyactiv-G,Black,2019,SUV,Teilleder,23208,121,1,0,0,1,54
AV89153,6207,Ford,C-Max,1.0 EcoBoost,Black,2016,Van,Stoff,115814,125,1,0,0,1,11
FC07404,11105,Opel,Mokka,1.4 Turbo,White,2015,SUV,Teilleder,40656,140,1,0,0,1,31
DH00974,16413,Audi,A4,1.8 TFSI,Black,2015,Kombi,Stoff,71028,170,1,0,1,0,43
EH23078,18300,Mercedes-Benz,GLK-Klasse,GLK 250 CDI,Gray,2013,SUV,Leder,108433,205,0,1,1,0,35
JR74655,7525,Nissan,Micra,1.0,Gray,2017,Limousine,Stoff,42321,73,1,0,0,1,76
CN98153,18365,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 220,Brown,2016,Kombi,Teilleder,118454,177,0,1,1,0,89
FM42580,30999,Mercedes-Benz,C-Klasse,C 300,Black,2019,Limousine,Leder,45537,258,1,0,1,0,30
EW71381,22167,BMW,1er,M135i,Blue,2015,Limousine,Leder,97765,325,1,0,0,1,56
CP72212,11500,Citroen,C3,1.2 e-THP,Gray,2017,Limousine,Stoff,64041,110,1,0,1,0,22
AE44351,23037,Mercedes-Benz,C-Klasse,C 200 Mild-Hybrid,Gray,2018,Kombi,Leder,113736,197,1,0,1,0,3
CT61084,16400,Ford,Mondeo,2.0 EcoBoost SCTi,White,2018,Kombi,Teilleder,111539,240,1,0,1,0,25
DS78952,9800,Volkswagen,Golf VII,1.2 TSI,Gray,2016,Kombi,Stoff,77213,85,1,0,0,1,28
CJ48557,7044,Citroen,C4 Cactus,1.2 VTi,Blue,2014,SUV,Stoff,100130,82,1,0,0,1,77
AS83840,12730,Skoda,Fabia,1.0 TSI,White,2017,Kombi,Stoff,59244,110,1,0,1,0,67
EB73679,14281,Volkswagen,Tiguan,2.0 TDI,Black,2015,SUV,Leder,97910,177,0,1,1,0,32
GR99330,10526,Opel,Adam,1.4,Red,2018,Limousine,Teilleder,14190,100,1,0,0,1,62
KZ40084,12000,Ford,Focus,1.5 EcoBoost,Blue,2016,Kombi,Stoff,79074,150,1,0,1,0,21
GB34951,24794,Audi,Q5,2.0 TDI,White,2016,SUV,Alcantara,109402,190,0,1,1,0,41
FP61582,11893,Renault,Captur,0.9 Energy,White,2018,SUV,Stoff,25617,90,1,0,0,1,37
DX22837,9398,Renault,Clio,1.2 TCe Energy,White,2017,Limousine,Teilleder,48776,118,1,0,0,1,36
KA32069,9162,Mitsubishi,Space Star,1.2,White,2021,Limousine,Stoff,1202,71,1,0,0,1,25
JG51960,31000,Volkswagen,Tiguan,2.0 TDI,White,2017,SUV,Leder,59798,240,0,1,1,0,73
DH13396,18523,BMW,X1,xDrive 18d,Black,2016,SUV,Stoff,98404,150,0,1,1,0,77
DH03475,9179,Volkswagen,Golf VII,1.4 TSI,Black,2014,Kombi,Stoff,110161,122,1,0,0,1,42
MD76910,18990,Volkswagen,Golf VII Sportsvan,1.5 TSI,Black,2019,Van,Alcantara,26920,130,1,0,1,0,28
DZ34981,12700,Nissan,Qashqai,1.5 Turbodiesel,Gray,2016,SUV,Stoff,61618,110,0,1,0,1,49
GN46721,5669,Smart,fortwo,1.0,White,2015,Coupe,Stoff,69107,70,1,0,0,1,5
EJ59838,25335,Volkswagen,Tiguan,2.0 TSI,Blue,2017,SUV,Leder,80629,180,1,0,1,0,103
LN63608,23151,Volkswagen,T-Roc,2.0 TSI,White,2018,SUV,Leder,5168,190,1,0,1,0,50
JT08493,21652,Hyundai,i30,2.0 TGDI,White,2020,Limousine,Stoff,41989,275,1,0,0,1,34
AU11592,16302,Kia,Sportage,1.6 GDI,White,2017,SUV,Stoff,8518,132,1,0,0,1,14
LX80674,10021,Mercedes-Benz,B-Klasse,B 180,White,2013,Van,Stoff,78834,122,1,0,0,1,35
PW76001,15506,Kia,Sportage,1.6 GDI,White,2018,SUV,Stoff,34211,132,1,0,0,1,56
DY16166,15150,Smart,fortwo,0.9 Turbo,Red,2017,Coupe,Leder,23941,110,1,0,1,0,98
PC59473,11427,Seat,Leon,2.0 TDI,Gray,2015,Kombi,Teilleder,105965,150,0,1,0,1,36
EH45812,23538,Ford,Grand Tourneo Connect,1.5 EcoBlue TDCi,Gray,2018,Kombi,Stoff,38835,120,0,1,1,0,46
MV54738,9266,Ford,Grand C-Max,1.0 EcoBoost,Blue,2016,Van,Stoff,113568,125,1,0,0,1,6
MX21734,7207,Dacia,Duster,1.6 SCe,White,2016,SUV,Stoff,107819,115,1,0,0,1,27
ER60486,16759,Volkswagen,Passat,2.0 TDI,Gray,2015,Kombi,Alcantara,53368,150,0,1,1,0,52
DB65107,13000,Renault,Captur,1.2 TCe Energy,Black,2017,SUV,Teilleder,40773,118,1,0,0,1,16
AG17491,8262,Opel,Mokka,1.4 Turbo,Silver,2014,SUV,Stoff,98209,140,1,0,0,1,62
BL66200,9500,Volkswagen,Golf VII,1.4 TSI,Blue,2014,Kombi,Stoff,108285,122,1,0,0,1,14
MP76935,15595,Ford,Fiesta,1.5 EcoBoost,Gray,2019,Limousine,Stoff,16510,200,1,0,0,1,20
KM34313,11616,Suzuki,Vitara,1.6,Blue,2015,SUV,Stoff,44746,120,1,0,0,1,77
BW45224,14541,Honda,Civic,1.0 VTEC,Red,2017,Limousine,Stoff,46277,130,1,0,0,1,23
PS99137,7364,Hyundai,i10,1.2,Blue,2018,Limousine,Stoff,31366,87,1,0,0,1,11
BU27938,10544,Hyundai,i10,1.0,Blue,2021,Limousine,Stoff,2097,67,1,0,0,1,12
LW22015,19819,Volkswagen,Touran,1.8 TSI,Blue,2016,Van,Stoff,60460,180,1,0,1,0,54
BU75168,17524,BMW,2er,218d Gran Tourer,Gray,2016,Van,Leder,13560,150,0,1,1,0,31
GH03766,8609,Dacia,Sandero II,0.9 TCe,Red,2019,Limousine,Stoff,24618,90,1,0,0,1,36
GE72515,14180,Volkswagen,Golf VII,2.0 TDI,Gray,2017,Limousine,Stoff,62589,150,0,1,0,1,28
FN83588,24200,Seat,Leon,2.0 TSI,Gray,2019,Limousine,Alcantara,35565,290,1,0,1,0,20
DJ35552,12057,Jeep,Renegade,1.4 M-Air,Black,2016,SUV,Stoff,68559,140,1,0,0,1,14
TA23615,17100,BMW,2er,218i Active Tourer,Gray,2017,Van,Stoff,49630,135,1,0,1,0,26
KJ37517,17601,Audi,A4,2.0 TDI,White,2018,Kombi,Stoff,115430,190,0,1,1,0,38
KJ98728,20842,Volkswagen,Touran,2.0 TDI,Blue,2018,Van,Stoff,73634,150,0,1,1,0,14
GH71411,22422,Mercedes-Benz,GLA-Klasse,GLA 180,Red,2018,SUV,Teilleder,15761,122,1,0,1,0,81
RF90318,9738,Audi,A1,1.0 TFSI,Black,2015,Limousine,Stoff,44644,95,1,0,0,1,20
DG30497,13040,Seat,Leon,2.0 TDI,Black,2016,Kombi,Teilleder,107176,185,0,1,1,0,61
DU71703,12242,Opel,Astra K,1.4 SIDI Turbo,Black,2019,Limousine,Stoff,59139,150,1,0,0,1,43
ER04463,6400,Seat,Ibiza,1.0,White,2015,Limousine,Stoff,64755,75,1,0,0,1,43
JY37122,22241,Jaguar,XE,25t,Black,2018,Limousine,Leder,40952,250,1,0,1,0,17
DX96733,27961,Volkswagen,Golf VII,2.0 TSI,White,2018,Limousine,Leder,83391,310,1,0,1,0,9
JW26298,6580,Renault,Clio,1.2,Black,2016,Limousine,Stoff,56232,73,1,0,0,1,5
