id,first_price,eligible_month,ext_cpi,ext_dieselprc,ext_newcarprice,ext_intrtrates,countryoforigin,tax_deductible,make,model,subtype,color,builtyear,body_type,upholstery,fuelconsumption,mileage,horsepower,fueltype,geartype,damages,imperfections,co2value,seats,nbrowners,comercialuse_bool,accident_bool,bookmarks,opport,signings,time_online_to_reserve_
SH25249,21350.0,March,116.1,1.743,7.6,2.38,DE,0,Volvo,S 60,1.5,Black,2018,Limousine,Leder,5,39775,152,Benzin,automatic,1,3,134,5,2,1,1,23.247566515249837,6.190136275146009,1.164828033744322,53
YY38615,16590.0,February,115.2,1.813,7.0,2.37,DE,0,Audi,A3,1.4 TFSI,Gray,2014,Limousine,Teilleder,4,86084,150,Benzin,automatic,3,8,109,5,2,1,1,23.243038844963905,6.263320728772774,0.9532485390168443,23
UC96481,16490.0,January,114.3,1.853,7.4,2.19,DE,0,Dacia,Dokker,1.3 TCe,Blue,2019,Van,Stoff,6,34700,131,Benzin,manual,7,10,163,5,1,0,0,23.331088362068964,6.615571120689655,0.9832974137931034,7
TH05631,16990.0,February,115.2,1.813,7.0,2.37,DE,0,Opel,Crossland X,1.2,White,2018,SUV,Stoff,5,27633,110,Benzin,automatic,32,18,123,5,1,0,0,23.243038844963905,6.263320728772774,0.9532485390168443,18
CW39113,22290.0,February,115.2,1.813,7.0,2.37,DE,0,Seat,Leon,2.0 TSI,Gray,2018,Kombi,Leder,6,61979,190,Benzin,automatic,4,3,163,5,1,0,1,23.243038844963905,6.263320728772774,0.9532485390168443,8
WN48892,35850.0,April,116.6,1.686,6.9,2.36,DE,1,Mercedes-Benz,E-Klasse,E 200,Gray,2018,Kombi,Alcantara,7,59551,185,Benzin,automatic,3,7,202,5,2,1,0,20.16995932597327,4.833236490412551,0.9976757699012202,5
PX80860,14990.0,January,114.3,1.853,7.4,2.19,DE,0,Ford,C-Max,1.5 EcoBoost,Gray,2015,Van,Stoff,6,90307,150,Benzin,automatic,8,8,149,5,2,0,0,23.331088362068964,6.615571120689655,0.9832974137931034,1
WW87722,24890.0,April,116.6,1.686,6.9,2.36,DE,0,Hyundai,i30,2.0 TGDI,Black,2018,Limousine,Alcantara,7,48472,275,Benzin,manual,0,6,188,5,1,0,1,20.16995932597327,4.833236490412551,0.9976757699012202,33
GK53570,22990.0,November,113.7,2.118,6.7,2.07,DE,0,Toyota,Corolla,2.0 Hybrid,Silver,2019,Kombi,Stoff,3,89009,179,Hybrid,automatic,14,26,119,5,2,1,0,15.36795655125594,4.933242815116542,0.7361393980538583,86
MZ54370,17990.0,March,116.1,1.743,7.6,2.38,DE,0,Hyundai,Tucson,1.6,Blue,2018,SUV,Stoff,7,18332,132,Benzin,manual,4,4,179,5,2,1,0,23.247566515249837,6.190136275146009,1.164828033744322,9
UE92642,22990.0,December,113.2,1.905,7.5,2.08,DE,0,Ford,EcoSport,1.0 EcoBoost,Blue,2021,SUV,Teilleder,5,3775,125,Benzin,manual,0,0,136,5,2,1,0,17.023509452254,4.901841977702375,0.7445467765390208,41
CW18104,22250.0,November,113.7,2.118,6.7,2.07,DE,0,Ford,S-Max,1.5 EcoBoost,White,2016,Van,Stoff,6,32628,160,Benzin,manual,2,3,149,5,3,0,0,15.36795655125594,4.933242815116542,0.7361393980538583,67
WL22275,21990.0,March,116.1,1.743,7.6,2.38,DE,0,Ford,Kuga,2.0 TDCi,Gray,2018,SUV,Alcantara,5,84087,180,Diesel,automatic,3,6,193,5,2,1,0,23.247566515249837,6.190136275146009,1.164828033744322,20
LM57588,45000.0,February,115.2,1.813,7.0,2.37,DE,0,Audi,SQ5,3.0 V6 TFSI,Black,2018,SUV,Leder,7,37681,355,Benzin,automatic,2,3,195,5,1,0,0,23.243038844963905,6.263320728772774,0.9532485390168443,48
YG76680,17120.0,March,116.1,1.743,7.6,2.38,DE,0,Dacia,Duster II,1.5 dCi,Orange,2018,SUV,Stoff,4,56633,110,Diesel,automatic,0,0,116,5,1,0,0,23.247566515249837,6.190136275146009,1.164828033744322,26
EX97342,17490.0,February,115.2,1.813,7.0,2.37,DE,0,Mercedes-Benz,B-Klasse,B 200,White,2014,Van,Teilleder,5,40631,155,Benzin,automatic,0,2,139,5,3,1,0,23.243038844963905,6.263320728772774,0.9532485390168443,20
CE60750,20800.0,March,116.1,1.743,7.6,2.38,PL,0,Volkswagen,Touran,1.4 TSI,Blue,2016,Van,Stoff,5,70301,150,Benzin,manual,30,36,133,7,1,0,0,23.247566515249837,6.190136275146009,1.164828033744322,7
BM31503,18990.0,January,114.3,1.853,7.4,2.19,DE,0,Opel,Zafira Tourer,2.0 CDTI,Gray,2017,Van,Teilleder,5,57486,130,Diesel,automatic,2,13,161,7,2,1,0,23.331088362068964,6.615571120689655,0.9832974137931034,23
BG21115,21490.0,January,114.3,1.853,7.4,2.19,DE,0,Volkswagen,Passat,2.0 TDI,Black,2016,Kombi,Teilleder,5,97200,240,Diesel,automatic,8,10,146,5,2,0,0,23.331088362068964,6.615571120689655,0.9832974137931034,1
GH45842,12790.0,March,116.1,1.743,7.6,2.38,DE,0,Citroen,C3,1.2 VTi,Blue,2019,Limousine,Stoff,4,25780,82,Benzin,manual,0,1,134,5,3,0,0,23.247566515249837,6.190136275146009,1.164828033744322,41
CH00521,12990.0,January,114.3,1.853,7.4,2.19,DE,0,Audi,A1,1.0 TFSI,Silver,2016,Limousine,Stoff,4,67748,95,Benzin,manual,1,1,97,4,3,1,1,23.331088362068964,6.615571120689655,0.9832974137931034,35
RX45452,19760.0,January,114.3,1.853,7.4,2.19,DE,0,Volkswagen,Scirocco,2.0 TSI,White,2013,Coupe,Leder,7,98061,265,Benzin,manual,2,2,189,4,4,1,1,23.331088362068964,6.615571120689655,0.9832974137931034,47
BZ74294,14990.0,December,113.2,1.905,7.5,2.08,ES,0,Opel,Astra K,1.4 SIDI Turbo,Gray,2017,Kombi,Stoff,4,79131,150,Benzin,manual,6,5,117,5,2,0,0,17.023509452254,4.901841977702375,0.7445467765390208,13
WN10642,21240.0,August,110.7,1.928,5.7,1.03,DE,0,Audi,A3,1.4 TFSI e-tron,Silver,2016,Limousine,Teilleder,2,89803,150,Hybrid,automatic,13,14,37,5,2,1,1,7.601013758146271,3.2173787110789283,0.499637943519189,102
LX08014,30490.0,February,115.2,1.813,7.0,2.37,DE,0,Fiat,Talento,2.0 TwinTurbo Diesel Ecojet,Blue,2019,Kombi,Stoff,5,33763,145,Diesel,manual,8,11,189,8,2,1,0,23.243038844963905,6.263320728772774,0.9532485390168443,13
KG38131,19790.0,March,116.1,1.743,7.6,2.38,DE,0,Ford,Mondeo,1.5 EcoBoost,Black,2018,Limousine,Teilleder,5,71396,160,Benzin,manual,2,11,136,5,2,1,0,23.247566515249837,6.190136275146009,1.164828033744322,40
VX33800,25220.0,January,114.3,1.853,7.4,2.19,DE,0,BMW,X1,sDrive 18i,Gray,2019,SUV,Stoff,4,46333,140,Benzin,automatic,0,0,157,5,2,0,1,23.331088362068964,6.615571120689655,0.9832974137931034,22
CB52773,17950.0,January,114.3,1.853,7.4,2.19,DE,0,Honda,CR-V,2.0 i-VTEC,Black,2014,SUV,Leder,7,47037,155,Benzin,automatic,22,36,179,5,1,0,1,23.331088362068964,6.615571120689655,0.9832974137931034,23
LD73523,26300.0,January,114.3,1.853,7.4,2.19,DE,0,Seat,Ateca,1.4 TSI ACT,Gray,2018,SUV,Alcantara,5,16146,150,Benzin,automatic,2,2,125,5,2,1,1,23.331088362068964,6.615571120689655,0.9832974137931034,28
HX02566,9910.0,March,116.1,1.743,7.6,2.38,DE,0,Renault,Clio,1.2,Red,2016,Limousine,Stoff,5,55629,73,Benzin,manual,0,4,127,5,3,0,0,23.247566515249837,6.190136275146009,1.164828033744322,5
GD44389,8900.0,April,116.6,1.686,6.9,2.36,DE,0,Dacia,Sandero II,1.0,White,2017,Limousine,Stoff,5,50953,73,Benzin,manual,0,0,117,5,1,0,0,20.16995932597327,4.833236490412551,0.9976757699012202,42
RK36444,10970.0,February,115.2,1.813,7.0,2.37,NL,0,Fiat,500,1.2,Black,2017,Limousine,Teilleder,4,38057,70,Benzin,manual,7,11,115,4,3,1,0,23.243038844963905,6.263320728772774,0.9532485390168443,15
YV89465,28300.0,April,116.6,1.686,6.9,2.36,DE,0,Audi,A4,2.0 TFSI,Blue,2017,Kombi,Teilleder,6,59598,190,Benzin,automatic,1,1,128,5,2,0,0,20.16995932597327,4.833236490412551,0.9976757699012202,23
YU01592,13160.0,December,113.2,1.905,7.5,2.08,DE,0,Dacia,Sandero II,0.9 TCe,Red,2019,Limousine,Stoff,5,19653,90,Benzin,manual,0,0,148,5,1,0,0,17.023509452254,4.901841977702375,0.7445467765390208,23
SU01667,33890.0,December,113.2,1.905,7.5,2.08,DE,0,BMW,X4,xDrive 35d,Red,2015,SUV,Leder,6,65494,313,Diesel,automatic,0,4,157,5,2,1,0,17.023509452254,4.901841977702375,0.7445467765390208,44
UB63946,29490.0,January,114.3,1.853,7.4,2.19,DE,0,Alfa Romeo,Giulia,2.0 Turbo,Blue,2017,Limousine,Leder,6,80005,280,Benzin,automatic,2,8,152,5,2,0,0,23.331088362068964,6.615571120689655,0.9832974137931034,12
RK05923,25690.0,December,113.2,1.905,7.5,2.08,DE,0,Volkswagen,Passat,2.0 TDI,White,2017,Kombi,Leder,5,107948,240,Diesel,automatic,2,4,146,5,2,0,0,17.023509452254,4.901841977702375,0.7445467765390208,34
AF14412,31990.0,April,116.6,1.686,6.9,2.36,DE,0,Audi,S3,2.0 TFSI,Black,2017,Limousine,Leder,7,47395,310,Benzin,manual,0,0,163,5,3,0,0,20.16995932597327,4.833236490412551,0.9976757699012202,8
GJ31790,19890.0,December,113.2,1.905,7.5,2.08,DE,0,Mercedes-Benz,A-Klasse,A 200,Gray,2016,Limousine,Teilleder,5,74134,155,Benzin,manual,23,16,132,5,2,0,0,17.023509452254,4.901841977702375,0.7445467765390208,50
NA31798,15290.0,November,113.7,2.118,6.7,2.07,DE,0,BMW,1er,116d,Black,2016,Limousine,Stoff,3,72888,115,Diesel,automatic,25,31,103,5,2,0,0,15.36795655125594,4.933242815116542,0.7361393980538583,32
EY31046,10990.0,January,114.3,1.853,7.4,2.19,DE,1,Renault,Clio,1.2,White,2018,Limousine,Stoff,5,11742,73,Benzin,manual,2,3,127,5,2,1,0,23.331088362068964,6.615571120689655,0.9832974137931034,10
CB75740,10000.0,April,116.6,1.686,6.9,2.36,DE,0,Renault,Captur,0.9 Energy,Blue,2014,SUV,Stoff,5,96725,90,Benzin,manual,0,11,114,3,2,1,0,20.16995932597327,4.833236490412551,0.9976757699012202,42
CC23844,14470.0,April,116.6,1.686,6.9,2.36,BG,0,Hyundai,i10,1.0,Gray,2021,Limousine,Stoff,4,5003,67,Benzin,manual,0,0,111,4,2,1,0,20.16995932597327,4.833236490412551,0.9976757699012202,35
XB88921,33490.0,February,115.2,1.813,7.0,2.37,DE,0,Kia,Stinger,3.3 TGDI,White,2018,Limousine,Leder,7,41602,366,Benzin,automatic,3,2,247,5,2,1,0,23.243038844963905,6.263320728772774,0.9532485390168443,23
HX13781,22450.0,January,114.3,1.853,7.4,2.19,DE,0,Volkswagen,Polo,2.0 TSI,Black,2019,Limousine,Stoff,6,35579,200,Benzin,automatic,0,0,163,5,1,0,0,23.331088362068964,6.615571120689655,0.9832974137931034,7
EM67117,23110.0,April,116.6,1.686,6.9,2.36,DE,0,BMW,2er,225xe Active Tourer,Gray,2017,Van,Leder,2,45666,225,Hybrid,automatic,0,0,46,5,2,0,0,20.16995932597327,4.833236490412551,0.9976757699012202,63
PS84058,21980.0,March,116.1,1.743,7.6,2.38,DE,0,Audi,Q2,30 TFSI,Gray,2019,SUV,Leder,5,30724,116,Benzin,manual,2,2,138,5,1,0,0,23.247566515249837,6.190136275146009,1.164828033744322,42
FB69673,22390.0,December,113.2,1.905,7.5,2.08,DE,0,Ford,Fiesta,1.5 EcoBoost,Gray,2019,Limousine,Alcantara,6,16210,200,Benzin,manual,2,4,158,5,1,0,1,17.023509452254,4.901841977702375,0.7445467765390208,37
XB27155,17310.0,February,115.2,1.813,7.0,2.37,DE,0,Seat,Leon,1.4 TSI,White,2017,Kombi,Stoff,4,62693,150,Benzin,manual,7,7,114,5,1,0,0,23.243038844963905,6.263320728772774,0.9532485390168443,9
EF71598,12540.0,May,116.5,1.632,6.8,2.34,DE,0,Opel,Corsa,1.4,Gray,2017,Limousine,Stoff,5,15968,90,Benzin,manual,0,0,117,5,2,1,0,19.620833333333334,4.697222222222222,0.9302777777777778,54
WG19926,13780.0,February,115.2,1.813,7.0,2.37,DE,0,Ford,Focus,1.0 EcoBoost,Red,2018,Limousine,Stoff,4,60713,125,Benzin,manual,0,0,108,5,2,1,0,23.243038844963905,6.263320728772774,0.9532485390168443,14
GY72110,17000.0,April,116.6,1.686,6.9,2.36,DE,0,Mercedes-Benz,Citan,111 CDI,Gray,2018,Kombi,Stoff,4,110774,110,Diesel,manual,0,1,115,5,2,1,1,20.16995932597327,4.833236490412551,0.9976757699012202,14
DN25512,21890.0,December,113.2,1.905,7.5,2.08,DE,0,Mercedes-Benz,B-Klasse,B 220,Silver,2017,Van,Teilleder,6,42785,185,Benzin,automatic,0,0,156,5,1,0,0,17.023509452254,4.901841977702375,0.7445467765390208,2
FJ90729,11690.0,December,113.2,1.905,7.5,2.08,DE,0,Volkswagen,Passat,1.4 TSI,Gray,2013,Limousine,Stoff,6,73062,122,Benzin,manual,8,12,145,5,1,0,1,17.023509452254,4.901841977702375,0.7445467765390208,43
DM50000,29390.0,December,113.2,1.905,7.5,2.08,DE,1,BMW,X1,xDrive 25d,Gray,2017,SUV,Alcantara,5,82239,230,Diesel,automatic,0,3,138,5,2,1,1,17.023509452254,4.901841977702375,0.7445467765390208,62
CS10124,11290.0,January,114.3,1.853,7.4,2.19,DE,0,Ford,Fiesta,1.25,Blue,2017,Limousine,Stoff,5,10009,82,Benzin,manual,0,2,122,5,2,0,0,23.331088362068964,6.615571120689655,0.9832974137931034,22
DS73972,16760.0,December,113.2,1.905,7.5,2.08,DE,1,Opel,Zafira Tourer,2.0 CDTI,Brown,2017,Van,Leder,4,106379,170,Diesel,manual,2,3,137,5,1,1,1,17.023509452254,4.901841977702375,0.7445467765390208,21
BU84635,16890.0,May,116.5,1.632,6.8,2.34,DE,0,Volkswagen,Golf VII,2.0 TDI,White,2014,Kombi,Stoff,4,91883,150,Diesel,automatic,6,15,119,5,3,1,0,19.620833333333334,4.697222222222222,0.9302777777777778,9
PM51011,20000.0,May,116.5,1.632,6.8,2.34,DE,0,Ford,EcoSport,1.0 EcoBoost,Gray,2018,SUV,Teilleder,5,12595,140,Benzin,manual,0,1,146,5,2,0,0,19.620833333333334,4.697222222222222,0.9302777777777778,44
CC63449,41990.0,January,114.3,1.853,7.4,2.19,DE,0,Volvo,XC 40,1.5 T4 Recharge Plug-In-Hybrid,Black,2020,SUV,Alcantara,2,19606,211,Hybrid,automatic,1,1,48,5,1,0,0,23.331088362068964,6.615571120689655,0.9832974137931034,9
KF16394,9490.0,April,116.6,1.686,6.9,2.36,DE,0,Ford,Fiesta,1.0 EcoBoost,Red,2015,Limousine,Stoff,4,57755,100,Benzin,manual,1,3,99,5,4,0,1,20.16995932597327,4.833236490412551,0.9976757699012202,63
NC03993,15650.0,April,116.6,1.686,6.9,2.36,DE,0,Seat,Leon,1.4 TGI,Red,2018,Kombi,Stoff,5,58256,110,Benzin,manual,0,2,96,5,1,0,0,20.16995932597327,4.833236490412551,0.9976757699012202,13
RN05309,12590.0,December,113.2,1.905,7.5,2.08,DE,0,Hyundai,i20,1.0,Orange,2015,Limousine,Stoff,5,48143,120,Benzin,manual,8,11,119,5,2,1,0,17.023509452254,4.901841977702375,0.7445467765390208,36
GH32575,13530.0,March,116.1,1.743,7.6,2.38,DE,0,Volkswagen,Tiguan,1.4 TSI,White,2014,SUV,Stoff,6,112905,122,Benzin,manual,1,2,152,5,2,1,1,23.247566515249837,6.190136275146009,1.164828033744322,58
HV74383,23230.0,February,115.2,1.813,7.0,2.37,DE,0,Seat,Leon,2.0 TSI,Blue,2017,Limousine,Teilleder,6,68892,300,Benzin,automatic,2,5,156,5,3,0,1,23.243038844963905,6.263320728772774,0.9532485390168443,9
FT88225,30990.0,November,113.7,2.118,6.7,2.07,DE,0,Volkswagen,Passat,1.4 GTE Plugin Hybrid,Gray,2018,Limousine,Leder,2,21344,218,Benzin,automatic,0,0,40,5,2,1,0,15.36795655125594,4.933242815116542,0.7361393980538583,23
NT58495,14990.0,March,116.1,1.743,7.6,2.38,DE,0,Opel,Corsa,1.4,Gray,2018,Limousine,Teilleder,4,47911,90,Benzin,automatic,8,8,112,5,2,1,0,23.247566515249837,6.190136275146009,1.164828033744322,31
TN55890,10680.0,February,115.2,1.813,7.0,2.37,DE,0,Fiat,500,1.2,Red,2017,Limousine,Stoff,4,25019,70,Benzin,manual,2,2,115,4,3,0,1,23.243038844963905,6.263320728772774,0.9532485390168443,41
AY79424,12410.0,March,116.1,1.743,7.6,2.38,DE,0,Hyundai,i10,1.2,Gray,2019,Limousine,Stoff,5,19903,87,Benzin,manual,8,9,138,5,2,1,0,23.247566515249837,6.190136275146009,1.164828033744322,36
ZY02106,11090.0,February,115.2,1.813,7.0,2.37,DE,0,Renault,Clio,0.9,Red,2015,Limousine,Stoff,4,15471,90,Benzin,manual,4,5,114,5,2,1,0,23.243038844963905,6.263320728772774,0.9532485390168443,10
YK42235,15300.0,April,116.6,1.686,6.9,2.36,DE,0,Mercedes-Benz,Citan,111 CDI,White,2015,Kombi,Stoff,4,51299,110,Diesel,manual,1,5,115,5,2,1,0,20.16995932597327,4.833236490412551,0.9976757699012202,16
KE57164,18900.0,March,116.1,1.743,7.6,2.38,DE,0,Volkswagen,Golf VII,1.5 TSI,White,2019,Limousine,Stoff,5,84519,150,Benzin,manual,4,4,137,5,2,0,0,23.247566515249837,6.190136275146009,1.164828033744322,22
GR80723,8640.0,December,113.2,1.905,7.5,2.08,DE,0,Opel,Corsa,1.2,White,2016,Limousine,Stoff,5,59701,70,Benzin,manual,21,25,126,5,3,0,1,17.023509452254,4.901841977702375,0.7445467765390208,46
NY21042,16490.0,April,116.6,1.686,6.9,2.36,PL,0,Nissan,Qashqai,1.2,Gray,2016,SUV,Stoff,5,51277,115,Benzin,manual,9,12,129,5,2,0,0,20.16995932597327,4.833236490412551,0.9976757699012202,68
LU66929,16480.0,January,114.3,1.853,7.4,2.19,DE,0,Ford,Kuga,2.0 TDCi,White,2017,SUV,Stoff,5,113120,150,Diesel,automatic,0,2,134,5,2,0,1,23.331088362068964,6.615571120689655,0.9832974137931034,31
GP12295,24990.0,November,113.7,2.118,6.7,2.07,DE,0,Volkswagen,Tiguan Allspace,1.4 TSI,Gray,2018,SUV,Teilleder,6,28759,150,Benzin,manual,15,14,137,7,2,1,0,15.36795655125594,4.933242815116542,0.7361393980538583,6
BH19041,14530.0,June,116.8,1.576,6.7,2.38,DE,0,Renault,Kadjar,1.2 TCe Energy,Black,2015,SUV,Teilleder,5,70040,130,Benzin,manual,4,6,131,5,1,0,0,15.022244691607684,3.7353387259858444,0.6638018200202225,13
GY02215,23190.0,October,113.5,2.014,6.4,2.19,DE,0,Volkswagen,Touran,1.2 TSI,White,2017,Van,Stoff,5,35143,110,Benzin,manual,8,10,128,5,1,0,0,13.104294478527608,4.155946962200673,0.6269542845834158,76
UK01122,22290.0,March,116.1,1.743,7.6,2.38,DE,0,BMW,X1,xDrive 18d,White,2015,SUV,Leder,4,75851,150,Diesel,automatic,10,21,124,5,2,0,1,23.247566515249837,6.190136275146009,1.164828033744322,25
PE02765,14490.0,December,113.2,1.905,7.5,2.08,BE,0,Skoda,Octavia,1.6 TDI,Gray,2016,Kombi,Stoff,3,67761,110,Diesel,automatic,0,4,99,5,3,1,0,17.023509452254,4.901841977702375,0.7445467765390208,1
XM44772,37190.0,January,114.3,1.853,7.4,2.19,DE,0,Volkswagen,T6 Multivan,2.0 TDI,Blue,2018,Bus,Stoff,5,111050,150,Diesel,automatic,2,3,153,7,3,1,0,23.331088362068964,6.615571120689655,0.9832974137931034,39
MF42052,19990.0,October,113.5,2.014,6.4,2.19,DE,0,Peugeot,2008,1.2 e-THP,White,2019,SUV,Teilleder,5,17709,131,Benzin,automatic,4,9,149,5,1,0,0,13.104294478527608,4.155946962200673,0.6269542845834158,76
TS71037,14380.0,January,114.3,1.853,7.4,2.19,DE,0,Audi,A3,2.0 TDI,Black,2013,Limousine,Teilleder,4,88520,150,Diesel,manual,9,10,108,5,1,0,0,23.331088362068964,6.615571120689655,0.9832974137931034,4
AM73988,12290.0,December,113.2,1.905,7.5,2.08,DE,0,Opel,Adam,1.4,Red,2017,Limousine,Teilleder,5,24736,87,Benzin,manual,0,2,118,5,2,1,0,17.023509452254,4.901841977702375,0.7445467765390208,18
NF05916,22500.0,July,110.3,1.979,5.3,1.08,DE,0,MINI,MINI,John Cooper Works,Green,2015,Limousine,Teilleder,6,91802,230,Benzin,manual,0,5,155,4,3,1,1,8.313415685147946,2.8681413386957773,0.4336397586900316,140
YX53870,22500.0,April,116.6,1.686,6.9,2.36,DE,0,Opel,Grandland X,1.2,Gray,2020,SUV,Stoff,4,31809,130,Benzin,automatic,4,5,153,5,2,0,0,20.16995932597327,4.833236490412551,0.9976757699012202,11
AT19521,11290.0,January,114.3,1.853,7.4,2.19,DE,0,Nissan,Pulsar,1.2,Red,2015,Limousine,Stoff,5,35624,115,Benzin,manual,0,0,117,5,1,0,0,23.331088362068964,6.615571120689655,0.9832974137931034,12
SA92584,15980.0,February,115.2,1.813,7.0,2.37,DE,1,BMW,2er,216d Active Tourer,White,2017,Van,Stoff,3,99420,115,Diesel,automatic,3,7,103,5,1,1,0,23.243038844963905,6.263320728772774,0.9532485390168443,4
HF67085,12040.0,January,114.3,1.853,7.4,2.19,DE,0,Skoda,Rapid,1.2 TSI,Green,2016,Limousine,Stoff,4,91193,110,Benzin,manual,0,0,111,5,2,0,0,23.331088362068964,6.615571120689655,0.9832974137931034,5
PD27499,22490.0,November,113.7,2.118,6.7,2.07,DE,0,Fiat,124 Spider,1.4 Turbo,Black,2016,Cabrio,Leder,6,7899,140,Benzin,manual,2,5,148,2,2,1,0,15.36795655125594,4.933242815116542,0.7361393980538583,61
PP61279,31490.0,February,115.2,1.813,7.0,2.37,DE,0,Mercedes-Benz,GLC-Klasse,GLC 220,Gray,2015,SUV,Teilleder,5,77853,170,Diesel,automatic,6,7,143,5,2,1,0,23.243038844963905,6.263320728772774,0.9532485390168443,47
KX35677,37210.0,February,115.2,1.813,7.0,2.37,DE,0,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 45 AMG,White,2018,Kombi,Leder,7,34819,380,Benzin,automatic,9,16,216,5,2,0,0,23.243038844963905,6.263320728772774,0.9532485390168443,35
VN38145,23350.0,May,116.5,1.632,6.8,2.34,DE,0,Skoda,Superb,1.4 TSI,Gray,2017,Kombi,Stoff,5,57539,150,Benzin,automatic,5,5,124,5,2,1,1,19.620833333333334,4.697222222222222,0.9302777777777778,37
KY46735,17090.0,September,112.7,2.168,6.2,1.8,DE,0,Skoda,Octavia,2.0 TDI,Black,2017,Kombi,Stoff,4,85888,150,Diesel,automatic,5,7,115,5,2,1,1,8.734654422426292,3.4179152569679396,0.5590462381182536,105
HY09746,21890.0,January,114.3,1.853,7.4,2.19,DE,0,Volkswagen,Passat,1.4 TSI,Blue,2017,Kombi,Stoff,5,27983,125,Benzin,manual,1,1,124,5,2,1,0,23.331088362068964,6.615571120689655,0.9832974137931034,46
MP12915,43190.0,February,115.2,1.813,7.0,2.37,DE,0,Ford,Tourneo Custom,2.0 TDCi,White,2020,Bus,Stoff,6,37160,185,Diesel,manual,2,12,211,8,2,1,0,23.243038844963905,6.263320728772774,0.9532485390168443,48
NW68000,7990.0,January,114.3,1.853,7.4,2.19,DE,0,Fiat,Panda,1.2,Red,2013,Limousine,Stoff,5,18953,70,Benzin,manual,5,6,120,5,2,1,1,23.331088362068964,6.615571120689655,0.9832974137931034,31
XN48004,24690.0,December,113.2,1.905,7.5,2.08,DE,0,Jaguar,XE,25d,Red,2017,Limousine,Leder,5,64211,240,Diesel,automatic,5,7,137,5,2,1,0,17.023509452254,4.901841977702375,0.7445467765390208,13
JW15918,18990.0,January,114.3,1.853,7.4,2.19,DE,0,Mercedes-Benz,B-Klasse,B 200,White,2016,Van,Teilleder,5,70933,155,Benzin,automatic,6,5,127,5,2,0,1,23.331088362068964,6.615571120689655,0.9832974137931034,14
LX99638,22590.0,December,113.2,1.905,7.5,2.08,DE,1,BMW,3er,320d,Black,2017,Kombi,Stoff,4,64853,190,Diesel,automatic,2,4,109,5,2,1,1,17.023509452254,4.901841977702375,0.7445467765390208,21
BS06668,45000.0,March,116.1,1.743,7.6,2.38,DE,0,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 35 AMG,Black,2020,Kombi,Teilleder,7,6903,306,Benzin,automatic,0,0,191,5,2,1,0,23.247566515249837,6.190136275146009,1.164828033744322,83
FU08208,12250.0,April,116.6,1.686,6.9,2.36,ES,0,Skoda,Yeti,1.2 TSI,White,2014,SUV,Stoff,6,70397,105,Benzin,manual,0,4,142,5,3,0,1,20.16995932597327,4.833236490412551,0.9976757699012202,18
FC08828,22540.0,December,113.2,1.905,7.5,2.08,DE,0,Volkswagen,Touran,2.0 TDI,Blue,2019,Van,Stoff,4,76200,150,Diesel,manual,2,7,155,5,1,0,0,17.023509452254,4.901841977702375,0.7445467765390208,36
JE02792,18990.0,November,113.7,2.118,6.7,2.07,DE,0,Ford,Focus,1.5 EcoBoost,Gray,2018,Kombi,Stoff,5,61933,182,Benzin,manual,3,5,146,5,1,0,0,15.36795655125594,4.933242815116542,0.7361393980538583,40
SS71388,10610.0,April,116.6,1.686,6.9,2.36,DE,0,Dacia,Sandero II,0.9 TCe,White,2016,Limousine,Stoff,4,32754,90,Benzin,manual,0,2,115,5,2,0,0,20.16995932597327,4.833236490412551,0.9976757699012202,17
UJ91218,20990.0,April,116.6,1.686,6.9,2.36,DE,0,BMW,2er,218d,White,2015,Coupe,Alcantara,3,55148,150,Diesel,automatic,2,4,108,4,2,0,0,20.16995932597327,4.833236490412551,0.9976757699012202,38
UV41148,25990.0,April,116.6,1.686,6.9,2.36,DE,0,Ford,Galaxy,2.0 EcoBoost SCTi,White,2017,Van,Teilleder,7,102217,240,Benzin,automatic,4,28,184,7,2,1,0,20.16995932597327,4.833236490412551,0.9976757699012202,80
SA14328,15890.0,December,113.2,1.905,7.5,2.08,DE,0,Ford,C-Max,1.0 EcoBoost,Red,2019,Van,Stoff,5,16249,100,Benzin,manual,0,0,150,5,1,0,0,17.023509452254,4.901841977702375,0.7445467765390208,19
KE21448,20990.0,April,116.6,1.686,6.9,2.36,DE,0,Renault,Kadjar,1.3 TCe,Green,2018,SUV,Stoff,6,38138,159,Benzin,manual,2,4,150,5,1,0,0,20.16995932597327,4.833236490412551,0.9976757699012202,63
SC17962,16490.0,December,113.2,1.905,7.5,2.08,DE,0,Opel,Mokka X,1.4 Turbo,Brown,2017,SUV,Stoff,6,83499,140,Benzin,automatic,4,6,149,5,1,0,0,17.023509452254,4.901841977702375,0.7445467765390208,31
TK98071,21990.0,December,113.2,1.905,7.5,2.08,DE,0,Volkswagen,Golf VII,2.0 TSI,White,2015,Limousine,Leder,6,89260,220,Benzin,automatic,0,0,148,5,4,0,0,17.023509452254,4.901841977702375,0.7445467765390208,49
DZ07023,14340.0,December,113.2,1.905,7.5,2.08,DE,0,Hyundai,Kona,1.0 TGDI,Gray,2018,SUV,Stoff,5,92781,120,Benzin,manual,0,0,125,5,2,0,1,17.023509452254,4.901841977702375,0.7445467765390208,25
