company,cars_bought,type_buyer,frequency,recency,monetary,share_low_hp,share_medium_hp,share_high_hp,share_old_,share_m_age,share_recent_,share_low_mileage,share_medium_mileage,share_high_mileage,share_less_5k,share_5k_10k_,share_over_10k_,profit_per_car
Vagoto,22,Medium_buyer,6,10,8,0.863636364,0.136363636,0,0,1,0,0.181818182,0.818181818,0,0.818181818,0.181818182,0,574.1363636
CALIFORNIA LIFE SL,6,Small_buyer,3,3,7,0.833333333,0.166666667,0,0.666666667,0.333333333,0,0,0.333333333,0.666666667,0.333333333,0.166666667,0.5,956.6666667
TAR-CONTROLL Kft.,2,Small_buyer,1,10,4,0.5,0.5,0,0.5,0.5,0,0.5,0,0.5,0,1,0,-486
CHUECO 5 CAMPEON SL.,1,Small_buyer,1,9,2,1,0,0,1,0,0,0,1,0,1,0,0,411
BLH MOTOR 2017 SL,1,Small_buyer,1,8,2,0,1,0,1,0,0,0,0,1,1,0,0,493
TIRIAC AUTO SRL,8,Small_buyer,3,10,9,0.5,0.5,0,0,0.125,0.875,0.25,0.75,0,0,0,1,1138.875
B NOUSIAS KAI SIA OE ASFALISTIKOI SIMVOULOI  NOUSIAS OE,2,Small_buyer,1,7,4,1,0,0,0,0.5,0.5,1,0,0,0,0.5,0.5,625
Votypka Petr,2,Small_buyer,1,7,3,0.5,0.5,0,0,1,0,0.5,0,0.5,0.5,0.5,0,487.5
GARAGE DE L'EPOQUE,2,Small_buyer,1,10,2,1,0,0,1,0,0,0.5,0.5,0,1,0,0,100.5
CARS INDUSTRY,1,Small_buyer,1,7,2,0,1,0,1,0,0,0,1,0,1,0,0,499
"Berisa, Admir",1,Small_buyer,1,5,2,1,0,0,1,0,0,0,1,0,1,0,0,269
Kleinwagen24 GmbH,8,Small_buyer,3,3,5,1,0,0,0.375,0.375,0.25,0.375,0.625,0,0.625,0.375,0,670.25
GWARANT MARCIN TYMAN,13,Small_buyer,4,5,9,0.307692308,0.615384615,0.076923077,0,0.538461538,0.461538462,0.230769231,0.692307692,0.076923077,0,0.384615385,0.615384615,753.5384615
"AS-Autos, Inh. Mehmet Hakan Asar",18,Medium_buyer,5,4,6,0.888888889,0.111111111,0,0.444444444,0.555555556,0,0,0.833333333,0.166666667,0.944444444,0.055555556,0,508.2222222
Mitsubishi Autohaus Gärtner GmbH,6,Small_buyer,3,10,6,1,0,0,0,0.5,0.5,0.666666667,0.333333333,0,0.166666667,0.833333333,0,631.8333333
COMSIG AUTOMOBILE S.R.L.,2,Small_buyer,1,10,7,0,1,0,0,0,1,1,0,0,0,0,1,544
AUTO Sz & B Kft.,1,Small_buyer,1,8,2,1,0,0,0,1,0,0,0,1,1,0,0,517
AUTO MARE LTD,1,Small_buyer,1,9,3,0,0,1,0,1,0,0,0,1,0,1,0,328
Autobedrijf Jan Jaspers,26,Medium_buyer,6,3,9,1,0,0,0,0.923076923,0.076923077,0.5,0.5,0,0.115384615,0.807692308,0.076923077,787.6153846
MARCOAUTO SH SRL,1,Small_buyer,1,6,3,1,0,0,0,0,1,0,1,0,0,1,0,655
INSTAR DIGITAL VISION S.R.L.,1,Small_buyer,1,10,2,1,0,0,0,1,0,0,1,0,1,0,0,583
UAB GREITA NUOMA,10,Small_buyer,4,4,6,0.8,0.2,0,0.4,0.6,0,0,0.1,0.9,0.8,0.1,0.1,495.6
"mycar, Inh. Charles Mößner",1,Small_buyer,1,10,7,0,0,1,0,0,1,1,0,0,0,0,1,1627
Norbile OÜ,1,Small_buyer,1,10,2,0,1,0,1,0,0,0,0,1,1,0,0,375
Auta Brno s.r.o.,15,Medium_buyer,5,1,8,0.6,0.4,0,0.333333333,0.666666667,0,0.066666667,0.8,0.133333333,0.333333333,0.666666667,0,615.2666667
"Auto Miller, Inh. Andreas Miller",22,Medium_buyer,6,3,9,0.909090909,0.090909091,0,0.318181818,0.681818182,0,0.454545455,0.5,0.045454545,0.772727273,0.181818182,0.045454545,637.7272727
"Die Autohalle, Inh. Jascha Marquardt",20,Medium_buyer,6,7,9,0.35,0.45,0.2,0.3,0.65,0.05,0.1,0.65,0.25,0.15,0.55,0.3,336.45
Runoff s.r.o.,1,Small_buyer,1,10,3,1,0,0,0,1,0,0,1,0,0,1,0,2032
Schanzer Autohaus GmbH,2,Small_buyer,1,10,5,1,0,0,0,0.5,0.5,1,0,0,0,0.5,0.5,550.5
"Auto Aktiv, Inh. Marco Laube",32,Medium_buyer,7,2,9,0.96875,0.03125,0,0,0.5,0.5,1,0,0,0.21875,0.71875,0.0625,758.40625
"Autohaus Timm, Inh. Oliver Timm",95,Top_buyer,9,3,9,0.978947368,0.010526316,0.010526316,0.863157895,0.136842105,0,0.178947368,0.810526316,0.010526316,0.989473684,0,0.010526316,351.2947368
Allexpo s.r.o.,2,Small_buyer,1,8,3,1,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0,700.5
MAIETTO MAURO,2,Small_buyer,1,10,2,0,1,0,1,0,0,0,0.5,0.5,1,0,0,361.5
HUEXPO TRADE KERESKEDELMI ÉS SZOLGÁLTATÓ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,1,Small_buyer,1,3,4,0,1,0,0,0,1,0,1,0,0,0,1,1152
Autohaus Alfred Schmidt OHG,1,Small_buyer,1,10,4,1,0,0,0,0,1,1,0,0,0,0,1,986
JACEK BĘBENEK - PHU,4,Small_buyer,2,10,2,1,0,0,0,1,0,0,0.75,0.25,1,0,0,317.5
"Az.autopark, Inh. Mohamed Azrar",1,Small_buyer,1,10,2,1,0,0,0,1,0,1,0,0,1,0,0,373
CRAZYDISCOVERY UNIPESSOAL LDA,1,Small_buyer,1,9,2,1,0,0,0,1,0,0,0,1,1,0,0,-539
SANTINI AUTOMOTIVE DI ALESSIO SANTINI & C. SAS,2,Small_buyer,1,8,2,1,0,0,0,1,0,0.5,0.5,0,1,0,0,500.5
"Autohaus Miesbach, Inh. Wolfgang Himmelstoß",1,Small_buyer,1,10,4,1,0,0,0,0,1,1,0,0,0,0,1,981
AUTOS GO CAR SLU,1,Small_buyer,1,10,3,1,0,0,0,1,0,0,1,0,0,1,0,-2046
BMJ CAR LDA,1,Small_buyer,1,10,2,1,0,0,0,1,0,0,1,0,1,0,0,709
EBVBA KURUMA,15,Medium_buyer,5,4,7,1,0,0,0.066666667,0.933333333,0,0.666666667,0.333333333,0,0.733333333,0.266666667,0,359.2666667
"ST Automotive, Inh. Thomas Stoll",18,Medium_buyer,5,7,6,1,0,0,0.5,0.5,0,0.055555556,0.944444444,0,1,0,0,483.3333333
ED-CARS AUTOHANDEL DAWID BEDNARSKI,1,Small_buyer,1,10,2,0,1,0,0,1,0,0,0,1,1,0,0,290
CAMBIAR CAR SRLS,1,Small_buyer,1,10,2,1,0,0,0,1,0,1,0,0,1,0,0,1259
"Automobile Hildesheim, Inh. David Saghar",3,Small_buyer,2,7,2,0.666666667,0.333333333,0,1,0,0,0,1,0,1,0,0,365
RM Rent a Car GmbH,2,Small_buyer,1,9,7,1,0,0,0,0,1,1,0,0,0,0,1,656.5
Autohaus am Prinzert GmbH,8,Small_buyer,3,5,9,0.375,0.375,0.25,0,0,1,1,0,0,0,0.125,0.875,621.125
LUCAR Rogowski Łukasz,1,Small_buyer,1,8,2,1,0,0,0,1,0,0,1,0,1,0,0,277
GABRIEL MASALSKIJ I.V.,2,Small_buyer,1,10,4,0.5,0.5,0,0,1,0,0,0,1,0,1,0,1752.5
Autobedrijf Zwijnenberg,1,Small_buyer,1,9,7,0,0,1,0,0,1,1,0,0,0,0,1,936
VLASTA-MBK d.o.o.,1,Small_buyer,1,7,2,1,0,0,1,0,0,0,1,0,1,0,0,461
BULGARI LTD,2,Small_buyer,1,4,1,1,0,0,1,0,0,0,0.5,0.5,1,0,0,207
HUGO SPRINT KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,2,Small_buyer,1,9,3,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,1098.5
Autócent Kft.,1,Small_buyer,1,10,7,0,0,1,0,0,1,1,0,0,0,0,1,2114
SAS D.M AUTO,7,Small_buyer,3,3,6,1,0,0,0,0.857142857,0.142857143,0.857142857,0.142857143,0,0.428571429,0.571428571,0,826.7142857
Sternwerk Handel & Service-Station e.U,1,Small_buyer,1,10,7,0,1,0,0,0,1,1,0,0,0,0,1,200
AUTO-HANDEL Damian Kaczorowski,3,Small_buyer,2,6,3,0.666666667,0.333333333,0,0.666666667,0.333333333,0,0,0,1,1,0,0,411.6666667
NAKATRANS AVTOPREVOZNIŠTVO MILENKO NAKARADIĆ S.P.,2,Small_buyer,1,4,7,0,0.5,0.5,0,0,1,0.5,0.5,0,0,0,1,1473
GARAGE DE BALLAIGUES SA,2,Small_buyer,1,8,5,1,0,0,0,0,1,1,0,0,0,0,1,998.5
TEAMDIAM S.R.L.,1,Small_buyer,1,10,2,1,0,0,0,1,0,1,0,0,1,0,0,727
ANTONIO DEL RIO BOUZADA,3,Small_buyer,2,9,6,1,0,0,0,0.333333333,0.666666667,1,0,0,0,0,1,875.6666667
"KACZOROWSKI PIOTR PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ""LIDER""",28,Medium_buyer,6,9,7,0.964285714,0.035714286,0,0.607142857,0.392857143,0,0,0.785714286,0.214285714,0.964285714,0.035714286,0,469.8928571
AUTO ERI s.r.o.,2,Small_buyer,1,9,4,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0.5,314
AutoXpert Technik GmbH,1,Small_buyer,1,10,3,1,0,0,0,1,0,0,0,1,0,1,0,385
Radovan Mareš,3,Small_buyer,2,3,4,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0,0.666666667,0.333333333,0.333333333,0.666666667,0,699
Autohaus Karl Fuchs GmbH,1,Small_buyer,1,10,3,1,0,0,0,0,1,0,1,0,0,1,0,400
CONSIDER DUMI AUTO S.R.L.,2,Small_buyer,1,7,2,1,0,0,0,1,0,0,0,1,1,0,0,146.5
MB Esrida,1,Small_buyer,1,6,3,1,0,0,0,0,1,1,0,0,0,1,0,357
Auto Palace Západ s.r.o.,78,Top_buyer,9,6,12,0.487179487,0.487179487,0.025641026,0.051282051,0.423076923,0.525641026,0.41025641,0.551282051,0.038461538,0.025641026,0.282051282,0.692307692,1158.666667
A&S Bergische GmbH,8,Small_buyer,3,3,4,0.875,0.125,0,0.75,0.25,0,0.25,0.625,0.125,1,0,0,1.875
H Pascal Brive Auto,1,Small_buyer,1,10,2,1,0,0,1,0,0,0,1,0,1,0,0,540
AUTOMOBILI CINECITTA' S.R.L.S.,6,Small_buyer,3,6,4,1,0,0,0,1,0,0.5,0.5,0,0.833333333,0.166666667,0,802.1666667
SMAL OLEG,8,Small_buyer,3,1,5,1,0,0,0.625,0.125,0.25,0,0.375,0.625,0.75,0.125,0.125,471.125
MP LUXURYAUTO SOCIETA' A RESPONSABILITA' LIMITATA,1,Small_buyer,1,7,3,1,0,0,0,0,1,1,0,0,0,1,0,1168
Prestige Automobile GmbH & Co. KG,2,Small_buyer,1,10,6,0,0,1,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,1009.5
"Autohaus Stemberger, Inh. Stefan Stemberger",7,Small_buyer,3,8,7,0.857142857,0.142857143,0,0,0.285714286,0.714285714,0.428571429,0.571428571,0,0,0.428571429,0.571428571,592.7142857
KRI-DAN Kft.,7,Small_buyer,3,8,5,1,0,0,0.142857143,0.714285714,0.142857143,0,0.428571429,0.571428571,0.714285714,0.142857143,0.142857143,624.1428571
GARAGE 19 DI IVAN INZILLO,11,Small_buyer,4,9,5,0.818181818,0.181818182,0,0.545454545,0.454545455,0,0,0.727272727,0.272727273,1,0,0,383.9090909
"Wüstmark Automobile, Inh. Adilaa Zurmati",3,Small_buyer,2,9,4,0.666666667,0.333333333,0,0.666666667,0.333333333,0,0,1,0,0.666666667,0.333333333,0,277.6666667
"AutoForum Biebesheim, Inh. Bülent Kilic",28,Medium_buyer,6,6,9,0.5,0.464285714,0.035714286,0.678571429,0.321428571,0,0.25,0.392857143,0.357142857,0.607142857,0.285714286,0.107142857,530.9285714
Classic Auto Rent Kft.,2,Small_buyer,1,6,2,0.5,0.5,0,1,0,0,0,0.5,0.5,1,0,0,35
L AGENCE DE L AUTOMOBILE,13,Small_buyer,4,6,8,0.923076923,0.076923077,0,0,0.923076923,0.076923077,0.769230769,0.230769231,0,0.384615385,0.461538462,0.153846154,889.6153846
DYNAMIC SMART SL,1,Small_buyer,1,3,3,0,1,0,1,0,0,0,1,0,0,1,0,-949
Kalota Autó Kft,16,Medium_buyer,5,1,4,0.8125,0.1875,0,0.8125,0.1875,0,0.0625,0.75,0.1875,1,0,0,290.375
"Autokontor Schneider, Inh. Ralf Schneider",6,Small_buyer,3,6,9,0.333333333,0.666666667,0,0,0.833333333,0.166666667,0.5,0.5,0,0,0,1,1483.5
Autovakmeester Verheijen,4,Small_buyer,2,7,5,1,0,0,0,0.75,0.25,0.25,0.75,0,0.25,0.75,0,552.25
"Jürgen Pfadler Autohandel, Inh. Jürgen Pfadler",4,Small_buyer,2,8,7,0.5,0.5,0,0,0,1,1,0,0,0,0,1,-151.25
SAS THERMO PNEU,1,Small_buyer,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,278
"LLC ""ZENDER-VOLUN""",5,Small_buyer,3,8,3,1,0,0,1,0,0,0,0.4,0.6,1,0,0,342.4
Byllemos Automobiler /Peter Byllemos,1,Small_buyer,1,10,5,1,0,0,0,0,1,1,0,0,0,0,1,2488
SASU FOTOCARS NANTES,18,Medium_buyer,5,5,10,0.166666667,0.444444444,0.388888889,0.166666667,0.5,0.333333333,0.833333333,0.166666667,0,0.055555556,0.055555556,0.888888889,1480.5
SISMACAR UNIPESSOAL LDA,1,Small_buyer,1,10,4,0,1,0,1,0,0,0,1,0,0,0,1,-4376
PALMUCCI S.R.L.,1,Small_buyer,1,9,2,1,0,0,0,1,0,0,1,0,1,0,0,543
PIOS SISTEMI D.O.O.,3,Small_buyer,2,7,4,1,0,0,0,1,0,0,1,0,0.666666667,0.333333333,0,-32.33333333
SILDANI AUTO SRL,1,Small_buyer,1,10,4,0,1,0,0,1,0,1,0,0,0,0,1,-4319
CLOVER SUITABLE LDA,3,Small_buyer,2,8,3,1,0,0,1,0,0,0,1,0,1,0,0,343
Wildmoser GmbH & Co. KG,13,Small_buyer,4,8,9,0.923076923,0,0.076923077,0,0.307692308,0.692307692,1,0,0,0,0.384615385,0.615384615,1178.923077
"DB-Automobile, Inh. Binyami Demir",4,Small_buyer,2,6,5,1,0,0,0,0.5,0.5,1,0,0,0,1,0,746.5
Autohaus Lichtenrade Premium GmbH,4,Small_buyer,2,8,9,0.25,0.25,0.5,0,0.25,0.75,0.75,0.25,0,0,0,1,876.75
Lukáš Vrňák,20,Medium_buyer,6,3,7,0.7,0.25,0.05,0.85,0.15,0,0,0.15,0.85,0.95,0,0.05,480.5
AUTO BENUSSI d.o.o.,2,Small_buyer,1,6,6,0.5,0.5,0,0,0,1,1,0,0,0,0,1,-1357.5
Oelers Automotive B.V.,8,Small_buyer,3,5,9,0,0.75,0.25,0.125,0.125,0.75,0.875,0.125,0,0,0,1,1443.25
Yaqub Ahmadi,2,Small_buyer,1,5,2,1,0,0,0.5,0.5,0,0,1,0,1,0,0,240
"Habli Autovermittlung, Inh. Mahmoud Habli",2,Small_buyer,1,7,2,1,0,0,0.5,0.5,0,0.5,0.5,0,1,0,0,124.5
Detroit-Car Kft,1,Small_buyer,1,5,3,1,0,0,0,1,0,0,1,0,0,1,0,357
AUTOVAR JOAQUIM FERNANDES COSTA LDA,4,Small_buyer,2,9,7,1,0,0,0,0,1,1,0,0,0,0.25,0.75,465.25
KOVÁCS ZSOLT E.V.,1,Small_buyer,1,9,1,1,0,0,0,1,0,0,0,1,1,0,0,240
DIMITRIOS KEHAGIAS E.E.,7,Small_buyer,3,1,7,1,0,0,0,0.571428571,0.428571429,0.571428571,0.428571429,0,0.142857143,0.714285714,0.142857143,853
"S.A.M autohandel und export, Inh. Said Abou Musleh",10,Small_buyer,4,7,3,1,0,0,0.9,0.1,0,0.7,0.3,0,1,0,0,285.6
Cars4You Emine Cakmak,14,Small_buyer,4,1,9,0.357142857,0.571428571,0.071428571,0.071428571,0.785714286,0.142857143,0.214285714,0.714285714,0.071428571,0.071428571,0.214285714,0.714285714,91
YOUNGTIMER CARS SRL,2,Small_buyer,1,8,7,0,0.5,0.5,1,0,0,0.5,0.5,0,0,0,1,1439.5
"A B Automobile, Inh. Ahmet Birgin",2,Small_buyer,1,7,2,1,0,0,0.5,0.5,0,0,1,0,1,0,0,291.5
GLOBEX ZAFER AUTO SRL,6,Small_buyer,3,6,5,1,0,0,0,1,0,0,0.333333333,0.666666667,0.666666667,0.333333333,0,645.6666667
NOGUEIRA AUTOS,1,Small_buyer,1,6,5,0,0,1,0,1,0,1,0,0,0,0,1,2133
WERKPLAATSWINKEL.NL,3,Small_buyer,2,3,5,1,0,0,0,0.666666667,0.333333333,1,0,0,0.333333333,0.333333333,0.333333333,671.3333333
"Auto Sauerland, Inh. Murat Balaban",1,Small_buyer,1,8,2,1,0,0,0,1,0,0,1,0,1,0,0,254
ANIDI COMTAL S.R.L.,9,Small_buyer,3,8,7,0.888888889,0.111111111,0,0.111111111,0.777777778,0.111111111,0,0.555555556,0.444444444,0.222222222,0.555555556,0.222222222,755
ALMEIDA & GAMEIRO LDA,1,Small_buyer,1,8,3,1,0,0,0,1,0,0,0,1,0,1,0,168
HALYSHYN BOHDAN,6,Small_buyer,3,3,3,1,0,0,0.666666667,0.333333333,0,0,0.5,0.5,1,0,0,347.6666667
D&D COMPANY SH.P.K.,2,Small_buyer,1,10,4,1,0,0,0,1,0,0,0.5,0.5,0,1,0,1234.5
Auto Center Northeim,1,Small_buyer,1,9,3,0,1,0,0,1,0,0,1,0,0,1,0,595
AUTOBEDRIJF DE WILDT V.O.F.,8,Small_buyer,3,8,9,0.75,0.25,0,0.25,0.5,0.25,0.75,0.25,0,0.125,0.25,0.625,760.5
Safeway Lease GmbH,22,Medium_buyer,6,3,11,0.181818182,0.545454545,0.272727273,0,0.181818182,0.818181818,0.636363636,0.363636364,0,0,0,1,1114.045455
"Kadir Eryiyit Kfz Handel ""Pfälzer Autohof""",8,Small_buyer,3,5,5,1,0,0,0.875,0.125,0,0.375,0.625,0,0.875,0.125,0,613.25
Radosław Wrzeszcz Auto-Handel,5,Small_buyer,3,2,3,1,0,0,1,0,0,0,0.2,0.8,1,0,0,299
GERAARD MOTOR,3,Small_buyer,2,8,5,1,0,0,0,0.333333333,0.666666667,1,0,0,0,0.666666667,0.333333333,715.3333333
RS AUTOMOCION 25 SL,1,Small_buyer,1,9,5,1,0,0,0,0,1,1,0,0,0,0,1,1317
Miloš Machala M&M,11,Small_buyer,4,1,8,0.818181818,0.181818182,0,0.181818182,0.818181818,0,0,0.909090909,0.090909091,0.181818182,0.454545455,0.363636364,882.1818182
SUPERIOR AUTO UNIPESSOAL LDA,3,Small_buyer,2,8,8,0,1,0,0,0,1,0.666666667,0.333333333,0,0,0,1,852.6666667
Gps Európa Kft,1,Small_buyer,1,9,3,1,0,0,0,1,0,0,0,1,0,1,0,314
"Berber Automobile, Inh. Öner Berber",2,Small_buyer,1,10,5,0.5,0.5,0,0,0.5,0.5,0,1,0,0,0,1,715.5
"RM Automobile (seit 1961), Inh. Rene Mertzianis",1,Small_buyer,1,10,2,1,0,0,1,0,0,0,0,1,1,0,0,665
Autobedrijf Herman Jubbega,18,Medium_buyer,5,3,11,0.611111111,0.388888889,0,0,0.111111111,0.888888889,1,0,0,0,0,1,1686.666667
Multitrader Auto Kft,1,Small_buyer,1,10,2,1,0,0,0,1,0,0,1,0,1,0,0,276
KOURKOUMELAKIS NIKOLAOS GRIGORIOS,1,Small_buyer,1,9,3,1,0,0,0,1,0,0,1,0,0,1,0,324
dpcprog,2,Small_buyer,1,9,4,0.5,0.5,0,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,762.5
FUH ENPI TRADE FRACZ PAWEŁ,9,Small_buyer,3,6,4,1,0,0,0.777777778,0.222222222,0,0,0.666666667,0.333333333,1,0,0,395.5555556
Bas World B.V.,1,Small_buyer,1,7,4,1,0,0,0,0,1,1,0,0,0,0,1,1685
CARMOVEMENT B.V.,5,Small_buyer,3,1,9,0.2,0.2,0.6,0,0,1,1,0,0,0,0,1,1789.4
"Auto-Asar, Inh. MICHAEL SERDAR ASAR",3,Small_buyer,2,8,6,0.666666667,0.333333333,0,0,0.666666667,0.333333333,0.666666667,0.333333333,0,0,0,1,1116
GROUPE DAVID GERBIER - GRANDS GARAGES D'AUVERGNE - AUBIERE - FIAT ABARTH ALFA JEEP,1,Small_buyer,1,10,4,1,0,0,0,0,1,1,0,0,0,0,1,997
Motomania - Serwis Samochodowy Sebastian Kosik,1,Small_buyer,1,6,1,1,0,0,1,0,0,0,0,1,1,0,0,195
KIRIAKOPOULOU ELEFTHERIA THOMAS,5,Small_buyer,3,8,4,1,0,0,0,1,0,0.4,0.6,0,0.8,0.2,0,473.8
ANASTASIADOU ANASTASIA MONOPROSOPI ETAIREIA PERIORISMENIS EFTHINIS  KARATSORIS ANTONIS,1,Small_buyer,1,8,4,1,0,0,0,0,1,0,1,0,0,0,1,1410
Car Selection CSG GmbH,106,Top_buyer,9,1,12,0.29245283,0.622641509,0.08490566,0,0.150943396,0.849056604,0.745283019,0.254716981,0,0,0.018867925,0.981132075,1727.179245
INTER V.O FRANCE,4,Small_buyer,2,8,8,0.75,0,0.25,0,0,1,1,0,0,0,0,1,680
Autohaus Jakob GmbH,2,Small_buyer,1,9,7,0,0,1,0,0.5,0.5,0.5,0.5,0,0,0,1,1153.5
"Auto Wiesbach, Inh. Sinan Guenay",3,Small_buyer,2,9,7,0.666666667,0,0.333333333,0,0.666666667,0.333333333,0,1,0,0,0.666666667,0.333333333,1134.666667
"Autohaus Minden, Inh. Cholik Kalaschjan",37,Medium_buyer,7,3,9,0.540540541,0.297297297,0.162162162,0.27027027,0.702702703,0.027027027,0.189189189,0.594594595,0.216216216,0.486486486,0.405405405,0.108108108,387.6486486
LIMATEX s.r.o.,2,Small_buyer,1,9,4,0.5,0.5,0,0,1,0,0,1,0,0,1,0,565
MERLIN AUTO-SPORT,1,Small_buyer,1,8,5,0,1,0,0,0,1,1,0,0,0,0,1,1343
SHOWTARTÓ Kereskedelmi és Szolgáltató Betéti Társaság,1,Small_buyer,1,10,2,1,0,0,0,1,0,0,0,1,1,0,0,280
MB LK Motors,2,Small_buyer,1,9,3,0.5,0.5,0,0,1,0,0,0,1,1,0,0,456
Njapndounke mounir,1,Small_buyer,1,8,1,1,0,0,1,0,0,0,0,1,1,0,0,240
A and E Ltd.,1,Small_buyer,1,9,5,1,0,0,0,0,1,1,0,0,0,0,1,1405
Autodijkwel BV,6,Small_buyer,3,7,9,0.833333333,0.166666667,0,0,0,1,1,0,0,0,0,1,1124.5
SBARRA GIUSEPPE,3,Small_buyer,2,8,4,0.666666667,0,0.333333333,1,0,0,0,1,0,0.666666667,0.333333333,0,476.6666667
"Firma, Inh. Gerhard Meier",4,Small_buyer,2,6,8,0,0.5,0.5,0,0.5,0.5,0.25,0.75,0,0,0,1,255
KP WINTER ESPAÑOLA SL,1,Small_buyer,1,10,7,0,0,1,0,0,1,1,0,0,0,0,1,1878
NUOVA AUTO MIA SRL,15,Medium_buyer,5,1,9,0.866666667,0.133333333,0,0.333333333,0.4,0.266666667,0.466666667,0.466666667,0.066666667,0.333333333,0.4,0.266666667,-583.4666667
"Firma Handlowo-Usługowa ""JOGREG"" JOANNA PRĘDKA",1,Small_buyer,1,10,4,1,0,0,0,0,1,1,0,0,0,0,1,592
AUTOS DAYRON SLU,1,Small_buyer,1,10,3,1,0,0,0,1,0,0,1,0,0,1,0,289
Eurofine s.r.o.,1,Small_buyer,1,3,3,1,0,0,0,1,0,1,0,0,0,1,0,790
Goodfirst GmbH,10,Small_buyer,4,1,5,0.7,0.3,0,0.7,0.3,0,0.3,0.3,0.4,0.9,0.1,0,325.2
Tazo Car 2003 Kft,5,Small_buyer,3,9,5,1,0,0,0,1,0,0,0.8,0.2,0.6,0.4,0,592
Amir Jabado,1,Small_buyer,1,7,2,0,1,0,0,1,0,0,1,0,1,0,0,-307
GARAGE AUDRIN CARILLIER,4,Small_buyer,2,8,4,1,0,0,0.5,0.5,0,0.25,0.75,0,0.75,0.25,0,-101
MOHAMED SALEK CHETOUNI,1,Small_buyer,1,9,2,0,1,0,1,0,0,0,1,0,1,0,0,262
MONSIEUR XAVIER CAPOULADE,7,Small_buyer,3,6,6,1,0,0,0,0.857142857,0.142857143,0.571428571,0.428571429,0,0.285714286,0.714285714,0,834.5714286
