id,first_price,eligible_month,ext_cpi,ext_dieselprc,ext_newcarprice,ext_intrtrates,countryoforigin,tax_deductible,make,model,subtype,color,builtyear,body_type,upholstery,fuelconsumption,mileage,horsepower,fueltype,geartype,damages,imperfections,co2value,seats,nbrowners,comercialuse_bool,accident_bool,bookmarks,opport,signings,time_online_to_reserve_
CF81721,15590.0,April,116.6,1.686,6.9,2.36,DE,0,Volkswagen,Golf VII Sportsvan,1.4 TSI,Blue,2016,Van,Stoff,5,50679,125,Benzin,manual,5,7,130,5,3,1,0,20.16995932597327,4.833236490412551,0.9976757699012202,75
ZT58407,16990.0,November,113.7,2.118,6.7,2.07,DE,1,Renault,Scenic,1.7 Blue dCi,Yellow,2019,Van,Stoff,4,77176,120,Diesel,manual,0,3,147,5,2,1,0,15.36795655125594,4.933242815116542,0.7361393980538583,56
MV73096,9500.0,November,113.7,2.118,6.7,2.07,DE,0,Volkswagen,Polo,1.2 TSI,White,2013,Limousine,Stoff,4,87805,90,Benzin,manual,7,10,113,5,1,0,0,15.36795655125594,4.933242815116542,0.7361393980538583,7
DR60176,29490.0,November,113.7,2.118,6.7,2.07,DE,0,Volkswagen,T-Roc,1.5 TSI,Blue,2020,SUV,Teilleder,5,23054,150,Benzin,automatic,2,2,154,5,2,1,0,15.36795655125594,4.933242815116542,0.7361393980538583,53
KW33170,20990.0,September,112.7,2.168,6.2,1.8,DE,0,Ford,Focus,1.5 EcoBoost,Black,2019,Kombi,Stoff,5,36905,150,Benzin,manual,24,12,143,5,1,0,0,8.734654422426292,3.4179152569679396,0.5590462381182536,62
VR01983,19700.0,October,113.5,2.014,6.4,2.19,DE,0,Ford,Focus,1.5 EcoBlue TDCi,Blue,2019,Kombi,Stoff,3,67317,120,Diesel,automatic,35,40,133,5,1,0,0,13.104294478527608,4.155946962200673,0.6269542845834158,48
RL98706,13630.0,June,109.8,1.976,4.6,1.45,DE,0,Hyundai,i30,1.6 TGDI,Orange,2015,Limousine,Teilleder,7,96213,185,Benzin,manual,17,23,169,5,4,0,0,9.02660310625865,2.8197754882361985,0.4354913117022913,69
VV41984,15360.0,April,108.8,2.047,4.8,0.74,DE,0,Volkswagen,Polo,1.2 TSI,White,2014,Limousine,Alcantara,5,58947,105,Benzin,automatic,1,3,124,5,2,0,0,10.272014925373135,3.296641791044776,0.4414179104477612,80
UL09373,12880.0,July,110.3,1.979,5.3,1.08,DE,0,Volkswagen,Golf VII,1.6 TDI,Black,2013,Limousine,Stoff,3,104708,110,Diesel,manual,9,7,85,5,2,1,1,8.313415685147946,2.8681413386957773,0.4336397586900316,109
UX45040,15790.0,June,109.8,1.976,4.6,1.45,DE,0,Audi,A1,1.0 TFSI,Gray,2017,Limousine,Stoff,4,23001,95,Benzin,manual,2,3,97,4,2,1,0,9.02660310625865,2.8197754882361985,0.4354913117022913,10
AS54946,20290.0,December,113.2,1.905,7.5,2.08,RO,1,Ford,Focus,1.5 EcoBoost,Blue,2018,Kombi,Stoff,5,40938,150,Benzin,manual,1,4,144,5,2,1,0,17.023509452254,4.901841977702375,0.7445467765390208,39
DM95541,7600.0,November,113.7,2.118,6.7,2.07,DE,0,Volkswagen,up!,1.0,White,2015,Limousine,Stoff,4,34501,60,Benzin,manual,1,1,105,4,1,0,0,15.36795655125594,4.933242815116542,0.7361393980538583,1
WB03388,26890.0,September,112.7,2.168,6.2,1.8,DE,1,Mercedes-Benz,C-Klasse,C 250 d,Gray,2017,Kombi,Teilleder,4,66881,205,Diesel,automatic,9,17,117,5,2,1,1,8.734654422426292,3.4179152569679396,0.5590462381182536,16
TL88608,17690.0,March,116.1,1.743,7.6,2.38,DE,0,Ford,Focus,1.5 EcoBlue TDCi,Red,2018,Kombi,Stoff,4,56505,120,Diesel,automatic,2,2,142,5,1,0,0,23.247566515249837,6.190136275146009,1.164828033744322,15
CP72213,36870.0,March,116.1,1.743,7.6,2.38,DE,1,BMW,5er,540d,Blue,2017,Kombi,Leder,5,73501,320,Diesel,automatic,5,5,149,5,2,1,0,23.247566515249837,6.190136275146009,1.164828033744322,67
GE54411,21490.0,April,116.6,1.686,6.9,2.36,DE,0,Mercedes-Benz,C-Klasse,C 200,Black,2014,Limousine,Teilleder,5,113086,185,Benzin,automatic,1,2,124,5,1,1,0,20.16995932597327,4.833236490412551,0.9976757699012202,1
UR95510,13790.0,December,113.2,1.905,7.5,2.08,DE,0,Volkswagen,Golf VII,1.6 TDI,Black,2015,Kombi,Stoff,4,92959,110,Diesel,automatic,5,8,106,5,3,1,0,17.023509452254,4.901841977702375,0.7445467765390208,4
RA47296,15910.0,July,110.3,1.979,5.3,1.08,DE,0,Ford,Focus,1.0 EcoBoost,Gray,2018,Limousine,Stoff,4,40596,125,Benzin,manual,5,7,108,5,2,0,0,8.313415685147946,2.8681413386957773,0.4336397586900316,18
HB38766,14000.0,August,110.7,1.928,5.7,1.03,DE,0,Dacia,Duster II,1.5 dCi,Blue,2018,SUV,Stoff,4,12167,90,Diesel,manual,28,38,115,5,1,0,0,7.601013758146271,3.2173787110789283,0.499637943519189,85
KR07917,24980.0,December,113.2,1.905,7.5,2.08,DE,0,Seat,Alhambra,1.4 TSI,Gray,2017,Van,Stoff,6,71111,150,Benzin,manual,7,10,150,7,1,0,0,17.023509452254,4.901841977702375,0.7445467765390208,23
ZF42349,9900.0,June,109.8,1.976,4.6,1.45,DE,0,Renault,Twingo,1.0 SCe,Red,2018,Limousine,Stoff,5,8501,70,Benzin,manual,3,3,112,5,1,0,0,9.02660310625865,2.8197754882361985,0.4354913117022913,18
RT58215,16920.0,December,113.2,1.905,7.5,2.08,DE,0,Volkswagen,Golf VII,1.4 TSI,Black,2016,Limousine,Stoff,5,49576,150,Benzin,automatic,4,4,117,5,3,0,1,17.023509452254,4.901841977702375,0.7445467765390208,38
LU69932,15250.0,March,116.1,1.743,7.6,2.38,DE,0,Skoda,Octavia,2.0 TDI,Beige,2015,Kombi,Stoff,4,102050,150,Diesel,automatic,45,68,117,5,2,0,1,23.247566515249837,6.190136275146009,1.164828033744322,21
SK55949,32990.0,January,114.3,1.853,7.4,2.19,DE,0,Cupra,Ateca,2.0 TSI,Black,2019,SUV,Alcantara,7,50000,300,Benzin,automatic,1,1,200,5,1,0,0,23.331088362068964,6.615571120689655,0.9832974137931034,36
RD78268,11990.0,December,113.2,1.905,7.5,2.08,DE,0,Ford,EcoSport,1.5 TDCi,Black,2016,SUV,Teilleder,4,98647,95,Diesel,manual,8,7,115,5,1,0,1,17.023509452254,4.901841977702375,0.7445467765390208,56
HV88153,24490.0,December,113.2,1.905,7.5,2.08,DE,0,Volkswagen,Golf VII,2.0 TSI,Blue,2017,Limousine,Stoff,6,66956,245,Benzin,automatic,3,11,144,5,2,1,0,17.023509452254,4.901841977702375,0.7445467765390208,37
YZ09547,19990.0,August,110.7,1.928,5.7,1.03,DE,0,Skoda,Octavia,2.0 TDI,White,2018,Kombi,Teilleder,4,107491,150,Diesel,automatic,1,5,130,5,2,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,1
UV83574,9290.0,September,112.7,2.168,6.2,1.8,BG,0,Hyundai,i10,1.2,Black,2015,Limousine,Stoff,4,20123,87,Benzin,manual,18,22,114,5,2,1,0,8.734654422426292,3.4179152569679396,0.5590462381182536,60
EX00176,25690.0,August,110.7,1.928,5.7,1.03,DE,0,Volkswagen,Tiguan,2.0 TSI,White,2017,SUV,Stoff,7,78902,180,Benzin,automatic,17,18,166,5,1,0,0,7.601013758146271,3.2173787110789283,0.499637943519189,87
NA35803,45000.0,December,113.2,1.905,7.5,2.08,DE,0,Jeep,Wrangler Unlimited,2.0 TGDi,Gray,2018,SUV,Leder,7,63847,271,Benzin,automatic,7,6,250,5,2,1,0,17.023509452254,4.901841977702375,0.7445467765390208,9
EP81142,9900.0,July,110.3,1.979,5.3,1.08,DE,0,Renault,Clio,0.9 Energy,Red,2015,Limousine,Stoff,4,61617,90,Benzin,manual,3,7,105,5,1,0,0,8.313415685147946,2.8681413386957773,0.4336397586900316,1
WE65718,16590.0,July,110.3,1.979,5.3,1.08,DE,0,Volkswagen,Golf VII,1.4 TSI,White,2017,Limousine,Stoff,5,53435,125,Benzin,manual,0,1,122,5,3,0,0,8.313415685147946,2.8681413386957773,0.4336397586900316,65
NP14597,19350.0,January,114.3,1.853,7.4,2.19,DE,0,Volkswagen,Golf VII,1.4 TSI,Blue,2017,Kombi,Stoff,5,54737,125,Benzin,automatic,7,6,120,5,3,0,0,23.331088362068964,6.615571120689655,0.9832974137931034,25
MC44852,22990.0,October,113.5,2.014,6.4,2.19,DE,0,Volkswagen,Touran,1.4 TSI,White,2018,Van,Stoff,5,43018,150,Benzin,manual,2,7,135,5,1,0,1,13.104294478527608,4.155946962200673,0.6269542845834158,1
CP72212,14790.0,October,113.5,2.014,6.4,2.19,LU,0,Citroen,C3,1.2 e-THP,Gray,2017,Limousine,Stoff,4,64041,110,Benzin,automatic,12,11,110,5,1,0,1,13.104294478527608,4.155946962200673,0.6269542845834158,22
YR86290,8990.0,October,113.5,2.014,6.4,2.19,IT,0,Fiat,500,1.2,Gray,2016,Limousine,Stoff,4,41878,70,Benzin,manual,14,12,115,4,3,0,0,13.104294478527608,4.155946962200673,0.6269542845834158,64
PW09487,18590.0,January,114.3,1.853,7.4,2.19,DE,0,Opel,Mokka X,1.6 CDTI DPF,Gray,2019,SUV,Stoff,5,43675,135,Diesel,automatic,1,3,163,5,2,1,0,23.331088362068964,6.615571120689655,0.9832974137931034,28
ED50206,10280.0,May,109.8,2.056,4.8,0.95,DE,0,Opel,Adam,1.4,White,2014,Limousine,Teilleder,5,51540,87,Benzin,manual,3,3,119,4,2,0,0,9.547884552312233,2.8591341423417513,0.4412922269596589,91
DZ34904,21790.0,December,113.2,1.905,7.5,2.08,DE,0,Volkswagen,Touran,1.4 TSI,Blue,2017,Van,Stoff,5,78766,150,Benzin,manual,1,4,132,7,2,1,0,17.023509452254,4.901841977702375,0.7445467765390208,37
FL66044,19140.0,November,113.7,2.118,6.7,2.07,DE,0,Audi,A3 Limousine,1.4 TFSI,Gray,2016,Limousine,Stoff,4,87471,150,Benzin,automatic,11,11,113,5,3,1,0,15.36795655125594,4.933242815116542,0.7361393980538583,25
RF57449,17000.0,May,109.8,2.056,4.8,0.95,DE,0,Skoda,Yeti,1.4 TSI,Green,2016,SUV,Stoff,5,93647,125,Benzin,manual,1,1,134,5,1,0,0,9.547884552312233,2.8591341423417513,0.4412922269596589,46
NW64396,7290.0,December,113.2,1.905,7.5,2.08,HU,0,Hyundai,i10,1.2,Gray,2013,Limousine,Stoff,4,82235,87,Benzin,manual,3,4,114,5,2,0,1,17.023509452254,4.901841977702375,0.7445467765390208,1
JE84372,11390.0,September,112.7,2.168,6.2,1.8,DE,0,Peugeot,2008,1.2 VTi,White,2016,SUV,Stoff,4,75509,82,Benzin,manual,14,15,114,5,1,0,0,8.734654422426292,3.4179152569679396,0.5590462381182536,45
HJ50231,10290.0,January,114.3,1.853,7.4,2.19,DE,0,Volkswagen,Polo,1.4 TDI,Black,2014,Limousine,Stoff,3,114129,90,Diesel,manual,3,5,88,5,2,0,1,23.331088362068964,6.615571120689655,0.9832974137931034,4
XA67146,16190.0,March,116.1,1.743,7.6,2.38,DE,0,Volkswagen,Golf VII,1.0 TSI,Black,2018,Limousine,Stoff,4,52745,110,Benzin,manual,0,0,109,5,1,0,0,23.247566515249837,6.190136275146009,1.164828033744322,24
XR89097,22490.0,March,116.1,1.743,7.6,2.38,DE,0,BMW,2er,220d Gran Tourer,White,2017,Van,Alcantara,4,87209,190,Diesel,automatic,12,27,122,5,2,1,0,23.247566515249837,6.190136275146009,1.164828033744322,54
PV59630,13490.0,November,113.7,2.118,6.7,2.07,DE,0,BMW,1er,116i,Black,2015,Limousine,Stoff,5,75520,110,Benzin,manual,16,15,123,5,1,0,0,15.36795655125594,4.933242815116542,0.7361393980538583,2
FV25702,11640.0,September,112.7,2.168,6.2,1.8,DE,0,Volkswagen,up!,1.0 TSI,Black,2018,Limousine,Stoff,4,45331,90,Benzin,manual,1,5,101,4,1,0,1,8.734654422426292,3.4179152569679396,0.5590462381182536,7
ZX01026,28890.0,October,113.5,2.014,6.4,2.19,DE,0,Mitsubishi,Outlander,2.0 MIVEC,Black,2020,SUV,Alcantara,6,9058,150,Benzin,automatic,3,7,184,5,1,0,1,13.104294478527608,4.155946962200673,0.6269542845834158,29
RL13708,16190.0,July,110.3,1.979,5.3,1.08,DE,0,MINI,Clubman,One D,Gray,2018,Kombi,Stoff,3,74659,115,Diesel,manual,3,3,128,5,2,1,0,8.313415685147946,2.8681413386957773,0.4336397586900316,40
MH87658,32740.0,July,110.3,1.979,5.3,1.08,DE,0,Volvo,XC 40,2.0 D3,Black,2019,SUV,Teilleder,5,45527,150,Diesel,automatic,0,0,157,5,2,0,0,8.313415685147946,2.8681413386957773,0.4336397586900316,100
JV19331,15250.0,November,113.7,2.118,6.7,2.07,DE,0,Mercedes-Benz,B-Klasse,B 180,Black,2013,Van,Stoff,5,27332,122,Benzin,automatic,15,13,136,5,3,1,0,15.36795655125594,4.933242815116542,0.7361393980538583,27
JK84386,19890.0,December,113.2,1.905,7.5,2.08,DE,0,Volkswagen,Golf VII,1.5 TSI,Gray,2017,Limousine,Stoff,4,58633,150,Benzin,automatic,0,1,114,5,1,0,0,17.023509452254,4.901841977702375,0.7445467765390208,7
AP13847,9990.0,November,113.7,2.118,6.7,2.07,DE,0,Dacia,Sandero II,0.9 TCe,Gray,2017,Limousine,Stoff,5,67562,90,Benzin,manual,6,3,115,5,1,0,0,15.36795655125594,4.933242815116542,0.7361393980538583,10
NC29773,17300.0,July,110.3,1.979,5.3,1.08,DE,0,Volkswagen,Golf VI,1.4 TSI,White,2014,Cabrio,Stoff,6,58786,122,Benzin,automatic,1,1,147,4,3,1,0,8.313415685147946,2.8681413386957773,0.4336397586900316,27
NP49265,19340.0,January,114.3,1.853,7.4,2.19,DE,0,Honda,HR-V,1.5,Gray,2016,SUV,Teilleder,5,31732,130,Benzin,automatic,0,0,125,5,2,0,0,23.331088362068964,6.615571120689655,0.9832974137931034,29
BC14694,16200.0,November,113.7,2.118,6.7,2.07,DE,0,Citroen,C4 Picasso,2.0 Blue-HDi,Blue,2017,Van,Teilleder,4,90422,150,Diesel,automatic,15,19,112,5,1,0,0,15.36795655125594,4.933242815116542,0.7361393980538583,33
ZU10090,18920.0,January,114.3,1.853,7.4,2.19,DE,0,Jaguar,XE,20d,Gray,2016,Limousine,Leder,4,90326,180,Diesel,automatic,4,3,109,5,2,1,0,23.331088362068964,6.615571120689655,0.9832974137931034,7
WM80787,19600.0,July,110.3,1.979,5.3,1.08,DE,0,Audi,A3,1.4 TFSI,Blue,2014,Cabrio,Teilleder,5,28750,140,Benzin,manual,0,2,114,4,2,0,1,8.313415685147946,2.8681413386957773,0.4336397586900316,13
MD64969,15900.0,December,113.2,1.905,7.5,2.08,DE,0,Renault,Megane,2.0 TCe,Black,2016,Coupe,Teilleder,7,29245,220,Benzin,manual,3,3,167,5,3,0,1,17.023509452254,4.901841977702375,0.7445467765390208,20
YY20066,11990.0,December,113.2,1.905,7.5,2.08,DE,0,MINI,MINI,Cooper S,Black,2013,Limousine,Leder,5,95250,185,Benzin,manual,1,1,136,4,1,0,0,17.023509452254,4.901841977702375,0.7445467765390208,9
JN77663,26490.0,June,109.8,1.976,4.6,1.45,DE,0,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 220 d,Black,2017,Kombi,Teilleder,4,71251,177,Diesel,automatic,0,0,108,5,2,1,0,9.02660310625865,2.8197754882361985,0.4354913117022913,13
ZU40687,16430.0,June,109.8,1.976,4.6,1.45,DE,0,Dacia,Duster II,1.2 TCe,Orange,2018,SUV,Stoff,6,41966,125,Benzin,manual,9,9,138,5,1,0,0,9.02660310625865,2.8197754882361985,0.4354913117022913,27
YH89231,14990.0,August,110.7,1.928,5.7,1.03,DE,0,Peugeot,Partner,1.6 Blue-HDi,Black,2016,Kombi,Stoff,4,69528,120,Diesel,manual,7,6,113,5,2,0,1,7.601013758146271,3.2173787110789283,0.499637943519189,88
ZV95909,13500.0,March,116.1,1.743,7.6,2.38,DE,0,Fiat,Panda,1.0 Mild-Hybrid,White,2021,Limousine,Stoff,4,4635,70,Benzin,manual,1,7,121,5,1,0,0,23.247566515249837,6.190136275146009,1.164828033744322,46
CR63659,12290.0,August,110.7,1.928,5.7,1.03,DE,0,Volkswagen,up!,1.0,Black,2015,Limousine,Stoff,4,15266,75,Benzin,automatic,0,0,105,4,1,0,1,7.601013758146271,3.2173787110789283,0.499637943519189,1
RZ77985,17670.0,January,114.3,1.853,7.4,2.19,DE,0,Ford,Fiesta,1.0 EcoBoost Mild-Hybrid,Blue,2020,Limousine,Stoff,4,34650,125,Benzin,manual,2,2,122,5,1,0,0,23.331088362068964,6.615571120689655,0.9832974137931034,39
JH59833,13190.0,August,110.7,1.928,5.7,1.03,DE,0,BMW,1er,116i,Red,2014,Limousine,Stoff,5,86694,135,Benzin,manual,0,1,125,5,1,0,1,7.601013758146271,3.2173787110789283,0.499637943519189,14
ZU62564,21790.0,September,112.7,2.168,6.2,1.8,DE,0,Audi,A4,1.8 TFSI,Silver,2015,Kombi,Stoff,6,72748,170,Benzin,automatic,14,19,144,5,2,1,1,8.734654422426292,3.4179152569679396,0.5590462381182536,73
AC38325,15380.0,June,109.8,1.976,4.6,1.45,DE,0,Fiat,500,1.2,Blue,2017,Limousine,Leder,4,8878,70,Benzin,manual,1,4,115,4,1,0,1,9.02660310625865,2.8197754882361985,0.4354913117022913,80
WX64031,16880.0,December,113.2,1.905,7.5,2.08,DE,0,Volkswagen,Tiguan,2.0 TDI,Black,2014,SUV,Stoff,6,97120,140,Diesel,automatic,5,6,153,5,2,0,0,17.023509452254,4.901841977702375,0.7445467765390208,42
JE98109,7690.0,March,116.1,1.743,7.6,2.38,DE,0,Ford,Fiesta,1.25,Blue,2016,Limousine,Stoff,5,71090,60,Benzin,manual,6,7,122,5,1,0,0,23.247566515249837,6.190136275146009,1.164828033744322,13
AA68230,12000.0,February,115.2,1.813,7.0,2.37,DE,0,Peugeot,2008,1.2 VTi,White,2016,SUV,Stoff,4,53994,82,Benzin,manual,1,3,114,5,2,0,0,23.243038844963905,6.263320728772774,0.9532485390168443,28
BS43150,10590.0,November,113.7,2.118,6.7,2.07,DE,0,Suzuki,Swift,1.2 DualJet,White,2017,Limousine,Stoff,4,118197,90,Benzin,manual,9,11,98,5,1,0,0,15.36795655125594,4.933242815116542,0.7361393980538583,81
DD31925,18380.0,December,113.2,1.905,7.5,2.08,DE,0,Audi,Q3,1.4 TFSI,Black,2014,SUV,Stoff,5,81075,150,Benzin,automatic,0,0,145,5,3,1,0,17.023509452254,4.901841977702375,0.7445467765390208,16
CA24520,28000.0,August,110.7,1.928,5.7,1.03,DE,0,Mercedes-Benz,A-Klasse,A 250,Black,2017,Limousine,Leder,6,54667,218,Benzin,automatic,20,42,156,5,2,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,34
BB86631,12690.0,April,116.6,1.686,6.9,2.36,DE,0,Opel,Corsa,1.4,Gray,2017,Limousine,Stoff,4,70128,90,Benzin,automatic,0,0,112,5,3,0,1,20.16995932597327,4.833236490412551,0.9976757699012202,68
CF71275,7990.0,May,116.5,1.632,6.8,2.34,DE,0,Hyundai,i10,1.0,White,2017,Limousine,Stoff,4,81173,67,Benzin,manual,1,1,108,5,2,0,1,19.620833333333334,4.697222222222222,0.9302777777777778,35
PX30910,8590.0,July,110.3,1.979,5.3,1.08,DE,0,Opel,Corsa,1.2,White,2015,Limousine,Stoff,5,83801,70,Benzin,manual,4,5,126,5,2,1,0,8.313415685147946,2.8681413386957773,0.4336397586900316,50
NZ81842,23480.0,February,115.2,1.813,7.0,2.37,DE,1,Land Rover,Evoque,2.2 Sd4,Gray,2015,SUV,Leder,5,102314,190,Diesel,automatic,1,2,159,5,2,1,0,23.243038844963905,6.263320728772774,0.9532485390168443,1
RJ20661,27410.0,May,109.8,2.056,4.8,0.95,DE,0,Mercedes-Benz,C-Klasse,C 180 CGI,Red,2016,Limousine,Leder,5,88299,155,Benzin,automatic,0,0,135,5,2,0,0,9.547884552312233,2.8591341423417513,0.4412922269596589,81
SM32364,37990.0,February,115.2,1.813,7.0,2.37,DE,0,Cupra,Formentor,1.4 e-HYBRID,Black,2021,SUV,Teilleder,2,22680,204,Hybrid,automatic,2,2,27,5,1,0,0,23.243038844963905,6.263320728772774,0.9532485390168443,65
YZ97070,24020.0,August,110.7,1.928,5.7,1.03,CZ,0,Volkswagen,T-Cross,1.0 TSI,White,2021,SUV,Teilleder,4,20778,110,Benzin,automatic,0,0,149,5,1,0,1,7.601013758146271,3.2173787110789283,0.499637943519189,4
CE51811,17990.0,March,116.1,1.743,7.6,2.38,DE,0,Fiat,Tipo,1.0,Gray,2021,Limousine,Stoff,5,26105,101,Benzin,manual,0,1,130,5,1,0,0,23.247566515249837,6.190136275146009,1.164828033744322,39
TD33724,27590.0,September,112.7,2.168,6.2,1.8,DE,0,MINI,Countryman,Cooper S,Gray,2017,SUV,Stoff,5,52284,192,Benzin,automatic,1,1,150,5,2,1,0,8.734654422426292,3.4179152569679396,0.5590462381182536,48
FZ01422,13950.0,February,115.2,1.813,7.0,2.37,DE,0,Volkswagen,Golf VII Sportsvan,1.2 TSI,Red,2015,Van,Stoff,5,39583,110,Benzin,manual,2,1,117,5,1,0,0,23.243038844963905,6.263320728772774,0.9532485390168443,16
MP81465,14440.0,December,113.2,1.905,7.5,2.08,DE,0,Hyundai,i30,1.4 MPI,Blue,2018,Limousine,Stoff,5,38655,99,Benzin,manual,3,2,150,5,2,1,0,17.023509452254,4.901841977702375,0.7445467765390208,18
RR39531,17370.0,April,108.8,2.047,4.8,0.74,DE,0,Renault,Megane,1.6 TCe Energy,Black,2016,Limousine,Alcantara,6,79475,205,Benzin,automatic,12,16,134,5,2,1,1,10.272014925373135,3.296641791044776,0.4414179104477612,27
GF79000,25660.0,June,109.8,1.976,4.6,1.45,DE,0,Skoda,Octavia,2.0 TDI,Gray,2018,Kombi,Stoff,5,88322,185,Diesel,automatic,0,3,136,5,2,0,1,9.02660310625865,2.8197754882361985,0.4354913117022913,26
WS63249,9500.0,November,113.7,2.118,6.7,2.07,DE,0,Renault,Twingo,1.0 SCe,Black,2018,Limousine,Stoff,5,29007,70,Benzin,manual,2,3,134,4,2,1,0,15.36795655125594,4.933242815116542,0.7361393980538583,26
TT68738,21890.0,November,113.7,2.118,6.7,2.07,DE,0,Opel,Insignia,2.0 CDTI,Black,2018,Kombi,Leder,5,85117,170,Diesel,automatic,3,6,150,5,2,0,0,15.36795655125594,4.933242815116542,0.7361393980538583,14
BE06831,11490.0,November,113.7,2.118,6.7,2.07,DE,0,MINI,MINI,One,Blue,2014,Limousine,Stoff,4,48000,102,Benzin,manual,23,17,108,4,3,1,0,15.36795655125594,4.933242815116542,0.7361393980538583,15
FP61756,13390.0,November,113.7,2.118,6.7,2.07,DE,0,Mercedes-Benz,B-Klasse,B 200 CDI,Gray,2014,Van,Leder,4,108590,135,Diesel,manual,12,11,118,5,2,1,0,15.36795655125594,4.933242815116542,0.7361393980538583,29
UF86413,28490.0,October,113.5,2.014,6.4,2.19,DE,0,Volkswagen,Passat,1.4 GTE,Gray,2017,Kombi,Leder,2,53004,218,Hybrid,automatic,1,3,38,5,2,1,1,13.104294478527608,4.155946962200673,0.6269542845834158,88
SV20020,17040.0,January,114.3,1.853,7.4,2.19,DE,0,Mercedes-Benz,C-Klasse,C 200 CGI,Silver,2013,Limousine,Teilleder,6,67326,185,Benzin,automatic,1,2,156,5,2,0,1,23.331088362068964,6.615571120689655,0.9832974137931034,36
WJ27585,10500.0,June,109.8,1.976,4.6,1.45,DE,0,Volkswagen,up!,1.0,White,2015,Limousine,Stoff,4,38667,75,Benzin,manual,0,2,106,4,2,0,0,9.02660310625865,2.8197754882361985,0.4354913117022913,52
XV37824,24990.0,November,113.7,2.118,6.7,2.07,DE,0,Skoda,Octavia,1.5 TSI ACT,Blue,2020,Limousine,Alcantara,4,29827,150,Benzin,manual,2,3,132,5,2,1,0,15.36795655125594,4.933242815116542,0.7361393980538583,43
PU75878,26950.0,August,110.7,1.928,5.7,1.03,DE,0,Citroen,Berlingo,1.2 e-THP,Gray,2019,Van,Stoff,5,34884,110,Benzin,manual,1,4,162,5,2,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,94
AE03308,11690.0,November,113.7,2.118,6.7,2.07,DE,0,Volkswagen,Polo,1.2 TSI,Brown,2016,Limousine,Stoff,3,62170,90,Benzin,manual,0,1,107,5,3,0,0,15.36795655125594,4.933242815116542,0.7361393980538583,33
HJ48145,8310.0,August,110.7,1.928,5.7,1.03,HU,0,Hyundai,i20,1.2,White,2014,Limousine,Stoff,5,53276,85,Benzin,manual,6,6,114,5,1,0,0,7.601013758146271,3.2173787110789283,0.499637943519189,15
LS74850,15960.0,April,116.6,1.686,6.9,2.36,DE,0,Nissan,Juke,1.6,Red,2017,SUV,Teilleder,6,31135,117,Benzin,automatic,0,1,139,5,1,0,0,20.16995932597327,4.833236490412551,0.9976757699012202,17
GH35291,20190.0,October,113.5,2.014,6.4,2.19,DE,0,Volkswagen,Tiguan,2.0 TDI,White,2015,SUV,Stoff,5,31240,150,Diesel,automatic,1,1,150,5,1,0,0,13.104294478527608,4.155946962200673,0.6269542845834158,1
ZJ14635,10990.0,December,113.2,1.905,7.5,2.08,DE,0,Renault,Scenic,2.0,Beige,2015,Van,Teilleder,7,56602,140,Benzin,automatic,6,10,186,5,2,0,0,17.023509452254,4.901841977702375,0.7445467765390208,1
BT54479,14270.0,November,113.7,2.118,6.7,2.07,DE,0,Mazda,6,2.2 Turbodiesel,Gray,2014,Kombi,Stoff,5,74303,150,Diesel,manual,4,4,132,5,2,1,0,15.36795655125594,4.933242815116542,0.7361393980538583,1
YE18467,13820.0,June,109.8,1.976,4.6,1.45,DE,0,Smart,forfour,0.9 Turbo,Black,2017,Limousine,Stoff,5,20931,90,Benzin,automatic,4,3,98,5,2,0,0,9.02660310625865,2.8197754882361985,0.4354913117022913,30
NH73056,17490.0,July,110.3,1.979,5.3,1.08,DE,0,Seat,Leon,1.4 TSI,Gray,2016,Kombi,Teilleder,4,96851,150,Benzin,automatic,10,8,120,5,2,0,0,8.313415685147946,2.8681413386957773,0.4336397586900316,93
CB78969,15560.0,June,109.8,1.976,4.6,1.45,DE,0,Skoda,Octavia,2.0 TDI,Black,2014,Kombi,Stoff,4,96179,150,Diesel,automatic,1,3,117,5,2,1,1,9.02660310625865,2.8197754882361985,0.4354913117022913,18
EA15276,10090.0,September,112.7,2.168,6.2,1.8,DE,0,Ford,Fiesta,1.0 EcoBoost,Blue,2015,Limousine,Stoff,4,73710,100,Benzin,manual,15,17,99,5,2,1,0,8.734654422426292,3.4179152569679396,0.5590462381182536,59
FG24265,35260.0,July,110.3,1.979,5.3,1.08,DE,0,Hyundai,Tucson,1.6 T-GDI Mild-Hybrid,Black,2021,SUV,Alcantara,5,3000,179,Benzin,manual,0,0,151,5,2,0,0,8.313415685147946,2.8681413386957773,0.4336397586900316,88
PX25140,14090.0,April,116.6,1.686,6.9,2.36,DE,0,Ford,C-Max,1.5 EcoBoost,Gray,2015,Van,Stoff,6,96093,150,Benzin,manual,1,5,139,5,2,0,0,20.16995932597327,4.833236490412551,0.9976757699012202,13
GP26803,11990.0,October,113.5,2.014,6.4,2.19,DE,0,Opel,Corsa,1.4 Turbo,Orange,2017,Limousine,Stoff,5,70795,100,Benzin,manual,4,9,122,5,2,0,0,13.104294478527608,4.155946962200673,0.6269542845834158,3
