id,first_price,eligible_month,ext_cpi,ext_dieselprc,ext_newcarprice,ext_intrtrates,countryoforigin,tax_deductible,make,model,subtype,color,builtyear,body_type,upholstery,fuelconsumption,mileage,horsepower,fueltype,geartype,damages,imperfections,co2value,seats,nbrowners,comercialuse_bool,accident_bool,bookmarks,opport,signings,time_online_to_reserve_
UK37329,30510.0,November,113.7,2.118,6.7,2.07,DE,0,Mazda,CX-5,2.0 SKYACTIV-G,Gray,2021,SUV,Stoff,6,3648,165,Benzin,automatic,0,0,174,5,1,0,1,15.36795655125594,4.933242815116542,0.7361393980538583,18
MA58823,34460.0,June,109.8,1.976,4.6,1.45,DE,0,Mercedes-Benz,E-Klasse,E 220 d,Gray,2016,Kombi,Leder,4,42097,195,Diesel,automatic,0,1,120,5,2,1,0,9.02660310625865,2.8197754882361985,0.4354913117022913,60
YA78319,21990.0,November,113.7,2.118,6.7,2.07,DE,0,Mercedes-Benz,C-Klasse,C 200,Black,2016,Limousine,Teilleder,5,53219,185,Benzin,manual,0,0,123,5,2,0,0,15.36795655125594,4.933242815116542,0.7361393980538583,11
XN98181,18490.0,May,116.5,1.632,6.8,2.34,DE,0,Mercedes-Benz,A-Klasse,A 180,Black,2016,Limousine,Teilleder,5,81210,122,Benzin,automatic,1,6,119,5,2,0,0,19.620833333333334,4.697222222222222,0.9302777777777778,15
BN54053,18790.0,April,116.6,1.686,6.9,2.36,DE,1,BMW,1er,116i,Black,2018,Limousine,Stoff,5,38486,110,Benzin,manual,0,0,166,5,2,1,1,20.16995932597327,4.833236490412551,0.9976757699012202,40
YL77460,25360.0,September,112.7,2.168,6.2,1.8,DE,0,Land Rover,Discovery Sport,2.0 Td4,Black,2016,SUV,Teilleder,5,45609,150,Diesel,automatic,12,15,139,5,1,0,1,8.734654422426292,3.4179152569679396,0.5590462381182536,93
MC68372,14990.0,November,113.7,2.118,6.7,2.07,DE,0,Honda,Civic,1.8 VTEC,Blue,2017,Kombi,Stoff,6,30703,140,Benzin,manual,3,6,146,5,2,1,1,15.36795655125594,4.933242815116542,0.7361393980538583,38
FL10415,10430.0,September,112.7,2.168,6.2,1.8,CZ,0,Skoda,Citigo,1.0 MPI,Gray,2014,Limousine,Stoff,4,27273,75,Benzin,automatic,5,7,105,4,2,1,0,8.734654422426292,3.4179152569679396,0.5590462381182536,4
KF63341,19790.0,September,112.7,2.168,6.2,1.8,DE,0,Ford,Kuga,1.5 EcoBoost,Blue,2017,SUV,Stoff,7,38941,182,Benzin,automatic,4,4,173,5,1,0,1,8.734654422426292,3.4179152569679396,0.5590462381182536,6
NC48861,10390.0,September,112.7,2.168,6.2,1.8,DE,0,Kia,Rio,1.2,White,2016,Limousine,Stoff,5,16971,85,Benzin,manual,2,4,115,5,2,1,0,8.734654422426292,3.4179152569679396,0.5590462381182536,46
BA47749,18950.0,April,116.6,1.686,6.9,2.36,DE,0,Volkswagen,Golf VII,1.5 TSI,Silver,2018,Limousine,Stoff,4,38317,130,Benzin,manual,0,0,116,5,2,0,0,20.16995932597327,4.833236490412551,0.9976757699012202,35
KE37631,31490.0,August,110.7,1.928,5.7,1.03,DE,0,Seat,Leon,2.0 TSI,Gray,2020,Kombi,Alcantara,7,27253,300,Benzin,automatic,0,3,190,5,1,0,0,7.601013758146271,3.2173787110789283,0.499637943519189,72
BD46888,19990.0,November,113.7,2.118,6.7,2.07,PL,0,Ford,Focus,1.0 EcoBoost,Gray,2019,Kombi,Stoff,5,29111,125,Benzin,manual,3,3,130,5,3,0,0,15.36795655125594,4.933242815116542,0.7361393980538583,60
BM16636,8990.0,March,116.1,1.743,7.6,2.38,DE,0,Renault,Twingo,1.0 SCe,Red,2016,Limousine,Stoff,5,12708,70,Benzin,manual,3,8,112,4,1,0,0,23.247566515249837,6.190136275146009,1.164828033744322,42
US32730,24980.0,November,113.7,2.118,6.7,2.07,DE,0,Mercedes-Benz,C-Klasse,C 220 d,Gray,2018,Limousine,Teilleder,4,60945,170,Diesel,manual,0,0,103,5,2,0,0,15.36795655125594,4.933242815116542,0.7361393980538583,39
SK05651,26890.0,March,116.1,1.743,7.6,2.38,DE,0,Volkswagen,Tiguan,2.0 TSI,Black,2016,SUV,Leder,7,74329,180,Benzin,automatic,0,2,170,5,2,0,0,23.247566515249837,6.190136275146009,1.164828033744322,53
ZU84075,23090.0,September,112.7,2.168,6.2,1.8,DE,0,Volkswagen,T-Roc,1.5 TSI,Gray,2019,SUV,Stoff,5,74054,150,Benzin,automatic,11,14,160,5,2,0,1,8.734654422426292,3.4179152569679396,0.5590462381182536,102
DH13396,22510.0,July,110.3,1.979,5.3,1.08,DE,1,BMW,X1,xDrive 18d,Black,2016,SUV,Stoff,4,98404,150,Diesel,automatic,10,6,124,5,2,1,0,8.313415685147946,2.8681413386957773,0.4336397586900316,77
TJ21689,18250.0,April,116.6,1.686,6.9,2.36,RU,0,Hyundai,Tucson,1.7 CRDi,Gray,2016,SUV,Stoff,4,47515,140,Diesel,automatic,0,0,129,5,1,0,0,20.16995932597327,4.833236490412551,0.9976757699012202,5
NS30068,11490.0,September,112.7,2.168,6.2,1.8,CZ,0,Skoda,Fabia,1.0 TSI,Gray,2017,Limousine,Stoff,4,25107,95,Benzin,manual,0,0,101,5,1,0,0,8.734654422426292,3.4179152569679396,0.5590462381182536,16
CD47726,14990.0,August,110.7,1.928,5.7,1.03,DE,0,Peugeot,2008,1.2 e-THP,Blue,2016,SUV,Stoff,4,63479,110,Benzin,automatic,6,6,110,5,1,0,0,7.601013758146271,3.2173787110789283,0.499637943519189,8
PE46976,20990.0,September,112.7,2.168,6.2,1.8,DE,0,Mercedes-Benz,C-Klasse,C 180,Black,2014,Kombi,Teilleder,5,84927,155,Benzin,manual,3,5,126,5,4,0,0,8.734654422426292,3.4179152569679396,0.5590462381182536,76
YG50217,14290.0,September,112.7,2.168,6.2,1.8,PL,0,Volkswagen,Polo,1.0 TSI,Blue,2018,Limousine,Stoff,4,29639,95,Benzin,manual,8,10,121,5,1,0,0,8.734654422426292,3.4179152569679396,0.5590462381182536,51
GM96987,22990.0,March,116.1,1.743,7.6,2.38,DE,0,BMW,1er,118i,Gray,2020,Limousine,Stoff,5,4371,140,Benzin,manual,1,2,135,5,1,0,1,23.247566515249837,6.190136275146009,1.164828033744322,47
EU08555,35990.0,September,112.7,2.168,6.2,1.8,DE,0,Audi,S3,2.0 TFSI,Gray,2017,Limousine,Alcantara,6,57698,310,Benzin,automatic,3,7,152,5,2,0,1,8.734654422426292,3.4179152569679396,0.5590462381182536,57
EV45516,14920.0,April,116.6,1.686,6.9,2.36,DE,0,Subaru,XV,2.0 Diesel,Black,2016,SUV,Stoff,5,97696,147,Diesel,manual,3,10,141,5,3,0,0,20.16995932597327,4.833236490412551,0.9976757699012202,42
RE37381,11490.0,February,115.2,1.813,7.0,2.37,DE,0,Audi,A1,1.2 TFSI,White,2012,Limousine,Teilleder,5,103024,85,Benzin,manual,33,36,118,5,3,1,1,23.243038844963905,6.263320728772774,0.9532485390168443,12
EZ81446,17290.0,November,113.7,2.118,6.7,2.07,DE,0,MINI,MINI,Cooper S,Black,2016,Limousine,Teilleder,5,100592,192,Benzin,automatic,10,13,126,4,2,0,0,15.36795655125594,4.933242815116542,0.7361393980538583,42
SM81489,16000.0,September,112.7,2.168,6.2,1.8,BE,0,Opel,Mokka X,1.6 CDTI DPF,Black,2017,SUV,Stoff,4,68990,135,Diesel,automatic,3,4,132,5,4,0,1,8.734654422426292,3.4179152569679396,0.5590462381182536,35
CX24764,17330.0,November,113.7,2.118,6.7,2.07,DE,0,Opel,Astra GTC,2.0 Turbo,Blue,2013,Coupe,Leder,7,66747,280,Benzin,manual,2,4,189,5,4,1,0,15.36795655125594,4.933242815116542,0.7361393980538583,42
MS08425,14490.0,August,110.7,1.928,5.7,1.03,PL,0,Skoda,Fabia,1.0 MPI,Gray,2019,Kombi,Stoff,4,11429,75,Benzin,manual,8,9,129,5,2,0,0,7.601013758146271,3.2173787110789283,0.499637943519189,56
YE01938,25000.0,December,113.2,1.905,7.5,2.08,DE,0,BMW,5er,520d,Beige,2015,Kombi,Leder,5,34185,190,Diesel,automatic,1,5,132,5,1,0,0,17.023509452254,4.901841977702375,0.7445467765390208,5
WA34417,23480.0,December,113.2,1.905,7.5,2.08,DE,0,Volkswagen,Golf VII Sportsvan,1.5 TSI,Gray,2019,Van,Stoff,5,26954,150,Benzin,automatic,5,7,153,5,1,0,0,17.023509452254,4.901841977702375,0.7445467765390208,6
XZ32487,9000.0,December,113.2,1.905,7.5,2.08,DE,0,Mitsubishi,Space Star,1.2,Red,2016,Limousine,Stoff,4,42658,80,Benzin,manual,15,13,100,5,1,0,0,17.023509452254,4.901841977702375,0.7445467765390208,43
FW37897,15740.0,December,113.2,1.905,7.5,2.08,DE,0,Smart,forfour,0.9 Turbo,Brown,2019,Limousine,Leder,5,16370,90,Benzin,automatic,2,6,137,4,2,0,0,17.023509452254,4.901841977702375,0.7445467765390208,5
SA14328,15890.0,December,113.2,1.905,7.5,2.08,DE,0,Ford,C-Max,1.0 EcoBoost,Red,2019,Van,Stoff,5,16249,100,Benzin,manual,0,0,150,5,1,0,0,17.023509452254,4.901841977702375,0.7445467765390208,19
HM76864,20590.0,July,110.3,1.979,5.3,1.08,DE,0,Mazda,6,2.5,Brown,2015,Kombi,Stoff,6,81827,192,Benzin,automatic,0,0,150,5,2,0,0,8.313415685147946,2.8681413386957773,0.4336397586900316,30
FY32025,18190.0,April,116.6,1.686,6.9,2.36,FR,0,Fiat,500X,1.4 Turbo,Black,2018,SUV,Teilleder,4,15646,140,Benzin,automatic,0,0,133,5,2,1,0,20.16995932597327,4.833236490412551,0.9976757699012202,43
KU26984,35990.0,September,112.7,2.168,6.2,1.8,HU,0,Ford,Transit,2.0 TDCi,Black,2018,Kombi,Leder,7,82733,170,Diesel,automatic,10,10,183,8,2,1,0,8.734654422426292,3.4179152569679396,0.5590462381182536,5
CZ76614,9700.0,December,113.2,1.905,7.5,2.08,DE,0,Ford,Fiesta,1.0,Red,2016,Limousine,Stoff,4,37280,65,Benzin,manual,1,1,99,5,2,0,0,17.023509452254,4.901841977702375,0.7445467765390208,4
ET61008,22390.0,August,110.7,1.928,5.7,1.03,DE,0,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 180,Black,2016,Kombi,Stoff,5,71969,122,Benzin,automatic,12,17,130,5,2,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,27
SM96615,23990.0,September,112.7,2.168,6.2,1.8,DE,0,Ford,Kuga,2.0 TDCi,Gray,2018,SUV,Teilleder,6,84965,180,Diesel,automatic,1,3,192,5,3,0,0,8.734654422426292,3.4179152569679396,0.5590462381182536,46
SW21409,20000.0,July,110.3,1.979,5.3,1.08,DE,0,BMW,2er,218d Gran Tourer,Blue,2016,Van,Stoff,4,108490,150,Diesel,automatic,10,8,124,5,3,1,1,8.313415685147946,2.8681413386957773,0.4336397586900316,83
CV32435,28870.0,November,113.7,2.118,6.7,2.07,DE,0,Seat,Ateca,2.0 TDI,Black,2018,SUV,Leder,5,46134,190,Diesel,automatic,3,3,142,5,2,0,0,15.36795655125594,4.933242815116542,0.7361393980538583,25
WA66164,27990.0,September,112.7,2.168,6.2,1.8,DE,0,Audi,A3,35 TFSI,Black,2019,Limousine,Alcantara,5,33158,150,Benzin,automatic,4,6,153,5,2,1,0,8.734654422426292,3.4179152569679396,0.5590462381182536,49
RF79457,15890.0,August,110.7,1.928,5.7,1.03,DE,0,Renault,Clio,1.2 TCe Energy,Brown,2017,Limousine,Leder,5,22290,118,Benzin,automatic,2,4,120,5,1,0,1,7.601013758146271,3.2173787110789283,0.499637943519189,4
WL00613,17790.0,November,113.7,2.118,6.7,2.07,DE,0,Audi,A4,1.8 TFSI,Black,2014,Kombi,Leder,6,113600,170,Benzin,automatic,11,16,139,5,2,1,0,15.36795655125594,4.933242815116542,0.7361393980538583,37
JD37550,12290.0,July,110.3,1.979,5.3,1.08,DE,0,Seat,Leon,2.0 TDI,Black,2013,Limousine,Stoff,4,98740,150,Diesel,manual,0,1,106,5,3,1,1,8.313415685147946,2.8681413386957773,0.4336397586900316,57
WS90410,31990.0,September,112.7,2.168,6.2,1.8,DE,0,Volkswagen,Tiguan,2.0 TDI,White,2017,SUV,Leder,6,70387,240,Diesel,automatic,3,7,167,5,1,1,0,8.734654422426292,3.4179152569679396,0.5590462381182536,12
SD38977,33990.0,April,116.6,1.686,6.9,2.36,DE,0,Toyota,RAV 4,2.5 Hybrid,Gray,2019,SUV,Stoff,4,43712,218,Hybrid,automatic,1,1,128,5,2,1,0,20.16995932597327,4.833236490412551,0.9976757699012202,50
NS74706,24590.0,November,113.7,2.118,6.7,2.07,DE,0,Audi,Q2,1.4 TFSI ACT,Black,2018,SUV,Stoff,5,39519,150,Benzin,automatic,18,21,119,5,1,0,1,15.36795655125594,4.933242815116542,0.7361393980538583,42
PJ91158,15990.0,September,112.7,2.168,6.2,1.8,DE,0,Volkswagen,Golf VII,2.0 TDI,Gray,2015,Kombi,Stoff,4,100795,150,Diesel,automatic,5,4,120,5,4,1,1,8.734654422426292,3.4179152569679396,0.5590462381182536,45
TL70447,43180.0,March,108.1,1.794,4.3,0.28,DE,0,Audi,TT,45 TFSI,Black,2019,Coupe,Leder,7,18976,245,Benzin,automatic,0,0,182,4,2,1,0,11.571907756813417,3.8846960167714886,0.4639412997903564,131
EZ04653,11260.0,April,108.8,2.047,4.8,0.74,DE,0,Peugeot,208,1.2 PureTech,Gray,2017,Limousine,Stoff,4,13888,68,Benzin,manual,8,5,108,5,2,0,0,10.272014925373135,3.296641791044776,0.4414179104477612,146
HC18052,23490.0,June,109.8,1.976,4.6,1.45,DE,0,Volkswagen,Golf VII,2.0 TDI,Black,2018,Limousine,Stoff,4,52374,150,Diesel,automatic,5,5,139,5,3,1,0,9.02660310625865,2.8197754882361985,0.4354913117022913,76
PZ30146,10470.0,July,110.3,1.979,5.3,1.08,DE,0,Ford,Fiesta,1.1,Blue,2017,Limousine,Stoff,4,54718,70,Benzin,manual,1,4,107,5,1,0,1,8.313415685147946,2.8681413386957773,0.4336397586900316,23
TM99498,10890.0,December,113.2,1.905,7.5,2.08,DE,0,Peugeot,2008,1.2 e-THP,White,2015,SUV,Teilleder,4,101028,110,Benzin,manual,1,1,103,5,1,0,1,17.023509452254,4.901841977702375,0.7445467765390208,34
YW90067,26500.0,September,112.7,2.168,6.2,1.8,DE,0,Mercedes-Benz,C-Klasse,C 220 d,White,2018,Kombi,Teilleder,4,106091,194,Diesel,automatic,1,2,153,5,2,1,0,8.734654422426292,3.4179152569679396,0.5590462381182536,38
GG32141,25990.0,April,116.6,1.686,6.9,2.36,DE,0,Ford,Grand Tourneo Connect,1.5 EcoBlue TDCi,Black,2018,Kombi,Stoff,5,49650,120,Diesel,automatic,1,1,179,7,2,1,0,20.16995932597327,4.833236490412551,0.9976757699012202,17
XW03394,12790.0,December,113.2,1.905,7.5,2.08,DE,0,Hyundai,ix35,2.0 CRDi,Brown,2014,SUV,Teilleder,5,96117,135,Diesel,manual,6,7,145,5,4,0,0,17.023509452254,4.901841977702375,0.7445467765390208,41
TE94452,24060.0,April,116.6,1.686,6.9,2.36,ES,0,Audi,A4,35 TFSI,Black,2018,Limousine,Stoff,5,59551,150,Benzin,automatic,2,6,155,5,2,1,0,20.16995932597327,4.833236490412551,0.9976757699012202,80
NX62965,9200.0,September,112.7,2.168,6.2,1.8,DE,0,Peugeot,208,1.2 e-VTi,Black,2017,Limousine,Stoff,4,81255,82,Benzin,manual,6,8,104,5,2,0,0,8.734654422426292,3.4179152569679396,0.5590462381182536,12
LK59724,10650.0,September,112.7,2.168,6.2,1.8,DE,0,Ford,Fiesta,1.0 EcoBoost,Black,2016,Limousine,Stoff,4,83810,125,Benzin,manual,8,11,99,5,1,0,1,8.734654422426292,3.4179152569679396,0.5590462381182536,14
PW33091,12990.0,September,112.7,2.168,6.2,1.8,RO,0,Hyundai,i10,1.0,Gray,2018,Limousine,Stoff,5,7919,67,Benzin,automatic,9,7,144,5,2,0,0,8.734654422426292,3.4179152569679396,0.5590462381182536,40
FM07346,30990.0,September,112.7,2.168,6.2,1.8,DE,0,Audi,TT,2.0 TFSI,Black,2015,Cabrio,Teilleder,6,41658,230,Benzin,automatic,1,5,154,2,2,1,0,8.734654422426292,3.4179152569679396,0.5590462381182536,9
RZ13528,22500.0,September,112.7,2.168,6.2,1.8,DE,0,Skoda,Octavia,2.0 TSI,Green,2014,Kombi,Leder,6,55774,220,Benzin,automatic,4,4,149,5,1,0,0,8.734654422426292,3.4179152569679396,0.5590462381182536,21
AR75531,25990.0,December,113.2,1.905,7.5,2.08,DE,0,Hyundai,Kona,1.6 Hybrid,Red,2019,SUV,Stoff,4,10450,141,Hybrid,automatic,2,5,115,5,1,0,0,17.023509452254,4.901841977702375,0.7445467765390208,45
PU74787,9590.0,December,113.2,1.905,7.5,2.08,CZ,0,Skoda,Fabia,1.2 TSI,Blue,2014,Kombi,Stoff,5,56040,85,Benzin,manual,2,2,121,5,1,0,0,17.023509452254,4.901841977702375,0.7445467765390208,1
UF71619,15120.0,September,112.7,2.168,6.2,1.8,DE,0,Toyota,Auris Touring Sports,1.6,Blue,2014,Kombi,Stoff,6,64714,132,Benzin,automatic,16,23,139,5,3,0,0,8.734654422426292,3.4179152569679396,0.5590462381182536,25
ZH37945,21810.0,June,109.8,1.976,4.6,1.45,DE,0,Seat,Leon,1.8 TSI,Black,2017,Limousine,Alcantara,5,64607,180,Benzin,automatic,1,1,134,5,3,1,0,9.02660310625865,2.8197754882361985,0.4354913117022913,97
RL53822,20490.0,September,112.7,2.168,6.2,1.8,DE,0,Hyundai,Kona,1.6 TGDI,Gray,2019,SUV,Stoff,6,34320,177,Benzin,automatic,5,6,164,5,1,0,0,8.734654422426292,3.4179152569679396,0.5590462381182536,27
AZ96598,23860.0,November,113.7,2.118,6.7,2.07,DE,0,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 180,Black,2017,Kombi,Alcantara,5,55501,122,Benzin,automatic,3,10,134,5,2,1,0,15.36795655125594,4.933242815116542,0.7361393980538583,83
AU29139,14410.0,September,112.7,2.168,6.2,1.8,DE,0,Peugeot,2008,1.2 e-VTi,Gray,2019,SUV,Stoff,5,23398,82,Benzin,manual,6,9,114,5,2,1,0,8.734654422426292,3.4179152569679396,0.5590462381182536,47
WS77644,12490.0,November,113.7,2.118,6.7,2.07,BE,1,Volkswagen,Golf VII,1.4 TSI,Black,2014,Limousine,Stoff,5,119668,122,Benzin,automatic,5,7,116,5,3,0,0,15.36795655125594,4.933242815116542,0.7361393980538583,3
XY27481,12760.0,July,110.3,1.979,5.3,1.08,DE,0,Renault,Captur,1.2 TCe Energy,Orange,2015,SUV,Stoff,5,91851,120,Benzin,automatic,2,7,125,5,2,1,0,8.313415685147946,2.8681413386957773,0.4336397586900316,19
AG06506,17790.0,July,110.3,1.979,5.3,1.08,DE,0,Suzuki,Vitara,1.4 BoosterJet,Gray,2017,SUV,Teilleder,5,65892,140,Benzin,manual,2,4,121,5,1,0,0,8.313415685147946,2.8681413386957773,0.4336397586900316,63
SB67508,38190.0,September,112.7,2.168,6.2,1.8,DE,0,Ford,Edge,2.0 EcoBlue,Green,2019,SUV,Leder,6,30041,238,Diesel,automatic,4,6,199,5,1,0,0,8.734654422426292,3.4179152569679396,0.5590462381182536,40
LH28367,18290.0,September,112.7,2.168,6.2,1.8,PL,0,Nissan,Qashqai,1.2,Blue,2018,SUV,Stoff,5,10060,115,Benzin,manual,0,0,129,5,3,0,0,8.734654422426292,3.4179152569679396,0.5590462381182536,100
PL26181,14890.0,September,112.7,2.168,6.2,1.8,DE,0,Volkswagen,Polo,1.2 TSI,White,2015,Limousine,Stoff,4,29835,110,Benzin,automatic,8,13,114,5,2,1,0,8.734654422426292,3.4179152569679396,0.5590462381182536,18
VL18286,27090.0,November,113.7,2.118,6.7,2.07,DE,0,Audi,A4,1.4 TFSI,White,2017,Kombi,Leder,5,55190,150,Benzin,automatic,0,0,131,5,2,0,0,15.36795655125594,4.933242815116542,0.7361393980538583,12
KH50318,8330.0,December,113.2,1.905,7.5,2.08,DE,0,Opel,Corsa,1.4,Gray,2016,Limousine,Stoff,5,62152,90,Benzin,manual,3,3,120,5,3,1,0,17.023509452254,4.901841977702375,0.7445467765390208,2
VD19422,28870.0,June,109.8,1.976,4.6,1.45,DE,0,Ford,Mondeo,2.0 EcoBlue,White,2019,Limousine,Teilleder,5,46128,150,Diesel,automatic,2,4,151,5,2,0,1,9.02660310625865,2.8197754882361985,0.4354913117022913,76
DR49647,39490.0,April,116.6,1.686,6.9,2.36,DE,0,Volkswagen,T6 Multivan,2.0 TDI,Gray,2017,Bus,Teilleder,6,105595,205,Diesel,automatic,0,7,173,7,1,0,0,20.16995932597327,4.833236490412551,0.9976757699012202,7
KB50308,9800.0,September,112.7,2.168,6.2,1.8,DE,0,Ford,Fiesta,1.0,Silver,2016,Limousine,Stoff,4,48154,80,Benzin,manual,0,0,105,5,2,0,0,8.734654422426292,3.4179152569679396,0.5590462381182536,16
FL05907,19250.0,December,113.2,1.905,7.5,2.08,DE,1,Seat,Leon,1.5 TSI,Black,2018,Limousine,Leder,5,86088,150,Benzin,automatic,6,6,147,5,1,1,1,17.023509452254,4.901841977702375,0.7445467765390208,24
CH22563,19190.0,December,113.2,1.905,7.5,2.08,DE,0,Ford,Kuga,1.5 EcoBoost,Black,2016,SUV,Teilleder,7,36345,182,Benzin,automatic,2,2,171,5,2,1,1,17.023509452254,4.901841977702375,0.7445467765390208,11
GP41471,16200.0,August,110.7,1.928,5.7,1.03,DE,0,Fiat,500X,1.4 Turbo,Blue,2017,SUV,Teilleder,5,78511,140,Benzin,automatic,1,3,133,5,2,1,0,7.601013758146271,3.2173787110789283,0.499637943519189,94
