price,make,built_year,mileage,upholstery,fuel_consumption,color_ids,model_ids,subtype_ids,geartype_ids,bodytype_ids,fueltype_ids,horsepower_ids,time_online_to_reserve_
15996.0,905,2015,108630,1058,4.1,3,238,272,1,4,2,62,17
18150.0,425,2017,27046,1055,6.5,12,97,154,1,10,1,53,29
12590.0,190,2017,31490,1055,4.6,9,79,55,1,8,1,15,21
15250.0,670,2019,6514,1055,5.0,12,12,56,1,5,1,35,30
15990.0,060,2017,73173,1055,4.5,11,34,27,1,5,1,39,28
13890.0,905,2014,92950,1057,5.2,12,163,93,1,5,1,55,2
24190.0,130,2014,99251,1056,5.3,6,25,425,2,4,2,123,43
16690.0,790,2018,29931,1055,4.9,10,53,30,1,8,1,39,45
24350.0,670,2019,29099,1055,5.2,12,11,56,2,8,1,50,25
12290.0,060,2014,67716,1055,5.0,2,32,51,1,5,1,18,33
19141.0,060,2017,78480,1055,4.1,6,35,272,1,5,2,62,12
18590.0,285,2020,19096,1057,5.0,3,136,13,1,8,1,46,58
35790.0,060,2017,73607,1056,7.0,2,38,274,2,2,1,121,17
12344.0,720,2018,46679,1055,5.1,8,96,4,1,8,1,21,2
24290.0,285,2018,71213,1055,7.4,12,276,113,1,10,1,72,31
11990.0,650,2013,63681,1055,5.9,10,219,99,1,8,1,55,38
24636.0,905,2017,77213,1055,6.7,10,304,278,2,8,1,87,45
18990.0,790,2017,43170,1055,5.2,12,58,30,1,8,1,39,50
21150.0,285,2018,18699,1055,5.1,3,146,13,1,5,1,46,43
25390.0,905,2018,60677,1058,4.7,12,163,79,2,5,1,62,83
18990.0,905,2016,44589,1056,5.3,3,162,93,2,2,1,46,40
23690.0,905,2017,111328,1058,5.1,2,238,272,2,4,2,87,12
27590.0,570,2017,38731,1057,5.6,6,71,467,2,5,1,84,17
7690.0,194,2018,102248,1055,5.2,3,285,21,1,12,1,10,2
14708.0,280,2021,5436,1055,4.1,10,17,19,1,12,1,7,7
19190.0,130,2017,26084,1056,5.1,12,4,218,2,5,1,53,12
24990.0,905,2019,13416,1055,6.1,12,243,278,2,5,1,94,125
14890.0,550,2015,62355,1055,5.1,12,10,224,1,5,1,43,117
15690.0,345,2020,12133,1055,4.5,12,379,41,2,5,1,17,66
19950.0,650,2020,10527,1055,5.0,6,113,54,2,8,1,51,49
39653.0,905,2021,10633,1055,6.2,6,307,272,1,10,2,62,51
22990.0,390,2017,27893,1056,6.9,8,269,82,2,8,1,73,56
31990.0,570,2019,47881,1058,5.3,12,31,440,2,5,1,71,49
22290.0,130,2014,96974,1058,5.5,11,15,404,2,3,1,84,37
17890.0,570,2015,117287,1057,5.0,10,71,465,1,5,1,66,4
23490.0,800,2017,72827,1058,4.5,6,300,272,2,4,2,62,15
10490.0,560,2017,18289,1055,5.2,2,377,8,1,5,1,7,30
29650.0,060,2018,20810,1055,6.3,6,253,395,2,8,1,62,2
15891.0,720,2020,8384,1055,4.7,12,105,25,1,5,1,29,42
19990.0,650,2017,56380,1056,6.0,2,179,115,1,5,1,72,3
20190.0,550,2019,39908,1055,5.2,6,10,224,1,5,1,45,2
12890.0,790,2014,41546,1057,5.9,12,176,93,2,12,1,80,2
25000.0,800,2018,44010,1055,5.6,6,195,124,2,8,1,62,116
22390.0,285,2018,59320,1057,6.1,2,200,268,2,8,2,62,57
24490.0,570,2017,92558,1057,4.7,6,71,473,2,4,2,73,31
16600.0,285,2019,13987,1055,5.0,12,145,13,1,12,1,46,39
14990.0,190,2014,112752,1057,4.1,6,80,230,1,10,2,62,34
14450.0,560,2019,17533,1055,4.1,12,378,6,2,5,1,21,21
9760.0,285,2014,48522,1055,4.5,3,145,13,1,12,1,28,58
18890.0,285,2019,47780,1055,5.1,6,146,13,1,4,1,46,2
36230.0,790,2019,49813,1056,5.6,3,316,272,2,8,2,87,90
12548.0,790,2016,21890,1057,4.3,3,176,30,1,12,1,35,15
49400.0,060,2018,34556,1056,8.5,2,282,360,2,8,1,149,29
28990.0,060,2016,80525,1058,5.3,4,37,358,2,4,2,106,116
27490.0,570,2018,22952,1056,5.3,12,30,440,2,5,1,71,49
22990.0,570,2013,54047,1055,6.7,6,156,561,2,8,2,73,69
11880.0,130,2014,99325,1055,3.8,6,4,215,1,5,2,39,24
19790.0,800,2018,72721,1055,4.6,12,230,272,2,4,2,62,6
24224.0,800,2019,29292,1055,5.4,3,195,124,1,8,1,62,35
13590.0,905,2012,64013,1058,6.5,2,317,93,1,8,1,45,30
19612.0,905,2019,27188,1058,5.2,2,163,124,1,5,1,62,14
13990.0,800,2018,66445,1055,4.4,6,144,30,1,4,1,35,8
20290.0,285,2018,40938,1055,5.5,3,146,113,1,4,1,62,39
14990.0,425,2016,23588,1055,6.5,12,345,138,2,10,1,46,59
16790.0,790,2018,49888,1055,4.0,12,176,177,2,12,2,24,34
13990.0,650,2019,14439,1057,5.5,10,47,74,1,12,1,20,17
8990.0,345,2015,92354,1055,5.5,2,380,74,1,12,1,28,8
23990.0,130,2016,52320,1056,1.9,6,14,387,2,5,5,84,19
10490.0,650,2017,61657,1055,5.1,12,111,99,1,12,1,28,35
20314.0,285,2019,16074,1057,7.2,10,200,113,1,8,1,62,74
15890.0,650,2020,11714,1055,4.1,2,111,41,1,5,1,11,3
34548.0,060,2017,66023,1056,5.3,11,41,359,2,4,2,129,90
19990.0,040,2018,18548,1055,5.5,2,159,99,1,5,1,62,39
34590.0,905,2018,59811,1056,5.9,7,318,272,2,8,2,87,3
18340.0,285,2016,92507,1057,5.2,12,200,268,2,8,2,80,19
22690.0,060,2019,34634,1055,5.4,11,252,369,1,8,1,40,70
13000.0,345,2021,2097,1055,4.5,3,379,8,1,5,1,4,12
9990.0,280,2017,28467,1055,4.9,12,17,41,1,5,1,7,7
17599.0,570,2018,36616,1055,6.1,12,102,210,2,10,1,39,35
22290.0,570,2015,74756,1057,5.0,3,71,465,2,5,1,66,38
8724.0,650,2014,82876,1057,5.7,10,111,74,1,12,1,28,46
10390.0,280,2016,14946,1057,4.9,6,17,41,1,5,1,7,10
25590.0,390,2018,58071,1057,5.7,2,109,248,2,8,2,55,25
29790.0,860,2019,67400,1057,3.7,6,110,246,2,4,5,79,51
18790.0,570,2016,59970,1055,3.8,2,30,442,1,5,2,53,51
9063.0,280,2016,93437,1055,4.9,3,17,41,1,12,1,7,2
28390.0,570,2019,21919,1057,6.2,11,71,465,2,5,1,66,12
30690.0,060,2017,82396,1058,5.3,3,41,359,2,4,2,129,41
23490.0,285,2019,39278,1057,5.5,12,200,113,1,8,1,62,80
33520.0,590,2020,14268,1056,1.8,12,233,310,2,8,5,109,32
18120.0,130,2018,86763,1056,5.9,6,4,216,1,5,1,35,26
19283.0,130,2018,39316,1055,5.6,2,4,218,2,5,1,53,28
9354.0,285,2015,54677,1055,5.2,4,145,58,1,12,1,15,41
28872.0,790,2018,46134,1056,5.3,2,58,272,2,8,2,87,25
8990.0,720,2014,74519,1055,5.3,2,213,41,1,5,1,39,2
23690.0,060,2018,113148,1055,4.0,6,36,272,2,5,2,87,42
6265.0,800,2014,89275,1055,5.5,6,144,41,1,5,1,2,5
20990.0,570,2016,111029,1057,5.0,12,71,465,2,5,1,66,27
17440.0,790,2017,105331,1057,4.5,3,205,272,2,4,2,62,16
12290.0,830,2017,79491,1055,4.3,12,177,42,1,12,1,21,10
38886.0,285,2018,62763,1056,7.1,2,327,268,2,10,2,73,46
21990.0,570,2014,93733,1057,5.0,6,71,465,2,4,1,66,46
8190.0,194,2016,74886,1055,4.6,12,285,131,1,5,2,11,8
21890.0,570,2017,46797,1057,5.7,3,62,455,2,10,1,66,61
21650.0,570,2016,50898,1057,5.7,6,152,534,1,8,1,45,58
14450.0,800,2018,27627,1055,4.4,12,144,30,1,4,1,35,55
14649.0,225,2018,18976,1055,5.1,2,216,3,1,12,1,21,34
14490.0,285,2017,85103,1057,5.3,2,324,13,1,10,1,28,26
8999.0,285,2015,30930,1055,5.2,6,145,58,1,12,1,2,27
27990.0,060,2016,82746,1058,5.5,2,42,359,2,4,2,106,85
7690.0,800,2013,41495,1055,4.5,12,103,18,1,5,1,2,153
30990.0,060,2018,31761,1058,5.9,11,310,201,2,3,1,80,74
11790.0,190,2014,80859,1055,3.4,13,79,141,1,8,2,28,39
21390.0,905,2016,84814,1058,4.6,6,238,272,2,4,2,87,107
16280.0,905,2015,56168,1055,4.3,3,163,30,2,5,1,39,75
24490.0,720,2017,64259,1056,5.9,2,197,284,2,8,2,77,11
18990.0,650,2017,85283,1057,6.1,2,179,115,2,5,1,72,41
17608.0,285,2019,21882,1057,5.0,6,136,13,1,8,1,46,40
35090.0,800,2017,22942,1058,5.7,3,196,272,2,8,2,87,76
21990.0,425,2017,40541,1056,4.4,6,228,138,2,8,1,31,33
6290.0,800,2013,101361,1055,5.7,11,144,41,1,5,1,2,18
5290.0,190,2013,50045,1055,4.6,3,73,8,1,5,1,5,5
18990.0,130,2015,96960,1056,4.3,6,4,220,2,5,2,87,107
11490.0,800,2017,8014,1055,4.8,10,144,18,1,5,1,2,31
20121.0,800,2017,111561,1055,4.9,6,230,272,2,4,2,84,34
16990.0,790,2018,84677,1055,4.3,2,53,177,1,8,2,39,98
16860.0,830,2017,45510,1055,5.6,6,349,138,1,8,1,43,37
27850.0,730,2018,98552,1056,6.5,2,126,279,2,8,2,80,7
11690.0,345,2015,27235,1055,5.6,12,385,74,1,10,1,21,63
9394.0,800,2013,40808,1055,5.1,11,268,52,1,5,1,18,14
24990.0,720,2018,63462,1056,5.9,12,197,284,2,8,2,77,15
18690.0,790,2018,98707,1057,4.3,6,205,272,1,5,2,84,136
22490.0,905,2018,60990,1055,4.9,5,163,124,2,5,1,62,9
16690.0,285,2017,63625,1055,5.0,12,146,13,1,4,1,55,33
15630.0,285,2018,40759,1055,5.2,10,145,13,1,5,1,55,31
17990.0,650,2018,68624,1057,6.2,2,179,231,1,4,2,73,50
19740.0,060,2013,95160,1057,6.6,6,34,201,2,5,1,80,83
9720.0,194,2019,10623,1055,5.4,12,285,21,1,5,1,10,16
37790.0,905,2019,28646,1055,6.6,12,308,272,1,10,2,39,117
18190.0,905,2015,74286,1058,4.6,8,164,272,2,10,2,62,68
25050.0,905,2018,63437,1055,6.3,6,163,278,4,5,1,111,32
13290.0,860,2019,22694,1055,4.2,10,45,8,2,5,1,9,11
8990.0,280,2015,88167,1055,4.9,7,17,41,1,5,1,7,2
16390.0,060,2018,47378,1055,3.9,3,32,87,1,12,2,21,2
17100.0,285,2018,47537,1055,4.7,2,146,13,1,5,1,55,46
18990.0,550,2017,54860,1057,6.3,4,90,224,2,8,1,62,48
8100.0,650,2014,56994,1055,5.7,2,111,74,1,5,1,20,3
6790.0,425,2014,55426,1055,4.2,2,241,8,1,5,1,7,8
8890.0,560,2013,16613,1057,4.2,12,378,8,2,12,1,2,33
8741.0,225,2016,36830,1055,5.0,12,216,41,1,5,1,14,2
18990.0,285,2017,101059,1057,5.2,2,200,268,2,8,2,62,62
21688.0,790,2016,71244,1058,5.1,12,58,272,1,8,2,62,110
20690.0,570,2014,119385,1058,5.7,2,87,489,2,5,1,66,43
8060.0,345,2017,112578,1055,4.7,6,379,8,1,12,1,4,2
15170.0,905,2016,96983,1055,4.2,2,163,272,1,5,2,62,95
17990.0,670,2017,93947,1055,4.3,12,12,230,2,4,2,62,87
26590.0,790,2018,80201,1057,7.2,2,205,278,2,4,1,135,83
24150.0,800,2017,47172,1055,5.5,6,195,124,2,8,1,62,41
27890.0,790,2018,35527,1058,7.0,10,58,278,2,8,1,87,24
18190.0,225,2021,6584,1055,4.7,6,216,17,2,12,1,23,19
18990.0,425,2019,19742,1055,6.9,12,296,154,1,8,1,52,78
26990.0,800,2019,45084,1055,5.6,6,195,124,2,8,1,62,65
16490.0,910,2013,113725,1056,6.0,2,364,237,1,8,2,53,20
13030.0,905,2014,93336,1055,3.8,6,163,177,1,5,2,35,9
12250.0,285,2016,59843,1055,4.3,6,145,13,1,12,1,46,39
10990.0,790,2015,75675,1055,4.9,6,176,52,1,5,1,21,48
16490.0,060,2013,70338,1055,4.7,6,36,272,2,4,2,62,37
24365.0,425,2021,21098,1055,3.9,6,376,145,2,5,2,54,50
17890.0,905,2018,76743,1055,5.4,2,163,93,1,4,1,46,4
30790.0,905,2017,61094,1057,5.7,12,317,272,2,8,2,87,134
15990.0,590,2019,21650,1055,5.7,12,44,138,1,8,1,41,68
9190.0,560,2015,25122,1056,4.1,12,378,8,1,5,1,7,56
25990.0,550,2018,36684,1056,6.4,6,26,313,2,4,1,88,77
13990.0,285,2019,72493,1055,5.0,12,145,13,1,12,1,19,43
14790.0,800,2018,33686,1055,4.3,3,144,30,1,4,1,35,7
9090.0,225,2016,10961,1055,5.0,9,216,41,1,5,1,14,24
21790.0,905,2017,78766,1055,5.6,3,323,93,1,10,1,62,37
8390.0,800,2012,84426,1055,5.7,3,272,52,1,10,1,18,12
23450.0,130,2016,90402,1057,4.9,2,357,644,2,8,2,87,6
21445.0,905,2017,83435,1055,5.9,2,94,93,1,10,1,46,38
10990.0,285,2015,16387,1055,4.3,2,145,13,1,5,1,28,10
10690.0,720,2019,13798,1055,4.4,3,336,21,1,5,1,10,10
19490.0,345,2019,20949,1055,5.2,12,382,86,1,5,1,55,42
13990.0,800,2019,55741,1055,4.5,10,144,30,1,4,1,24,42
17950.0,905,2017,66128,1055,4.3,2,163,272,1,4,2,62,32
31990.0,905,2021,11870,1055,5.4,12,323,124,2,10,1,62,37
11990.0,905,2014,114084,1055,4.2,3,164,272,1,10,2,62,3
24990.0,905,2018,52849,1055,4.2,12,323,177,2,10,2,39,60
13890.0,790,2015,109141,1057,4.1,2,205,272,1,5,2,62,31
17090.0,345,2019,58155,1055,5.9,3,382,91,1,5,1,55,13
19220.0,130,2018,100093,1055,4.1,6,14,374,2,4,2,62,28
26160.0,130,2019,27644,1057,5.8,12,357,638,1,8,1,55,38
10950.0,905,2013,89399,1055,4.9,12,163,52,1,5,1,32,33
19850.0,285,2018,47379,1055,5.3,6,146,113,1,5,1,62,77
8990.0,425,2013,118406,1055,6.0,4,376,74,1,5,1,28,42
11107.0,905,2014,92402,1055,5.1,3,164,52,1,10,1,35,99
19690.0,285,2018,44308,1055,6.3,12,221,113,1,5,1,72,75
22000.0,130,2017,82108,1055,3.9,12,4,220,2,5,2,87,108
23040.0,905,2017,63418,1055,5.4,6,323,93,2,10,1,62,25
22790.0,570,2016,82308,1057,4.8,6,152,539,2,8,2,77,18
22598.0,860,2017,22990,1055,3.9,12,70,197,2,8,5,45,24
11290.0,860,2016,7216,1055,4.3,12,370,35,1,5,1,7,32
8650.0,720,2016,43216,1057,4.2,9,336,21,1,5,1,7,10
20450.0,580,2018,59004,1056,4.6,8,210,502,2,5,1,53,108
15590.0,905,2016,50679,1055,5.4,3,164,93,1,10,1,46,75
15490.0,194,2018,48843,1056,6.5,6,131,165,1,8,1,39,10
9490.0,830,2019,20721,1055,4.3,2,100,12,1,5,1,5,31
14450.0,650,2018,42483,1055,4.7,3,113,41,1,8,1,35,13
27990.0,345,2021,15625,1057,6.0,3,380,167,1,5,1,97,63
33350.0,130,2018,91592,1058,7.5,2,15,416,2,5,1,142,13
13450.0,790,2015,64275,1055,4.4,6,176,30,2,5,1,35,11
19990.0,650,2019,8366,1055,5.0,6,113,54,2,8,1,51,24
20490.0,905,2018,104680,1058,4.9,6,163,124,2,4,1,62,29
16070.0,285,2018,72139,1055,5.0,2,146,13,1,4,1,55,11
44590.0,905,2016,90062,1057,6.3,4,308,272,2,10,2,98,77
14990.0,225,2016,114413,1055,4.9,4,257,185,1,8,2,50,11
20169.0,285,2018,111539,1057,7.6,12,221,243,2,4,1,116,25
16890.0,425,2016,48436,1057,7.4,12,376,178,1,5,1,98,21
9090.0,720,2017,31139,1055,4.2,10,336,21,1,12,1,7,22
24860.0,570,2014,68032,1056,5.6,12,132,514,2,2,2,73,28
20590.0,720,2019,17530,1057,6.1,3,191,68,1,8,1,69,71
10217.0,905,2013,86620,1055,5.3,2,243,52,1,5,1,32,11
35890.0,910,2017,70657,1056,7.6,6,365,263,2,8,1,122,5
24990.0,590,2016,39723,1058,1.8,6,233,224,2,8,5,43,73
8590.0,285,2013,60459,1055,5.2,12,145,58,1,12,1,15,46
29790.0,570,2019,39386,1057,6.7,2,62,458,2,10,1,87,78
8790.0,560,2015,69032,1055,5.2,12,377,8,1,5,1,7,43
13700.0,280,2020,14006,1055,4.1,7,17,19,1,5,5,7,6
19490.0,060,2013,116753,1057,7.6,6,255,274,1,8,1,110,2
22754.0,130,2016,95616,1056,4.1,10,9,337,2,2,2,87,43
35950.0,570,2018,46609,1056,7.7,3,71,483,2,4,1,145,32
8990.0,280,2017,25214,1055,5.2,10,236,41,1,5,1,7,40
14863.0,650,2016,49831,1055,5.5,3,57,84,1,4,1,62,70
15550.0,800,2017,85859,1055,5.8,2,372,93,1,8,1,46,10
18590.0,285,2016,71433,1056,6.8,2,146,242,1,4,1,120,24
11771.0,560,2017,35526,1055,4.1,10,378,8,2,12,1,7,8
26490.0,860,2020,40156,1055,3.3,6,110,197,2,4,5,45,10
24690.0,905,2020,15837,1055,5.6,12,243,278,2,5,1,94,9
23290.0,650,2018,41376,1056,5.5,12,171,41,2,8,1,50,61
21650.0,340,2017,28740,1055,5.8,3,104,130,1,5,1,82,24
7490.0,720,2015,23637,1055,4.7,12,336,21,1,5,1,7,2
23977.0,550,2019,3979,1056,6.7,6,90,224,2,8,1,62,5
12190.0,720,2015,65984,1055,5.2,2,105,48,2,5,1,43,13
