price,make,built_year,mileage,upholstery,fuel_consumption,color_ids,model_ids,subtype_ids,geartype_ids,bodytype_ids,fueltype_ids,horsepower_ids,time_online_to_reserve_
23790.0,570,2016,60436,1057,5.0,2,71,465,2,5,1,66,20
14050.0,905,2017,56113,1055,4.8,7,163,30,1,5,1,35,43
19450.0,800,2018,84909,1057,4.6,6,230,272,2,4,2,62,30
13990.0,425,2017,29604,1055,5.0,6,299,41,1,8,1,18,15
22890.0,130,2017,51216,1055,6.1,2,357,638,2,8,1,55,16
38490.0,189,2020,21566,1057,7.7,6,148,278,2,8,1,138,69
22790.0,570,2017,50172,1057,4.0,6,152,535,2,8,2,35,2
24290.0,860,2019,44545,1055,3.7,12,110,246,2,5,5,79,45
14391.0,345,2018,44322,1055,5.8,3,382,83,1,4,1,27,13
21719.0,130,2016,98404,1055,4.7,2,357,643,2,8,2,62,77
12390.0,345,2013,65641,1055,6.8,4,386,138,1,8,1,53,68
8000.0,190,2016,37605,1055,4.1,3,73,34,1,5,1,7,25
20690.0,800,2017,109200,1058,4.9,2,230,272,4,4,2,84,19
17290.0,130,2014,109465,1056,4.7,2,14,377,2,4,2,84,38
19887.0,285,2017,90597,1057,5.2,12,200,268,2,8,2,62,15
8290.0,590,2018,42393,1055,4.2,12,295,8,1,12,1,7,12
7390.0,560,2013,64328,1055,4.2,12,378,8,2,12,1,7,27
14840.0,790,2017,98644,1057,4.3,12,205,272,1,5,2,62,29
6950.0,285,2014,31492,1055,4.9,2,189,41,1,5,1,7,48
16999.0,905,2013,118058,1056,5.9,3,317,272,2,8,2,77,39
14613.0,590,2019,21570,1055,4.1,10,295,41,2,12,1,14,20
26730.0,905,2018,59210,1055,6.3,6,163,278,2,5,1,119,22
29300.0,670,2020,14795,1055,5.5,6,270,56,2,10,1,51,65
22990.0,905,2017,41874,1055,4.4,2,323,177,2,10,2,39,72
19490.0,060,2018,49699,1057,4.2,11,34,177,1,5,2,39,94
12690.0,285,2019,25948,1055,5.2,2,145,38,1,12,1,7,54
9990.0,650,2014,46676,1057,5.4,6,214,99,1,10,1,43,24
10690.0,860,2018,50297,1055,4.1,11,45,37,1,5,1,9,114
23990.0,130,2014,41071,1058,4.0,6,15,401,2,3,2,84,12
17490.0,194,2019,23473,1055,6.8,6,128,165,1,4,1,30,3
34990.0,590,2020,13782,1056,1.8,2,233,310,2,8,5,109,19
35990.0,060,2017,57698,1058,6.6,6,278,274,2,5,1,138,57
24690.0,905,2017,105812,1055,6.1,6,323,202,2,10,1,80,30
13590.0,670,2017,97012,1055,3.5,2,12,106,1,5,2,50,62
21490.0,285,2019,44543,1055,5.9,12,146,113,2,5,1,62,30
30490.0,130,2020,16597,1055,5.3,6,358,638,2,8,1,55,125
17490.0,570,2014,40631,1057,5.7,12,62,455,2,10,1,66,20
10290.0,560,2017,49071,1055,4.1,6,378,8,1,5,1,7,5
24980.0,190,2018,60459,1055,4.5,6,68,106,2,10,2,51,42
29990.0,060,2015,58943,1058,7.0,6,278,274,2,5,1,135,63
9590.0,905,2018,21732,1055,4.2,12,388,8,1,5,1,2,13
19250.0,790,2018,86088,1056,5.1,2,205,124,2,5,1,62,24
19499.0,720,2017,84758,1056,4.6,2,315,186,4,5,2,70,7
17990.0,345,2017,82384,1057,4.3,6,382,144,2,4,2,53,92
12890.0,285,2014,74834,1055,5.5,2,146,113,1,5,1,62,56
23590.0,225,2018,38079,1056,5.8,2,257,61,2,8,1,69,6
12990.0,860,2021,27990,1055,4.1,12,45,8,1,12,1,9,14
16290.0,285,2016,26523,1055,6.2,2,200,113,1,8,1,62,38
37172.0,905,2019,52892,1055,6.9,2,308,272,1,10,2,62,2
15790.0,790,2017,78300,1055,4.0,2,205,177,1,5,2,39,140
27890.0,905,2018,31452,1055,1.6,3,163,79,2,5,5,62,27
24890.0,130,2016,35308,1055,6.3,6,357,645,2,8,1,88,36
15190.0,905,2015,94144,1055,5.2,2,164,93,2,10,1,46,19
14543.0,905,2014,80060,1055,5.4,6,164,93,1,10,1,62,28
13695.0,905,2014,75874,1055,5.1,12,163,52,1,4,1,35,34
8990.0,425,2013,16895,1055,4.2,10,241,8,1,5,1,7,119
27590.0,130,2018,70469,1056,4.3,2,25,421,2,4,2,87,15
12790.0,790,2016,19345,1055,4.9,2,176,52,1,5,1,21,106
28731.0,130,2019,37607,1057,4.4,6,4,217,2,5,2,62,46
15390.0,650,2018,50425,1057,5.0,4,113,41,1,8,1,50,30
18012.0,060,2015,65738,1055,4.6,11,36,273,1,4,2,62,10
13890.0,790,2017,65497,1055,4.9,12,205,52,1,4,1,35,43
16800.0,905,2014,92601,1055,7.1,7,317,93,2,8,1,70,31
15654.0,190,2017,36740,1055,5.0,10,82,56,1,10,1,50,42
7990.0,285,2014,62973,1055,3.6,3,145,175,1,5,2,24,3
18490.0,425,2017,25685,1055,6.7,11,296,154,1,8,1,52,55
28965.0,905,2018,70057,1056,7.7,6,317,278,2,8,1,107,25
27890.0,790,2019,37325,1058,6.5,6,205,278,2,5,1,133,48
11090.0,285,2017,67050,1055,3.6,6,145,120,1,5,2,18,16
24590.0,390,2017,52768,1056,6.9,6,109,82,2,8,1,73,16
21612.0,570,2015,89527,1056,6.1,2,132,512,1,5,1,84,151
31490.0,380,2018,56549,1056,7.7,2,134,587,2,8,1,120,26
25958.0,285,2019,87650,1055,7.5,2,157,113,1,10,1,72,30
21785.0,390,2017,50968,1056,6.2,12,109,82,1,8,1,55,47
16990.0,570,2015,90191,1057,4.3,11,62,456,2,10,2,53,2
26480.0,345,2019,28849,1055,7.8,10,382,276,1,5,1,130,40
13790.0,905,2015,48088,1055,4.9,12,164,52,1,10,1,18,54
11475.0,670,2017,34533,1055,4.8,6,8,57,1,12,1,15,67
27090.0,060,2016,92386,1057,4.7,6,41,272,2,4,2,87,8
15990.0,905,2016,63737,1057,5.3,2,163,93,1,4,1,46,2
15990.0,650,2017,56172,1057,6.4,12,220,99,1,8,1,55,111
12390.0,280,2017,33176,1055,4.9,2,19,41,1,2,1,7,50
12784.0,425,2015,76977,1055,6.1,2,376,154,1,5,1,53,15
9790.0,590,2016,66465,1055,4.1,9,294,41,1,12,1,14,16
15990.0,905,2013,93896,1056,5.3,3,138,272,2,2,2,55,81
20990.0,285,2018,29642,1055,5.6,12,146,13,2,5,1,46,22
19690.0,720,2019,26572,1057,5.5,6,96,67,2,8,1,62,41
28380.0,570,2017,70005,1057,4.5,3,71,477,2,4,2,98,84
15027.0,130,2016,95850,1055,4.9,2,9,335,1,10,1,53,17
17990.0,570,2015,99908,1055,5.9,6,152,536,1,8,1,66,42
32990.0,800,2018,75836,1058,4.9,6,196,272,2,8,2,62,15
29490.0,285,2016,81489,1057,8.8,12,267,363,2,8,2,94,3
18590.0,905,2018,51205,1055,4.8,3,163,30,2,5,1,35,23
19990.0,650,2017,21848,1057,5.3,2,179,231,1,4,2,73,18
17185.0,194,2020,2304,1055,5.5,12,208,5,2,4,1,21,3
22742.0,905,2017,48419,1058,4.4,2,163,272,2,5,2,62,33
9360.0,670,2014,57083,1055,5.8,3,8,138,1,12,1,43,12
19490.0,905,2019,39428,1055,4.6,12,243,30,1,5,1,39,83
25990.0,060,2017,95993,1055,5.4,2,41,272,2,4,2,87,49
21590.0,060,2018,88876,1055,4.7,2,253,272,1,8,2,62,12
6990.0,345,2014,33583,1055,4.7,3,379,8,1,12,1,4,6
14790.0,285,2019,88218,1057,5.3,2,136,13,1,8,1,46,50
23046.0,570,2017,95492,1057,4.3,12,71,473,2,4,2,73,6
27900.0,860,2018,46252,1055,5.1,12,260,316,2,8,5,92,32
25490.0,905,2017,79121,1056,4.5,12,163,272,2,5,2,84,77
14190.0,720,2019,24531,1055,4.4,11,105,25,1,5,1,29,36
25290.0,905,2015,99515,1056,6.9,2,163,278,2,5,1,135,122
15490.0,425,2020,6599,1055,5.2,10,376,28,1,5,1,29,23
15290.0,650,2018,80182,1055,4.3,6,57,8,2,4,1,32,25
24690.0,225,2017,55671,1055,6.1,7,356,283,2,8,2,77,123
29588.0,905,2019,35164,1055,6.0,6,317,124,2,8,1,62,58
15659.0,285,2017,114061,1055,4.9,12,221,268,2,4,2,62,17
10490.0,560,2016,69482,1055,5.0,12,377,8,2,5,1,7,2
14990.0,720,2017,47752,1057,5.4,6,105,49,2,5,1,42,3
20990.0,060,2018,59799,1055,5.4,6,252,27,2,8,1,39,56
16790.0,570,2013,72234,1057,4.3,12,30,441,1,5,2,53,77
17550.0,285,2019,11773,1055,4.9,3,145,13,1,5,1,46,31
16790.0,800,2017,71566,1055,5.4,11,372,52,1,8,1,35,82
18450.0,194,2019,27426,1055,6.1,6,128,67,1,10,1,51,32
42100.0,285,2019,16380,1057,7.0,8,327,268,2,10,2,73,28
9772.0,800,2013,81281,1055,5.4,1,268,52,1,5,1,32,41
6690.0,285,2014,28657,1055,5.2,3,145,58,1,5,1,2,2
25700.0,670,2019,40681,1057,4.1,12,11,106,2,8,2,50,50
19290.0,650,2020,33100,1055,4.5,2,57,54,1,4,1,51,6
14436.0,905,2017,101485,1057,5.3,12,163,93,1,4,1,46,10
18990.0,060,2014,102000,1055,7.6,6,255,274,1,8,1,110,9
29900.0,285,2019,23692,1058,7.9,12,146,301,1,4,1,131,33
9874.0,285,2015,84707,1055,4.8,6,146,13,1,4,1,28,4
20276.0,650,2018,36615,1057,5.5,2,171,41,2,8,1,50,8
11042.0,345,2016,10789,1055,5.1,2,380,41,1,12,1,11,10
21361.0,345,2016,64671,1056,6.5,6,335,232,2,8,2,84,31
17890.0,194,2019,22566,1055,6.0,8,131,67,1,8,1,62,58
8690.0,830,2014,79500,1055,5.5,3,302,41,1,5,1,24,9
11690.0,905,2017,70443,1055,4.7,3,243,52,1,5,1,21,11
13490.0,905,2016,54662,1055,4.7,2,243,52,1,5,1,21,43
14990.0,060,2014,113351,1058,4.8,6,36,272,1,4,2,77,9
9760.0,425,2017,30025,1055,4.2,10,241,8,1,5,1,4,85
8390.0,800,2013,36228,1055,5.2,12,144,52,1,5,1,18,18
25475.0,130,2018,17385,1056,5.5,3,4,221,2,5,1,84,42
21790.0,285,2017,96372,1056,5.2,6,276,268,2,10,2,80,30
23990.0,790,2017,83238,1058,7.2,2,205,278,2,4,1,135,43
13605.0,905,2019,36647,1055,4.2,3,388,30,1,12,1,21,17
18100.0,345,2020,15623,1055,4.9,12,380,28,1,5,1,29,39
26390.0,285,2018,42994,1055,5.2,6,276,268,2,10,2,80,81
14690.0,905,2016,44876,1055,4.9,3,163,52,1,5,1,35,40
12990.0,425,2017,110127,1057,5.0,13,299,28,1,8,1,43,5
17490.0,905,2017,28557,1055,5.3,12,67,52,1,5,1,32,8
15790.0,280,2021,21013,1057,4.9,6,17,19,1,12,1,7,35
16790.0,425,2018,41488,1055,5.6,6,376,91,1,4,1,55,40
38890.0,905,2017,99861,1056,5.9,6,308,272,2,10,2,62,14
22490.0,060,2015,75925,1055,5.7,2,255,272,1,8,2,87,21
18790.0,905,2017,38504,1055,5.2,6,164,93,2,10,1,46,57
33390.0,790,2020,28862,1055,5.2,2,48,272,1,10,2,62,56
25990.0,800,2020,25716,1055,5.3,6,195,124,1,8,1,62,31
23490.0,570,2016,44374,1057,5.8,6,87,489,1,5,1,66,15
21090.0,130,2016,108125,1055,6.3,2,9,348,2,3,1,119,23
29590.0,800,2017,93213,1055,5.7,2,196,272,2,8,2,87,93
17398.0,905,2014,34351,1055,5.7,7,94,177,1,10,2,30,20
23590.0,570,2016,76153,1057,4.8,6,152,537,2,8,2,53,12
32690.0,487,2019,36834,1056,4.8,12,337,628,2,8,5,78,30
31290.0,790,2019,21956,1056,7.1,2,205,278,2,4,1,135,64
39990.0,189,2020,10856,1058,7.7,6,58,278,2,8,1,135,70
34890.0,130,2019,31264,1058,4.7,12,14,377,2,5,2,87,18
14611.0,280,2018,31606,1055,4.8,12,19,41,3,2,1,7,72
24990.0,570,2013,72914,1058,6.1,2,156,561,2,8,2,73,76
28990.0,130,2016,67915,1056,5.9,3,359,650,2,8,2,123,8
15968.0,670,2017,31944,1057,4.8,6,6,56,2,8,1,35,10
26890.0,130,2017,108227,1056,5.3,2,25,425,2,4,2,123,7
18990.0,905,2017,52902,1055,5.0,3,163,124,1,4,1,62,57
8850.0,670,2016,82244,1055,4.7,6,8,45,1,5,1,5,47
7990.0,285,2015,95976,1055,3.6,6,145,120,1,5,2,11,32
10120.0,790,2019,25285,1055,4.3,13,217,8,1,12,1,2,14
23190.0,670,2017,80242,1056,4.6,12,18,230,1,8,2,62,17
10990.0,670,2014,111594,1055,4.8,2,12,56,1,4,1,50,12
11599.0,720,2019,7909,1055,4.4,12,336,21,1,12,1,10,14
19890.0,060,2013,39308,1055,7.3,2,253,274,2,8,1,73,15
7990.0,345,2014,103667,1055,4.3,2,385,77,1,5,2,21,13
28290.0,345,2019,31224,1057,7.8,6,382,276,1,5,1,130,50
12148.0,905,2014,66578,1055,4.9,2,163,52,1,5,1,32,3
16990.0,285,2017,66752,1055,5.5,3,146,113,1,5,1,62,79
14441.0,905,2015,60878,1055,5.4,6,164,93,1,10,1,46,24
12990.0,560,2018,39760,1055,5.2,4,377,6,2,5,1,21,31
13990.0,194,2018,12167,1055,4.4,3,131,131,1,8,2,21,85
27990.0,060,2017,96425,1058,6.4,10,36,274,2,4,1,121,27
16890.0,790,2016,77951,1058,6.0,3,205,202,1,3,1,80,74
11990.0,280,2017,87393,1055,6.0,11,319,99,1,4,1,43,13
33790.0,860,2020,7126,1058,4.0,8,70,246,2,8,5,83,78
24790.0,570,2019,25200,1057,5.5,2,30,437,1,5,1,54,107
13790.0,345,2018,49707,1055,5.0,6,380,28,1,5,1,28,36
17490.0,345,2013,114276,1056,6.8,2,287,289,2,8,2,92,11
16190.0,905,2015,117082,1055,4.4,6,323,177,1,10,2,35,70
27890.0,345,2020,30103,1057,7.8,3,382,276,1,5,1,130,44
16990.0,790,2018,72378,1057,4.2,3,176,125,1,5,1,62,84
25790.0,285,2019,44833,1055,4.4,6,221,246,2,4,5,86,66
23190.0,905,2017,78511,1055,4.8,2,317,272,1,8,2,62,102
12350.0,285,2018,101073,1055,4.3,2,145,13,1,5,1,28,18
11490.0,194,2016,56984,1056,6.0,12,130,48,1,8,1,46,9
24990.0,670,2019,24669,1055,5.5,12,18,56,1,8,1,50,54
20250.0,650,2018,40620,1057,6.1,3,179,115,1,4,1,72,51
14990.0,580,2014,35138,1056,4.6,3,210,502,1,5,1,53,94
10342.0,905,2013,80183,1055,5.9,3,161,52,1,5,1,32,2
8490.0,790,2014,81582,1057,5.1,2,176,52,1,5,1,32,5
12890.0,720,2017,74745,1055,5.1,2,96,4,1,8,1,21,47
21990.0,060,2018,26690,1055,4.9,2,32,369,1,5,1,40,41
12990.0,720,2017,48776,1057,5.4,12,105,49,1,12,1,42,36
14778.0,345,2020,16310,1055,4.9,2,379,41,1,5,1,17,37
29551.0,550,2020,18200,1055,6.0,6,91,224,2,8,1,62,127
16990.0,800,2015,82781,1057,5.0,6,230,93,2,4,1,62,12
16983.0,285,2016,39994,1055,6.9,6,72,113,2,10,1,62,103
21390.0,905,2018,40545,1056,4.3,13,304,177,1,8,2,40,47
23249.0,570,2014,119104,1056,5.6,2,132,514,2,2,2,73,42
17750.0,345,2018,36710,1055,4.6,12,335,191,1,8,2,39,2
19490.0,570,2014,93752,1057,5.4,2,87,487,1,5,1,45,31
25626.0,670,2017,84631,1057,4.8,12,11,230,2,8,2,80,37
13990.0,650,2018,27568,1055,6.5,4,220,99,1,8,1,43,100
22100.0,550,2017,110294,1056,5.8,6,92,300,2,8,2,76,21
12990.0,905,2014,104512,1058,5.4,10,164,93,1,10,1,46,65
9890.0,560,2015,39365,1055,4.1,12,378,8,2,5,1,7,12
24490.0,650,2019,60836,1056,5.8,3,171,182,2,8,1,81,101
10790.0,650,2018,79076,1057,5.8,7,47,74,1,5,1,20,39
14490.0,905,2013,73713,1056,6.8,12,138,93,1,2,1,70,27
23790.0,285,2018,44721,1057,9.0,12,200,113,2,8,1,76,43
18635.0,905,2017,38991,1055,5.3,6,238,93,1,4,1,46,14
20990.0,905,2018,18601,1055,5.1,11,163,93,2,5,1,46,21
13990.0,720,2018,46157,1055,5.1,1,96,4,1,8,1,21,69
11490.0,550,2017,69938,1055,4.7,12,5,103,1,5,1,11,68
10290.0,720,2017,54499,1055,5.7,10,105,41,1,12,1,10,20
24750.0,570,2017,44655,1057,5.5,11,71,467,1,4,1,84,69
27990.0,730,2016,97570,1056,4.9,12,140,257,2,8,2,80,44
14590.0,790,2016,39026,1055,4.9,6,205,52,2,5,1,35,12
27490.0,905,2018,27482,1055,6.3,12,163,278,2,5,1,119,79
12945.0,285,2017,50773,1055,4.3,10,145,13,1,5,1,46,102
14990.0,560,2016,33791,1056,4.1,2,378,6,2,5,1,21,5
18190.0,670,2019,4515,1055,4.1,6,6,56,2,8,1,51,15
17690.0,345,2018,65499,1055,6.3,2,335,138,1,8,1,52,39
23013.0,060,2017,98801,1058,4.4,6,36,272,2,4,2,87,7
17190.0,130,2016,85707,1055,4.5,2,9,333,1,10,2,62,36
14490.0,580,2017,15292,1055,4.6,2,210,584,1,5,1,30,3
18990.0,720,2019,41257,1057,6.1,6,191,67,1,8,1,55,43
40186.0,570,2016,85637,1055,6.6,2,342,630,2,10,2,71,19
9490.0,190,2016,39493,1055,4.4,6,74,34,1,5,1,5,45
33990.0,060,2019,85848,1057,7.5,6,253,398,2,8,1,87,39
29590.0,130,2016,41547,1058,5.5,6,15,411,2,5,1,121,7
12590.0,280,2017,53965,1057,4.2,2,19,3,1,2,1,32,46
16393.0,860,2019,64983,1055,4.0,12,370,114,2,12,5,29,28
15590.0,790,2017,49825,1055,4.7,2,176,30,1,12,1,39,38
14790.0,905,2018,77791,1055,3.7,6,243,177,1,5,2,24,36
6990.0,285,2012,97495,1055,5.7,4,145,58,1,5,1,15,15
18990.0,285,2018,47432,1055,6.1,10,146,113,2,4,1,82,12
22890.0,040,2016,91843,1056,5.9,3,158,280,2,5,1,94,2
9590.0,280,2013,57027,1055,4.8,10,20,3,1,10,1,32,99
11790.0,905,2015,117907,1055,3.9,2,163,177,1,4,2,35,12
29990.0,860,2018,45502,1056,4.9,2,260,316,2,8,5,92,20
16524.0,860,2013,75236,1055,5.7,2,260,291,1,8,2,62,89
16990.0,860,2016,98330,1057,3.9,6,60,197,2,4,5,28,10
22990.0,860,2019,89009,1055,3.7,11,110,246,2,4,5,79,86
19974.0,905,2019,21533,1055,5.1,3,303,30,1,8,1,40,41
19290.0,285,2019,17384,1055,5.1,6,146,13,1,4,1,46,43
7580.0,905,2014,51647,1055,4.5,12,388,8,1,12,1,2,9
13490.0,060,2014,85953,1055,5.3,10,32,88,1,5,1,45,52
18490.0,905,2016,79973,1055,6.4,12,317,93,1,8,1,62,92
15590.0,650,2018,30062,1057,3.5,6,57,143,1,4,2,53,45
19775.0,285,2018,104409,1056,8.7,2,200,243,2,8,1,118,8
31900.0,905,2018,67511,1058,7.3,6,54,278,4,5,1,131,85
14290.0,345,2019,28277,1055,5.1,6,380,28,1,12,1,28,36
18990.0,910,2019,30851,1055,5.9,10,338,260,1,5,1,45,87
24900.0,790,2021,11055,1055,5.1,6,205,125,1,4,1,51,60
28990.0,905,2018,99004,1058,5.7,6,317,272,2,8,2,87,25
17490.0,650,2017,31140,1055,5.3,2,113,41,2,8,1,35,24
14800.0,650,2016,64460,1055,5.4,4,57,84,2,5,1,62,38
20590.0,570,2017,35318,1057,5.6,6,62,452,1,10,1,45,30
14170.0,280,2018,44295,1056,3.8,2,19,3,2,2,1,18,5
16990.0,225,2016,87774,1055,3.8,4,257,129,1,8,2,35,22
11290.0,905,2014,86488,1055,5.1,3,243,52,1,5,1,21,49
13878.0,720,2015,36404,1055,5.6,11,96,49,2,8,1,43,14
27490.0,285,2017,94573,1055,7.0,2,329,268,2,10,2,73,2
19990.0,570,2015,95187,1057,4.6,6,132,511,2,4,2,53,22
15990.0,550,2013,115202,1055,6.6,6,92,224,2,8,1,70,2
17042.0,905,2019,14823,1055,4.4,12,243,30,1,5,1,24,124
19490.0,905,2014,108041,1056,5.9,12,317,272,2,8,2,77,19
29990.0,910,2019,22778,1057,4.5,6,339,238,2,4,2,87,96
15008.0,720,2017,31587,1055,5.9,6,191,49,1,8,1,50,23
21990.0,285,2018,33776,1058,6.3,12,200,113,1,8,1,62,119
21290.0,130,2017,78277,1055,4.1,2,14,377,2,4,2,87,108
21290.0,790,2017,31133,1058,5.8,2,205,202,2,4,1,80,57
13300.0,560,2018,30021,1056,4.1,10,378,8,2,5,1,7,37
13150.0,800,2017,72136,1055,4.4,12,144,30,1,4,1,35,44
13009.0,800,2017,103508,1055,3.8,12,144,87,2,12,2,21,45
29990.0,060,2016,110115,1056,5.3,12,41,359,2,4,2,129,38
10790.0,800,2018,55991,1055,4.8,6,144,18,1,5,1,2,12
14590.0,194,2018,30763,1055,6.2,12,131,48,1,8,1,46,29
8590.0,800,2014,95378,1055,5.2,13,144,52,1,12,1,18,26
10516.0,650,2018,71261,1055,5.2,12,111,74,1,12,1,21,30
22710.0,590,2020,14925,1055,7.1,6,135,117,2,8,1,71,3
21450.0,570,2013,17202,1057,5.7,2,87,489,2,5,1,66,19
18150.0,285,2016,81584,1056,5.2,2,200,268,1,8,2,80,106
17490.0,905,2016,77315,1058,5.6,12,243,202,2,5,1,88,21
17890.0,285,2019,12448,1055,5.6,6,145,13,2,5,1,28,39
16830.0,905,2017,54620,1055,4.1,12,163,177,1,4,2,39,30
16790.0,830,2015,47647,1057,5.3,10,349,138,1,8,1,43,36
25850.0,425,2019,50203,1057,6.8,6,387,178,1,3,1,98,47
50990.0,060,2020,39720,1055,6.8,2,43,418,2,3,1,119,101
14890.0,425,2018,44232,1056,5.9,2,241,41,2,12,1,18,10
25669.0,570,2014,20831,1056,6.4,2,281,600,2,7,1,84,54
16904.0,650,2017,63613,1055,6.4,6,220,84,2,8,1,64,42
22190.0,590,2017,46118,1056,7.0,2,135,117,2,8,1,71,34
25890.0,800,2020,4867,1055,4.8,6,230,125,1,4,1,62,22
13990.0,280,2019,19491,1057,5.3,6,17,41,1,12,1,6,47
8919.0,905,2016,47901,1055,4.5,2,388,8,1,12,1,2,18
12790.0,425,2016,117664,1055,3.9,2,387,144,1,5,2,53,67
11990.0,800,2016,27851,1055,4.6,6,144,52,1,5,1,21,59
7150.0,280,2012,69194,1055,4.2,12,236,3,1,5,1,18,78
15990.0,830,2014,50415,1057,7.1,6,185,59,1,8,1,18,32
21990.0,905,2016,109330,1055,5.4,2,323,93,2,10,1,62,36
27400.0,905,2020,29447,1057,6.6,9,94,93,1,10,1,51,55
28850.0,130,2018,74796,1056,6.4,2,357,648,2,8,1,111,98
17740.0,905,2017,56787,1055,6.0,12,243,202,1,12,1,88,36
16990.0,580,2017,29322,1055,4.6,3,210,502,1,5,1,53,92
18380.0,790,2017,84413,1057,4.5,6,205,272,2,4,2,62,12
23790.0,570,2018,98862,1055,4.6,6,87,614,2,4,2,53,57
14490.0,650,2016,35219,1055,5.4,10,57,84,1,5,1,46,73
21990.0,590,2018,30621,1055,7.1,10,135,117,2,8,1,71,25
26590.0,905,2017,76249,1056,4.8,12,317,272,2,8,2,62,21
19190.0,345,2018,46990,1055,6.3,3,335,138,1,8,1,52,50
15990.0,650,2020,38588,1055,4.2,3,111,41,1,5,1,29,36
23586.0,905,2018,22056,1055,5.4,3,304,124,2,8,1,62,14
28898.0,720,2021,16868,1055,1.5,2,96,150,2,8,5,68,51
22650.0,570,2013,108433,1056,7.0,6,156,563,2,8,2,98,35
19490.0,800,2017,35720,1055,5.2,6,230,93,1,4,1,62,44
21890.0,580,2016,33636,1057,6.2,3,106,504,2,4,1,88,27
15750.0,570,2017,97757,1055,4.7,6,102,209,1,10,2,35,32
24090.0,285,2018,73431,1057,7.6,6,221,243,2,4,1,116,10
25350.0,570,2018,35129,1057,5.0,2,71,465,2,5,1,66,45
27190.0,060,2021,13940,1055,4.8,12,32,369,2,12,1,35,61
18990.0,860,2019,30727,1057,3.6,12,370,114,2,12,5,29,83
21950.0,905,2018,45944,1055,5.5,11,323,52,1,10,1,35,16
13990.0,060,2014,104645,1055,4.9,6,34,51,1,5,1,35,24
30690.0,670,2019,51191,1058,4.7,6,22,230,2,4,2,79,59
26670.0,800,2018,85350,1055,7.1,12,196,93,2,8,1,62,45
14917.0,820,2016,97696,1055,5.4,2,369,240,1,8,2,60,42
24460.0,905,2018,43257,1055,5.4,13,323,93,2,10,1,62,5
16550.0,670,2016,72086,1057,4.2,3,12,230,2,4,2,80,13
15990.0,790,2016,104115,1057,4.1,4,205,272,1,4,2,62,7
15740.0,285,2017,18342,1055,6.4,4,63,181,2,10,1,32,46
15990.0,280,2018,37392,1055,6.0,2,21,99,1,8,1,55,38
23965.0,905,2017,69799,1055,6.3,12,163,278,2,5,1,111,60
18890.0,285,2020,8969,1055,4.6,11,145,13,1,5,1,46,80
24280.0,570,2017,98964,1057,4.3,2,71,473,2,4,2,73,17
18990.0,345,2019,11197,1055,5.7,6,198,28,1,8,1,43,80
7990.0,560,2014,78677,1055,4.3,12,378,8,2,2,1,7,7
23900.0,570,2016,89182,1057,4.2,12,87,616,2,4,2,77,112
30307.0,730,2017,98459,1056,6.4,7,125,267,2,8,2,116,6
35990.0,910,2017,22749,1056,7.4,6,341,264,2,4,1,141,54
14890.0,720,2016,80209,1057,5.6,10,96,49,2,8,1,42,60
13380.0,830,2016,25796,1055,3.9,3,177,42,1,5,1,21,20
43590.0,905,2017,34459,1055,6.6,12,308,272,2,10,2,98,16
9610.0,280,2015,61698,1055,5.1,10,17,41,1,12,1,7,48
16390.0,650,2019,3599,1055,4.7,6,57,8,1,5,1,32,46
18990.0,820,2013,88477,1055,6.5,1,147,224,2,8,1,62,29
12890.0,720,2017,38881,1055,5.4,6,213,49,1,5,1,28,44
18690.0,580,2018,38749,1056,4.6,11,210,502,2,5,1,53,49
15320.0,550,2018,98558,1055,5.9,12,90,224,1,8,1,43,34
14135.0,790,2014,90277,1057,4.1,12,205,272,1,4,2,62,36
29590.0,800,2019,36211,1055,6.3,2,230,278,2,4,1,119,27
29973.0,060,2016,109402,1058,5.3,12,255,272,2,8,2,87,41
8190.0,650,2014,105008,1055,6.1,10,214,99,1,10,1,43,10
15790.0,425,2014,113861,1056,7.2,12,296,232,2,8,2,84,29
7650.0,905,2013,28646,1055,4.7,10,388,8,1,5,1,11,88
23983.0,130,2015,104911,1056,5.3,12,15,409,2,3,2,123,3
20890.0,580,2016,72955,1056,6.0,6,93,504,1,2,1,88,4
21190.0,285,2017,70949,1058,5.2,3,200,268,2,8,2,62,40
12390.0,800,2018,49699,1055,4.3,12,144,30,1,5,1,24,81
15040.0,905,2014,92768,1058,5.1,6,163,93,2,4,1,45,17
17590.0,720,2018,67402,1055,5.5,4,213,67,2,4,1,55,26
8150.0,560,2014,44645,1055,4.2,12,378,8,2,5,1,7,23
25890.0,285,2017,99847,1056,5.5,12,157,269,2,10,2,101,40
20290.0,590,2019,30791,1057,7.2,11,135,117,2,8,1,71,32
15811.0,905,2015,53828,1056,6.1,2,67,52,2,5,1,32,18
16990.0,905,2015,93870,1058,4.1,6,238,272,1,4,2,62,94
24990.0,570,2015,102830,1058,5.7,12,87,618,2,4,1,101,15
12890.0,560,2016,11898,1055,4.1,10,378,8,2,12,1,7,4
18990.0,905,2018,20747,1055,4.8,13,163,124,1,5,1,50,2
15306.0,800,2020,167,1055,4.5,12,144,30,1,5,1,24,6
13690.0,285,2018,21551,1055,4.3,2,145,13,1,12,1,28,27
16990.0,800,2019,93468,1055,4.1,6,230,177,1,4,2,40,32
17240.0,130,2014,108336,1055,6.6,10,4,223,2,5,1,106,54
