company,cars_bought,type_buyer,frequency,recency,monetary,hp,age,mileage,sell_price,share_gear_type_1140_1141,share_gear_type_1139,share_gear_type_1138,share_fuel_type_1140,share_fuel_type_1139,share_fuel_type_other,profit_cluster
"KFZ-Meisterbetrieb Rexhäuser, Inh. Jürgen Rexhäuser",8,Small_buyer,3,6,9,154,2018,19030,21914,12,25,62,0,75,25,-750
Adam Paczuski,1,Small_buyer,1,4,2,88,2006,177509,2000,0,0,100,0,100,0,375
ZONKE ALEXANDRA ANTONIOS,1,Small_buyer,1,10,2,67,2015,116252,4179,0,0,100,0,100,0,375
JAP-GARAGE HUBERT SZCZUKIEWICZ,4,Small_buyer,2,6,4,129,2008,169747,2895,0,25,75,0,100,0,750
FHU Krystian Książek,3,Small_buyer,2,9,3,154,2005,238498,2003,0,0,100,33,66,0,375
SAS AGENCE ACL,1,Small_buyer,1,10,5,305,2010,87893,29219,0,0,100,0,100,0,1250
MB Delt,3,Small_buyer,2,5,2,135,2007,196676,1463,0,33,66,0,100,0,375
AUTO SERVICE RAIVAL ( Monsieur Julien VALLE ),14,Small_buyer,4,3,9,128,2010,103903,11143,21,0,78,14,85,0,750
AUTOS VISCAR SPAIN SL,1,Small_buyer,1,10,2,240,2007,250955,4750,0,0,100,100,0,0,750
KARVELAS PARASKEVAS DIONISIOS || GIOUPI TO KALYTERO PAICHNIDI,2,Small_buyer,1,8,4,95,2015,145774,7269,0,50,50,50,0,50,1250
Deko BV,1,Small_buyer,1,4,6,204,2020,4555,41870,0,100,0,0,0,100,1250
BOSSCAR Auto Prodej Servis s.r.o.,5,Small_buyer,3,1,5,122,2012,215417,6170,20,0,80,100,0,0,125
FIRMA HANDLOWO USŁUGOWA PRINKLO ŁUKASZ KOZAK,1,Small_buyer,1,10,2,177,2009,266394,4700,0,0,100,100,0,0,125
Albrecht Automotive GmbH,2,Small_buyer,1,8,8,315,2014,59616,40450,50,0,50,0,100,0,1500
"Berisha Autohandel, Inh. Sabit Berishaj",1,Small_buyer,1,9,1,100,2003,273687,540,0,0,100,100,0,0,-125
"Brückner Car Service, Inh. Dirk Brückner",1,Small_buyer,1,3,3,185,2010,42546,9285,0,100,0,0,100,0,375
Auto-Center-Havelhausen GbR,3,Small_buyer,2,6,4,160,2008,192600,4208,0,33,66,0,66,33,375
Van der Boon Auto's Alphen B.V.,23,Medium_buyer,6,4,10,107,2017,46248,13761,4,30,65,0,95,4,750
"Ledion Automobile, Inh. Deli Krasniqi",2,Small_buyer,1,10,5,132,2014,127352,12133,50,0,50,100,0,0,750
VILORA SRL,2,Small_buyer,1,10,2,115,2007,228723,1667,0,50,50,0,100,0,375
Autohaus Hochstuhl GmbH,4,Small_buyer,2,8,2,69,2003,84616,1038,0,25,75,0,100,0,375
WYDAWNICTWO CM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2,Small_buyer,1,6,1,106,1994,126558,377,0,0,100,0,100,0,125
FLY RENT CAR DI ANTONINO FIDUCIA,4,Small_buyer,2,7,5,95,2013,109505,6774,0,25,75,50,25,25,750
EMA FAITH TRADE CONCEPT SRL,1,Small_buyer,1,10,2,122,2010,148808,4659,0,0,100,0,100,0,750
Autoland AG,28,Medium_buyer,6,7,10,135,2017,44900,15765,10,39,50,35,60,3,375
BG AUTO Bożena Grabowska,1,Small_buyer,1,10,3,185,2013,213703,8762,0,0,100,100,0,0,750
EUROCARS BRNO s.r.o.,4,Small_buyer,2,7,5,150,2008,167334,5840,0,0,100,50,50,0,125
Van Veenhuisen holding B.V.,41,Medium_buyer,7,3,11,176,2017,54740,22699,73,4,21,0,100,0,1250
BLL AUTO,12,Small_buyer,4,3,7,100,2010,110708,5536,8,0,91,91,8,0,750
Goldmind OÜ,1,Small_buyer,1,10,4,250,2015,154888,17830,0,100,0,100,0,0,125
STAR-CARS s.r.o.,1,Small_buyer,1,4,3,170,2010,244116,5842,100,0,0,100,0,0,750
GARAGE BOURDEAU,1,Small_buyer,1,10,4,110,2018,40251,15909,0,0,100,0,100,0,375
GELB Stefan Ebert GmbH - Autorisierter Mercedes-Benz Servicepartner,36,Medium_buyer,7,7,11,100,2019,17555,21789,0,100,0,16,0,83,750
"Dohm Autocenter, Inh. Halil Ozkanca",22,Medium_buyer,6,2,8,131,2008,129772,4122,9,13,77,45,54,0,750
"MB ""Artvadis""",1,Small_buyer,1,10,4,220,2016,126394,15000,100,0,0,0,100,0,-1500
AC LUČIĆ D.O.O.,3,Small_buyer,2,7,6,155,2014,129760,15108,0,33,66,100,0,0,750
"Lipp Fahrzeughandel, Inh. Martin Lipp",4,Small_buyer,2,4,5,110,2013,170401,5496,0,0,100,50,50,0,375
AUTO TRADE CENTER INITIATIVES S.R.L.,10,Small_buyer,4,5,9,156,2013,185510,10050,50,40,10,90,10,0,750
Autohaus Link + Korn GmbH,13,Small_buyer,4,8,9,129,2018,38871,15434,38,7,53,7,92,0,750
ARTIAUTO,8,Small_buyer,3,1,9,258,2011,105240,17687,12,50,37,25,62,12,750
Bart van Aaken Auto's,14,Small_buyer,4,3,9,141,2018,63488,17660,0,28,71,7,85,7,750
BK AUTO SENS,50,Top_buyer,8,1,12,415,2014,83331,37482,36,60,4,0,100,0,1500
Rocar S.R.O.,2,Small_buyer,1,9,4,120,2014,180508,7921,0,0,100,50,50,0,375
BRIGA FILIPPO,1,Small_buyer,1,9,1,60,2008,244656,849,0,0,100,0,100,0,375
"Pawel Szachewicz Autohandel, Inh. Pawel Szachewicz",4,Small_buyer,2,3,6,172,2005,186465,9042,0,75,25,50,50,0,375
SARL Scap Peugeot Nogent,9,Small_buyer,3,7,9,141,2015,89318,13687,0,22,77,77,22,0,1250
CARSSVLC21 SL,3,Small_buyer,2,9,6,181,2016,89687,14954,0,0,100,66,33,0,-750
ΑK CAR MASTERS,1,Small_buyer,1,10,3,120,2015,128521,6595,0,0,100,100,0,0,750
Spes Automobile GmbH,1,Small_buyer,1,10,5,190,2016,88256,26557,0,100,0,100,0,0,1500
KFT Katarzyna Frąckiewicz,9,Small_buyer,3,8,4,104,2007,162417,1798,0,0,100,22,77,0,375
Fa Burkert-Mazur GbR,2,Small_buyer,1,10,5,115,2017,49946,14940,0,0,100,50,50,0,375
Autohaus Heinrich Gramling GmbH & Co.KG,36,Medium_buyer,7,1,11,127,2018,32974,25006,50,41,8,22,61,16,1250
AUTO ASA j.d.o.o.,5,Small_buyer,3,6,4,76,2009,151889,2251,0,0,100,20,80,0,375
AUTOMOBILI LOVISETTO DI LOVISETTO ADRIANO,3,Small_buyer,2,7,8,137,2018,37638,27043,33,0,66,100,0,0,1250
COSTINEL MANOLE,1,Small_buyer,1,10,2,90,2010,137446,4992,0,0,100,100,0,0,375
Trotsenko Andrii,6,Small_buyer,3,8,3,115,2006,238229,1590,16,50,33,16,83,0,375
Autobedrijf Gebroeders Vos Veghel B.V.,11,Small_buyer,4,2,10,323,2019,48069,42806,9,90,0,0,27,72,1500
Bartiverda Kft.,6,Small_buyer,3,7,5,110,2013,324179,5068,16,0,83,83,16,0,750
MV COCA REAL ESTATE SRL,2,Small_buyer,1,8,4,147,2012,174771,7228,50,50,0,100,0,0,750
GS AUTOMOBILES,17,Medium_buyer,5,3,9,193,2011,105168,12325,58,17,23,52,47,0,750
CAR MY FACE s.r.o.,9,Small_buyer,3,3,5,90,2007,170438,3007,22,0,77,33,66,0,375
SCS B.C.D SERVICES,2,Small_buyer,1,9,5,93,2017,33839,10555,0,0,100,0,100,0,750
Fdv Motors,1,Small_buyer,1,10,2,60,2009,35896,2377,0,0,100,0,100,0,125
Pirmas pasirinkimas MB,1,Small_buyer,1,10,3,177,2010,292520,5135,0,0,100,100,0,0,375
Auto A,1,Small_buyer,1,6,2,140,2012,193286,4797,0,0,100,100,0,0,375
CORIANDRI AUTO CONCEPT S.R.L.,2,Small_buyer,1,9,4,140,2011,183757,6507,0,50,50,100,0,0,750
SIA RZ Autoparks,8,Small_buyer,3,8,9,163,2012,149619,12658,12,50,37,87,12,0,750
"Fa.Müller, Inh. Michael Müller",41,Medium_buyer,7,1,9,109,2005,132851,2711,4,29,65,7,92,0,375
MVS Automotive,2,Small_buyer,1,6,4,147,2010,119523,6817,0,0,100,0,100,0,1250
CAP DVA,12,Small_buyer,4,6,9,206,2010,120064,13176,16,83,0,50,50,0,750
AUTO ENERGY d.o.o.,3,Small_buyer,2,6,5,143,2011,211273,6923,0,0,100,100,0,0,750
"Autohaus Bourset, Inh. Alexander Denda",3,Small_buyer,2,5,5,121,2009,51961,7764,0,100,0,0,100,0,750
STAUCAR Személy- és tehergépjármű Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,2,Small_buyer,1,7,2,107,2006,242816,959,0,0,100,100,0,0,125
YOHANWALTER SRL,1,Small_buyer,1,2,2,163,2011,259828,2461,0,0,100,100,0,0,750
"Aktas Automobile, Inh. Ozan Aktas",4,Small_buyer,2,9,5,191,2009,176913,7011,25,50,25,50,50,0,375
Firma Handlowo-Usługowa Milena Czublun,2,Small_buyer,1,10,2,140,2006,190439,2136,50,0,50,50,50,0,375
AUTO SYS IMPORT SRL,2,Small_buyer,1,4,4,105,2013,155420,5764,0,0,100,50,50,0,375
KAMI MARIUSZ POLITOWICZ,3,Small_buyer,2,6,4,102,2013,155309,6229,0,0,100,33,66,0,375
"Automobile Schwabhausen, Inh. Sezgin Gültekin",2,Small_buyer,1,10,2,142,2005,205299,1237,50,0,50,50,50,0,-375
Autohaus Frank UG,2,Small_buyer,1,10,3,132,2007,152463,3875,0,50,50,0,100,0,750
BIARRITZ MOTORS SPORT,4,Small_buyer,2,10,8,290,2006,99723,23593,25,25,50,0,100,0,1250
N.T.P. Autosallon ''Drini'',3,Small_buyer,2,8,4,116,2012,282567,5174,0,0,100,100,0,0,750
Kecső Autó Kft,18,Medium_buyer,5,6,6,103,2005,182083,2395,0,0,100,0,100,0,375
Andreas Zimmermann Kraftfahrzeughandelsgesellschaft mbH,113,Top_buyer,9,1,12,223,2013,73029,20974,7,49,42,30,64,4,750
AUTOCARROZZERIA MARSELLA E FIGLIO SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,1,Small_buyer,1,8,2,70,2012,156670,4081,0,0,100,0,100,0,750
mk event + promotion GmbH,1,Small_buyer,1,6,5,180,2016,77906,31611,0,100,0,100,0,0,-1500
GA TAXI,2,Small_buyer,1,10,2,130,2006,164521,773,0,0,100,100,0,0,375
AUTOMARKET DI/DES MUTSCHLECHNER ANTON,5,Small_buyer,3,8,9,146,2018,36949,25127,60,0,40,60,40,0,375
JGJ Góra Jan Góra,1,Small_buyer,1,9,2,140,2007,184267,3444,0,0,100,100,0,0,750
VIP-CARS Piotr Kobos,2,Small_buyer,1,10,4,177,2012,179197,8237,50,0,50,100,0,0,375
V8 AUTÓ KERESKEDELMI KFT,1,Small_buyer,1,10,3,147,2012,118172,7967,0,0,100,0,100,0,750
JIL CARS OOD,4,Small_buyer,2,6,5,164,2012,161910,7210,0,25,75,25,75,0,750
Deede Trans oü,1,Small_buyer,1,10,3,163,2013,132455,5302,100,0,0,100,0,0,375
Marcin Szymczyk MMCARS,1,Small_buyer,1,2,2,82,2011,49804,1850,0,0,100,0,100,0,375
GRZEGORZ PARULSKI,1,Small_buyer,1,9,3,135,2016,187931,6284,0,0,100,0,100,0,750
Armen Parvanyan,1,Small_buyer,1,9,2,190,2009,159363,4249,0,100,0,0,100,0,375
DOMANTAS KURAS,2,Small_buyer,1,8,3,178,2008,302846,3599,0,50,50,100,0,0,375
SZAFRAŃSKA-JĘDRUSIK AGNIESZKA FHU Oscar,12,Small_buyer,4,6,5,106,2007,182724,1765,0,0,100,41,58,0,375
V.O.F. Autobedrijf Struijk,1,Small_buyer,1,3,4,208,2017,83084,11844,0,0,100,0,100,0,750
SARL SAGA,1,Small_buyer,1,8,2,200,2005,200686,3083,0,0,100,0,100,0,750
AZ Transporte e.K,3,Small_buyer,2,4,5,220,2013,198810,10785,33,33,33,100,0,0,750
F.H.U. SYLWIA PODSIADŁO,3,Small_buyer,2,6,4,127,2011,264934,4547,0,0,100,33,66,0,125
LBS AUTOS,39,Medium_buyer,7,2,9,108,2006,67972,4478,35,64,0,2,97,0,750
RRTV - IMPORT AND EXPORT LDA,12,Small_buyer,4,9,8,153,2011,138426,7807,25,0,75,8,91,0,750
HORVAT AUTOMOBILI D.O.O.,10,Small_buyer,4,7,9,122,2017,93804,14909,0,0,100,100,0,0,750
FONDEMAR UNITED SL,2,Small_buyer,1,9,6,255,2014,91406,18073,0,0,100,0,100,0,1250
JAVIER RODRIGUEZ MESON,1,Small_buyer,1,9,4,150,2015,19002,19100,100,0,0,0,100,0,1250
SARLU MBmotorsport,1,Small_buyer,1,10,2,85,2011,192643,4415,0,0,100,0,100,0,750
F&C PIECES AUTOS,3,Small_buyer,2,10,3,79,2008,112927,1740,0,0,100,0,100,0,750
"Automobile Vila, Inh. Viorel Florea",1,Small_buyer,1,4,2,75,2003,224788,1017,0,0,100,0,100,0,375
"WEBER AUTO, Inh. Turhan Türkoglu",1,Small_buyer,1,9,2,218,2006,203084,3873,0,100,0,0,100,0,-375
Lukas Jäger,1,Small_buyer,1,10,4,110,2016,42286,15549,100,0,0,0,100,0,1250
LB AUTOS 33,5,Small_buyer,3,3,3,73,2005,95444,1505,0,0,100,0,100,0,750
"Auto Garden Speyer, Inh. Deniz Cuhadar",2,Small_buyer,1,5,4,163,2010,140384,8498,0,50,50,50,50,0,375
Van der Linden Motorcars,16,Medium_buyer,5,5,10,285,2012,128604,17232,31,56,12,0,100,0,1250
KHLIBOROB ANDRIY IHOROVYCH,1,Small_buyer,1,10,5,95,2019,19356,20745,0,100,0,0,0,100,750
IVAN GRINČUK I.V.,1,Small_buyer,1,3,2,135,2008,273967,2016,0,0,100,100,0,0,750
"CAR POINT, Inh. Yasin Gedikli",6,Small_buyer,3,6,7,143,2011,116923,9446,50,33,16,83,16,0,750
"BEST autoworks, Inh. Hüseyin Tamtürk",4,Small_buyer,2,6,5,162,2009,165224,7738,75,25,0,50,50,0,750
"SENOL ÖZ, Inh. Senol Öz",10,Small_buyer,4,4,6,134,2008,197020,3835,10,40,50,40,60,0,750
"Graf.A.A., Inh. Anatol Graf",8,Small_buyer,3,6,9,157,2012,155914,16394,0,87,12,75,12,12,1250
ROIASLAV TRANS SRL,8,Small_buyer,3,6,5,122,2009,269467,2657,25,0,75,62,37,0,750
NÓGRÁD CAR KERESKEDELMI ÉS SZOLGÁLTATÓ KFT,12,Small_buyer,4,3,5,93,2006,183772,1878,0,0,100,8,91,0,375
SARL KM AUTOS,5,Small_buyer,3,10,7,120,2013,89631,12025,20,20,60,0,100,0,750
"Autohaus Alliance e.K., Inh. Said Ayhan",1,Small_buyer,1,3,5,194,2018,53434,33494,0,100,0,100,0,0,1250
AUTO OASIS,19,Medium_buyer,5,7,8,141,2010,97168,5219,0,0,100,0,100,0,375
LUSSANA VINTAGE DREAM CARS DI LUSSANA ANDREA,1,Small_buyer,1,5,2,110,1998,220044,2650,0,0,100,0,100,0,1250
CarsLease s. r. o.,1,Small_buyer,1,6,4,135,2016,77819,19946,100,0,0,100,0,0,750
YCC AUTO RETAIL,19,Medium_buyer,5,2,8,121,2001,128789,4404,0,0,100,0,100,0,750
AUTO SZOPA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,4,Small_buyer,2,5,2,107,1996,146941,647,0,0,100,0,100,0,125
Cargo-Impex 2005 Kft,7,Small_buyer,3,7,5,121,2009,190672,3144,0,14,85,14,71,14,375
KAR S & BIKS (KA COMPANY),1,Small_buyer,1,9,6,367,2015,94195,43455,0,100,0,0,0,100,750
"D.S. Mobile, Inh. Dajana Schwebe",1,Small_buyer,1,10,2,5,2016,64640,1740,0,100,0,0,0,100,125
LIM TRANS 2020 LTD,1,Small_buyer,1,10,3,387,2009,267999,6350,0,100,0,0,100,0,375
ReTa Reinsch & Taschner GmbH,2,Small_buyer,1,9,5,96,2017,28648,16163,0,0,100,50,50,0,750
Gál Gergely E.V.,10,Small_buyer,4,7,7,108,2012,101874,5734,0,0,100,0,100,0,375
KUPNO I SPRZEDAŻ SAMOCHODÓW OSOBOWYCH ORAZ ICH NAPRAWA ADAM KLOS,1,Small_buyer,1,10,2,77,2009,188175,1300,0,0,100,0,100,0,375
Ludo Swaab,1,Small_buyer,1,8,2,65,2009,116125,1520,0,0,100,0,100,0,375
"Autovertrieb Mehmet Koc, Inh. Mehmet Koc",1,Small_buyer,1,6,3,110,2012,106865,8070,0,100,0,100,0,0,375
lead'auto57,22,Medium_buyer,6,2,7,140,2007,160302,2352,0,9,90,95,4,0,750
Autohaus Westa,1,Small_buyer,1,6,3,265,2010,254916,6988,0,100,0,100,0,0,750
GAZ-STOL KRYSTIAN KOCAJ,2,Small_buyer,1,6,4,145,2012,175404,7077,0,0,100,100,0,0,750
Jarys stavební s.r.o.,1,Small_buyer,1,10,2,75,2001,53186,1160,0,0,100,0,100,0,375
D.J. Gerritsen Auto's,13,Small_buyer,4,1,9,114,2013,83334,10026,0,30,69,0,84,15,1250
EURL FONT BLANCHE AUTOMOBILES ET SERVICES,2,Small_buyer,1,10,4,90,2017,36765,9698,0,0,100,0,100,0,750
"Siggi's Autoservice, Inh. Sigurim Dzemaili",2,Small_buyer,1,10,4,147,2009,161671,5372,50,50,0,100,0,0,125
Groene Boom Auto's,3,Small_buyer,2,9,4,68,2013,125916,4561,0,0,100,33,66,0,750
"Car Galerie Braunschweig, Inh. Tugba Kaya",1,Small_buyer,1,10,5,240,2017,62093,31511,100,0,0,100,0,0,1500
BH CAR Saint-Étienne,1,Small_buyer,1,1,4,230,2015,81772,19838,100,0,0,0,100,0,1500
TB AUTO,7,Small_buyer,3,4,7,105,2014,45945,7592,14,14,71,0,100,0,750
Autohaus Tiefert GmbH,1,Small_buyer,1,10,3,72,2018,9817,9400,0,0,100,0,100,0,375
NB CARS s.r.o.,8,Small_buyer,3,6,9,171,2015,130934,16189,25,75,0,100,0,0,375
HRECHKA DMYTRO HRYHOROVYCH,3,Small_buyer,2,2,3,101,2008,156305,2263,0,0,100,33,66,0,750
Autofix.hu Kft.,4,Small_buyer,2,5,2,106,2004,216824,795,0,0,100,25,75,0,125
Bm auto,2,Small_buyer,1,9,2,143,2007,249556,1940,0,0,100,100,0,0,375
KUBA CARS JAKUB KARDAS,4,Small_buyer,2,6,4,140,2011,159785,3551,0,0,100,0,100,0,750
Anti Rust Holbæk ApS,7,Small_buyer,3,10,10,290,2020,17479,50128,0,100,0,0,0,100,1500
CC OPERATIONAL CONCEPT S.R.L.,2,Small_buyer,1,1,5,155,2014,151706,13843,50,50,0,50,50,0,750
IDEAL CARS,2,Small_buyer,1,8,8,375,2019,15878,41784,50,50,0,0,100,0,1500
Autopark Fink UG,8,Small_buyer,3,9,5,88,2008,75259,3477,0,12,87,0,100,0,750
"me automobile, Inh. Muhammet Eroglu",1,Small_buyer,1,6,2,110,2009,170268,1567,0,0,100,100,0,0,125
Sticlanssons Bil AB,1,Small_buyer,1,10,2,175,2007,137005,4039,0,100,0,0,100,0,375
MR trading OÜ,2,Small_buyer,1,10,5,285,2013,233824,12448,0,100,0,100,0,0,-750
B2 PLAN D.O.O.,3,Small_buyer,2,5,5,153,2013,159271,6717,0,0,100,33,66,0,375
AML - Automobile Lucka GmbH,5,Small_buyer,3,4,7,171,2012,62007,14366,40,40,20,20,80,0,-1500
SAVIAN CAR S.R.L.,1,Small_buyer,1,6,3,70,2018,20469,6260,100,0,0,0,100,0,750
AUTOCABANITAS LDA,6,Small_buyer,3,10,7,85,2016,62444,10498,0,0,100,0,100,0,375
Autohaus Weil GmbH,1,Small_buyer,1,10,4,65,2020,3193,13687,0,0,100,0,100,0,1250
AUTOKLASS CENTER SRL,8,Small_buyer,3,8,9,160,2019,45048,29579,25,75,0,25,37,37,1250
Elektro Obad d.o.o.,8,Small_buyer,3,3,6,113,2011,139420,5058,0,0,100,50,50,0,375
SARL ELSASS'AUTO,31,Medium_buyer,7,6,9,89,2011,90073,4843,0,0,100,0,100,0,750
JORGE PIRES AUTOMOVEIS SOCIEDADE UNIPESSOAL LDA,7,Small_buyer,3,7,7,95,2016,68743,9706,14,0,85,28,71,0,750
TINIAKOS EYSTRATIOS PANAG,14,Small_buyer,4,4,7,97,2013,144867,4806,7,7,85,28,71,0,375
SOLOVANIUK SERHII,25,Medium_buyer,6,5,5,108,2005,214677,1233,0,4,96,4,96,0,375
EUROAUTOMOVILES F MORENO SL,4,Small_buyer,2,10,7,156,2015,89440,17127,25,0,75,100,0,0,375
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE KANECO GRZEGORZ DOBIEGA,2,Small_buyer,1,8,2,87,2008,96656,1546,0,0,100,0,100,0,375
Arne Poulsen Automobiler A/S,2,Small_buyer,1,10,7,261,2016,128862,30369,0,100,0,100,0,0,1500
GEDEON 72. KERESKEDELMI ÉS SZOLGÁLTATÓ BETÉTI TÁRSASÁG,1,Small_buyer,1,10,4,69,2020,20975,17444,0,100,0,0,0,100,1250
"J&M DISTRIBUTION, sro",1,Small_buyer,1,6,6,286,2018,82098,40272,0,100,0,100,0,0,1500
HARY CAR AUTÓKERESKEDELMI KFT,3,Small_buyer,2,9,2,140,2006,280990,1024,0,33,66,66,33,0,-375
AUTO SERWIS ADAM NITKA,5,Small_buyer,3,10,2,74,2003,160878,657,0,0,100,0,100,0,125
"Auto Rainman, Inh. Pawel Turala",1,Small_buyer,1,10,2,75,2003,41923,2250,0,0,100,0,100,0,375
"TOMS TOP CARS, Fruhwirth Thomas",3,Small_buyer,2,9,8,165,2018,42973,26542,33,33,33,100,0,0,1250
BESTKAR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,13,Small_buyer,4,6,6,120,2008,206211,3047,15,0,84,38,61,0,375
"Heinz Setzer e.K., Inh Heinz Setzer",1,Small_buyer,1,10,3,185,2008,251469,6300,0,100,0,100,0,0,375
TOBESCU ALEXANDRA PERSOANĂ FIZICĂ AUTORIZATĂ,29,Medium_buyer,6,2,8,114,2010,207791,3348,20,3,75,44,55,0,375
Autohaus Wagner GmbH,9,Small_buyer,3,1,9,174,2018,39789,22146,33,22,44,11,77,11,750
Autohaus Hösch GmbH,1,Small_buyer,1,10,5,150,2021,19945,27700,0,0,100,100,0,0,125
SRB Autó Mobile Kft.,4,Small_buyer,2,10,3,87,2006,92550,1911,25,25,50,0,100,0,375
BSH AUTO,6,Small_buyer,3,7,7,193,2011,112757,10349,16,16,66,0,100,0,750
ELI-D-CARS LTD,256,Top_buyer,9,1,12,107,2014,102023,8438,10,6,82,22,76,1,750
Soudure & Reparation Bruno,27,Medium_buyer,6,6,10,134,2011,75813,10056,18,7,74,18,81,0,375
FrankAuto s.r.o.,1,Small_buyer,1,9,3,140,2012,141399,9363,0,0,100,100,0,0,1250
EMILIEN-ALEXANDRE COTIN (Es. Courtage Auto),1,Small_buyer,1,10,1,60,1999,111014,241,0,0,100,0,100,0,125
HAK-TRANS IZABELA POKORA-MKRTCHYAN,1,Small_buyer,1,9,3,170,2012,207854,5043,0,0,100,0,100,0,-375
"Formula Italia, Inh. Isidoro Badalamenti",3,Small_buyer,2,7,3,90,2010,201961,2036,0,0,100,66,33,0,375
Hommert Auto Zentrum GmbH,2,Small_buyer,1,9,5,137,2017,43081,15285,0,0,100,0,100,0,125
ODI MEGA TRANS S.R.L.,2,Small_buyer,1,9,3,155,2009,347373,3797,0,0,100,100,0,0,750
"MB-Cartec, Inh. Max Bürkel",1,Small_buyer,1,6,1,105,2000,211439,661,0,0,100,0,100,0,125
ALLSTARCARS GROUP OÜ,1,Small_buyer,1,9,6,218,2021,17982,38000,100,0,0,0,0,100,1250
"DailyDriver, Inh. Jesper Christiansen",10,Small_buyer,4,6,5,138,2005,160236,2725,20,80,0,0,100,0,375
Kuzhda Petro Individual entrepreneur,2,Small_buyer,1,10,2,135,2005,209153,2166,0,0,100,50,50,0,750
AGE SERVICES,4,Small_buyer,2,2,3,127,2002,155271,1332,0,50,50,0,100,0,375
"SATELSEC, s.r.o.",1,Small_buyer,1,9,4,155,2017,77280,16324,0,100,0,0,100,0,1250
AUTO-EKSPERT MIROSŁAW GŁÓWKA,4,Small_buyer,2,4,2,97,2008,220833,1195,0,0,100,0,100,0,125
FLEASING ApS,5,Small_buyer,3,4,10,304,2017,73786,50894,40,60,0,60,40,0,1500
"AUTO KOMIS ""DUET"" AUTO - HANDEL - Jacek Kurzawa",2,Small_buyer,1,8,2,75,2010,157956,1642,0,0,100,0,100,0,375
AVTO ZALA ZINAID MAJETIĆ,19,Medium_buyer,5,7,9,157,2013,241214,8819,21,36,42,100,0,0,750
Autohaus Teichmann GmbH,1,Small_buyer,1,8,3,125,2015,57520,8654,0,0,100,0,100,0,375
CARS CENTER CONCEPT S.R.L.,2,Small_buyer,1,9,4,241,2012,177872,9777,50,50,0,100,0,0,375
AUTOEUROPE.MPF S.R.L.,1,Small_buyer,1,8,3,205,2010,271252,7559,0,100,0,100,0,0,375
SASU JCD AUTOS PRESTIGE,2,Small_buyer,1,10,7,332,2014,76552,35742,100,0,0,0,100,0,1500
Romaniuk-Auto Radosław Romaniuk,3,Small_buyer,2,10,2,172,1999,282275,1413,0,66,33,0,100,0,375
CLIC AUTOS,1,Small_buyer,1,8,4,131,2018,79711,18144,0,100,0,100,0,0,-1500
VALCORA AUTO RULATE S.R.L.,1,Small_buyer,1,9,3,110,2015,226973,6866,0,0,100,100,0,0,1250
AUTO DIMILTA S.R.L.,1,Small_buyer,1,7,1,60,2004,71147,996,0,0,100,0,100,0,375
"UAB ""RIČYTA""",5,Small_buyer,3,8,7,198,2013,321913,10758,40,60,0,100,0,0,750
Mattis Motors GmbH,26,Medium_buyer,6,8,10,75,2018,24450,12157,50,0,50,7,92,0,750
Tmi Aaponauto,46,Medium_buyer,8,9,9,153,2005,171504,2979,2,26,71,15,76,8,375
V.O.F. HUBLO,2,Small_buyer,1,5,4,240,2011,161543,9441,50,0,50,0,100,0,125
DAVID AUTOS ASPE SL,2,Small_buyer,1,9,3,90,2010,212994,4180,0,0,100,100,0,0,375
BV AZR AMBITION,4,Small_buyer,2,6,4,91,2008,135768,3866,0,0,100,0,100,0,750
DRIVE & GO AUTO S.R.L.,15,Medium_buyer,5,7,9,159,2012,168987,9665,13,46,40,86,13,0,750
PEDRO ESPERANCINHA SOCIEDADE UNIPESSOAL LDA,6,Small_buyer,3,8,9,99,2018,14568,20559,0,66,33,16,33,50,375
Auto Weller GmbH & Co.KG Bielefeld,1,Small_buyer,1,10,6,262,2017,76029,39704,0,100,0,0,0,100,1250
Tc Automobiles,10,Small_buyer,4,3,9,204,2018,90792,23193,30,50,20,80,20,0,750
ŚNIEŻKA 1 RADMAR MARIUSZ RADECKI,53,Top_buyer,8,1,9,108,2007,183851,2856,0,11,88,7,86,5,375
"Thomas Josef Budden Kfz-Handel, Inh. Thomas Budden",4,Small_buyer,2,6,5,65,2014,43940,7276,75,25,0,25,75,0,750
"Ehm Automobile, Inh. Hubertus Ehm",2,Small_buyer,1,8,4,102,2014,124292,9923,0,0,100,100,0,0,750
NIC SECURITY ZONE,1,Small_buyer,1,5,2,90,2014,155536,3622,0,0,100,0,100,0,375
"Mey-Automobile, Inh. Kemal Üzümcü",1,Small_buyer,1,10,3,105,2011,102871,5900,100,0,0,0,100,0,750
VIÁR HOLDING KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,1,Small_buyer,1,8,2,120,2010,207370,4306,0,0,100,100,0,0,750
Simon Autohaus GmbH,2,Small_buyer,1,9,8,163,2020,27996,40949,0,50,50,100,0,0,1500
