op_id,country,success,time_to_close,views,impressions
OP02346499,IT,1,25,2,0
OP02379970,DE,1,6,3,0
OP02282771,FR,0,38,2,0
OP02366341,BE,0,75,1,0
OP02430885,DE,0,25,3,0
OP02281623,ES,0,330,3,4
OP02351025,PL,0,123,11,7
OP02383396,DE,0,38,2,2
OP02270660,BE,1,4,2,0
OP02286150,IT,0,315,7,2
OP02348954,IT,0,30,7,15
OP02407305,ES,0,321,2,0
OP02429553,DE,0,53,4,0
OP02444183,DE,1,95,4,0
OP02353528,DE,0,23,5,0
OP02395816,DE,1,136,13,9
OP02319797,ES,0,233,3,0
OP02371294,DE,0,213,5,4
OP02435634,IT,0,212,1,0
OP02438095,FR,0,6,1,0
OP02278627,BE,0,24,3,0
OP02362665,FR,0,101,1,0
OP02307765,IT,0,329,6,0
OP02325891,SE,0,22,1,0
OP02350133,PL,0,99,1,5
OP02302041,IT,0,370,5,1
OP02302522,IT,0,174,10,2
OP02413075,DE,0,33,3,6
OP02361763,DE,0,505,1,0
OP02272206,ES,0,70,1,0
OP02419731,DE,0,125,11,2
OP02390526,DE,0,95,9,5
OP02285355,AT,0,49,2,0
OP02323070,FR,0,57,1,1
OP02396342,DE,0,52,2,0
OP02363260,IT,0,167,1,1
OP02288943,SE,0,187,9,0
OP02300514,IT,1,45,9,0
OP02315411,DE,0,65,9,16
OP02281562,ES,0,402,1,0
OP02303994,IT,0,238,10,4
OP02312335,ES,0,267,3,1
OP02387402,DE,1,118,28,8
OP02379331,ES,0,21,1,1
OP02266893,DE,0,125,3,0
OP02472989,ES,1,28,1,0
OP02278505,FR,1,26,2,0
OP02473106,ES,0,51,4,2
OP02414122,DE,0,140,5,27
OP02320747,DE,0,141,3,9
OP02325444,DE,1,66,11,0
OP02380311,AT,0,26,1,0
OP02347606,IT,0,142,2,1
OP02440107,PL,1,187,6,2
OP02403986,IT,0,387,3,2
OP02373878,DE,0,18,2,0
OP02407395,DE,0,311,1,5
OP02454500,IT,0,26,1,0
OP02446872,DE,0,124,2,0
OP02436262,ES,0,217,5,1
OP02309516,DE,1,457,60,7
OP02286843,DE,0,29,6,0
OP02299908,ES,0,690,2,0
OP02391270,SE,0,96,2,1
OP02365105,DE,0,72,6,0
OP02457158,FR,1,39,3,2
OP02328946,PL,1,25,2,0
OP02411760,NL,1,32,8,2
OP02349998,IT,0,100,6,6
OP02421119,ES,0,96,1,0
OP02327926,FR,0,174,1,1
OP02287076,IT,0,633,2,0
OP02276804,ES,1,45,3,0
OP02268967,IT,0,328,1,0
OP02432472,FR,0,0,2,0
OP02335067,ES,0,97,16,11
OP02401598,IT,0,239,3,1
OP02277980,DE,0,76,6,0
OP02285901,DE,0,122,3,0
OP02326585,AT,0,97,1,0
OP02369511,DE,0,106,2,0
OP02292038,DE,1,93,10,0
OP02433768,DE,0,73,2,1
OP02366287,FR,0,71,3,10
OP02398588,DE,1,97,1,1
OP02388449,FR,0,172,4,7
OP02392704,IT,0,100,1,1
OP02305149,DE,0,54,6,0
OP02348496,ES,1,46,2,0
OP02324159,ES,1,24,1,0
OP02358973,DE,1,46,6,2
OP02338703,IT,0,111,3,2
OP02350992,DE,0,189,4,5
OP02388354,NL,0,124,2,0
OP02437620,BE,1,43,2,1
OP02461130,DE,1,39,1,0
OP02448520,DE,0,72,2,5
OP02320267,FR,0,49,5,6
OP02349192,IT,0,1,1,0
OP02341431,ES,1,26,7,4
OP02300730,ES,0,64,1,0
OP02278102,DE,0,79,1,0
OP02387850,DE,0,161,6,3
OP02304886,FR,1,16,1,0
OP02438780,DE,1,119,25,1
OP02422496,ES,0,67,2,4
OP02284938,IT,0,452,2,0
OP02374258,IT,0,215,1,0
OP02290882,PL,1,71,1,0
OP02386621,DE,0,186,1,3
OP02385440,FR,1,29,3,2
OP02281904,IT,0,320,1,0
OP02362299,ES,0,462,5,0
OP02367091,DE,1,3,1,0
OP02405674,IT,0,258,5,8
OP02367503,IT,0,117,3,0
OP02423441,NL,0,53,1,3
OP02467536,IT,0,48,13,5
OP02269887,IT,0,151,5,0
OP02438896,IT,1,51,8,5
OP02269474,IT,0,301,16,0
OP02337930,DE,0,95,14,1
OP02349832,NL,1,242,10,3
OP02335634,IT,0,5,2,1
OP02334202,DE,0,17,1,0
OP02357760,DE,0,53,1,0
OP02279807,DE,0,28,3,0
OP02424286,ES,0,77,3,0
OP02387925,DE,0,146,6,1
OP02448090,NL,0,6,6,1
OP02414131,IT,1,4,1,0
OP02428873,PL,0,21,3,3
OP02268183,IT,0,264,4,0
OP02307943,IT,1,118,15,0
OP02360094,IT,0,47,1,2
OP02374156,IT,0,117,2,1
OP02296314,ES,0,175,3,0
OP02459205,IT,0,54,3,3
OP02359816,PL,1,25,1,0
OP02275869,IT,0,221,4,0
OP02283446,DE,0,125,2,0
OP02270262,IT,0,98,1,0
OP02385604,DE,0,45,2,5
OP02337886,FR,0,0,1,2
OP02351411,DE,1,3,1,0
OP02399406,ES,0,245,79,4
OP02305452,FR,1,51,3,0
OP02287770,IT,0,197,2,0
OP02385880,ES,1,8,2,0
OP02372456,IT,0,146,6,1
OP02329301,BE,0,21,1,2
OP02416319,ES,1,39,2,0
OP02346857,DE,1,26,6,1
OP02383898,DE,0,145,16,1
OP02401136,IT,0,41,1,0
OP02330073,ES,1,185,3,4
OP02430436,ES,0,226,7,2
OP02365022,FR,0,124,4,0
OP02384662,DE,0,20,4,1
OP02435641,FR,1,48,6,0
OP02445514,DE,0,75,2,2
OP02298384,FR,0,4,1,0
OP02311392,PL,1,125,2,0
OP02441570,DE,1,64,1,1
OP02418673,ES,0,143,3,0
OP02409817,FR,1,42,3,2
OP02344446,DE,1,46,1,0
OP02307181,ES,0,120,5,1
OP02401242,NL,0,5,4,0
OP02372157,AT,0,38,2,2
OP02392285,DE,0,73,2,4
OP02351357,DE,0,73,6,6
OP02345018,BE,0,191,2,0
OP02336337,PL,0,195,2,6
OP02279095,IT,0,56,1,0
OP02299573,DE,0,189,2,0
OP02269060,SE,1,17,1,0
OP02456980,IT,0,48,1,0
OP02378669,IT,0,70,4,2
OP02424845,FR,1,53,1,0
OP02278437,BE,0,148,5,0
OP02274928,DE,1,172,17,0
OP02322529,NL,0,51,3,2
OP02271418,DE,1,18,2,0
OP02331316,DE,0,200,20,1
OP02310980,DE,1,4,1,0
OP02300166,SE,0,16,1,0
OP02413984,ES,1,7,2,0
OP02311215,ES,1,83,1,2
OP02294016,PL,0,566,3,31
OP02441061,BE,0,14,9,2
OP02338719,DE,0,77,3,3
OP02325956,ES,0,216,7,3
OP02386899,DE,0,112,3,1
OP02450303,DE,0,21,1,2
OP02333365,PL,0,47,3,4
OP02478049,FR,1,18,3,0
OP02295350,DE,0,29,1,0
OP02378451,IT,1,20,1,0
OP02383879,ES,1,18,9,1
OP02395995,NL,0,140,1,1
OP02402606,BE,0,66,3,1
OP02284672,ES,1,20,2,0
OP02281827,DE,1,62,19,0
OP02313709,IT,0,194,5,3
OP02364142,IT,0,263,17,16
OP02356927,ES,1,17,2,0
OP02466289,DE,0,98,4,5
OP02266891,AT,1,2,3,0
OP02384018,IT,0,101,2,0
OP02455059,PL,1,3,1,0
OP02277199,DE,0,96,2,0
OP02370763,IT,0,68,1,0
OP02430377,ES,0,247,7,3
OP02430447,IT,0,7,2,1
OP02407938,FR,0,104,4,7
OP02341338,IT,0,119,1,2
OP02292551,DE,1,91,3,0
OP02348242,DE,1,39,1,2
OP02320515,DE,0,340,6,1
OP02416421,DE,0,99,5,3
OP02399717,BE,0,50,8,1
OP02426074,DE,0,105,4,2
OP02303465,DE,0,77,4,0
OP02451628,IT,0,56,2,1
OP02460399,DE,1,18,4,0
OP02423865,FR,0,9,1,0
OP02452854,DE,0,174,2,0
OP02367233,IT,0,27,7,2
OP02352182,DE,0,69,3,0
OP02445229,FR,0,74,2,1
OP02335640,BE,0,118,8,10
OP02435694,DE,0,22,3,4
OP02372038,DE,0,83,8,5
OP02453439,DE,1,42,2,0
OP02441861,DE,1,4,3,0
OP02293390,IT,0,292,1,0
OP02298801,DE,1,71,53,0
OP02352622,DE,0,201,104,0
OP02310709,ES,0,123,1,1
OP02384634,DE,0,216,3,0
OP02341386,DE,1,73,6,0
OP02336271,ES,0,177,3,2
OP02280265,DE,0,162,2,0
OP02277243,FR,1,43,1,0
OP02273766,ES,1,217,1,0
OP02434055,FR,0,3,1,1
OP02348608,DE,0,196,1,1
OP02355042,FR,0,4,1,0
OP02324875,IT,0,92,4,4
OP02362801,ES,0,28,3,0
OP02370747,NL,0,117,5,1
OP02275375,BE,0,18,1,0
OP02294999,IT,0,221,3,1
OP02374976,NL,0,170,5,0
OP02403072,DE,0,75,4,6
OP02266651,DE,1,482,4,0
OP02392641,BE,0,74,1,0
OP02457660,DE,1,62,2,5
OP02293145,IT,0,74,3,0
OP02294871,SE,0,31,3,0
OP02310122,BE,0,116,6,2
OP02338963,FR,0,104,10,3
OP02274635,DE,0,72,4,0
OP02447085,IT,0,172,1,2
OP02461931,DE,0,26,1,0
OP02308084,BE,1,1,1,0
OP02334311,BE,0,18,1,1
OP02456601,IT,0,24,1,0
OP02461525,FR,0,52,3,0
OP02476092,IT,1,26,2,0
OP02392590,DE,0,8,9,0
OP02454836,IT,0,24,1,5
OP02344744,PL,1,50,1,1
OP02315456,DE,0,92,1,0
OP02411391,BE,1,152,4,0
OP02433999,AT,0,168,3,2
OP02339501,DE,0,144,1,3
OP02333661,DE,1,184,34,26
OP02294756,ES,0,342,25,0
OP02389073,DE,0,102,4,1
OP02336933,FR,0,28,4,0
OP02270430,IT,0,269,17,0
OP02338348,FR,0,41,1,0
OP02395134,SE,1,118,7,4
OP02378620,DE,0,40,1,1
OP02343110,IT,0,2,1,0
OP02336189,NL,0,121,2,0
OP02453577,FR,1,171,24,8
OP02322792,FR,1,28,6,6
OP02433590,FR,0,6,1,0
OP02426529,DE,0,171,4,8
OP02426554,DE,0,19,2,1
OP02449771,IT,1,7,6,0
OP02321722,FR,0,57,1,2
OP02422329,PL,0,312,2,3
OP02277879,AT,0,8,2,0
OP02347799,FR,0,156,1,3
OP02387854,ES,1,37,17,4
OP02291659,NL,0,270,3,0
OP02437444,DE,0,152,13,2
OP02428989,IT,0,119,12,5
OP02364922,SE,0,73,3,4
OP02297045,FR,0,79,3,0
OP02388555,ES,0,338,2,3
OP02381269,ES,0,147,5,6
OP02428016,DE,0,20,6,2
OP02268314,SE,0,20,1,0
OP02463277,FR,0,25,4,7
OP02269533,FR,1,20,4,0
OP02433118,DE,1,86,2,4
OP02327826,SE,1,73,2,0
OP02384900,ES,1,25,1,0
OP02279303,IT,0,190,9,0
OP02328624,IT,0,69,4,17
OP02423066,DE,0,65,1,0
OP02449323,DE,0,51,11,4
OP02293406,NL,0,51,1,0
OP02470370,DE,0,73,3,1
OP02267893,ES,0,4,4,0
OP02268744,IT,0,428,3,0
OP02389497,FR,0,4,1,7
OP02464107,BE,0,16,1,1
OP02274838,BE,0,18,7,0
OP02404216,IT,0,52,1,3
OP02369239,DE,0,385,5,4
OP02348959,DE,0,167,29,4
OP02452734,DE,1,24,4,2
OP02445673,IT,0,197,6,2
OP02429414,ES,0,248,4,5
OP02283114,DE,0,124,1,0
OP02402317,DE,0,71,1,0
OP02364189,ES,0,643,3,0
OP02284575,IT,1,3,6,0
OP02406284,IT,0,24,2,0
OP02451891,ES,1,109,19,0
OP02384149,AT,0,128,27,2
OP02400439,DE,1,37,1,0
OP02394485,DE,0,70,17,6
OP02342514,BE,0,107,1,0
OP02446252,DE,1,8,2,1
OP02413765,ES,1,75,2,0
OP02281485,IT,0,329,5,0
OP02270479,IT,0,23,1,0
OP02389783,DE,0,47,3,0
OP02418036,IT,1,3,2,0
OP02322493,DE,0,46,2,0
OP02347684,ES,0,173,11,4
OP02361907,IT,0,29,1,0
OP02357296,FR,0,7,2,2
OP02298649,IT,0,195,3,0
OP02347956,ES,0,224,3,0
OP02379891,DE,0,177,1,1
OP02373120,DE,0,73,5,0
OP02426652,PL,0,62,3,2
OP02465034,DE,1,38,8,2
OP02460972,IT,1,16,1,1
OP02334917,ES,0,155,1,3
OP02364789,ES,0,141,2,1
OP02269635,PL,0,306,15,0
OP02316838,FR,0,272,8,2
OP02394832,DE,1,69,10,0
OP02292422,IT,0,308,2,0
OP02424681,ES,0,100,1,0
OP02396585,DE,0,49,6,3
OP02423488,DE,0,139,5,4
OP02322657,DE,1,27,4,0
OP02298254,FR,0,78,1,0
OP02440815,NL,1,41,12,1
OP02426384,ES,0,141,2,0
OP02315980,IT,1,38,1,0
OP02275705,PL,0,419,1,0
OP02420508,SE,0,99,3,2
OP02423170,DE,0,121,9,5
OP02387851,DE,0,141,4,1
OP02353544,NL,1,49,17,1
OP02437945,DE,0,128,4,5
OP02383612,PL,0,38,2,0
OP02385904,DE,0,165,1,0
OP02387944,DE,0,128,3,1
OP02392939,FR,0,296,2,1
OP02375522,DE,0,72,2,0
OP02405632,DE,1,21,1,0
OP02309653,SE,0,28,2,0
OP02422910,DE,1,89,9,0
OP02444296,DE,0,21,4,5
OP02398471,IT,0,121,1,2
OP02352245,IT,0,57,7,20
OP02343090,AT,1,46,1,3
OP02347711,FR,0,8,1,3
OP02414660,ES,0,167,2,0
OP02269605,PL,0,111,1,0
OP02301967,BE,1,6,3,0
OP02390139,DE,0,125,1,0
OP02404606,BE,0,20,1,0
OP02290829,DE,0,146,2,0
OP02337921,ES,1,52,2,0
OP02265269,BE,0,105,1,0
OP02292737,DE,0,129,2,0
OP02388936,BE,0,99,9,4
OP02358479,FR,0,4,1,1
OP02325310,DE,0,166,3,2
OP02347451,DE,0,24,8,2
OP02386688,IT,0,143,1,0
OP02427207,IT,0,75,1,0
OP02395664,ES,0,403,9,1
OP02431765,DE,1,46,7,1
OP02300714,DE,0,38,1,0
OP02269838,DE,0,122,1,0
OP02304325,FR,0,136,2,0
OP02324466,ES,1,127,4,1
OP02269892,FR,1,120,5,0
OP02366255,ES,0,6,4,0
OP02347597,ES,0,31,2,4
OP02315062,ES,0,320,1,0
OP02355988,DE,0,138,2,0
OP02327712,PL,1,16,1,0
OP02374261,IT,0,184,4,1
OP02416006,DE,0,28,2,1
OP02334427,SE,0,63,1,0
OP02421421,ES,0,2,2,3
OP02407574,FR,0,71,2,0
OP02423072,ES,1,46,3,0
OP02472587,FR,0,8,6,2
OP02394841,NL,1,234,4,5
OP02463098,PL,1,27,3,1
OP02342509,DE,0,104,2,2
OP02473434,IT,1,53,1,0
OP02434679,DE,1,47,4,0
OP02453225,DE,0,50,1,0
OP02395799,DE,1,142,5,4
OP02460992,ES,0,91,1,1
OP02332950,NL,0,123,2,0
OP02373629,DE,0,385,7,3
OP02424554,DE,1,44,10,1
OP02290289,ES,0,120,3,0
OP02296084,DE,1,53,6,0
OP02421070,IT,0,95,13,3
OP02361461,NL,0,314,3,1
OP02400271,IT,1,33,1,1
OP02297732,DE,0,50,3,0
OP02448200,DE,0,67,1,3
OP02310721,SE,1,74,8,1
OP02336743,BE,0,93,2,3
OP02312367,FR,0,119,3,0
OP02297438,FR,0,28,1,0
OP02308421,DE,1,185,2,0
OP02428573,AT,0,18,3,1
OP02424843,IT,1,21,9,0
OP02437732,FR,0,26,1,0
OP02307303,DE,1,53,2,0
OP02272580,DE,0,246,2,0
OP02391210,ES,1,12,2,3
OP02420117,FR,1,146,4,1
OP02337272,IT,0,1,1,1
OP02459633,DE,0,141,9,16
OP02393008,ES,0,131,3,1
OP02342871,NL,0,5,1,0
OP02322265,ES,1,26,3,0
OP02340904,DE,0,72,2,0
OP02460448,DE,1,16,1,0
OP02332232,FR,0,75,4,4
OP02328328,PL,1,22,5,0
OP02374841,DE,0,47,1,0
OP02321121,DE,0,76,2,1
OP02363822,DE,1,94,2,0
OP02427050,NL,0,360,5,0
OP02414478,IT,0,289,1,0
OP02274057,NL,0,244,3,0
OP02350175,IT,0,191,1,6
OP02276661,BE,0,22,2,0
OP02343987,ES,0,101,55,2
OP02373430,DE,0,45,2,0
OP02311612,AT,0,98,1,0
OP02426127,DE,0,96,3,4
OP02349126,DE,1,32,1,1
OP02464326,DE,0,41,1,0
OP02271387,DE,0,117,7,0
OP02426955,AT,0,49,1,0
OP02287247,IT,0,678,3,3
OP02268505,DE,0,331,3,0
OP02406682,ES,0,16,3,0
OP02427004,SE,0,102,5,1
OP02354486,DE,0,64,1,0
OP02370526,ES,0,267,2,0
OP02414918,FR,0,70,3,0
OP02277707,IT,0,28,3,0
OP02389297,DE,0,5,2,1
OP02346446,ES,0,678,5,10
OP02350302,IT,0,5,1,0
OP02373784,DE,0,79,1,1
OP02340502,DE,0,164,16,28
OP02350857,ES,0,2,1,0
OP02393443,PL,1,4,1,0
OP02353562,ES,0,25,2,2
OP02310850,DE,0,117,4,0
OP02406861,FR,1,25,1,0
OP02460298,ES,0,26,1,0
OP02331777,IT,0,150,21,19
OP02353962,FR,0,4,1,0
OP02352364,AT,0,77,1,2
OP02321506,FR,1,87,1,0
OP02301809,IT,0,201,8,1
OP02397708,DE,0,77,1,1
OP02460377,PL,1,1,1,0
OP02338893,DE,1,133,3,2
OP02414248,DE,1,145,4,0
OP02404091,SE,1,50,8,9
OP02410554,DE,0,161,5,3
OP02360821,FR,0,345,2,2
OP02377001,PL,0,47,1,4
OP02316940,ES,0,243,1,1
OP02309451,NL,0,7,1,0
OP02333901,PL,0,22,5,1
OP02274577,DE,0,101,8,0
OP02332853,DE,0,189,7,0
OP02396445,FR,0,171,5,8
OP02426208,IT,0,237,5,0
OP02417879,IT,0,190,2,0
OP02376771,AT,0,98,2,3
OP02277280,ES,0,74,3,0
OP02344334,FR,1,67,3,0
OP02313849,FR,0,4,2,0
OP02407689,DE,0,50,1,0
OP02357999,IT,0,50,4,6
OP02475770,DE,1,45,5,0
OP02347203,FR,0,28,6,0
OP02320702,FR,0,8,5,3
OP02423931,DE,0,122,6,1
OP02425994,BE,0,79,1,0
OP02311660,DE,0,98,2,0
OP02283711,FR,0,4,2,0
OP02293892,AT,0,26,2,0
OP02332611,IT,0,383,5,1
OP02344848,FR,0,48,11,3
OP02358311,AT,0,23,5,0
OP02441840,DE,1,56,2,0
OP02393383,ES,1,10,3,0
OP02341540,IT,0,307,14,3
OP02383718,NL,0,121,2,0
OP02260054,DE,0,214,2,0
OP02406347,ES,0,165,8,0
OP02338302,DE,1,91,1,1
OP02284002,IT,0,70,2,0
OP02292646,SE,0,208,8,2
OP02293207,DE,0,149,1,0
OP02380798,FR,0,72,3,5
OP02335994,DE,0,102,24,1
OP02337535,DE,0,19,1,0
OP02429566,FR,0,29,3,1
OP02302913,DE,1,45,4,0
OP02275037,DE,0,196,7,0
OP02378646,IT,0,5,3,4
OP02376225,PL,0,385,1,0
OP02410166,DE,1,66,3,2
OP02352207,ES,1,232,3,0
OP02326139,DE,0,161,3,1
OP02411631,DE,0,8,1,0
OP02379678,IT,0,222,9,6
OP02313907,DE,0,110,3,0
OP02376450,IT,1,97,10,7
OP02266874,ES,1,26,5,0
OP02362484,IT,0,97,4,3
OP02342926,PL,1,64,1,0
OP02450311,IT,0,214,4,11
OP02423401,DE,0,8,2,1
OP02429391,DE,0,24,1,0
OP02269284,DE,0,115,2,0
OP02333772,ES,1,17,5,0
OP02369236,ES,0,126,1,3
OP02283157,IT,0,320,1,0
OP02286534,DE,0,292,2,0
OP02358729,FR,0,2,1,0
OP02406960,AT,0,50,4,0
OP02297402,DE,1,59,47,0
OP02382720,DE,0,65,3,14
OP02288099,AT,0,120,1,0
OP02439264,IT,1,52,6,14
OP02360729,DE,1,37,4,0
OP02336949,ES,0,553,5,3
OP02316935,IT,0,49,1,0
OP02343447,FR,0,1,4,3
OP02437517,FR,0,50,3,0
OP02282450,DE,0,123,2,0
OP02433220,IT,1,6,2,0
OP02412472,BE,1,145,4,10
OP02410893,IT,0,410,3,0
OP02406277,IT,0,168,18,11
OP02274715,DE,0,76,1,0
OP02276547,ES,0,194,3,0
OP02371019,FR,0,92,2,1
OP02296833,NL,0,53,1,0
OP02402166,IT,0,353,2,14
OP02354643,ES,1,79,1,0
OP02327900,DE,0,100,1,2
OP02380315,IT,0,340,1,8
OP02432713,IT,1,19,8,6
OP02334925,ES,0,156,3,2
OP02285620,DE,0,49,1,0
OP02323494,DE,1,5,6,0
OP02362793,DE,1,116,19,6
OP02315789,DE,0,72,5,9
OP02335085,IT,0,96,1,0
OP02425359,IT,0,216,1,0
OP02399016,FR,0,137,2,1
OP02349940,DE,0,21,1,1
OP02293786,BE,0,7,1,0
OP02389862,BE,0,144,3,0
OP02342123,IT,0,80,1,0
OP02309716,DE,0,94,2,0
OP02364536,IT,0,365,7,3
OP02437716,NL,0,25,4,14
OP02383439,DE,1,26,2,0
OP02403370,DE,0,48,2,9
OP02273488,FR,0,50,1,0
OP02384417,ES,0,344,18,17
OP02384402,NL,1,409,12,0
OP02309373,FR,0,7,1,0
OP02339236,DE,0,146,2,2
OP02436072,IT,0,25,1,0
OP02360555,IT,1,14,1,0
OP02377901,FR,1,65,4,0
OP02289828,DE,0,121,2,0
OP02349239,DE,1,175,1,13
OP02273186,FR,1,53,3,0
OP02379941,DE,0,120,2,1
OP02291789,PL,0,436,1,0
OP02347188,BE,0,29,20,3
OP02294110,DE,0,73,3,0
OP02299242,ES,0,170,4,0
OP02365621,ES,0,536,7,3
OP02462929,ES,1,21,2,0
OP02314770,FR,0,3,1,0
OP02420736,PL,0,124,19,4
OP02273889,DE,1,83,2,0
OP02276727,ES,1,21,6,0
OP02363782,DE,0,130,3,4
OP02452777,FR,1,25,3,1
OP02363692,AT,0,93,6,1
OP02406246,IT,0,212,15,10
OP02270559,FR,1,76,2,0
OP02455592,IT,0,74,1,5
OP02305964,ES,1,11,6,0
OP02300752,DE,1,13,4,0
OP02383576,IT,0,56,1,0
OP02284314,AT,0,115,6,0
OP02339270,ES,0,78,10,3
OP02269934,PL,0,1087,3,0
OP02277030,FR,0,101,1,0
OP02297149,AT,0,57,5,0
OP02331993,SE,0,169,1,0
OP02462254,AT,0,48,1,0
OP02426119,FR,0,118,11,1
OP02342505,SE,0,25,1,1
OP02415901,IT,0,51,1,0
OP02263952,PL,0,47,9,0
OP02310343,IT,0,21,1,1
OP02357740,SE,1,144,12,6
OP02312264,SE,1,97,3,1
OP02278676,DE,0,74,1,0
OP02377803,ES,0,24,3,0
OP02397502,FR,0,102,3,1
OP02339008,DE,0,121,1,0
OP02304955,DE,0,188,1,1
OP02290701,IT,0,267,12,0
OP02270763,FR,0,73,1,0
OP02287365,ES,0,154,1,0
OP02339168,IT,0,314,7,3
OP02268614,DE,0,258,8,0
OP02369385,IT,0,74,3,1
OP02336984,IT,0,92,1,0
OP02271982,DE,0,281,3,0
OP02361634,IT,0,264,2,0
OP02278142,DE,0,97,1,0
OP02303989,IT,0,261,2,1
OP02360178,DE,1,18,7,5
OP02462561,BE,1,6,3,2
OP02353702,PL,1,1,1,0
OP02306713,IT,0,463,2,7
OP02384396,DE,1,124,1,1
OP02366581,ES,0,100,3,0
OP02410546,ES,0,64,6,3
OP02300003,IT,0,234,2,0
OP02425647,ES,0,119,1,1
OP02332352,DE,0,140,1,0
OP02340587,IT,0,146,37,6
OP02334762,DE,0,101,3,3
OP02375304,ES,0,228,2,0
OP02304722,FR,0,40,1,0
OP02300239,DE,0,63,3,0
OP02367493,SE,1,65,6,0
OP02379293,ES,0,93,4,7
OP02390210,IT,0,197,3,4
OP02378821,IT,0,25,4,3
OP02284577,AT,1,117,3,0
OP02327431,FR,0,8,1,3
OP02381106,DE,1,145,6,1
OP02266560,DE,0,120,2,0
OP02363986,DE,0,21,1,2
OP02430017,IT,0,176,1,0
OP02392466,IT,0,74,6,2
OP02382108,DE,0,92,3,2
OP02411061,DE,0,45,2,0
OP02293171,DE,0,80,3,0
OP02402179,IT,0,41,1,0
OP02396758,IT,0,98,7,4
OP02342076,IT,0,127,1,1
OP02438784,SE,0,52,1,2
OP02301818,DE,0,48,2,0
OP02317097,PL,0,51,4,1
OP02464429,DE,1,68,17,3
OP02277855,FR,0,20,1,0
OP02455779,FR,0,5,2,0
OP02401335,IT,0,43,1,0
OP02363666,IT,0,186,38,10
OP02327803,AT,0,31,4,1
OP02321757,DE,0,25,1,3
OP02408982,IT,0,410,6,4
OP02440699,IT,0,72,2,0
OP02306024,DE,0,149,6,1
OP02410621,DE,1,48,3,0
OP02408337,ES,1,3,1,0
OP02375493,IT,0,74,1,0
OP02449711,DE,0,7,5,0
OP02449962,DE,0,150,6,0
OP02408962,ES,1,6,1,0
OP02328734,PL,0,20,4,0
OP02445609,DE,0,87,1,0
OP02309793,IT,0,95,1,0
OP02286646,ES,0,270,3,0
OP02316375,SE,0,2,2,1
OP02370262,BE,0,51,2,5
OP02300269,DE,0,87,5,0
OP02376098,DE,0,73,1,0
OP02275702,ES,0,124,5,0
OP02398833,IT,0,42,8,6
OP02453922,DE,0,30,5,0
OP02370187,FR,0,2,1,2
OP02282600,ES,1,25,7,0
OP02349037,DE,0,72,2,0
OP02409151,FR,0,24,2,0
OP02362333,DE,0,148,1,0
OP02326231,ES,1,14,1,0
OP02294972,FR,0,0,1,0
OP02368488,DE,0,138,1,0
OP02355486,DE,0,44,5,1
OP02385865,DE,0,52,3,3
OP02275397,FR,0,50,3,0
OP02343528,PL,0,99,2,6
OP02320760,DE,0,75,1,1
OP02417730,AT,0,122,10,5
OP02421251,SE,0,122,1,1
OP02399268,DE,0,30,2,0
OP02373186,IT,0,276,26,10
OP02330788,PL,1,13,1,1
OP02357934,DE,0,362,5,0
OP02393880,DE,0,99,4,2
OP02318591,DE,0,214,2,0
OP02282618,ES,0,347,1,0
OP02345272,DE,1,42,12,0
OP02347097,DE,0,31,1,0
OP02349543,DE,0,2,2,0
OP02367232,DE,0,148,1,0
OP02273466,FR,1,43,12,0
OP02276261,ES,0,27,6,0
OP02402156,DE,0,76,6,0
OP02423869,ES,1,5,2,0
OP02368928,ES,1,21,7,0
OP02440441,IT,0,22,1,2
OP02406061,DE,1,164,5,26
OP02441617,ES,0,153,3,0
OP02319831,BE,0,100,4,0
OP02278886,IT,0,363,1,0
OP02403974,ES,1,8,3,0
OP02338702,PL,1,15,1,0
OP02359253,DE,0,70,4,0
OP02364889,DE,0,99,2,0
OP02297486,IT,0,192,5,1
OP02342111,NL,1,93,2,0
OP02345696,ES,0,513,8,0
OP02365876,IT,0,78,2,0
OP02419865,ES,1,99,4,1
OP02426658,IT,0,74,1,0
OP02357363,DE,1,145,9,0
OP02377413,IT,0,505,3,6
OP02376799,PL,0,334,1,3
OP02297219,DE,1,73,8,0
OP02313889,IT,0,22,1,0
OP02380148,FR,0,74,3,0
OP02454169,FR,0,7,1,1
OP02317500,IT,0,551,1,1
OP02368259,DE,1,69,2,0
OP02408733,DE,1,22,1,0
OP02302992,DE,1,97,5,0
OP02377293,IT,1,15,1,0
OP02283038,DE,0,147,2,0
OP02338611,ES,0,645,3,3
OP02437863,DE,0,125,2,3
OP02305989,DE,1,57,16,0
OP02473395,FR,0,53,3,1
OP02317912,ES,0,32,6,4
OP02413550,DE,0,3,11,2
OP02334175,ES,0,338,24,0
OP02394750,ES,0,196,2,1
OP02374088,SE,1,18,1,2
OP02312668,FR,1,120,5,0
OP02401768,IT,0,66,8,1
OP02359400,AT,0,17,2,0
OP02342979,DE,0,43,1,2
OP02313788,DE,0,101,1,1
OP02323354,IT,0,11,1,0
OP02382208,FR,0,212,1,0
OP02439040,IT,1,123,6,2
OP02272350,DE,0,294,3,0
OP02382268,DE,0,50,2,2
OP02414382,FR,0,25,3,0
OP02389681,PL,1,120,2,1
OP02415352,ES,0,1,1,0
OP02443673,DE,0,91,4,8
OP02384477,FR,0,8,3,2
OP02334229,DE,1,138,17,0
OP02306183,IT,0,152,6,0
