Days,gold_price,oil_price,unemployement_rate,gross_domestic_product,consumer_price_index,benfica_stock,benfica_trend,porto_stock,porto_trend,sporting_stock,sporting_trend,braga_stock,braga_trend
23/01/2022,,,6.100,12.100,3.340,,42.00,,44.000,,57.000,,22.000
22/01/2022,,,6.100,12.100,3.340,,42.00,,44.000,,57.000,,22.000
21/01/2022,1831.800,86.900,6.100,12.100,3.340,4.200,42.00,4.200,44.000,4.200,57.000,4.200,22.000
20/01/2022,1842.500,86.960,6.100,12.100,3.340,4.240,42.00,4.240,44.000,4.240,57.000,4.240,22.000
19/01/2022,1843.100,85.430,6.100,12.100,3.340,4.410,42.00,4.410,44.000,4.410,57.000,4.410,22.000
18/01/2022,1812.300,83.820,6.100,12.100,3.340,4.390,42.00,4.390,44.000,4.390,57.000,4.390,22.000
17/01/2022,1812.300,83.820,6.100,12.100,3.340,4.580,42.00,4.580,44.000,4.580,57.000,4.580,22.000
16/01/2022,,,6.100,12.100,3.340,,42.00,,44.000,,57.000,,22.000
15/01/2022,,,6.100,12.100,3.340,,42.00,,44.000,,57.000,,22.000
14/01/2022,1816.500,82.120,6.100,12.100,3.340,4.590,42.00,4.590,44.000,4.590,57.000,4.590,22.000
13/01/2022,1821.200,82.640,6.100,12.100,3.340,4.400,42.00,4.400,44.000,4.400,57.000,4.400,22.000
12/01/2022,1827.200,81.220,6.100,12.100,3.340,4.170,42.00,4.170,44.000,4.170,57.000,4.170,22.000
11/01/2022,1818.600,78.230,6.100,12.100,3.340,4.250,42.00,4.250,44.000,4.250,57.000,4.250,22.000
10/01/2022,1798.400,78.900,6.100,12.100,3.340,4.500,42.00,4.500,44.000,4.500,57.000,4.500,22.000
09/01/2022,,,6.100,12.100,3.340,,42.00,,44.000,,57.000,,22.000
08/01/2022,,,6.100,12.100,3.340,,42.00,,44.000,,57.000,,22.000
07/01/2022,1797.000,79.460,6.100,12.100,3.340,4.450,42.00,4.450,44.000,4.450,57.000,4.450,22.000
06/01/2022,1788.700,77.850,6.100,12.100,3.340,4.530,42.00,4.530,44.000,4.530,57.000,4.530,22.000
05/01/2022,1824.600,76.990,6.100,12.100,3.340,4.540,42.00,4.540,44.000,4.540,57.000,4.540,22.000
04/01/2022,1814.000,76.080,6.100,12.100,3.340,4.550,42.00,4.550,44.000,4.550,57.000,4.550,22.000
03/01/2022,1799.400,75.210,6.100,12.100,3.340,4.700,42.00,4.700,44.000,4.700,57.000,4.700,22.000
02/01/2022,,,6.100,12.100,3.340,,42.00,,44.000,,57.000,,22.000
01/01/2022,,,6.100,12.100,3.340,,42.00,,44.000,,57.000,,22.000
31/12/2021,1827.500,76.990,6.400,6.900,2.740,4.610,70.00,4.610,62.000,4.610,67.000,4.610,33.000
30/12/2021,1812.700,76.560,6.400,6.900,2.740,4.690,70.00,4.690,62.000,4.690,67.000,4.690,33.000
29/12/2021,1805.100,75.980,6.400,6.900,2.740,4.620,70.00,4.620,62.000,4.620,67.000,4.620,33.000
28/12/2021,1810.200,75.570,6.400,6.900,2.740,4.800,70.00,4.800,62.000,4.800,67.000,4.800,33.000
27/12/2021,1808.100,73.790,6.400,6.900,2.740,4.560,70.00,4.560,62.000,4.560,67.000,4.560,33.000
26/12/2021,,,6.400,6.900,2.740,,70.00,,62.000,,67.000,,33.000
25/12/2021,,,6.400,6.900,2.740,,70.00,,62.000,,67.000,,33.000
24/12/2021,1811.200,72.760,6.400,6.900,2.740,4.630,70.00,4.630,62.000,4.630,67.000,4.630,33.000
23/12/2021,1811.200,72.760,6.400,6.900,2.740,4.610,70.00,4.610,62.000,4.610,67.000,4.610,33.000
22/12/2021,1801.600,71.120,6.400,6.900,2.740,4.800,70.00,4.800,62.000,4.800,67.000,4.800,33.000
21/12/2021,1787.900,68.230,6.400,6.900,2.740,4.690,70.00,4.690,62.000,4.690,67.000,4.690,33.000
20/12/2021,1793.700,70.860,6.400,6.900,2.740,4.710,70.00,4.710,62.000,4.710,67.000,4.710,33.000
19/12/2021,,,6.400,6.900,2.740,,70.00,,62.000,,67.000,,33.000
18/12/2021,,,6.400,6.900,2.740,,70.00,,62.000,,67.000,,33.000
17/12/2021,1803.800,72.380,6.400,6.900,2.740,4.950,70.00,4.950,62.000,4.950,67.000,4.950,33.000
16/12/2021,1796.600,70.870,6.400,6.900,2.740,4.850,70.00,4.850,62.000,4.850,67.000,4.850,33.000
15/12/2021,1762.600,70.730,6.400,6.900,2.740,5.000,70.00,5.000,62.000,5.000,67.000,5.000,33.000
14/12/2021,1770.400,71.290,6.400,6.900,2.740,4.980,70.00,4.980,62.000,4.980,67.000,4.980,33.000
13/12/2021,1786.300,71.670,6.400,6.900,2.740,5.040,70.00,5.040,62.000,5.040,67.000,5.040,33.000
12/12/2021,,,6.400,6.900,2.740,,70.00,,62.000,,67.000,,33.000
11/12/2021,,,6.400,6.900,2.740,,70.00,,62.000,,67.000,,33.000
10/12/2021,1782.900,70.940,6.400,6.900,2.740,4.850,70.00,4.850,62.000,4.850,67.000,4.850,33.000
09/12/2021,1774.600,72.360,6.400,6.900,2.740,5.000,70.00,5.000,62.000,5.000,67.000,5.000,33.000
08/12/2021,1783.400,72.050,6.400,6.900,2.740,5.120,70.00,5.120,62.000,5.120,67.000,5.120,33.000
07/12/2021,1782.600,69.490,6.400,6.900,2.740,5.000,70.00,5.000,62.000,5.000,67.000,5.000,33.000
06/12/2021,1777.500,66.260,6.400,6.900,2.740,4.930,70.00,4.930,62.000,4.930,67.000,4.930,33.000
05/12/2021,,,6.400,6.900,2.740,,70.00,,62.000,,67.000,,33.000
04/12/2021,,,6.400,6.900,2.740,,70.00,,62.000,,67.000,,33.000
03/12/2021,1782.000,66.500,6.400,6.900,2.740,5.120,70.00,5.120,62.000,5.120,67.000,5.120,33.000
02/12/2021,1760.700,65.570,6.400,6.900,2.740,5.060,70.00,5.060,62.000,5.060,67.000,5.060,33.000
01/12/2021,1781.600,66.180,6.400,6.900,2.740,5.200,70.00,5.200,62.000,5.200,67.000,5.200,33.000
30/11/2021,1773.600,69.950,6.400,6.900,2.580,5.280,48.00,5.280,34.000,5.280,49.000,5.280,34.000
29/11/2021,1782.300,68.150,6.400,6.900,2.580,5.200,48.00,5.200,34.000,5.200,49.000,5.200,34.000
28/11/2021,,,6.400,6.900,2.580,,48.00,,34.000,,49.000,,34.000
27/11/2021,,,6.400,6.900,2.580,,48.00,,34.000,,49.000,,34.000
26/11/2021,1785.300,78.390,6.400,6.900,2.580,5.280,48.00,5.280,34.000,5.280,49.000,5.280,34.000
25/11/2021,1785.300,78.390,6.400,6.900,2.580,5.480,48.00,5.480,34.000,5.480,49.000,5.480,34.000
24/11/2021,1784.100,78.500,6.400,6.900,2.580,5.460,48.00,5.460,34.000,5.460,49.000,5.460,34.000
23/11/2021,1783.500,76.750,6.400,6.900,2.580,5.460,48.00,5.460,34.000,5.460,49.000,5.460,34.000
22/11/2021,1806.000,76.100,6.400,6.900,2.580,5.300,48.00,5.300,34.000,5.300,49.000,5.300,34.000
21/11/2021,,,6.400,6.900,2.580,,48.00,,34.000,,49.000,,34.000
20/11/2021,,,6.400,6.900,2.580,,48.00,,34.000,,49.000,,34.000
19/11/2021,1851.200,79.010,6.400,6.900,2.580,5.320,48.00,5.320,34.000,5.320,49.000,5.320,34.000
18/11/2021,1861.000,78.360,6.400,6.900,2.580,5.300,48.00,5.300,34.000,5.300,49.000,5.300,34.000
17/11/2021,1869.700,80.760,6.400,6.900,2.580,5.320,48.00,5.320,34.000,5.320,49.000,5.320,34.000
16/11/2021,1853.600,80.880,6.400,6.900,2.580,5.360,48.00,5.360,34.000,5.360,49.000,5.360,34.000
15/11/2021,1866.100,80.790,6.400,6.900,2.580,5.440,48.00,5.440,34.000,5.440,49.000,5.440,34.000
14/11/2021,,,6.400,6.900,2.580,,48.00,,34.000,,49.000,,34.000
13/11/2021,,,6.400,6.900,2.580,,48.00,,34.000,,49.000,,34.000
12/11/2021,1867.900,81.590,6.400,6.900,2.580,5.520,48.00,5.520,34.000,5.520,49.000,5.520,34.000
11/11/2021,1863.200,81.340,6.400,6.900,2.580,5.540,48.00,5.540,34.000,5.540,49.000,5.540,34.000
10/11/2021,1847.600,84.150,6.400,6.900,2.580,5.400,48.00,5.400,34.000,5.400,49.000,5.400,34.000
09/11/2021,1830.200,81.930,6.400,6.900,2.580,5.580,48.00,5.580,34.000,5.580,49.000,5.580,34.000
08/11/2021,1827.400,81.270,6.400,6.900,2.580,5.500,48.00,5.500,34.000,5.500,49.000,5.500,34.000
07/11/2021,,,6.400,6.900,2.580,,48.00,,34.000,,49.000,,34.000
06/11/2021,,,6.400,6.900,2.580,,48.00,,34.000,,49.000,,34.000
05/11/2021,1816.400,78.810,6.400,6.900,2.580,5.400,48.00,5.400,34.000,5.400,49.000,5.400,34.000
04/11/2021,1793.000,80.860,6.400,6.900,2.580,5.380,48.00,5.380,34.000,5.380,49.000,5.380,34.000
03/11/2021,1763.600,83.910,6.400,6.900,2.580,5.500,48.00,5.500,34.000,5.500,49.000,5.500,34.000
02/11/2021,1788.700,84.050,6.400,6.900,2.580,5.400,48.00,5.400,34.000,5.400,49.000,5.400,34.000
01/11/2021,1795.100,83.570,6.400,6.900,2.580,5.360,48.00,5.360,34.000,5.360,49.000,5.360,34.000
31/10/2021,,,6.400,6.900,1.830,,51.00,,31.000,,46.000,,18.000
30/10/2021,,,6.400,6.900,1.830,,51.00,,31.000,,46.000,,18.000
29/10/2021,1783.000,82.810,6.400,6.900,1.830,5.560,51.00,5.560,31.000,5.560,46.000,5.560,18.000
28/10/2021,1801.600,82.660,6.400,6.900,1.830,5.700,51.00,5.700,31.000,5.700,46.000,5.700,18.000
27/10/2021,1797.900,84.650,6.400,6.900,1.830,5.740,51.00,5.740,31.000,5.740,46.000,5.740,18.000
26/10/2021,1792.700,83.760,6.400,6.900,1.830,5.880,51.00,5.880,31.000,5.880,46.000,5.880,18.000
25/10/2021,1806.000,83.760,6.400,6.900,1.830,5.760,51.00,5.760,31.000,5.760,46.000,5.760,18.000
24/10/2021,,,6.400,6.900,1.830,,51.00,,31.000,,46.000,,18.000
23/10/2021,,,6.400,6.900,1.830,,51.00,,31.000,,46.000,,18.000
22/10/2021,1795.500,82.500,6.400,6.900,1.830,5.480,51.00,5.480,31.000,5.480,46.000,5.480,18.000
21/10/2021,1781.200,83.870,6.400,6.900,1.830,5.400,51.00,5.400,31.000,5.400,46.000,5.400,18.000
20/10/2021,1784.100,82.960,6.400,6.900,1.830,5.200,51.00,5.200,31.000,5.200,46.000,5.200,18.000
19/10/2021,1769.700,82.440,6.400,6.900,1.830,5.100,51.00,5.100,31.000,5.100,46.000,5.100,18.000
18/10/2021,1764.800,82.280,6.400,6.900,1.830,5.080,51.00,5.080,31.000,5.080,46.000,5.080,18.000
17/10/2021,,,6.400,6.900,1.830,,51.00,,31.000,,46.000,,18.000
16/10/2021,,,6.400,6.900,1.830,,51.00,,31.000,,46.000,,18.000
15/10/2021,1767.200,81.310,6.400,6.900,1.830,5.080,51.00,5.080,31.000,5.080,46.000,5.080,18.000
14/10/2021,1796.700,80.440,6.400,6.900,1.830,5.140,51.00,5.140,31.000,5.140,46.000,5.140,18.000
13/10/2021,1793.700,80.640,6.400,6.900,1.830,5.180,51.00,5.180,31.000,5.180,46.000,5.180,18.000
12/10/2021,1758.300,80.520,6.400,6.900,1.830,4.950,51.00,4.950,31.000,4.950,46.000,4.950,18.000
11/10/2021,1754.600,79.350,6.400,6.900,1.830,4.840,51.00,4.840,31.000,4.840,46.000,4.840,18.000
10/10/2021,,,6.400,6.900,1.830,,51.00,,31.000,,46.000,,18.000
09/10/2021,,,6.400,6.900,1.830,,51.00,,31.000,,46.000,,18.000
08/10/2021,1756.300,78.300,6.400,6.900,1.830,4.780,51.00,4.780,31.000,4.780,46.000,4.780,18.000
07/10/2021,1757.900,77.430,6.400,6.900,1.830,4.770,51.00,4.770,31.000,4.770,46.000,4.770,18.000
06/10/2021,1760.500,78.930,6.400,6.900,1.830,4.650,51.00,4.650,31.000,4.650,46.000,4.650,18.000
05/10/2021,1759.600,77.620,6.400,6.900,1.830,4.700,51.00,4.700,31.000,4.700,46.000,4.700,18.000
04/10/2021,1766.200,75.880,6.400,6.900,1.830,4.730,51.00,4.730,31.000,4.730,46.000,4.730,18.000
03/10/2021,,,6.400,6.900,1.830,,51.00,,31.000,,46.000,,18.000
02/10/2021,,,6.400,6.900,1.830,,51.00,,31.000,,46.000,,18.000
01/10/2021,1757.000,75.030,6.400,6.900,1.830,4.750,51.00,4.750,31.000,4.750,46.000,4.750,18.000
30/09/2021,1755.300,74.830,6.400,6.900,1.480,4.750,49.00,4.750,39.000,4.750,60.000,4.750,22.000
29/09/2021,1721.500,75.290,6.400,6.900,1.480,4.700,49.00,4.700,39.000,4.700,60.000,4.700,22.000
28/09/2021,1735.800,75.450,6.400,6.900,1.480,4.700,49.00,4.700,39.000,4.700,60.000,4.700,22.000
27/09/2021,1750.000,73.980,6.400,6.900,1.480,4.590,49.00,4.590,39.000,4.590,60.000,4.590,22.000
26/09/2021,,,6.400,6.900,1.480,,49.00,,39.000,,60.000,,22.000
25/09/2021,,,6.400,6.900,1.480,,49.00,,39.000,,60.000,,22.000
24/09/2021,1749.700,73.300,6.400,6.900,1.480,4.600,49.00,4.600,39.000,4.600,60.000,4.600,22.000
23/09/2021,1747.700,72.230,6.400,6.900,1.480,4.600,49.00,4.600,39.000,4.600,60.000,4.600,22.000
22/09/2021,1776.700,70.560,6.400,6.900,1.480,4.570,49.00,4.570,39.000,4.570,60.000,4.570,22.000
21/09/2021,1776.000,70.290,6.400,6.900,1.480,4.740,49.00,4.740,39.000,4.740,60.000,4.740,22.000
20/09/2021,1761.800,71.970,6.400,6.900,1.480,4.790,49.00,4.790,39.000,4.790,60.000,4.790,22.000
19/09/2021,,,6.400,6.900,1.480,,49.00,,39.000,,60.000,,22.000
18/09/2021,,,6.400,6.900,1.480,,49.00,,39.000,,60.000,,22.000
17/09/2021,1749.400,72.610,6.400,6.900,1.480,4.820,49.00,4.820,39.000,4.820,60.000,4.820,22.000
16/09/2021,1754.600,72.610,6.400,6.900,1.480,4.850,49.00,4.850,39.000,4.850,60.000,4.850,22.000
15/09/2021,1792.400,70.460,6.400,6.900,1.480,4.900,49.00,4.900,39.000,4.900,60.000,4.900,22.000
14/09/2021,1804.700,70.450,6.400,6.900,1.480,4.900,49.00,4.900,39.000,4.900,60.000,4.900,22.000
13/09/2021,1792.000,69.720,6.400,6.900,1.480,4.940,49.00,4.940,39.000,4.940,60.000,4.940,22.000
12/09/2021,,,6.400,6.900,1.480,,49.00,,39.000,,60.000,,22.000
11/09/2021,,,6.400,6.900,1.480,,49.00,,39.000,,60.000,,22.000
10/09/2021,1789.600,68.140,6.400,6.900,1.480,4.800,49.00,4.800,39.000,4.800,60.000,4.800,22.000
09/09/2021,1797.400,69.300,6.400,6.900,1.480,4.960,49.00,4.960,39.000,4.960,60.000,4.960,22.000
08/09/2021,1790.700,68.350,6.400,6.900,1.480,5.080,49.00,5.080,39.000,5.080,60.000,5.080,22.000
07/09/2021,1795.900,69.290,6.400,6.900,1.480,4.340,49.00,4.340,39.000,4.340,60.000,4.340,22.000
06/09/2021,1795.900,69.290,6.400,6.900,1.480,4.420,49.00,4.420,39.000,4.420,60.000,4.420,22.000
05/09/2021,,,6.400,6.900,1.480,,49.00,,39.000,,60.000,,22.000
04/09/2021,,,6.400,6.900,1.480,,49.00,,39.000,,60.000,,22.000
03/09/2021,1830.900,69.990,6.400,6.900,1.480,4.410,49.00,4.410,39.000,4.410,60.000,4.410,22.000
02/09/2021,1808.700,68.590,6.400,6.900,1.480,4.390,49.00,4.390,39.000,4.390,60.000,4.390,22.000
01/09/2021,1813.100,68.500,6.400,6.900,1.480,4.320,49.00,4.320,39.000,4.320,60.000,4.320,22.000
31/08/2021,1815.000,69.210,6.200,5.300,1.540,4.320,59.00,4.320,32.000,4.320,43.000,4.320,30.000
30/08/2021,1809.000,68.740,6.200,5.300,1.540,4.380,59.00,4.380,32.000,4.380,43.000,4.380,30.000
29/08/2021,,,6.200,5.300,1.540,,59.00,,32.000,,43.000,,30.000
28/08/2021,,,6.200,5.300,1.540,,59.00,,32.000,,43.000,,30.000
27/08/2021,1816.600,67.420,6.200,5.300,1.540,4.300,59.00,4.300,32.000,4.300,43.000,4.300,30.000
26/08/2021,1792.200,68.360,6.200,5.300,1.540,4.460,59.00,4.460,32.000,4.460,43.000,4.460,30.000
25/08/2021,1788.200,67.540,6.200,5.300,1.540,4.440,59.00,4.440,32.000,4.440,43.000,4.440,30.000
24/08/2021,1805.600,65.640,6.200,5.300,1.540,4.340,59.00,4.340,32.000,4.340,43.000,4.340,30.000
23/08/2021,1803.200,62.320,6.200,5.300,1.540,4.250,59.00,4.250,32.000,4.250,43.000,4.250,30.000
22/08/2021,,,6.200,5.300,1.540,,59.00,,32.000,,43.000,,30.000
21/08/2021,,,6.200,5.300,1.540,,59.00,,32.000,,43.000,,30.000
20/08/2021,1781.000,63.690,6.200,5.300,1.540,4.120,59.00,4.120,32.000,4.120,43.000,4.120,30.000
19/08/2021,1780.200,65.460,6.200,5.300,1.540,4.300,59.00,4.300,32.000,4.300,43.000,4.300,30.000
18/08/2021,1781.600,66.590,6.200,5.300,1.540,4.300,59.00,4.300,32.000,4.300,43.000,4.300,30.000
17/08/2021,1785.000,67.290,6.200,5.300,1.540,4.300,59.00,4.300,32.000,4.300,43.000,4.300,30.000
16/08/2021,1786.900,68.440,6.200,5.300,1.540,4.330,59.00,4.330,32.000,4.330,43.000,4.330,30.000
15/08/2021,,,6.200,5.300,1.540,,59.00,,32.000,,43.000,,30.000
14/08/2021,,,6.200,5.300,1.540,,59.00,,32.000,,43.000,,30.000
13/08/2021,1775.200,69.090,6.200,5.300,1.540,4.300,59.00,4.300,32.000,4.300,43.000,4.300,30.000
12/08/2021,1749.000,69.250,6.200,5.300,1.540,4.330,59.00,4.330,32.000,4.330,43.000,4.330,30.000
11/08/2021,1750.400,68.290,6.200,5.300,1.540,4.250,59.00,4.250,32.000,4.250,43.000,4.250,30.000
10/08/2021,1728.800,66.480,6.200,5.300,1.540,4.250,59.00,4.250,32.000,4.250,43.000,4.250,30.000
09/08/2021,1723.400,68.280,6.200,5.300,1.540,4.280,59.00,4.280,32.000,4.280,43.000,4.280,30.000
08/08/2021,,,6.200,5.300,1.540,,59.00,,32.000,,43.000,,30.000
07/08/2021,,,6.200,5.300,1.540,,59.00,,32.000,,43.000,,30.000
06/08/2021,1760.000,69.090,6.200,5.300,1.540,4.270,59.00,4.270,32.000,4.270,43.000,4.270,30.000
05/08/2021,1805.100,68.150,6.200,5.300,1.540,4.250,59.00,4.250,32.000,4.250,43.000,4.250,30.000
04/08/2021,1810.500,70.560,6.200,5.300,1.540,4.200,59.00,4.200,32.000,4.200,43.000,4.200,30.000
03/08/2021,1810.100,71.260,6.200,5.300,1.540,4.250,59.00,4.250,32.000,4.250,43.000,4.250,30.000
02/08/2021,1818.100,73.950,6.200,5.300,1.540,4.280,59.00,4.280,32.000,4.280,43.000,4.280,30.000
01/08/2021,,,6.200,5.300,1.540,,59.00,,32.000,,43.000,,30.000
31/07/2021,,,6.200,5.300,1.470,,24.00,,19.000,,31.000,,21.000
30/07/2021,1812.600,73.620,6.200,5.300,1.470,4.250,24.00,4.250,19.000,4.250,31.000,4.250,21.000
29/07/2021,1831.200,72.390,6.200,5.300,1.470,4.170,24.00,4.170,19.000,4.170,31.000,4.170,21.000
28/07/2021,1799.500,71.650,6.200,5.300,1.470,4.110,24.00,4.110,19.000,4.110,31.000,4.110,21.000
27/07/2021,1799.500,71.910,6.200,5.300,1.470,4.280,24.00,4.280,19.000,4.280,31.000,4.280,21.000
26/07/2021,1798.700,72.070,6.200,5.300,1.470,4.400,24.00,4.400,19.000,4.400,31.000,4.400,21.000
25/07/2021,,,6.200,5.300,1.470,,24.00,,19.000,,31.000,,21.000
24/07/2021,,,6.200,5.300,1.470,,24.00,,19.000,,31.000,,21.000
23/07/2021,1801.400,71.910,6.200,5.300,1.470,4.430,24.00,4.430,19.000,4.430,31.000,4.430,21.000
22/07/2021,1805.000,70.300,6.200,5.300,1.470,4.120,24.00,4.120,19.000,4.120,31.000,4.120,21.000
21/07/2021,1802.900,67.420,6.200,5.300,1.470,3.990,24.00,3.990,19.000,3.990,31.000,3.990,21.000
20/07/2021,1810.900,66.420,6.200,5.300,1.470,3.700,24.00,3.700,19.000,3.700,31.000,3.700,21.000
19/07/2021,1808.700,71.810,6.200,5.300,1.470,3.520,24.00,3.520,19.000,3.520,31.000,3.520,21.000
18/07/2021,,,6.200,5.300,1.470,,24.00,,19.000,,31.000,,21.000
17/07/2021,,,6.200,5.300,1.470,,24.00,,19.000,,31.000,,21.000
16/07/2021,1814.500,71.650,6.200,5.300,1.470,4.140,24.00,4.140,19.000,4.140,31.000,4.140,21.000
15/07/2021,1828.400,73.130,6.200,5.300,1.470,3.600,24.00,3.600,19.000,3.600,31.000,3.600,21.000
14/07/2021,1824.300,75.250,6.200,5.300,1.470,3.200,24.00,3.200,19.000,3.200,31.000,3.200,21.000
13/07/2021,1809.400,74.100,6.200,5.300,1.470,3.030,24.00,3.030,19.000,3.030,31.000,3.030,21.000
12/07/2021,1805.500,74.560,6.200,5.300,1.470,3.000,24.00,3.000,19.000,3.000,31.000,3.000,21.000
11/07/2021,,,6.200,5.300,1.470,,24.00,,19.000,,31.000,,21.000
10/07/2021,,,6.200,5.300,1.470,,24.00,,19.000,,31.000,,21.000
09/07/2021,1810.000,72.940,6.200,5.300,1.470,2.880,24.00,2.880,19.000,2.880,31.000,2.880,21.000
08/07/2021,1799.600,72.200,6.200,5.300,1.470,2.890,24.00,2.890,19.000,2.890,31.000,2.890,21.000
07/07/2021,1801.500,73.370,6.200,5.300,1.470,2.910,24.00,2.910,19.000,2.910,31.000,2.910,21.000
06/07/2021,1793.500,75.160,6.200,5.300,1.470,3.080,24.00,3.080,19.000,3.080,31.000,3.080,21.000
05/07/2021,1793.500,75.160,6.200,5.300,1.470,3.090,24.00,3.090,19.000,3.090,31.000,3.090,21.000
04/07/2021,,,6.200,5.300,1.470,,24.00,,19.000,,31.000,,21.000
03/07/2021,,,6.200,5.300,1.470,,24.00,,19.000,,31.000,,21.000
02/07/2021,1782.600,75.230,6.200,5.300,1.470,3.010,24.00,3.010,19.000,3.010,31.000,3.010,21.000
01/07/2021,1775.900,73.470,6.200,5.300,1.470,2.990,24.00,2.990,19.000,2.990,31.000,2.990,21.000
30/06/2021,1770.800,72.980,6.200,5.300,0.510,3.150,13.00,3.150,14.000,3.150,22.000,3.150,5.000
29/06/2021,1762.800,72.910,6.200,5.300,0.510,3.000,13.00,3.000,14.000,3.000,22.000,3.000,5.000
28/06/2021,1779.600,74.050,6.200,5.300,0.510,2.830,13.00,2.830,14.000,2.830,22.000,2.830,5.000
27/06/2021,,,6.200,5.300,0.510,,13.00,,14.000,,22.000,,5.000
26/06/2021,,,6.200,5.300,0.510,,13.00,,14.000,,22.000,,5.000
25/06/2021,1776.600,73.300,6.200,5.300,0.510,2.850,13.00,2.850,14.000,2.850,22.000,2.850,5.000
24/06/2021,1775.600,73.080,6.200,5.300,0.510,2.900,13.00,2.900,14.000,2.900,22.000,2.900,5.000
23/06/2021,1782.300,73.060,6.200,5.300,0.510,2.780,13.00,2.780,14.000,2.780,22.000,2.780,5.000
22/06/2021,1776.300,73.660,6.200,5.300,0.510,2.790,13.00,2.790,14.000,2.790,22.000,2.790,5.000
21/06/2021,1781.800,71.640,6.200,5.300,0.510,2.790,13.00,2.790,14.000,2.790,22.000,2.790,5.000
20/06/2021,,,6.200,5.300,0.510,,13.00,,14.000,,22.000,,5.000
19/06/2021,,,6.200,5.300,0.510,,13.00,,14.000,,22.000,,5.000
18/06/2021,1767.900,71.040,6.200,5.300,0.510,2.790,13.00,2.790,14.000,2.790,22.000,2.790,5.000
17/06/2021,1773.800,72.150,6.200,5.300,0.510,2.790,13.00,2.790,14.000,2.790,22.000,2.790,5.000
16/06/2021,1859.500,72.120,6.200,5.300,0.510,2.820,13.00,2.820,14.000,2.820,22.000,2.820,5.000
15/06/2021,1854.500,70.880,6.200,5.300,0.510,2.790,13.00,2.790,14.000,2.790,22.000,2.790,5.000
14/06/2021,1864.000,70.910,6.200,5.300,0.510,2.870,13.00,2.870,14.000,2.870,22.000,2.870,5.000
13/06/2021,,,6.200,5.300,0.510,,13.00,,14.000,,22.000,,5.000
12/06/2021,,,6.200,5.300,0.510,,13.00,,14.000,,22.000,,5.000
11/06/2021,1877.400,70.290,6.200,5.300,0.510,2.770,13.00,2.770,14.000,2.770,22.000,2.770,5.000
10/06/2021,1894.200,69.960,6.200,5.300,0.510,2.850,13.00,2.850,14.000,2.850,22.000,2.850,5.000
09/06/2021,1893.200,70.050,6.200,5.300,0.510,2.880,13.00,2.880,14.000,2.880,22.000,2.880,5.000
08/06/2021,1892.200,69.230,6.200,5.300,0.510,2.950,13.00,2.950,14.000,2.950,22.000,2.950,5.000
07/06/2021,1896.800,69.620,6.200,5.300,0.510,2.800,13.00,2.800,14.000,2.800,22.000,2.800,5.000
06/06/2021,,,6.200,5.300,0.510,,13.00,,14.000,,22.000,,5.000
05/06/2021,,,6.200,5.300,0.510,,13.00,,14.000,,22.000,,5.000
04/06/2021,1889.800,68.810,6.200,5.300,0.510,2.760,13.00,2.760,14.000,2.760,22.000,2.760,5.000
03/06/2021,1871.200,68.830,6.200,5.300,0.510,2.810,13.00,2.810,14.000,2.810,22.000,2.810,5.000
02/06/2021,1907.500,67.720,6.200,5.300,0.510,2.800,13.00,2.800,14.000,2.800,22.000,2.800,5.000
01/06/2021,1902.900,66.320,6.200,5.300,0.510,2.750,13.00,2.750,14.000,2.750,22.000,2.750,5.000
31/05/2021,1902.900,66.320,6.900,17.200,1.240,2.800,50.00,2.800,49.000,2.800,100.000,2.800,32.000
30/05/2021,,,6.900,17.200,1.240,,50.00,,49.000,,100.000,,32.000
29/05/2021,,,6.900,17.200,1.240,,50.00,,49.000,,100.000,,32.000
28/05/2021,1902.500,66.850,6.900,17.200,1.240,2.750,50.00,2.750,49.000,2.750,100.000,2.750,32.000
27/05/2021,1895.700,66.210,6.900,17.200,1.240,2.770,50.00,2.770,49.000,2.770,100.000,2.770,32.000
26/05/2021,1901.300,66.070,6.900,17.200,1.240,2.810,50.00,2.810,49.000,2.810,100.000,2.810,32.000
25/05/2021,1898.100,66.050,6.900,17.200,1.240,2.750,50.00,2.750,49.000,2.750,100.000,2.750,32.000
24/05/2021,1884.600,63.580,6.900,17.200,1.240,2.780,50.00,2.780,49.000,2.780,100.000,2.780,32.000
23/05/2021,,,6.900,17.200,1.240,,50.00,,49.000,,100.000,,32.000
22/05/2021,,,6.900,17.200,1.240,,50.00,,49.000,,100.000,,32.000
21/05/2021,1876.700,62.050,6.900,17.200,1.240,2.710,50.00,2.710,49.000,2.710,100.000,2.710,32.000
20/05/2021,1881.800,63.360,6.900,17.200,1.240,2.800,50.00,2.800,49.000,2.800,100.000,2.800,32.000
19/05/2021,1881.300,65.490,6.900,17.200,1.240,2.740,50.00,2.740,49.000,2.740,100.000,2.740,32.000
18/05/2021,1867.800,66.270,6.900,17.200,1.240,2.750,50.00,2.750,49.000,2.750,100.000,2.750,32.000
17/05/2021,1867.500,65.370,6.900,17.200,1.240,2.740,50.00,2.740,49.000,2.740,100.000,2.740,32.000
16/05/2021,,,6.900,17.200,1.240,,50.00,,49.000,,100.000,,32.000
15/05/2021,,,6.900,17.200,1.240,,50.00,,49.000,,100.000,,32.000
14/05/2021,1837.900,63.820,6.900,17.200,1.240,2.760,50.00,2.760,49.000,2.760,100.000,2.760,32.000
