id,price_cluster,make,model,subtype,outside_color,mileage_cluster,hp_cluster,built_year,fueltype,geartype,body_type,upholstery,fuel_cluster,time_sell
NE41947,price_15_20k,Seat,Leon,1.8 TSI,Gray,60-70k,horsepower_150_200hp,2017,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_3_,sold_80_100d
TH35050,price_10_15k,Opel,Corsa,1.4,Gray,20-30k,horsepower_0_100hp,2017,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_3_,sold_25_35d
WB79230,price_10_15k,Hyundai,i20,1.0 TGDI,White,40-50k,horsepower_0_100hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_25_35d
FP65598,price_10_15k,Toyota,AYGO,1.0-VVT-i,White,10-20k,horsepower_0_100hp,2020,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_1_,sold_25_35d
JD91958,price_10_15k,Nissan,Pulsar,1.2,Black,100k+,horsepower_100_150hp,2017,Benzin,Gear type manual,Limousine,Leder,fuel_consumption_2_,sold_15_25d
FU31764,price_10_15k,Renault,Grand Scenic,1.6 dCi,Black,90-100k,horsepower_100_150hp,2015,Diesel,Gear type manual,Van,Teilleder,fuel_consumption_1_,sold_7_15d
FZ51816,price_10_15k,BMW,1er,118i,Black,100k+,horsepower_150_200hp,2015,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_3_,sold_25_35d
MH47403,price_10_15k,Volkswagen,Golf VII,1.4 TSI,Red,90-100k,horsepower_100_150hp,2015,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_25_35d
TH47936,price_over30k,Skoda,Kodiaq,2.0 TSI,Gray,20-30k,horsepower_150_200hp,2018,Benzin,Gear type automatic,SUV,Stoff,fuel_consumption_4_,sold_80_100d
UD29352,price_10_15k,Volkswagen,Tiguan,1.4 TSI,Silver,100k+,horsepower_150_200hp,2012,Benzin,Gear type manual,SUV,Alcantara,fuel_consumption_4_,sold_7_15d
ZV13814,price_10_15k,Toyota,Auris,1.6,Brown,100k+,horsepower_100_150hp,2014,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_3_,sold_50_65d
MM81023,price_15_20k,Audi,A4,1.8 TFSI,Gray,70-80k,horsepower_150_200hp,2015,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_3_,sold_50_65d
AZ94885,price_15_20k,Ford,Focus,2.0 TDCi,White,80-90k,horsepower_150_200hp,2016,Diesel,Gear type automatic,Kombi,Leder,fuel_consumption_2_,sold_0-7d
AA44317,price_15_20k,Hyundai,i30,1.4 TDGI,Gray,40-50k,horsepower_100_150hp,2018,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_2_,sold_65_80d
VB06022,price_15_20k,Nissan,X-Trail,1.6 dCi,White,50-60k,horsepower_100_150hp,2016,Diesel,Gear type manual,SUV,Stoff,fuel_consumption_2_,sold_0-7d
BF16739,price_10_15k,Ford,C-Max,1.0 EcoBoost,Black,100k+,horsepower_0_100hp,2016,Benzin,Gear type manual,Van,Stoff,fuel_consumption_2_,sold_0-7d
VH34190,price_20_25k,Seat,Leon,1.5 TSI,Gray,20-30k,horsepower_100_150hp,2019,Benzin,Gear type automatic,Limousine,Alcantara,fuel_consumption_2_,sold_50_65d
LF66676,price_10_15k,Volkswagen,Golf VII,1.4 TSI,White,80-90k,horsepower_100_150hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_0-7d
BT12235,price_15_20k,Volkswagen,Golf VII Sportsvan,1.2 TSI,Gray,60-70k,horsepower_100_150hp,2016,Benzin,Gear type manual,Van,Stoff,fuel_consumption_2_,sold_over100d_
MN10526,price_over30k,Audi,A7,3.0 V6 TDI,Black,100k+,horsepower_150_200hp,2016,Diesel,Gear type automatic,Kombi,Leder,fuel_consumption_2_,sold_50_65d
CY37331,price_15_20k,Dacia,Duster II,1.3 TCe,Brown,20-30k,horsepower_100_150hp,2019,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_3_,sold_80_100d
RL32247,price_20_25k,BMW,4er,420d,White,50-60k,horsepower_150_200hp,2015,Diesel,Gear type automatic,Coupe,Leder,fuel_consumption_1_,sold_35_50d
TT90200,price_25_30k,Volkswagen,Tiguan,1.5 TSI,Black,30-40k,horsepower_100_150hp,2019,Benzin,Gear type automatic,SUV,Stoff,fuel_consumption_3_,sold_25_35d
CM21196,price_15_20k,Mercedes-Benz,B-Klasse,B 180,White,80-90k,horsepower_100_150hp,2015,Benzin,Gear type automatic,Van,Stoff,fuel_consumption_3_,sold_25_35d
YA79350,price_10_15k,Citroen,C3,1.2 VTi,Black,40-50k,horsepower_0_100hp,2018,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_0-7d
HP07460,price_10_15k,Opel,Corsa,1.4,Black,50-60k,horsepower_0_100hp,2017,Benzin,Gear type automatic,Limousine,Teilleder,fuel_consumption_2_,sold_0-7d
CT65691,price_20_25k,Volkswagen,Passat,1.5 TSI,Blue,50-60k,horsepower_100_150hp,2018,Benzin,Gear type automatic,Kombi,Stoff,fuel_consumption_2_,sold_0-7d
WP33425,price_over30k,Audi,A5 Sportback,2.0 TFSI,Black,50-60k,horsepower_over250hp,2018,Benzin,Gear type automatic,Kombi,Stoff,fuel_consumption_3_,sold_65_80d
ZR87925,price_over30k,BMW,X4,xDrive 20i,White,60-70k,horsepower_150_200hp,2016,Benzin,Gear type automatic,SUV,Teilleder,fuel_consumption_4_,sold_80_100d
EB24591,price_20_25k,Mercedes-Benz,GLA-Klasse,GLA 220 d,Gray,50-60k,horsepower_150_200hp,2014,Diesel,Gear type automatic,SUV,Teilleder,fuel_consumption_2_,sold_65_80d
HR48413,price_10_15k,Volkswagen,Golf VII,1.2 TSI,Gray,60-70k,horsepower_100_150hp,2015,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_2_,sold_0-7d
FL65318,price_15_20k,Audi,TT,1.8 TFSI,Black,100k+,horsepower_150_200hp,2014,Benzin,Gear type automatic,Coupe,Leder,fuel_consumption_3_,sold_50_65d
GN20418,price_20_25k,Volkswagen,Passat,1.5 TSI,Black,20-30k,horsepower_100_150hp,2019,Benzin,Gear type automatic,Kombi,Stoff,fuel_consumption_2_,sold_65_80d
FH38701,price_10_15k,Ford,Focus,1.0 EcoBoost,Blue,90-100k,horsepower_0_100hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_35_50d
ML61675,price_10_15k,Renault,Clio,1.2,White,20-30k,horsepower_0_100hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_3_,sold_0-7d
MA79269,price_20_25k,Volkswagen,T-Cross,1.0 TSI,Green,20-30k,horsepower_100_150hp,2020,Benzin,Gear type automatic,SUV,Stoff,fuel_consumption_2_,sold_over100d_
TX17412,price_15_20k,BMW,1er,116i,Black,30-40k,horsepower_100_150hp,2018,Benzin,Gear type manual,Limousine,Leder,fuel_consumption_3_,sold_50_65d
GT90560,price_15_20k,Volkswagen,Polo,1.0 TSI,Black,30-40k,horsepower_0_100hp,2018,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_65_80d
JV06794,price_20_25k,Ford,Focus,1.5 EcoBoost,White,40-50k,horsepower_100_150hp,2019,Benzin,Gear type automatic,Kombi,Stoff,fuel_consumption_3_,sold_35_50d
TU12330,price_25_30k,Nissan,Qashqai,1.3 DIG-T,Black,0-10k,horsepower_150_200hp,2020,Benzin,Gear type automatic,SUV,Stoff,fuel_consumption_3_,sold_15_25d
LP58684,price_15_20k,Audi,A4,2.0 TDI,Green,90-100k,horsepower_150_200hp,2017,Diesel,Gear type automatic,Kombi,Stoff,fuel_consumption_2_,sold_0-7d
AA22846,price_15_20k,Hyundai,Tucson,1.6 TGDI,Brown,80-90k,horsepower_150_200hp,2016,Benzin,Gear type automatic,SUV,Leder,fuel_consumption_4_,sold_7_15d
FZ00388,price_25_30k,Volkswagen,Golf VII,1.4 GTE,Blue,30-40k,horsepower_100_150hp,2018,Hybrid,Gear type automatic,Limousine,Stoff,fuel_consumption_1_,sold_25_35d
FH18683,price_15_20k,Audi,A3,2.0 TDI,Black,100k+,horsepower_100_150hp,2014,Diesel,Gear type automatic,Limousine,Stoff,fuel_consumption_1_,sold_35_50d
GJ58732,price_25_30k,Mercedes-Benz,A-Klasse,A 180 d,Black,40-50k,horsepower_100_150hp,2019,Diesel,Gear type automatic,Limousine,Teilleder,fuel_consumption_1_,sold_80_100d
MP92079,price_20_25k,Volkswagen,Golf VII,1.8 TSI,Gray,50-60k,horsepower_150_200hp,2017,Benzin,Gear type automatic,Kombi,Stoff,fuel_consumption_4_,sold_15_25d
KM78729,price_10_15k,Ford,Focus,1.5 EcoBoost,Black,80-90k,horsepower_100_150hp,2015,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_3_,sold_15_25d
NB61528,price_10_15k,Volkswagen,Polo,1.4 TSI,Red,50-60k,horsepower_150_200hp,2014,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_3_,sold_15_25d
CB78376,price_10_15k,Seat,Ibiza,1.2 TSI,White,50-60k,horsepower_0_100hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_over100d_
BP72400,price_10_15k,Volkswagen,Jetta,1.4 TSI,Red,30-40k,horsepower_100_150hp,2015,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_2_,sold_35_50d
CF81308,price_15_20k,Smart,fortwo,0.9 Turbo,Blue,20-30k,horsepower_0_100hp,2018,Benzin,Gear type automatic,Cabrio,Stoff,fuel_consumption_1_,sold_15_25d
AG60172,price_10_15k,Skoda,Fabia,1.0 TSI,Red,50-60k,horsepower_0_100hp,2019,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_1_,sold_35_50d
VR42385,price_20_25k,Mercedes-Benz,C-Klasse,C 180 CGI,White,60-70k,horsepower_150_200hp,2018,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_2_,sold_35_50d
HT89957,price_20_25k,Mercedes-Benz,CLA-Klasse,CLA 200,White,100k+,horsepower_150_200hp,2014,Benzin,Gear type manual,Limousine,Alcantara,fuel_consumption_2_,sold_50_65d
MG40285,price_10_15k,Skoda,Fabia,1.2 TSI,White,80-90k,horsepower_100_150hp,2015,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_2_,sold_65_80d
WM79611,price_15_20k,Volkswagen,Passat,2.0 TDI,Red,100k+,horsepower_100_150hp,2015,Diesel,Gear type manual,Kombi,Stoff,fuel_consumption_1_,sold_35_50d
AF62174,price_15_20k,Seat,Leon,1.4 TSI,White,70-80k,horsepower_100_150hp,2015,Benzin,Gear type automatic,Limousine,Alcantara,fuel_consumption_2_,sold_7_15d
MY85560,price_10_15k,Ford,Focus,1.0 EcoBoost,White,30-40k,horsepower_100_150hp,2017,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_2_,sold_25_35d
DM93069,price_10_15k,Suzuki,Swift,1.6,Black,50-60k,horsepower_100_150hp,2012,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_3_,sold_65_80d
DK77060,price_20_25k,Skoda,Octavia,1.5 TSI,Gray,30-40k,horsepower_100_150hp,2020,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_2_,sold_0-7d
XF10456,price_0_10k,Dacia,Sandero II,0.9 TCe,White,20-30k,horsepower_0_100hp,2016,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_0-7d
EM29084,price_10_15k,MINI,Paceman,Cooper,Brown,50-60k,horsepower_100_150hp,2014,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_3_,sold_50_65d
SM06995,price_10_15k,BMW,1er,116i,Black,90-100k,horsepower_100_150hp,2013,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_25_35d
WT31906,price_25_30k,Ford,S-Max,2.0 EcoBlue,White,40-50k,horsepower_150_200hp,2018,Diesel,Gear type manual,Van,Leder,fuel_consumption_2_,sold_over100d_
DK10640,price_25_30k,BMW,X1,sDrive 18d,Gray,50-60k,horsepower_100_150hp,2019,Diesel,Gear type manual,SUV,Teilleder,fuel_consumption_2_,sold_35_50d
FU99533,price_10_15k,Volkswagen,Polo,1.6 TDI,Gray,70-80k,horsepower_0_100hp,2018,Diesel,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_35_50d
XY56479,price_15_20k,Hyundai,i20 Active,1.0 TGDI,Blue,20-30k,horsepower_100_150hp,2018,Benzin,Gear type automatic,Limousine,Leder,fuel_consumption_2_,sold_35_50d
WT36130,price_15_20k,Jeep,Renegade,1.4 M-Air,Black,80-90k,horsepower_100_150hp,2016,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_3_,sold_15_25d
FS26547,price_0_10k,Hyundai,i10,1.2,Silver,10-20k,horsepower_0_100hp,2014,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_15_25d
ZV99444,price_10_15k,BMW,1er,116i,Black,80-90k,horsepower_100_150hp,2015,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_50_65d
MU44754,price_20_25k,Renault,Grand Scenic,1.7 BLUE dCi,White,30-40k,horsepower_100_150hp,2020,Diesel,Gear type automatic,Van,Stoff,fuel_consumption_2_,sold_25_35d
NA78333,price_25_30k,Mercedes-Benz,E-Klasse,E 200 d,Green,60-70k,horsepower_100_150hp,2018,Diesel,Gear type automatic,Kombi,Teilleder,fuel_consumption_1_,sold_25_35d
TN71459,price_over30k,Mercedes-Benz,GLC-Klasse,GLC 250,Gray,30-40k,horsepower_200_250hp,2019,Benzin,Gear type automatic,SUV,Teilleder,fuel_consumption_4_,sold_50_65d
KY98667,price_25_30k,Ford,Focus,1.5 EcoBoost,Orange,20-30k,horsepower_100_150hp,2019,Benzin,Gear type automatic,Kombi,Leder,fuel_consumption_3_,sold_65_80d
UX84834,price_15_20k,Mazda,CX-3,2.0 Skyactiv-G,Gray,30-40k,horsepower_100_150hp,2018,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_3_,sold_65_80d
MB62698,price_10_15k,Peugeot,2008,1.2 e-THP,Black,60-70k,horsepower_100_150hp,2017,Benzin,Gear type manual,SUV,Leder,fuel_consumption_2_,sold_25_35d
FN54014,price_25_30k,BMW,3er,320d GT,Gray,60-70k,horsepower_150_200hp,2018,Diesel,Gear type automatic,Limousine,Alcantara,fuel_consumption_1_,sold_25_35d
ZT38009,price_20_25k,Hyundai,IONIQ,1.6,White,20-30k,horsepower_100_150hp,2018,Hybrid,Gear type automatic,Limousine,Leder,fuel_consumption_1_,sold_0-7d
HR11076,price_10_15k,Citroen,C3,1.2 e-THP,Black,40-50k,horsepower_100_150hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_over100d_
MV82885,price_20_25k,Ford,Focus,1.5 EcoBoost,Blue,30-40k,horsepower_150_200hp,2019,Benzin,Gear type manual,Kombi,Teilleder,fuel_consumption_2_,sold_15_25d
VM73261,price_over30k,Ford,Transit Custom,2.0 TDCi,White,40-50k,horsepower_100_150hp,2018,Diesel,Gear type manual,Kombi,Stoff,fuel_consumption_3_,sold_50_65d
AU00908,price_10_15k,Hyundai,i10,1.0,White,0-10k,horsepower_0_100hp,2017,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_3_,sold_15_25d
PT55816,price_25_30k,Audi,Q5,2.0 TDI,Black,100k+,horsepower_150_200hp,2016,Diesel,Gear type automatic,SUV,Leder,fuel_consumption_3_,sold_25_35d
HS53073,price_0_10k,Hyundai,i20,1.2,Gold,30-40k,horsepower_0_100hp,2015,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_7_15d
AF27814,price_20_25k,Mercedes-Benz,C-Klasse,C 180 CGI,Black,100k+,horsepower_150_200hp,2016,Benzin,Gear type automatic,Kombi,Teilleder,fuel_consumption_2_,sold_15_25d
WF81899,price_25_30k,Audi,A5,3.0 V6 TDI,Gray,100k+,horsepower_200_250hp,2017,Diesel,Gear type automatic,Coupe,Teilleder,fuel_consumption_2_,sold_15_25d
AG95235,price_10_15k,Renault,Clio,1.0 TCe,Gray,30-40k,horsepower_100_150hp,2019,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_0-7d
RF27991,price_15_20k,Ford,Mondeo,1.5 EcoBoost,Gray,60-70k,horsepower_150_200hp,2017,Benzin,Gear type automatic,Kombi,Stoff,fuel_consumption_4_,sold_80_100d
WG43489,price_0_10k,Volkswagen,up!,1.0,Gray,90-100k,horsepower_0_100hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_50_65d
WM69142,price_15_20k,Ford,EcoSport,1.0 EcoBoost,White,40-50k,horsepower_100_150hp,2018,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_2_,sold_7_15d
TZ15041,price_15_20k,Mercedes-Benz,B-Klasse,B 220,Red,100k+,horsepower_150_200hp,2014,Benzin,Gear type automatic,Van,Teilleder,fuel_consumption_4_,sold_25_35d
WN21900,price_over30k,Toyota,RAV 4,2.5 Hybrid,Gray,20-30k,horsepower_200_250hp,2019,Hybrid,Gear type automatic,SUV,Leder,fuel_consumption_2_,sold_35_50d
JB89993,price_25_30k,Jeep,Compass,1.4 M-Air,Gray,0-10k,horsepower_100_150hp,2018,Benzin,Gear type manual,SUV,Leder,fuel_consumption_4_,sold_35_50d
CN91219,price_over30k,Audi,Q3 Sportback,45 TFSI,Black,30-40k,horsepower_200_250hp,2020,Benzin,Gear type automatic,SUV,Teilleder,fuel_consumption_4_,sold_25_35d
LW70860,price_15_20k,MINI,MINI,Cooper S,Orange,90-100k,horsepower_150_200hp,2014,Benzin,Gear type manual,Limousine,Teilleder,fuel_consumption_3_,sold_65_80d
VG85721,price_0_10k,Ford,Fiesta,1.25,White,50-60k,horsepower_0_100hp,2014,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_15_25d
UH29054,price_20_25k,Seat,Ateca,1.0 TSI,Gray,20-30k,horsepower_100_150hp,2017,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_2_,sold_35_50d
XN58439,price_15_20k,Hyundai,Tucson,1.6 TGDI,Red,60-70k,horsepower_150_200hp,2017,Benzin,Gear type automatic,SUV,Leder,fuel_consumption_4_,sold_7_15d
MK88025,price_10_15k,Ford,Fiesta,1.1,Gray,20-30k,horsepower_0_100hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_50_65d
AC38325,price_10_15k,Fiat,500,1.2,Blue,0-10k,horsepower_0_100hp,2017,Benzin,Gear type manual,Limousine,Leder,fuel_consumption_2_,sold_80_100d
YA83347,price_0_10k,Mitsubishi,Space Star,1.0,White,40-50k,horsepower_0_100hp,2019,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_1_,sold_35_50d
NV50746,price_0_10k,Mitsubishi,Space Star,1.0,Silver,60-70k,horsepower_0_100hp,2015,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_35_50d
ZJ20450,price_0_10k,Mazda,2,1.3,Brown,40-50k,horsepower_0_100hp,2014,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_35_50d
RJ37536,price_20_25k,Audi,A4,1.4 TFSI,Gray,100k+,horsepower_100_150hp,2017,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_3_,sold_0-7d
JD38920,price_15_20k,BMW,1er,116i,White,30-40k,horsepower_100_150hp,2016,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_35_50d
UJ91218,price_20_25k,BMW,2er,218d,White,50-60k,horsepower_100_150hp,2015,Diesel,Gear type automatic,Coupe,Alcantara,fuel_consumption_1_,sold_35_50d
WL65295,price_10_15k,Skoda,Rapid,1.0 TSI,White,40-50k,horsepower_0_100hp,2018,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_7_15d
HE25922,price_15_20k,Renault,Talisman,1.6 dCi Energy,Gray,50-60k,horsepower_150_200hp,2016,Diesel,Gear type automatic,Limousine,Teilleder,fuel_consumption_1_,sold_35_50d
KG15138,price_20_25k,Mercedes-Benz,C-Klasse,C 220 d,Black,50-60k,horsepower_150_200hp,2015,Diesel,Gear type automatic,Kombi,Leder,fuel_consumption_1_,sold_0-7d
MB01306,price_10_15k,Smart,forfour,0.9 Turbo,Blue,30-40k,horsepower_0_100hp,2018,Benzin,Gear type automatic,Limousine,Leder,fuel_consumption_2_,sold_0-7d
NR48756,price_20_25k,Mercedes-Benz,CLA-Klasse,CLA 200,Purple,90-100k,horsepower_150_200hp,2016,Benzin,Gear type automatic,Limousine,Teilleder,fuel_consumption_2_,sold_15_25d
NF84564,price_10_15k,Nissan,Note,1.2,White,100k+,horsepower_0_100hp,2016,Benzin,Gear type automatic,Van,Teilleder,fuel_consumption_2_,sold_35_50d
SM51661,price_over30k,Mercedes-Benz,C-Klasse,C 200,Silver,90-100k,horsepower_150_200hp,2017,Benzin,Gear type automatic,Cabrio,Teilleder,fuel_consumption_3_,sold_65_80d
BK72813,price_20_25k,Audi,A5,3.0 V6 TDI,Brown,50-60k,horsepower_200_250hp,2013,Diesel,Gear type automatic,Cabrio,Alcantara,fuel_consumption_3_,sold_0-7d
PN91048,price_20_25k,Suzuki,SX4,1.4 BoosterJet,White,0-10k,horsepower_100_150hp,2019,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_2_,sold_15_25d
AM13399,price_over30k,Hyundai,Santa Fe,2.2 CRDi,Gray,60-70k,horsepower_150_200hp,2019,Diesel,Gear type automatic,SUV,Leder,fuel_consumption_3_,sold_7_15d
KH70189,price_25_30k,MINI,MINI,Cooper,Gray,20-30k,horsepower_150_200hp,2021,Benzin,Gear type automatic,Limousine,Teilleder,fuel_consumption_3_,sold_65_80d
JG07335,price_10_15k,Hyundai,i30,1.0 TGDI,Red,70-80k,horsepower_100_150hp,2017,Benzin,Gear type manual,Kombi,Teilleder,fuel_consumption_2_,sold_35_50d
ZD28262,price_15_20k,Toyota,Yaris,1.5 Hybrid,White,20-30k,horsepower_0_100hp,2018,Hybrid,Gear type automatic,Limousine,Stoff,fuel_consumption_1_,sold_50_65d
FD25714,price_10_15k,Volkswagen,Polo,1.0,Black,40-50k,horsepower_0_100hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_0-7d
WC22866,price_0_10k,Volkswagen,up!,1.0,White,90-100k,horsepower_0_100hp,2014,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_50_65d
SR13998,price_20_25k,Volkswagen,Golf VII,1.5 TSI,Gray,60-70k,horsepower_100_150hp,2018,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_2_,sold_25_35d
NT50036,price_20_25k,Volkswagen,Passat,2.0 TDI,Gray,100k+,horsepower_200_250hp,2015,Diesel,Gear type automatic,Kombi,Teilleder,fuel_consumption_2_,sold_65_80d
CH58377,price_15_20k,Skoda,Superb,2.0 TSI,Brown,70-80k,horsepower_150_200hp,2014,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_4_,sold_over100d_
TK52217,price_20_25k,Hyundai,i30,2.0 TGDI,Gray,70-80k,horsepower_over250hp,2019,Benzin,Gear type manual,Limousine,Teilleder,fuel_consumption_4_,sold_0-7d
LU04139,price_15_20k,Volkswagen,Golf VII,1.6 TDI,White,80-90k,horsepower_100_150hp,2018,Diesel,Gear type manual,Kombi,Stoff,fuel_consumption_1_,sold_35_50d
ZY11962,price_10_15k,Dacia,Duster,1.5 dCi,Gray,90-100k,horsepower_100_150hp,2014,Diesel,Gear type manual,SUV,Leder,fuel_consumption_2_,sold_7_15d
ZZ39407,price_over30k,Audi,A5,40 TFSI,Gray,50-60k,horsepower_150_200hp,2018,Benzin,Gear type automatic,Coupe,Leder,fuel_consumption_3_,sold_25_35d
XB83017,price_15_20k,Audi,Q3,1.4 TFSI,Red,30-40k,horsepower_100_150hp,2013,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_3_,sold_50_65d
GW84189,price_10_15k,Volkswagen,Golf VII,1.6 TDI,Blue,90-100k,horsepower_100_150hp,2015,Diesel,Gear type automatic,Limousine,Stoff,fuel_consumption_1_,sold_0-7d
KP02430,price_25_30k,BMW,2er,220i,White,40-50k,horsepower_150_200hp,2015,Benzin,Gear type automatic,Cabrio,Leder,fuel_consumption_3_,sold_65_80d
XH17001,price_20_25k,Hyundai,Tucson,1.6 TGDI,Gray,40-50k,horsepower_150_200hp,2017,Benzin,Gear type automatic,SUV,Leder,fuel_consumption_4_,sold_25_35d
SY10757,price_0_10k,Renault,Megane,1.5 dCi,Brown,100k+,horsepower_100_150hp,2015,Diesel,Gear type automatic,Kombi,Stoff,fuel_consumption_1_,sold_0-7d
FZ13878,price_0_10k,Ford,B-Max,1.0 EcoBoost,Orange,50-60k,horsepower_0_100hp,2014,Benzin,Gear type manual,Van,Stoff,fuel_consumption_2_,sold_0-7d
EX21526,price_25_30k,Suzuki,Jimny,1.5,Beige,20-30k,horsepower_100_150hp,2021,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_4_,sold_35_50d
DR26798,price_10_15k,Kia,cee'd,1.6 GDI,Gray,40-50k,horsepower_100_150hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_3_,sold_80_100d
TV58055,price_0_10k,Dacia,Sandero II,0.9 TCe,Red,20-30k,horsepower_0_100hp,2015,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_25_35d
UN07947,price_20_25k,Seat,Ateca,1.4 TSI ACT,Black,50-60k,horsepower_100_150hp,2017,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_2_,sold_35_50d
FJ31585,price_0_10k,Seat,Mii,1.0,Red,60-70k,horsepower_0_100hp,2015,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_25_35d
UT62956,price_10_15k,Renault,Megane,1.2 TCe Energy,White,40-50k,horsepower_0_100hp,2018,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_7_15d
TY71476,price_15_20k,Volkswagen,Golf VII,1.4 TSI,Gray,70-80k,horsepower_100_150hp,2017,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_2_,sold_7_15d
AA80410,price_0_10k,Mitsubishi,Space Star,1.0,Red,30-40k,horsepower_0_100hp,2019,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_1_,sold_50_65d
HT21715,price_25_30k,BMW,X1,sDrive 18i,Gray,30-40k,horsepower_100_150hp,2019,Benzin,Gear type automatic,SUV,Stoff,fuel_consumption_3_,sold_80_100d
GA76143,price_10_15k,Volkswagen,Polo,1.2 TSI,Blue,80-90k,horsepower_0_100hp,2015,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_7_15d
BF08016,price_10_15k,BMW,1er,116i,Black,60-70k,horsepower_100_150hp,2015,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_35_50d
SK77259,price_25_30k,Volkswagen,Beetle,1.4 TSI,Black,0-10k,horsepower_100_150hp,2017,Benzin,Gear type automatic,Cabrio,Leder,fuel_consumption_2_,sold_15_25d
JS79082,price_20_25k,Ford,Kuga,2.0 TDCi,White,50-60k,horsepower_150_200hp,2018,Diesel,Gear type automatic,SUV,Teilleder,fuel_consumption_2_,sold_80_100d
GT06920,price_10_15k,Dacia,Sandero II,0.9 TCe,Red,30-40k,horsepower_0_100hp,2016,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_2_,sold_0-7d
TW30892,price_20_25k,Hyundai,Tucson,1.6 TGDI,Gray,50-60k,horsepower_150_200hp,2018,Benzin,Gear type manual,SUV,Leder,fuel_consumption_4_,sold_80_100d
