id,price_cluster,make,model,subtype,outside_color,mileage_cluster,hp_cluster,built_year,fueltype,geartype,body_type,upholstery,fuel_cluster,time_sell
XE26670,price_10_15k,Dacia,Sandero II,0.9 TCe,White,30-40k,horsepower_0_100hp,2018,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_2_,sold_0-7d
DW67311,price_10_15k,Volvo,V 40,1.6 T3,Brown,100k+,horsepower_100_150hp,2013,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_15_25d
MN57583,price_10_15k,Toyota,Yaris,1.5,Gray,10-20k,horsepower_100_150hp,2019,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_15_25d
YD74994,price_25_30k,Seat,Arona,1.5 TSI ACT,Gray,10-20k,horsepower_100_150hp,2021,Benzin,Gear type automatic,SUV,Alcantara,fuel_consumption_2_,sold_65_80d
NC96841,price_0_10k,Citroen,C1,1.2 VTi,Gray,30-40k,horsepower_0_100hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_7_15d
HW47692,price_20_25k,Ford,Kuga,2.0 EcoBoost SCTi,Gray,60-70k,horsepower_200_250hp,2018,Benzin,Gear type automatic,SUV,Leder,fuel_consumption_4_,sold_25_35d
DB89013,price_20_25k,BMW,2er,220i,Gray,40-50k,horsepower_150_200hp,2016,Benzin,Gear type manual,Cabrio,Teilleder,fuel_consumption_3_,sold_50_65d
GU64827,price_15_20k,Volkswagen,Golf VII,1.5 TSI,Yellow,20-30k,horsepower_100_150hp,2018,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_0-7d
DU21863,price_10_15k,Opel,Astra K,1.0,Black,80-90k,horsepower_100_150hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_35_50d
JC99763,price_20_25k,Volkswagen,Golf VII Sportsvan,1.5 TSI,Silver,70-80k,horsepower_100_150hp,2018,Benzin,Gear type automatic,Van,Stoff,fuel_consumption_2_,sold_80_100d
JB92313,price_15_20k,Dacia,Duster II,1.5 Blue dCi,Gray,70-80k,horsepower_100_150hp,2019,Diesel,Gear type manual,SUV,Stoff,fuel_consumption_1_,sold_65_80d
PH49349,price_20_25k,Mitsubishi,Outlander,2.0,Black,40-50k,horsepower_100_150hp,2018,Benzin,Gear type automatic,SUV,Stoff,fuel_consumption_3_,sold_50_65d
UY72160,price_0_10k,Fiat,500,1.2,Black,40-50k,horsepower_0_100hp,2016,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_0-7d
CR90969,price_0_10k,Citroen,C1,1.0 VTi,Red,20-30k,horsepower_0_100hp,2014,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_15_25d
HP92252,price_0_10k,Ford,Focus,1.0 EcoBoost,White,70-80k,horsepower_0_100hp,2014,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_2_,sold_7_15d
VX36863,price_10_15k,Kia,Rio,1.0 TGDI,Gray,100k+,horsepower_100_150hp,2017,Benzin,Gear type manual,Limousine,Leder,fuel_consumption_2_,sold_15_25d
CZ88564,price_0_10k,Volkswagen,Polo,1.2,Gray,30-40k,horsepower_0_100hp,2012,Benzin,Gear type manual,Limousine,Teilleder,fuel_consumption_2_,sold_0-7d
GA05956,price_15_20k,Volkswagen,Polo,1.0 TSI,Blue,10-20k,horsepower_0_100hp,2018,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_35_50d
GY09711,price_0_10k,Smart,forfour,1.0,White,40-50k,horsepower_0_100hp,2014,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_over100d_
XN87042,price_10_15k,Suzuki,Baleno,1.0 BoosterJet,White,30-40k,horsepower_100_150hp,2018,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_2_,sold_7_15d
HA75447,price_20_25k,Seat,Leon,1.5 TSI,Blue,100k+,horsepower_100_150hp,2018,Benzin,Gear type automatic,Kombi,Leder,fuel_consumption_2_,sold_15_25d
WJ53051,price_10_15k,Volkswagen,Golf VII Sportsvan,2.0 TDI,Black,70-80k,horsepower_100_150hp,2014,Diesel,Gear type manual,Van,Stoff,fuel_consumption_1_,sold_7_15d
CK72245,price_20_25k,Mercedes-Benz,C-Klasse,C 220 d,Black,100k+,horsepower_150_200hp,2014,Diesel,Gear type automatic,Limousine,Stoff,fuel_consumption_1_,sold_7_15d
CM70601,price_0_10k,Nissan,Micra,1.2,White,10-20k,horsepower_0_100hp,2016,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_15_25d
PC69249,price_20_25k,Skoda,Octavia,2.0 TDI,Black,40-50k,horsepower_150_200hp,2018,Diesel,Gear type automatic,Limousine,Stoff,fuel_consumption_1_,sold_0-7d
WA06995,price_15_20k,Ford,Tourneo Connect,1.0 EcoBoost,Black,90-100k,horsepower_0_100hp,2017,Benzin,Gear type manual,Van,Stoff,fuel_consumption_3_,sold_50_65d
XF20929,price_15_20k,Ford,Tourneo Courier,1.0 EcoBoost,Blue,30-40k,horsepower_0_100hp,2019,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_3_,sold_7_15d
GS56912,price_20_25k,Skoda,Kamiq,1.0 TSI,Blue,20-30k,horsepower_100_150hp,2020,Benzin,Gear type automatic,SUV,Stoff,fuel_consumption_2_,sold_50_65d
WY02725,price_0_10k,Renault,Clio,0.9 Energy,Gray,90-100k,horsepower_0_100hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_15_25d
JG49055,price_10_15k,Opel,Corsa,1.4,Black,60-70k,horsepower_0_100hp,2018,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_50_65d
NW62198,price_15_20k,Ford,EcoSport,1.0 EcoBoost,Gray,10-20k,horsepower_100_150hp,2019,Benzin,Gear type automatic,SUV,Teilleder,fuel_consumption_3_,sold_25_35d
CM28803,price_10_15k,Volkswagen,Golf VII,1.0 TSI,Gray,90-100k,horsepower_100_150hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_7_15d
NZ88302,price_10_15k,Skoda,Rapid,1.2 TSI,Brown,40-50k,horsepower_100_150hp,2015,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_65_80d
GN38563,price_15_20k,Volkswagen,Beetle,1.2 TSI,Black,50-60k,horsepower_100_150hp,2015,Benzin,Gear type automatic,Limousine,Leder,fuel_consumption_3_,sold_15_25d
RE84660,price_15_20k,Citroen,C4 Grand Picasso,1.2 e-THP,Red,90-100k,horsepower_100_150hp,2018,Benzin,Gear type manual,Van,Stoff,fuel_consumption_2_,sold_0-7d
UZ76314,price_20_25k,Volkswagen,Golf VII,2.0 TSI,Gray,50-60k,horsepower_200_250hp,2015,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_3_,sold_7_15d
VP34116,price_25_30k,Mercedes-Benz,GLA-Klasse,GLA 250,Gold,60-70k,horsepower_200_250hp,2017,Benzin,Gear type automatic,SUV,Teilleder,fuel_consumption_3_,sold_50_65d
DH61206,price_over30k,MINI,MINI,Cooper,Gray,0-10k,horsepower_150_200hp,2022,Benzin,Gear type automatic,Limousine,Teilleder,fuel_consumption_2_,sold_over100d_
EM93903,price_20_25k,Opel,Grandland X,1.2,White,40-50k,horsepower_100_150hp,2018,Benzin,Gear type automatic,SUV,Leder,fuel_consumption_2_,sold_50_65d
DW93193,price_20_25k,Audi,A1,30 TFSI,Black,20-30k,horsepower_100_150hp,2018,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_2_,sold_35_50d
PM24140,price_20_25k,BMW,1er,118i,Gray,30-40k,horsepower_100_150hp,2018,Benzin,Gear type manual,Limousine,Leder,fuel_consumption_3_,sold_over100d_
EG87799,price_20_25k,Volkswagen,Polo,1.0 TSI,Black,0-10k,horsepower_100_150hp,2021,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_2_,sold_7_15d
JJ03566,price_15_20k,Seat,Leon,1.5 TSI,Gray,70-80k,horsepower_100_150hp,2019,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_35_50d
DG17011,price_20_25k,Mazda,CX-5,2.2 Turbodiesel,Gray,60-70k,horsepower_150_200hp,2017,Diesel,Gear type automatic,SUV,Leder,fuel_consumption_3_,sold_50_65d
XG03083,price_15_20k,Audi,A3 Limousine,1.4 TFSI,Gray,100k+,horsepower_100_150hp,2015,Benzin,Gear type manual,Limousine,Teilleder,fuel_consumption_2_,sold_65_80d
CR50196,price_10_15k,Volkswagen,up!,1.0,White,30-40k,horsepower_0_100hp,2018,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_1_,sold_25_35d
DM09432,price_15_20k,Smart,fortwo,0.9 Turbo,Orange,0-10k,horsepower_0_100hp,2019,Benzin,Gear type automatic,Coupe,Stoff,fuel_consumption_1_,sold_0-7d
CX04901,price_20_25k,Mercedes-Benz,CLA-Klasse,CLA 220 d,Gray,100k+,horsepower_150_200hp,2013,Diesel,Gear type automatic,Limousine,Teilleder,fuel_consumption_1_,sold_80_100d
GT71514,price_0_10k,Dacia,Sandero II,1.2,Gray,70-80k,horsepower_0_100hp,2015,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_3_,sold_0-7d
CR75088,price_10_15k,BMW,2er,218i Active Tourer,Blue,90-100k,horsepower_100_150hp,2015,Benzin,Gear type manual,Van,Stoff,fuel_consumption_2_,sold_35_50d
CU76382,price_25_30k,Volkswagen,Arteon,2.0 TSI,Gray,20-30k,horsepower_150_200hp,2018,Benzin,Gear type automatic,Limousine,Leder,fuel_consumption_3_,sold_35_50d
XL19131,price_10_15k,Smart,fortwo,1.0,White,10-20k,horsepower_0_100hp,2017,Benzin,Gear type automatic,Coupe,Stoff,fuel_consumption_1_,sold_7_15d
RW73744,price_15_20k,Peugeot,308,1.2 e-THP,Gray,20-30k,horsepower_100_150hp,2019,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_50_65d
CY67338,price_20_25k,Mercedes-Benz,B-Klasse,B 220,White,30-40k,horsepower_150_200hp,2017,Benzin,Gear type automatic,Van,Teilleder,fuel_consumption_4_,sold_35_50d
CD34942,price_25_30k,Volkswagen,Arteon,1.5 TSI,Black,60-70k,horsepower_100_150hp,2018,Benzin,Gear type automatic,Limousine,Alcantara,fuel_consumption_3_,sold_35_50d
VU67489,price_15_20k,Skoda,Fabia,1.0 TSI,Black,20-30k,horsepower_0_100hp,2020,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_2_,sold_15_25d
VP19631,price_10_15k,Skoda,Fabia,1.0 TSI,White,60-70k,horsepower_100_150hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_50_65d
WZ02884,price_0_10k,Volkswagen,Polo,1.0,Brown,40-50k,horsepower_0_100hp,2015,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_80_100d
HD34434,price_20_25k,Mercedes-Benz,A-Klasse,A 180,Black,20-30k,horsepower_100_150hp,2019,Benzin,Gear type manual,Limousine,Teilleder,fuel_consumption_2_,sold_over100d_
DR13733,price_over30k,BMW,4er,435d Gran Coupé,Blue,80-90k,horsepower_over250hp,2017,Diesel,Gear type automatic,Coupe,Leder,fuel_consumption_3_,sold_65_80d
RK09889,price_15_20k,Ford,Kuga,2.0 TDCi,Red,80-90k,horsepower_100_150hp,2019,Diesel,Gear type manual,SUV,Teilleder,fuel_consumption_3_,sold_65_80d
PG83094,price_10_15k,Peugeot,108,1.0 VTi,Black,10-20k,horsepower_0_100hp,2019,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_over100d_
CA30768,price_20_25k,Jeep,Compass,1.4 M-Air,Green,40-50k,horsepower_150_200hp,2017,Benzin,Gear type automatic,SUV,Teilleder,fuel_consumption_4_,sold_15_25d
EV91584,price_15_20k,Volkswagen,Golf VII,1.6 TDI,White,70-80k,horsepower_100_150hp,2018,Diesel,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_35_50d
DA40979,price_10_15k,Fiat,500,1.2,Gray,0-10k,horsepower_0_100hp,2019,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_2_,sold_25_35d
EG80868,price_20_25k,Ford,Focus,2.0 EcoBlue,White,40-50k,horsepower_100_150hp,2019,Diesel,Gear type manual,Kombi,Stoff,fuel_consumption_1_,sold_over100d_
GS51485,price_0_10k,Opel,Corsa,1.2,Red,30-40k,horsepower_0_100hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_0-7d
HW27358,price_0_10k,Smart,forfour,1.0,Orange,60-70k,horsepower_0_100hp,2015,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_35_50d
DT16706,price_15_20k,Volkswagen,Polo,1.6 TDI,White,30-40k,horsepower_0_100hp,2018,Diesel,Gear type automatic,Limousine,Teilleder,fuel_consumption_1_,sold_50_65d
FV86956,price_10_15k,Skoda,Yeti,1.2 TSI,Yellow,70-80k,horsepower_100_150hp,2016,Benzin,Gear type automatic,SUV,Stoff,fuel_consumption_2_,sold_7_15d
HF26232,price_25_30k,Renault,Talisman,1.8 TCe,Blue,40-50k,horsepower_200_250hp,2018,Benzin,Gear type automatic,Kombi,Teilleder,fuel_consumption_1_,sold_15_25d
TV35347,price_15_20k,BMW,2er,218i Active Tourer,Gray,80-90k,horsepower_100_150hp,2015,Benzin,Gear type automatic,Van,Stoff,fuel_consumption_2_,sold_25_35d
DG19241,price_10_15k,Opel,Corsa,1.2,Red,10-20k,horsepower_0_100hp,2018,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_25_35d
EW80063,price_20_25k,Toyota,Corolla,1.8 Hybrid,White,30-40k,horsepower_100_150hp,2019,Hybrid,Gear type automatic,Kombi,Stoff,fuel_consumption_1_,sold_0-7d
MN71829,price_10_15k,Opel,Corsa,1.4 Turbo,Green,90-100k,horsepower_100_150hp,2015,Benzin,Gear type manual,Limousine,Teilleder,fuel_consumption_3_,sold_35_50d
PS55793,price_15_20k,BMW,1er,118i,Black,50-60k,horsepower_100_150hp,2018,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_25_35d
MV17162,price_20_25k,Mazda,CX-5,2.0,Red,20-30k,horsepower_150_200hp,2018,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_3_,sold_65_80d
GW12578,price_15_20k,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 180 d,Red,90-100k,horsepower_100_150hp,2018,Diesel,Gear type manual,Kombi,Teilleder,fuel_consumption_1_,sold_35_50d
VD73198,price_20_25k,Mazda,CX-3,2.0,Gray,50-60k,horsepower_100_150hp,2017,Benzin,Gear type automatic,SUV,Leder,fuel_consumption_3_,sold_50_65d
XA67095,price_10_15k,Opel,Mokka,1.7 CDTI,Black,70-80k,horsepower_100_150hp,2014,Diesel,Gear type manual,SUV,Stoff,fuel_consumption_2_,sold_15_25d
VK56420,price_20_25k,Peugeot,208,1.2 PureTech,Black,10-20k,horsepower_100_150hp,2020,Benzin,Gear type automatic,Limousine,Teilleder,fuel_consumption_1_,sold_25_35d
DT50314,price_15_20k,Volkswagen,Golf VII,1.4 TSI,Black,80-90k,horsepower_100_150hp,2017,Benzin,Gear type automatic,Limousine,Alcantara,fuel_consumption_2_,sold_7_15d
PC93188,price_10_15k,Volkswagen,Golf VII,1.2 TSI,Black,80-90k,horsepower_0_100hp,2014,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_35_50d
PE92277,price_15_20k,Opel,Insignia,2.0 CDTI,Blue,60-70k,horsepower_150_200hp,2016,Diesel,Gear type automatic,Kombi,Leder,fuel_consumption_2_,sold_7_15d
HU49569,price_10_15k,Dacia,Logan MCV II,0.9 TCe,Gray,80-90k,horsepower_0_100hp,2018,Benzin,Gear type automatic,Kombi,Stoff,fuel_consumption_2_,sold_25_35d
EP17980,price_20_25k,Mercedes-Benz,B-Klasse,B 220,Gray,10-20k,horsepower_150_200hp,2015,Benzin,Gear type automatic,Van,Teilleder,fuel_consumption_4_,sold_35_50d
NZ15731,price_0_10k,Renault,Twingo,1.0 SCe,White,40-50k,horsepower_0_100hp,2016,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_35_50d
HF45337,price_20_25k,BMW,1er,120i,Black,30-40k,horsepower_150_200hp,2019,Benzin,Gear type automatic,Limousine,Leder,fuel_consumption_3_,sold_50_65d
PL00797,price_20_25k,Seat,Ateca,1.4 TSI ACT,Black,40-50k,horsepower_100_150hp,2017,Benzin,Gear type manual,SUV,Alcantara,fuel_consumption_2_,sold_25_35d
PK84891,price_20_25k,BMW,X1,xDrive 20d,White,80-90k,horsepower_150_200hp,2017,Diesel,Gear type automatic,SUV,Teilleder,fuel_consumption_2_,sold_7_15d
JP65223,price_20_25k,MINI,Cabrio,Cooper,White,40-50k,horsepower_100_150hp,2018,Benzin,Gear type automatic,Cabrio,Stoff,fuel_consumption_2_,sold_50_65d
CW21700,price_10_15k,Smart,fortwo,0.9 Turbo,Black,30-40k,horsepower_0_100hp,2016,Benzin,Gear type automatic,Coupe,Stoff,fuel_consumption_1_,sold_35_50d
JM77161,price_over30k,Skoda,Kodiaq,2.0 BiTDI,Gray,70-80k,horsepower_200_250hp,2018,Diesel,Gear type automatic,SUV,Alcantara,fuel_consumption_3_,sold_15_25d
XU37542,price_10_15k,Volkswagen,Golf VII,2.0 TDI,White,100k+,horsepower_100_150hp,2014,Diesel,Gear type manual,Kombi,Stoff,fuel_consumption_1_,sold_50_65d
CY74466,price_20_25k,Hyundai,Tucson,1.6 TGDI,Black,20-30k,horsepower_150_200hp,2018,Benzin,Gear type automatic,SUV,Leder,fuel_consumption_4_,sold_80_100d
TW24190,price_20_25k,Volkswagen,Touran,2.0 TDI,White,90-100k,horsepower_150_200hp,2016,Diesel,Gear type automatic,Van,Leder,fuel_consumption_2_,sold_0-7d
PE23141,price_15_20k,BMW,1er,118i,Gray,60-70k,horsepower_100_150hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_15_25d
NV98580,price_20_25k,Seat,Leon,1.5 eTSI ACT,Gray,30-40k,horsepower_100_150hp,2020,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_2_,sold_7_15d
XY61027,price_20_25k,Audi,Q2,1.4 TFSI ACT,Black,30-40k,horsepower_100_150hp,2017,Benzin,Gear type automatic,SUV,Stoff,fuel_consumption_2_,sold_7_15d
PH47500,price_20_25k,Seat,Ateca,1.5 TSI,Black,10-20k,horsepower_100_150hp,2019,Benzin,Gear type automatic,SUV,Stoff,fuel_consumption_3_,sold_65_80d
WC47411,price_20_25k,BMW,2er,220i Active Tourer,Gray,30-40k,horsepower_150_200hp,2016,Benzin,Gear type automatic,Van,Stoff,fuel_consumption_3_,sold_25_35d
SK27086,price_10_15k,Hyundai,i30,1.0 TGDI,Red,50-60k,horsepower_100_150hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_80_100d
YG04191,price_15_20k,Volkswagen,Golf VII,1.0 TSI,Green,50-60k,horsepower_100_150hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_80_100d
FA18586,price_10_15k,Skoda,Fabia,1.2 TSI,Gray,40-50k,horsepower_100_150hp,2016,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_35_50d
DK10616,price_15_20k,BMW,2er,218i Gran Tourer,Black,40-50k,horsepower_100_150hp,2017,Benzin,Gear type manual,Van,Stoff,fuel_consumption_2_,sold_35_50d
PA91433,price_15_20k,MINI,MINI,One,Red,20-30k,horsepower_100_150hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_35_50d
VY95643,price_10_15k,Hyundai,i10,1.2,Red,30-40k,horsepower_0_100hp,2018,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_3_,sold_25_35d
CL68280,price_20_25k,Audi,Q3,2.0 TDI,Black,100k+,horsepower_100_150hp,2018,Diesel,Gear type automatic,SUV,Alcantara,fuel_consumption_2_,sold_7_15d
FT50451,price_10_15k,Renault,Captur,0.9 Energy,Gray,30-40k,horsepower_0_100hp,2017,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_2_,sold_35_50d
RT20696,price_15_20k,Skoda,Octavia,2.0 TSI,Gray,100k+,horsepower_200_250hp,2015,Benzin,Gear type automatic,Kombi,Teilleder,fuel_consumption_3_,sold_25_35d
YG40188,price_20_25k,BMW,5er,520d,Gray,90-100k,horsepower_150_200hp,2015,Diesel,Gear type automatic,Limousine,Leder,fuel_consumption_2_,sold_25_35d
WR80388,price_15_20k,Volkswagen,Golf VII,2.0 TSI,White,80-90k,horsepower_200_250hp,2015,Benzin,Gear type automatic,Limousine,Leder,fuel_consumption_3_,sold_7_15d
DH45256,price_20_25k,Volkswagen,Touran,1.5 TSI,Black,100k+,horsepower_100_150hp,2018,Benzin,Gear type automatic,Van,Alcantara,fuel_consumption_3_,sold_25_35d
PM91017,price_15_20k,Hyundai,i30,1.6 CRDi,Blue,60-70k,horsepower_100_150hp,2017,Diesel,Gear type automatic,Limousine,Leder,fuel_consumption_1_,sold_0-7d
JJ29207,price_15_20k,Skoda,Yeti,1.4 TSI,Black,70-80k,horsepower_100_150hp,2015,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_3_,sold_7_15d
PR00974,price_10_15k,MINI,MINI,Cooper,Orange,40-50k,horsepower_100_150hp,2015,Benzin,Gear type manual,Limousine,Teilleder,fuel_consumption_2_,sold_0-7d
CL76523,price_over30k,Honda,CR-V,1.5 Turbo,Red,10-20k,horsepower_150_200hp,2019,Benzin,Gear type automatic,SUV,Leder,fuel_consumption_4_,sold_80_100d
WN48219,price_10_15k,BMW,1er,116i,White,50-60k,horsepower_100_150hp,2015,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_35_50d
NS74706,price_20_25k,Audi,Q2,1.4 TFSI ACT,Black,30-40k,horsepower_100_150hp,2018,Benzin,Gear type automatic,SUV,Stoff,fuel_consumption_2_,sold_35_50d
CN13136,price_10_15k,Fiat,500X,1.4 Turbo,Green,50-60k,horsepower_100_150hp,2015,Benzin,Gear type manual,SUV,Teilleder,fuel_consumption_3_,sold_over100d_
JG91519,price_10_15k,Volkswagen,Golf VII,1.2 TSI,Black,80-90k,horsepower_100_150hp,2013,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_15_25d
GS64400,price_25_30k,Mercedes-Benz,CLA-Klasse,CLA 200,Black,40-50k,horsepower_150_200hp,2018,Benzin,Gear type automatic,Limousine,Leder,fuel_consumption_3_,sold_80_100d
PK93698,price_15_20k,Mazda,CX-5,2.0,Blue,60-70k,horsepower_150_200hp,2014,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_3_,sold_80_100d
EF38904,price_10_15k,Audi,A4,2.0 TDI,Gray,100k+,horsepower_150_200hp,2014,Diesel,Gear type manual,Kombi,Alcantara,fuel_consumption_2_,sold_7_15d
DN86182,price_20_25k,Kia,cee'd,1.6 CRDi Mild-Hybrid,Gray,20-30k,horsepower_100_150hp,2021,Diesel,Gear type automatic,Kombi,Stoff,fuel_consumption_1_,sold_50_65d
PH54604,price_15_20k,Seat,Leon,2.0 TDI,Gray,50-60k,horsepower_100_150hp,2015,Diesel,Gear type automatic,Kombi,Teilleder,fuel_consumption_1_,sold_25_35d
UF50090,price_20_25k,Volkswagen,Golf VII,1.5 TSI,Black,30-40k,horsepower_100_150hp,2017,Benzin,Gear type automatic,Kombi,Alcantara,fuel_consumption_2_,sold_50_65d
CC62656,price_10_15k,Abarth,595C,1.4,Blue,60-70k,horsepower_150_200hp,2014,Benzin,Gear type manual,Cabrio,Leder,fuel_consumption_3_,sold_50_65d
VC27804,price_10_15k,Skoda,Fabia,1.0 MPI,White,20-30k,horsepower_0_100hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_25_35d
ES84533,price_over30k,Mercedes-Benz,GLA-Klasse,GLA 250e,Black,10-20k,horsepower_200_250hp,2020,Hybrid,Gear type automatic,SUV,Teilleder,fuel_consumption_1_,sold_over100d_
WL97609,price_0_10k,Dacia,Duster,1.2 TCe,Blue,100k+,horsepower_100_150hp,2015,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_3_,sold_0-7d
PR34978,price_10_15k,Renault,Clio,1.0 TCe,Black,30-40k,horsepower_100_150hp,2019,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_25_35d
PV84686,price_10_15k,Ford,Ka+,1.2 Ti-VCT,White,40-50k,horsepower_0_100hp,2018,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_80_100d
DB17576,price_10_15k,Toyota,Yaris,1.5,Black,20-30k,horsepower_100_150hp,2019,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_65_80d
FM15644,price_15_20k,Volkswagen,Polo,1.8 TSI,White,50-60k,horsepower_150_200hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_3_,sold_35_50d
DD46319,price_10_15k,Kia,Rio,1.4,Red,50-60k,horsepower_0_100hp,2018,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_15_25d
GC89589,price_15_20k,Opel,Crossland X,1.2,Black,0-10k,horsepower_100_150hp,2018,Benzin,Gear type automatic,SUV,Stoff,fuel_consumption_3_,sold_over100d_
HN80132,price_10_15k,Ford,Fiesta,1.0 EcoBoost,Black,100k+,horsepower_0_100hp,2018,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_15_25d
VR43703,price_15_20k,Volkswagen,Polo,1.0 TSI,Orange,20-30k,horsepower_100_150hp,2019,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_25_35d
PV13601,price_25_30k,Volkswagen,Touran,2.0 TDI,Blue,90-100k,horsepower_100_150hp,2018,Diesel,Gear type automatic,Van,Stoff,fuel_consumption_2_,sold_7_15d
PP62013,price_15_20k,Smart,forfour,0.9 Turbo,Orange,20-30k,horsepower_0_100hp,2019,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_2_,sold_35_50d
DK44792,price_15_20k,Opel,Corsa,1.6 Turbo,Gray,70-80k,horsepower_200_250hp,2017,Benzin,Gear type manual,Limousine,Teilleder,fuel_consumption_4_,sold_25_35d
JR82398,price_15_20k,Volkswagen,Polo,1.2 TSI,Gray,0-10k,horsepower_0_100hp,2016,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_2_,sold_50_65d
NG00308,price_over30k,Mitsubishi,Outlander,2.4 PHEV,Brown,10-20k,horsepower_200_250hp,2019,Hybrid,Gear type automatic,SUV,Teilleder,fuel_consumption_1_,sold_50_65d
PZ68185,price_15_20k,Smart,fortwo,0.9 Turbo,Black,30-40k,horsepower_0_100hp,2019,Benzin,Gear type automatic,Coupe,Stoff,fuel_consumption_1_,sold_7_15d
CJ52918,price_10_15k,Renault,Clio,1.0 TCe,Black,20-30k,horsepower_100_150hp,2019,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_15_25d
CW78671,price_15_20k,Renault,Talisman,1.6 dCi Energy,Black,100k+,horsepower_150_200hp,2016,Diesel,Gear type automatic,Limousine,Leder,fuel_consumption_2_,sold_0-7d
CG44427,price_0_10k,Volkswagen,up!,1.0,White,100k+,horsepower_0_100hp,2013,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_7_15d
XZ29427,price_0_10k,Suzuki,Swift,1.2,Black,100k+,horsepower_0_100hp,2016,Benzin,Gear type manual,Limousine,Teilleder,fuel_consumption_2_,sold_80_100d
