Days,gold_price,oil_price,unemployement_rate,gross_domestic_product,consumer_price_index,benfica_stock,benfica_prob_winning,benfica_trend,benfica_league,benfica_home,benfica_spectators,benfinca_ranking,benfica_points,benfica_money_payed,benfica_money_received,porto_stock,porto_prob_winning,porto_trend,porto_league,porto_home,porto_spectators,porto_ranking,porto_points,porto_money_payed,porto_money_received,sporting_stock,sporting_prob_winning,sporting_trend,sporting_league,sporting_home,sporting_spectators,sporting_ranking,sporting_points,sporting_money_payed,sporting_money_received,braga_stock,braga_prob_winning,braga_trend,braga_league,braga_home,braga_spectators,braga_ranking,braga_points,braga_money_payed,braga_money_received
03/02/2021,1832.200,54.760,7.300,-4.700,0.480,2.330,,56.00,,,,,,,,2.330,68.000,,,,,,,,,2.330,77.000,,,,,,,,,2.330,76.000,,,,,,,,
02/02/2021,1830.500,53.550,7.300,-4.700,0.480,2.390,,56.00,,,,,,,,2.390,68.000,,,,,,,,,2.390,77.000,,,,,,,,"€1,000,000",2.390,76.000,,,,,,,,
01/02/2021,1860.800,52.200,7.300,-4.700,0.480,2.450,0.36,56.00,1,0,19229,3,0,,,2.450,68.000,0.702,1,1,35107,,3,,,2.450,77.000,0.369,1,1,33113,,3,,,2.450,76.000,0.602,1,0.0,12565,,3,,
31/01/2021,,,7.300,-4.700,0.300,,,46.00,,,,,,,,,49.000,,,,,,,,,,50.000,,,,,,,"€16,000,000",,,53.000,,,,,,,,"€16,000,000"
30/01/2021,,,7.300,-4.700,0.300,,,46.00,,,,,,,,,49.000,,,,,,,,,,50.000,,,,,,,,,,53.000,,,,,,,,
29/01/2021,1847.300,52.340,7.300,-4.700,0.300,2.440,,46.00,,,,,,,,2.440,49.000,0.639,1,0,18321,,3,,,2.440,50.000,,,,,,,,,2.440,53.000,0.683,1,1.0,10884,,3,,
28/01/2021,1837.900,52.850,7.300,-4.700,0.300,2.450,0.70,46.00,1,1,45595,,3,,,2.450,49.000,,,,,,,,,2.450,50.000,,,,,,,,,2.450,53.000,,,,,,,,
27/01/2021,1844.900,52.610,7.300,-4.700,0.300,2.450,,46.00,,,,,,,,2.450,49.000,,,,,,,,,2.450,50.000,,,,,,,,,2.450,53.000,,,,,,,,
26/01/2021,1850.700,52.770,7.300,-4.700,0.300,2.500,,46.00,,,,,,,,2.500,49.000,,,,,,,,,2.500,50.000,0.619,1,0,15801,,3,,,2.500,53.000,0.660,1,1.0,10884,,3,,
25/01/2021,1854.900,52.270,7.300,-4.700,0.300,2.500,0.80,46.00,1,1,45595,2,1,,,2.500,49.000,0.665,1,0,18321,,3,,,2.500,50.000,,,,,,,,,2.500,53.000,,,,,,,,
24/01/2021,,,7.300,-4.700,0.300,,,46.00,,,,,,,,,49.000,,,,,,,,,,50.000,,,,,,,,,,53.000,,,,,,,,
23/01/2021,,,7.300,-4.700,0.300,,,46.00,,,,,,,,,49.000,,,,,,,,,,50.000,0.334,1,1,33113,,3,,,,53.000,0.359,1,0.0,12565,,0,,
22/01/2021,1855.700,53.130,7.300,-4.700,0.300,2.500,,46.00,,,,,,,,2.500,49.000,,,,,,,,,2.500,50.000,,,,,,,,,2.500,53.000,,,,,,,,
21/01/2021,1865.300,53.240,7.300,-4.700,0.300,2.500,,46.00,,,,,,,,2.500,49.000,,,,,,,,,2.500,50.000,,,,,,,,,2.500,53.000,,,,,,,,
20/01/2021,1865.900,52.980,7.300,-4.700,0.300,2.500,0.37,46.00,1,0,19229,,0,,,2.500,49.000,,,,,,,,,2.500,50.000,,,,,,,,,2.500,53.000,0.371,1,1.0,10884,,3,,
19/01/2021,1839.500,52.360,7.300,-4.700,0.300,2.500,,46.00,,,,,,,,2.500,49.000,0.372,1,0,18321,,0,,,2.500,50.000,0.320,1,1,33113,,3,,,2.500,53.000,,,,,,,,
18/01/2021,1839.500,52.360,7.300,-4.700,0.300,2.510,,46.00,,,,,,,,2.510,49.000,,,,,,,,,2.510,50.000,,,,,,,,,2.510,53.000,,,,,,,,
17/01/2021,,,7.300,-4.700,0.300,,,46.00,,,,,,,,,49.000,,,,,,,,,,50.000,,,,,,,,,,53.000,,,,,,,,
16/01/2021,,,7.300,-4.700,0.300,,,46.00,,,,,,,,,49.000,,,,,,,,,,50.000,,,,,,,,,,53.000,0.505,1,0.0,12565,,0,,
15/01/2021,1829.300,53.570,7.300,-4.700,0.300,2.500,0.30,46.00,1,0,19229,3,1,,,2.500,49.000,0.425,1,1,35107,,1,,,2.500,50.000,0.619,1,1,33113,,1,,,2.500,53.000,,,,,,,€0,
14/01/2021,1850.300,52.910,7.300,-4.700,0.300,2.500,,46.00,,,,,,,,2.500,49.000,,,,,,,,,2.500,50.000,,,,,,,,,2.500,53.000,,,,,,,,
13/01/2021,1853.600,53.210,7.300,-4.700,0.300,2.540,,46.00,,,,,,,,2.540,49.000,,,,,,,,,2.540,50.000,,,,,,,,,2.540,53.000,0.213,1,1.0,10884,,3,,
12/01/2021,1842.900,52.250,7.300,-4.700,0.300,2.530,0.75,46.00,1,0,19229,,3,,,2.530,49.000,0.714,1,0,18321,,0,,,2.530,50.000,,,,,,,,,2.530,53.000,,,,,,,,
11/01/2021,1849.600,52.240,7.300,-4.700,0.300,2.500,,46.00,,,,,,,,2.500,49.000,,,,,,,,,2.500,50.000,0.576,1,0,15801,,0,,,2.500,53.000,,,,,,,,
10/01/2021,,,7.300,-4.700,0.300,,,46.00,,,,,,,,,49.000,,,,,,,,,,50.000,,,,,,,,,,53.000,,,,,,,,
09/01/2021,,,7.300,-4.700,0.300,,,46.00,,,,,,,,,49.000,,,,,,,,,,50.000,,,,,,,,,,53.000,,,,,,,,
08/01/2021,1834.100,50.830,7.300,-4.700,0.300,2.500,0.84,46.00,1,1,45595,3,3,,,2.500,49.000,0.695,1,0,18321,,3,,,2.500,50.000,0.660,1,0,15801,,3,,,2.500,53.000,,,,,,,,
07/01/2021,1912.300,50.630,7.300,-4.700,0.300,2.500,,46.00,,,,,,"€1,500,000","18,000,000",2.500,49.000,,,,,,,"€17,600,000","€21,000,000",2.500,50.000,,,,,,,€0,"€2,000,000",2.500,53.000,0.695,1,1.0,10884,,3,"€4,070,000","€5,250,000"
06/01/2021,1906.900,49.930,7.300,-4.700,0.300,2.490,,46.00,,,,,,,,2.490,49.000,,,,,,,,,2.490,50.000,,,,,,,,,2.490,53.000,,,,,,,,
05/01/2021,1952.700,47.620,7.300,-4.700,0.300,2.450,,46.00,,,,,,,,2.450,49.000,,,,,,,,,2.450,50.000,,,,,,,,,2.450,53.000,,,,,,,,
04/01/2021,1944.700,48.520,7.300,-4.700,0.300,2.470,0.64,46.00,1,0,19229,2,1,,,2.470,49.000,,,,,,,,,2.470,50.000,,,,,,,,,2.470,53.000,,,,,,,,
03/01/2021,,,7.300,-4.700,0.300,,,46.00,,,,,,,,,49.000,0.779,1,1,35107,,3,,,,50.000,,,,,,,,,,53.000,,,,,,,,
02/01/2021,,,7.300,-4.700,0.300,,,46.00,,,,,,,0,,49.000,,,,,,,,,,50.000,0.456,1,1,33113,,3,€0,"€3,000,000",,53.000,0.276,1,0.0,12565,,0,"€3,000,000",
01/01/2021,,,7.300,-4.700,0.300,,,46.00,,,,,,,,,49.000,,,,,,,,,,50.000,,,,,,,,,,53.000,,,,,,,,
31/12/2020,1893.100,48.400,7.300,-6.600,-0.230,2.500,,46.00,,,,,,,,2.500,44.000,,,,,,,,,2.500,30.000,,,,,,,,,2.500,29.000,,,,,,,,
30/12/2020,1891.000,48.000,7.300,-6.600,-0.230,2.450,,46.00,,,,,,,,2.450,44.000,,,,,,,,,2.450,30.000,,,,,,,,,2.450,29.000,,,,,,,,
29/12/2020,1879.700,47.620,7.300,-6.600,-0.230,2.490,0.77,46.00,1,1,45595,2,3,,,2.490,44.000,0.547,1,0,18321,,3,,,2.490,30.000,,,,,,,,,2.490,29.000,,,,,,,,
28/12/2020,1877.200,48.230,7.300,-6.600,-0.230,2.550,,46.00,,,,,,,,2.550,44.000,,,,,,,,,2.550,30.000,,,,,,,,,2.550,29.000,0.535,1,0.0,12565,,3,,
27/12/2020,,,7.300,-6.600,-0.230,,,46.00,,,,,,,,,44.000,,,,,,,,,,30.000,0.637,1,0,15801,,3,,,,29.000,,,,,,,,
26/12/2020,,,7.300,-6.600,-0.230,,,46.00,,,,,,,,,44.000,,,,,,,,,,30.000,,,,,,,,,,29.000,,,,,,,,
25/12/2020,,,7.300,-6.600,-0.230,,,46.00,,,,,,,,,44.000,,,,,,,,,,30.000,,,,,,,,,,29.000,,,,,,,,
24/12/2020,1879.900,48.120,7.300,-6.600,-0.230,2.510,,46.00,,,,,,,,2.510,44.000,,,,,,,,,2.510,30.000,,,,,,,,,2.510,29.000,,,,,,,,
23/12/2020,1874.700,47.020,7.300,-6.600,-0.230,2.530,0.36,46.00,1,0,19229,,0,,,2.530,44.000,0.355,1,1,35107,,3,,,2.530,30.000,,,,,,,,,2.530,29.000,,,,,,,,
22/12/2020,1866.600,47.740,7.300,-6.600,-0.230,2.620,,46.00,,,,,,,,2.620,44.000,,,,,,,,,2.620,30.000,,,,,,,,,2.620,29.000,0.607,1,1.0,10884,,3,,
21/12/2020,1879.200,49.100,7.300,-6.600,-0.230,2.550,,46.00,,,,,,,,2.550,44.000,,,,,,,,,2.550,30.000,,,,,,,,,2.550,29.000,,,,,,,,
20/12/2020,,,7.300,-6.600,-0.230,,0.67,46.00,1,0,19229,2,3,,,,44.000,0.746,1,1,35107,,3,,,,30.000,,,,,,,,,,29.000,,,,,,,,
19/12/2020,,,7.300,-6.600,-0.230,,,46.00,,,,,,,,,44.000,,,,,,,,,,30.000,0.718,1,1,33113,,3,,,,29.000,,,,,,,,
18/12/2020,1885.700,48.360,7.300,-6.600,-0.230,2.590,,46.00,,,,,,,,2.590,44.000,,,,,,,,,2.590,30.000,,,,,,,,,2.590,29.000,,,,,,,,
17/12/2020,1887.200,47.820,7.300,-6.600,-0.230,2.560,,46.00,,,,,,,,2.560,44.000,,,,,,,,,2.560,30.000,,,,,,,,,2.560,29.000,0.694,1,1.0,10884,,3,,
16/12/2020,1856.100,47.620,7.300,-6.600,-0.230,2.560,0.72,46.00,1,1,45595,,3,,,2.560,44.000,0.620,1,1,35107,,3,,,2.560,30.000,,,,,,,,,2.560,29.000,,,,,,,,
15/12/2020,1852.300,46.990,7.300,-6.600,-0.230,2.550,,46.00,,,,,,,,2.550,44.000,,,,,,,,,2.550,30.000,0.746,1,1,33113,,3,,,2.550,29.000,,,,,,,,
14/12/2020,1828.700,46.570,7.300,-6.600,-0.230,2.610,,46.00,,,,,,,,2.610,44.000,,,,,,,,,2.610,30.000,,,,,,,,,2.610,29.000,0.832,1,0.0,12565,,3,,
13/12/2020,,,7.300,-6.600,-0.230,,0.88,46.00,1,1,45595,,3,,,,44.000,0.817,1,1,35107,,3,,,,30.000,,,,,,,,,,29.000,,,,,,,,
12/12/2020,,,7.300,-6.600,-0.230,,,46.00,,,,,,,,,44.000,,,,,,,,,,30.000,,,,,,,,,,29.000,,,,,,,,
11/12/2020,1839.800,46.780,7.300,-6.600,-0.230,2.660,,46.00,,,,,,,,2.660,44.000,,,,,,,,,2.660,30.000,0.624,1,1,33113,,3,,,2.660,29.000,,,,,,,,
10/12/2020,1833.600,45.520,7.300,-6.600,-0.230,2.650,0.58,46.00,0,0,19229,,1,,,2.650,44.000,,,,,,,,,2.650,30.000,,,,,,,,,2.650,29.000,0.589,0,1.0,10884,,3,,
09/12/2020,1834.600,45.600,7.300,-6.600,-0.230,2.660,,46.00,,,,,,,,2.660,44.000,0.254,0,0,18321,,3,,,2.660,30.000,,,,,,,,,2.660,29.000,,,,,,,,
08/12/2020,1870.800,45.760,7.300,-6.600,-0.230,2.600,,46.00,,,,,,,,2.600,44.000,,,,,,,€0,,2.600,30.000,,,,,,,,,2.600,29.000,,,,,,,,
07/12/2020,1861.800,46.260,7.300,-6.600,-0.230,2.600,,46.00,,,,,,,,2.600,44.000,,,,,,,,,2.600,30.000,,,,,,,,,2.600,29.000,,,,,,,,
06/12/2020,,,7.300,-6.600,-0.230,,0.75,46.00,1,1,45595,3,3,,,,44.000,,,,,,,,,,30.000,,,,,,,,,,29.000,0.608,1,0.0,12565,,0,,
05/12/2020,,,7.300,-6.600,-0.230,,,46.00,,,,,,,,,44.000,0.797,1,1,35107,,3,,,,30.000,0.607,1,0,15801,,1,,,,29.000,,,,,,,,
04/12/2020,1835.900,45.640,7.300,-6.600,-0.230,2.620,,46.00,,,,,,,,2.620,44.000,,,,,,,,,2.620,30.000,,,,,,,,,2.620,29.000,,,,,,,,
03/12/2020,1836.800,45.280,7.300,-6.600,-0.230,2.570,0.84,46.00,0,1,45595,,3,,,2.570,44.000,,,,,,,,,2.570,30.000,,,,,,,,,2.570,29.000,0.443,0,0.0,12565,,3,,
02/12/2020,1825.700,44.550,7.300,-6.600,-0.230,2.560,,46.00,,,,,,,,2.560,44.000,,,,,,,,,2.560,30.000,,,,,,,,,2.560,29.000,,,,,,,,
01/12/2020,1814.100,45.340,7.300,-6.600,-0.230,2.650,,46.00,,,,,,,,2.650,44.000,0.143,0,1,35107,,1,,,2.650,30.000,,,,,,,,,2.650,29.000,,,,,,,,
30/11/2020,1775.700,45.530,7.300,-6.600,-0.220,2.670,0.70,41.00,1,0,19229,3,3,,,2.670,25.000,,,,,,,,,2.670,29.000,,,,,,,,,2.670,37.000,,,,,,,,
29/11/2020,,,7.300,-6.600,-0.220,,,41.00,,,,,,,,,25.000,,,,,,,,,,29.000,,,,,,,,,,37.000,0.690,1,1.0,10884,,3,,
28/11/2020,,,7.300,-6.600,-0.220,,,41.00,,,,,,,,,25.000,0.619,1,0,18321,,3,,,,29.000,0.747,1,1,33113,,3,,,,37.000,,,,,,,,
27/11/2020,1781.900,45.710,7.300,-6.600,-0.220,2.650,,41.00,,,,,,,,2.650,25.000,,,,,,,,,2.650,29.000,,,,,,,,,2.650,37.000,,,,,,,,
26/11/2020,1781.900,45.710,7.300,-6.600,-0.220,2.660,0.31,41.00,0,0,19229,,1,,,2.660,25.000,,,,,,,,,2.660,29.000,,,,,,,,,2.660,37.000,0.281,0,1.0,10884,,1,,
25/11/2020,1805.700,44.910,7.300,-6.600,-0.220,2.650,,41.00,,,,,,,,2.650,25.000,0.408,0,0,18321,,3,,,2.650,29.000,,,,,,,,,2.650,37.000,,,,,,,,
24/11/2020,1804.800,43.060,7.300,-6.600,-0.220,2.640,,41.00,,,,,,,,2.640,25.000,,,,,,,,,2.640,29.000,,,,,,,,,2.640,37.000,,,,,,,,
23/11/2020,1837.800,42.150,7.300,-6.600,-0.220,2.630,,41.00,,,,,,,,2.630,25.000,,,,,,,,,2.630,29.000,0.857,1,0,15801,,3,,,2.630,37.000,,,,,,,,
22/11/2020,,,7.300,-6.600,-0.220,,,41.00,,,,,,,,,25.000,,,,,,,,,,29.000,,,,,,,,,,37.000,,,,,,,,
21/11/2020,,,7.300,-6.600,-0.220,,0.81,41.00,1,0,19229,,3,,,,25.000,0.906,1,0,18321,,3,,,,29.000,,,,,,,,,,37.000,0.793,1,0.0,12565,,3,,
20/11/2020,1872.600,41.740,7.300,-6.600,-0.220,2.670,,41.00,,,,,,,,2.670,25.000,,,,,,,,,2.670,29.000,,,,,,,,,2.670,37.000,,,,,,,,
19/11/2020,1861.100,41.820,7.300,-6.600,-0.220,2.670,,41.00,,,,,,,,2.670,25.000,,,,,,,,,2.670,29.000,,,,,,,,,2.670,37.000,,,,,,,,
18/11/2020,1873.500,41.430,7.300,-6.600,-0.220,2.670,,41.00,,,,,,,,2.670,25.000,,,,,,,,,2.670,29.000,,,,,,,,,2.670,37.000,,,,,,,,
17/11/2020,1884.500,41.340,7.300,-6.600,-0.220,2.650,,41.00,,,,,,,,2.650,25.000,,,,,,,,,2.650,29.000,,,,,,,,,2.650,37.000,,,,,,,,
16/11/2020,1887.300,40.130,7.300,-6.600,-0.220,2.660,,41.00,,,,,,,,2.660,25.000,,,,,,,,,2.660,29.000,,,,,,,,,2.660,37.000,,,,,,,,
15/11/2020,,,7.300,-6.600,-0.220,,,41.00,,,,,,,,,25.000,,,,,,,,,,29.000,,,,,,,,,,37.000,,,,,,,,
14/11/2020,,,7.300,-6.600,-0.220,,,41.00,,,,,,,,,25.000,,,,,,,,,,29.000,,,,,,,,,,37.000,,,,,,,,
13/11/2020,1885.700,41.120,7.300,-6.600,-0.220,2.670,,41.00,,,,,,,,2.670,25.000,,,,,,,,,2.670,29.000,,,,,,,,,2.670,37.000,,,,,,,,
12/11/2020,1872.600,41.450,7.300,-6.600,-0.220,2.700,,41.00,,,,,,,,2.700,25.000,,,,,,,,,2.700,29.000,,,,,,,,,2.700,37.000,,,,,,,,
11/11/2020,1860.700,41.360,7.300,-6.600,-0.220,2.700,,41.00,,,,,,,,2.700,25.000,,,,,,,,,2.700,29.000,,,,,,,,,2.700,37.000,,,,,,,,
10/11/2020,1875.400,40.290,7.300,-6.600,-0.220,2.650,,41.00,,,,,,,,2.650,25.000,,,,,,,,,2.650,29.000,,,,,,,,,2.650,37.000,,,,,,,,
09/11/2020,1853.200,37.140,7.300,-6.600,-0.220,2.660,,41.00,,,,,,,,2.660,25.000,,,,,,,,,2.660,29.000,,,,,,,,,2.660,37.000,,,,,,,,
08/11/2020,,,7.300,-6.600,-0.220,,0.59,41.00,1,1,45595,2,0,,,,25.000,0.776,1,1,35107,,3,,,,29.000,,,,,,,,,,37.000,0.187,1,0.0,12565,,3,€0,
07/11/2020,,,7.300,-6.600,-0.220,,,41.00,,,,,,,,,25.000,,,,,,,,,,29.000,0.447,1,0,15801,,3,,,,37.000,,,,,,,,
06/11/2020,1950.300,38.790,7.300,-6.600,-0.220,2.640,,41.00,,,,,,,,2.640,25.000,,,,,,,,,2.640,29.000,,,,,,,,,2.640,37.000,,,,,,,,
05/11/2020,1945.300,39.150,7.300,-6.600,-0.220,2.610,0.44,41.00,0,1,45595,,1,,,2.610,25.000,,,,,,,,,2.610,29.000,,,,,,,,,2.610,37.000,0.161,0,0.0,12565,,0,,
04/11/2020,1894.600,37.660,7.300,-6.600,-0.220,2.610,,41.00,,,,,,,,2.610,25.000,,,,,,,,,2.610,29.000,,,,,,,,,2.610,37.000,,,,,,,,
03/11/2020,1908.500,36.810,7.300,-6.600,-0.220,2.620,,41.00,,,,,,,,2.620,25.000,0.504,0,1,35107,,3,,,2.620,29.000,,,,,,,,,2.620,37.000,,,,,,,,
02/11/2020,1890.400,35.790,7.300,-6.600,-0.220,2.640,0.74,41.00,1,0,19229,1,0,,,2.640,25.000,,,,,,,,,2.640,29.000,,,,,,,,,2.640,37.000,0.685,1,1.0,10884,,3,,
01/11/2020,,,7.300,-6.600,-0.220,,,41.00,,,,,,,,,25.000,,,,,,,,,,29.000,0.665,1,1,33113,,3,,,,37.000,,,,,,,,
31/10/2020,,,7.300,-6.600,-0.070,,,42.00,,,,,,,,,48.000,,,,,,,,,,35.000,,,,,,,,,,22.000,,,,,,,,
30/10/2020,1877.400,36.170,7.300,-6.600,-0.070,2.610,,42.00,,,,,,,,2.610,48.000,0.624,1,0,18321,,0,,,2.610,35.000,,,,,,,,,2.610,22.000,,,,,,,,
29/10/2020,1865.600,37.390,7.300,-6.600,-0.070,2.630,0.70,42.00,0,1,5000,,3,,,2.630,48.000,,,,,,,,,2.630,35.000,,,,,,,,,2.630,22.000,0.539,0,0.0,12565,,3,,
28/10/2020,1876.200,39.570,7.300,-6.600,-0.070,2.600,,42.00,,,,,,,,2.600,48.000,,,,,,,,,2.600,35.000,0.649,1,1,33113,,3,,€0,2.600,22.000,,,,,,,,
27/10/2020,1908.800,38.560,7.300,-6.600,-0.070,2.700,,42.00,,,,,,,,2.700,48.000,0.494,0,1,3750,,3,,,2.700,35.000,,,,,,,,,2.700,22.000,,,,,,,,
26/10/2020,1902.700,39.850,7.300,-6.600,-0.070,2.670,0.85,42.00,1,1,45595,1,3,,,2.670,48.000,,,,,,,,,2.670,35.000,,,,,,,,,2.670,22.000,,,,,,,,
25/10/2020,,,7.300,-6.600,-0.070,,,42.00,,,,,,,,,48.000,,,,,,,,,,35.000,,,,,,,,"€7,000,000",,22.000,0.375,1,0.0,12565,,3,,
24/10/2020,,,7.300,-6.600,-0.070,,,42.00,,,,,,,,,48.000,0.766,1,1,35107,,3,,,,35.000,0.504,1,0,932,,3,,,,22.000,,,,,,,,
23/10/2020,1902.000,40.640,7.300,-6.600,-0.070,2.740,,42.00,,,,,,,,2.740,48.000,,,,,,,,,2.740,35.000,,,,,,,,,2.740,22.000,,,,,,,,
22/10/2020,1901.100,40.030,7.300,-6.600,-0.070,2.700,0.66,42.00,0,0,19229,,3,,,2.700,48.000,,,,,,,,,2.700,35.000,,,,,,,,,2.700,22.000,0.609,0,1.0,2196,,3,,
21/10/2020,1924.600,41.460,7.300,-6.600,-0.070,2.710,,42.00,,,,,,,,2.710,48.000,0.078,0,0,18321,,0,,,2.710,35.000,,,,,,,,,2.710,22.000,,,,,,,,
20/10/2020,1910.400,40.830,7.300,-6.600,-0.070,2.700,,42.00,,,,,,,,2.700,48.000,,,,,,,,,2.700,35.000,,,,,,,,,2.700,22.000,,,,,,,,
19/10/2020,1906.400,40.880,7.300,-6.600,-0.070,2.720,,42.00,,,,,,,,2.720,48.000,,,,,,,,,2.720,35.000,,,,,,,,,2.720,22.000,,,,,,,,
18/10/2020,,,7.300,-6.600,-0.070,,0.61,42.00,1,0,19229,1,3,,,,48.000,,,,,,,,,,35.000,,,,,,,,,,22.000,,,,,,,,
17/10/2020,,,7.300,-6.600,-0.070,,,42.00,,,,,,,,,48.000,0.451,1,0,18321,,1,,,,35.000,0.267,1,1,33113,,1,,,,22.000,0.681,1,1.0,10884,,3,,
16/10/2020,1900.800,40.960,7.300,-6.600,-0.070,2.760,,42.00,,,,,,,,2.760,48.000,,,,,,,,,2.760,35.000,,,,,,,,,2.760,22.000,,,,,,,,
15/10/2020,1903.200,41.040,7.300,-6.600,-0.070,2.710,,42.00,,,,,,,,2.710,48.000,,,,,,,,,2.710,35.000,,,,,,,,,2.710,22.000,,,,,,,,
14/10/2020,1901.300,40.200,7.300,-6.600,-0.070,2.710,,42.00,,,,,,,,2.710,48.000,,,,,,,,,2.710,35.000,,,,,,,,,2.710,22.000,,,,,,,,
13/10/2020,1888.500,39.430,7.300,-6.600,-0.070,2.760,,42.00,,,,,,,,2.760,48.000,,,,,,,,,2.760,35.000,,,,,,,,,2.760,22.000,,,,,,,,
12/10/2020,1922.500,40.600,7.300,-6.600,-0.070,2.760,,42.00,,,,,,,,2.760,48.000,,,,,,,,,2.760,35.000,,,,,,,,,2.760,22.000,,,,,,,,
11/10/2020,,,7.300,-6.600,-0.070,,,42.00,,,,,,,,,48.000,,,,,,,,,,35.000,,,,,,,,,,22.000,,,,,,,,
10/10/2020,,,7.300,-6.600,-0.070,,,42.00,,,,,,,,,48.000,,,,,,,,,,35.000,,,,,,,,,,22.000,,,,,,,,
09/10/2020,1919.500,41.190,7.300,-6.600,-0.070,2.790,,42.00,,,,,,,,2.790,48.000,,,,,,,,,2.790,35.000,,,,,,,,,2.790,22.000,,,,,,,,
08/10/2020,1888.600,39.950,7.300,-6.600,-0.070,2.700,,42.00,,,,,,,,2.700,48.000,,,,,,,,,2.700,35.000,,,,,,,,,2.700,22.000,,,,,,,,
07/10/2020,1883.600,40.670,7.300,-6.600,-0.070,2.770,,42.00,,,,,,,,2.770,48.000,,,,,,,,,2.770,35.000,,,,,,,,,2.770,22.000,,,,,,,,
06/10/2020,1901.100,39.220,7.300,-6.600,-0.070,2.800,,42.00,,,,,,,,2.800,48.000,,,,,,,,,2.800,35.000,,,,,,,,,2.800,22.000,,,,,,,,
05/10/2020,1912.500,37.050,7.300,-6.600,-0.070,2.820,,42.00,,,,,,,,2.820,48.000,,,,,,,,,2.820,35.000,,,,,,,,,2.820,22.000,,,,,,,,
04/10/2020,,,7.300,-6.600,-0.070,,0.85,42.00,1,1,45595,2,3,,,,48.000,,,,,,,,,,35.000,0.494,1,0,15801,,3,,,,22.000,,,,,,,,
03/10/2020,,,7.300,-6.600,-0.070,,,42.00,,,,,,,,,48.000,0.823,1,1,35107,,0,,,,35.000,,,,,,,,,,22.000,0.603,1,0.0,12565,,3,,
02/10/2020,1900.200,38.720,7.300,-6.600,-0.070,2.760,,42.00,,,,,,,,2.760,48.000,,,,,,,,,2.760,35.000,,,,,,,,,2.760,22.000,,,,,,,,
01/10/2020,1908.400,40.220,7.300,-6.600,-0.070,2.810,,42.00,,,,,,€0,,2.810,48.000,,,,,,,,,2.810,35.000,0.464,0,1,33113,,0,,,2.810,22.000,,,,,,,,
30/09/2020,1887.500,39.290,7.300,-6.600,-0.140,2.800,,33.00,,,,,,,,2.800,28.000,,,,,,,,,2.800,22.000,,,,,,,,,2.800,35.000,,,,,,,,
29/09/2020,1894.300,40.600,7.300,-6.600,-0.140,2.750,,33.00,,,,,,"€15,000,000","71,600,000",2.750,28.000,,,,,,,,,2.750,22.000,,,,,,,,,2.750,35.000,,,,,,,,
28/09/2020,1872.800,40.250,7.300,-6.600,-0.140,2.820,,33.00,,,,,,,,2.820,28.000,,,,,,,,"€5,400,000",2.820,22.000,,,,,,,"€5,000,000",,2.820,35.000,,,,,,,,
27/09/2020,,,7.300,-6.600,-0.140,,,33.00,,,,,,,,,28.000,,,,,,,,,,22.000,0.440,1,0,15801,,3,,,,35.000,,,,,,,,
26/09/2020,,,7.300,-6.600,-0.140,,0.82,33.00,1,1,45595,1,3,,,,28.000,0.656,1,0,18321,,3,,,,22.000,,,,,,,,,,35.000,,,,,,,,
25/09/2020,1857.700,40.310,7.300,-6.600,-0.140,2.700,,33.00,,,,,,,,2.700,28.000,,,,,,,,€0,2.700,22.000,,,,,,,,,2.700,35.000,0.653,1,1.0,10884,,0,,
24/09/2020,1868.300,39.930,7.300,-6.600,-0.140,2.750,,33.00,,,,,,,,2.750,28.000,,,,,,,,,2.750,22.000,0.632,0,1,33113,,3,,,2.750,35.000,,,,,,,,
23/09/2020,1859.900,39.600,7.300,-6.600,-0.140,2.750,,33.00,,,,,,,,2.750,28.000,,,,,,,,,2.750,22.000,,,,,,,,,2.750,35.000,,,,,,,,
22/09/2020,1898.600,39.310,7.300,-6.600,-0.140,2.830,,33.00,,,,,,,,2.830,28.000,,,,,,,,,2.830,22.000,,,,,,,,,2.830,35.000,,,,,,,,
21/09/2020,1901.200,41.110,7.300,-6.600,-0.140,2.840,,33.00,,,,,,,,2.840,28.000,,,,,,,,,2.840,22.000,,,,,,,,,2.840,35.000,,,,,,,,
20/09/2020,,,7.300,-6.600,-0.140,,,33.00,,,,,,,,,28.000,,,,,,,,,,22.000,,,,,,,,,,35.000,,,,,,,,
19/09/2020,,,7.300,-6.600,-0.140,,,33.00,,,,,,,,,28.000,0.581,1,1,35107,,3,,,,22.000,,,,,,,,,,35.000,0.179,1,0.0,12565,,0,,
18/09/2020,1952.100,40.970,7.300,-6.600,-0.140,2.860,0.68,33.00,1,0,19229,3,3,,,2.860,28.000,,,,,,,,,2.860,22.000,,,,,,,,,2.860,35.000,,,,,,,,
17/09/2020,1940.000,40.160,7.300,-6.600,-0.140,2.800,,33.00,,,,,,,,2.800,28.000,,,,,,,,,2.800,22.000,,,,,,,,,2.800,35.000,,,,,,,,
16/09/2020,1960.200,38.280,7.300,-6.600,-0.140,2.810,,33.00,,,,,,,,2.810,28.000,,,,,,,,,2.810,22.000,,,,,,,,,2.810,35.000,,,,,,,,
15/09/2020,1956.300,37.260,7.300,-6.600,-0.140,2.920,0.54,33.00,0,0,19229,,0,,,2.920,28.000,,,,,,,,,2.920,22.000,,,,,,,,,2.920,35.000,,,,,,,,
