Days,gold_price,oil_price,unemployement_rate,gross_domestic_product,consumer_price_index,benfica_stock,benfica_prob_winning,benfica_trend,benfica_league,benfica_home,benfica_spectators,benfinca_ranking,benfica_points,benfica_money_payed,benfica_money_received,porto_stock,porto_prob_winning,porto_trend,porto_league,porto_home,porto_spectators,porto_ranking,porto_points,porto_money_payed,porto_money_received,sporting_stock,sporting_prob_winning,sporting_trend,sporting_league,sporting_home,sporting_spectators,sporting_ranking,sporting_points,sporting_money_payed,sporting_money_received,braga_stock,braga_prob_winning,braga_trend,braga_league,braga_home,braga_spectators,braga_ranking,braga_points,braga_money_payed,braga_money_received
30/06/2023,1921.100,69.860,6.100,1.900,3.390,3.630,,31.00,,,,,,,,3.630,28.000,,,,,,,,,3.630,24.000,,,,,,,,,3.630,30.000,,,,,,,,
29/06/2023,1909.200,69.560,6.100,1.900,3.390,3.620,,31.00,,,,,,,,3.620,28.000,,,,,,,,,3.620,24.000,,,,,,,,,3.620,30.000,,,,,,,,
28/06/2023,1912.300,67.700,6.100,1.900,3.390,3.620,,31.00,,,,,,,,3.620,28.000,,,,,,,,,3.620,24.000,,,,,,,,,3.620,30.000,,,,,,,,
27/06/2023,1914.000,69.370,6.100,1.900,3.390,3.660,,31.00,,,,,,,,3.660,28.000,,,,,,,,,3.660,24.000,,,,,,,,,3.660,30.000,,,,,,,,
26/06/2023,1923.700,69.160,6.100,1.900,3.390,3.600,,31.00,,,,,,,,3.600,28.000,,,,,,,,,3.600,24.000,,,,,,,,,3.600,30.000,,,,,,,,
25/06/2023,,,6.100,1.900,3.390,,,31.00,,,,,,,,,28.000,,,,,,,,,,24.000,,,,,,,,,,30.000,,,,,,,,
24/06/2023,,,6.100,1.900,3.390,,,31.00,,,,,,,,,28.000,,,,,,,,,,24.000,,,,,,,,,,30.000,,,,,,,,
23/06/2023,1919.100,69.510,6.100,1.900,3.390,3.650,,31.00,,,,,,,,3.650,28.000,,,,,,,,,3.650,24.000,,,,,,,,,3.650,30.000,,,,,,,,
22/06/2023,1912.700,72.530,6.100,1.900,3.390,3.730,,31.00,,,,,,,,3.730,28.000,,,,,,,,,3.730,24.000,,,,,,,,,3.730,30.000,,,,,,,,
21/06/2023,1933.300,70.500,6.100,1.900,3.390,3.720,,31.00,,,,,,,,3.720,28.000,,,,,,,,,3.720,24.000,,,,,,,,,3.720,30.000,,,,,,,,
20/06/2023,1935.500,71.780,6.100,1.900,3.390,3.670,,31.00,,,,,,,,3.670,28.000,,,,,,,,,3.670,24.000,,,,,,,,,3.670,30.000,,,,,,,,
19/06/2023,1935.500,71.780,6.100,1.900,3.390,3.700,,31.00,,,,,,,,3.700,28.000,,,,,,,,,3.700,24.000,,,,,,,,,3.700,30.000,,,,,,,,
18/06/2023,,,6.100,1.900,3.390,,,31.00,,,,,,,,,28.000,,,,,,,,,,24.000,,,,,,,,,,30.000,,,,,,,,
17/06/2023,,,6.100,1.900,3.390,,,31.00,,,,,,,,,28.000,,,,,,,,,,24.000,,,,,,,,,,30.000,,,,,,,,
16/06/2023,1958.400,70.620,6.100,1.900,3.390,3.720,,31.00,,,,,,,,3.720,28.000,,,,,,,,,3.720,24.000,,,,,,,,,3.720,30.000,,,,,,,,
15/06/2023,1957.800,68.270,6.100,1.900,3.390,3.740,,31.00,,,,,,,,3.740,28.000,,,,,,,,,3.740,24.000,,,,,,,,,3.740,30.000,,,,,,,,
14/06/2023,1955.300,69.420,6.100,1.900,3.390,3.740,,31.00,,,,,,,,3.740,28.000,,,,,,,,,3.740,24.000,,,,,,,,,3.740,30.000,,,,,,,,
13/06/2023,1944.600,67.120,6.100,1.900,3.390,3.690,,31.00,,,,,,,,3.690,28.000,,,,,,,,,3.690,24.000,,,,,,,,,3.690,30.000,,,,,,,,
12/06/2023,1955.300,70.170,6.100,1.900,3.390,3.690,,31.00,,,,,,,,3.690,28.000,,,,,,,,,3.690,24.000,,,,,,,,,3.690,30.000,,,,,,,,
11/06/2023,,,6.100,1.900,3.390,,,31.00,,,,,,,,,28.000,,,,,,,,,,24.000,,,,,,,,,,30.000,,,,,,,,
10/06/2023,,,6.100,1.900,3.390,,,31.00,,,,,,,,,28.000,,,,,,,,,,24.000,,,,,,,,,,30.000,,,,,,,,
09/06/2023,1962.200,71.290,6.100,1.900,3.390,3.730,,31.00,,,,,,,,3.730,28.000,,,,,,,,,3.730,24.000,,,,,,,,,3.730,30.000,,,,,,,,
08/06/2023,1963.600,72.530,6.100,1.900,3.390,3.680,,31.00,,,,,,,,3.680,28.000,,,,,,,,,3.680,24.000,,,,,,,,,3.680,30.000,,,,,,,,
07/06/2023,1942.700,71.740,6.100,1.900,3.390,3.670,,31.00,,,,,,,,3.670,28.000,,,,,,,,,3.670,24.000,,,,,,,,,3.670,30.000,,,,,,,,
06/06/2023,1965.500,72.150,6.100,1.900,3.390,3.730,,31.00,,,,,,,,3.730,28.000,,,,,,,,,3.730,24.000,,,,,,,,,3.730,30.000,,,,,,,,
05/06/2023,1958.000,71.740,6.100,1.900,3.390,3.610,,31.00,,,,,,,,3.610,28.000,,,,,,,,,3.610,24.000,,,,,,,,,3.610,30.000,,,,,,,,
04/06/2023,,,6.100,1.900,3.390,,,31.00,,,,,,,,,28.000,0.537,1,0,35000,,3,,,,24.000,,,,,,,,,,30.000,0.206,1,1.0,35000,,0,,
03/06/2023,,,6.100,1.900,3.390,,,31.00,,,,,,,,,28.000,,,,,,,,,,24.000,,,,,,,,,,30.000,,,,,,,,
02/06/2023,1952.400,70.100,6.100,1.900,3.390,3.800,,31.00,,,,,,,,3.800,28.000,,,,,,,,,3.800,24.000,,,,,,,,,3.800,30.000,,,,,,,,
01/06/2023,1978.000,68.090,6.100,1.900,3.390,3.800,,31.00,,,,,,,,3.800,28.000,,,,,,,,,3.800,24.000,,,,,,,,,3.800,30.000,,,,,,,,
31/05/2023,1963.900,69.460,6.100,2.600,3.980,3.800,,100.00,,,,,,,,3.800,91.000,,,,,,,,,3.800,59.000,,,,,,,,,3.800,76.000,,,,,,,,
30/05/2023,1958.000,72.670,6.100,2.600,3.980,3.810,,100.00,,,,,,,,3.810,91.000,,,,,,,,,3.810,59.000,,,,,,,,,3.810,76.000,,,,,,,,
29/05/2023,1958.000,72.670,6.100,2.600,3.980,3.870,,100.00,,,,,,,,3.870,91.000,,,,,,,,,3.870,59.000,,,,,,,,,3.870,76.000,,,,,,,,
28/05/2023,,,6.100,2.600,3.980,,,100.00,,,,,,,,,91.000,,,,,,,,,,59.000,,,,,,,,,,76.000,,,,,,,,
27/05/2023,,,6.100,2.600,3.980,,0.89,100.00,1,1,64012,1,3,,,,91.000,0.783,1,1,42417,2,3,,,,59.000,,,,,,,,,,76.000,0.778,1,1.0,14481,3,3,,
26/05/2023,1944.100,71.830,6.100,2.600,3.980,3.840,,100.00,,,,,,,,3.840,91.000,,,,,,,,,3.840,59.000,0.649,1,0,3309,4,3,,,3.840,76.000,,,,,,,,
25/05/2023,1943.100,74.340,6.100,2.600,3.980,3.780,,100.00,,,,,,,,3.780,91.000,,,,,,,,,3.780,59.000,,,,,,,,,3.780,76.000,,,,,,,,
24/05/2023,1962.800,72.910,6.100,2.600,3.980,3.800,,100.00,,,,,,,,3.800,91.000,,,,,,,,,3.800,59.000,,,,,,,,,3.800,76.000,,,,,,,,
23/05/2023,1972.400,71.990,6.100,2.600,3.980,3.810,,100.00,,,,,,,,3.810,91.000,,,,,,,,,3.810,59.000,,,,,,,,,3.810,76.000,,,,,,,,
22/05/2023,1974.800,71.550,6.100,2.600,3.980,3.860,,100.00,,,,,,,,3.860,91.000,,,,,,,,,3.860,59.000,,,,,,,,,3.860,76.000,,,,,,,,
21/05/2023,,,6.100,2.600,3.980,,0.37,100.00,1,0,39348,1,1,,,,91.000,,,,,,,,,,59.000,0.359,1,1,39348,4,1,,,,76.000,,,,,,,,
20/05/2023,,,6.100,2.600,3.980,,,100.00,,,,,,,,,91.000,0.653,1,0,4992,2,3,,,,59.000,,,,,,,,,,76.000,0.607,1,0.0,9265,3,1,,
19/05/2023,1978.700,71.860,6.100,2.600,3.980,3.850,,100.00,,,,,,,,3.850,91.000,,,,,,,,,3.850,59.000,,,,,,,,,3.850,76.000,,,,,,,,
18/05/2023,1956.500,72.830,6.100,2.600,3.980,3.780,,100.00,,,,,,,,3.780,91.000,,,,,,,,,3.780,59.000,,,,,,,,,3.780,76.000,,,,,,,,
17/05/2023,1980.700,70.860,6.100,2.600,3.980,3.790,,100.00,,,,,,,,3.790,91.000,,,,,,,,,3.790,59.000,,,,,,,,,3.790,76.000,,,,,,,,
16/05/2023,1988.400,71.110,6.100,2.600,3.980,3.770,,100.00,,,,,,,,3.770,91.000,,,,,,,,,3.770,59.000,,,,,,,,,3.770,76.000,,,,,,,,
15/05/2023,2018.000,70.040,6.100,2.600,3.980,3.950,,100.00,,,,,,,,3.950,91.000,,,,,,,,,3.950,59.000,,,,,,,,,3.950,76.000,,,,,,,,
14/05/2023,,,6.100,2.600,3.980,,,100.00,,,,,,,,,91.000,0.799,1,1,35203,2,3,,,,59.000,,,,,,,,,,76.000,0.793,1,1.0,16442,3,3,,
13/05/2023,,,6.100,2.600,3.980,,0.77,100.00,1,0,4404,1,3,,,,91.000,,,,,,,,,,59.000,0.788,1,1,27130,4,3,,,,76.000,,,,,,,,
12/05/2023,2014.500,70.870,6.100,2.600,3.980,3.900,,100.00,,,,,,,,3.900,91.000,,,,,,,,,3.900,59.000,,,,,,,,,3.900,76.000,,,,,,,,
11/05/2023,2014.700,72.560,6.100,2.600,3.980,3.860,,100.00,,,,,,,,3.860,91.000,,,,,,,,,3.860,59.000,,,,,,,,,3.860,76.000,,,,,,,,
10/05/2023,2030.500,73.710,6.100,2.600,3.980,3.860,,100.00,,,,,,,,3.860,91.000,,,,,,,,,3.860,59.000,,,,,,,,,3.860,76.000,,,,,,,,
09/05/2023,2036.200,73.160,6.100,2.600,3.980,3.810,,100.00,,,,,,,,3.810,91.000,,,,,,,,,3.810,59.000,,,,,,,,,3.810,76.000,,,,,,,,
08/05/2023,2026.300,71.340,6.100,2.600,3.980,3.910,,100.00,,,,,,,,3.910,91.000,0.690,1,0,4092,2,3,,,3.910,59.000,,,,,,,,,3.910,76.000,,,,,,,,
07/05/2023,,,6.100,2.600,3.980,,,100.00,,,,,,,,,91.000,,,,,,,,,,59.000,0.697,1,0,4791,4,3,,,,76.000,,,,,,,,
06/05/2023,,,6.100,2.600,3.980,,0.61,100.00,1,1,60289,1,3,,,,91.000,,,,,,,,,,59.000,,,,,,,,,,76.000,0.170,1,0.0,60289,3,0,,
05/05/2023,2017.400,68.560,6.100,2.600,3.980,3.710,,100.00,,,,,,,,3.710,91.000,,,,,,,,,3.710,59.000,,,,,,,,,3.710,76.000,,,,,,,,
04/05/2023,2048.000,68.600,6.100,2.600,3.980,3.800,,100.00,,,,,,,,3.800,91.000,0.659,1,1,28013,,3,,,3.800,59.000,,,,,,,,,3.800,76.000,,,,,,,,
03/05/2023,2028.600,71.660,6.100,2.600,3.980,3.730,,100.00,,,,,,,,3.730,91.000,,,,,,,,,3.730,59.000,,,,,,,,,3.730,76.000,,,,,,,,
02/05/2023,2014.300,75.660,6.100,2.600,3.980,3.730,,100.00,,,,,,,,3.730,91.000,,,,,,,,,3.730,59.000,,,,,,,,,3.730,76.000,,,,,,,,
01/05/2023,1983.400,76.780,6.100,2.600,3.980,,,100.00,,,,,,,"2,000,000",,91.000,,,,,,,,,,59.000,,,,,,,€0,,,76.000,,,,,,,,
30/04/2023,,,6.100,2.600,5.710,,,92.00,,,,,,,,,76.000,0.806,1,1,47925,2,3,,,,61.000,0.745,1,1,29443,4,3,,,,49.000,,,,,,,,
29/04/2023,,,6.100,2.600,5.710,,0.72,92.00,1,0,11694,1,3,,,,76.000,,,,,,,,,,61.000,,,,,,,,,,49.000,0.758,1,1.0,16005,3,3,,
28/04/2023,1990.100,74.760,6.100,2.600,5.710,3.830,,92.00,,,,,,,,3.830,76.000,,,,,,,,,3.830,61.000,,,,,,,,,3.830,49.000,,,,,,,,
27/04/2023,1989.900,74.300,6.100,2.600,5.710,3.640,,92.00,,,,,,,,3.640,76.000,,,,,,,,,3.640,61.000,,,,,,,,,3.640,49.000,,,,,,,,
26/04/2023,1985.700,77.070,6.100,2.600,5.710,3.680,,92.00,,,,,,,,3.680,76.000,0.537,1,0,18321,,3,,,3.680,61.000,,,,,,,,,3.680,49.000,,,,,,,,
25/04/2023,1994.000,78.760,6.100,2.600,5.710,3.640,,92.00,,,,,,,,3.640,76.000,,,,,,,,,3.640,61.000,,,,,,,,,3.640,49.000,0.783,1,1.0,5603,,1,,
24/04/2023,1989.100,77.870,6.100,2.600,5.710,3.660,,92.00,,,,,,,,3.660,76.000,,,,,,,,,3.660,61.000,0.601,1,0,21893,4,3,,,3.660,49.000,,,,,,,,
23/04/2023,,,6.100,2.600,5.710,,0.86,92.00,1,1,58062,1,3,,,,76.000,,,,,,,,,,61.000,,,,,,,,,,49.000,,,,,,,,
22/04/2023,,,6.100,2.600,5.710,,,92.00,,,,,,,,,76.000,0.732,1,0,7852,,3,,,,61.000,,,,,,,,,,49.000,,,,,,,,
21/04/2023,1979.500,77.290,6.100,2.600,5.710,3.640,,92.00,,,,,,,,3.640,76.000,,,,,,,,,3.640,61.000,,,,,,,,,3.640,49.000,0.578,1,0.0,1016,3,3,,
20/04/2023,2007.600,79.160,6.100,2.600,5.710,3.620,,92.00,,,,,,,,3.620,76.000,,,,,,,,,3.620,61.000,0.409,0,1,45903,,1,,,3.620,49.000,,,,,,,,
19/04/2023,1995.200,80.860,6.100,2.600,5.710,3.720,0.27,92.00,0,0,75380,,1,,,3.720,76.000,,,,,,,,,3.720,61.000,,,,,,,,,3.720,49.000,,,,,,,,
18/04/2023,2007.400,80.830,6.100,2.600,5.710,3.750,,92.00,,,,,,,,3.750,76.000,,,,,,,,,3.750,61.000,,,,,,,,,3.750,49.000,,,,,,,,
17/04/2023,1994.200,82.520,6.100,2.600,5.710,3.730,,92.00,,,,,,,,3.730,76.000,,,,,,,,,3.730,61.000,,,,,,,,,3.730,49.000,,,,,,,,
16/04/2023,,,6.100,2.600,5.710,,,92.00,,,,,,,,,76.000,,,,,,,,,,61.000,0.801,1,1,25584,4,1,,,,49.000,0.696,1,1.0,18197,3,3,,
15/04/2023,,,6.100,2.600,5.710,,0.73,92.00,1,0,8297,1,0,,,,76.000,0.856,1,1,40708,,3,,,,61.000,,,,,,,,,,49.000,,,,,,,,
14/04/2023,2002.200,82.160,6.100,2.600,5.710,3.800,,92.00,,,,,,,,3.800,76.000,,,,,,,,,3.800,61.000,,,,,,,,,3.800,49.000,,,,,,,,
13/04/2023,2041.300,83.260,6.100,2.600,5.710,3.830,,92.00,,,,,,,,3.830,76.000,,,,,,,,,3.830,61.000,0.186,0,0,38490,,0,,,3.830,49.000,,,,,,,,
12/04/2023,2010.900,81.530,6.100,2.600,5.710,3.760,,92.00,,,,,,,,3.760,76.000,,,,,,,,,3.760,61.000,,,,,,,,,3.760,49.000,0.715,1,0.0,556,,3,,
11/04/2023,2004.800,79.740,6.100,2.600,5.710,3.900,0.41,92.00,0,1,62594,,0,,,3.900,76.000,,,,,,,,,3.900,61.000,,,,,,,,,3.900,49.000,,,,,,,,
10/04/2023,1989.100,80.700,6.100,2.600,5.710,,,92.00,,,,,,,,,76.000,,,,,,,,,,61.000,,,,,,,,,,49.000,,,,,,,,
09/04/2023,,,6.100,2.600,5.710,,,92.00,,,,,,,,,76.000,,,,,,,,,,61.000,0.666,1,0,10509,4,3,,,,49.000,,,,,,,,
08/04/2023,,,6.100,2.600,5.710,,,92.00,,,,,,,,,76.000,,,,,,,,,,61.000,,,,,,,,,,49.000,0.722,1,1.0,15507,3,3,,
07/04/2023,,,6.100,2.600,5.710,,0.49,92.00,1,1,62028,1,0,,,,76.000,0.236,1,0,62028,,3,,,,61.000,,,,,,,,,,49.000,,,,,,,,
06/04/2023,2011.900,80.610,6.100,2.600,5.710,3.860,,92.00,,,,,,,,3.860,76.000,,,,,,,,,3.860,61.000,,,,,,,,,3.860,49.000,,,,,,,,
05/04/2023,2020.900,80.710,6.100,2.600,5.710,3.800,,92.00,,,,,,,,3.800,76.000,,,,,,,,,3.800,61.000,0.649,1,0,8076,4,1,,,3.800,49.000,,,,,,,,
04/04/2023,2022.200,80.420,6.100,2.600,5.710,3.850,,92.00,,,,,,,,3.850,76.000,,,,,,,,,3.850,61.000,,,,,,,,,3.850,49.000,,,,,,,,
03/04/2023,1983.900,75.670,6.100,2.600,5.710,3.810,,92.00,,,,,,,,3.810,76.000,,,,,,,,,3.810,61.000,,,,,,,,,3.810,49.000,,,,,,,,
02/04/2023,,,6.100,2.600,5.710,,0.70,92.00,1,0,4134,1,3,,,,76.000,0.822,1,1,35802,,3,,,,61.000,,,,,,,,,,49.000,0.558,1,0.0,5454,3,3,,
01/04/2023,,,6.100,2.600,5.710,,,92.00,,,,,,,,,76.000,,,,,,,,,,61.000,0.834,1,1,31603,4,3,,,,49.000,,,,,,,,
31/03/2023,1969.000,74.370,6.100,2.600,7.430,3.750,,51.00,,,,,,,,3.750,48.000,,,,,,,,,3.750,48.000,,,,,,,,,3.750,35.000,,,,,,,,
30/03/2023,1980.300,72.970,6.100,2.600,7.430,3.750,,51.00,,,,,,,,3.750,48.000,,,,,,,,,3.750,48.000,,,,,,,,,3.750,35.000,,,,,,,,
29/03/2023,1966.100,73.200,6.100,2.600,7.430,3.810,,51.00,,,,,,,,3.810,48.000,,,,,,,,,3.810,48.000,,,,,,,,,3.810,35.000,,,,,,,,
28/03/2023,1972.400,72.810,6.100,2.600,7.430,3.780,,51.00,,,,,,,,3.780,48.000,,,,,,,,,3.780,48.000,,,,,,,,,3.780,35.000,,,,,,,,
27/03/2023,1952.400,69.260,6.100,2.600,7.430,3.810,,51.00,,,,,,,,3.810,48.000,,,,,,,,,3.810,48.000,,,,,,,,,3.810,35.000,,,,,,,,
26/03/2023,,,6.100,2.600,7.430,,,51.00,,,,,,,,,48.000,,,,,,,,,,48.000,,,,,,,,,,35.000,,,,,,,,
25/03/2023,,,6.100,2.600,7.430,,,51.00,,,,,,,,,48.000,,,,,,,,,,48.000,,,,,,,,,,35.000,,,,,,,,
24/03/2023,1982.100,69.960,6.100,2.600,7.430,3.850,,51.00,,,,,,,,3.850,48.000,,,,,,,,,3.850,48.000,,,,,,,,,3.850,35.000,,,,,,,,
23/03/2023,1993.800,70.900,6.100,2.600,7.430,3.890,,51.00,,,,,,,,3.890,48.000,,,,,,,,,3.890,48.000,,,,,,,,,3.890,35.000,,,,,,,,
22/03/2023,1946.800,69.330,6.100,2.600,7.430,3.850,,51.00,,,,,,,,3.850,48.000,,,,,,,,,3.850,48.000,,,,,,,,,3.850,35.000,,,,,,,,
21/03/2023,1938.000,67.640,6.100,2.600,7.430,3.900,,51.00,,,,,,,,3.900,48.000,,,,,,,,,3.900,48.000,,,,,,,,,3.900,35.000,,,,,,,,
20/03/2023,1979.200,66.740,6.100,2.600,7.430,3.880,,51.00,,,,,,,,3.880,48.000,,,,,,,,,3.880,48.000,,,,,,,,,3.880,35.000,,,,,,,,
19/03/2023,,,6.100,2.600,7.430,,,51.00,,,,,,,,,48.000,0.418,1,0,22256,,1,,,,48.000,,,,,,,,,,35.000,0.302,1,1.0,22256,3,1,,
18/03/2023,,,6.100,2.600,7.430,,0.81,51.00,1,1,59374,1,3,,,,48.000,,,,,,,,,,48.000,,,,,,,,,,35.000,,,,,,,,
17/03/2023,1969.800,68.350,6.100,2.600,7.430,3.820,,51.00,,,,,,,,3.820,48.000,,,,,,,,,3.820,48.000,,,,,,,,,3.820,35.000,,,,,,,,
16/03/2023,1919.000,67.610,6.100,2.600,7.430,3.790,,51.00,,,,,,,,3.790,48.000,,,,,,,,,3.790,48.000,0.106,0,0,59929,,0,,,3.790,35.000,,,,,,,,
15/03/2023,1926.600,71.330,6.100,2.600,7.430,3.810,,51.00,,,,,,,,3.810,48.000,,,,,,,,,3.810,48.000,,,,,,,,,3.810,35.000,,,,,,,,
14/03/2023,1906.200,74.800,6.100,2.600,7.430,3.810,,51.00,,,,,,,,3.810,48.000,0.323,0,1,48015,,1,,,3.810,48.000,,,,,,,,,3.810,35.000,,,,,,,,
13/03/2023,1911.700,76.680,6.100,2.600,7.430,3.850,,51.00,,,,,,,,3.850,48.000,,,,,,,,,3.850,48.000,,,,,,,,,3.850,35.000,,,,,,,,
12/03/2023,,,6.100,2.600,7.430,,0.76,51.00,1,0,10547,1,3,,,,48.000,,,,,,,,,,48.000,0.763,1,1,27535,4,3,,,,35.000,,,,,,,,
11/03/2023,,,6.100,2.600,7.430,,,51.00,,,,,,,,,48.000,,,,,,,,,,48.000,,,,,,,,,,35.000,0.483,1,0.0,3682,3,3,,
10/03/2023,1862.000,75.720,6.100,2.600,7.430,3.870,,51.00,,,,,,,,3.870,48.000,0.801,1,1,29116,,3,,,3.870,48.000,,,,,,,,,3.870,35.000,,,,,,,,
09/03/2023,1829.300,76.660,6.100,2.600,7.430,3.890,,51.00,,,,,,,,3.890,48.000,,,,,,,,,3.890,48.000,0.254,0,1,36006,,1,,,3.890,35.000,,,,,,,,
08/03/2023,1812.700,77.580,6.100,2.600,7.430,3.890,,51.00,,,,,,,,3.890,48.000,,,,,,,,,3.890,48.000,,,,,,,,,3.890,35.000,,,,,,,,
07/03/2023,1813.900,80.460,6.100,2.600,7.430,3.900,0.69,51.00,0,1,61018,,3,,,3.900,48.000,,,,,,,,,3.900,48.000,,,,,,,,,3.900,35.000,,,,,,,,
06/03/2023,1847.900,79.680,6.100,2.600,7.430,3.870,,51.00,,,,,,,,3.870,48.000,,,,,,,,,3.870,48.000,,,,,,,,,3.870,35.000,,,,,,,,
05/03/2023,,,6.100,2.600,7.430,,,51.00,,,,,,,,,48.000,,,,,,,,,,48.000,,,,,,,,,,35.000,0.671,1,1.0,9456,3,3,,
04/03/2023,,,6.100,2.600,7.430,,,51.00,,,,,,,,,48.000,0.740,1,0,5568,,3,,,,48.000,0.686,1,0,4474,4,3,,,,35.000,,,,,,,,
03/03/2023,1847.700,78.160,6.100,2.600,7.430,3.860,0.82,51.00,1,1,56900,1,3,,,3.860,48.000,,,,,,,,,3.860,48.000,,,,,,,,,3.860,35.000,,,,,,,,
02/03/2023,1833.500,77.690,6.100,2.600,7.430,3.890,,51.00,,,,,,,,3.890,48.000,,,,,,,,,3.890,48.000,,,,,,,,,3.890,35.000,,,,,,,,
01/03/2023,1837.700,77.050,6.100,2.600,7.430,3.830,,51.00,,,,,,,,3.830,48.000,,,,,,,,,3.830,48.000,,,,,,,,,3.830,35.000,,,,,,,,
28/02/2023,1828.900,75.680,7.200,2.500,8.250,3.900,,58.00,,,,,,,,3.900,70.000,,,,,,,,,3.900,60.000,,,,,,,,,3.900,100.000,,,,,,,,
27/02/2023,1817.000,76.320,7.200,2.500,8.250,3.860,,58.00,,,,,,,,3.860,70.000,,,,,,,,,3.860,60.000,0.781,1,1,22313,4,3,,,3.860,100.000,0.481,1,0.0,19072,3,0,,
26/02/2023,,,7.200,2.500,8.250,,,58.00,,,,,,,,,70.000,0.789,1,1,35509,,0,,,,60.000,,,,,,,,,,100.000,,,,,,,,
25/02/2023,,,7.200,2.500,8.250,,0.70,58.00,1,0,5872,1,3,,,,70.000,,,,,,,,,,60.000,,,,,,,,,,100.000,,,,,,,,
24/02/2023,1808.800,75.390,7.200,2.500,8.250,3.850,,58.00,,,,,,,,3.850,70.000,,,,,,,,,3.850,60.000,,,,,,,,,3.850,100.000,,,,,,,,
23/02/2023,1818.000,73.950,7.200,2.500,8.250,3.850,,58.00,,,,,,,,3.850,70.000,,,,,,,,,3.850,60.000,0.516,0,0,9576,,3,,,3.850,100.000,0.168,0,0.0,13603,,0,,
22/02/2023,1832.000,76.160,7.200,2.500,8.250,3.870,,58.00,,,,,,,,3.870,70.000,0.192,0,0,75374,,0,,,3.870,60.000,,,,,,,,,3.870,100.000,,,,,,,,
21/02/2023,1833.000,76.340,7.200,2.500,8.250,3.900,,58.00,,,,,,,,3.900,70.000,,,,,,,,,3.900,60.000,,,,,,,,,3.900,100.000,,,,,,,,
20/02/2023,1833.000,76.340,7.200,2.500,8.250,3.950,0.80,58.00,1,1,56413,1,3,,,3.950,70.000,,,,,,,,,3.950,60.000,0.652,1,0,4981,4,3,,,3.950,100.000,,,,,,,,
19/02/2023,,,7.200,2.500,8.250,,,58.00,,,,,,,,,70.000,,,,,,,,,,60.000,,,,,,,,,,100.000,0.669,1,1.0,13407,3,3,,
18/02/2023,,,7.200,2.500,8.250,,,58.00,,,,,,,,,70.000,0.808,1,1,40629,,3,,,,60.000,,,,,,,,,,100.000,,,,,,,,
17/02/2023,1840.400,78.490,7.200,2.500,8.250,3.900,,58.00,,,,,,,,3.900,70.000,,,,,,,,,3.900,60.000,,,,,,,,,3.900,100.000,,,,,,,,
16/02/2023,1842.000,78.590,7.200,2.500,8.250,3.900,,58.00,,,,,,,,3.900,70.000,,,,,,,,,3.900,60.000,0.737,0,1,23279,,1,,,3.900,100.000,0.356,0,1.0,13041,,0,,
15/02/2023,1834.200,79.060,7.200,2.500,8.250,3.920,0.52,58.00,0,0,25643,,3,,"5,500,000",3.920,70.000,,,,,,,,,3.920,60.000,,,,,,,,,3.920,100.000,,,,,,,,
14/02/2023,1854.000,80.140,7.200,2.500,8.250,3.850,,58.00,,,,,,,,3.850,70.000,,,,,,,,,3.850,60.000,,,,,,,,,3.850,100.000,,,,,,,,
13/02/2023,1851.900,79.720,7.200,2.500,8.250,3.880,,58.00,,,,,,,,3.880,70.000,,,,,,,,,3.880,60.000,,,,,,,,,3.880,100.000,,,,,,,,
12/02/2023,,,7.200,2.500,8.250,,,58.00,,,,,,,,,70.000,0.364,1,0,39528,,3,,,,60.000,0.352,1,1,39528,4,0,,,,100.000,0.594,1,0.0,9937,3,3,,
11/02/2023,,,7.200,2.500,8.250,,,58.00,,,,,,,,,70.000,,,,,,,,,,60.000,,,,,,,,,,100.000,,,,,,,,
10/02/2023,1862.800,78.060,7.200,2.500,8.250,3.840,,58.00,,,,,,,,3.840,70.000,,,,,,,,,3.840,60.000,,,,,,,,,3.840,100.000,,,,,,,,
09/02/2023,1866.200,78.470,7.200,2.500,8.250,3.910,0.46,58.00,1,0,12491,,0,,,3.910,70.000,,,,,,,,,3.910,60.000,,,,,,,,,3.910,100.000,0.268,1,1.0,12491,,3,,
08/02/2023,1877.400,77.140,7.200,2.500,8.250,3.910,,58.00,,,,,,,,3.910,70.000,0.708,1,0,18321,,3,,,3.910,60.000,,,,,,,,,3.910,100.000,,,,,,,,
07/02/2023,1871.700,74.110,7.200,2.500,8.250,3.980,,58.00,,,,,,,,3.980,70.000,,,,,,,,,3.980,60.000,,,,,,,,,3.980,100.000,,,,,,,,
06/02/2023,1866.200,73.390,7.200,2.500,8.250,4.010,,58.00,,,,,,,,4.010,70.000,,,,,,,,,4.010,60.000,0.641,1,0,4125,4,3,,,4.010,100.000,,,,,,,,
05/02/2023,,,7.200,2.500,8.250,,,58.00,,,,,,,,,70.000,0.788,1,1,41211,,3,,,,60.000,,,,,,,,,,100.000,0.682,1,1.0,14331,3,3,,
04/02/2023,,,7.200,2.500,8.250,,0.80,58.00,1,1,58763,1,3,,,,70.000,,,,,,,,,,60.000,,,,,,,,,,100.000,,,,,,,,
03/02/2023,1862.900,75.880,7.200,2.500,8.250,4.030,,58.00,,,,,,,,4.030,70.000,,,,,,,,,4.030,60.000,,,,,,,,,4.030,100.000,,,,,,,,
02/02/2023,1916.300,76.410,7.200,2.500,8.250,4.070,,58.00,,,,,,,,4.070,70.000,,,,,,,,,4.070,60.000,,,,,,,,,4.070,100.000,,,,,,,,
