id,make,model,hp_cluster,age_cluster,mileage_cluster,sell_price,time_to_sell,ppu_cluster,buyer_id
1246946743,Citroen,C3 Picasso,0-100hp,10-12years,90-100k,3723,2-4,0.5-1k,6439883
1247356302,Peugeot,207,0-100hp,12-15years,100k+,1597,8-15,0_0.5k,6256505
1246134474,Fiat,500,0-100hp,6-8years,60-70k,6813,0-1,0.5-1k,63332
1246450287,Volkswagen,Golf VI,100-150hp,12-15years,100k+,3833,0-1,0.5-1k,6257552
1247948514,Mercedes-Benz,V-Klasse,200-250hp,2-4years,60-70k,61900,0-1,2k+,388
1247104450,Fiat,Ducato,100-150hp,10-12years,100k+,9350,0-1,0_0.5k,3853443
1248690671,Volkswagen,Polo,0-100hp,12-15years,100k+,3923,0-1,0.5-1k,3287413
1248526848,Volvo,XC 70,150-200hp,15+years,100k+,5355,0-1,0.5-1k,4528183
1246611295,Suzuki,Swift,0-100hp,10-12years,80-90k,3548,0-1,0.5-1k,3287413
1248044158,BMW,4er,250-300hp,6-8years,100k+,15500,0-1,0.5-1k,6341232
1248319819,Nissan,Micra,0-100hp,8-10years,100k+,2800,0-1,0.5-1k,2177723
1231716354,Mercedes-Benz,Sprinter,150-200hp,0-2years,40-50k,33646,0-1,0.5-1k,164721
1247580255,Audi,Q4 Sportback,0-100hp,0-2years,0-10k,51000,0-1,1-1.5k,6445094
1240968477,Land Rover,Range Rover Sport,150-200hp,12-15years,100k+,3570,+45,-1_0k,6265947
1247329070,BMW,X1,150-200hp,4-6years,70-80k,22247,0-1,1-1.5k,6255011
1240750139,Fiat,500,0-100hp,0-2years,30-40k,11095,30-45,2k+,62767
1247847196,BMW,1er,100-150hp,12-15years,100k+,2605,0-1,0_0.5k,6223170
1247957199,Mercedes-Benz,C-Klasse,150-200hp,15+years,100k+,763,0-1,0_0.5k,6359703
1246312496,Opel,Corsa,0-100hp,2-4years,0-10k,11700,0-1,0.5-1k,1844272
1247678032,Ford,Focus,0-100hp,15+years,100k+,664,0-1,0_0.5k,32471
1248291530,Mazda,MX-5,150-200hp,2-4years,50-60k,22462,0-1,2k+,1790542
1239534485,Mercedes-Benz,A-Klasse,100-150hp,15+years,90-100k,3535,0-1,0.5-1k,4315583
1246092189,Volkswagen,Golf Plus,100-150hp,15+years,100k+,2530,2-4,0_0.5k,41464
1245649076,Volkswagen,Golf Plus,100-150hp,10-12years,60-70k,6002,0-1,0.5-1k,278101
1246601434,Mercedes-Benz,A-Klasse,100-150hp,15+years,100k+,842,0-1,0_0.5k,6197066
1247280414,Audi,A1,100-150hp,6-8years,100k+,10879,0-1,0_0.5k,858091
1248181626,Dodge,Caliber,150-200hp,15+years,100k+,6000,0-1,0.5-1k,2471713
1246988828,Volkswagen,Golf VII,100-150hp,4-6years,30-40k,16185,0-1,1-1.5k,220271
1247518696,Dacia,Duster,100-150hp,8-10years,80-90k,6325,0-1,0.5-1k,3370133
1244815250,Toyota,Yaris,0-100hp,15+years,100k+,975,+45,0_0.5k,5473993
1247578596,Dacia,Duster,0-100hp,4-6years,100k+,7501,0-1,0_0.5k,15866
1248517819,Volkswagen,Polo,0-100hp,15+years,70-80k,1000,0-1,0_0.5k,6261148
1246861357,Volkswagen,Sharan,100-150hp,8-10years,100k+,7755,4-8,0.5-1k,6322833
1248463688,Skoda,Octavia,100-150hp,8-10years,100k+,4802,0-1,0.5-1k,38142
1247287932,Mercedes-Benz,E-Klasse,150-200hp,15+years,100k+,2469,0-1,0.5-1k,2231843
1246931302,Skoda,Superb,100-150hp,8-10years,100k+,5623,2-4,0.5-1k,5885863
1246982998,Volkswagen,Polo,0-100hp,15+years,100k+,587,8-15,0_0.5k,6209373
1247770130,Volkswagen,Sharan,100-150hp,2-4years,40-50k,28800,0-1,2k+,1822072
1247577247,Audi,Q7,250-300hp,6-8years,100k+,31817,0-1,0.5-1k,6439986
1242529828,Volvo,V 90,300+hp,4-6years,100k+,33599,2-4,2k+,638801
1246354540,Opel,Corsa,0-100hp,6-8years,90-100k,6605,0-1,1-1.5k,6267128
1245918324,Honda,Jazz,0-100hp,15+years,100k+,890,8-15,0_0.5k,4233803
1247080241,Opel,Astra K,100-150hp,0-2years,10-20k,20568,0-1,0.5-1k,27649
1245157163,Abarth,595,150-200hp,0-2years,0-10k,22711,15-30,0.5-1k,117851
1247580978,Seat,Leon,100-150hp,12-15years,100k+,1963,0-1,0.5-1k,44481
1246843627,Mercedes-Benz,A-Klasse,100-150hp,15+years,100k+,679,0-1,0_0.5k,40308
1248133150,Honda,Jazz,0-100hp,6-8years,80-90k,6233,0-1,0.5-1k,24783
1248318096,Seat,Alhambra,100-150hp,15+years,100k+,1015,0-1,0_0.5k,6396703
1248553307,Seat,Ibiza,0-100hp,15+years,100k+,1503,0-1,0_0.5k,1832892
1243218465,Ford,B-Max,0-100hp,8-10years,70-80k,6743,2-4,0.5-1k,336441
1248361140,Opel,Signum,150-200hp,15+years,100k+,1755,0-1,0_0.5k,136452
1247900454,Opel,Zafira,100-150hp,8-10years,100k+,4491,0-1,0.5-1k,47301
1246260948,Honda,CR-Z,100-150hp,10-12years,100k+,6267,0-1,0.5-1k,220501
1246698824,BMW,3er,100-150hp,12-15years,100k+,1787,0-1,0_0.5k,6324458
1244663296,Smart,fortwo,0-100hp,10-12years,90-100k,2347,0-1,0_0.5k,4939593
1247402079,Volkswagen,Touareg,200-250hp,8-10years,100k+,11791,8-15,0_0.5k,75220
1247411743,Renault,Clio,0-100hp,15+years,100k+,689,0-1,0_0.5k,44616
1247862054,Audi,A3,100-150hp,12-15years,100k+,4711,0-1,0.5-1k,5441853
1246620270,Seat,Ibiza,0-100hp,12-15years,100k+,2689,0-1,0.5-1k,1832892
1246750516,Opel,Corsa,0-100hp,8-10years,90-100k,3995,4-8,0.5-1k,6282306
1243191995,Audi,A4,150-200hp,2-4years,60-70k,25756,2-4,1-1.5k,62574
1247385578,BMW,5er,250-300hp,10-12years,100k+,10784,2-4,0.5-1k,2354923
1234864545,Mercedes-Benz,C-Klasse,250-300hp,2-4years,20-30k,32110,0-1,2k+,132399
1247763300,Mercedes-Benz,C-Klasse,200-250hp,10-12years,100k+,8800,0-1,0_0.5k,6335244
1242417097,Ford,Mustang Mach-E,250-300hp,0-2years,20-30k,49800,0-1,1-1.5k,3634843
1247272353,Volkswagen,Golf III,0-100hp,15+years,100k+,770,0-1,0_0.5k,617771
1247310840,Daihatsu,Materia,100-150hp,12-15years,100k+,2161,0-1,1-1.5k,51098
1246145953,Skoda,Superb,100-150hp,8-10years,100k+,8903,0-1,0.5-1k,5044603
1219027991,Mercedes-Benz,E-Klasse,300+hp,0-2years,20-30k,39091,+45,<-1k,405571
1245966989,Audi,A3,100-150hp,15+years,90-100k,1270,4-8,0_0.5k,5475923
1246593828,Peugeot,206,0-100hp,12-15years,100k+,1700,4-8,0.5-1k,185201
1248000402,Volkswagen,Passat,100-150hp,15+years,100k+,644,8-15,0_0.5k,891631
1247930268,Opel,Astra,100-150hp,12-15years,100k+,3211,0-1,0.5-1k,18288
1247283092,Renault,Captur,0-100hp,4-6years,30-40k,10450,0-1,0_0.5k,201461
1243601751,Tesla,Model 3,300+hp,0-2years,0-10k,45645,+45,<-1k,6218220
1246938353,BMW,1er,100-150hp,12-15years,100k+,6232,0-1,0_0.5k,4330163
1248617607,Smart,fortwo,0-100hp,6-8years,40-50k,8531,0-1,0.5-1k,1578542
1243998828,Volkswagen,Polo,0-100hp,15+years,100k+,640,+45,0_0.5k,4800263
1246965851,Mercedes-Benz,C-Klasse,100-150hp,15+years,100k+,758,0-1,0_0.5k,3169583
1246793654,Peugeot,207,100-150hp,12-15years,100k+,1474,0-1,0_0.5k,2348333
1246201648,Ford,Fusion,0-100hp,15+years,100k+,369,2-4,0_0.5k,45834
1246060739,Volkswagen,Crafter,100-150hp,10-12years,100k+,7233,4-8,0.5-1k,2096241
1244969094,Mercedes-Benz,Vito,0-100hp,0-2years,20-30k,16600,0-1,0.5-1k,5342793
1244148916,Mitsubishi,Space,0-100hp,2-4years,0-10k,7058,+45,-1_0k,2934313
1245581009,Opel,Insignia,100-150hp,10-12years,100k+,4200,4-8,0.5-1k,2918393
1247100395,Kia,cee'd,0-100hp,12-15years,100k+,3213,0-1,0.5-1k,139074
1241098974,Ford,C-Max,0-100hp,15+years,100k+,750,2-4,0_0.5k,6147380
1247094672,Mercedes-Benz,GLC-Klasse,150-200hp,4-6years,70-80k,29552,8-15,1-1.5k,38043
1240634899,Audi,A6,150-200hp,2-4years,100k+,19426,+45,0.5-1k,3949053
1245514077,Audi,A3,100-150hp,4-6years,80-90k,17406,30-45,0_0.5k,65915
1247809383,Ford,Fiesta,0-100hp,4-6years,50-60k,7070,0-1,0.5-1k,3925273
1248218780,Mercedes-Benz,A-Klasse,0-100hp,15+years,100k+,739,0-1,0_0.5k,6197066
1241732114,Mercedes-Benz,SL-Klasse,300+hp,15+years,100k+,10000,+45,<-1k,26011
1247467964,Renault,Twingo,0-100hp,10-12years,70-80k,2660,15-30,0_0.5k,574401
1248246351,MINI,MINI,100-150hp,12-15years,100k+,3650,2-4,0.5-1k,6221514
1248250377,Toyota,Yaris,0-100hp,12-15years,100k+,1300,0-1,0_0.5k,4289693
1246234222,Skoda,Octavia,100-150hp,6-8years,80-90k,11420,0-1,0.5-1k,6179749
1245933113,Seat,Altea,100-150hp,8-10years,100k+,3900,8-15,0.5-1k,2776363
1248093492,Audi,A4,100-150hp,6-8years,100k+,9123,8-15,0.5-1k,2305273
1247795338,Opel,Astra,100-150hp,6-8years,100k+,5646,8-15,0.5-1k,6171615
1241520618,Skoda,Yeti,100-150hp,12-15years,100k+,4970,8-15,0_0.5k,2208193
1245796229,Mercedes-Benz,A-Klasse,150-200hp,2-4years,40-50k,27860,30-45,1-1.5k,97882
1248427681,Toyota,Corolla,0-100hp,15+years,80-90k,1666,0-1,0_0.5k,6396703
1245647726,Volkswagen,Tiguan,100-150hp,0-2years,30-40k,22292,0-1,1.5-2k,58860
1245412996,Ford,Focus,100-150hp,10-12years,100k+,2496,2-4,0.5-1k,4977253
1246558287,Renault,Clio,0-100hp,15+years,100k+,732,0-1,0_0.5k,6056503
1247018804,Volkswagen,Tiguan,100-150hp,10-12years,100k+,10244,0-1,0.5-1k,850821
1246090922,Ford,Fiesta,100-150hp,12-15years,100k+,2444,4-8,0.5-1k,42597
1247384054,Ford,Mondeo,150-200hp,15+years,60-70k,1459,0-1,0_0.5k,17118
1246162484,Skoda,Fabia,0-100hp,12-15years,100k+,1593,4-8,0_0.5k,6356349
1246719402,Opel,Corsa,0-100hp,10-12years,100k+,2400,2-4,0_0.5k,5730883
1247365267,Toyota,Verso,100-150hp,10-12years,100k+,4255,0-1,0.5-1k,866581
1244340049,BMW,3er,200-250hp,12-15years,50-60k,7906,+45,0_0.5k,452551
1246082086,Suzuki,Swift,0-100hp,0-2years,20-30k,16231,8-15,1.5-2k,355431
1247402131,Audi,A3,100-150hp,12-15years,100k+,3667,8-15,0_0.5k,4641053
1247977259,BMW,5er,200-250hp,10-12years,100k+,6495,4-8,0.5-1k,6182832
1243406944,Peugeot,106,0-100hp,15+years,100k+,199,8-15,0_0.5k,563531
1247173781,Volkswagen,Passat,200-250hp,4-6years,100k+,18500,0-1,1-1.5k,6354250
1247123823,Audi,A3 Limousine,100-150hp,6-8years,80-90k,13689,0-1,1-1.5k,278101
1247142811,Volkswagen,New Beetle,100-150hp,15+years,100k+,3831,2-4,0.5-1k,19488
1246317558,Renault,Twingo,0-100hp,4-6years,20-30k,7675,0-1,0.5-1k,2963503
1247631665,Volkswagen,Polo,0-100hp,8-10years,100k+,3009,2-4,0_0.5k,1553222
1247918429,Ford,Focus,0-100hp,12-15years,100k+,3170,0-1,0_0.5k,1577342
1246615111,Mazda,5,100-150hp,12-15years,100k+,1410,15-30,0_0.5k,2563123
1245637521,Opel,Meriva,0-100hp,12-15years,100k+,1303,0-1,0_0.5k,2185733
1247279544,Mercedes-Benz,Sprinter,150-200hp,6-8years,100k+,19382,0-1,0.5-1k,17565
1246309707,Citroen,C4,0-100hp,12-15years,80-90k,2219,15-30,0_0.5k,1054451
1246260853,Audi,A6,150-200hp,15+years,100k+,629,4-8,0_0.5k,6402272
1246672491,Volkswagen,Golf VII,100-150hp,6-8years,100k+,6481,8-15,0_0.5k,128964
1246180138,Mercedes-Benz,C-Klasse,150-200hp,12-15years,60-70k,10306,2-4,0.5-1k,766751
1243402898,Tesla,Model 3,300+hp,2-4years,60-70k,38991,+45,<-1k,2687763
1247212434,Renault,Kadjar,100-150hp,4-6years,100k+,10100,8-15,0.5-1k,6339643
1245511350,Renault,Twingo,0-100hp,2-4years,20-30k,8201,8-15,0.5-1k,63332
1247055466,Volkswagen,Golf V,0-100hp,15+years,100k+,1421,4-8,0_0.5k,4213553
1245643233,Opel,Corsa,0-100hp,6-8years,100k+,4005,0-1,0.5-1k,724021
1247345851,Ford,Fiesta,0-100hp,15+years,80-90k,170,0-1,0_0.5k,4270763
1246194172,Mercedes-Benz,A-Klasse,0-100hp,15+years,100k+,1573,0-1,0_0.5k,6197066
1247793781,Audi,A6,300+hp,6-8years,80-90k,25620,2-4,1-1.5k,283191
1247895393,Skoda,Superb,100-150hp,2-4years,100k+,18640,0-1,0.5-1k,6349920
1247535549,Skoda,Octavia,150-200hp,6-8years,100k+,9544,0-1,1-1.5k,4289693
1247341450,Volkswagen,T5 Kombi,100-150hp,15+years,100k+,7856,0-1,0_0.5k,4173643
1235908583,Daihatsu,Sirion,0-100hp,12-15years,100k+,1180,8-15,0_0.5k,2002181
1246580271,BMW,3er,150-200hp,8-10years,100k+,8552,4-8,0.5-1k,4211003
1246917388,Daihatsu,Sirion,0-100hp,12-15years,100k+,1494,0-1,0_0.5k,2256533
1247537307,Mercedes-Benz,V-Klasse,200-250hp,0-2years,20-30k,68000,0-1,1.5-2k,76510
1245080022,Tesla,Model S,300+hp,4-6years,10-20k,55150,0-1,2k+,14534
1247049822,Peugeot,2008,0-100hp,0-2years,20-30k,25793,8-15,0.5-1k,4074893
1248561920,Renault,Clio,0-100hp,15+years,100k+,1850,0-1,0_0.5k,5902733
1247545540,Volkswagen,Touran,100-150hp,15+years,100k+,3563,0-1,0.5-1k,3751273
1247961120,Mercedes-Benz,SL-Klasse,200-250hp,15+years,100k+,11062,0-1,1-1.5k,59639
1246424459,Skoda,Octavia,150-200hp,6-8years,100k+,15051,15-30,1-1.5k,12779
1246331813,Mercedes-Benz,GLA-Klasse,300+hp,4-6years,30-40k,34896,4-8,2k+,112322
1246408827,Mercedes-Benz,C-Klasse,150-200hp,10-12years,100k+,10678,0-1,0.5-1k,6271743
1248425085,Hyundai,i10,0-100hp,6-8years,90-100k,5408,0-1,0.5-1k,6203790
1237072581,Ford,Ranger,150-200hp,4-6years,70-80k,23200,+45,<-1k,1748532
1247547844,Seat,Altea XL,100-150hp,12-15years,100k+,3118,0-1,0_0.5k,906321
1247187739,Citroen,C4 Picasso,100-150hp,12-15years,100k+,2245,0-1,0_0.5k,5975693
1248497718,BMW,3er,100-150hp,12-15years,100k+,3450,0-1,0_0.5k,6131426
1246598928,Mazda,2,100-150hp,10-12years,40-50k,6849,0-1,0.5-1k,766751
1247446394,Volvo,XC 60,100-150hp,8-10years,100k+,10091,0-1,0.5-1k,78151
1245915189,Audi,Q3,100-150hp,2-4years,60-70k,20250,2-4,1.5-2k,3390723
1246913320,Mercedes-Benz,A-Klasse,100-150hp,15+years,90-100k,873,2-4,0_0.5k,4362253
1248007602,Smart,fortwo,0-100hp,15+years,100k+,1199,0-1,0_0.5k,6195759
1246593355,Skoda,Roomster,100-150hp,10-12years,100k+,1700,2-4,0_0.5k,538401
1248500468,Volkswagen,Golf VI,100-150hp,12-15years,100k+,2698,4-8,0.5-1k,280191
1246857363,Seat,Ibiza,100-150hp,10-12years,100k+,3119,0-1,0.5-1k,2175473
1242511725,Ford,Fiesta,0-100hp,15+years,100k+,786,2-4,0_0.5k,6438012
1248375226,Nissan,Micra,0-100hp,15+years,100k+,220,0-1,0_0.5k,6198790
1246261107,Ford,Focus,100-150hp,8-10years,100k+,3674,8-15,0_0.5k,6415981
1247369372,Ford,S-Max,100-150hp,12-15years,100k+,2310,0-1,0_0.5k,973681
1246234702,Volkswagen,Golf III,0-100hp,15+years,100k+,803,0-1,0_0.5k,3169583
1247371551,Fiat,500L,0-100hp,0-2years,10-20k,15700,0-1,0.5-1k,3458093
1246209699,Skoda,Citigo,0-100hp,6-8years,60-70k,3993,4-8,0.5-1k,413991
1248406164,DS Automobiles,DS7 Crossback,250-300hp,2-4years,20-30k,34772,0-1,1.5-2k,114283
1235240033,Smart,fortwo,0-100hp,4-6years,50-60k,10285,0-1,0.5-1k,6224293
1245730619,Toyota,AYGO,0-100hp,10-12years,80-90k,2699,8-15,0_0.5k,5845103
1248584967,Kia,Sportage,100-150hp,10-12years,100k+,8734,0-1,0.5-1k,4083733
1247664694,Dacia,Sandero II,0-100hp,6-8years,90-100k,6200,2-4,0.5-1k,6214977
1248121939,Volkswagen,Golf VI,100-150hp,8-10years,100k+,6201,0-1,0_0.5k,6265390
1247470163,Mercedes-Benz,C-Klasse,300+hp,4-6years,100k+,28707,0-1,2k+,128750
1245703809,BMW,4er,150-200hp,0-2years,20-30k,30239,+45,0_0.5k,621111
1247867816,Polestar,2,300+hp,0-2years,0-10k,51389,0-1,2k+,133599
1247187618,Opel,Insignia,150-200hp,10-12years,100k+,2432,4-8,0_0.5k,6437146
1246194796,Volkswagen,Passat,100-150hp,12-15years,100k+,5950,4-8,0.5-1k,3418413
1247595389,Nissan,Almera,0-100hp,15+years,100k+,438,0-1,0_0.5k,2169913
1247667579,Peugeot,208,0-100hp,4-6years,70-80k,6838,2-4,0.5-1k,84486
1244456776,Volkswagen,Golf V,100-150hp,12-15years,100k+,2017,+45,0_0.5k,6428454
1246201172,Seat,Leon,100-150hp,15+years,100k+,1384,15-30,0_0.5k,6105731
1246232311,Renault,Twingo,0-100hp,12-15years,100k+,1686,0-1,0_0.5k,1832892
1246259406,Skoda,Octavia,0-100hp,15+years,100k+,1060,0-1,0_0.5k,2536163
1248446903,Volkswagen,Golf Plus,0-100hp,12-15years,50-60k,4789,0-1,0.5-1k,6176742
1245047264,Volkswagen,Golf VII,100-150hp,4-6years,100k+,8307,+45,-1_0k,6423800
1241960051,Kia,Picanto,0-100hp,4-6years,20-30k,6863,0-1,0.5-1k,1622342
1245985330,Audi,Q3,200-250hp,6-8years,100k+,14531,15-30,0_0.5k,32157
1246432742,Ford,Fiesta,0-100hp,12-15years,100k+,1309,0-1,0_0.5k,1832892
1244198922,Volkswagen,Touareg,200-250hp,2-4years,40-50k,39664,+45,0.5-1k,51199
1247299376,Nissan,NP300 Pick-up,150-200hp,4-6years,100k+,20250,2-4,1-1.5k,37574
1246935107,Renault,Twingo,0-100hp,10-12years,100k+,2454,0-1,0.5-1k,6118361
1247282175,Hyundai,Tucson,100-150hp,12-15years,100k+,2050,2-4,0_0.5k,6442537
1244578846,Seat,Tarraco,150-200hp,2-4years,40-50k,28996,15-30,0.5-1k,424511
1247933644,Toyota,AYGO,0-100hp,4-6years,90-100k,5297,0-1,0.5-1k,2243653
1246261514,Toyota,Yaris,0-100hp,12-15years,100k+,2921,0-1,0.5-1k,3959023
1243148159,Tesla,Model 3,300+hp,0-2years,30-40k,45889,+45,<-1k,57703
1239686638,Porsche,Macan,250-300hp,4-6years,40-50k,45250,0-1,1.5-2k,1010461
1247920871,Renault,Captur,100-150hp,4-6years,30-40k,12255,0-1,0_0.5k,1020001
1246994225,Mercedes-Benz,Vito,0-100hp,2-4years,20-30k,17139,0-1,0.5-1k,20382
1227760186,Opel,Astra K,100-150hp,6-8years,80-90k,6313,0-1,1-1.5k,6257034
1245011973,Volkswagen,Golf VI,100-150hp,12-15years,100k+,4950,15-30,0_0.5k,2706233
1242838388,Ford,Ka,0-100hp,15+years,40-50k,294,+45,-1_0k,563531
1243273492,BMW,5er,200-250hp,12-15years,100k+,3366,+45,0_0.5k,4561483
1244891635,Toyota,Auris Touring Sports,0-100hp,6-8years,60-70k,13950,15-30,1-1.5k,22102
1245837051,Hyundai,ix35,150-200hp,10-12years,70-80k,7811,8-15,0.5-1k,52160
1247137256,Audi,A2,0-100hp,15+years,100k+,1505,0-1,0_0.5k,6196541
1242072092,Citroen,Berlingo,0-100hp,12-15years,100k+,4252,0-1,0.5-1k,77395
1247399600,Suzuki,Grand Vitara,100-150hp,12-15years,100k+,4449,0-1,0.5-1k,4451523
1246355411,MINI,MINI,100-150hp,2-4years,40-50k,15900,4-8,1-1.5k,3860893
1247772649,Volkswagen,Tiguan,100-150hp,6-8years,80-90k,10839,0-1,1-1.5k,25128
1245869373,Opel,Meriva,100-150hp,10-12years,100k+,3500,0-1,0.5-1k,2706233
1246060896,Mercedes-Benz,CL-Coupe,300+hp,12-15years,100k+,15176,15-30,0_0.5k,4164793
1247631506,Audi,A4,100-150hp,10-12years,100k+,5050,8-15,0.5-1k,5173513
1241640517,Mazda,3,100-150hp,6-8years,100k+,6857,+45,-1_0k,793341
1248366157,Chevrolet,Spark,0-100hp,8-10years,10-20k,4203,2-4,0.5-1k,23675
1246155239,BMW,3er,150-200hp,4-6years,100k+,18504,0-1,1-1.5k,6117093
1246035587,Volkswagen,Passat,150-200hp,12-15years,100k+,3812,0-1,1-1.5k,4585083
1246610416,Volkswagen,Sharan,150-200hp,4-6years,100k+,12812,0-1,0.5-1k,6085003
1244329838,Volkswagen,Passat,100-150hp,10-12years,100k+,2884,0-1,0.5-1k,6384316
1246011931,Opel,Corsa,0-100hp,6-8years,80-90k,6200,0-1,0.5-1k,14829
1238502512,Peugeot,206,100-150hp,15+years,100k+,742,+45,0_0.5k,125
1246091059,Seat,Ibiza,100-150hp,12-15years,100k+,2215,8-15,0_0.5k,6156933
1244272472,Volkswagen,Golf VII,100-150hp,4-6years,70-80k,12917,0-1,0.5-1k,1578542
1232823437,Mercedes-Benz,Viano,100-150hp,15+years,100k+,4041,+45,-1_0k,439201
1244617981,Skoda,Fabia,0-100hp,15+years,100k+,2013,0-1,0.5-1k,5820653
1247628724,Renault,Captur,0-100hp,2-4years,60-70k,10163,0-1,0_0.5k,170521
1247528237,Peugeot,207,0-100hp,12-15years,100k+,1887,8-15,0_0.5k,6438012
1248210421,Audi,A3,100-150hp,8-10years,100k+,13053,4-8,1.5-2k,5549273
1248453894,Volkswagen,Polo,0-100hp,8-10years,100k+,2888,0-1,0.5-1k,6336655
1247392310,Peugeot,208,0-100hp,8-10years,100k+,2800,2-4,0.5-1k,6393575
1245611431,Volkswagen,Golf V,150-200hp,15+years,100k+,2196,30-45,0_0.5k,6399722
1244555018,Volkswagen,Golf VI,100-150hp,12-15years,100k+,3900,2-4,0.5-1k,6225369
1211003696,Volkswagen,Sharan,100-150hp,10-12years,100k+,9293,15-30,0.5-1k,2278023
1244612289,Volkswagen,T6 Transporter,100-150hp,2-4years,70-80k,23716,15-30,1-1.5k,73692
1247665685,Fiat,500,0-100hp,10-12years,90-100k,4662,0-1,0.5-1k,58024
1241993387,Mercedes-Benz,E-Klasse,100-150hp,15+years,100k+,1048,8-15,0_0.5k,2165713
1247838251,Mercedes-Benz,A-Klasse,0-100hp,15+years,100k+,402,15-30,0_0.5k,563531
1240714934,Ford,Ka,0-100hp,4-6years,60-70k,5256,15-30,0_0.5k,1578542
1248503445,Volkswagen,Golf Plus,100-150hp,8-10years,100k+,6416,0-1,0.5-1k,6265390
1246899923,Nissan,Juke,100-150hp,8-10years,100k+,5675,8-15,0.5-1k,2014951
1246758500,Nissan,Qashqai,100-150hp,6-8years,70-80k,11575,0-1,1-1.5k,53846
1248315704,Lancia,Delta,100-150hp,6-8years,100k+,4046,2-4,0_0.5k,6355538
1244276420,Volkswagen,Golf VII,100-150hp,8-10years,100k+,11390,0-1,1-1.5k,1465061
1246341681,Ford,Fiesta,0-100hp,12-15years,80-90k,2597,0-1,0.5-1k,6330694
1247592623,Skoda,Fabia,100-150hp,12-15years,100k+,3271,0-1,0.5-1k,5419813
1246432559,Mercedes-Benz,Viano,150-200hp,10-12years,100k+,16552,0-1,1.5-2k,25108
1246606984,Fiat,Punto,0-100hp,10-12years,100k+,2182,2-4,0_0.5k,4293993
1246291170,Hyundai,i10,0-100hp,6-8years,90-100k,5379,0-1,0.5-1k,1532032
1247945486,Mercedes-Benz,Viano,150-200hp,8-10years,100k+,17453,0-1,1-1.5k,28668
1247542154,Mitsubishi,Space,0-100hp,6-8years,100k+,3387,0-1,0.5-1k,1642852
1237699187,Volkswagen,Golf Plus,100-150hp,12-15years,100k+,5916,0-1,0.5-1k,4349713
1246876634,Audi,TT,200-250hp,4-6years,30-40k,30023,8-15,2k+,187311
1246875871,Mazda,3,100-150hp,8-10years,100k+,5503,0-1,0.5-1k,2585783
1247080089,BMW,X3,200-250hp,15+years,100k+,2175,8-15,0_0.5k,6218876
1247759724,Opel,Corsa,0-100hp,6-8years,70-80k,5920,0-1,0.5-1k,1578542
1245894534,BMW,3er,200-250hp,10-12years,90-100k,14209,8-15,1-1.5k,6423959
1247815297,Volkswagen,Touran,100-150hp,15+years,100k+,912,2-4,0_0.5k,6280054
1247933681,Volkswagen,T5 Kombi,100-150hp,10-12years,60-70k,10755,0-1,0.5-1k,39923
1247661005,Volkswagen,Golf VI,200-250hp,12-15years,100k+,7867,0-1,0.5-1k,4554573
1246189262,Suzuki,Wagon,0-100hp,15+years,50-60k,2461,0-1,0.5-1k,4939593
1248048306,Volkswagen,Scirocco,150-200hp,12-15years,100k+,6116,2-4,0.5-1k,53038
1247208660,Fiat,Grande Punto,0-100hp,12-15years,100k+,1393,0-1,0_0.5k,674031
1247034200,Toyota,Corolla Verso,100-150hp,15+years,90-100k,5576,0-1,0.5-1k,6259350
1247380285,Mercedes-Benz,E-Klasse,250-300hp,12-15years,100k+,3600,0-1,0.5-1k,21979
1246674329,Ford,Puma,100-150hp,0-2years,20-30k,20500,0-1,0_0.5k,83885
1246368746,Audi,A1,100-150hp,10-12years,90-100k,6882,15-30,0.5-1k,3050413
1247335942,Ford,Fiesta,0-100hp,8-10years,100k+,3450,8-15,0_0.5k,2283443
1247354897,Ford,Focus,100-150hp,10-12years,100k+,3341,0-1,0.5-1k,2681803
1240519163,Audi,S3,250-300hp,6-8years,100k+,19667,+45,<-1k,2567373
1247105088,Smart,fortwo,0-100hp,10-12years,90-100k,2270,8-15,0_0.5k,6361443
1244706338,Opel,Zafira,100-150hp,15+years,100k+,1283,0-1,0.5-1k,4943963
1245929924,Nissan,Note,0-100hp,6-8years,80-90k,5855,2-4,0.5-1k,5596083
1247229344,Hyundai,i10,0-100hp,0-2years,0-10k,11439,0-1,0_0.5k,59263
1239911661,Volkswagen,Passat,150-200hp,12-15years,100k+,4102,0-1,0.5-1k,74942
1244396994,Mazda,5,100-150hp,10-12years,100k+,4777,15-30,0_0.5k,1476601
1245613350,Volkswagen,Golf VII,100-150hp,4-6years,50-60k,15990,8-15,1-1.5k,6215159
1245917000,Nissan,Note,100-150hp,15+years,30-40k,2587,0-1,0.5-1k,4311423
1247836628,Lada,Vesta,100-150hp,4-6years,10-20k,6765,0-1,0.5-1k,2694843
1242980925,Tesla,Model 3,300+hp,0-2years,10-20k,46640,+45,<-1k,133599
1244814253,Renault,Scenic,100-150hp,15+years,100k+,256,+45,-1_0k,2079771
1245339113,Volkswagen,Eos,100-150hp,10-12years,90-100k,6999,8-15,0_0.5k,2781573
1246384621,Mercedes-Benz,C-Klasse,150-200hp,15+years,100k+,1525,8-15,0_0.5k,1508952
1246549615,Opel,Corsa,0-100hp,15+years,100k+,2272,0-1,0.5-1k,2200633
1247326879,Renault,Master,150-200hp,2-4years,100k+,13057,0-1,0.5-1k,2595213
