id,buy_price,countryoforigin,tax_deductible,make,model,subtype,outside_color,built_year,body_type,upholstery,fuelconsumption_combined,mileage,horsepower,benzin,diesel,hybrid,automatic,manual,time_online_to_reserve_
GJ04928,28202,DE,0,Skoda,Kodiaq,2.0 TDI,Gray,2019,SUV,Leder,5.7,42239,190,0,1,0,1,0,6
GU67172,29970,DE,0,BMW,X3,xDrive 20i,White,2018,SUV,Teilleder,7.3,70856,185,1,0,0,1,0,75
FW87355,26598,AT,0,Audi,Q3,35 TFSI,White,2019,SUV,Stoff,5.7,4898,150,1,0,0,0,1,63
FX52389,23101,DE,0,BMW,4er,430i,Black,2017,Coupe,Leder,5.5,60884,252,1,0,0,1,0,69
HU54390,16451,DE,0,Volkswagen,Touran,2.0 TDI,Black,2015,Van,Alcantara,4.4,74315,150,0,1,0,0,1,86
PA71825,11467,DE,0,Volkswagen,Golf VII Sportsvan,1.2 TSI,Gold,2014,Van,Stoff,5.0,41914,110,1,0,0,1,0,48
NS63303,14633,DE,0,Ford,Kuga,2.0 TDCi,Silver,2016,SUV,Teilleder,4.7,75528,150,0,1,0,0,1,79
AC77504,20500,DE,0,Mercedes-Benz,CLA-Klasse,CLA 180,White,2017,Limousine,Alcantara,5.4,55820,122,1,0,0,1,0,11
AA11319,12001,DE,0,BMW,1er,120d,White,2012,Limousine,Stoff,4.3,117483,185,0,1,0,1,0,57
AD73478,28050,DE,0,Mercedes-Benz,E-Klasse,E 200,Gray,2018,Limousine,Teilleder,6.5,31043,185,1,0,0,1,0,51
AC24087,14413,DE,0,Volkswagen,Polo,1.0 TSI,White,2018,Limousine,Stoff,4.6,42717,115,1,0,0,0,1,64
HU55326,17455,DE,0,Mitsubishi,Eclipse Cross,1.5 T-MIVEC,Red,2019,SUV,Stoff,7.2,38948,163,1,0,0,1,0,110
JH67387,7444,DE,0,Ford,Fiesta,1.5 TDCi,White,2018,Limousine,Stoff,3.6,99292,85,0,1,0,0,1,42
ZS90961,22535,DE,0,Citroen,Berlingo,1.5 Blue-HDi,Green,2019,Van,Stoff,4.5,48400,131,0,1,0,0,1,17
AV73704,17520,DE,0,Hyundai,Tucson,1.6 TGDI,Blue,2015,SUV,Leder,7.3,80473,177,1,0,0,0,1,60
DC42151,7922,DE,0,Ford,Ka+,1.2 Ti-VCT,Black,2018,Limousine,Stoff,5.0,39381,86,1,0,0,0,1,49
ZH40882,12618,DE,0,Fiat,500C,1.0 Mild-Hybrid,White,2020,Cabrio,Stoff,4.1,3747,70,1,0,0,0,1,24
DJ94999,19052,DE,0,Subaru,XV,2.0,Silver,2018,SUV,Stoff,6.5,31581,155,1,0,0,1,0,88
MN83640,21068,DE,0,Volkswagen,Passat,2.0 TDI,Black,2017,Limousine,Leder,5.5,68203,240,0,1,0,1,0,1
AD55292,7633,DE,0,Fiat,Panda,1.2,White,2019,Limousine,Stoff,5.9,18071,70,1,0,0,0,1,53
AF62174,11545,DE,0,Seat,Leon,1.4 TSI,White,2015,Limousine,Alcantara,4.7,79903,150,1,0,0,1,0,7
TN13821,7089,DE,0,Toyota,AYGO,1.0,White,2015,Limousine,Stoff,4.2,70861,70,1,0,0,1,0,3
AF27682,21415,DE,0,Ford,Fiesta,1.5 EcoBoost,Blue,2020,Limousine,Teilleder,6.1,10550,200,1,0,0,0,1,83
KW71003,20353,DE,0,BMW,2er,228i,White,2016,Cabrio,Leder,6.6,56848,245,1,0,0,1,0,40
KL41238,14413,DE,0,Ford,Focus,2.0 EcoBoost,Blue,2016,Kombi,Teilleder,6.8,102149,250,1,0,0,0,1,49
ZX47681,22946,DE,0,Audi,Q2,35 TFSI,Gray,2018,SUV,Leder,5.7,43557,150,1,0,0,1,0,106
GT06920,9089,DE,0,Dacia,Sandero II,0.9 TCe,Red,2016,Limousine,Stoff,5.1,34197,90,1,0,0,1,0,5
TP45828,11773,DE,0,Skoda,Fabia,1.0 TSI,Gray,2019,Limousine,Stoff,4.5,19200,95,1,0,0,0,1,54
UC99227,6800,ES,0,Fiat,500,1.2,Black,2017,Limousine,Stoff,4.9,23053,70,1,0,0,0,1,3
UN60044,14668,DE,0,Skoda,Octavia,1.6 TDI,White,2018,Kombi,Teilleder,3.9,79710,115,0,1,0,0,1,81
CH31568,6816,DE,0,Volkswagen,Polo,1.2,White,2014,Limousine,Stoff,5.5,71639,60,1,0,0,0,1,50
UN84724,11112,DE,0,Skoda,Fabia,1.2 TSI,Gray,2016,Kombi,Stoff,4.6,66780,110,1,0,0,1,0,17
HD37807,15574,DE,0,Hyundai,Kona,1.0 TGDI,Red,2020,SUV,Stoff,5.2,10661,120,1,0,0,0,1,10
FU22286,14207,DE,0,Seat,Leon,1.4 TSI,Gray,2018,Limousine,Stoff,4.8,61304,150,1,0,0,0,1,38
JM25128,17637,DE,0,Hyundai,Tucson,1.6 TGDI,White,2018,SUV,Stoff,7.3,23640,177,1,0,0,0,1,79
JM78252,7882,DE,0,Opel,Adam,1.4,Gray,2015,Limousine,Teilleder,5.3,70930,87,1,0,0,1,0,8
KS86033,14166,DE,0,Renault,Grand Scenic,1.2 TCe Energy,White,2017,Van,Teilleder,6.1,60011,132,1,0,0,0,1,22
HG61848,5000,DE,0,Opel,Adam,1.2,Brown,2014,Limousine,Stoff,5.3,44175,70,1,0,0,0,1,20
XE96289,6763,DE,1,Ford,Focus,1.5 TDCi,Black,2015,Kombi,Stoff,3.8,117573,120,0,1,0,0,1,10
XX68545,8115,DE,0,Ford,Fiesta,1.6 Ti-VCT,White,2013,Limousine,Stoff,5.9,56226,105,1,0,0,1,0,8
TJ73346,18235,DE,0,Audi,Q3,2.0 TDI,Black,2015,SUV,Stoff,4.6,64248,150,0,1,0,0,1,37
XZ29427,5918,HU,0,Suzuki,Swift,1.2,Black,2016,Limousine,Teilleder,5.0,105062,95,1,0,0,0,1,84
SV50811,22895,DE,0,Hyundai,i30,2.0 TGDI,Blue,2019,Limousine,Alcantara,7.8,37330,275,1,0,0,0,1,14
TG83395,8481,DE,0,Hyundai,ix35,1.6,Silver,2013,SUV,Stoff,6.8,85890,135,1,0,0,0,1,24
DZ40144,23228,DE,0,Volkswagen,Tiguan,1.4 TSI,Black,2017,SUV,Stoff,6.1,38276,150,1,0,0,1,0,12
EV48625,13000,DE,0,Ford,Tourneo Connect,1.0 EcoBoost,Gray,2017,Van,Stoff,5.6,93560,100,1,0,0,0,1,12
GX89960,8138,DE,0,MINI,MINI,Cooper,Brown,2013,Limousine,Teilleder,5.4,61342,122,1,0,0,0,1,41
GM77439,8396,DE,0,Volkswagen,Golf VII,1.6 TDI,Silver,2015,Kombi,Stoff,3.9,119079,110,0,1,0,0,1,4
HV22907,24680,DE,0,Volkswagen,Touran,1.5 TSI,Black,2019,Van,Stoff,5.6,29999,150,1,0,0,1,0,38
HW81915,17006,DE,0,Mercedes-Benz,CLA-Klasse,CLA 180,Gray,2014,Limousine,Teilleder,5.4,90682,122,1,0,0,0,1,2
NL22379,23841,DE,0,Kia,Optima,1.6 TGDI,Blue,2018,Kombi,Leder,6.5,28967,179,1,0,0,1,0,11
NT12292,8407,DE,0,Volkswagen,up!,1.0,Red,2016,Limousine,Stoff,4.1,43918,75,1,0,0,0,1,15
HX80477,19860,DE,0,Audi,A3 Limousine,1.4 TFSI,Brown,2017,Limousine,Teilleder,5.0,62168,150,1,0,0,1,0,128
GA90804,15465,DE,0,Opel,Grandland X,1.2,Blue,2017,SUV,Teilleder,5.5,66001,130,1,0,0,1,0,10
TZ99431,3420,DE,0,Skoda,Citigo,1.0 MPI,White,2015,Limousine,Stoff,4.5,92120,60,1,0,0,0,1,1
ZG30956,12511,ES,0,Kia,Sportage,1.6 GDI,White,2016,SUV,Leder,6.7,110941,132,1,0,0,0,1,53
BH98774,12555,DE,0,MINI,MINI,Cooper SD,Blue,2015,Limousine,Stoff,4.0,73866,170,0,1,0,0,1,47
CV27584,22096,DE,0,Volkswagen,Touran,2.0 TDI,Black,2017,Van,Leder,4.7,83886,190,0,1,0,1,0,10
CY59776,9023,DE,0,Ford,EcoSport,1.0 EcoBoost,White,2017,SUV,Stoff,5.4,37794,125,1,0,0,0,1,21
YT17823,23355,SE,0,Seat,Ateca,2.0 TSI,White,2019,SUV,Stoff,6.9,66963,190,1,0,0,1,0,35
GZ07886,11446,DE,0,Nissan,Qashqai,1.2,Black,2014,SUV,Leder,5.6,36666,115,1,0,0,0,1,1
DA22398,14644,DE,0,Hyundai,Tucson,1.6,Black,2017,SUV,Stoff,6.3,46304,132,1,0,0,0,1,47
AD49065,14536,DE,0,Skoda,Octavia,1.6 TDI,Gray,2018,Kombi,Teilleder,4.0,62332,115,0,1,0,1,0,36
BX64193,12480,DE,0,Hyundai,i30,1.0 TGDI,Brown,2017,Limousine,Stoff,5.0,49220,120,1,0,0,0,1,9
YT87393,8200,DE,0,Peugeot,2008,1.2 VTi,Gray,2015,SUV,Stoff,4.9,70299,82,1,0,0,0,1,20
CA27815,21656,DE,0,Audi,A5,2.0 TDI,Black,2016,Cabrio,Alcantara,4.7,90621,190,0,1,0,1,0,33
KU56750,8074,DE,0,Volkswagen,Polo,1.0,Gray,2017,Limousine,Stoff,4.8,85767,75,1,0,0,0,1,49
KD36865,6250,DE,0,Smart,fortwo,1.0,Black,2014,Coupe,Stoff,4.2,49395,70,1,0,0,1,0,3
JG58817,7905,DE,0,Toyota,Yaris,1.5 Hybrid,White,2013,Limousine,Stoff,3.7,65142,75,0,0,1,1,0,1
UL51458,11130,DE,0,Hyundai,i10,1.2,Blue,2018,Limousine,Stoff,5.9,22766,87,1,0,0,1,0,33
AR78905,6749,DE,0,Ford,Fiesta,1.0 EcoBoost,Brown,2014,Limousine,Stoff,4.9,77643,100,1,0,0,1,0,1
AA39313,11008,DE,0,Volkswagen,Tiguan,1.4 TSI,Black,2012,SUV,Stoff,7.6,90929,160,1,0,0,0,1,28
SJ61824,19463,DE,0,Seat,Arona,1.0 TSI,Black,2020,SUV,Stoff,4.9,6360,116,1,0,0,1,0,21
TY11656,12787,DE,0,Seat,Ibiza,1.6 TDI,Black,2019,Limousine,Stoff,3.9,54446,115,0,1,0,0,1,48
SC89192,14964,DE,1,Opel,Crossland X,1.2,White,2018,SUV,Teilleder,5.3,19933,110,1,0,0,1,0,62
WF26136,6289,DE,0,Volkswagen,Golf VII,1.2 TSI,Gray,2013,Limousine,Stoff,4.9,113025,85,1,0,0,0,1,8
GV18150,13867,DE,0,BMW,1er,116i,White,2015,Limousine,Alcantara,5.3,62265,110,1,0,0,0,1,19
VV35260,8276,DE,0,Smart,forfour,1.0,Brown,2015,Limousine,Stoff,5.0,7480,70,1,0,0,1,0,2
HT87954,24196,DE,0,Mercedes-Benz,E-Klasse,E 220 d,Gray,2017,Kombi,Teilleder,4.8,71087,195,0,1,0,1,0,83
KA63601,29838,DE,0,Cupra,Ateca,2.0 TSI,Gray,2019,SUV,Alcantara,7.4,18081,300,1,0,0,1,0,23
XZ20648,12012,DE,0,Toyota,Auris Touring Sports,1.8 Hybrid,Black,2014,Kombi,Teilleder,3.8,82362,100,0,0,1,1,0,47
WE19998,13241,DE,0,Audi,A3,1.6 TDI,Gray,2016,Limousine,Stoff,4.9,83358,110,0,1,0,0,1,61
KC42035,36925,DE,0,Opel,Insignia Sports Tourer,2.0 Turbo,Gray,2021,Kombi,Leder,8.6,6059,230,1,0,0,1,0,131
VW02576,19100,DE,0,Mercedes-Benz,CLA-Klasse,CLA 200,White,2016,Limousine,Teilleder,5.5,66066,155,1,0,0,1,0,24
WE69867,21362,DE,0,Kia,XCeed,1.4 TGDI,Gray,2019,SUV,Teilleder,5.9,24180,140,1,0,0,1,0,122
VP91018,30948,DE,0,Audi,SQ5,3.0 V6 TDI,Black,2016,SUV,Alcantara,6.6,92571,325,0,1,0,1,0,56
KX41272,15072,DE,0,Ford,Focus,1.5 EcoBoost,White,2018,Limousine,Stoff,5.5,30124,182,1,0,0,0,1,16
GS66179,10663,DE,0,Volkswagen,Golf VII,1.4 TSI,Black,2013,Limousine,Teilleder,5.2,51310,122,1,0,0,0,1,8
VR98000,22120,DE,0,Audi,A6,3.0 V6 TDI clean diesel,Gray,2015,Kombi,Teilleder,5.3,105441,272,0,1,0,1,0,10
YM27833,22000,DE,0,Mercedes-Benz,C-Klasse,C 220 d,Gray,2017,Limousine,Teilleder,4.0,68415,170,0,1,0,1,0,106
VX12976,30795,DE,0,Mercedes-Benz,E-Klasse,E 200,Black,2017,Limousine,Teilleder,6.1,20662,185,1,0,0,1,0,15
US75325,7600,DE,0,Hyundai,i10,1.2,White,2018,Limousine,Stoff,4.9,55394,87,1,0,0,0,1,19
GV49436,17900,DE,0,BMW,1er,120d,White,2017,Limousine,Stoff,4.1,63653,190,0,1,0,1,0,109
PP63131,15007,DE,0,Volkswagen,Golf VII,2.0 TFSI,Black,2014,Limousine,Leder,6.4,104553,230,1,0,0,1,0,79
GF67430,13922,DE,0,Dacia,Lodgy,1.3 TCe,White,2021,Van,Stoff,5.8,430,102,1,0,0,0,1,87
PP24609,14600,DE,0,Ford,Kuga,1.5 EcoBoost,Gray,2017,SUV,Teilleder,7.5,105100,182,1,0,0,1,0,80
ZC13217,15552,DE,0,Volkswagen,Golf VII,2.0 TDI,Green,2017,Limousine,Stoff,4.3,66923,150,0,1,0,1,0,6
DU74185,19712,DE,0,Nissan,Qashqai,1.3 DIG-T,Black,2019,SUV,Stoff,5.4,18839,159,1,0,0,1,0,1
DL76652,19239,DE,0,Volkswagen,Touran,2.0 TDI,Gray,2016,Van,Alcantara,4.4,60961,150,0,1,0,1,0,25
AE71287,20695,DE,0,Volkswagen,Sharan,2.0 TDI,Black,2017,Van,Alcantara,5.3,102759,185,0,1,0,1,0,32
ZV44406,9003,DE,0,Renault,Clio,1.2,Gray,2017,Kombi,Stoff,5.6,9556,73,1,0,0,0,1,3
BW67733,10018,DE,0,Toyota,AYGO,1.0,Red,2019,Limousine,Stoff,4.2,22694,72,1,0,0,1,0,11
TM09727,4760,DE,0,Opel,Corsa,1.2,White,2015,Limousine,Stoff,5.4,68487,70,1,0,0,0,1,10
XX28705,9717,DE,0,Volkswagen,Golf VII,1.2 TSI,Gray,2015,Limousine,Stoff,4.9,21870,85,1,0,0,0,1,7
TE71190,6014,SI,0,Volkswagen,Polo,1.2 TSI,White,2014,Limousine,Stoff,4.7,96609,90,1,0,0,0,1,22
HE12860,4040,DE,0,Ford,Fiesta,1.25,Black,2014,Limousine,Stoff,5.1,63446,60,1,0,0,0,1,3
AE53721,23240,DE,0,Volkswagen,Touareg,3.0 V6 TDI,White,2016,SUV,Leder,6.9,91281,262,0,1,0,1,0,55
SP00384,21558,DE,0,Ford,Focus,1.5 EcoBoost,White,2019,Kombi,Stoff,5.9,17945,150,1,0,0,1,0,29
ZY12352,11771,DE,0,MINI,Countryman,One,White,2016,SUV,Stoff,5.7,15281,98,1,0,0,0,1,33
UN41347,21631,DE,0,Volkswagen,Golf VII,2.0 TDI,Gray,2017,Limousine,Alcantara,5.0,59288,150,0,1,0,1,0,106
JY78690,10612,DE,0,Seat,Leon,2.0 TDI,Black,2016,Limousine,Alcantara,4.1,110297,150,0,1,0,0,1,20
CM77124,15700,DE,0,Ford,Kuga,2.0 TDCi,Black,2017,SUV,Teilleder,5.2,101059,150,0,1,0,1,0,62
AD14378,11265,DE,0,Opel,Mokka X,1.6 CDTI DPF,Blue,2016,SUV,Teilleder,4.5,92733,135,0,1,0,0,1,38
KM83655,9328,DE,0,Smart,fortwo,1.0,Black,2017,Coupe,Stoff,4.1,70750,70,1,0,0,1,0,20
TS76897,21022,DE,0,Hyundai,Tucson,1.6 TGDI,Brown,2018,SUV,Stoff,7.3,27180,177,1,0,0,1,0,97
GX77509,9768,DE,0,Nissan,Juke,1.2,White,2016,SUV,Stoff,5.8,46203,115,1,0,0,0,1,43
UN03103,32909,DE,0,Mercedes-Benz,C-Klasse,C 300,Blue,2020,Kombi,Leder,6.2,38942,272,1,0,0,1,0,33
KS32569,8628,DE,0,Fiat,500,1.2,Gray,2018,Limousine,Stoff,4.9,19492,70,1,0,0,0,1,46
HD45533,14211,DE,1,Skoda,Yeti,1.2 TSI,Red,2017,SUV,Stoff,6.3,9968,110,1,0,0,0,1,44
LH14717,17637,DE,0,Ford,Fiesta,1.5 EcoBoost,Gray,2019,Limousine,Teilleder,6,16512,200,1,0,0,0,1,15
HL48505,11555,DE,0,Mercedes-Benz,A-Klasse,A 180,Gray,2012,Limousine,Teilleder,5.5,75643,122,1,0,0,0,1,42
TZ25875,11466,DE,0,Opel,Adam,1.4 Turbo,White,2016,Limousine,Teilleder,5.9,44958,150,1,0,0,0,1,71
LD51623,12053,DE,0,Fiat,500,1.2,Gray,2020,Limousine,Stoff,5.2,6434,70,1,0,0,1,0,9
KK33814,18928,CZ,0,Seat,Leon,1.5 TSI,Black,2019,Kombi,Stoff,5.2,33199,150,1,0,0,1,0,10
XU50416,12350,DE,0,Seat,Leon,1.8 TSI,White,2015,Kombi,Alcantara,5.9,60048,180,1,0,0,0,1,33
XY39203,16233,DE,0,Kia,Niro,1.6,Gray,2018,SUV,Teilleder,3.8,62880,104,1,0,0,1,0,105
HJ70839,17224,DE,0,Opel,Insignia,2.0 CDTI,Blue,2017,Limousine,Stoff,5.5,49644,170,0,1,0,1,0,56
HE64515,25005,DE,0,BMW,X4,xDrive 30d,Black,2014,SUV,Leder,5.4,69800,258,0,1,0,1,0,27
VN02503,12327,DE,0,Toyota,Yaris,1.5 Dual VVT-iE,White,2019,Limousine,Stoff,4.8,5302,110,1,0,0,0,1,20
LJ93772,8900,DE,0,Renault,Megane,1.2 TCe Energy,Black,2016,Limousine,Stoff,5.4,37158,100,1,0,0,0,1,41
UN72373,17856,DE,0,Mazda,CX-3,2.0,Gray,2017,SUV,Leder,5.8,19969,120,1,0,0,1,0,38
DB55513,9054,DE,0,Ford,EcoSport,1.0 EcoBoost,Black,2016,SUV,Teilleder,5.4,25774,125,1,0,0,0,1,35
EN28326,12348,DK,0,Renault,Captur,1.2 TCe Energy,Red,2016,SUV,Teilleder,5.6,52889,120,1,0,0,1,0,30
VU51842,10650,DE,0,BMW,X1,sDrive 18d,Gray,2014,SUV,Stoff,4.9,60470,143,0,1,0,0,1,2
KG51092,18775,DE,0,Volkswagen,Touran,1.4 TSI,White,2017,Van,Stoff,5.6,55945,150,1,0,0,0,1,131
ML47981,11029,DE,1,Ford,Fiesta,1.0 EcoBoost,Red,2019,Limousine,Stoff,5.1,57052,100,1,0,0,0,1,55
PP85135,16882,DE,0,Skoda,Superb,2.0 TDI,Gray,2016,Kombi,Stoff,4.6,83496,190,0,1,0,1,0,115
YN37080,16192,DE,0,Mercedes-Benz,GLA-Klasse,GLA 220 d,Black,2015,SUV,Teilleder,4.8,108661,177,0,1,0,1,0,29
GG30595,12111,DE,0,Ford,EcoSport,1.0 EcoBoost,Gray,2018,SUV,Stoff,5.3,13476,125,1,0,0,0,1,62
NZ78068,29453,DE,0,Ford,Focus,2.3 EcoBoost,Gray,2017,Limousine,Alcantara,7.7,57822,350,1,0,0,0,1,48
MV91235,10000,PL,0,Kia,Picanto,1.0,Orange,2019,Limousine,Stoff,4.2,4907,67,1,0,0,0,1,104
ZF31633,15511,DE,0,Peugeot,308,1.5 Blue-HDi,Black,2018,Kombi,Teilleder,3.8,62978,130,0,1,0,0,1,59
FJ36907,19300,BG,0,Skoda,Octavia,2.0 TSI,Blue,2017,Limousine,Teilleder,6.4,49091,230,1,0,0,1,0,72
SR54668,19866,DE,0,Hyundai,Kona,1.6 TGDI,Gray,2018,SUV,Leder,6.7,25590,177,1,0,0,1,0,1
AB62947,23403,DE,1,Mercedes-Benz,C-Klasse,C 250 d,White,2017,Kombi,Leder,4.7,80040,205,0,1,0,1,0,100
ZC91884,12109,DE,0,Skoda,Fabia,1.2 TSI,Gray,2016,Kombi,Stoff,4.7,27087,110,1,0,0,0,1,14
BE99738,7135,DE,0,Volkswagen,Golf VII,1.2 TSI,White,2013,Limousine,Stoff,4.9,71588,85,1,0,0,0,1,24
ZM96001,10969,DE,0,Ford,Focus,1.5 TDCi,Black,2018,Kombi,Stoff,3.8,71740,120,0,1,0,0,1,1
ZX61337,9986,DE,0,Peugeot,308,1.2 e-THP,Gray,2016,Limousine,Stoff,4.0,39668,110,1,0,0,0,1,105
TU84329,12576,DE,0,Mazda,CX-3,2.0,Red,2016,SUV,Stoff,5.9,61154,120,1,0,0,0,1,4
AD98624,8500,DE,0,Fiat,500,1.2,Gray,2015,Limousine,Stoff,5.0,57732,70,1,0,0,1,0,11
UZ39578,12526,DE,1,Kia,Sportage,1.6 GDI,Black,2015,SUV,Stoff,6.7,69155,132,1,0,0,0,1,18
TT92667,14038,DE,0,BMW,2er,218i Gran Tourer,Brown,2016,Van,Stoff,5.3,61497,135,1,0,0,0,1,14
HA71875,20613,DE,1,Mercedes-Benz,C-Klasse,C 180 CGI,Gray,2015,Kombi,Teilleder,5.4,88101,155,1,0,0,1,0,54
UG47108,8005,DE,0,Volkswagen,up!,1.0,Black,2018,Limousine,Stoff,4.2,21226,60,1,0,0,0,1,8
AA39086,9341,SI,0,Ford,Focus,1.0 EcoBoost,Red,2015,Limousine,Stoff,5.5,59929,125,1,0,0,0,1,50
KL90141,31685,DE,0,Audi,A5 Sportsback,3.0 V6 TDI,Black,2018,Limousine,Teilleder,5.7,98880,285,0,1,0,1,0,103
SU31698,25907,DE,0,Seat,Ateca,2.0 TSI,White,2019,SUV,Teilleder,6.9,33859,190,1,0,0,1,0,34
SD58528,17003,DE,0,BMW,2er,218i Gran Tourer,Orange,2018,Van,Stoff,5.9,42421,140,1,0,0,0,1,109
HR53057,12758,DE,0,Fiat,500C,1.0 Mild-Hybrid,White,2020,Cabrio,Teilleder,4.1,15398,70,1,0,0,0,1,40
LA30212,13750,DE,0,BMW,1er,116i,Black,2015,Limousine,Stoff,5.4,69893,135,1,0,0,1,0,6
GR97365,31132,DE,0,Mercedes-Benz,E-Klasse,E 200,Black,2018,Limousine,Stoff,6.5,19927,185,1,0,0,1,0,73
KF00588,17929,DE,0,Volkswagen,Caddy,2.0 TDI,Black,2016,Van,Stoff,5.0,83073,102,0,1,0,1,0,49
HM76552,15569,DE,0,BMW,1er,118i,White,2016,Limousine,Teilleder,5.1,57312,135,1,0,0,1,0,11
KR66361,10073,DE,0,Ford,Fiesta,1.0 EcoBoost,Gray,2017,Limousine,Stoff,4.3,35847,100,1,0,0,0,1,19
XV79395,30014,DE,0,Mercedes-Benz,E-Klasse,E 200 d,White,2019,Limousine,Teilleder,4.5,43893,150,0,1,0,1,0,29
WE21649,15812,DE,0,Jeep,Renegade,2.0 M-Jet,White,2015,SUV,Leder,5.9,96241,170,0,1,0,1,0,107
AU04764,7797,DE,0,Dacia,Sandero II,0.9 TCe,Red,2017,Limousine,Stoff,5.1,6703,90,1,0,0,0,1,1
XH95122,19128,DE,0,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 200,Black,2015,Kombi,Leder,5.8,56465,155,1,0,0,0,1,75
SF33939,22650,DE,0,Seat,Ateca,2.0 TSI,Gray,2018,SUV,Alcantara,7.0,82501,190,1,0,0,1,0,60
KF30865,6579,DE,0,Opel,Astra,1.6,White,2015,Limousine,Stoff,6.2,89236,115,1,0,0,0,1,22
VP36019,21961,DE,0,Skoda,Kodiaq,2.0 TDI,Gray,2017,SUV,Stoff,4.9,64225,150,0,1,0,0,1,47
YJ35694,17028,DE,0,Volkswagen,Beetle,1.2 TSI,Orange,2017,Limousine,Leder,5.5,19738,105,1,0,0,0,1,53
EV61620,16990,DE,0,Mercedes-Benz,CLA-Klasse,CLA 200,Silver,2013,Limousine,Teilleder,5.7,39314,155,1,0,0,1,0,30
LY73582,14595,DE,0,Jeep,Renegade,1.4 M-Air,Blue,2016,SUV,Stoff,6.0,42380,140,1,0,0,1,0,21
EW01980,8850,DE,0,Ford,Kuga,1.5 EcoBoost,White,2016,SUV,Stoff,6.2,119228,120,1,0,0,0,1,43
CS01313,27668,DE,0,Mercedes-Benz,C-Klasse,C 300,Black,2018,Kombi,Leder,6.6,79930,258,1,0,0,1,0,30
WH29365,19831,DE,0,Renault,Trafic,2.0 dCi,Black,2019,Kombi,Stoff,6.0,50756,120,0,1,0,0,1,3
NW68539,13675,DE,0,Ford,Focus,1.5 EcoBoost,White,2018,Kombi,Stoff,5.6,76870,150,1,0,0,0,1,73
FP89656,6335,DE,0,Volkswagen,up!,1.0,Gray,2016,Limousine,Stoff,4.5,71129,60,1,0,0,0,1,17
EN19680,14829,DE,0,Toyota,Yaris,1.5 Hybrid,White,2019,Limousine,Teilleder,3.6,30727,101,0,0,1,1,0,83
RL77241,18565,DE,0,Volvo,V 40,2.0 T4,Blue,2017,Kombi,Teilleder,5.5,68197,190,1,0,0,1,0,44
RY51772,11414,DE,0,BMW,1er,118i,Gray,2018,Limousine,Stoff,5.3,116638,135,1,0,0,0,1,23
XU51414,23733,DE,0,Volkswagen,Tiguan,2.0 TDI,Gray,2017,SUV,Alcantara,5.7,101586,190,0,1,0,1,0,39
PJ50386,4440,DE,0,Fiat,500,1.2,Black,2014,Limousine,Teilleder,5.1,69915,70,1,0,0,0,1,19
PG03111,9524,DE,0,MINI,MINI,One,Gray,2017,Limousine,Stoff,5.1,41923,75,1,0,0,0,1,39
PP48172,14217,DE,0,Dacia,Duster II,1.3 TCe,Brown,2019,SUV,Stoff,6.0,8977,131,1,0,0,0,1,14
FD78974,13813,DE,0,Volkswagen,Touran,1.4 TSI,Black,2015,Van,Alcantara,6.6,93644,170,1,0,0,1,0,42
NN22251,26706,DE,0,Mercedes-Benz,GLA-Klasse,GLA 200,Gray,2019,SUV,Teilleder,5.8,19960,155,1,0,0,1,0,125
HE91309,13400,DE,0,Opel,Mokka X,1.4 Turbo,White,2017,SUV,Teilleder,6.4,56172,140,1,0,0,0,1,111
AA33803,13595,DE,0,Mercedes-Benz,C-Klasse,C 180 d,White,2017,Kombi,Stoff,4.3,87517,115,0,1,0,0,1,22
AF14412,25767,DE,0,Audi,S3,2.0 TFSI,Black,2017,Limousine,Leder,7.1,47395,310,1,0,0,0,1,8
AL19584,10646,DE,0,Opel,Astra K,1.6 CDTI,Gray,2017,Kombi,Stoff,3.8,77108,135,0,1,0,0,1,11
ZT18134,33713,DE,0,Mercedes-Benz,V-Klasse,V 220 d,Black,2018,Bus,Stoff,6.1,104374,163,0,1,0,1,0,52
ZZ08025,43326,DE,0,BMW,5er,540i,Black,2020,Limousine,Leder,6.8,26523,340,1,0,0,1,0,21
ZA04620,7960,DE,0,Renault,Clio,1.2,Gray,2018,Limousine,Stoff,5.6,67451,73,1,0,0,0,1,58
SS71388,7649,DE,0,Dacia,Sandero II,0.9 TCe,White,2016,Limousine,Stoff,4.9,32754,90,1,0,0,0,1,17
TE84993,18137,DE,0,Skoda,Octavia,2.0 TSI,Black,2015,Kombi,Leder,6.2,48765,230,1,0,0,1,0,15
BH70205,11872,DE,0,Skoda,Fabia,1.4 TDI,Gray,2017,Limousine,Stoff,3.6,48985,90,0,1,0,0,1,50
AB05862,24931,DE,0,Cupra,Formentor,1.5 TSI ACT,White,2020,SUV,Teilleder,5.4,16635,150,1,0,0,0,1,92
TF52719,16007,DE,0,Audi,A3 Limousine,30 TFSI,Black,2018,Limousine,Stoff,5.1,45524,116,1,0,0,0,1,35
TF42041,21224,DE,0,BMW,2er,220i,Gray,2015,Cabrio,Leder,6.5,13119,185,1,0,0,0,1,12
AG54628,11166,DE,0,Ford,Kuga,1.5 EcoBoost,Gray,2016,SUV,Stoff,6.2,96797,150,1,0,0,0,1,31
SH04090,14906,DE,0,Fiat,500C,1.2,Purple,2020,Cabrio,Teilleder,5.4,2473,69,1,0,0,1,0,7
