id,buy_price,countryoforigin,tax_deductible,make,model,subtype,outside_color,built_year,body_type,upholstery,fuelconsumption_combined,mileage,horsepower,benzin,diesel,hybrid,automatic,manual,time_online_to_reserve_
HD94490,7313,DE,0,Smart,fortwo,1.0,Black,2018,Coupe,Stoff,4.1,23314,70,1,0,0,0,1,71
DA75005,12873,DE,0,Skoda,Fabia,1.0 TSI,Black,2018,Kombi,Stoff,4.5,61821,110,1,0,0,1,0,30
AF29181,13430,DE,0,Smart,forfour,0.9 Turbo,Black,2019,Limousine,Stoff,5.2,12912,90,1,0,0,1,0,17
AD88164,8125,DE,0,Hyundai,i20,1.2,White,2017,Limousine,Stoff,5.1,74074,85,1,0,0,0,1,6
AH96448,21964,DE,0,Ford,Kuga,1.5 EcoBoost,Black,2020,SUV,Teilleder,5.5,21475,150,1,0,0,0,1,45
AJ55583,9728,DE,0,Seat,Leon,1.2 TSI,Red,2013,Limousine,Stoff,4.9,111988,105,1,0,0,1,0,16
AF64431,10231,DE,0,Ford,Fiesta,1.0 EcoBoost,White,2017,Limousine,Stoff,4.3,53352,100,1,0,0,0,1,70
AG36740,19770,DE,0,Volkswagen,Polo,2.0 TSI,Black,2018,Limousine,Stoff,5.9,42309,200,1,0,0,1,0,76
UM70948,25589,DE,0,Volkswagen,Touareg,3.0 V6 TDI,Blue,2016,SUV,Leder,6.9,90217,262,0,1,0,1,0,14
TA60869,19468,DE,0,Volkswagen,Polo,2.0 TSI,White,2018,Limousine,Teilleder,5.9,22833,200,1,0,0,1,0,26
UL65040,21773,DE,0,Volkswagen,Passat,2.0 TDI,Black,2017,Kombi,Alcantara,4.6,47715,190,0,1,0,1,0,81
UV53172,14700,DE,0,BMW,1er,120i,Gray,2016,Limousine,Stoff,5.5,81927,185,1,0,0,1,0,52
TS49326,18034,PL,0,Volkswagen,Golf VII Sportsvan,1.5 TSI,Black,2019,Van,Stoff,5.1,37571,130,1,0,0,1,0,115
SR22578,10100,DE,0,Volkswagen,Golf VII,1.4 TSI,Blue,2014,Limousine,Stoff,5.2,98083,122,1,0,0,0,1,52
SZ93944,12368,DE,0,Seat,Leon,2.0 TDI,Black,2015,Kombi,Teilleder,4.1,97276,150,0,1,0,0,1,48
DV99494,10465,DE,0,Mercedes-Benz,A-Klasse,A 180,Gray,2015,Limousine,Teilleder,5.5,118185,122,1,0,0,0,1,16
HA11554,13363,DE,0,Smart,forfour,0.9 Turbo,Black,2019,Limousine,Leder,5.4,11481,90,1,0,0,1,0,22
DB78640,5107,DE,1,Citroen,C1,1.2 VTi,White,2015,Limousine,Stoff,4.3,48544,82,1,0,0,0,1,13
DD08362,19382,DE,0,Ford,Galaxy,1.5 EcoBoost,Black,2019,Van,Stoff,7.5,29168,165,1,0,0,0,1,8
DY07080,26615,DE,0,BMW,X3,xDrive 35i,Gray,2015,SUV,Teilleder,8.3,31380,305,1,0,0,1,0,21
DK93382,7283,DE,0,Smart,forfour,1.0,Gray,2015,Limousine,Leder,5.2,49160,70,1,0,0,0,1,5
DU84935,9290,DE,0,Peugeot,208,1.2 e-VTi,Black,2019,Limousine,Stoff,4.2,28997,82,1,0,0,0,1,13
ZX39626,13348,DE,0,Opel,Crossland X,1.2,White,2018,SUV,Stoff,5.3,37835,110,1,0,0,1,0,39
YZ49513,16800,DE,0,Mercedes-Benz,A-Klasse,A 180,White,2017,Limousine,Teilleder,5.5,49899,122,1,0,0,0,1,75
XR14185,25000,DE,0,Audi,A4,2.0 TFSI,Black,2017,Kombi,Teilleder,6.4,90544,252,1,0,0,1,0,1
TE80289,14340,DE,0,BMW,1er,118i,Gray,2018,Limousine,Stoff,5.6,57080,135,1,0,0,1,0,1
BT33682,9660,DE,0,Renault,Grand Scenic,1.6 dCi,Black,2015,Van,Teilleder,4.5,47344,130,0,1,0,0,1,1
GK29371,10200,DE,0,Skoda,Fabia,1.2 TSI,White,2016,Limousine,Stoff,4.6,60465,110,1,0,0,1,0,1
TH25074,6331,DE,0,Audi,A1,1.2 TFSI,Blue,2013,Limousine,Stoff,5.1,119982,85,1,0,0,0,1,1
KB23134,17452,DE,0,Ford,Focus,2.0 EcoBlue,Gray,2019,Kombi,Stoff,4.5,61836,150,0,1,0,0,1,14
KS31992,15228,DE,0,Dacia,Duster II,1.6 SCe,Beige,2019,SUV,Stoff,6.9,13982,115,1,0,0,0,1,12
LT13741,26100,DE,0,Audi,A4 Allroad,2.0 TFSI,Blue,2017,Kombi,Teilleder,6.7,98612,252,1,0,0,1,0,69
LT13888,4130,DE,0,Seat,Mii,1.0,Yellow,2014,Limousine,Teilleder,4.2,99839,75,1,0,0,1,0,9
MF33191,18553,DE,0,Nissan,X-Trail,1.6,Brown,2017,SUV,Leder,6.4,34497,163,1,0,0,0,1,8
LC65329,13096,DE,0,Jeep,Renegade,1.4 M-Air,Black,2016,SUV,Stoff,6.0,80067,140,1,0,0,0,1,11
XG85482,29093,DE,0,Audi,A4,2.0 TFSI,Black,2017,Kombi,Leder,6.1,49726,252,1,0,0,1,0,53
XK12416,24416,DE,0,Mercedes-Benz,C-Klasse,C 250,Black,2017,Limousine,Leder,5.7,90366,210,1,0,0,1,0,32
WA78327,12327,DE,0,BMW,1er,118d,Gray,2017,Limousine,Stoff,4.1,101933,150,0,1,0,0,1,38
XP14538,18000,DE,0,Kia,Sportage,1.6 TGDI,Black,2016,SUV,Leder,7.5,70275,177,1,0,0,1,0,72
YJ51466,16213,BE,0,Ford,Focus,1.5 EcoBlue TDCi,Silver,2019,Kombi,Stoff,3.5,19076,120,0,1,0,0,1,47
XL07434,14928,DE,0,Peugeot,208,1.2 PureTech,White,2020,Limousine,Stoff,4.1,15,75,1,0,0,0,1,41
XT30065,11050,DE,0,BMW,3er,316i,Black,2013,Limousine,Stoff,5.8,110423,135,1,0,0,0,1,49
YD90572,15050,DE,0,Mitsubishi,ASX,2.2 DI-D,Brown,2015,SUV,Stoff,5.8,66679,150,0,1,0,1,0,33
JW54114,9120,DE,0,Ford,Focus,1.5 EcoBoost,Black,2015,Limousine,Stoff,5.5,106933,182,1,0,0,0,1,26
GZ52593,15053,DE,0,Kia,cee'd,1.4 TGDI,Gray,2018,Kombi,Teilleder,5.9,30864,140,1,0,0,0,1,91
HX45006,9578,DE,0,Kia,Sportage,1.6 GDI,Brown,2013,SUV,Teilleder,6.8,95246,135,1,0,0,0,1,11
JB84653,4684,DE,0,Smart,fortwo,1.0,Blue,2013,Coupe,Stoff,4.2,45227,60,1,0,0,1,0,7
HS94258,7719,DE,0,Suzuki,SX4,1.6,White,2013,SUV,Stoff,6.5,56403,120,1,0,0,0,1,21
CZ07058,19751,DE,0,Skoda,Karoq,1.5 TSI,Gray,2017,SUV,Stoff,5.5,47172,150,1,0,0,1,0,41
DT56234,8500,DE,0,Skoda,Fabia,1.0 MPI,Brown,2019,Limousine,Stoff,4.8,53188,60,1,0,0,0,1,41
JS55348,8010,DE,0,Volkswagen,Golf VII,1.4 TSI,Blue,2013,Limousine,Alcantara,5.2,73945,122,1,0,0,0,1,68
AB04393,7075,DE,0,Mitsubishi,Space,1.0,White,2019,Limousine,Stoff,4.6,23214,70,1,0,0,0,1,43
AL89161,19040,DE,0,Audi,A4,2.0 TDI,Gray,2016,Kombi,Stoff,5.7,81544,190,0,1,0,1,0,24
RX86559,12485,DE,0,Dacia,Duster II,1.2 TCe,Yellow,2018,SUV,Stoff,6.3,52636,125,1,0,0,0,1,9
AH99469,16735,DE,0,Mercedes-Benz,C-Klasse,C 200 d,Black,2016,Kombi,Stoff,4.4,81628,135,0,1,0,1,0,37
AH44145,13901,DE,0,Volkswagen,up!,1.0 TSI,Red,2021,Limousine,Stoff,4.9,18051,116,1,0,0,0,1,34
RN51046,17406,DE,0,Audi,Q2,1.4 TFSI ACT,Orange,2017,SUV,Stoff,5.5,61086,150,1,0,0,0,1,110
SJ92864,11179,DE,0,Volkswagen,Golf VII,1.4 TSI,Blue,2014,Limousine,Stoff,5.2,80490,140,1,0,0,0,1,8
PT53367,23289,DE,0,Hyundai,Santa Fe,2.2 CRDi,Black,2016,SUV,Leder,5.9,55899,200,0,1,0,1,0,100
RL13941,12466,DE,0,Seat,Leon,1.8 TSI,Red,2014,Kombi,Teilleder,5.9,66896,180,1,0,0,0,1,7
AH51897,15059,SK,0,Volkswagen,T-Roc,1.0 TSI,White,2018,SUV,Stoff,5.1,76654,115,1,0,0,0,1,41
AF43245,8459,PL,0,Volkswagen,Golf VII,1.2 TSI,White,2013,Limousine,Stoff,4.9,80111,105,1,0,0,0,1,55
EW91187,11914,DE,0,Opel,Insignia,2.0 CDTI,Green,2017,Kombi,Stoff,4.5,94170,170,0,1,0,0,1,39
EG53653,12616,DE,0,Opel,Corsa,1.4,Gray,2017,Limousine,Stoff,5.9,18804,90,1,0,0,1,0,47
EW32841,13672,DE,0,MINI,Countryman,Cooper S,Black,2014,SUV,Leder,6.4,70456,190,1,0,0,0,1,34
EJ64997,19306,DE,0,Fiat,124 Spider,1.4 Turbo,White,2017,Cabrio,Leder,6.4,26229,140,1,0,0,0,1,136
EN52052,17962,DE,0,Hyundai,Tucson,1.6 TGDI,Silver,2017,SUV,Stoff,7.6,48940,177,1,0,0,1,0,77
HB74481,6860,DE,0,Smart,fortwo,1.0,White,2015,Coupe,Leder,4.1,111119,70,1,0,0,1,0,24
UD68335,21034,DE,0,Volkswagen,T-Roc,2.0 TDI,Gray,2018,SUV,Stoff,5.1,29692,150,0,1,0,1,0,37
VH79045,16178,DE,0,Toyota,Yaris,1.5 Hybrid,Gray,2019,Limousine,Stoff,4.0,4566,75,0,0,1,1,0,10
VA00371,31075,DE,0,Audi,S3,2.0 TFSI,Gray,2018,Limousine,Teilleder,7.0,42327,310,1,0,0,1,0,29
VC09289,15427,DE,0,Seat,Leon,2.0 TSI,Red,2016,Coupe,Leder,6.6,102686,290,1,0,0,1,0,64
UZ97952,24500,DE,0,Mercedes-Benz,GLA-Klasse,GLA 200,Black,2017,SUV,Teilleder,5.8,58375,155,1,0,0,1,0,125
FJ11958,10900,DE,0,Skoda,Rapid,1.0 TSI,Black,2018,Limousine,Stoff,4.5,23650,110,1,0,0,1,0,1
HJ20469,25389,DE,0,Seat,Alhambra,1.4 TSI,Gray,2017,Van,Stoff,7.2,41188,150,1,0,0,1,0,2
JD42023,8462,DE,0,Smart,forfour,0.9 Turbo,Brown,2018,Limousine,Stoff,5.4,34834,90,1,0,0,0,1,1
AC06506,22016,DE,0,Volkswagen,Tiguan,2.0 TSI,Black,2016,SUV,Alcantara,7.4,45328,180,1,0,0,1,0,77
HW01711,21901,DE,0,Volkswagen,Tiguan,2.0 TDI,Gray,2016,SUV,Stoff,5.7,108845,190,0,1,0,1,0,28
AL07030,9628,CZ,0,Fiat,Tipo,1.4,White,2019,Limousine,Stoff,7.2,12485,95,1,0,0,0,1,24
YZ33529,11521,PL,0,Ford,Mondeo,2.0 TDCi,Gray,2015,Kombi,Stoff,4.5,109044,150,0,1,0,0,1,1
JJ18913,29290,DE,0,Audi,A5,40 TFSI,Red,2018,Coupe,Leder,5.9,67653,190,1,0,0,1,0,116
JE64832,7319,DE,0,Seat,Ibiza,1.0,Black,2016,Limousine,Stoff,4.9,37119,75,1,0,0,0,1,55
DY72399,9813,DE,0,Dacia,Duster,1.2 TCe,Gray,2016,SUV,Leder,6.1,36320,125,1,0,0,0,1,15
EH29680,14304,DE,0,Volkswagen,Golf VII,2.0 TDI,Black,2015,Limousine,Leder,5.0,111052,185,0,1,0,0,1,10
ED11165,7181,DE,0,Mitsubishi,Space Star,1.0,Red,2019,Limousine,Stoff,4.0,5623,70,1,0,0,0,1,23
EM13422,5232,DE,0,Opel,Karl,1.0,White,2015,Limousine,Stoff,4.5,73533,75,1,0,0,0,1,10
EC94297,5119,DK,0,Peugeot,208,1.2 e-VTi,White,2015,Limousine,Stoff,4.5,88035,82,1,0,0,0,1,12
JZ17123,4379,DE,0,Smart,fortwo,1.0,Gray,2014,Coupe,Stoff,4.2,102325,70,1,0,0,1,0,20
XS99237,12179,PL,0,Skoda,Fabia,1.0 TSI,Gray,2019,Limousine,Stoff,4.5,21004,95,1,0,0,0,1,87
YG31752,22028,DE,0,Kia,cee'd,1.6 TGDI,White,2019,Kombi,Teilleder,6.2,46393,204,1,0,0,1,0,75
YJ19276,16419,DE,0,Kia,Sportage,1.6 GDI,Black,2018,SUV,Leder,6.7,35726,132,1,0,0,0,1,22
XX11662,15498,DE,0,BMW,3er,328i,Silver,2013,Limousine,Teilleder,6.4,94795,245,1,0,0,1,0,4
YE04250,21434,DE,0,Toyota,C-HR,1.8 Hybrid,Gray,2019,SUV,Stoff,4.1,19193,122,0,0,1,1,0,32
XG75812,11417,DE,0,Volkswagen,Golf VII,1.0 TSI,White,2017,Limousine,Stoff,4.8,32483,85,1,0,0,0,1,19
XN59639,7833,DE,0,Volkswagen,Polo,1.4 TDI,Black,2015,Limousine,Stoff,3.6,116809,105,0,1,0,0,1,25
YF13369,20521,AT,0,Ford,Kuga,1.5 TDCi EcoBlue,Gray,2020,SUV,Stoff,4.0,14129,120,0,1,0,0,1,45
VW92290,9265,DE,0,Nissan,Pulsar,1.2,Gray,2016,Limousine,Stoff,5.0,53183,115,1,0,0,0,1,19
VN80077,21031,DE,0,Hyundai,i30,2.0 TGDI,Gray,2019,Limousine,Teilleder,7.8,39909,275,1,0,0,0,1,24
UZ61894,12038,DE,0,Mercedes-Benz,A-Klasse,A 180,Silver,2014,Limousine,Teilleder,5.5,63647,122,1,0,0,0,1,47
VT86897,7879,DE,0,Seat,Ibiza,1.4 TSI,White,2013,Limousine,Leder,5.9,106854,180,1,0,0,1,0,39
TU72577,8051,DE,0,Volkswagen,Golf VII Sportsvan,1.2 TSI,Black,2014,Van,Stoff,5.1,81035,110,1,0,0,0,1,4
UW91226,26013,DE,0,BMW,4er,435d Gran Coupé,Gray,2017,Coupe,Leder,5.6,106250,313,0,1,0,1,0,34
KW86055,7950,DE,0,Ford,Fiesta,1.1,Black,2018,Limousine,Stoff,4.7,7603,70,1,0,0,0,1,35
LK34130,28154,DE,0,Mercedes-Benz,C-Klasse,C 450,Gray,2016,Kombi,Leder,7.9,90883,367,1,0,0,1,0,19
LU17408,13529,DE,0,Opel,Crossland X,1.2,Gray,2017,SUV,Stoff,5.3,26722,110,1,0,0,1,0,48
LU35328,13667,DE,0,Mazda,6,2.2 Turbodiesel,Red,2016,Kombi,Leder,4.9,87843,175,0,1,0,1,0,8
KX95705,5886,DE,0,Dacia,Lodgy,1.2 TCe,Silver,2013,Van,Stoff,5.7,67844,115,1,0,0,0,1,4
MK78723,12817,DE,0,Hyundai,i30,1.4 TGDI,White,2017,Kombi,Stoff,5.5,51988,140,1,0,0,0,1,65
MG13806,15974,DE,0,Nissan,X-Trail,1.6,Blue,2018,SUV,Stoff,6.2,22482,163,1,0,0,0,1,123
LX65995,6633,DE,0,Renault,Twingo,1.0 SCe,White,2016,Limousine,Stoff,5.0,28335,70,1,0,0,0,1,98
AJ73001,9133,DE,0,Citroen,C3,1.2 VTi,Gray,2017,Limousine,Stoff,4.7,39343,82,1,0,0,0,1,59
AR61177,14450,DE,0,Ford,Kuga,1.5 EcoBoost,Blue,2018,SUV,Teilleder,6.3,50181,150,1,0,0,0,1,36
HG07841,8148,DE,0,Opel,Zafira Tourer,2.0 CDTI,Silver,2014,Van,Stoff,4.5,88560,130,0,1,0,0,1,1
TC76713,23522,DE,0,Skoda,Octavia,2.0 TSI,Gray,2018,Kombi,Alcantara,6.4,58705,245,1,0,0,1,0,1
NE12961,9107,DE,0,Ford,Focus,1.0 EcoBoost,Gray,2018,Kombi,Stoff,4.8,48744,100,1,0,0,0,1,1
HZ85164,14550,DE,0,Volkswagen,Polo,1.0 TSI,Blue,2018,Limousine,Stoff,4.6,23628,95,1,0,0,1,0,141
JE87082,23781,DE,0,Kia,Sorento,2.2 CRDi,Black,2016,SUV,Leder,6.7,54270,200,0,1,0,1,0,35
HL86950,12298,DE,0,Smart,forfour,0.9 Turbo,Black,2019,Limousine,Leder,5.2,15011,90,1,0,0,1,0,13
JP20773,31294,DE,0,Mercedes-Benz,GLC-Klasse,GLC 250,Black,2016,SUV,Leder,5,51052,205,0,1,0,1,0,49
EM45418,23383,DE,0,Skoda,Kodiaq,1.4 TSI,Black,2017,SUV,Leder,6.9,35304,150,1,0,0,0,1,61
KB69717,25521,DE,0,Mercedes-Benz,B-Klasse,B 180,Gray,2019,Van,Teilleder,5.4,3286,136,1,0,0,1,0,40
EL11404,16000,DE,0,Skoda,Octavia,2.0 TSI,Black,2014,Kombi,Teilleder,6.2,79216,220,1,0,0,0,1,15
UY37001,9505,DE,0,Volkswagen,Golf VII,1.2 TSI,Black,2016,Limousine,Stoff,4.9,84515,110,1,0,0,0,1,17
UR18935,12574,DE,0,Skoda,Rapid,1.4 TSI,Black,2018,Limousine,Stoff,4.8,54441,125,1,0,0,1,0,3
DZ66741,13889,DE,0,Ford,Focus,1.0 EcoBoost,Gray,2019,Kombi,Stoff,5.6,58065,125,1,0,0,0,1,31
EC07561,13215,DE,1,Smart,fortwo,0.9 Turbo,White,2019,Coupe,Stoff,4.1,27784,90,1,0,0,1,0,19
XS98658,17934,DE,0,Ford,S-Max,2.0 TDCi,Black,2016,Van,Stoff,5.2,77969,180,0,1,0,1,0,7
UR69651,10904,DE,0,Volkswagen,Golf VII,1.2 TSI,Silver,2014,Limousine,Stoff,4.8,101039,105,1,0,0,1,0,21
EY89886,11667,DE,0,Volkswagen,Tiguan,2.0 TDI,White,2014,SUV,Stoff,5.8,92260,140,0,1,0,0,1,13
EZ58345,7000,DE,0,Volkswagen,up!,1.0,Red,2018,Limousine,Stoff,4.4,14467,60,1,0,0,0,1,29
EV42113,9440,BG,0,Fiat,Tipo,1.4,White,2019,Kombi,Stoff,6.6,23744,95,1,0,0,0,1,53
LG29680,4681,DE,0,Renault,Twingo,0.9 Energy,White,2014,Limousine,Teilleder,4.3,63251,90,1,0,0,0,1,23
AG06506,14482,DE,0,Suzuki,Vitara,1.4 BoosterJet,Gray,2017,SUV,Teilleder,5.2,65892,140,1,0,0,0,1,63
AP01378,11967,DE,0,Smart,forfour,0.9 Turbo,Black,2019,Limousine,Leder,5.1,10357,90,1,0,0,1,0,2
UY20330,12851,DE,0,Skoda,Octavia,1.6 TDI,Blue,2017,Kombi,Stoff,3.9,51051,110,0,1,0,0,1,3
LV01284,4505,DE,0,Skoda,Citigo,1.0 MPI,Blue,2012,Limousine,Stoff,4.7,22307,75,1,0,0,0,1,2
JY84570,15481,DE,0,Kia,Picanto,1.2,Black,2021,Limousine,Leder,4.8,5035,84,1,0,0,1,0,34
HA99767,7873,DE,0,Peugeot,208,1.2 e-THP,Black,2015,Limousine,Stoff,4.3,40752,110,1,0,0,0,1,62
JD24820,13764,DE,0,Mazda,3,2.0,Brown,2017,Limousine,Stoff,5.1,56827,120,1,0,0,0,1,13
JD65743,15252,DE,0,BMW,3er,318i,Gray,2019,Kombi,Stoff,6.3,89458,135,1,0,0,0,1,13
JG00120,31403,DE,0,BMW,2er,M240i,Gray,2019,Coupe,Leder,7.8,45384,340,1,0,0,1,0,55
JW98470,12651,DE,0,Renault,Captur,0.9 Energy,Gray,2017,SUV,Stoff,5.1,3157,90,1,0,0,0,1,25
LB95930,26411,DE,0,Kia,Stinger,3.3 V6 TGDI,Gray,2018,Limousine,Leder,10.6,75135,370,1,0,0,1,0,30
VD73198,15201,DE,0,Mazda,CX-3,2.0,Gray,2017,SUV,Leder,6.3,54751,150,1,0,0,1,0,52
YT95092,21799,DE,0,Volkswagen,Caddy,1.4 TSI,Purple,2018,Van,Stoff,5.7,29727,125,1,0,0,1,0,45
JE66733,23117,DE,0,Mercedes-Benz,E-Klasse,E 200,Gray,2018,Kombi,Stoff,7.6,104334,185,1,0,0,1,0,40
FE16783,13244,DE,0,Opel,Mokka,1.4 Turbo,Blue,2016,SUV,Stoff,6.7,37325,140,1,0,0,1,0,3
JL04373,9821,DE,0,Opel,Astra K,1.4 SIDI Turbo,Gray,2017,Kombi,Stoff,5.5,59118,125,1,0,0,0,1,36
EM12684,37454,DE,0,Hyundai,Santa Fe,1.6 T-GDI Hybrid,Black,2020,SUV,Leder,6.1,25604,230,0,0,1,1,0,93
VN44180,9500,DE,0,Ford,C-Max,1.6 EcoBoost,Black,2014,Van,Teilleder,6.4,70651,150,1,0,0,0,1,16
KK11555,13790,DE,0,Audi,A1,1.4 TFSI,Black,2015,Limousine,Teilleder,4.7,65215,150,1,0,0,0,1,115
RY41832,14390,DE,0,Volkswagen,Tiguan,1.4 TSI,Gray,2015,SUV,Stoff,7.1,53326,160,1,0,0,1,0,12
HH73020,12716,DE,0,Volkswagen,Polo,1.8 TSI,Black,2017,Limousine,Stoff,5.6,115219,192,1,0,0,1,0,49
KH01630,15021,DE,0,Seat,Leon,1.4 TSI,White,2017,Kombi,Stoff,4.9,56512,150,1,0,0,0,1,98
KX35554,9064,DE,0,Skoda,Rapid,1.2 TSI,Blue,2017,Limousine,Stoff,4.7,97755,90,1,0,0,1,0,37
VR14778,23055,DE,0,Mazda,6,2.5,Gray,2019,Kombi,Leder,6.8,40444,194,1,0,0,1,0,12
JS46453,14758,DE,0,Volkswagen,Golf VII Sportsvan,2.0 TDI,Gray,2015,Van,Stoff,4.6,78385,150,0,1,0,1,0,33
PT02903,14580,DE,0,Ford,Transit Connect,1.5 EcoBlue TDCi,Black,2019,Kombi,Stoff,4.7,75456,120,0,1,0,0,1,5
RM10015,13668,DE,0,Mercedes-Benz,B-Klasse,B 180,Silver,2016,Van,Teilleder,5.6,28917,122,1,0,0,0,1,65
DU63104,12250,DE,0,Skoda,Fabia,1.0 TSI,Gray,2019,Limousine,Stoff,4.5,31493,95,1,0,0,0,1,23
JV73053,16801,DE,0,BMW,X1,sDrive 20i,White,2015,SUV,Stoff,6.9,45570,185,1,0,0,1,0,3
RY21616,22378,DE,0,BMW,X3,xDrive 20d,Blue,2016,SUV,Leder,4.9,51881,190,0,1,0,1,0,44
SN63368,5299,DE,0,Volkswagen,up!,1.0,White,2016,Limousine,Stoff,4.5,64073,60,1,0,0,0,1,3
KJ01998,18792,DE,0,Mercedes-Benz,GLA-Klasse,GLA 250,White,2014,SUV,Leder,6.5,83134,210,1,0,0,1,0,14
JD50106,13013,DE,0,Seat,Alhambra,2.0 TDI,Blue,2012,Van,Stoff,6,77668,140,0,1,0,0,1,2
EG21369,15049,DE,0,Seat,Leon,2.0 TDI,Blue,2017,Limousine,Teilleder,4.5,56522,150,0,1,0,0,1,100
WR77350,15105,DE,0,Seat,Leon,1.4 TSI ACT,Black,2017,Limousine,Teilleder,5.2,53753,150,1,0,0,0,1,36
LA63182,12384,DE,0,Volkswagen,Golf VII Sportsvan,2.0 TDI,Gray,2016,Van,Stoff,4.3,68758,150,0,1,0,0,1,64
WY60381,29721,DE,0,Seat,Alhambra,2.0 TDI,Brown,2018,Van,Alcantara,5.9,49909,185,0,1,0,1,0,51
XB11986,25018,DE,0,Mercedes-Benz,B-Klasse,B 180,Black,2019,Van,Stoff,5.4,6532,136,1,0,0,1,0,57
VU18257,12529,DE,0,BMW,1er,118i,Blue,2014,Limousine,Stoff,5.9,83704,170,1,0,0,0,1,17
ZH10422,11805,DE,0,Volkswagen,Golf VII Sportsvan,1.4 TSI,Black,2016,Van,Stoff,5.4,40824,125,1,0,0,0,1,85
YF80690,27917,DE,0,Audi,A4,40 TFSI,Gray,2019,Kombi,Stoff,6.0,5199,190,1,0,0,1,0,115
WL83274,8592,DE,0,Ford,Focus,1.0 EcoBoost,White,2017,Kombi,Stoff,4.8,82733,100,1,0,0,0,1,18
XB02088,17133,DE,0,Opel,Crossland X,1.2,Blue,2019,SUV,Stoff,5.6,18948,110,1,0,0,1,0,82
PT87892,16553,DE,0,Volkswagen,T-Roc,1.0 TSI,White,2019,SUV,Stoff,5.1,49447,115,1,0,0,0,1,5
KJ69775,21066,DE,0,Volkswagen,Sharan,2.0 TDI,Black,2016,Van,Teilleder,5.1,34892,150,0,1,0,0,1,13
JC24652,11750,MK,0,Renault,Captur,0.9 Energy,Brown,2017,SUV,Stoff,5.1,10826,90,1,0,0,0,1,1
AK51933,35141,DE,0,Mercedes-Benz,C-Klasse,C 300,White,2019,Coupe,Alcantara,6.4,35822,258,1,0,0,1,0,1
XG29310,13260,DE,1,BMW,3er,320d,White,2014,Kombi,Leder,4.3,99389,163,0,1,0,1,0,1
ZV10403,12500,DE,0,Nissan,Qashqai,1.2,White,2016,SUV,Stoff,5.8,38237,115,1,0,0,0,1,19
RX88194,11500,DE,0,Skoda,Octavia,1.4 TSI,Black,2015,Kombi,Teilleder,5.3,47297,140,1,0,0,0,1,1
ZW87255,6900,AT,0,Hyundai,i20,1.2,White,2015,Limousine,Stoff,4.8,67470,84,1,0,0,0,1,55
GG87865,9460,DE,1,Volkswagen,Passat,2.0 TDI,Black,2014,Kombi,Teilleder,4.6,108290,140,0,1,0,0,1,1
VD57488,21064,DE,0,Volvo,XC 60,2.4 D4,Brown,2015,SUV,Leder,5.2,77455,190,0,1,0,1,0,47
CA71189,16515,DE,0,Volkswagen,T-Roc,1.0 TSI,Gray,2019,SUV,Stoff,5.3,18269,115,1,0,0,0,1,4
SR46293,11342,DE,0,Mitsubishi,ASX,1.6,White,2016,SUV,Stoff,5.7,62904,117,1,0,0,0,1,100
SU05765,18862,DE,0,Kia,cee'd,1.6 TGDI,White,2018,Kombi,Alcantara,6.2,82538,204,1,0,0,0,1,122
TB93457,9796,DE,0,Renault,Captur,1.5 dCi Energy,Gray,2016,SUV,Stoff,3.8,90972,90,0,1,0,1,0,26
UB82337,14446,DE,0,Audi,A3,2.0 TDI,Gray,2014,Limousine,Alcantara,4.7,100120,150,0,1,0,0,1,78
VH11873,9210,DE,0,Dacia,Sandero II,0.9 TCe,Brown,2019,Limousine,Stoff,5.5,39673,90,1,0,0,0,1,5
UE31298,18598,DE,0,Seat,Ibiza,1.0 TSI,Red,2020,Limousine,Teilleder,4.7,2609,110,1,0,0,1,0,98
UZ55658,11885,DE,0,Hyundai,ix35,1.6,Gray,2015,SUV,Stoff,6.8,19977,135,1,0,0,0,1,14
DM67363,18246,DE,1,Land Rover,Evoque,2.2 Td4,Brown,2015,SUV,Teilleder,5.8,108167,150,0,1,0,1,0,19
KS37944,10590,DE,0,Volkswagen,Polo,1.2 TSI,Black,2014,Limousine,Stoff,4.7,12949,90,1,0,0,1,0,12
LB41400,17662,DE,0,Ford,Focus,2.0 EcoBoost,White,2018,Kombi,Stoff,6.8,36815,250,1,0,0,0,1,21
JK22214,21135,DE,0,Jeep,Compass,1.4 M-Air,Green,2018,SUV,Teilleder,6.9,10605,170,1,0,0,1,0,5
LT46187,17336,DE,0,Mercedes-Benz,C-Klasse,C 180 CGI,White,2014,Limousine,Stoff,5.0,71243,155,1,0,0,1,0,43
HF55710,12807,DE,0,Honda,Jazz,1.3 i-VTEC,White,2017,Van,Stoff,5.0,15258,102,1,0,0,1,0,16
GT28568,9014,DE,0,Suzuki,Ignis,1.2 DualJet,White,2017,Limousine,Stoff,4.6,34321,90,1,0,0,0,1,46
HU20816,14483,DE,0,Audi,A3,1.4 TFSI,Gray,2015,Limousine,Stoff,4.7,23334,150,1,0,0,1,0,14
JF52041,24876,DE,0,Mercedes-Benz,E-Klasse,E 220 d,White,2017,Kombi,Stoff,4.2,76708,195,0,1,0,1,0,62
MJ63720,13843,DE,0,Audi,Q3,2.0 TFSI,Gray,2013,SUV,Teilleder,7.3,91723,170,1,0,0,0,1,22
GJ90468,7000,DE,0,Fiat,500,1.2,Gray,2018,Limousine,Stoff,4.7,61706,70,1,0,0,0,1,33
