id,buy_price,countryoforigin,tax_deductible,make,model,subtype,outside_color,built_year,body_type,upholstery,fuelconsumption_combined,mileage,horsepower,fueltype,geartype,time_online_to_reserve_
EX79341,11308,DE,0,Volkswagen,Polo,1.2 TSI,Black,2017,Limousine,Stoff,4.7,22132,90,Benzin,manual,1
AB00083,11965,DE,0,BMW,3er,318d Touring,Black,2016,Kombi,Stoff,4.3,95173,150,Diesel,manual,5
PY11688,24500,DE,0,Mercedes-Benz,GLC-Klasse,GLC 220,White,2016,SUV,Alcantara,5,101996,170,Diesel,automatic,15
RF58811,16592,DE,0,Volkswagen,Polo,2.0 TSI,Red,2019,Limousine,Stoff,6.1,77361,200,Benzin,automatic,58
TH07089,14021,DE,0,Nissan,Juke,1.6,Gray,2019,SUV,Teilleder,7.0,16612,113,Benzin,manual,44
PZ54818,6200,DE,1,Skoda,Citigo,1.0 MPI,Red,2017,Limousine,Stoff,4.4,27215,60,Benzin,manual,69
UL95129,9520,PT,0,Volkswagen,Polo,1.0,Silver,2018,Limousine,Stoff,4.7,51716,75,Benzin,manual,24
JZ00620,13120,DE,0,Ford,Grand C-Max,1.0 EcoBoost,Gray,2017,Van,Stoff,5.2,44213,125,Benzin,manual,4
GH83268,12550,DE,0,Kia,cee'd,1.4,Blue,2018,Limousine,Stoff,6.4,47909,100,Benzin,manual,52
GH22527,10327,DE,0,Hyundai,i10,1.2,Gray,2019,Limousine,Stoff,5.5,12853,87,Benzin,manual,16
SZ01577,31009,DE,1,Mercedes-Benz,V-Klasse,V 220 d,White,2016,Bus,Stoff,5.9,96313,163,Diesel,automatic,17
HA16799,14032,DE,0,Opel,Zafira Tourer,2.0 CDTI,Gray,2016,Van,Stoff,5.8,98541,170,Diesel,automatic,6
RA85727,9735,DE,0,Smart,forfour,0.9 Turbo,White,2018,Limousine,Stoff,5.4,13153,90,Benzin,manual,45
SN27466,16257,DE,0,BMW,1er,120i,Gray,2016,Limousine,Teilleder,5.5,40075,185,Benzin,automatic,11
AB90884,18296,DE,1,BMW,X1,xDrive 20d,Black,2016,SUV,Teilleder,4.9,90402,190,Diesel,automatic,6
NR13474,20643,DE,0,Volkswagen,Golf VII,1.5 TSI,Gray,2019,Limousine,Stoff,4.7,9037,150,Benzin,automatic,58
LY66920,22103,DE,0,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 200,Black,2018,Kombi,Alcantara,6.5,45637,155,Benzin,manual,49
UR77925,8823,DE,0,Skoda,Citigo,1.0 MPI,Red,2017,Limousine,Stoff,4.4,16785,75,Benzin,manual,9
LB50669,25193,DE,0,Audi,A4,2.0 TFSI,Gray,2018,Kombi,Alcantara,6.2,63496,252,Benzin,automatic,98
SC09281,7377,DE,0,Volkswagen,Polo,1.0,Black,2015,Limousine,Stoff,5.1,70029,75,Benzin,manual,78
WR55353,13661,DE,0,BMW,X1,sDrive 18d,Gray,2014,SUV,Teilleder,4.9,84305,143,Diesel,automatic,1
PW38350,11514,DE,0,Volkswagen,Golf VII,1.4 TSI,Gray,2014,Limousine,Stoff,4.7,58902,140,Benzin,manual,54
HC53050,12900,DE,0,Ford,Fiesta,1.0 EcoBoost,White,2019,Limousine,Stoff,4.1,15163,95,Benzin,manual,17
SX34761,11944,DE,0,Hyundai,i30,1.4 TGDI,White,2019,Kombi,Stoff,6.2,81751,140,Benzin,manual,34
BJ74937,18190,DE,0,Volkswagen,Golf VII,1.5 TSI,Gold,2018,Limousine,Stoff,4.9,60990,150,Benzin,automatic,9
GJ89720,22502,DE,0,Kia,cee'd,1.6 TGDI,White,2019,Kombi,Teilleder,5.8,18088,204,Benzin,automatic,137
BH98774,12555,DE,0,MINI,MINI,Cooper SD,Blue,2015,Limousine,Stoff,4.0,73866,170,Diesel,manual,47
TB86428,28044,DE,0,BMW,X3,xDrive 20d,Black,2017,SUV,Leder,4.9,52954,190,Diesel,automatic,91
KS81663,29043,AT,0,Volkswagen,T5 Multivan,2.0 TDI,Beige,2015,Bus,Stoff,7.5,26092,140,Diesel,automatic,1
TR06522,22020,DE,0,Mercedes-Benz,A-Klasse,A 200,Gray,2019,Limousine,Teilleder,5.3,22600,163,Benzin,manual,60
JF39409,14540,DE,0,Seat,Ibiza,1.5 TSI ACT,Red,2018,Limousine,Stoff,4.9,35633,150,Benzin,manual,9
LC84474,14048,DE,0,Toyota,Verso,1.8,Silver,2016,Van,Stoff,6.6,74437,147,Benzin,automatic,12
JY03159,13506,DK,0,Ford,Focus,1.5 EcoBoost,Brown,2018,Kombi,Stoff,5.6,54857,150,Benzin,manual,50
ZU49501,11673,DE,0,Renault,Captur,1.2 TCe Energy,Black,2016,SUV,Stoff,5.5,34663,118,Benzin,manual,102
TS55133,16763,DE,0,Mitsubishi,Eclipse Cross,1.5 T-MIVEC,Black,2017,SUV,Leder,6.6,31263,163,Benzin,manual,123
BL74491,9638,DE,0,Peugeot,2008,1.2 VTi,Gray,2017,SUV,Stoff,4.9,25019,82,Benzin,manual,26
ZU89499,6027,DE,0,Seat,Mii,1.0,Red,2018,Limousine,Stoff,4.4,35938,60,Benzin,manual,21
GZ36154,16023,DE,0,Ford,Focus,2.0 EcoBlue,Gray,2019,Kombi,Stoff,4.4,70877,150,Diesel,automatic,62
MS20822,7941,DE,1,Opel,Adam,1.4,Brown,2014,Limousine,Teilleder,5,12970,100,Benzin,manual,6
CU35996,13210,DE,0,Peugeot,308,2.0 Blue-HDi,White,2017,Kombi,Stoff,4.3,93947,150,Diesel,automatic,87
CM22808,21754,DE,0,Volkswagen,Golf VII,2.0 TSI,Red,2018,Limousine,Stoff,6.3,47087,230,Benzin,automatic,116
CP94070,9459,DE,0,Smart,forfour,0.9 Turbo,Blue,2016,Limousine,Leder,5.2,37282,90,Benzin,automatic,1
GW79471,29928,DE,0,Ford,Transit,2.0 TDCi,Gray,2018,Kombi,Stoff,6.4,31647,130,Diesel,manual,72
PF45183,16691,DE,0,BMW,2er,220i Active Tourer,Red,2017,Van,Stoff,6.2,58970,192,Benzin,automatic,46
AG36071,14085,DE,0,Opel,Insignia,1.5 SIDI Turbo,Black,2017,Limousine,Teilleder,6.1,85283,165,Benzin,automatic,41
FD78974,13813,DE,0,Volkswagen,Touran,1.4 TSI,Black,2015,Van,Alcantara,6.6,93644,170,Benzin,automatic,42
AL26708,30139,DE,1,Mercedes-Benz,C-Klasse,C 350e,Black,2018,Kombi,Leder,2.1,32598,210,Hybrid,automatic,54
HE66236,14419,DE,0,Hyundai,Santa Fe,2.2 CRDi,Black,2013,SUV,Leder,6.8,114276,197,Diesel,automatic,11
GH10958,21287,DE,0,Audi,Q2,1.4 TFSI ACT,Yellow,2017,SUV,Teilleder,5.2,59296,150,Benzin,automatic,88
GH20370,7029,DE,0,Ford,Fiesta,1.0,Beige,2016,Limousine,Stoff,5.0,40685,80,Benzin,manual,55
SS78684,9362,DE,0,Skoda,Yeti,1.2 TSI,Gray,2013,SUV,Stoff,6.6,62766,105,Benzin,automatic,32
GJ95656,17451,DE,0,Mercedes-Benz,A-Klasse,A 200,White,2016,Limousine,Teilleder,5.2,69463,155,Benzin,automatic,40
PW42977,11584,DE,0,Volkswagen,Golf VII,1.4 TSI,Black,2014,Kombi,Teilleder,5.1,70687,122,Benzin,automatic,3
YR48307,12249,DE,1,MINI,Countryman,Cooper D,Red,2013,SUV,Leder,5.6,50033,110,Diesel,automatic,24
ZD76397,11354,DE,0,Kia,Rio,1.4,Red,2016,Limousine,Stoff,5.0,26501,100,Benzin,manual,11
AB54993,9400,HR,0,Ford,Fiesta,1.1,Gray,2018,Limousine,Stoff,4.7,70281,85,Benzin,manual,82
ZH51135,9501,DE,0,Opel,Corsa,1.4 Turbo,White,2019,Limousine,Stoff,5.4,11562,100,Benzin,manual,13
SR82024,36500,DE,0,Mercedes-Benz,CLA-Klasse,CLA 220 4Matic ,Black,2019,Limousine,Alcantara,6.5,37950,190,Benzin,automatic,39
UN03103,32909,DE,0,Mercedes-Benz,C-Klasse,C 300,Blue,2020,Kombi,Leder,6.2,38942,272,Benzin,automatic,33
HE93568,26113,FR,1,BMW,5er,530e,Black,2017,Limousine,Leder,2.1,98974,184,Hybrid,automatic,13
LD63570,15526,DE,0,Nissan,Qashqai,1.2,Gray,2017,SUV,Stoff,5.6,39922,115,Benzin,manual,55
HR92449,6881,DE,0,Skoda,Citigo,1.0 MPI,White,2018,Limousine,Stoff,4.4,37545,60,Benzin,manual,32
NP49265,15833,DE,0,Honda,HR-V,1.5,Gray,2016,SUV,Teilleder,5.4,31732,130,Benzin,automatic,29
AD74525,5586,DE,0,Volkswagen,up!,1.0,Orange,2014,Limousine,Stoff,4.2,58892,75,Benzin,manual,7
TB64115,22866,DE,0,Volkswagen,Sharan,2.0 TDI,Blue,2018,Van,Stoff,5.2,53760,150,Diesel,automatic,35
BX19830,6180,DE,0,Fiat,500,1.2,Green,2015,Limousine,Stoff,4.9,88167,70,Benzin,manual,2
TF75073,22053,DE,0,Volkswagen,Taigo,1.0 TSI,Red,2021,SUV,Alcantara,4.9,10679,110,Benzin,automatic,28
HV12468,17152,DE,0,Volkswagen,Sharan,1.4 TSI,White,2014,Van,Stoff,7.6,58955,150,Benzin,automatic,73
GL79558,15837,DE,0,Ford,Focus,1.0 EcoBoost,Gray,2019,Kombi,Stoff,5.1,17384,125,Benzin,manual,43
ZS27901,4273,DE,0,Seat,Mii,1.0,Black,2012,Limousine,Stoff,4.2,79609,75,Benzin,manual,5
KM05258,17228,DE,0,BMW,1er,118i,Red,2019,Limousine,Stoff,5.9,27372,135,Benzin,manual,108
HY39306,18702,DE,0,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 220 d,Blue,2016,Kombi,Teilleder,4.8,66032,177,Diesel,automatic,32
GR31990,10238,DE,0,BMW,1er,116i,Black,2015,Limousine,Stoff,5.4,106309,110,Benzin,manual,21
NY50010,3329,DE,0,Dacia,Sandero II,1.2,White,2014,Limousine,Stoff,6.0,35168,75,Benzin,manual,1
PW00057,7052,DE,0,Ford,Focus,1.6 Ti-VCT,Brown,2013,Kombi,Stoff,6.3,90033,125,Benzin,automatic,12
VZ78916,6509,DE,0,Toyota,AYGO,1.0,Yellow,2016,Limousine,Stoff,4.1,65142,70,Benzin,manual,14
KL41238,14413,DE,0,Ford,Focus,2.0 EcoBoost,Blue,2016,Kombi,Teilleder,6.8,102149,250,Benzin,manual,49
KD72366,7526,DE,0,Renault,Captur,0.9 Energy,Black,2015,SUV,Stoff,5.0,82302,90,Benzin,manual,22
KZ93124,13980,DE,0,BMW,2er,218d Active Tourer,Black,2015,Van,Stoff,4.1,99974,150,Diesel,automatic,26
RB13929,21006,DE,0,Volkswagen,Polo,2.0 TSI,Gray,2019,Limousine,Alcantara,6.1,27791,200,Benzin,automatic,44
YE55293,10919,DE,0,Suzuki,Swift,1.0 BoosterJet,Black,2017,Limousine,Stoff,4.8,22502,110,Benzin,manual,77
JU74604,8425,DE,0,Dacia,Sandero II,0.9 TCe,Gray,2018,Limousine,Stoff,5.5,46569,90,Benzin,manual,84
JZ68933,23479,DE,0,Volkswagen,Touran,1.5 TSI,White,2019,Van,Stoff,5.6,44677,150,Benzin,automatic,32
PH23329,7951,DE,0,Smart,fortwo,1.0,White,2015,Coupe,Leder,4.1,50887,70,Benzin,automatic,84
RC72778,20000,BG,0,Hyundai,Tucson,1.6 TGDI,Black,2015,SUV,Stoff,7.3,9443,177,Benzin,automatic,13
KJ32554,11400,DE,0,Hyundai,ix35,2.0 CRDi,Silver,2015,SUV,Leder,7.2,86595,185,Diesel,automatic,93
GX67140,8515,DE,0,Volkswagen,Golf VII,1.6 TDI,Gray,2015,Limousine,Stoff,3.8,70608,110,Diesel,manual,20
AH98685,7015,DE,0,Nissan,Note,1.2,Black,2014,Van,Stoff,5.1,50723,98,Benzin,automatic,3
KE99985,10748,DE,0,Opel,Corsa,1.4 Turbo,Red,2018,Limousine,Stoff,5.4,17873,100,Benzin,manual,37
TS79601,10185,DE,0,Mazda,6,2.2 Turbodiesel,Red,2013,Limousine,Stoff,3.9,116597,150,Diesel,manual,3
TC13258,12451,DE,0,Audi,A3,2.0 TDI,Gray,2015,Limousine,Stoff,4.4,107171,150,Diesel,automatic,3
SJ61824,19463,DE,0,Seat,Arona,1.0 TSI,Black,2020,SUV,Stoff,4.9,6360,116,Benzin,automatic,21
LK01150,19585,DE,0,Ford,Mondeo,1.5 EcoBoost,Blue,2019,Kombi,Stoff,6.5,12281,165,Benzin,manual,21
AB62947,23403,DE,1,Mercedes-Benz,C-Klasse,C 250 d,White,2017,Kombi,Leder,4.7,80040,205,Diesel,automatic,100
NK95012,7812,DE,0,Volkswagen,Golf VI,1.2 TSI,Gray,2012,Limousine,Stoff,5.7,75788,105,Benzin,manual,5
RX85967,10994,DE,0,Volkswagen,Golf VII,1.0 TSI,Blue,2017,Limousine,Stoff,4.3,70347,110,Benzin,manual,42
BG08876,8373,DE,0,Hyundai,ix20,1.4,White,2015,Van,Stoff,5.6,27235,90,Benzin,manual,63
LW87508,12524,DE,0,Peugeot,208,1.2 PureTech,Yellow,2019,Limousine,Stoff,4.4,28256,101,Benzin,manual,34
LM71278,11662,DE,0,Toyota,Auris,1.8 Hybrid,Black,2015,Limousine,Stoff,3.9,82965,100,Hybrid,automatic,5
LV46502,9331,SI,0,Volkswagen,Polo,1.0 TSI,White,2018,Limousine,Stoff,4.4,115699,95,Benzin,manual,16
FE84678,12365,DE,0,Opel,Corsa,1.2,Orange,2019,Limousine,Stoff,4.2,58540,101,Benzin,manual,35
BR38663,20344,DE,0,Toyota,Corolla,2.0 Hybrid,Black,2019,Kombi,Stoff,3.7,3973,179,Hybrid,automatic,78
JG33317,13015,DE,0,Mercedes-Benz,B-Klasse,B 180 CDI,Gray,2017,Van,Stoff,4,52525,110,Diesel,manual,29
HM60642,20486,DE,0,Audi,Q3,2.0 TDI,White,2015,SUV,Teilleder,5.5,74822,185,Diesel,automatic,87
GY84394,17300,DE,0,Volkswagen,Golf VII,1.6 TDI,Gray,2018,Kombi,Stoff,4.0,29352,115,Diesel,automatic,38
WB66050,33300,DE,0,BMW,5er,540i,Gray,2018,Limousine,Leder,6.5,56180,340,Benzin,automatic,76
BR98698,22020,DE,0,Audi,Q3,2.0 TFSI,Blue,2016,SUV,Alcantara,7.2,44756,180,Benzin,automatic,27
LA08101,19161,DE,0,BMW,X1,xDrive 18d,Gray,2016,SUV,Stoff,4.7,75009,150,Diesel,automatic,109
NY56547,22720,DE,0,Volkswagen,T-Cross,1.0 TSI,Green,2019,SUV,Teilleder,4.9,12707,116,Benzin,automatic,143
XV79395,30014,DE,0,Mercedes-Benz,E-Klasse,E 200 d,White,2019,Limousine,Teilleder,4.5,43893,150,Diesel,automatic,29
AD90554,10553,DE,0,Ford,EcoSport,1.0 EcoBoost,Red,2018,SUV,Stoff,5.2,22134,125,Benzin,manual,44
AE09625,8818,DE,0,Volkswagen,Golf VII,1.2 TSI,Black,2014,Limousine,Stoff,4.9,87940,105,Benzin,manual,22
WS71653,9900,DE,0,Volkswagen,Golf VII,1.2 TSI,Gray,2016,Limousine,Stoff,4.9,64815,85,Benzin,manual,2
ZB04972,10318,DE,0,Audi,A1,1.6 TDI,White,2014,Limousine,Stoff,3.8,91240,90,Diesel,manual,51
WW75635,14469,DE,0,Ford,Focus,2.0 TDCi,Blue,2018,Kombi,Stoff,4.4,74578,150,Diesel,automatic,40
RD85799,18296,DE,0,Audi,A5 Sportback,1.8 TFSI,Black,2016,Kombi,Stoff,5.9,78269,177,Benzin,automatic,14
HN23171,25832,DE,0,Mercedes-Benz,C-Klasse,C 300,Black,2018,Kombi,Teilleder,6.6,43429,258,Benzin,automatic,7
CT49597,5457,DE,0,Hyundai,i10,1.0,Gray,2017,Limousine,Stoff,4.7,112578,67,Benzin,manual,2
XA52624,16980,DE,0,BMW,1er,118d,Orange,2017,Limousine,Alcantara,4.1,52768,150,Diesel,manual,16
CZ28790,23435,DE,0,Seat,Ateca,2.0 TSI,Red,2018,SUV,Alcantara,7.0,35527,190,Benzin,automatic,24
AF47103,8776,DE,0,Citroen,C3,1.2 e-THP,White,2017,Limousine,Stoff,4.6,73939,110,Benzin,manual,9
JH37289,18068,DE,0,Seat,Alhambra,2.0 TDI,Black,2016,Van,Stoff,5.1,72277,150,Diesel,manual,2
XM48387,12290,DE,0,Audi,A4,2.0 TDI,Blue,2014,Kombi,Stoff,4.7,93019,150,Diesel,automatic,25
VP83658,12246,DE,0,Volkswagen,Polo,1.0 TSI,Gray,2017,Limousine,Stoff,4.4,16439,95,Benzin,manual,40
CX95982,22145,DE,0,Audi,A6,2.0 TDI,Silver,2016,Kombi,Alcantara,4.6,31125,190,Diesel,manual,63
UB38757,6492,DE,0,Volkswagen,up!,1.0 TSI,White,2017,Limousine,Stoff,4.4,112712,90,Benzin,manual,79
CY02340,11425,DE,0,Dacia,Duster,1.2 TCe,Silver,2016,SUV,Stoff,6.8,35322,125,Benzin,manual,22
DK11619,24675,DE,0,Volkswagen,Golf VIII,1.5 eTSI,Yellow,2020,Limousine,Stoff,4.6,8888,150,Hybrid,automatic,86
KB78504,5540,DE,0,Opel,Corsa,1.4,White,2016,Limousine,Stoff,5.2,83930,90,Benzin,manual,15
GZ16543,14266,DE,0,Hyundai,Tucson,1.6,Red,2018,SUV,Stoff,7.2,13217,132,Benzin,manual,59
GP18525,22315,DE,0,Ford,Focus,1.5 EcoBoost,White,2020,Kombi,Stoff,5.4,29389,150,Benzin,automatic,41
PE31786,6428,DE,0,Chevrolet,Trax,1.4 TURBO,Black,2013,SUV,Teilleder,5.6,67012,140,Benzin,manual,1
JZ94400,7394,DE,0,Skoda,Citigo,1.0 MPI,White,2018,Limousine,Stoff,4.5,15313,60,Benzin,manual,49
SS71388,7649,DE,0,Dacia,Sandero II,0.9 TCe,White,2016,Limousine,Stoff,4.9,32754,90,Benzin,manual,17
PS53383,27730,DE,0,Volkswagen,Sharan,2.0 TDI,Gray,2017,Van,Stoff,5.8,34155,185,Diesel,automatic,11
UH92441,12412,DE,0,Seat,Leon,2.0 TDI,Black,2016,Limousine,Teilleder,4.1,78289,150,Diesel,manual,5
RH89448,16591,DE,0,Kia,Sportage,1.6 GDI,Black,2018,SUV,Leder,6.7,15595,132,Benzin,manual,33
TF60242,21102,DE,0,Fiat,500X,1.3 Turbo,Gray,2021,SUV,Leder,6.1,22280,151,Benzin,automatic,27
SN15866,16083,DE,0,BMW,3er,320i GT,White,2013,Limousine,Leder,6.6,104575,185,Benzin,automatic,7
AC01840,15700,DE,0,BMW,2er,218d Gran Tourer,Blue,2016,Van,Stoff,4.5,77981,150,Diesel,automatic,4
LG46206,8714,DE,0,Renault,Clio,0.9 Energy,White,2017,Limousine,Stoff,4.3,14235,90,Benzin,manual,57
AU55778,16670,DE,0,BMW,3er,318i,Gray,2018,Kombi,Stoff,5.3,71495,135,Benzin,automatic,40
TM50238,18028,DE,0,Skoda,Octavia,2.0 TSI,Black,2018,Limousine,Alcantara,6.2,31890,230,Benzin,manual,19
AH37159,11295,DE,0,Volkswagen,Golf VII,1.6 TDI,White,2016,Limousine,Stoff,3.8,95956,110,Diesel,manual,2
UA86278,7138,DE,0,Skoda,Fabia,1.4 TSI,White,2013,Limousine,Stoff,6.2,99927,180,Benzin,automatic,1
VH53449,11715,PL,0,Skoda,Yeti,1.2 TSI,White,2016,SUV,Stoff,5.5,32838,110,Benzin,manual,1
PD18402,6038,DE,0,Dacia,Sandero II,1.0 SCe,White,2019,Limousine,Stoff,5.2,26309,73,Benzin,manual,3
TR70654,7432,DE,0,MINI,MINI,Cooper,Brown,2013,Limousine,Stoff,5.4,64287,122,Benzin,manual,53
ZZ49770,22996,DE,0,Audi,A4,35 TFSI,Black,2019,Kombi,Stoff,6.1,19670,150,Benzin,manual,8
MP42981,15099,DE,0,Suzuki,Vitara,1.4,Black,2018,SUV,Teilleder,5.4,39009,140,Benzin,manual,24
WF76318,21686,DE,1,Mercedes-Benz,A-Klasse,A 200,White,2018,Limousine,Teilleder,4.5,25622,155,Benzin,automatic,7
FY02562,13290,DE,0,MINI,MINI,John Cooper Works,Black,2013,Limousine,Leder,7.1,59947,210,Benzin,manual,2
BT49561,33011,DE,1,Volkswagen,T6 Multivan,2.0 TDI,White,2019,Bus,Stoff,6.6,28646,115,Diesel,manual,117
BZ90549,13695,AT,0,Hyundai,Tucson,1.6,Gray,2016,SUV,Stoff,7.6,54862,132,Benzin,manual,21
KE51631,19327,DE,0,Volkswagen,Golf VII,1.4 TSI,Black,2017,Kombi,Stoff,5.2,32418,125,Benzin,automatic,117
NT97863,17669,DE,0,Volvo,V 60,2.4 D4,Gray,2017,Kombi,Leder,5.8,63199,190,Diesel,automatic,51
KF06011,9352,DE,0,Smart,forfour,1.0,Gray,2017,Limousine,Stoff,5.0,86573,70,Benzin,automatic,8
JK83191,15215,DE,0,Seat,Ateca,2.0 TDI,Gray,2016,SUV,Alcantara,5.1,111485,150,Diesel,manual,108
VL16298,12750,DE,0,Renault,Captur,1.2 TCe Energy,Gray,2017,SUV,Teilleder,5.6,32971,118,Benzin,manual,1
DK77060,17165,PL,0,Skoda,Octavia,1.5 TSI,Gray,2020,Kombi,Stoff,4.9,30633,150,Benzin,manual,1
ZE49977,12508,DE,0,Volkswagen,Polo,1.4 TSI,Blue,2015,Limousine,Stoff,4.7,68595,150,Benzin,automatic,57
XD47416,13070,DE,0,Jeep,Renegade,1.6,Black,2017,SUV,Stoff,6.1,35472,110,Benzin,manual,86
XU50150,6154,DE,0,Ford,Ka+,1.2 Ti-VCT,Gray,2016,Limousine,Stoff,5.0,64412,85,Benzin,manual,61
AU44856,18374,DE,0,Toyota,C-HR,1.8 Hybrid,Gray,2018,SUV,Stoff,3.9,43471,122,Hybrid,automatic,1
ZW80605,37000,HU,0,Skoda,Kodiaq,2.0 TSI,Black,2020,SUV,Alcantara,6.7,13951,190,Benzin,automatic,72
JN11359,32000,DE,0,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 45 AMG,Gray,2016,Kombi,Teilleder,6.9,63128,380,Benzin,automatic,48
HE99176,15812,DE,0,Audi,A3,1.4 TFSI,White,2015,Limousine,Teilleder,5.1,70005,125,Benzin,manual,7
HL43266,20290,DE,0,Audi,A4,2.0 TDI,Gray,2018,Kombi,Stoff,4.2,98765,190,Diesel,automatic,11
UE09098,9675,DE,0,MINI,MINI,One,Gray,2016,Limousine,Teilleder,4.7,82917,102,Benzin,manual,16
GA90804,15465,DE,0,Opel,Grandland X,1.2,Blue,2017,SUV,Teilleder,5.5,66001,130,Benzin,automatic,10
PF78228,11192,DE,0,Hyundai,ix20,1.6,White,2016,Van,Stoff,6.5,20898,125,Benzin,manual,38
PM54885,14361,DE,0,BMW,X1,xDrive 20d,Black,2015,SUV,Stoff,5.5,85046,185,Diesel,manual,73
XX18965,17593,DE,0,Audi,A6,3.0 V6 TDI,Gray,2014,Kombi,Alcantara,5.8,101681,205,Diesel,automatic,3
CH16914,13593,DE,0,BMW,X1,xDrive 20i,Blue,2013,SUV,Teilleder,7.5,86089,185,Benzin,manual,102
AD42321,12500,DE,0,BMW,X1,sDrive 18i,Black,2013,SUV,Stoff,7.9,61291,150,Benzin,automatic,83
PE63227,24429,DE,0,Seat,Ateca,1.5 TSI,Black,2018,SUV,Alcantara,5.7,22340,150,Benzin,automatic,51
UJ17033,19511,DE,0,Land Rover,Evoque,2.0 Td4,Red,2015,SUV,Leder,4.8,62687,150,Diesel,manual,91
TM67284,9698,DE,0,Ford,Focus,1.0 EcoBoost,Blue,2016,Limousine,Stoff,5.5,29255,125,Benzin,automatic,22
TY11656,12787,DE,0,Seat,Ibiza,1.6 TDI,Black,2019,Limousine,Stoff,3.9,54446,115,Diesel,manual,48
UJ93752,15750,DE,0,Peugeot,308,2.0 Blue-HDi,White,2016,Limousine,Leder,4.0,40572,180,Diesel,automatic,94
GM77439,8396,DE,0,Volkswagen,Golf VII,1.6 TDI,Silver,2015,Kombi,Stoff,3.9,119079,110,Diesel,manual,4
AL16099,32035,DE,0,Skoda,Kodiaq,2.0 TDI,Blue,2017,SUV,Alcantara,5.7,22942,190,Diesel,automatic,76
KF42766,19631,DE,0,Volkswagen,Caddy,2.0 TDI,Blue,2017,Van,Stoff,5.1,52090,102,Diesel,automatic,2
XG46328,13845,DE,0,Volkswagen,Golf VII,1.6 TDI,Green,2017,Limousine,Stoff,3.9,94141,115,Diesel,automatic,13
XU12088,20039,DE,0,Jeep,Compass,1.4 M-Air,Black,2020,SUV,Teilleder,8.3,54281,170,Benzin,automatic,29
GK69138,7077,DE,0,Ford,Fiesta,1.1,White,2017,Limousine,Stoff,4.7,56900,70,Benzin,manual,11
YW39297,21999,DK,0,Volvo,XC 60,2.0 D4,Blue,2018,SUV,Leder,5.1,116332,190,Diesel,automatic,7
PR51422,9465,DE,0,Suzuki,Ignis,1.2 DualJet,White,2017,Limousine,Stoff,5.0,32970,90,Benzin,manual,11
MG02008,22528,DE,0,Skoda,Octavia,2.0 TDI,Black,2019,Kombi,Stoff,4.5,19057,150,Diesel,automatic,40
AS72507,11608,DE,0,Opel,Crossland X,1.2,Gray,2017,SUV,Stoff,5.1,18304,82,Benzin,manual,104
ZH40882,12618,DE,0,Fiat,500C,1.0 Mild-Hybrid,White,2020,Cabrio,Stoff,4.1,3747,70,Benzin,manual,24
HH41961,9428,DE,0,Opel,Astra K,1.4 SIDI Turbo,Black,2016,Kombi,Stoff,5.5,91098,125,Benzin,manual,1
EM04166,8793,DE,0,Fiat,500C,1.2,Green,2016,Cabrio,Stoff,4.9,32898,70,Benzin,manual,1
ZD49249,7498,DE,0,Seat,Mii,1.0,Gray,2018,Limousine,Stoff,4.4,25623,75,Benzin,manual,27
ZZ05739,23163,DE,0,Skoda,Octavia,2.0 TSI,Green,2019,Limousine,Stoff,6.8,14738,245,Benzin,manual,58
HK94065,9002,DE,0,Volkswagen,Golf VI,1.4 TSI,Blue,2012,Limousine,Stoff,6.0,46709,122,Benzin,automatic,5
BR05364,11933,DE,0,Audi,A3,1.4 TFSI,Gray,2015,Limousine,Stoff,4.9,60416,125,Benzin,automatic,64
BX90680,15265,CZ,0,Mazda,CX-3,2.0,Brown,2017,SUV,Teilleder,6.3,54860,150,Benzin,automatic,48
EY16184,4426,DE,0,Smart,fortwo,0.9 Turbo,Gray,2014,Coupe,Stoff,4.9,85857,85,Benzin,automatic,1
BT75509,11303,DE,0,Mercedes-Benz,A-Klasse,A 180,Blue,2012,Limousine,Leder,5.5,86951,122,Benzin,manual,126
XD07695,16052,DE,0,Renault,Megane,1.6 TCe Energy,White,2018,Limousine,Alcantara,6.0,32085,205,Benzin,automatic,1
ZC67148,15622,DE,0,Hyundai,i40,1.6 GDI,Gray,2019,Kombi,Stoff,6.1,31463,135,Benzin,manual,16
SB99213,19966,DE,0,Volkswagen,T-Roc,1.5 TSI,Black,2018,SUV,Stoff,5.3,24668,150,Benzin,manual,45
CM77124,15700,DE,0,Ford,Kuga,2.0 TDCi,Black,2017,SUV,Teilleder,5.2,101059,150,Diesel,automatic,62
NX54915,3163,DE,0,Mitsubishi,Space,1.0,White,2015,Limousine,Stoff,4.2,65917,70,Benzin,manual,1
ZC39873,9330,DE,1,Opel,Mokka,1.4 Turbo,White,2015,SUV,Teilleder,6.0,73206,140,Benzin,manual,29
JF60126,16185,DE,0,Volkswagen,Golf VII,2.0 TSI,Black,2015,Limousine,Teilleder,6.4,90679,220,Benzin,automatic,156
JZ48007,11958,DE,0,BMW,1er,116d,Black,2016,Limousine,Stoff,3.9,70939,115,Diesel,automatic,6
UD56084,30312,DE,0,Volkswagen,Arteon,2.0 TSI,Gray,2019,Limousine,Alcantara,6.2,33563,190,Benzin,automatic,29
