id,buy_price,countryoforigin,tax_deductible,make,model,subtype,outside_color,built_year,body_type,upholstery,fuelconsumption_combined,mileage,horsepower,fueltype,geartype,time_online_to_reserve_
JG84717,10159,DE,0,Volkswagen,Polo,1.2 TSI,Gray,2016,Limousine,Stoff,4.7,41333,90,Benzin,manual,11
JC90278,24294,DE,0,Lexus,UX-Serie,UX 250h,Green,2019,SUV,Alcantara,4.3,12758,178,Hybrid,automatic,59
HH73020,12716,DE,0,Volkswagen,Polo,1.8 TSI,Black,2017,Limousine,Stoff,5.6,115219,192,Benzin,automatic,49
CB34923,19734,DK,1,Skoda,Octavia,2.0 TDI,White,2019,Kombi,Stoff,4.9,60772,150,Diesel,automatic,40
JN08885,7348,DE,0,Volkswagen,Golf Plus,1.2 TSI,Brown,2013,Limousine,Stoff,5.9,45964,105,Benzin,manual,68
VA67817,14933,DE,0,BMW,1er,118i,Black,2016,Limousine,Stoff,5.1,16425,135,Benzin,automatic,19
EN95735,7784,DE,1,Opel,Adam,1.4,Gray,2017,Limousine,Teilleder,5.4,38598,87,Benzin,manual,38
FC68484,34266,DE,0,Seat,Alhambra,1.4 TSI,Gray,2021,Van,Alcantara,7.1,13228,150,Benzin,automatic,103
UR03566,7100,CZ,0,Hyundai,i10,1.2,Gray,2015,Limousine,Stoff,4.7,12325,87,Benzin,manual,31
YR42748,8834,DE,0,Smart,fortwo,1.0,White,2016,Cabrio,Stoff,4.3,45354,70,Benzin,automatic,45
JE20200,7450,DE,0,Volkswagen,up!,1.0,Black,2016,Limousine,Stoff,4.6,46739,75,Benzin,manual,64
XS23819,6122,DE,0,Nissan,Pulsar,1.5 Turbodiesel,Brown,2014,Limousine,Stoff,3.6,116743,110,Diesel,manual,4
KF24981,10523,DE,0,Mercedes-Benz,A-Klasse,A 180 CDI,Brown,2014,Limousine,Leder,3.8,87416,110,Diesel,manual,46
NL24459,8237,DE,0,Hyundai,ix35,1.6,Gray,2013,SUV,Stoff,6.8,80162,135,Benzin,manual,39
PJ61694,9480,DE,0,Renault,Clio,1.2,Black,2018,Limousine,Stoff,5.6,7918,73,Benzin,manual,4
NB38368,21326,DE,0,Jaguar,XE,20d,Gray,2017,Limousine,Leder,4.7,35262,180,Diesel,automatic,3
ML62404,11799,DE,0,BMW,3er,318d,White,2013,Kombi,Stoff,4.5,114649,143,Diesel,manual,15
MB36686,19829,DE,0,Seat,Ateca,1.4 TSI ACT,Brown,2018,SUV,Leder,5.3,67329,150,Benzin,automatic,31
MK87783,13000,DE,0,MINI,MINI,Cooper,Gray,2016,Limousine,Teilleder,4.7,58385,135,Benzin,manual,25
LU07291,5714,DE,0,Peugeot,208,1.2 e-VTi,Orange,2015,Limousine,Stoff,4.5,70365,82,Benzin,manual,54
JD06333,6600,DE,0,Dacia,Sandero II,0.9 TCe,Brown,2017,Limousine,Stoff,5.4,55849,90,Benzin,manual,6
HR87701,17772,DE,1,Audi,A4,2.0 TDI,Black,2017,Kombi,Stoff,4.7,100217,190,Diesel,automatic,54
JM08467,26342,DE,0,Volkswagen,T6 Caravelle,2.0 TDI,Gray,2017,Bus,Stoff,5.8,94992,150,Diesel,automatic,5
RY93613,16683,DE,0,Volkswagen,Taigo,1.0 TSI,Black,2022,SUV,Stoff,4.7,6699,95,Benzin,manual,8
PU38700,8248,DE,0,Nissan,Pulsar,1.2,Red,2016,Limousine,Leder,5.0,100763,115,Benzin,manual,1
DZ06187,32485,DE,0,Mercedes-Benz,B-Klasse,B 220,Gray,2019,Van,Teilleder,6.7,10759,190,Benzin,automatic,15
ZR50551,15652,DE,0,Volkswagen,Golf VII,1.5 TSI,Silver,2018,Limousine,Stoff,4.8,59818,130,Benzin,manual,80
YS19831,17548,DE,0,Audi,A1,35 TFSI,White,2019,Kombi,Stoff,4.7,12996,95,Benzin,manual,111
ES17069,23931,DE,0,Honda,CR-V,1.5 Turbo,White,2018,SUV,Stoff,6.3,27839,193,Benzin,automatic,136
EN54162,18367,DE,0,Mercedes-Benz,GLA-Klasse,GLA 200,Silver,2016,SUV,Stoff,5.8,59667,155,Benzin,automatic,30
DY88897,7728,DE,0,Peugeot,108,1.0 VTi,White,2019,Limousine,Stoff,4.1,15685,72,Benzin,manual,53
EC94297,5119,DK,0,Peugeot,208,1.2 e-VTi,White,2015,Limousine,Stoff,4.5,88035,82,Benzin,manual,12
YJ81007,7677,DE,0,Toyota,Auris,1.6,Gray,2012,Limousine,Stoff,6.5,59722,132,Benzin,automatic,15
BW20137,24528,DE,0,Mercedes-Benz,C-Klasse,C 200,Black,2016,Coupe,Teilleder,5.3,20587,185,Benzin,automatic,46
KB34777,11415,DE,0,Renault,Megane,1.2 TCe Energy,White,2017,Kombi,Teilleder,5.4,43107,132,Benzin,manual,1
EF92761,12850,DE,0,Ford,Kuga,1.5 EcoBoost,Black,2015,SUV,Teilleder,6.2,69986,150,Benzin,manual,51
RY05718,25598,DE,0,Peugeot,5008,1.6,Green,2018,SUV,Teilleder,5.7,43776,181,Benzin,automatic,72
ZH09414,12015,DE,0,Audi,A1,1.0 TFSI,Black,2017,Limousine,Stoff,4.4,66724,95,Benzin,manual,36
HY07342,8770,DE,0,Peugeot,2008,1.2 e-THP,Gray,2015,SUV,Teilleder,4.8,61586,130,Benzin,manual,4
SG25299,12723,DE,0,Fiat,500X,1.0 Turbo,Black,2018,SUV,Stoff,6.0,50945,120,Benzin,manual,43
YJ36395,9090,PL,0,Skoda,Fabia,1.0 TSI,Blue,2017,Kombi,Stoff,4.4,73681,110,Benzin,manual,55
BR18522,16297,DE,0,Audi,Q3,2.0 TDI,Black,2017,SUV,Stoff,4.4,109139,150,Diesel,manual,57
SS81622,15139,DE,0,Renault,Megane,1.6 TCe Energy,Black,2018,Kombi,Stoff,6,35222,205,Benzin,automatic,91
CB07780,9857,DE,0,Ford,Focus,1.0 EcoBoost,Black,2017,Kombi,Stoff,4.8,58101,125,Benzin,manual,29
JG10565,6287,DE,0,Opel,Corsa,1.4,Black,2017,Limousine,Stoff,5.1,102878,90,Benzin,manual,12
NG29748,11904,DE,0,Renault,Kadjar,1.2 TCe Energy,Gold,2015,SUV,Teilleder,5.6,37916,130,Benzin,manual,15
MD84798,8924,DE,0,Citroen,C4 Cactus,1.2 e-THP,Purple,2015,SUV,Teilleder,4.7,50056,110,Benzin,manual,5
NV57396,15101,DE,0,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 180,White,2015,Kombi,Teilleder,5.8,110458,122,Benzin,automatic,22
NZ72466,13272,DE,0,Ford,Focus,1.0 EcoBoost,Silver,2018,Limousine,Stoff,5.5,14344,125,Benzin,automatic,35
MK66360,14107,DE,0,Ford,Focus,1.0 EcoBoost,White,2018,Kombi,Stoff,5.0,42265,140,Benzin,manual,11
LZ15006,9557,DE,0,Fiat,500,1.2,Blue,2019,Limousine,Stoff,5.5,12891,70,Benzin,manual,41
RH15795,7479,DE,0,Ford,Ka+,1.2 Ti-VCT,White,2017,Limousine,Stoff,5.0,68967,85,Benzin,manual,75
SM96859,19426,DE,0,MINI,Cabrio,Cooper,Silver,2016,Cabrio,Leder,5.3,32958,135,Benzin,automatic,3
VC54875,6112,DE,0,Dacia,Sandero II,0.9 TCe,Blue,2016,Limousine,Stoff,4.9,79003,90,Benzin,manual,5
UX76435,11501,DE,0,Honda,CR-V,1.6 DTEC,White,2014,SUV,Alcantara,4.7,88269,120,Diesel,manual,108
BU51306,15498,DE,0,Audi,Q3,2.0 TDI,Gray,2013,SUV,Alcantara,5.9,106837,177,Diesel,automatic,62
TR08817,7619,DE,0,Ford,Fiesta,1.0 EcoBoost,Black,2017,Limousine,Stoff,4.3,61880,100,Benzin,manual,70
UR71639,16313,DE,0,Audi,A3,2.0 TDI,Gray,2016,Limousine,Stoff,4.7,72390,150,Diesel,automatic,71
VA07069,18668,DE,0,Renault,Captur,1.3 TCe,Gray,2020,SUV,Stoff,5.6,2912,131,Benzin,automatic,99
YP19889,32533,DE,1,Ford,Kuga,2.5 Plug-In Hybrid,Gray,2020,SUV,Stoff,1.2,4764,224,Benzin,automatic,14
XA24598,21596,DE,0,Volkswagen,Golf VII,1.5 TSI,Black,2019,Limousine,Alcantara,5.1,37945,150,Benzin,automatic,8
VX21129,17317,DE,0,BMW,3er,325d,Blue,2015,Kombi,Leder,5.1,119197,218,Diesel,automatic,91
US65059,22409,DE,0,Audi,S3,2.0 TFSI,Black,2015,Limousine,Leder,7,81475,300,Benzin,manual,77
SZ47239,9727,DE,0,Fiat,500,1.2,Orange,2018,Limousine,Stoff,4.9,10313,70,Benzin,manual,25
BB25808,12476,DE,0,Skoda,Rapid,1.4 TSI,Gray,2018,Limousine,Stoff,4.8,60966,125,Benzin,automatic,46
BZ50687,20812,DE,0,Mercedes-Benz,A-Klasse,A 180 d,Black,2019,Limousine,Teilleder,4.0,56138,115,Diesel,automatic,106
BU84414,18465,DE,0,Abarth,595,1.4 Turbo,White,2020,Limousine,Leder,6.8,5543,165,Benzin,manual,91
BY35440,7550,DE,0,Seat,Ibiza,1.2 TSI,Black,2016,Limousine,Stoff,4.9,74925,90,Benzin,manual,38
UP47152,17146,DE,0,Mercedes-Benz,CLA-Klasse,CLA 180,Gray,2015,Limousine,Teilleder,5.4,54832,122,Benzin,automatic,13
VE86664,20002,DE,0,Mercedes-Benz,B-Klasse,B 250,Red,2017,Van,Teilleder,6.6,31167,210,Benzin,automatic,45
WM10599,8081,DE,0,Renault,Clio,1.2,White,2017,Limousine,Stoff,5.6,26813,73,Benzin,manual,1
PZ87582,10040,DE,0,Dacia,Sandero II,0.9 TCe,White,2019,Limousine,Stoff,5.1,6226,90,Benzin,manual,32
RR10449,6473,DE,0,Toyota,AYGO,1.0,Blue,2016,Limousine,Stoff,4.1,26483,70,Benzin,manual,4
SM53656,19137,DE,0,Mercedes-Benz,A-Klasse,A 180 d,Gray,2018,Limousine,Teilleder,4.1,56634,115,Diesel,automatic,39
WS87625,8867,DE,0,Opel,Corsa,1.4,Gray,2016,Limousine,Stoff,5.9,27256,90,Benzin,automatic,1
UZ08217,8182,DE,0,Volkswagen,Golf Plus,1.2 TSI,Blue,2013,Limousine,Stoff,5.9,92525,105,Benzin,automatic,1
HZ85164,14550,DE,0,Volkswagen,Polo,1.0 TSI,Blue,2018,Limousine,Stoff,4.6,23628,95,Benzin,automatic,141
JR19409,12000,DK,0,Hyundai,i30,1.0 TGDI,Black,2017,Limousine,Stoff,5.0,40539,120,Benzin,manual,16
JS55348,8010,DE,0,Volkswagen,Golf VII,1.4 TSI,Blue,2013,Limousine,Alcantara,5.2,73945,122,Benzin,manual,68
JZ87936,19481,DE,0,Renault,Grand Scenic,1.3 TCe,Gray,2018,Van,Teilleder,6.0,31603,159,Benzin,manual,42
TP95166,13714,DE,0,BMW,1er,118i,White,2018,Limousine,Stoff,5.9,57939,135,Benzin,manual,1
SN96841,11342,DE,0,Audi,Q3,2.0 TDI,Gray,2013,SUV,Stoff,5.2,118124,140,Diesel,manual,29
HN12926,9514,BG,0,Hyundai,i20,1.0 TGDI,Gray,2018,Limousine,Stoff,5.3,47829,100,Benzin,automatic,17
PC76835,12868,DE,0,Skoda,Fabia,1.0 TSI,Blue,2017,Limousine,Stoff,4.3,37751,110,Benzin,manual,43
SV39918,14773,DE,0,Volkswagen,Touran,1.6 TDI,Black,2017,Van,Alcantara,4.5,108468,115,Diesel,manual,41
JD50916,10394,DE,1,Fiat,500,0.9,Green,2018,Limousine,Stoff,4.2,35630,105,Benzin,manual,9
ZV10843,16950,DE,0,Peugeot,508,2.0 Blue-HDi,White,2018,Kombi,Leder,4.4,74039,180,Diesel,automatic,61
EB39085,20260,DE,0,Mitsubishi,Outlander,Diamant Edition+ 2WD,Black,2018,SUV,Stoff,7.3,35885,150,Benzin,manual,98
DL78261,14191,DE,0,Fiat,500C,1.2,Black,2020,Cabrio,Stoff,5.4,16450,70,Benzin,automatic,63
DP01543,16692,DE,0,Audi,A3 Limousine,1.4 TFSI,Gray,2016,Limousine,Teilleder,4.7,49749,150,Benzin,manual,50
EP72083,13692,HU,0,Skoda,Octavia,1.0 TSI,Gray,2018,Kombi,Stoff,4.7,29308,115,Benzin,automatic,65
DV88317,18183,DE,0,Ford,Kuga,1.5 EcoBoost,Silver,2018,SUV,Alcantara,6.3,41342,150,Benzin,manual,70
KC44133,6350,DE,0,Ford,B-Max,1.4,White,2015,Van,Stoff,6.0,75166,90,Benzin,manual,77
RB62515,23250,DE,0,Audi,A4,2.0 TFSI,Gray,2017,Kombi,Stoff,6.1,67538,252,Benzin,automatic,38
MC17088,12342,DE,0,Suzuki,Ignis,1.2 DualJet SHVS,White,2018,Limousine,Stoff,4.6,39256,90,Benzin,automatic,41
JS46453,14758,DE,0,Volkswagen,Golf VII Sportsvan,2.0 TDI,Gray,2015,Van,Stoff,4.6,78385,150,Diesel,automatic,33
MD20984,26234,DE,0,BMW,X5,xDrive 30d,Gray,2014,SUV,Leder,5.9,96689,258,Diesel,automatic,25
LW50471,11072,DE,0,Mitsubishi,Space,1.2,White,2019,Limousine,Stoff,4.1,9266,80,Benzin,automatic,15
NH82082,19008,DE,0,BMW,1er,118i,Black,2019,Limousine,Stoff,5.9,12715,135,Benzin,manual,48
MB96694,8249,DE,0,Opel,Karl,1.0,Silver,2016,Limousine,Stoff,4.3,14544,75,Benzin,automatic,15
NH10251,10310,DE,0,Ford,EcoSport,1.0 EcoBoost,Black,2016,SUV,Teilleder,5.3,58919,125,Benzin,manual,47
NF85117,20100,DE,0,Mitsubishi,Eclipse Cross,1.5 T-MIVEC,Red,2018,SUV,Leder,6.6,11046,163,Benzin,automatic,86
YA61957,10800,DE,0,Fiat,500C,1.2,Black,2018,Cabrio,Stoff,5.0,3241,70,Benzin,manual,2
SP73616,22833,DE,0,Jeep,Compass,2.0 M-Jet,Black,2019,SUV,Teilleder,5.2,15675,140,Diesel,automatic,35
XG75812,11417,DE,0,Volkswagen,Golf VII,1.0 TSI,White,2017,Limousine,Stoff,4.8,32483,85,Benzin,manual,19
YV73197,5271,DE,0,Smart,forfour,1.0,Orange,2014,Limousine,Stoff,4.2,41184,70,Benzin,manual,4
YA44060,12626,DE,0,Volkswagen,Golf VII,2.0 TDI,Black,2017,Limousine,Stoff,4.4,82897,150,Diesel,automatic,57
SU63597,15693,DE,0,Mercedes-Benz,A-Klasse,A 180,Black,2017,Limousine,Teilleder,5.5,40799,122,Benzin,manual,13
EA03730,4155,DE,0,Smart,fortwo,1.0,Silver,2012,Coupe,Stoff,4.2,65253,70,Benzin,automatic,6
DW15147,10026,DE,0,Audi,A1,1.2 TFSI,Gray,2014,Limousine,Teilleder,5.1,52425,85,Benzin,manual,55
BR91285,15029,DE,0,Seat,Leon,1.4 TSI,Gray,2018,Coupe,Teilleder,5.2,24624,125,Benzin,manual,15
JV42642,7254,DE,0,Smart,forfour,1.0,Black,2018,Limousine,Stoff,5.2,46391,70,Benzin,manual,44
BT25995,13431,DE,0,Opel,Astra K,1.4 SIDI Turbo,Silver,2018,Limousine,Stoff,5.4,44417,150,Benzin,automatic,24
BZ04569,10162,AT,0,Hyundai,i40,1.7 CRDi,Gray,2015,Kombi,Stoff,4.7,96359,140,Diesel,automatic,10
BY00046,21500,DE,0,Jeep,Compass,2.0 M-Jet,Black,2018,SUV,Teilleder,5.7,58071,140,Diesel,automatic,25
BL46409,17000,DE,0,Volkswagen,Golf VII,1.5 TSI,Black,2018,Limousine,Stoff,5.0,25181,150,Benzin,manual,5
HV41557,20210,DE,0,Volkswagen,Tiguan,2.0 TDI,Red,2016,SUV,Leder,5.7,76256,150,Diesel,automatic,1
LS41805,18555,DE,0,Fiat,124 Spider,1.4 Turbo,White,2017,Cabrio,Leder,6.4,11549,140,Benzin,manual,1
CH47409,17502,DE,0,Ford,Kuga,1.5 EcoBoost,White,2019,SUV,Stoff,8.9,9429,150,Benzin,automatic,1
RU19030,21185,DE,0,Mercedes-Benz,C-Klasse,C 180 CGI,Gray,2016,Kombi,Teilleder,5.4,29929,155,Benzin,automatic,1
GX95124,12576,DE,0,Citroen,Berlingo,1.2 e-THP,Blue,2017,Kombi,Stoff,5.1,42814,110,Benzin,manual,3
DX48904,27699,DE,0,Audi,Q5,2.0 TDI,Black,2016,SUV,Leder,4.9,62490,190,Diesel,automatic,40
VB92149,21371,DE,0,Renault,Koleos,2.0 dCi Energy,Black,2017,SUV,Leder,6.4,52465,177,Diesel,automatic,76
CY46319,14417,DE,0,Ford,Focus,2.0 EcoBlue,Blue,2018,Kombi,Stoff,4.5,56160,150,Diesel,manual,1
MG81292,25302,DE,0,Toyota,C-HR,2.0 Hybrid,Silver,2021,SUV,Stoff,4.0,7684,184,Hybrid,automatic,24
LR10580,7918,DE,0,Fiat,500,1.2,Black,2017,Limousine,Teilleder,4.9,27116,70,Benzin,manual,63
MN37324,13283,DE,0,Ford,Focus,1.5 EcoBoost,Red,2016,Limousine,Stoff,5.6,17683,150,Benzin,automatic,51
UV49308,11174,DE,0,Volkswagen,Golf VI,1.4 TSI,Blue,2012,Cabrio,Leder,6.3,57191,160,Benzin,automatic,30
MZ91904,21279,DE,0,Mercedes-Benz,C-Klasse,C 220 d,Red,2016,Kombi,Leder,3.7,93572,170,Diesel,automatic,5
VH48010,18808,DE,0,Volkswagen,Golf VII,2.0 TDI,Gray,2016,Limousine,Stoff,4.5,104452,185,Diesel,automatic,12
PR34791,9235,DE,0,Toyota,AYGO,1.0-VVT-i,White,2018,Kombi,Stoff,4.1,19091,72,Benzin,manual,25
UF69197,29136,DE,0,Renault,Arkana,1.6 Hybrid E-Tech,Blue,2021,SUV,Alcantara,4.4,20474,143,Hybrid,automatic,66
MN79577,12710,HU,0,Skoda,Octavia,1.6 TDI,Black,2018,Limousine,Stoff,4.1,69698,115,Diesel,manual,43
VN46055,20536,DE,0,BMW,X1,xDrive 25d,Gray,2015,SUV,Leder,4.6,105478,230,Diesel,automatic,107
DY15288,16400,AT,0,Hyundai,Tucson,1.7 CRDi,Black,2016,SUV,Stoff,4.9,40447,140,Diesel,automatic,9
VA74107,21009,DE,0,Volkswagen,Tiguan,2.0 TDI,Gray,2017,SUV,Stoff,7.3,106941,190,Diesel,automatic,158
UN60045,12618,DE,0,Ford,C-Max,1.5 EcoBoost,Red,2015,Van,Stoff,6.5,25017,150,Benzin,automatic,6
VK78411,6750,DE,0,Ford,B-Max,1.0 EcoBoost,Gray,2015,Van,Stoff,4.9,64423,100,Benzin,manual,18
DM93180,13489,DE,0,Audi,A3,2.0 TDI,Silver,2013,Limousine,Stoff,4.1,71718,150,Diesel,manual,75
ZS49181,13086,DE,0,Citroen,C3,1.2 e-THP,Blue,2018,Limousine,Stoff,4.9,26304,110,Benzin,automatic,4
YA79333,12780,DE,0,Hyundai,Kona,1.0 TGDI,Gray,2019,SUV,Stoff,5.7,41564,120,Benzin,manual,22
XB88921,28156,DE,0,Kia,Stinger,3.3 TGDI,White,2018,Limousine,Leder,10.5,41602,366,Benzin,automatic,23
XL09707,12772,DE,0,Mercedes-Benz,A-Klasse,A 180,White,2015,Limousine,Teilleder,5.6,80183,122,Benzin,manual,41
YK66488,19797,DE,0,BMW,4er,420d Gran Coupé,Brown,2017,Coupe,Stoff,4.7,56139,190,Diesel,automatic,65
XM95069,9624,DE,0,Toyota,Yaris,1.5 Dual VVT-iE,Red,2017,Limousine,Stoff,5.0,34558,110,Benzin,manual,40
XN69860,14908,DE,0,Opel,Mokka X,1.4 Turbo,Blue,2018,SUV,Stoff,7.1,35247,140,Benzin,automatic,12
MD10677,4929,DE,1,Skoda,Fabia,1.4 TDI,Gray,2016,Limousine,Stoff,3.6,108902,90,Diesel,manual,65
MV28377,21539,DE,0,Volkswagen,Touran,2.0 TDI,Gray,2020,Van,Stoff,4.5,65243,116,Diesel,automatic,12
HK06427,11255,DE,0,BMW,1er,118i,White,2015,Limousine,Stoff,5.9,116299,170,Benzin,manual,16
HY09701,10593,CZ,0,Skoda,Octavia,1.4 TSI,Black,2014,Kombi,Stoff,5.3,77586,140,Benzin,manual,7
JW21681,15800,DE,0,Skoda,Octavia,2.0 TDI,White,2014,Kombi,Teilleder,4.8,98623,185,Diesel,automatic,36
XF70696,45325,DE,0,Audi,S6,4.0 V8 TFSI,White,2017,Kombi,Leder,9.4,25439,450,Benzin,automatic,38
HY39516,12407,DE,0,Ford,EcoSport,1.0 EcoBoost,Gray,2018,SUV,Alcantara,5.3,45730,101,Benzin,manual,24
JA45832,17765,DE,0,Volkswagen,Golf VI,2.0 TSI,Red,2016,Cabrio,Leder,6.5,63597,220,Benzin,automatic,16
JE13262,13577,DE,0,Volkswagen,CC,3.6 V6 FSI,White,2013,Limousine,Leder,9.2,97910,300,Benzin,automatic,7
KC22364,30846,DE,0,Nissan,Navara NP-300,2.3 dCi,Gray,2018,Limousine,Teilleder,6.9,19837,190,Diesel,automatic,12
HM56805,13527,DE,0,Toyota,Verso,1.8,Gray,2017,Van,Stoff,6.8,89216,147,Benzin,manual,55
HJ26016,20639,DE,0,Mercedes-Benz,CLA-Klasse,CLA 180,Black,2018,Limousine,Stoff,6.6,16927,122,Benzin,manual,37
UN75448,11429,DE,0,Skoda,Fabia,1.2 TSI,Gray,2016,Limousine,Stoff,4.7,40423,110,Benzin,automatic,1
DJ24349,9650,DE,0,Nissan,Juke,1.6,Red,2016,SUV,Stoff,6,15491,117,Benzin,automatic,1
UL66586,9000,DE,0,Seat,Leon,2.0 TDI,Gray,2012,Limousine,Alcantara,4.1,106982,150,Diesel,manual,2
EF00263,19549,DE,0,BMW,X1,sDrive 20i,Black,2018,SUV,Stoff,5.7,95869,192,Benzin,automatic,81
VU42992,19963,DE,0,Volkswagen,T-Cross,1.0 TSI,Orange,2020,SUV,Stoff,4.9,13646,116,Benzin,automatic,39
UL73114,11206,DE,0,Seat,Ibiza,1.0 TSI,Gray,2017,Limousine,Stoff,4.4,39408,110,Benzin,automatic,104
TC05004,24544,DE,0,Hyundai,i30,2.0 TGDI,Gray,2019,Limousine,Alcantara,7.8,25069,275,Benzin,manual,91
WT36130,11284,DE,0,Jeep,Renegade,1.4 M-Air,Black,2016,SUV,Stoff,6.0,82940,140,Benzin,manual,19
DN76579,24621,DE,0,Volkswagen,Tiguan,2.0 TDI,Gray,2018,SUV,Alcantara,5.7,99004,190,Diesel,automatic,25
EC04150,11962,DE,0,Volkswagen,Tiguan,2.0 TDI,Brown,2013,SUV,Stoff,5.3,86544,140,Diesel,manual,5
EG21369,15049,DE,0,Seat,Leon,2.0 TDI,Blue,2017,Limousine,Teilleder,4.5,56522,150,Diesel,manual,100
ES04055,29302,DE,0,Skoda,Kodiaq,2.0 TSI,White,2018,SUV,Alcantara,7.3,53645,180,Benzin,automatic,17
ET24208,17750,DE,0,Volkswagen,Golf VII,2.0 TDI,Black,2015,Limousine,Leder,4.5,94103,185,Diesel,automatic,47
EV10083,24967,DE,0,Alfa Romeo,Stelvio,2.0 Turbo,White,2017,SUV,Leder,7.0,65122,200,Benzin,automatic,38
DL43324,9417,DE,0,Dacia,Sandero II,0.9 TCe,Gray,2018,Limousine,Stoff,5.5,16641,90,Benzin,manual,3
ZX38769,15594,DE,0,Hyundai,Tucson,1.6,Gray,2018,SUV,Stoff,7.6,6718,132,Benzin,manual,4
YK78607,9395,DE,0,Toyota,Yaris,1.0 VVT-i,White,2018,Limousine,Stoff,4.3,15228,70,Benzin,manual,20
YE55823,31165,DE,0,BMW,2er,M240i,Gray,2017,Coupe,Alcantara,7.4,56523,340,Benzin,automatic,100
YR40131,10661,DE,0,Peugeot,308,2.0 Blue-HDi,Gray,2016,Kombi,Stoff,3.9,59368,150,Diesel,manual,59
BY08355,16097,DE,0,Hyundai,Tucson,2.0 CRDi,Blue,2016,SUV,Stoff,6.0,79084,135,Diesel,automatic,2
BW31059,8045,DE,0,Dacia,Sandero II,0.9 TCe,White,2018,Limousine,Stoff,5.3,22169,90,Benzin,manual,105
BT98518,19990,DE,0,Mercedes-Benz,CLA-Klasse,CLA 200 d,Gray,2017,Limousine,Teilleder,4.0,43644,135,Diesel,automatic,44
BN45756,27400,DE,0,BMW,1er,M140i,Blue,2018,Limousine,Alcantara,7.4,41445,340,Benzin,automatic,25
CG33959,27608,DE,0,Volkswagen,Touareg,3.0 V6 TDI,Red,2016,SUV,Leder,6.9,114268,262,Diesel,automatic,9
CE97961,20986,DE,0,Volkswagen,Touran,1.5 TSI,Silver,2019,Van,Stoff,5.1,40461,150,Benzin,manual,52
RT04818,9502,DE,0,Citroen,C3,1.2 VTi,Gray,2017,Limousine,Stoff,4.7,34997,82,Benzin,manual,23
SX35346,25858,DE,0,BMW,3er,335d GT,Black,2016,Limousine,Leder,5.6,54976,313,Diesel,automatic,73
SW24271,10219,DE,0,Suzuki,SX4,1.6,Green,2013,SUV,Stoff,6.7,52100,120,Benzin,manual,48
TZ15664,17081,DE,0,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 180,Black,2016,Kombi,Teilleder,5.4,63047,122,Benzin,automatic,40
RT67142,14887,DE,0,Volkswagen,Polo,1.0 TSI,Black,2018,Limousine,Alcantara,4.6,21123,95,Benzin,automatic,13
RX59576,4947,NL,0,Volkswagen,up!,1.0,Gray,2012,Limousine,Stoff,4.5,88812,60,Benzin,manual,55
SH74116,13832,DE,0,Honda,CR-V,1.6 DTEC,Blue,2016,SUV,Stoff,4.4,40508,120,Diesel,manual,69
XZ00366,10648,DE,0,Fiat,500C,1.2,White,2019,Cabrio,Stoff,5.5,41243,70,Benzin,manual,59
CK95264,11832,HU,0,Jeep,Renegade,1.4 M-Air,Black,2015,SUV,Stoff,6.0,59900,140,Benzin,manual,25
NH47846,25188,DE,0,Seat,Ateca,1.5 TSI,Gray,2019,SUV,Alcantara,5.3,22383,150,Benzin,automatic,29
YA29215,14421,DE,0,Citroen,C3 Aircross,1.2 e-THP,Red,2020,SUV,Stoff,4.8,5141,110,Benzin,manual,77
LC32860,10573,DE,0,Volkswagen,Golf VII,1.2 TSI,Silver,2016,Kombi,Stoff,5.1,77088,110,Benzin,manual,55
RM20429,7850,DE,0,Citroen,C3,1.2 VTi,Green,2017,Limousine,Stoff,4.7,69718,82,Benzin,manual,33
JY45237,15155,HR,0,Opel,Crossland X,1.2,Gray,2019,SUV,Stoff,5.6,18306,110,Benzin,automatic,26
EM89669,6931,DE,0,Citroen,C3,1.2 PureTech,Orange,2016,Limousine,Stoff,4.9,56074,68,Benzin,manual,123
ZT99713,14776,DE,0,Skoda,Octavia,1.4 TSI,White,2017,Kombi,Stoff,5.0,100719,150,Benzin,automatic,88
HT41570,9885,DE,0,Seat,Ibiza,1.0 TSI,Gray,2017,Limousine,Stoff,4.7,86822,115,Benzin,manual,63
SP01164,10461,PL,0,Volkswagen,Golf VII,1.2 TSI,White,2014,Limousine,Stoff,4.9,49812,85,Benzin,manual,61
EC37943,16653,DE,0,Volkswagen,T-Roc,1.6 TDI,Yellow,2018,SUV,Leder,4.3,40545,116,Diesel,manual,47
TT91120,23127,DE,0,Hyundai,Tucson,1.6 TGDI,Blue,2018,SUV,Leder,7.6,22234,177,Benzin,automatic,68
JG18143,17997,DE,0,Land Rover,Discovery Sport,2.0 Td4,Gray,2016,SUV,Teilleder,4.7,72101,150,Diesel,manual,42
VG42276,14922,DE,0,Kia,Niro,1.6,Blue,2016,SUV,Leder,4.4,31687,104,Hybrid,automatic,75
NR48756,19270,DE,0,Mercedes-Benz,CLA-Klasse,CLA 200,Purple,2016,Limousine,Teilleder,5.5,92490,155,Benzin,automatic,17
SJ09223,8540,DE,0,Renault,Clio,1.2,Black,2018,Limousine,Stoff,5.6,31539,73,Benzin,manual,2
SD62707,6608,DE,0,Renault,Clio,1.2,Black,2015,Limousine,Stoff,5.5,35253,73,Benzin,manual,18
