id,price_less_7k,price_7_10k,price_10_13k,price_13_16k,price_16_20k,price_20_25k,price_over_25k,make,model,subtype,outside_color,built_year,body_type,upholstery,mileage_below_30k_,mileage_30_50k_,mileage_50_70k_,mileage_over_70k_,horsepower_below_100_,horsepower_100_150_,horsepower_150_200_,horsepower_200_250_,horsepower_over_250_,low_fuel_consumption,mid_low_fuel_consumption,mid_high_fuel_consumption,high_fuel_consumption,benzin,diesel,hybrid,automatic,manual,time_sell
KP35951,0,0,1,0,0,0,0,Renault,Kadjar,1.6 dCi Energy,Black,2017,SUV,Teilleder,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,25-35d
LG10821,0,1,0,0,0,0,0,MINI,Countryman,Cooper,Gray,2013,SUV,Teilleder,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,25-35d
JA77135,0,0,0,0,1,0,0,Volkswagen,Polo,2.0 TSI,White,2019,Limousine,Stoff,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,7-15d
KC64762,0,1,0,0,0,0,0,Smart,forfour,1.0,White,2016,Limousine,Stoff,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0-7d
KT13256,0,0,0,0,0,0,1,Mercedes-Benz,C-Klasse,C 180,Black,2020,Limousine,Teilleder,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,7-15d
EM78065,0,0,0,0,1,0,0,Volkswagen,Tiguan,1.4 TSI,Gray,2016,SUV,Stoff,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,100+
VZ62927,0,0,0,1,0,0,0,Audi,Q3,2.0 TDI,Black,2014,SUV,Stoff,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,25-35d
DL12282,0,0,1,0,0,0,0,Seat,Ibiza,1.0 TSI,White,2018,Limousine,Stoff,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,35-50d
YS78953,0,0,0,0,0,1,0,Mercedes-Benz,C-Klasse,C 250,Gray,2015,Limousine,Teilleder,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,35-50d
YD52729,0,0,0,0,0,0,1,Volkswagen,Caddy,1.5 TSI,Beige,2022,Van,Stoff,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,65-80d
KL37815,0,0,1,0,0,0,0,Seat,Ibiza,1.0 TSI,Blue,2017,Limousine,Stoff,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,25-35d
LS34864,0,0,0,1,0,0,0,Volkswagen,Tiguan,1.4 TSI,Black,2015,SUV,Stoff,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,100+
DG54866,0,1,0,0,0,0,0,Renault,Scenic,1.5 dCi,Gray,2013,Van,Stoff,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,15-25d
XV49841,1,0,0,0,0,0,0,Skoda,Fabia,1.2 TSI,Gray,2014,Kombi,Stoff,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,7-15d
BT00598,0,0,1,0,0,0,0,Ford,Fiesta,1.0 EcoBoost,White,2019,Limousine,Teilleder,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,15-25d
CA06588,0,0,0,1,0,0,0,Volkswagen,Polo,1.0 TSI,Black,2017,Limousine,Stoff,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,15-25d
CB38039,0,0,0,0,0,1,0,BMW,2er,218d Gran Tourer,Black,2019,Van,Alcantara,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,7-15d
PT28130,0,0,0,0,0,0,1,Seat,Tarraco,1.5 TSI,Gray,2018,SUV,Teilleder,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,35-50d
RC96446,0,0,0,1,0,0,0,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 200,White,2016,Kombi,Teilleder,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,15-25d
FZ71257,0,0,1,0,0,0,0,Volkswagen,Polo,1.8 TSI,White,2014,Limousine,Stoff,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0-7d
WR08789,0,1,0,0,0,0,0,Skoda,Fabia,1.2 TSI,Red,2015,Limousine,Stoff,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,35-50d
PD04987,0,0,0,0,1,0,0,BMW,X1,sDrive 18i,Gray,2016,SUV,Stoff,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,80-100d
NU74882,0,0,1,0,0,0,0,Ford,Fiesta,1.1,Gray,2018,Limousine,Stoff,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,35-50d
PR73016,0,0,0,0,0,1,0,Renault,Talisman,1.8 TCe,Black,2019,Kombi,Leder,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,50-65d
RF05257,0,0,1,0,0,0,0,Ford,Fiesta,1.0 EcoBoost,Black,2020,Limousine,Stoff,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,25-35d
RD32466,0,1,0,0,0,0,0,Seat,Leon,1.2 TSI,Gray,2017,Kombi,Stoff,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,15-25d
RG19317,0,1,0,0,0,0,0,Volkswagen,Polo,1.2 TSI,Brown,2016,Limousine,Stoff,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,15-25d
VM71257,0,0,0,1,0,0,0,Opel,Insignia,1.6 CDTI DPF,White,2017,Kombi,Stoff,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,25-35d
WK35206,0,0,1,0,0,0,0,Volkswagen,Golf VII,1.0 TSI,Silver,2017,Kombi,Stoff,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,35-50d
WD34764,0,0,0,0,1,0,0,Skoda,Octavia,2.0 TDI,Gray,2018,Kombi,Stoff,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,35-50d
JF03321,0,0,0,1,0,0,0,Volkswagen,Golf VII,1.5 TSI,Gray,2017,Kombi,Stoff,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,25-35d
JN37097,0,1,0,0,0,0,0,Mitsubishi,Space Star,1.2,White,2021,Limousine,Stoff,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,15-25d
HB22066,0,0,0,0,0,1,0,Volkswagen,T-Roc,1.0 TSI,Red,2020,SUV,Stoff,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,65-80d
JL20316,0,1,0,0,0,0,0,Smart,fortwo,1.0 mhd,White,2015,Cabrio,Teilleder,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,15-25d
JG22903,0,0,0,0,0,0,1,Volkswagen,Tiguan,2.0 TDI,White,2018,SUV,Teilleder,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,50-65d
HY17851,0,1,0,0,0,0,0,Peugeot,208,1.2 e-VTi,Gray,2017,Limousine,Stoff,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,50-65d
FV68469,0,1,0,0,0,0,0,Volkswagen,Golf VII,1.2 TSI,White,2014,Limousine,Stoff,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,25-35d
CE33715,0,1,0,0,0,0,0,Hyundai,i30,1.6 CRDi,Orange,2015,Limousine,Stoff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0-7d
CH90607,0,0,0,1,0,0,0,Renault,Scenic,1.2 TCe Energy,Red,2017,Van,Teilleder,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,25-35d
DH67073,0,0,1,0,0,0,0,Renault,Clio,1.0 TCe,White,2020,Limousine,Stoff,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,35-50d
CE32840,0,0,0,0,1,0,0,Renault,Koleos,1.7 BLUE dCi,Black,2019,SUV,Teilleder,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,35-50d
DJ52954,0,0,1,0,0,0,0,Nissan,Qashqai,1.2,Gray,2016,SUV,Teilleder,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,7-15d
DM61344,0,1,0,0,0,0,0,Volkswagen,Golf VII,1.4 TSI,Black,2013,Limousine,Stoff,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,35-50d
CG80852,1,0,0,0,0,0,0,Toyota,AYGO,1.0,White,2014,Limousine,Stoff,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,15-25d
WJ67919,0,0,0,1,0,0,0,Opel,Corsa,1.2,Orange,2020,Limousine,Stoff,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,15-25d
XE45445,0,0,1,0,0,0,0,Skoda,Rapid,1.0 TSI,Gray,2018,Limousine,Stoff,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0-7d
WZ19430,0,0,1,0,0,0,0,Toyota,AYGO,1.0,White,2020,Limousine,Stoff,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,25-35d
XE62510,0,0,0,1,0,0,0,Ford,EcoSport,1.5 EcoBlue TDCi,Blue,2019,SUV,Stoff,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,50-65d
ZE18379,0,0,0,0,1,0,0,Renault,Scenic,1.3 TCe,White,2019,Van,Teilleder,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,50-65d
JA77277,0,0,1,0,0,0,0,Ford,B-Max,1.6 Ti-VCT,White,2017,Van,Leder,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,15-25d
HM56805,0,0,0,1,0,0,0,Toyota,Verso,1.8,Gray,2017,Van,Stoff,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,50-65d
HT04507,0,0,0,0,0,1,0,Volkswagen,Touran,1.4 TSI,White,2018,Van,Stoff,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,50-65d
LK93406,0,0,1,0,0,0,0,Mercedes-Benz,B-Klasse,B 180,Gray,2013,Van,Stoff,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,50-65d
JM21186,0,0,0,0,0,1,0,Volkswagen,T-Roc,1.5 TSI,White,2019,SUV,Teilleder,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,100+
HY48186,0,0,0,1,0,0,0,Hyundai,IONIQ,1.6,Silver,2017,Limousine,Stoff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,25-35d
LC75484,0,0,0,0,0,0,1,Mercedes-Benz,GLA-Klasse,GLA 200,Gray,2019,SUV,Teilleder,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,50-65d
JN08885,0,1,0,0,0,0,0,Volkswagen,Golf Plus,1.2 TSI,Brown,2013,Limousine,Stoff,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,65-80d
ER67215,0,0,1,0,0,0,0,Hyundai,i40,1.6,White,2016,Kombi,Stoff,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,35-50d
WL43197,0,0,0,0,0,1,0,Skoda,Kodiaq,1.4 TSI,White,2017,SUV,Stoff,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,80-100d
CX83412,0,0,1,0,0,0,0,Volkswagen,Tiguan,1.4 TSI,Brown,2015,SUV,Stoff,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,100+
XR03291,0,1,0,0,0,0,0,Hyundai,ix20,1.6,Brown,2013,Van,Stoff,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,25-35d
VY96730,0,0,0,1,0,0,0,Jeep,Renegade,1.0 TGDi,Gray,2018,SUV,Stoff,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,7-15d
EA52126,0,0,0,0,0,0,1,Seat,Tarraco,2.0 TDI,Black,2021,SUV,Teilleder,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,50-65d
VS42100,0,0,0,1,0,0,0,Volkswagen,Passat,1.4 TSI,Silver,2015,Limousine,Stoff,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,65-80d
VT60372,0,0,0,0,0,1,0,Ford,Focus,1.5 EcoBoost,Gray,2019,Kombi,Stoff,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,25-35d
YD82509,0,0,1,0,0,0,0,Mazda,3,2.0,White,2016,Limousine,Alcantara,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,25-35d
DG84126,0,0,0,0,0,0,1,Mercedes-Benz,V-Klasse,V 220 d,Gray,2017,Bus,Stoff,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,50-65d
DV26690,0,0,0,0,0,0,1,Ford,Tourneo Custom,2.0 EcoBlue,Gray,2021,Bus,Leder,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,50-65d
KZ76477,0,0,0,1,0,0,0,Skoda,Yeti,1.4 TSI,Brown,2016,SUV,Stoff,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,7-15d
JN87292,1,0,0,0,0,0,0,Volkswagen,up!,1.0,White,2014,Limousine,Stoff,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,25-35d
KP50737,0,1,0,0,0,0,0,Ford,C-Max,1.0 EcoBoost,Black,2016,Van,Stoff,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,15-25d
KH22900,0,0,0,0,1,0,0,Seat,Alhambra,2.0 TDI,Black,2014,Van,Alcantara,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,7-15d
WH90883,0,0,1,0,0,0,0,Volkswagen,Golf VII,1.2 TSI,Black,2017,Kombi,Stoff,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,7-15d
DF78075,0,0,0,0,1,0,0,Skoda,Superb,2.0 TDI,Gray,2017,Limousine,Stoff,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,80-100d
DT66381,0,1,0,0,0,0,0,Volkswagen,Golf VII,1.2 TSI,Gray,2013,Limousine,Stoff,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,50-65d
VZ15431,0,0,1,0,0,0,0,Volkswagen,Golf VII,2.0 TDI,White,2017,Kombi,Stoff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,80-100d
YH98431,1,0,0,0,0,0,0,Seat,Mii,1.0,Red,2014,Limousine,Stoff,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0-7d
YK60143,0,0,0,0,1,0,0,Ford,Mondeo,2.0 EcoBoost SCTi,Green,2018,Limousine,Teilleder,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,15-25d
WG43489,1,0,0,0,0,0,0,Volkswagen,up!,1.0,Gray,2017,Limousine,Stoff,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,50-65d
YE17808,0,0,0,1,0,0,0,Hyundai,i20,1.0 TGDI,Green,2022,Limousine,Stoff,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0-7d
XJ39040,0,0,0,0,1,0,0,Mazda,3,2.0,Gray,2019,Limousine,Leder,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,15-25d
KW06548,0,0,0,0,1,0,0,BMW,4er,420i,Black,2015,Coupe,Teilleder,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,35-50d
WC24441,0,1,0,0,0,0,0,Fiat,Panda,0.9,Red,2017,Limousine,Leder,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0-7d
XR96390,0,0,1,0,0,0,0,Hyundai,ix20,1.4,Red,2018,Van,Stoff,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,15-25d
HR03143,0,1,0,0,0,0,0,Fiat,500,1.2,Red,2019,Limousine,Stoff,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,7-15d
EV61620,0,0,0,0,1,0,0,Mercedes-Benz,CLA-Klasse,CLA 200,Silver,2013,Limousine,Teilleder,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,25-35d
WL00613,0,0,0,1,0,0,0,Audi,A4,1.8 TFSI,Black,2014,Kombi,Leder,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,35-50d
KM67994,0,0,1,0,0,0,0,Opel,Mokka X,1.6,Black,2017,SUV,Stoff,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,50-65d
YB90329,0,0,0,1,0,0,0,BMW,3er,316d,Silver,2017,Limousine,Stoff,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,35-50d
WK57015,1,0,0,0,0,0,0,Ford,Ka,1.2,Blue,2015,Limousine,Stoff,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,25-35d
JL58519,0,0,0,0,0,0,1,Kia,Stinger,3.3 V6 TGDI,Red,2018,Limousine,Leder,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,7-15d
GF45634,1,0,0,0,0,0,0,Dacia,Sandero II,1.0 SCe,Blue,2018,Limousine,Stoff,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,15-25d
DA05475,0,0,0,1,0,0,0,Volkswagen,Golf VII,1.2 TSI,Gray,2016,Kombi,Stoff,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0-7d
MW41678,0,1,0,0,0,0,0,Dacia,Sandero II,0.9 TCe,Brown,2016,Limousine,Stoff,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0-7d
RL96357,0,0,1,0,0,0,0,Kia,cee'd,1.6 CRDi,White,2016,Limousine,Stoff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,35-50d
HK68609,0,0,1,0,0,0,0,BMW,2er,218i Active Tourer,Black,2015,Van,Stoff,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,15-25d
PK50937,0,0,1,0,0,0,0,Kia,Stonic,1.4,Black,2017,SUV,Stoff,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,15-25d
SH59023,0,1,0,0,0,0,0,Smart,forfour,1.0,Black,2017,Limousine,Stoff,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,25-35d
DV64355,0,0,0,1,0,0,0,Seat,Leon,1.5 TSI,White,2018,Kombi,Stoff,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,15-25d
DD88343,0,0,1,0,0,0,0,Volkswagen,Golf VII,1.2 TSI,Gray,2015,Kombi,Stoff,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0-7d
UZ61917,0,0,1,0,0,0,0,Volkswagen,Golf VII,2.0 TDI,Gray,2014,Kombi,Stoff,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,65-80d
UY66131,0,0,0,0,0,0,1,Skoda,Karoq,1.5 TSI ACT,White,2020,SUV,Stoff,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,25-35d
JV68891,0,0,0,0,0,0,1,Volkswagen,T6 Multivan,2.0 TDI,White,2017,Bus,Alcantara,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,50-65d
PT90054,0,0,0,1,0,0,0,Renault,Megane,1.6 TCe Energy,Gray,2017,Limousine,Stoff,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,15-25d
DB25576,0,1,0,0,0,0,0,Skoda,Fabia,1.0 TSI,Gray,2017,Limousine,Stoff,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0-7d
RA88000,0,0,0,1,0,0,0,Skoda,Octavia,2.0 TDI,White,2015,Kombi,Leder,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,35-50d
UZ96348,0,0,0,0,0,0,1,Toyota,RAV 4,2.5 Hybrid,Gray,2019,SUV,Stoff,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,35-50d
RJ00975,0,0,0,0,0,1,0,Volkswagen,T-Roc,1.5 TSI,Gray,2019,SUV,Stoff,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,15-25d
JJ37048,0,0,1,0,0,0,0,Citroen,C3,1.2 e-THP,White,2019,Limousine,Teilleder,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0-7d
WW52373,0,0,1,0,0,0,0,Renault,Captur,1.2 TCe,Red,2015,SUV,Leder,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,15-25d
GP35955,0,0,0,1,0,0,0,Citroen,C4 Grand Picasso,1.2 e-THP,White,2017,Van,Stoff,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,7-15d
YE33789,0,0,0,0,0,0,1,Audi,A6 Allroad,3.0 V6 TDI clean diesel,White,2017,Kombi,Leder,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,80-100d
YM67992,0,0,0,0,1,0,0,Audi,A3,30 TFSI,Black,2018,Kombi,Stoff,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,50-65d
DU64397,0,0,0,1,0,0,0,Ford,Mondeo,2.0 TDCi,Black,2015,Kombi,Alcantara,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0-7d
WV88167,0,0,0,0,0,0,1,Mercedes-Benz,C-Klasse,C 43 AMG,Gray,2017,Kombi,Leder,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,100+
FE11918,0,0,0,0,0,1,0,Seat,Ateca,2.0 TSI,Black,2019,SUV,Alcantara,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,35-50d
KM32764,1,0,0,0,0,0,0,Opel,Adam,1.4,Black,2013,Limousine,Stoff,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,80-100d
GZ29795,0,0,0,0,0,0,1,Mercedes-Benz,B-Klasse,B 200,Gray,2019,Van,Teilleder,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,65-80d
JV40932,0,0,0,1,0,0,0,Peugeot,2008,1.2 e-THP,Gray,2018,SUV,Teilleder,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,50-65d
JA37443,0,0,0,1,0,0,0,Ford,EcoSport,1.0 EcoBoost,Blue,2018,SUV,Alcantara,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,15-25d
JD76681,0,0,0,1,0,0,0,Mercedes-Benz,Citan,111 CDI,Gray,2017,Kombi,Stoff,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,50-65d
YY38615,0,0,1,0,0,0,0,Audi,A3,1.4 TFSI,Gray,2014,Limousine,Teilleder,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,15-25d
EL81433,0,0,0,0,0,1,0,Volkswagen,Touran,1.4 TSI,White,2018,Van,Alcantara,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,15-25d
DT35732,0,0,0,1,0,0,0,Volkswagen,Golf VII,1.4 TSI,White,2017,Limousine,Stoff,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,25-35d
VF65597,1,0,0,0,0,0,0,Opel,Adam,1.4,Green,2014,Limousine,Stoff,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,65-80d
XW81160,0,0,0,0,0,1,0,MINI,Cabrio,Cooper S,White,2018,Cabrio,Teilleder,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,65-80d
VV35260,0,1,0,0,0,0,0,Smart,forfour,1.0,Brown,2015,Limousine,Stoff,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0-7d
YA57339,0,0,0,0,0,0,1,Mercedes-Benz,GLE-Klasse,GLE 250 d,White,2018,SUV,Leder,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,7-15d
JY57882,0,0,1,0,0,0,0,BMW,1er,118d,Black,2015,Limousine,Stoff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,15-25d
GR99330,0,0,1,0,0,0,0,Opel,Adam,1.4,Red,2018,Limousine,Teilleder,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,50-65d
XB11986,0,0,0,0,0,0,1,Mercedes-Benz,B-Klasse,B 180,Black,2019,Van,Stoff,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,50-65d
CU08939,0,0,0,1,0,0,0,Volkswagen,Golf VII Sportsvan,1.4 TSI,Gold,2016,Van,Stoff,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,65-80d
LC32860,0,0,1,0,0,0,0,Volkswagen,Golf VII,1.2 TSI,Silver,2016,Kombi,Stoff,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,50-65d
EJ29063,0,1,0,0,0,0,0,Volkswagen,Golf VII,1.4 TSI,Blue,2013,Kombi,Stoff,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,7-15d
XT97233,1,0,0,0,0,0,0,Ford,Fiesta,1.25,Gray,2015,Limousine,Stoff,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,15-25d
EN82138,0,0,0,0,0,1,0,BMW,3er,318d GT,White,2018,Limousine,Leder,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,15-25d
YL15447,0,0,0,0,1,0,0,Opel,Crossland X,1.2 Turbo,Orange,2020,SUV,Teilleder,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,15-25d
EG55030,0,0,0,0,0,1,0,Opel,Insignia CT,2.0 CDTI,Gray,2018,Kombi,Leder,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,25-35d
DJ27312,0,0,0,0,0,0,1,Volkswagen,Tiguan,2.0 TDI,Gray,2017,SUV,Stoff,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,15-25d
WW21563,0,0,1,0,0,0,0,Opel,Corsa,1.4,White,2019,Limousine,Stoff,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,65-80d
DU33583,0,0,0,1,0,0,0,Volkswagen,Golf VII,2.0 TDI,Black,2016,Limousine,Stoff,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,15-25d
XJ23306,1,0,0,0,0,0,0,Hyundai,i10,1.0,White,2015,Limousine,Stoff,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,7-15d
KW70910,0,0,0,1,0,0,0,Ford,EcoSport,1.0 EcoBoost,White,2020,SUV,Teilleder,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,25-35d
YC03084,0,0,0,0,0,0,1,Ford,Kuga,2.5 Plug-In Hybrid,White,2020,SUV,Stoff,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,50-65d
LY11293,0,1,0,0,0,0,0,Peugeot,208,1.0 VTi,Black,2015,Limousine,Stoff,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,50-65d
HR09229,0,0,0,1,0,0,0,Volkswagen,Golf VII,2.0 TDI,Blue,2018,Limousine,Alcantara,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,35-50d
